खिड़की	fenêtres	खिड़की	fenêtre	N;NOM;FEM;SG;3	N;FEM;PL
बुजुर्ग	âgées	बुजुर्ग	âgé	N;NOM;MASC;PL;3	ADJ;FEM;PL
वेदी	autel	वेदी	autel		N;MASC;SG
उत्साहित	excité	उत्साहित	exciter	ADJ	V;MASC;SG;PST;V.PTCP
उत्साहित	excitée	उत्साहित	exciter	ADJ	V;FEM;SG;PST;V.PTCP
उत्साहित	excités	उत्साहित	exciter	ADJ	V;MASC;PL;PST;V.PTCP
उत्साहित	hâte	उत्साहित	hâte	ADJ	N;FEM;SG
प्रलय	catastrophe	प्रलय	catastrophe	PROPN;NOM;MASC;SG;3	N;FEM;SG
घटती	déclin	घट	déclin	V;IPFV;FEM;SG;V.PTCP;ACT	N;MASC;SG
नन्द	nand	नन्द	nand	PROPN;NOM;MASC;SG;3	N;FEM;SG
रिले	riley	रिला	riley	N;NOM;MASC;SG;3	PROPN
रिले	relayer	रिला	relayer	N;NOM;MASC;SG;3	V;NFIN
खासी	khasi	खासा	khasi	ADJ;NOM;FEM;SG	PROPN
बर्मन	burman	बर्मन	burman	PROPN;NOM;MASC;SG;3	PROPN
अनवर	anwar	अनवर	anwar	PROPN;NOM;MASC;SG;3	PROPN
देवगन	devgan	देवगन	devgan	PROPN;NOM;MASC;SG;3	PROPN
फर्ग्यूसन	ferguson	फर्ग्यूसन	ferguson	PROPN;NOM;MASC;SG;3	PROPN
हालात	situation	हालात	situation	N;NOM;MASC;PL;3	N;FEM;SG
भैंस	buffle	भैंस	buffle		N;MASC;SG
भैंस	buffles	भैंस	buffle		N;MASC;PL
भैंस	buffalo	भैंस	buffalo		PROPN
भैंस	bisons	भैंस	bison		N;MASC;PL
भैंस	bison	भैंस	bison		N;MASC;SG
इस्लामाबाद	islamabad	इस्लामाबाद	islamabad	PROPN;NOM;MASC;SG;3	PROPN
लेनिन	lénine	लेनिन	lénine	PROPN;NOM;MASC;SG;3	PROPN
डैविल	davila	डैविल	davila		PROPN
साम्य	ressemblance	साम्य	ressemblance		N;FEM;SG
संतोषजनक	satisfaire	संतोषजनक	satisfaire	ADJ	V;NFIN
नसीरुद्दीन	naseeruddin	नसीरुद्दीन	naseeruddin	PROPN;NOM;MASC;SG;3	PROPN
विवेचना	délibérations	विवेचना	délibération	N;NOM;FEM;SG;3	N;FEM;PL
मनोरोग	psychiatrique	मनोरोग	psychiatrique	N;NOM;MASC;SG;3	ADJ;MASC;SG
मनोरोग	psychiatriques	मनोरोग	psychiatrique	N;NOM;MASC;SG;3	ADJ;MASC;PL
खींचा	drew	खींच	drew	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
स्क्वैश	courge	स्क्वैश	courge		N;FEM;SG
स्क्वैश	squash	स्क्वैश	squash		N;MASC;SG
लॉक	écluse	लॉक	écluse		N;FEM;SG
लॉक	serrure	लॉक	serrure		N;FEM;SG
लॉक	verrouiller	लॉक	verrouiller		V;NFIN
लॉक	verrou	लॉक	verrou		N;MASC;SG
एबीसी	abc	एबीसी	abc	PROPN;NOM;MASC;SG;3	PROPN
वाल्टर	walter	वाल्टर	walter	PROPN;NOM;MASC;SG;3	PROPN
पीएचडी	doctorat	पीएचडी	doctorat	PROPN;NOM;MASC;SG;3	N;MASC;SG
पीएचडी	doctorats	पीएचडी	doctorat	PROPN;NOM;MASC;SG;3	N;MASC;PL
पीएचडी	doctorants	पीएचडी	doctorant	PROPN;NOM;MASC;SG;3	N;MASC;PL
गॉर्डन	gordon	गॉर्डन	gordon	PROPN;NOM;MASC;SG;3	PROPN
बांस	bambous	बाँस	bambous	N;NOM;MASC;SG;3	N;MASC;PL
वाटसन	watson	वाटसन	watson	PROPN;NOM;MASC;SG;3	PROPN
सहिष्णुता	tolérances	सहिष्णुता	tolérance	N;NOM;FEM;SG;3	N;FEM;PL
लूथर	luther	लूथर	luther	PROPN;NOM;MASC;SG;3	N;MASC;SG
पूज्य	vénérable	पूज्य	vénérable		ADJ;MASC;SG
पनामा	panama	पनामा	panama	PROPN;NOM;MASC;SG;3	PROPN
पनामा	panamá	पनामा	panamá	PROPN;NOM;MASC;SG;3	PROPN
लॉरेंस	laurent	लॉरेंस	laurer	PROPN;NOM;MASC;SG;3	PROPN
लॉरेंस	lawrence	लॉरेंस	lawrence	PROPN;NOM;MASC;SG;3	PROPN
लड़	combats	लड़	combat	V;ACT	N;MASC;PL
लड़	combat	लड़	combat	V;ACT	N;MASC;SG
लड़	bagarre	लड़	bagarre	V;ACT	N;FEM;SG
गुणात्मक	qualitatifs	गुणात्मक	qualitatif	N;NOM;MASC;SG;3	ADJ;MASC;PL
गुणात्मक	qualitative	गुणात्मक	qualitatif	N;NOM;MASC;SG;3	ADJ;FEM;SG
गुणात्मक	qualitatives	गुणात्मक	qualitatif	N;NOM;MASC;SG;3	ADJ;FEM;PL
गुणात्मक	qualitatif	गुणात्मक	qualitatif	N;NOM;MASC;SG;3	ADJ;MASC;SG
बौना	nain	बौना	nain	PROPN;NOM;MASC;SG;3	N;MASC;SG
बौना	nains	बौना	nain	PROPN;NOM;MASC;SG;3	N;MASC;PL
बौना	naine	बौना	naine	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
रेखाचित्र	graphiques	रेखाचित्र	graphique	N;NOM;MASC;SG;3	ADJ;MASC;PL
रेखाचित्र	graphes	रेखाचित्र	graphe	N;NOM;MASC;SG;3	N;MASC;PL
रेखाचित्र	dessiner	रेखाचित्र	dessiner	N;NOM;MASC;SG;3	V;NFIN
स्वदेश	nation	स्वदेश	nation	PROPN;NOM;MASC;SG;3	N;FEM;SG
सुपरमैन	superman	सुपरमैन	superman	PROPN;NOM;MASC;SG;3	PROPN
बुल	bulldog	बुल	bulldog		N;MASC;SG
बुल	bull	बुल	bull		PROPN
बुल	taureau	बुल	taureau		N;MASC;SG
बुल	taureaux	बुल	taureau		N;MASC;PL
अमूल्य	inestimable	अमूल्य	inestimable	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अमूल्य	inestimables	अमूल्य	inestimable	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
विकिस्रोत	wikisource	विकिस्रोत	wikisource	PROPN;NOM;MASC;SG;3	N;MASC;SG
निक	nick	निक	nick	PROPN;NOM;MASC;SG;3	PROPN
पीढी	génération	पीढी	génération		N;FEM;SG
पीढी	générations	पीढी	génération		N;FEM;PL
क्राउन	couronnes	क्राउन	couronne		N;FEM;PL
क्राउन	crown	क्राउन	crown		PROPN
क्राउन	couronner	क्राउन	couronner		V;NFIN
क्राउन	couronne	क्राउन	couronne		N;FEM;SG
साड़ी	sari	साड़ी	sari	N;NOM;FEM;SG;3	PROPN
बहुमुखी	multiple	बहुमुखी	multiple	N;NOM;MASC;SG;3	ADJ;MASC;SG
बहुमुखी	multiples	बहुमुखी	multiple	N;NOM;MASC;SG;3	ADJ;MASC;PL
बहुमुखी	plusieurs	बहुमुखी	plusieurs	N;NOM;MASC;SG;3	PRO;PL
बहुमुखी	polyvalente	बहुमुखी	polyvalent	N;NOM;MASC;SG;3	ADJ;FEM;SG
बहुमुखी	polyvalents	बहुमुखी	polyvalent	N;NOM;MASC;SG;3	ADJ;MASC;PL
बहुमुखी	polyvalent	बहुमुखी	polyvalent	N;NOM;MASC;SG;3	ADJ;MASC;SG
बहुमुखी	versatile	बहुमुखी	versatile	N;NOM;MASC;SG;3	ADJ;MASC;SG
पहियों	wta	पही	wta	N;ACC;FEM;PL;3	N;MASC;SG
बहू	fiancée	बहू	fiancée	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
बहू	mariée	बहू	marier	N;NOM;FEM;SG;3	V;FEM;SG;PST;V.PTCP
छठा	sixth	छठा	sixth	ADJ;NOM;MASC;SG	PROPN
संभाला	manipulés	संभाल	manipuler	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
संभाला	manipulées	संभाल	manipuler	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
स्पा	thermes	स्पा	thermes	N;NOM;MASC;SG;3	N;MASC;PL
स्पा	spas	स्पा	spas	N;NOM;MASC;SG;3	N;MASC;PL
स्पा	thermes	स्पा	thermes	N;NOM;MASC;SG;3	N;MASC;PL
मुखर	vocaux	मुखर	vocaux	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
मुखर	chant	मुखर	chant	PROPN;NOM;MASC;SG;3	N;MASC;SG
मुखर	vocale	मुखर	vocal	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
मुखर	vocal	मुखर	vocal	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
पूर्णांक	entière	पूर्णांक	entier	N;NOM;MASC;SG;3	ADJ;FEM;SG
पूर्णांक	entiers	पूर्णांक	entier	N;NOM;MASC;SG;3	ADJ;MASC;PL
पूर्णांक	entières	पूर्णांक	entier	N;NOM;MASC;SG;3	ADJ;FEM;PL
पूर्णांक	entier	पूर्णांक	entier	N;NOM;MASC;SG;3	ADJ;MASC;SG
बचना	évasion	बच	évasion	V;MASC;NFIN;ACT	N;FEM;SG
शौक	hobbies	शौक	hobby	N;NOM;MASC;SG;3	N;MASC;PL
निचला	abaisser	निचला	abaisser	ADJ;NOM;MASC;SG	V;NFIN
बोवी	bowie	बोवी	bowie	PROPN;NOM;MASC;SG;3	PROPN
अफगान	afghan	अफगान	afghan	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
अफगान	afghans	अफगान	afghan	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
अफगान	afghane	अफगान	afghane	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
दोहा	doha	दोहा	doha	PROPN;NOM;MASC;SG;3	PROPN
टार्ज़न	tarzan	टार्ज़न	tarzan	N;NOM;MASC;SG;3	PROPN
उदासीन	nostalgique	उदासीन	nostalgique	N;NOM;MASC;SG;3	ADJ;MASC;SG
राजमहल	palais	राजमहल	palais	PROPN;NOM;MASC;SG;3	N;MASC;SG
राजमहल	palace	राजमहल	palace	PROPN;NOM;MASC;SG;3	N;MASC;SG
बसों	bus	बस	bus	N;ACC;FEM;PL;3	N;MASC;SG
बसों	autobus	बस	autobus	N;ACC;FEM;PL;3	N;MASC;SG
मॉर्गन	morgane	मॉर्गन	morgane	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
मॉर्गन	morgan	मॉर्गन	morgan	PROPN;NOM;MASC;SG;3	PROPN
रसेल	russel	रसेल	russel	PROPN;NOM;MASC;SG;3	N;MASC;SG
रसेल	russell	रसेल	russell	PROPN;NOM;MASC;SG;3	PROPN
संगीतमय	musicale	संगीतमय	musical	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
संगीतमय	musical	संगीतमय	musical	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
टिक	tique	टिक	tique	V;ACT	ADJ;FEM;SG
टिक	tic	टिक	tic	V;ACT	N;MASC;SG
अनुप्रस्थ	transversal	अनुप्रस्थ	transversal	N;NOM;FEM;SG;3	ADJ;MASC;SG
अनुप्रस्थ	transversale	अनुप्रस्थ	transversal	N;NOM;FEM;SG;3	ADJ;FEM;SG
अनुप्रस्थ	transversaux	अनुप्रस्थ	transversal	N;NOM;FEM;SG;3	ADJ;MASC;PL
अनुप्रस्थ	transversales	अनुप्रस्थ	transversal	N;NOM;FEM;SG;3	ADJ;FEM;PL
प्रायोजक	parrainer	प्रायोजक	parrainer	N;NOM;MASC;SG;3	V;NFIN
प्रायोजक	commanditaires	प्रायोजक	commanditaire	N;NOM;MASC;SG;3	N;MASC;PL
प्रायोजक	parrains	प्रायोजक	parrain	N;NOM;MASC;SG;3	N;MASC;PL
प्रायोजक	sponsors	प्रायोजक	sponsor	N;NOM;MASC;SG;3	N;MASC;PL
पॉलिसी	politiques	पॉलिसी	politique	N;NOM;FEM;SG;3	ADJ;MASC;PL
पॉलिसी	politique	पॉलिसी	politique	N;NOM;FEM;SG;3	ADJ;MASC;SG
दस्त	diarrhées	दस्त	diarrhée	N;NOM;MASC;SG;3	N;FEM;PL
कलाई	poignets	कलाई	poignet	N;NOM;FEM;SG;3	N;MASC;PL
अल्फ्रेड	alfred	अल्फ्रेड	alfred	PROPN;NOM;MASC;SG;3	N;MASC;SG
दाखिल	dépôt	दाखिल	dépôt	ADJ	N;MASC;SG
परित्याग	répudier	परित्याग	répudier	N;NOM;MASC;SG;3	V;NFIN
वेल्श	galloise	वेल्श	gallois	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
वेल्श	gallois	वेल्श	gallois	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
वेल्श	welsh	वेल्श	welsh	PROPN;NOM;MASC;SG;3	N;MASC;SG
वेल्श	braille	वेल्श	braille	PROPN;NOM;MASC;SG;3	N;MASC;SG
कराटे	karaté	कराटा	karaté		N;MASC;SG
लिबरल	libéral	लिबरल	libéral	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
लिबरल	libérale	लिबरल	libéral	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
लिबरल	libéraux	लिबरल	libéral	PROPN;NOM;MASC;SG;3	N;MASC;PL
लिबरल	libérales	लिबरल	libéral	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
वाल	franchisé	वाल	franchiser		V;MASC;SG;PST;V.PTCP
खंडहर	déblais	खंडहर	déblais	N;NOM;MASC;SG;3	N;MASC;PL
खंडहर	débris	खंडहर	débris	N;NOM;MASC;SG;3	N;MASC;PL
खंडहर	ruines	खंडहर	ruine	N;NOM;MASC;SG;3	N;FEM;PL
कर्क	cancer	कर्क	cancer	PROPN;NOM;MASC;SG;3	N;MASC;SG
लामा	lama	लामा	lama	PROPN;NOM;MASC;SG;3	N;MASC;SG
लेज़र	lasers	लेज़र	laser	N;NOM;MASC;SG;3	N;MASC;PL
बाइबल	biblique	बाइबल	biblique		ADJ;MASC;SG
बाइबल	bible	बाइबल	bible		N;FEM;SG
क्रमांक	nombre	क्रमांक	nombre	PROPN;NOM;MASC;SG;3	N;MASC;SG
क्रमांक	numéro	क्रमांक	numéro	PROPN;NOM;MASC;SG;3	N;MASC;SG
धक्का	poussez	धक्का	pousser	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
धक्का	pousser	धक्का	pousser	N;NOM;MASC;SG;3	V;NFIN
धक्का	pousse	धक्का	pousser	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
आविष्कारक	inventeurs	आविष्कारक	inventeur	N;NOM;MASC;SG;3	N;MASC;PL
गोपनीय	chiffrée	गोपनीय	chiffrer	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
गोपनीय	crypté	गोपनीय	crypté	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
गोपनीय	cryptée	गोपनीय	crypter	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
गोपनीय	chiffré	गोपनीय	chiffré	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
गोपनीय	secrets	गोपनीय	secret	N;NOM;MASC;SG;3	ADJ;MASC;PL
गोपनीय	secret	गोपनीय	secret	N;NOM;MASC;SG;3	ADJ;MASC;SG
गोपनीय	secrète	गोपनीय	secret	N;NOM;MASC;SG;3	ADJ;FEM;SG
गोपनीय	confidentielle	गोपनीय	confidentiel	N;NOM;MASC;SG;3	ADJ;FEM;SG
गोपनीय	confidentiel	गोपनीय	confidentiel	N;NOM;MASC;SG;3	ADJ;MASC;SG
गोपनीय	confidentiels	गोपनीय	confidentiel	N;NOM;MASC;SG;3	ADJ;MASC;PL
गोपनीय	confidentielles	गोपनीय	confidentiel	N;NOM;MASC;SG;3	ADJ;FEM;PL
प्रेत	zombie	प्रेत	zombie	PROPN;NOM;MASC;SG;3	N;MASC;SG
प्रेत	zombies	प्रेत	zombies	PROPN;NOM;MASC;SG;3	N;MASC;PL
स्थलीय	terrestre	स्थलीय	terrestre	N;NOM;MASC;SG;3	ADJ;MASC;SG
स्थलीय	terrestres	स्थलीय	terrestre	N;NOM;MASC;SG;3	ADJ;MASC;PL
सप्ताहांत	weekends	सप्ताहांत	weekend	N;NOM;MASC;SG;3	N;MASC;PL
कब्रिस्तान	cimetières	कब्रिस्तान	cimetière	N;NOM;MASC;SG;3	N;MASC;PL
बुल्गारिया	bulgarie	बुल्गारिया	bulgarie	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
पासपोर्ट	passeports	पासपोर्ट	passeport	N;NOM;MASC;SG;3	N;MASC;PL
प्रज्ञा	renseignement	प्रज्ञा	renseignement	PROPN;NOM;FEM;SG;3	N;MASC;SG
प्रज्ञा	intelligence	प्रज्ञा	intelligence	PROPN;NOM;FEM;SG;3	N;FEM;SG
बेशक	effectivement	बेशक	effectivement	CONJ	ADV
बेशक	sûrement	बेशक	sûrement	CONJ	ADV
बेशक	surement	बेशक	surement	CONJ	ADV
आइसलैंड	islande	आइसलैंड	islande	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
लोप	lop	लोप	lop	N;NOM;MASC;SG;3	
प्रमाणीकरण	authentifier	प्रमाणीकरण	authentifier	N;NOM;MASC;SG;3	V;NFIN
टोयोटा	toyota	टोयोटा	toyota	PROPN;NOM;FEM;SG;3	N;FEM;SG
ब्लाक	bloquer	ब्लाक	bloquer	N;NOM;MASC;SG;3	V;NFIN
ब्लाक	block	ब्लाक	block	N;NOM;MASC;SG;3	PROPN
सत्यापन	vérifie	सत्यापन	vérifier	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
सत्यापन	vérifier	सत्यापन	vérifier	N;NOM;MASC;SG;3	V;NFIN
सत्यापन	vérifiez	सत्यापन	vérifier	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
सत्यापन	authentifier	सत्यापन	authentifier	N;NOM;MASC;SG;3	V;NFIN
सत्यापन	vérifications	सत्यापन	vérification	N;NOM;MASC;SG;3	N;FEM;PL
रेशों	soie	रेश	soie	N;ACC;MASC;PL;3	N;FEM;SG
प्रत्यावर्ती	alternant	प्रत्यावर्ती	alterner	N;NOM;SG;3	V;PRS;V.PTCP
प्रत्यावर्ती	alternée	प्रत्यावर्ती	alterner	N;NOM;SG;3	V;FEM;SG;PST;V.PTCP
प्रत्यावर्ती	alterner	प्रत्यावर्ती	alterner	N;NOM;SG;3	V;NFIN
लॉन्च	lancements	लॉन्च	lancement	N;NOM;MASC;SG;3	N;MASC;PL
लॉन्च	lancements	लॉन्च	lancement	N;NOM;MASC;SG;3	N;MASC;PL
लॉन्च	lancer	लॉन्च	lancer	N;NOM;MASC;SG;3	V;NFIN
लॉन्च	lancez	लॉन्च	lancer	N;NOM;MASC;SG;3	V;IMP;PL;2;PRS;FIN
बीट	beat	बीट	beat		PROPN
बीट	battez	बीट	battre		V;IMP;PL;2;PRS;FIN
बीट	battu	बीट	battre		V;MASC;SG;PST;V.PTCP
बीट	battre	बीट	battre		V;NFIN
बीट	battement	बीट	battement		N;MASC;SG
लटका	hung	लटका	hung	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
लटका	pendus	लटका	pendre	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
कैटरीना	katrina	कैटरीना	katrina	PROPN;NOM;FEM;SG;3	PROPN
काठमांडू	katmandou	काठमांडू	katmandou	PROPN;NOM;MASC;SG;3	PROPN
अरोड़ा	arora	अरोड़ा	arora	PROPN;NOM;SG;3	PROPN
सीखना	apprentissage	सीखना	apprentissage	V;MASC;NFIN;ACT	N;MASC;SG
वेश	habillé	वेश	habiller	N;NOM;MASC;SG;3	V;MASC;SG;PST;V.PTCP
वेश	habillée	वेश	habillé	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
वेश	habillées	वेश	habillé	N;NOM;MASC;SG;3	V;FEM;PL;PST;V.PTCP
वेश	vêtue	वेश	vêtir	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
वेश	habillés	वेश	habillé	N;NOM;MASC;SG;3	V;MASC;PL;PST;V.PTCP
पक्का	sure	पक्का	sur	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
पक्का	sûre	पक्का	sûr	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
पक्का	sûr	पक्का	sûr	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG
हैदर	haider	हैदर	haider	PROPN;NOM;MASC;SG;3	N;MASC;SG
सुगमता	accessibilité	सुगमता	accessibilité		N;FEM;SG
स्ट्रॉस	strauss	स्ट्रॉस	strauss	N;NOM;MASC;SG;3	PROPN
गार्सिया	garcia	गार्सिया	garcia	PROPN;NOM;MASC;SG;3	PROPN
निद्रा	dormir	निद्रा	dormir	N;NOM;FEM;SG;3	V;NFIN
निद्रा	dors	निद्रा	dors	N;NOM;FEM;SG;3	INTJ
बहाने	excuses	बहाना	excuse	N;NOM;MASC;SG;3	N;FEM;PL
एक्सप्लोरर	explorateurs	एक्सप्लोरर	explorateur	N;NOM;MASC;SG;3	N;MASC;PL
एक्सप्लोरर	explorer	एक्सप्लोरर	explorer	N;NOM;MASC;SG;3	V;NFIN
छल	harcèlement	छल	harcèlement		N;MASC;SG
आलम	alam	आलम	alam	PROPN;NOM;MASC;SG;3	PROPN
बिज़नेस	affaires	बिज़नेस	affaire	N;NOM;MASC;SG;3	N;FEM;PL
बिज़नेस	entreprise	बिज़नेस	entreprendre	N;NOM;MASC;SG;3	V;FEM;SG;PST;V.PTCP
बिज़नेस	entreprises	बिज़नेस	entreprise	N;NOM;MASC;SG;3	N;FEM;PL
प्रतिबद्ध	engagée	प्रतिबद्ध	engager	ADJ	V;FEM;SG;PST;V.PTCP
प्रतिबद्ध	engagés	प्रतिबद्ध	engager	ADJ	V;MASC;PL;PST;V.PTCP
प्रतिबद्ध	commis	प्रतिबद्ध	commettre	ADJ	V;MASC;SG;PST;V.PTCP
प्रतिबद्ध	engagé	प्रतिबद्ध	engager	ADJ	V;MASC;SG;PST;V.PTCP
बाला	bala	बाला	bala	PROPN;NOM;MASC;SG;3	PROPN
कार्लोस	carlos	कार्लोस	carlos	PROPN;NOM;MASC;SG;3	PROPN
हुमायूँ	humayun	हुमायूँ	humayun	PROPN;NOM;MASC;SG;3	PROPN
अनीता	alice	अनीता	alice	PROPN;NOM;FEM;SG;3	N;FEM;SG
अनीता	anita	अनीता	anita	PROPN;NOM;FEM;SG;3	PROPN
अनोखा	uniques	अनोखा	unique	ADJ;NOM;MASC;SG	ADJ;MASC;PL
करीना	karina	करी	karina	PROPN;NOM;FEM;SG;3	PROPN
कपाल	crânes	कपाल	crâne	N;NOM;MASC;SG;3	N;MASC;PL
श्रोता	auditeurs	श्रोता	auditeur	N;NOM;MASC;SG;3	N;MASC;PL
श्रोता	auditoires	श्रोता	auditoire	N;NOM;MASC;SG;3	N;MASC;PL
दीपिका	deepika	दीपिका	deepika	PROPN;NOM;FEM;SG;3	PROPN
कॉमन	commune	कॉमन	commune		N;FEM;SG
कॉमन	fréquent	कॉमन	fréquent		ADJ;MASC;SG
कॉमन	fréquents	कॉमन	fréquent		ADJ;MASC;PL
कॉमन	commun	कॉमन	commun		ADJ;MASC;SG
लेम्बोर्गिनी	lamborghini	लेम्बोर्गिनी	lamborghini	PROPN;NOM;FEM;SG;3	N;FEM;SG
