категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
свободни	fritt	свободен	fri	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
синовете	sons	син	sons	N;DEF;MASC;PL	N;INDF;SG
синовете	sønner	син	sønne	N;DEF;MASC;PL	N;INDF;MASC;SG
кон	hesten	кон	hest	N;INDF;MASC;SG	N;DEF;MASC;SG
периоди	perioder	период	periode	N;INDF;MASC;PL	N;INDF;MASC;SG
рей	ray	рей	ray	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
яйца	eggs	яйце	eggs	N;INDF;NEUT;PL	N;INDF;SG
яйца	egg	яйце	egg	N;INDF;NEUT;PL	N;INDF;NEUT;SG
яйца	egg	яйце	egg	N;INDF;NEUT;PL	N;INDF;NEUT;SG
пристанището	port	пристанище	port	N;DEF;NEUT;SG	N;INDF;FEM;SG
пристанището	havn	пристанище	havn	N;DEF;NEUT;SG	N;INDF;MASC;SG
вътре	innenfor	вътре	innenfor	ADV	
вътре	innafor	вътре	innafor	ADV	ADP
вътре	inside	вътре	inside	ADV	N
вътре	innsiden	вътре	innside	ADV	N;DEF;MASC;SG
вътре	innvendig	вътре	innvendig	ADV	ADJ;INDF;NEUT;SG
вътре	inne	вътре	inne	ADV	ADP
молба	applikasjonen	молба	applikasjon	N;INDF;FEM;SG	N;DEF;MASC;SG
молба	forespørselen	молба	forespørsel	N;INDF;FEM;SG	N;DEF;MASC;SG
постоянен	permanente	постоянен	permanent	ADJ;INDF;MASC;SG	ADJ;PL
постоянен	constant	постоянен	constant	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
щаба	hovedkvarter	щаб	hovedkvart	N;DEF;MASC;SG	N;INDF;NEUT;SG
спор	argumentet	спор	argument	N;INDF;MASC;SG	N;DEF;NEUT;SG
спор	argument	спор	argument	N;INDF;MASC;SG	N;INDF;NEUT;PL
спор	tvisten	спор	tvist	N;INDF;MASC;SG	N;DEF;MASC;SG
форд	ford	форд	ford	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
юрий	yuri	юрий	yuri	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
юрий	jurij	юрий	jurij	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
сиера	sierra	сиера	sierre	N;INDF;FEM;SG	N;DEF;NEUT;SG
бен	ben	бен	ben	PROPN;INDF;MASC;SG	PROPN
жертва	offer	жертва	offer	N;INDF;FEM;SG	N;INDF;NEUT;PL
изисквания	krav	изискване	krav	N;INDF;NEUT;PL	N;INDF;NEUT;SG
изисквания	kravene	изискване	krav	N;INDF;NEUT;PL	N;DEF;FEM;PL
ирина	irina	ирина	irine	PROPN;INDF;FEM;SG	PROPN
дъното	nederst	дъно	nederst	N;DEF;NEUT;SG	N;INDF;MASC;SG
дъното	bottom	дъно	bottom	N;DEF;NEUT;SG	N;INDF;MASC;SG
дъното	bunn	дъно	bunne	N;DEF;NEUT;SG	N;INDF;MASC;SG
цифри	sifre	цифра	sifre	N;INDF;FEM;PL	N;INDF;MASC;SG
цифри	tall	цифра	tall	N;INDF;FEM;PL	N;INDF;NEUT;SG
цифри	numre	цифра	numr	N;INDF;FEM;PL	N;INDF;NEUT;SG
спортове	sport	спорт	sport	N;INDF;MASC;PL	N;INDF;MASC;SG
спортове	idrett	спорт	idrett	N;INDF;MASC;PL	N;INDF;MASC;SG
кралски	kongelige	кралски	kongelig	ADJ;INDF;MASC;SG	ADJ;PL
кралски	kongelig	кралски	kongelig	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
кралски	royal	кралски	royal	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
присъствие	tilstedeværelse	присъствие	tilstedeværelse	N;INDF;NEUT;SG	ADJ;PL
музикално	musical	музикален	musical	ADV	N
музикално	musikal	музикален	musikal	ADV	N;INDF;MASC;SG
музикално	musikalsk	музикален	musikalsk	ADV	ADJ;INDF;NEUT;SG
музикално	musikalsk	музикален	musikalsk	ADV	ADJ;INDF;NEUT;SG
изучаване	studerer	изучаване	studere	N;INDF;NEUT;SG	V;IND;PRS;FIN
изучаване	studere	изучаване	studere	N;INDF;NEUT;SG	V;NFIN
писма	brev	писмо	brev	N;INDF;NEUT;PL	N;INDF;NEUT;SG
сестри	søstre	сестра	søstre	N;INDF;FEM;PL	ADJ;PL
сестри	sykepleiere	сестра	sykepleiere	N;INDF;FEM;PL	N;INDF;MASC;SG
разликата	forskjell	разлика	forskjell	N;DEF;FEM;SG	N;INDF;MASC;SG
независими	independent	независим	independent	ADJ;INDF;PL	N;INDF;MASC;SG
независими	uavhengig	независим	uavhengig	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
независими	selvstendig	независим	selvstendig	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
договори	kontrakter	договор	kontrakt	N;INDF;MASC;PL	N;INDF;NEUT;SG
личността	personlighet	личност	personlighet	N;DEF;FEM;SG	N;INDF;FEM;SG
комнин	komnenos	комнин	komnenos	N;INDF;MASC;SG	ADJ;INDF;SG;V.PTCP
образ	bildet	образ	bilde	N;INDF;MASC;SG	N;DEF;NEUT;SG
небето	himmel	небе	himmel	N;DEF;NEUT;SG	N;INDF;MASC;SG
небето	himmel	небе	himmel	N;DEF;NEUT;SG	N;INDF;MASC;SG
небето	sky	небе	sky	N;DEF;NEUT;SG	N;INDF;FEM;SG
огромни	enorm	огромен	enorm	ADJ;INDF;PL	ADJ;INDF;SG
огромни	stor	огромен	stor	ADJ;INDF;PL	ADJ;INDF;SG
огромни	digert	огромен	diger	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
огромни	svær	огромен	svær	ADJ;INDF;PL	N;INDF;MASC;SG
огромни	kjempestort	огромен	kjempestort	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
огромни	enormt	огромен	enorm	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
огромни	enorm	огромен	enorm	ADJ;INDF;PL	ADJ;INDF;SG
ирландски	irske	ирландски	irsk	PROPN;INDF;MASC;SG	ADJ;PL
ирландски	irish	ирландски	irish	PROPN;INDF;MASC;SG	N
ирландски	ire	ирландски	ire	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
ирландски	irsk	ирландски	irsk	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
характеристика	karakteristisk	характеристика	karakteristisk	N;INDF;FEM;SG	ADJ;INDF;NEUT;SG
характеристика	funksjonen	характеристика	funksjon	N;INDF;FEM;SG	N;DEF;MASC;SG
звука	lyd	звук	lyd	N;DEF;MASC;SG	N;INDF;MASC;SG
звука	sound	звук	sound	N;DEF;MASC;SG	N;INDF;NEUT;SG
емигрира	utvandret	емигрирам	utvandr	V;PFV;IND;SG;3;PST;FIN;ACT	N;DEF;NEUT;SG
магдалена	magdalene	магдален	magdale	PROPN;INDF;FEM;SG	N;DEF;FEM;PL
магдалена	magdalena	магдален	magdalen	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
магдалена	magdalena	магдален	magdalen	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
допълнителна	ytterligere	допълнителен	ytterligere	ADJ;INDF;FEM;SG	N;INDF;FEM;SG
млада	young	млад	young	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
млада	unge	млад	ung	ADJ;INDF;FEM;SG	ADJ;PL
токио	tokyo	токио	tokyo	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
завършил	uteksaminert	завърша	uteksaminere	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
рила	rila	рила	rila	N;INDF;FEM;SG	N;DEF;NEUT;SG
пиеси	spiller	пиеса	spille	N;INDF;FEM;PL	V;IND;PRS;FIN
пиеси	skuespill	пиеса	skuespill	N;INDF;FEM;PL	N;INDF;NEUT;SG
свищов	svisjtov	свищов	svisjtov	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
нейни	hennes	мой	hennes	DET;INDF;PL;3	N;INDF;MASC;SG
нидерландски	nederland	нидерландски	nederland	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
нидерландски	nederlandsk	нидерландски	nederlandsk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
нидерландски	nederlendere	нидерландски	nederlendere	ADJ;INDF;MASC;SG	V;NFIN
бъдещето	fremtidig	бъдеще	fremtidig	N;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
бъдещето	future	бъдеще	future	N;DEF;NEUT;SG	N;INDF;MASC;SG
бъдещето	fremtid	бъдеще	fremtid	N;DEF;NEUT;SG	N;INDF;FEM;SG
бъдещето	framtid	бъдеще	framtid	N;DEF;NEUT;SG	N;INDF;FEM;SG
възстановява	gjenoppretter	възстановявам-(се)	gjenopprette	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
стената	vegg	стена	vegg	N;DEF;FEM;SG	N;INDF;MASC;SG
стената	mur	стена	mur	N;DEF;FEM;SG	N;INDF;MASC;SG
домакин	vert	домакин	verte	N;INDF;MASC;SG	V;IND;PRS;FIN
масата	bord	маса	bord	N;DEF;FEM;SG	N;INDF;NEUT;SG
масата	tabell	маса	tabell	N;DEF;FEM;SG	N;INDF;NEUT;SG
джърси	jersey	джърся	jersey	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
производители	produsenter	производител	produsenter	N;INDF;MASC;PL	N;INDF;NEUT;SG
производители	produsenter	производител	produsenter	N;INDF;MASC;PL	N;INDF;NEUT;SG
производители	produsentene	производител	produsente	N;INDF;MASC;PL	N;DEF;FEM;PL
тясно	smale	тясно	smale	ADV	ADJ;PL
тясно	smal	тясно	smal	ADV	ADJ;INDF;SG
четвърта	fjerde	четвърти	fjerde	ADJ;INDF;FEM;SG	ADJ;DEF;SG
франческо	francesco	франчески	francesco	ADV	N
боб	bob	боб	bob	N;INDF;MASC;SG	PROPN
сатурн	saturn	сатурн	saturn	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
моя	mitt	мой	min	DET;INDF;FEM;SG;1	PRO;NEUT;SG
моя	gruve	мой	gruve	DET;INDF;FEM;SG;1	N;INDF;FEM;SG
моя	mine	мой	min	DET;INDF;FEM;SG;1	PRO;PL
моя	min	мой	min	DET;INDF;FEM;SG;1	PRO;MASC;SG
моя	moya	мой	moy	DET;INDF;FEM;SG;1	N;INDF;MASC;SG
артилерия	artilleriet	артилерия	artillerium	N;INDF;FEM;SG	N;DEF;NEUT;SG
полето	field	поле	field	N;DEF;NEUT;SG	N;INDF;NEUT;SG
полето	felt	поле	felt	N;DEF;NEUT;SG	N;INDF;NEUT;SG
полето	jorde	поле	jorde	N;DEF;NEUT;SG	N;INDF;NEUT;SG
планета	planet	планета	plan	N;INDF;FEM;SG	N;DEF;NEUT;SG
понятие	konseptet	понятие	konsept	N;INDF;NEUT;SG	N;DEF;NEUT;SG
сложни	kompleks	сложен	kompleks	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
сложни	komplisert	сложен	komplisere	ADJ;INDF;PL	ADJ;INDF;NEUT;SG;V.PTCP
сложни	innviklet	сложен	innvikle	ADJ;INDF;PL	N;DEF;NEUT;SG
разширява	utvides	разширявам-(се)	utvides	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
познати	velkjent	познат	velkjent	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
познати	kjenner	познат	kjenne	ADJ;INDF;PL	V;IND;PRS;FIN
познати	kjent	познат	kjent	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
познати	bekjentskaper	познат	bekjentskape	ADJ;INDF;PL	N;INDF;MASC;PL
познати	kjenning	познат	kjenning	ADJ;INDF;PL	N;INDF;MASC;SG
познати	bekjentskap	познат	bekjentskap	ADJ;INDF;PL	N;INDF;MASC;SG
познати	bekjent	познат	bekjent	ADJ;INDF;PL	ADJ;INDF;NEUT;SG;V.PTCP
умения	skills	умение	skills	N;INDF;NEUT;PL	N;INDF;MASC;SG
умения	ferdighetene	умение	ferdighet	N;INDF;NEUT;PL	N;DEF;FEM;PL
умения	ferdighet	умение	ferdighet	N;INDF;NEUT;PL	N;INDF;FEM;SG
реформи	reform	реформа	reform	N;INDF;FEM;PL	N;INDF;MASC;SG
феновете	fans	фен	fan	N;DEF;MASC;PL	N;INDF;NEUT;SG
феновете	tilhengere	фен	tilhengere	N;DEF;MASC;PL	N;INDF;NEUT;SG
компютър	datamaskinen	компютър	datamaskin	N;INDF;MASC;SG	N;DEF;MASC;SG
лева	leva	лев	leve	N;DEF;MASC;SG	V;IMP;NFIN
сърце	hjertet	сърце	hjerte	N;INDF;NEUT;SG	N;DEF;NEUT;SG
дивизии	divisjoner	дивизия	divisjon	N;INDF;FEM;PL	N;INDF;MASC;SG
чуждестранни	utenlandsk	чуждестранен	utenlandsk	ADJ;INDF;PL	ADJ;INDF;SG
частен	menig	частен	menig	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
частен	enerom	частен	enerom	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
частен	private	частен	privat	ADJ;INDF;MASC;SG	ADJ;PL
купи	buy	купя	buy	V;PFV;IMP;SG;3;PST;FIN;ACT	N
купи	kjøp	купя	kjøp	V;PFV;IMP;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
назад	attende	назад	attende	ADV	ADP
назад	back	назад	back	ADV	N
назад	tilbake	назад	tilbake	ADV	ADP
назад	rygg	назад	rygg	ADV	ADJ;INDF;SG
роберт	robert	роберт	robert	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
тирол	tirol	тирол	tirol	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
завърши	avslutt	завърша	avslutt	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
завърши	finish	завърша	finish	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
завърши	avslutte	завърша	avslutte	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;NEUT;SG
завърши	uteksaminert	завърша	uteksaminere	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
завърши	fullfører	завърша	fullføre	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PRS;FIN
завърши	avslutter	завърша	avslutte	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PRS;FIN
реклама	kommersielt	реклама	kommersiel	N;INDF;FEM;SG	ADJ;INDF;NEUT;SG
реклама	kommersiell	реклама	kommersiell	N;INDF;FEM;SG	ADJ;INDF;SG
мехмед	mehmet	мехмед	mehme	N;INDF;MASC;SG	N;DEF;NEUT;SG
мехмед	mehmet	мехмед	mehme	N;INDF;MASC;SG	N;DEF;NEUT;SG
кули	tårn	кула	tårn	N;INDF;FEM;PL	N;INDF;NEUT;SG
кули	tårnene	кула	tårne	N;INDF;FEM;PL	N;DEF;FEM;PL
кули	cooley	кула	cooley	N;INDF;FEM;PL	N;INDF;MASC;SG
синове	sons	син	sons	N;INDF;MASC;PL	N;INDF;SG
синове	sønner	син	sønne	N;INDF;MASC;PL	N;INDF;MASC;SG
дрехи	klær	дреха	klær	N;INDF;FEM;PL	N;INDF;NEUT;SG
дрехи	klær	дреха	klær	N;INDF;FEM;PL	N;INDF;NEUT;SG
дрехи	tøy	дреха	tøy	N;INDF;FEM;PL	N;INDF;NEUT;SG
сайтове	nettsteder	сайт	nettstede	N;INDF;MASC;PL	N;INDF;MASC;SG
сайтове	nettsteder	сайт	nettstede	N;INDF;MASC;PL	N;INDF;MASC;SG
сайтове	nettstedene	сайт	nettstede	N;INDF;MASC;PL	N;DEF;MASC;PL
събрани	samlet	събера-(се)	saml	V;PFV;INDF;PL;V.PTCP;PASS	N;DEF;NEUT;SG
кулата	tårn	кула	tårn	N;DEF;FEM;SG	N;INDF;NEUT;SG
кулата	tower	кула	towe	N;DEF;FEM;SG	N;INDF;NEUT;SG
дълбока	dype	дълбок	dype	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
дълбока	dyp	дълбок	dyp	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
дълбока	dypt	дълбок	dyp	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
дълбока	deep	дълбок	deep	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
кралят	konge	крал	konge	N;DEF;MASC;SG	N;INDF;MASC;SG
кралят	dobbelseng	крал	dobbelseng	N;DEF;MASC;SG	N;INDF;NEUT;SG
наименования	navn	наименование	navn	N;INDF;NEUT;PL	N;INDF;NEUT;SG
адмирал	admiralen	адмирам	admirale	N;INDF;MASC;SG	N;DEF;MASC;SG
прости	enkelt	прост	enkel	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
прости	enkel	прост	enkel	ADJ;INDF;PL	ADJ;INDF;SG
прости	tilgir	прост	tilgi	ADJ;INDF;PL	N;INDF;MASC;SG
прости	tilgi	прост	tilgi	ADJ;INDF;PL	N;INDF;MASC;SG
интересни	interresant	интересен	interresant	ADJ;INDF;PL	N;INDF;MASC;SG
интересни	interessant	интересен	interessant	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
лична	personlige	личен	personlig	ADJ;INDF;FEM;SG	ADJ;PL
джонсън	johnson	джонсън	johnson	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
велес	veles	велес	veles	PROPN;INDF;MASC;SG	N;INDF;SG
йемен	jemen	йемен	jemen	PROPN;INDF;MASC;SG	PROPN
йемен	jemenittiske	йемен	jemenittisk	PROPN;INDF;MASC;SG	ADJ;PL
владение	domene	владение	dom	N;INDF;NEUT;SG	N;DEF;FEM;PL
владение	domenet	владение	domen	N;INDF;NEUT;SG	N;DEF;NEUT;SG
равнище	nivået	равнище	nivå	N;INDF;NEUT;SG	N;DEF;NEUT;SG
кот	kot	кот	kot	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
териториите	territorier	територия	territorie	N;DEF;FEM;PL	N;INDF;FEM;PL
подобряване	forbedrer	подобряване	forbedre	N;INDF;NEUT;SG	N;INDF;MASC;PL
подобряване	forbedre	подобряване	forbedre	N;INDF;NEUT;SG	V;IMP;NFIN
подобряване	forbedre	подобряване	forbedre	N;INDF;NEUT;SG	V;IMP;NFIN
диего	diego	диего	diego	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
снимката	foto	снимка	foto	N;DEF;FEM;SG	N;INDF;NEUT;SG
снимката	bilete	снимка	bilete	N;DEF;FEM;SG	N;INDF;NEUT;SG
снимката	bilde	снимка	bilde	N;DEF;FEM;SG	N;INDF;NEUT;SG
политическо	politisk	политически	politisk	ADV	ADJ;INDF;NEUT;SG
войниците	soldater	войник	soldat	N;DEF;MASC;PL	N;INDF;MASC;SG
общности	samfunn	общност	samfunn	N;INDF;FEM;PL	N;INDF;NEUT;SG
задачата	oppgave	задача	oppgave	N;DEF;FEM;SG	N;INDF;FEM;SG
хълм	hill	хълм	hill	N;INDF;MASC;SG	PROPN
естествен	naturlige	естествен	naturlig	ADJ;INDF;MASC;SG	ADJ;PL
естествен	naturtalent	естествен	naturtalent	ADJ;INDF;MASC;SG	N;INDF;NEUT;SG
европейско	europeiske	европейски	europeisk	ADV	ADJ;PL
европейско	europeisk	европейски	europeisk	ADV	ADJ;INDF;SG
европейско	european	европейски	european	ADV	N;INDF;MASC;SG
катастрофа	katastrofen	катастрофа	katastrofe	N;INDF;FEM;SG	N;DEF;MASC;SG
гражданите	borgere	гражданин	borgere	N;DEF;MASC;PL	N;INDF;FEM;SG
гражданите	innbyggere	гражданин	innbyggere	N;DEF;MASC;PL	N;INDF;NEUT;SG
гражданите	statsborgere	гражданин	statsborgere	N;DEF;MASC;PL	N;INDF;FEM;SG
регистрирани	registrerte	регистрирам	registrere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;PL;V.PTCP
регистрирани	registrert	регистрирам	registrere	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
континента	kontinent	континент	kontinent	N;DEF;MASC;SG	N;INDF;NEUT;SG
врати	dørene	врата	dør	N;INDF;FEM;PL	N;DEF;FEM;PL
философията	filosofi	философия	filosofi	N;DEF;FEM;SG	N;INDF;MASC;SG
натиск	belastninger	натиск	belastning	N;INDF;MASC;SG	N;INDF;FEM;PL
боян	bojan	боян	bojan	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
двойка	paret	двойка	par	N;INDF;FEM;SG	N;DEF;NEUT;SG
димитрова	dimitrova	димитров	dimitrov	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
хит	slo	хит	slå	N;INDF;MASC;SG	V;IND;PST;FIN
избяга	unnsluppet	избягам	unnslupp	V;PFV;IND;SG;3;PST;FIN;ACT	N;DEF;NEUT;SG
избяга	unnslapp	избягам	unnslapp	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
избяга	flyktet	избягам	flykt	V;PFV;IND;SG;3;PST;FIN;ACT	N;DEF;NEUT;SG
избяга	rømte	избягам	rømme	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PL;V.PTCP
избяга	rømt	избягам	rømme	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
действителност	virkeligheten	действителност	virkelighet	N;INDF;FEM;SG	N;DEF;MASC;SG
действителност	realiteten	действителност	realitet	N;INDF;FEM;SG	N;DEF;MASC;SG
файлове	arkiv	файл	arkiv	N;INDF;MASC;PL	N;INDF;NEUT;SG
файлове	filene	файл	file	N;INDF;MASC;PL	N;DEF;FEM;PL
снимките	bilete	снимка	bilete	N;DEF;FEM;PL	N;INDF;NEUT;SG
снимките	bilder	снимка	bilder	N;DEF;FEM;PL	N;INDF;FEM;PL
снимките	fotografier	снимка	fotografi	N;DEF;FEM;PL	N;INDF;FEM;PL
пещерата	hule	пещера	hule	N;DEF;FEM;SG	N;INDF;MASC;SG
пещерата	grotte	пещера	grott	N;DEF;FEM;SG	N;INDF;FEM;SG
убийство	myrde	убийство	myrde	N;INDF;NEUT;SG	ADJ;PL
буквално	bokstavelig	буквално	bokstavelig	ADV	N;INDF;MASC;SG
буквално	bokstavelig	буквално	bokstavelig	ADV	N;INDF;MASC;SG
карло	carlo	карло	carlo	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
фернандо	fernando	фернандо	fernando	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
харесва	likes	харесвам-(се)	like	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
джими	jimmy	джим	jimmy	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
джей	jay	джей	jay	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
знамето	flagg	знаме	flagg	N;DEF;NEUT;SG	N;INDF;NEUT;SG
квартали	nabolag	квартал	nabolag	N;INDF;MASC;PL	N;INDF;NEUT;SG
квартали	nabolag	квартал	nabolag	N;INDF;MASC;PL	N;INDF;NEUT;SG
еврейски	jødiske	еврейски	jødisk	ADJ;INDF;MASC;SG	ADJ;PL
еврейски	hebraisk	еврейски	hebraisk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
средни	medium	среден	medium	ADJ;INDF;PL	N;INDF;NEUT;SG
средни	middels	среден	middels	ADJ;INDF;PL	N;INDF;MASC;SG
младежи	ungdommen	младеж	ungdom	N;INDF;MASC;PL	N;DEF;MASC;SG
младежи	ungdom	младеж	ungdom	N;INDF;MASC;PL	N;INDF;MASC;SG
младежи	juniorene	младеж	junior	N;INDF;MASC;PL	N;DEF;FEM;PL
знаци	tegn	знак	tegn	N;INDF;MASC;PL	N;INDF;NEUT;SG
знаци	jærtegn	знак	jærtegn	N;INDF;MASC;PL	N;INDF;FEM;SG
въглища	kull	въглища	kull	N;INDF;PL	N;INDF;NEUT;SG
германците	tyskere	германец	tyskere	N;DEF;MASC;PL	N;INDF;FEM;SG
непал	nepal	непал	nepal	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
индийски	indianer	индийски	indianer	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
индийски	inder	индийски	inder	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
индийски	indisk	индийски	indisk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
сидни	sydney	сиден	sydney	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
веселин	veselin	веселин	veselin	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
лекари	legene	лекар	lege	N;INDF;MASC;PL	N;DEF;FEM;PL
сладководни	ferskvann	сладководен	ferskvann	ADJ;INDF;PL	N;INDF;MASC;SG
мина	mina	мина-(се)	mine	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
форт	fort	форт	fort	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
коса	håret	коса	hår	N;INDF;FEM;SG	N;DEF;NEUT;SG
стая	rommet	стая	rom	N;INDF;FEM;SG	N;DEF;NEUT;SG
изпратени	sendt	изпратя	sende	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
