die	на	die	на	DET;DEF	ADP
geheue	временни	heue	временен	N;SG	ADJ;INDF;PL
geheue	временен	heue	временя-(се)	N;SG	ADJ;INDF;MASC;SG
geheue	временно	heue	временно	N;SG	ADV
geheue	спомени	heue	споменя	N;SG	N;INDF;MASC;PL
nick	ник	nick	ник		PROPN;INDF;MASC;SG
organiseer	организиране	organiseer	организиране	V;PRS	N;INDF;NEUT;SG
organiseer	организиране	organiseer	организиране	V;PRS	N;INDF;NEUT;SG
gesprek	разговори	gesprek	разговор	N;SG	N;INDF;MASC;PL
kremlin	кремъл	kremlin	кремъл		N;INDF;MASC;SG
uniek	уникален	uniek	уникален	ADV	ADJ;INDF;MASC;SG
uniek	уникални	uniek	уникален	ADV	ADJ;INDF;PL
uniek	уникална	uniek	уникален	ADV	ADJ;INDF;FEM;SG
arabiere	арабите	arabier	араба		N;DEF;FEM;PL
arabiere	араби	arabier	араби		N;INDF;FEM;PL
amerikaans	американска	amerikaans	американски		ADJ;INDF;FEM;SG
amerikaans	американско	amerikaans	американски		ADV
amerikaans	американски	amerikaans	американски		ADJ;INDF;MASC;SG
amerikaans	американец	amerikaans	американец		N;INDF;MASC;SG
prince	княз	princ	княз		N;INDF;MASC;SG
prince	принц	princ	принц		N;INDF;MASC;SG
prince	принс	princ	принс		PROPN;INDF;MASC;SG
prince	принцът	princ	принц		N;DEF;MASC;SG
mauritius	мавриций	mauritius	мавриций	PROPN;SG	N;INDF;FEM;PL
mauritius	зрялост	mauritius	зрялост	PROPN;SG	N;INDF;FEM;SG
mauritius	падеж	mauritius	падеж	PROPN;SG	N;INDF;MASC;SG
valley	долината	valley	долина		N;DEF;FEM;SG
valley	долина	valley	долина		N;INDF;FEM;SG
valley	вали	valley	вали		V;IPFV;IMP;SG;3;PRS;FIN
sitting	седнала	sitting	седна	N;SG	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
sitting	седнал	sitting	седна	N;SG	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
sitting	седящ	sitting	седя	N;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
sitting	седи	sitting	седя	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
regerende	постановление	regeer	постановление	ADJ;NOM	N;INDF;NEUT;SG
catharina	катрин	catharina	катрин		PROPN;INDF;FEM;SG
catharina	катерина	catharina	катерина		N;INDF;FEM;SG
animalia	animalia	animalia	animalia		NUM;INDF;PL
nowgorod	новгород	nowgorod	новгород		PROPN;INDF;MASC;SG
onrus	размирици	onrus	размирик	V;PRS	N;INDF;MASC;PL
onrus	вълнения	onrus	вълнен	V;PRS	N;INDF;NEUT;PL
beta	бета	beta	бет		N;INDF;FEM;SG
vrag	товари	vrag	товар	N;SG	N;INDF;MASC;PL
vrag	товарен	vrag	товарен	N;SG	ADJ;INDF;MASC;SG
estadio	естадио	estadio	естадио		N;INDF;MASC;SG
groningen	groningen	groningen	groningen		PROPN;INDF;MASC;SG
elton	елтън	elton	елтън		PROPN;INDF;MASC;SG
utc+	utc+	utc+	utc+	PROPN;SG	PROPN;INDF;MASC;SG
bekwame	способно	bekwame	способно	ADJ;NOM	ADV
verhoogde	повишена	verhoog	повиша-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verhoogde	увеличена	verhoog	увелича-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verhoogde	увеличен	verhoog	увеличен	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verhoogde	повишен	verhoog	повиша-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
verhoogde	повишени	verhoog	повиша-(се)	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
verhoogde	повишена	verhoog	повиша-(се)	ADJ;NOM	V;PFV;INDF;FEM;SG;V.PTCP;PASS
verhoogde	повишен	verhoog	повиша-(се)	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kenteken	лого	kenteken	лого	V;PRS	N;INDF;NEUT;SG
kenteken	логото	kenteken	лого	V;PRS	N;DEF;NEUT;SG
kenteken	значка	kenteken	значка	V;PRS	N;INDF;FEM;SG
kenteken	значката	kenteken	значка	V;PRS	N;DEF;FEM;SG
argief	архиви	argief	архив	N;SG	N;INDF;MASC;PL
melbourne	мелбърн	melbourne	мелбърн		N;INDF;MASC;SG
luther	лутер	luther	лутер		N;INDF;MASC;SG
luther	лутър	luther	лутър		N;INDF;MASC;SG
geografie	география	geografie	география	ADP	N;INDF;FEM;SG
aanbod	предложи	aanbod	предложа	N;SG	V;PFV;IND;SG;3;PST;FIN;ACT
afgeleide	деривати	aflei	дериват	ADJ;NOM	N;INDF;MASC;PL
simboliese	символично	simbolies	символично	ADJ;NOM	ADV
verslae	спорт	verslag	спорт	N;PL	N;INDF;MASC;SG
verslae	спортен	verslag	спортен	N;PL	ADJ;INDF;MASC;SG
olifant	слонове	olifant	слон	N;SG	N;INDF;MASC;PL
doelwit	обективна	doelwit	обективен	N;SG	ADJ;INDF;FEM;SG
doelwit	обективни	doelwit	обективен	N;SG	ADJ;INDF;PL
doelwit	обективен	doelwit	обективен	N;SG	ADJ;INDF;MASC;SG
firma	firma	firma	firma	N;SG	PROPN;INDF;MASC;SG
planetêre	планетарна	planetêre	планетарен		ADJ;INDF;FEM;SG
tower	кула	tower	кула		N;INDF;FEM;SG
tower	tower	tower	tower		N;INDF;MASC;SG
tower	кулата	tower	кула		N;DEF;FEM;SG
tower	тауър	tower	тауър		N;INDF;MASC;SG
skryfwerk	гори	skryfwerk	гора	N;SG	N;INDF;FEM;PL
siemens	siemens	siemens	siemens		PROPN;INDF;MASC;SG
reef	рифа	reef	рифа		N;DEF;MASC;SG
reef	рифове	reef	риф		N;INDF;MASC;PL
reef	риф	reef	риф		N;INDF;MASC;SG
ramp	бедствия	ramp	бедствие	N;SG	N;INDF;NEUT;PL
nat	влажна	nat	влажен	N;SG	ADJ;INDF;FEM;SG
nat	мокър	nat	мокър	N;SG	ADJ;INDF;MASC;SG
nat	мокри	nat	мокър	N;SG	N;INDF;MASC;PL
hanover	хановер	hanover	хановер		N;INDF;MASC;PL
wallies	уелски	wallies	уелски	PROPN;SG	PROPN;INDF;MASC;SG
bier	бирата	bier	бира		N;DEF;FEM;SG
bier	бира	bier	бира		N;INDF;FEM;SG
abdy	абатство	abdy	абатство		N;INDF;NEUT;SG
range	класиране	rank	класиране		N;INDF;NEUT;SG
bob	боб	bob	боб		N;INDF;MASC;SG
onmiddellike	незабавно	onmiddellik	незабавно	ADJ;NOM	ADV
leipzig	лайпциг	leipzig	лайпциг	PROPN;SG	PROPN;INDF;MASC;SG
dwing	сила	dwing	сила	V;PRS	N;INDF;FEM;SG
russell	ръсел	russell	ръсел		N;INDF;MASC;SG
periodieke	периодично	periodiek	периодично	ADJ;NOM	ADV
agtste	осем	agts	осем		NUM;INDF;PL
dagbreek	пурпурно	dagbreek	пурпурно	N;SG	ADV
fliek	филмова	fliek	филмов	N;SG	ADJ;INDF;FEM;SG
veilig	безопасно	veilig	безопасен	V;PRS	ADV
veilig	безопасен	veilig	безопасен	V;PRS	ADJ;INDF;MASC;SG
veilig	сейф	veilig	сейф	V;PRS	N;INDF;FEM;SG
dooie	мъртви	dooie	мъртъв	N;SG	ADJ;INDF;PL
dooie	мъртва	dooie	мъртва	N;SG	ADJ;INDF;FEM;SG
medici	медичите	medici	медич		N;DEF;MASC;PL
medici	медичи	medici	медич		N;INDF;MASC;SG
albertus	адалберт	albertus	адалберт		N;INDF;MASC;SG
ali	али	ali	али		PROPN;INDF;MASC;SG
skoon	ясно	skoon	ясно		ADV
skoon	изчистване	skoon	изчистване		N;INDF;NEUT;SG
skoon	чисто	skoon	чисто		ADV
skoon	чист	skoon	чист		ADJ;INDF;MASC;SG
skoon	чисти	skoon	чистя		ADJ;INDF;PL
skoon	чиста	skoon	чист		ADJ;INDF;FEM;SG
belê	инвестиране	belê	инвестиране	V;PRS	N;INDF;NEUT;SG
belê	инвестирането	belê	инвестиране	V;PRS	N;DEF;NEUT;SG
belê	инвестиране	belê	инвестиране	V;PRS	N;INDF;NEUT;SG
belê	инвестира	belê	инвестирам	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
kanon	оръдия	kanon	оръди	N;SG	N;INDF;NEUT;PL
kanon	кенън	kanon	кенън	N;SG	PROPN;INDF;MASC;SG
veranderlikes	променлива	veranderlike	променлив	N;PL	ADJ;INDF;FEM;SG
veranderlikes	променливи	veranderlike	променлив	N;PL	ADJ;INDF;PL
veranderlikes	променливо	veranderlike	променлив	N;PL	ADV
veranderlikes	променлив	veranderlike	променлив	N;PL	ADJ;INDF;MASC;SG
gespel	лимец	spel	лимец	V;PST;V.PTCP	N;INDF;MASC;SG
interaksie	ангажимент	interaksie	ангажимент		N;INDF;MASC;SG
interaksie	годежът	interaksie	годеж		N;DEF;MASC;SG
interaksie	годежа	interaksie	годеж		N;INDF;FEM;SG
interaksie	годеж	interaksie	годеж		N;INDF;MASC;SG
interaksie	ангажиране	interaksie	ангажиране		N;INDF;NEUT;SG
interaksie	ангажименти	interaksie	ангажимент		N;INDF;MASC;PL
key	ключ	key	ключ		N;INDF;MASC;SG
key	ключа	key	ключа		N;DEF;MASC;SG
key	ключът	key	ключ		N;DEF;MASC;SG
ouma	бабо	ouma	бабо	N;SG	INTJ
ouma	бабо	ouma	бабо	N;SG	INTJ
lions	лъвовете	lions	лъв		N;DEF;MASC;PL
lions	лъвове	lions	лъв		N;INDF;MASC;PL
var	var	var	None		INTJ
var	вар	var	вар		N;INDF;MASC;SG
besigtig	преглед	besigtig	преглед	V;PRS	N;INDF;MASC;SG
besigtig	изглед	besigtig	изглед	V;PRS	N;INDF;MASC;SG
besigtig	гледка	besigtig	гледка	V;PRS	N;INDF;FEM;SG
besigtig	оглед	besigtig	оглед	V;PRS	N;INDF;MASC;SG
besigtig	преглед	besigtig	преглед	V;PRS	N;INDF;MASC;SG
moses	моузес	moses	моузес	PROPN;SG	N;INDF;MASC;SG
moses	моисей	moses	моисей	PROPN;SG	PROPN;INDF;MASC;SG
moses	мойсей	moses	мойсей	PROPN;SG	N;INDF;MASC;SG
erik	ерик	erik	ерик	N;SG	PROPN;INDF;MASC;SG
erik	ерик	erik	ерик	N;SG	PROPN;INDF;MASC;SG
aanraking	пипай	aanraking	пипай	N;SG	V;IPFV;IMP;SG;2;FIN
johnny	джони	johnny	джони		N;INDF;MASC;SG
gerhard	герхард	gerhard	герхард		N;INDF;MASC;SG
supernova	супернова	supernova	супернов	N;SG	PROPN;INDF;FEM;SG
aanbieder	водещ	aanbieder	водя	N;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
medisyne	лекарства	medisyne	лекарство	N;SG	N;INDF;NEUT;PL
medisyne	наркотици	medisyne	наркотик	N;SG	N;INDF;MASC;PL
droog	суха	droog	сух	V;PRS	ADJ;INDF;FEM;SG
droog	сухи	droog	сух	V;PRS	ADJ;INDF;PL
droog	сухо	droog	сухо	V;PRS	ADV
droog	сух	droog	сух	V;PRS	ADJ;INDF;MASC;SG
queensland	куинсланд	queensland	куинсланд		N;INDF;MASC;SG
canberra	канбера	canberra	канбера		N;INDF;FEM;SG
hertogdom	пловдивско	hertogdom	пловдивски	N;SG	ADV
monte	монте	mont	монте		PROPN;INDF;MASC;SG
monte	монти	mont	монта		N;INDF;MASC;SG
nansen	нансен	nansen	нансен		N;INDF;MASC;SG
css	css	css	css	V;PRS	N;INDF;PL
ross	рос	ross	рос		PROPN;INDF;MASC;SG
antwerpen	антверпен	antwerpen	антверпен		PROPN;INDF;MASC;SG
sur	сур	sur	сур		PROPN;INDF;MASC;SG
morgan	морган	morgan	морган		PROPN;INDF;MASC;SG
onderhandel	договаряне	onderhandel	договаряне	V;PRS	N;INDF;NEUT;SG
japannees	япония	japannees	япония	N;PL	N;INDF;FEM;SG
japannees	японско	japannees	японски	N;PL	ADV
japannees	японска	japannees	японски	N;PL	ADJ;INDF;FEM;SG
japannees	японец	japannees	японец	N;PL	N;INDF;MASC;SG
japannees	японски	japannees	японски	N;PL	ADJ;INDF;MASC;SG
droom	сънувам	droom	сънувам	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
deutsche	deutsche	deutsche	deutsche		PROPN;INDF;MASC;SG
deutsche	дойче	deutsche	дойче		N;INDF;FEM;SG
fischer	фишер	fischer	фишер		N;INDF;MASC;SG
fischer	фишър	fischer	фишър		N;INDF;MASC;SG
spencer	спенсър	spencer	спенсър		PROPN;INDF;MASC;SG
walliese	уелски	wallies	уелски	ADJ;NOM	PROPN;INDF;MASC;SG
woud	горски	woud	горски	N;SG	ADJ;INDF;MASC;SG
duncan	дънкан	duncan	дънкам	PROPN;SG	PROPN;INDF;MASC;SG
duncan	дънкън	duncan	дънкън	PROPN;SG	PROPN;INDF;MASC;SG
cicero	цицерон	cicero	цицерон		N;INDF;MASC;SG
andy	анди	andy	анди	PROPN;SG	PROPN;INDF;MASC;SG
jordaan	джордън	jordaan	джордън		N;INDF;MASC;SG
jordaan	йордан	jordaan	йордан		PROPN;INDF;MASC;SG
jordaan	йордания	jordaan	йордания		PROPN;INDF;FEM;SG
jordaan	джордан	jordaan	джордан		PROPN;INDF;MASC;SG
sinoniem	синоним	sinoniem	синоним	ADV	N;INDF;MASC;SG
christchurch	крайстчърч	christchurch	крайстчърч	PROPN;SG	N;INDF;MASC;SG
hervat	възобновяване	hervat	възобновяване	V;PRS	N;INDF;NEUT;SG
hervat	резюмето	hervat	резюме	V;PRS	N;DEF;NEUT;SG
lima	лима	lima	лима	PROPN;SG	PROPN;INDF;FEM;SG
sestig	sixty	sestig	sixty	ADV	PROPN;INDF;MASC;SG
sestig	шестдесет	sestig	шестдесет	ADV	NUM;INDF;PL
gevaarlike	опасно	gevaarlik	опасно	ADJ;NOM	ADV
brian	браян	brian	браян		PROPN;INDF;MASC;SG
brian	брайън	brian	брайън		PROPN;INDF;MASC;SG
bosse	босе	bosse	босе	N;PL	N;INDF;NEUT;SG
nabye	наблизо	naby	наблизо	N;PL	ADV
rebelle	бунтовници	rebelle	бунтовник		N;INDF;MASC;PL
gerrit	герит	rrit	герит		N;INDF;MASC;SG
tim	тим	tim	тим	PROPN;SG	N;INDF;MASC;SG
chileense	чилийски	chileens	чилийски	N;SG	ADJ;INDF;MASC;SG
diamant	диамантен	diamant	диамантен	N;SG	ADJ;INDF;MASC;SG
diamant	даймънд	diamant	даймънд	N;SG	PROPN;INDF;MASC;SG
beperkings	предел	beperking	предел	N;PL	N;INDF;MASC;SG
volkswagen	фолксваген	volkswagen	фолксваген		N;INDF;MASC;SG
radikale	радикално	radikaal	радикален	ADJ;NOM	ADV
vermeerder	увеличаване	vermeerder	увеличаване	V;PRS	N;INDF;NEUT;SG
vermeerder	увеличение	vermeerder	увеличение	V;PRS	N;INDF;NEUT;SG
vermeerder	повишаване	vermeerder	повишаване	V;PRS	N;INDF;NEUT;SG
roes	ръжда	roes	ръжд	N;PL	N;INDF;FEM;SG
facto	facto	facto	facto		N;INDF;FEM;SG
grande	гранде	grand	гранде	ADJ;NOM	PROPN;INDF;FEM;SG
liverpool	ливърпул	liverpool	ливърпул	PROPN;SG	N;INDF;MASC;SG
phillips	филипс	phillips	филипс		PROPN;INDF;MASC;SG
miller	милър	miller	милър		PROPN;INDF;MASC;SG
miller	милер	miller	милер		N;INDF;MASC;SG
jutland	ютланд	jutland	ютланд	PROPN;SG	N;INDF;MASC;SG
pietro	пиетро	pietro	пиетро		PROPN;INDF;MASC;SG
canada	канада	canada	канад		N;INDF;FEM;SG
nasionaal	национална	nasionaal	национален	ADV	ADJ;INDF;FEM;SG
nasionaal	национални	nasionaal	национален	ADV	ADJ;INDF;PL
nasionaal	национален	nasionaal	национален	ADV	ADJ;INDF;MASC;SG
diego	диего	diego	диего		PROPN;INDF;MASC;SG
parallel	паралелно	parallel	паралелно		ADV
parallel	успоредно	parallel	успореден		ADV
parallel	успоредни	parallel	успореден		ADJ;INDF;PL
parallel	паралелна	parallel	паралелен		ADJ;INDF;FEM;SG
parallel	паралелни	parallel	паралелен		ADJ;INDF;PL
effektief	ефективна	effektief	ефективен	ADV	ADJ;INDF;FEM;SG
effektief	ефективен	effektief	ефективен	ADV	ADJ;INDF;MASC;SG
effektief	ефективни	effektief	ефективен	ADV	ADJ;INDF;PL
trans	транс	trans	транс		N;INDF;MASC;SG
maatreëls	оценяване	maatreël	оценяване	N;PL	N;INDF;NEUT;SG
maatreëls	измерване	maatreël	измерване	N;PL	N;INDF;NEUT;SG
smal	тясно	smal	тясно		ADV
smal	тясна	smal	тесен		ADJ;INDF;FEM;SG
smal	тесни	smal	тесен		ADJ;INDF;PL
smal	тесен	smal	тесен		ADJ;INDF;MASC;SG
provence	прованс	provenc	прованс	N;PL	N;INDF;MASC;SG
roberts	робъртс	roberts	робъртс		N;INDF;MASC;SG
ladysmith	лейдисмит	ladysmith	лейдисмит	PROPN;SG	N;INDF;MASC;PL
getiteld	озаглавен	getiteld	озаглавя	N;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
getiteld	озаглавена	getiteld	озаглавя	N;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
getiteld	озаглавено	getiteld	озаглавя	N;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
georges	жорж	georges	жорж	N;PL	PROPN;INDF;MASC;SG
rudolf	рудолф	rudolf	рудолф		PROPN;INDF;MASC;SG
vakansie	отпуска	vakansie	отпускам-(се)	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
vakansie	рожден	vakansie	рожден	N;SG	ADJ;INDF;MASC;SG
toronto	торонто	toronto	торонто		N;INDF;NEUT;SG
wens	желание	wens	желание		N;INDF;NEUT;SG
wens	пожелание	wens	пожелание		N;INDF;NEUT;SG
harold	харолд	harold	харолд	PROPN;SG	N;INDF;MASC;SG
harold	харълд	harold	харълд	PROPN;SG	N;INDF;MASC;SG
leopold	леополд	leopold	леополд		N;INDF;MASC;SG
louise	луиз	louis	луиз		N;INDF;FEM;SG
martinus	мартин	martinus	мартин		PROPN;INDF;MASC;SG
martinus	martin	martinus	martin		PROPN;INDF;MASC;SG
petrol	бензин	petrol	бензин		N;INDF;MASC;SG
protes	протест	prote	протест	N;PL	N;INDF;MASC;SG
proto	прото	proto	прото		N;INDF;MASC;SG
toeganklik	достъпна	toeganklik	достъпен	ADV	ADJ;INDF;FEM;SG
toeganklik	достъпен	toeganklik	достъпя	ADV	ADJ;INDF;MASC;SG
toeganklik	достъпни	toeganklik	достъпен	ADV	ADJ;INDF;PL
opstel	есе	opstel	есе	V;PRS	N;INDF;NEUT;SG
opstel	есето	opstel	есе	V;PRS	N;DEF;NEUT;SG
opstel	настройване	opstel	настройване	V;PRS	N;INDF;NEUT;SG
chordata	chordata	chordata	chordata		PROPN;INDF;MASC;SG
württemberg	вюртемберг	württemberg	вюртемберг		N;INDF;MASC;SG
iers	ирландски	iers	ирландски		PROPN;INDF;MASC;SG
iers	ирландска	iers	ирландски		ADJ;INDF;FEM;SG
iers	ирландци	iers	ирландец		N;INDF;MASC;PL
iers	ирландско	iers	ирландски		ADV
oefen	тренировка	oefen	тренировка	V;PRS	N;INDF;FEM;SG
oefen	тренировка	oefen	тренировка	V;PRS	N;INDF;FEM;SG
oefen	практика	oefen	практика	V;PRS	N;INDF;FEM;SG
redaksie	редакционната	redaksie	редакционен	N;SG	ADJ;DEF;FEM;SG
vernietiging	унищожаване	vernietiging	унищожаване	V;PRS	N;INDF;NEUT;SG
vernietiging	разрушение	vernietiging	разрушение	V;PRS	N;INDF;NEUT;SG
vernietiging	разрушения	vernietiging	разрушение	V;PRS	N;INDF;NEUT;PL
vernietiging	унищожение	vernietiging	унищожение	V;PRS	N;INDF;NEUT;SG
vernietiging	разрушаване	vernietiging	разрушаване	V;PRS	N;INDF;NEUT;SG
dublin	дъблин	dublin	дъблин	PROPN;SG	N;INDF;MASC;SG
afgetree	пенсионер	aftree	пенсионер	V;PST;V.PTCP	N;INDF;MASC;SG
buffalo	бизон	buffalo	бизон		N;INDF;MASC;SG
buffalo	бивол	buffalo	бивол		N;INDF;MASC;SG
buffalo	бъфало	buffalo	бъфало		N;INDF;MASC;SG
buffalo	бизони	buffalo	бизон		N;INDF;MASC;PL
aanbidding	боготворят	aanbidding	боготворя	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
virus	вирус	virus	вирус	V;PRS	N;INDF;MASC;SG
