для	for	для	for	ADP	
убил	δολοφονήθηκαν	убить	δολοφονώ	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
убил	σκοτώθηκε	убить	σκοτώνω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
убил	σκοτώθηκαν	убить	σκοτώνω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
половину	μισό	половина	μισός	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
половину	μισά	половина	μισό	N;INAN;ACC;FEM;SG	ADV
энтони	anthony	энтонь	anthony	N;ANIM;NOM;MASC;SG	
энтони	αντονι	энтонь	αντονι	N;ANIM;NOM;MASC;SG	
энтони	άντονι	энтонь	άντονι	N;ANIM;NOM;MASC;SG	
энтони	αντώνιος	энтонь	αντώνιος	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
энтони	antony	энтонь	antony	N;ANIM;NOM;MASC;SG	
частные	ιδιωτικά	частный	ιδιωτικός	ADJ;NOM;PL	ADV
частные	ιδιωτική	частный	ιδιωτικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
частные	ιδιωτικό	частный	ιδιωτικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
частные	ιδιωτικός	частный	ιδιωτικός	ADJ;NOM;PL	ADJ;NOM;MASC;SG
травмы	τραύμα	травма	τραύμα	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
травмы	ζημία	травма	ζημία	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
травмы	τραυματισμός	травма	τραυματισμός	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
травмы	ζημίας	травма	ζημία	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
травмы	τραύμα	травма	τραύμα	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
травмы	τραυματισμούς	травма	τραυματισμός	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
масс	μάζες	масса	μάζη	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
масс	amis	масса	amis	N;INAN;GEN;FEM;PL	
опасности	κίνδυνο	опасность	κίνδυνος	N;INAN;NOM;FEM;PL	N;ACC;MASC;SG
опасности	κίνδυνος	опасность	κίνδυνος	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
опасности	κινδύνου	опасность	κίνδυνος	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
опасности	κίνδυνος	опасность	κίνδυνος	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
опасности	κινδύνους	опасность	κίνδυνος	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
дзюдо	τζούντο	дзюдо	τζούντος	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
описал	περιγράφεται	описать	περιγράφω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
описал	περιγράφηκε	описать	περιγράφω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
применяются	ισχύουν	применять	ισχύω	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;ACT
воздух	αερα	воздух	αέρας	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
воздух	air	воздух	air	N;INAN;NOM;MASC;SG	
воздух	αέρα	воздух	αέρας	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
планет	πλανήτες	планета	πλανήτης	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
слава	δόξα	слава	δίχομαι	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
слава	φήμη	слава	φήμη	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
слава	δόξα	слава	δίχομαι	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
соколов	γεράκια	сокол	γεράκιο	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
шестой	έκτη	шестой	έκτος	ADJ;NOM;MASC;SG	NUM;NOM;FEM;SG
шестой	έκτος	шестой	έκτος	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
шестой	έκτο	шестой	έκτος	ADJ;NOM;MASC;SG	NUM;NOM;NEUT;SG
шестой	έξι	шестой	έξι	ADJ;NOM;MASC;SG	NUM;NOM;MASC;PL
шестой	six	шестой	six	ADJ;NOM;MASC;SG	
шестой	εξι	шестой	εξι	ADJ;NOM;MASC;SG	NUM
педро	πέδρο	педро	πέδρο	N;INAN;NOM;MASC;SG	
педро	pedro	педро	pedro	N;INAN;NOM;MASC;SG	
педро	πέντρο	педро	πέντρο	N;INAN;NOM;MASC;SG	
полоса	διάδρομο	полоса	διάδρομος	N;INAN;NOM;FEM;SG	N;ACC;MASC;SG
полоса	ρίγα	полоса	ρίγος	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
полоса	στριπ	полоса	στριπ	N;INAN;NOM;FEM;SG	
выдающийся	εκκρεμή	выдающийся	εκκρεμή	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
споры	διαφορών	спор	διαφορά	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
споры	αντιπαράθεση	спор	αντιπαράθεση	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
споры	διαμάχη	спор	διαμάχη	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
споры	αμφισβήτηση	спор	αμφισβήτηση	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
споры	διαφωνία	спор	διαφωνία	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
споры	διένεξη	спор	διένεξη	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
споры	διαμάχη	спор	διαμάχη	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
переговоров	διαπραγματεύσεις	переговоры	διαπραγμάτευση	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
переговоров	διαπραγμάτευση	переговоры	διαπραγμάτευση	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
дополнить	συμπλήρωση	дополнить	συμπλήρωση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
дополнить	συμπληρώνουν	дополнить	συμπληρώνω	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
дополнить	συμπλήρωση	дополнить	συμπλήρωση	V;PFV;NFIN;ACT	N;ACC;FEM;SG
дополнить	συμπλήρωμα	дополнить	συμπλήρωμα	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
паулу	πάολο	паул	πάολος	N;INAN;NOM;MASC;SG	
объявила	ανακοινώθηκαν	объявить	ανακοινώνω	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
объявила	ανακοίνωσαν	объявить	ανακοινώνω	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
объявила	ανακοινώθηκε	объявить	ανακοινώνω	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
проверка	δοκιμές	проверка	δοκιμή	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
проверка	εξακρίβωση	проверка	εξακρίβωση	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
проверка	δοκιμασία	проверка	δοκιμασία	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
проверка	επιθεώρησης	проверка	επιθεώρηση	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
проверка	ελέγξτε	проверка	ελέγω	N;INAN;NOM;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
проверка	επιταγή	проверка	επιταγή	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
проверка	check	проверка	check	N;INAN;NOM;FEM;SG	NUM
восстановлен	επαναφορά	восстановить	επαναφορά	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;NOM;FEM;SG
полков	συντάγματα	полк	σύνταγμα	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
знаменитый	διάσημο	знаменитый	διάσημος	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
знаменитый	διάσημος	знаменитый	διάσημος	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
знаменитый	διάσημοι	знаменитый	διάσημος	ADJ;NOM;MASC;SG	N;NOM;MASC;PL
природных	φυσική	природный	φυσικός	ADJ;GEN;PL	ADJ;NOM;FEM;SG
природных	φυσικό	природный	φυσικός	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
природных	φυσικός	природный	φυσικός	ADJ;GEN;PL	ADJ;NOM;MASC;SG
природных	φυσικές	природный	φυσικός	ADJ;GEN;PL	ADJ;NOM;FEM;PL
поток	stream	поток	stream	N;INAN;NOM;MASC;SG	
армян	αρμένιοι	армянин	αρμένιος	N;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;PL
построенный	έχτισε	строить	χτίζω	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
стандарт	στάνταρ	стандарт	στάνταρ	N;INAN;NOM;MASC;SG	N;GEN;NEUT;PL
стандарт	standard	стандарт	standard	N;INAN;NOM;MASC;SG	
свобода	λίμπερτι	свобода	λίμπερτι	N;INAN;NOM;FEM;SG	
пехотный	πεζικό	пехотный	πεζικό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
почвы	χώμα	почва	χώμα	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
почвы	έδαφος	почва	έδαφος	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
северных	σκανδιναβικές	северный	σκανδιναβικός	ADJ;GEN;PL	ADJ;NOM;FEM;PL
взаимодействие	αλληλεπίδραση	взаимодействие	αλληλεπίδραση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
взаимодействие	αλληλεπιδράσεις	взаимодействие	αλληλεπίδραση	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
джей	τζέι	джей	τζέι	N;INAN;NOM;MASC;SG	
джей	jay	джей	jay	N;INAN;NOM;MASC;SG	
африка	αφρική	африка	αφρικός	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
кризиса	κρίση	кризис	κρίση	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
кризиса	κριση	кризис	κριση	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
смирнов	smirnov	смирн	smirnov	ADV	
священной	ιερός	священный	ιερός	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
священной	ιερά	священный	ιερός	ADJ;INS;FEM;SG	ADV
священной	ιερή	священный	ιερός	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
священной	ιερό	священный	ιερός	ADJ;INS;FEM;SG	N;NOM;NEUT;SG
быстрее	ταχύτερη	быстро	ταχύς	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
углу	γωνιακό	угол	γωνιακός	N;INAN;DAT;MASC;SG	ADJ;NOM;NEUT;SG
углу	γωνιά	угол	γωνιά	N;INAN;DAT;MASC;SG	N;NOM;FEM;SG
углу	γωνία	угол	γωνία	N;INAN;DAT;MASC;SG	N;NOM;FEM;SG
перевозки	άμαξα	перевозка	άμαξα	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
перевозки	μεταφορών	перевозка	μεταφορά	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
перевозки	μεταφορά	перевозка	μεταφορά	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
агент	πράκτορα	агент	πράκτορα	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
португалия	πορτογαλία	португалия	πορτογαλία	N;INAN;NOM;NEUT;SG	PROPN;ACC;FEM;SG
выбрать	διαλέξτε	выбрать	διαλώ	V;PFV;NFIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
выбрать	επιλογή	выбрать	επιλογή	V;PFV;NFIN;ACT	N;NOM;FEM;SG
выбрать	επιλογή	выбрать	επιλογή	V;PFV;NFIN;ACT	N;NOM;FEM;SG
сон	ύπνο	сон	ύπνο	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
сон	κοιμήσου	сон	κόιμησος	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;1;PST;FIN;ACT
сон	dream	сон	dream	N;INAN;NOM;MASC;SG	
сон	όνειρα	сон	όνειρα	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL
боб	μπόμπ	боб	μπόμπ	N;INAN;NOM;MASC;SG	
боб	μπομπ	боб	μπομπ	N;INAN;NOM;MASC;SG	
символизирует	συμβόλιζε	символизировать	συμβολίζω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
рамки	πλαίσιο	рамка	πλαίσιο	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
отказались	αρνήθηκε	отказаться	αρνιέμαι	V;PFV;IND;PL;PST;FIN;MID	V;PFV;IND;SG;3;PST;FIN;PASS
поль	παύλος	поль	παύλος	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
поль	paul	поль	paul	N;ANIM;NOM;MASC;SG	
поль	πωλ	поль	πωλ	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
обоснование	αιτιολόγηση	обоснование	αιτιολόγηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
обоснование	λογική	обоснование	λογικός	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
региональных	περιφερειακή	региональный	περιφερειακός	ADJ;GEN;PL	ADJ;NOM;FEM;SG
региональных	περιφερειακά	региональный	περιφερειακός	ADJ;GEN;PL	ADV
диего	diego	дие	diego	N;INAN;NOM;MASC;SG	
диего	ντιέγκο	дие	ντιέγκο	N;INAN;NOM;MASC;SG	
каноэ	κανό	каноэ	κανό	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
каноэ	κανό	каноэ	κανό	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL
звёзды	stars	звезда	stars	N;ANIM;NOM;MASC;PL	
экс	aix	экс	aix	N;INAN;NOM;MASC;SG	
воздействия	έκθεση	воздействие	έκθεση	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
воздействия	εκθεση	воздействие	εκθεση	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
мадрид	μαδρίτη	мадрид	μαδρίτη	N;INAN;NOM;MASC;SG	PROPN;ACC;FEM;SG
мадрид	μαδρίτης	мадрид	μαδρίτης	N;INAN;NOM;MASC;SG	PROPN;GEN;FEM;SG
дания	δανία	дание	δανία	N;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG
сбор	σύναξη	сбор	σύναξη	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
сбор	συγκέντρωση	сбор	συγκέντρωση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
поражений	ήττες	поражение	ήττα	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL
разное	διάφορα	разный	διάφορος	ADJ;NOM;NEUT;SG	ADV
разное	διαφορα	разный	διαφορά	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
чьи	ποιανού	чей	ποιανός	DET;NOM;PL	PRO;NOM;MASC;SG;3
чьи	τίνος	чей	τίνος	DET;NOM;PL	PRO;GEN;NEUT;SG;3
чьи	ποιου	чей	ποιος	DET;NOM;PL	DET;NOM;DEF;MASC;SG
дорогой	αγαπητέ	дорога	αγαπητός	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
дорогой	αγαπητή	дорога	αγαπητός	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
боснии	βοσνία	босния	βοσνία	N;INAN;NOM;FEM;PL	PROPN;ACC;FEM;SG
представлено	υπέβαλε	представить	υποβάλλω	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
шарль	τσαρλς	шарль	τσαρλς	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шарль	charles	шарль	charles	N;ANIM;NOM;MASC;SG	
шарль	σαρλ	шарль	σαρλ	N;ANIM;NOM;MASC;SG	
католиков	καθολικούς	католик	καθολικός	N;ANIM;GEN;MASC;PL	ADJ;ACC;MASC;PL
католиков	καθολικών	католик	καθολικός	N;ANIM;GEN;MASC;PL	ADJ;GEN;FEM;PL
католиков	καθολικοί	католик	καθολικός	N;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;PL
реальности	πραγματικότητες	реальность	πραγματικότητα	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
реальности	πραγματικότητα	реальность	πραγματικότητα	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
вооруженных	οπλισμένοι	вооружить	οπλίζω	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
вооруженных	οπλισμένη	вооружить	οπλίσκω	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
вооруженных	οπλισμένος	вооружить	οπλισμένος	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
вооруженных	ένοπλες	вооружить	ένοπλος	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
вооруженных	οπλισμένο	вооружить	οπλίζω	V;PFV;GEN;PL;PST;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
катастрофа	καταστροφή	катастрофа	καταστροφή	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
катастрофа	καταστροφή	катастрофа	καταστροφή	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
адольф	αντόλφ	адольф	αντόλφ	N;ANIM;NOM;MASC;SG	
развивается	αναπτύσσει	развиваться	αναπτύσσω	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
развивается	αναπτύσσεται	развиваться	αναπτύσσω	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;3;PRS;FIN;PASS
азербайджанский	αζέρων	азербайджанский	άζερος	ADJ;NOM;MASC;SG	N;GEN;NEUT;PL
близко	κλείσιμο	близко	κλείσιμο	ADV	N;NOM;NEUT;SG
близко	κοντα	близко	κοντα	ADV	N;NOM;FEM;SG
введена	εισήγαγε	ввести	εισηγάγω	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
джексон	jackson	джексон	jackson	N;ANIM;NOM;MASC;SG	
джексон	τζάκσον	джексон	τζάκσον	N;ANIM;NOM;MASC;SG	
жуков	σκαθάρια	жук	σκαθάριο	N;ANIM;GEN;MASC;PL	N;NOM;NEUT;PL
жуков	σφάλματα	жук	σφάλμα	N;ANIM;GEN;MASC;PL	N;NOM;NEUT;PL
жуков	ζωύφια	жук	ζωύφιος	N;ANIM;GEN;MASC;PL	N;NOM;NEUT;PL
жуков	ζουζούνια	жук	ζουζούνιος	N;ANIM;GEN;MASC;PL	N;NOM;NEUT;PL
жуков	έντομα	жук	έντομα	N;ANIM;GEN;MASC;PL	N;NOM;NEUT;PL
жуков	μπαγκς	жук	μπαγκς	N;ANIM;GEN;MASC;PL	
жуков	ζούκοφ	жук	ζούκοφ	N;ANIM;GEN;MASC;PL	
предполагает	συνεπάγεται	предполагать	συνεπάγομαι	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
отличием	τιμά	отличие	τιμά	N;INAN;INS;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
свободный	δωρεάν	свободный	δωρεάν	ADJ;NOM;MASC;SG	
свободный	free	свободный	free	ADJ;NOM;MASC;SG	
заблуждение	ψευδαίσθηση	заблуждение	ψευδαίσθηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
заблуждение	παραπλανητική	заблуждение	παραπλανητικός	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
заблуждение	παραπλανητικό	заблуждение	παραπλανητικός	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
заблуждение	παραπλανητικές	заблуждение	παραπλανητικός	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
заблуждение	παρανόηση	заблуждение	παρανόηση	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
морская	πεζοναύτης	морской	πεζοναύτης	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
морская	μαρίν	морской	μαρίν	ADJ;NOM;FEM;SG	
морская	πεζοναύτη	морской	πεζοναύτης	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
морская	ναυτικά	морской	ναυτικός	ADJ;NOM;FEM;SG	ADV
маргарита	μαργαρίτα	маргарита	μαργαρίτα	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
маргарита	μάργκαρετ	маргарита	μάργκαρμα	N;ANIM;NOM;FEM;SG	
маргарита	μαργαρίτα	маргарита	μαργαρίτα	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
маргарита	μαργκερίτ	маргарита	μαργκερίτ	N;ANIM;NOM;FEM;SG	
