especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
cáucaso	kaukazu	cáucaso	kaukaz	ADJ;MASC;SG	N;INAN;GEN;MASC;SG
cáucaso	beloch	cáucaso	bel	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
solicitar	žiadosť	solicitar	žiadosť	V;NFIN	N;NOM;FEM;SG
solicitar	požiadavka	solicitar	požiadavka	V;NFIN	N;NOM;FEM;SG
solicitar	prosba	solicitar	prosba	V;NFIN	N;NOM;FEM;SG
after	po	after	po	N	ADP;ESS
varela	varela	varela	varieť	PROPN	V;IPFV;FEM;SG;POS;PST;V.PTCP
wang	wang	wang	wang	PROPN	PROPN;ANIM;NOM;MASC;SG
enamorado	milenka	enamorado	milenka	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
enamorado	milenec	enamorado	milenec	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
policías	polícia	policía	polícia	N;PL	N;NOM;FEM;SG
policías	políciu	policía	polícia	N;PL	N;ACC;FEM;SG
policías	policajný	policía	policajný	N;PL	ADJ;ANIM;NOM;MASC;SG
arcade	herne	arcade	herne	N;FEM;SG	N;NOM;FEM;PL
púrpura	fialová	púrpura	fialový	N;FEM;SG	ADJ;NOM;FEM;SG
púrpura	fialové	púrpura	fialový	N;FEM;SG	ADJ;NOM;NEUT;SG
tecnológica	technológie	tecnológico	technológia	ADJ;FEM;SG	N;NOM;FEM;PL
tecnológica	technológiu	tecnológico	technológia	ADJ;FEM;SG	N;ACC;FEM;SG
tecnológica	technológia	tecnológico	technológia	ADJ;FEM;SG	N;NOM;FEM;SG
tecnológica	technika	tecnológico	technika	ADJ;FEM;SG	N;NOM;FEM;SG
expresar	express	expresar	express	V;NFIN	PROPN;ANIM;NOM;MASC;SG
jacinto	jacinto	jacinto	jacinto	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
qui	qui	qui	ona	INTJ	
uribe	uribe	uribar	uriba	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
minoría	menšinové	minoría	menšinový	N;FEM;SG	ADJ;NOM;NEUT;SG
minoría	menšiny	minoría	menšina	N;FEM;SG	N;NOM;FEM;PL
minoría	menšín	minoría	menšina	N;FEM;SG	ADJ;NOM;CMPR;MASC;PL
minoría	menšiny	minoría	menšina	N;FEM;SG	N;NOM;FEM;PL
crean	vytvorte	crear	vytvoriť	V;IND;PL;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
bebida	pije	bebida	piť	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
bebida	piť	bebida	piť	N;FEM;SG	V;IPFV;POS;NFIN
bebida	pijú	bebida	piť	N;FEM;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
bebida	piť	bebida	piť	N;FEM;SG	V;IPFV;POS;NFIN
bebida	vypiť	bebida	vypiť	N;FEM;SG	V;PFV;POS;NFIN
bebida	nápoje	bebida	nápoj	N;FEM;SG	N;INAN;NOM;MASC;PL
bebida	pije	bebida	piť	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
bebida	nápojov	bebida	nápoj	N;FEM;SG	N;INAN;GEN;MASC;PL
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
rascacielos	mrakodrap	rascacielos	mrakodrap	N;MASC;PL	N;INAN;NOM;MASC;SG
aceptada	prijali	aceptado	prijať	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
favorito	najobľúbenejšie	favorito	obľúbený	ADJ;MASC;SG	ADV;RL
conjunta	kĺb	conjunto	kĺb	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
conjunta	joint	conjunto	joint	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
transforma	transformácií	transformar	transformácia	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
élite	elity	élite	elity	N;FEM;SG	N;NOM;FEM;PL
élite	elite	élite	elita	N;FEM;SG	
futuros	futures	futuro	futures	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
ncaa	ncaa	ncaa	ncaa	N;SG	PROPN;NOM;MASC;SG
negativo	negatívne	negativo	negatívne	ADJ;MASC;SG	ADV
cordero	jahňacie	cordero	jahňacia	N;MASC;SG	N;NOM;FEM;PL
leonard	leonard	leonard	leonard	PROPN	N;ANIM;NOM;MASC;SG
ibm	ibm	ir	ibm	N;SG	
coma	kóme	coma	kóm		N;INAN;ESS;MASC;SG
coma	kómy	coma	kóm		N;GEN;FEM;SG
coma	kóma	coma	kóma		N;NOM;FEM;SG
coma	čiarka	coma	čiarka		N;NOM;FEM;SG
coma	čiarkou	coma	čiarka		N;INS;FEM;SG
coma	zjesť	coma	zjesť		V;PFV;POS;NFIN
coma	jesť	coma	jesť		V;IPFV;POS;NFIN
oscuridad	dark	oscuridad	dark	N;FEM;SG	
oscuridad	temné	oscuridad	temný	N;FEM;SG	ADJ;NOM;NEUT;SG
oscuridad	tmavá	oscuridad	tmavý	N;FEM;SG	ADJ;NOM;FEM;SG
oscuridad	tmavé	oscuridad	tmavý	N;FEM;SG	ADJ;NOM;NEUT;SG
oscuridad	tmavý	oscuridad	tmavý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
oscuridad	temnoty	oscuridad	temnota	N;FEM;SG	N;NOM;FEM;PL
oscuridad	tmy	oscuridad	tma	N;FEM;SG	N;NOM;FEM;PL
oscuridad	temné	oscuridad	temný	N;FEM;SG	ADJ;NOM;NEUT;SG
days	days	day	days	N	
malos	zlý	malo	zlý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
malos	zlá	malo	zlo	ADJ;MASC;PL	N;NOM;FEM;SG
malos	bad	malo	bad	ADJ;MASC;PL	PROPN;ANIM;NOM;MASC;SG
malos	zlé	malo	zlý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
malos	blbo	malo	blbo	ADJ;MASC;PL	ADV
cazadores	hunter	cazador	hunter	N;MASC;PL	N;INAN;NOM;MASC;SG
cazadores	lovec	cazador	lovec	N;MASC;PL	N;ANIM;NOM;MASC;SG
temple	temple	temple	templo	N;MASC;SG	PROPN;NOM;FEM;SG
vendidos	predaný	vendido	predaný	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG
vendidos	predaná	vendido	predaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vendidos	predal	vendido	predať	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
vendidos	predané	vendido	predaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vendidos	predávané	vendido	predávaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
restricciones	obmedzenie	restricción	obmedzenie	N;FEM;PL	N;NOM;NEUT;SG
restricciones	obmedzovanie	restricción	obmedzovanie	N;FEM;PL	N;NOM;NEUT;SG
traición	zrady	traición	zrad	N;FEM;SG	N;NOM;FEM;PL
amenazas	ohrozenie	amenaza	ohrozenie	N;FEM;PL	N;NOM;NEUT;SG
rumores	reci	rumor	rec	N;MASC;PL	INTJ
rumores	reci	rumor	rec	N;MASC;PL	INTJ
sentir	pocit	sentir	pocit	V;NFIN	N;INAN;NOM;MASC;SG
residencial	obytných	residencial	obytný	ADJ;SG	ADJ;ANIM;GEN;MASC;PL
residencial	obytné	residencial	obytný	ADJ;SG	ADJ;NOM;NEUT;PL
mit	mit	mit	mit	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mit	mit	mit	mit	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
territoriales	územná	territorial	územný	ADJ;PL	ADJ;NOM;FEM;SG
territoriales	územné	territorial	územný	ADJ;PL	ADJ;NOM;NEUT;SG
territoriales	územnej	territorial	územný	ADJ;PL	ADJ;GEN;FEM;SG
territoriales	územný	territorial	územný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
herzegovina	hercegovine	herzegovina	hercegovina	ADJ;FEM;SG	N;DAT;FEM;SG
herzegovina	hercegovina	herzegovina	hercegovina	ADJ;FEM;SG	N;NOM;FEM;SG
herzegovina	bih	herzegovina	bih	ADJ;FEM;SG	
herzegovina	bah	herzegovina	bah	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
abel	abel	abel	abel	PROPN	PROPN;ANIM;NOM;MASC;SG
amo	majster	amar	majster	V;IND;SG;1;PRS;FIN	N;ANIM;NOM;MASC;SG
amo	master	amar	master	V;IND;SG;1;PRS;FIN	N;INAN;NOM;MASC;SG
cadáver	telesná	cadáver	telesný	N;MASC;SG	ADJ;NOM;FEM;SG
cadáver	mŕtvoly	cadáver	mŕtvol	N;MASC;SG	N;NOM;FEM;PL
cadáver	mŕtvoly	cadáver	mŕtvol	N;MASC;SG	N;NOM;FEM;PL
distingue	odlišujú	distinguir	odlišovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
distingue	rozlišujú	distinguir	rozlišovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
soccer	futbalový	soccer	futbalový	N;SG	ADJ;ANIM;NOM;MASC;SG
soccer	futbalové	soccer	futbalový	N;SG	ADJ;NOM;NEUT;SG
sweet	sladký	sweet	sladký	N	ADJ;ANIM;NOM;MASC;SG
sweet	sladká	sweet	sladký	N	ADJ;NOM;FEM;SG
sweet	sladké	sweet	sladký	N	ADJ;NOM;NEUT;SG
distancias	vzdialenosť	distancia	vzdialenosť	N;FEM;PL	N;NOM;FEM;SG
pensó	mysleli	pensar	myslieť	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
pensó	myšlienka	pensar	myšlienka	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
kenia	keňa	kenia	keň	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
kenia	keni	kenia	keni	N;FEM;SG	
kenia	kenský	kenia	kenský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
allende	allende	allende	allenda	PROPN	N;ANIM;NOM;MASC;SG
joão	joão	joão	joão	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
aníbal	hannibal	aníbal	hannibal	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
defensas	obrana	defensa	obrana	N;PL	N;NOM;FEM;SG
defensas	obhajoba	defensa	obhajoba	N;PL	N;NOM;FEM;SG
orquídeas	orchidea	orquídea	orchidea	N;FEM;PL	N;NOM;FEM;SG
agrega	pridaj	agregar	pridaj	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
agrega	pridania	agregar	pridanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
invitación	pozvať	invitación	pozvať	N;FEM;SG	V;PFV;POS;NFIN
presentando	zavádzanie	presentar	zavádzanie	V;V.MSDR	N;NOM;NEUT;SG
presentando	zavedenie	presentar	zavedenie	V;V.MSDR	N;NOM;NEUT;SG
presentando	zavedení	presentar	zavedenie	V;V.MSDR	N;NOM;NEUT;PL
mágico	magic	mágico	magic	ADJ;MASC;SG	PROPN;NOM;MASC;SG
mágico	čary	mágico	čary	ADJ;MASC;SG	N;NOM;FEM;PL
mágico	mágia	mágico	mágia	ADJ;MASC;SG	N;NOM;FEM;SG
mágico	kúzlo	mágico	kúzlo	ADJ;MASC;SG	N;NOM;NEUT;SG
richter	richter	richter	richter	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
ritual	rituály	ritual	rituál	ADJ;SG	N;INAN;NOM;MASC;PL
ritual	rituál	ritual	rituál	ADJ;SG	N;INAN;NOM;MASC;SG
exclusivo	exkluzívne	exclusivo	exkluzívny	ADJ;MASC;SG	ADV
round	okrúhle	round	okrúhle	N;MASC;SG	ADJ;NOM;NEUT;PL
round	okrúhly	round	okrúhly	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
round	kola	round	kolo	N;MASC;SG	N;NOM;NEUT;PL
pete	pete	pete	pet	PROPN	PROPN;ANIM;NOM;MASC;SG
pete	peta	pete	peto	PROPN	PROPN;ANIM;NOM;MASC;SG
pete	peťo	pete	peťo	PROPN	PROPN;ANIM;NOM;MASC;SG
muerta	mŕtve	muerto	mŕtvy	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
muerta	mŕtvi	muerto	mŕtvy	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL
muerta	dead	muerto	dead	ADJ;FEM;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
ritmos	bije	ritmo	biť	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
nombrar	pomenovanie	nombrar	pomenovanie	V;NFIN	N;NOM;NEUT;SG
bebidas	nápoj	bebida	nápoj	N;FEM;PL	N;INAN;NOM;MASC;SG
bebidas	pije	bebida	piť	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
bebidas	pitie	bebida	pitie	N;FEM;PL	N;NOM;NEUT;SG
stanford	stanford	stanford	stanford	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
tallo	stopky	tallo	stopka	N;MASC;SG	N;NOM;FEM;PL
tallo	kmeňových	tallo	kmeňový	N;MASC;SG	ADJ;GEN;MASC;PL
tallo	kmeňové	tallo	kmeňový	N;MASC;SG	ADJ;NOM;NEUT;SG
newton	newton	newton	newton	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
dell	dell	dell	dell	N	
expuesto	prejavila	expuesto	prejaviť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
ion	iónov	ion	ión	N;MASC;SG	N;INAN;GEN;MASC;PL
incapaz	nedá	incapaz	dať	ADJ;SG	V;IPFV;IND;SG;3;NEG;PRS;FIN
aparatos	prístroj	aparato	prístroj	N;MASC;PL	N;INAN;NOM;MASC;SG
leon	leon	leer	leon	N	PROPN;ANIM;NOM;MASC;SG
greg	grega	greg	grega	PROPN	PROPN;ANIM;NOM;MASC;SG
greg	greg	greg	greg	PROPN	PROPN;ANIM;NOM;MASC;SG
arañas	pavúk	araña	pavúk	N;FEM;PL	N;ANIM;NOM;MASC;SG
arañas	pavúka	araña	pavúk	N;FEM;PL	N;ANIM;ACC;MASC;SG
arañas	spider	araña	spider	N;FEM;PL	N;INAN;NOM;MASC;SG
bush	bush	bush	bush	PROPN	PROPN;ANIM;NOM;MASC;SG
bush	busha	bush	busha	PROPN	N;ANIM;ACC;MASC;SG
automática	automaticky	automático	automaticky	ADJ;FEM;SG	ADV
monje	mníchov	monje	mních	N;MASC;SG	N;ANIM;ACC;MASC;PL
monje	mnísi	monje	mnísi	N;MASC;SG	N;ANIM;NOM;MASC;PL
químicas	chemické	químico	chemický	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
químicas	chemická	químico	chemický	ADJ;FEM;PL	ADJ;NOM;FEM;SG
químicas	chemickej	químico	chemický	ADJ;FEM;PL	ADJ;GEN;FEM;SG
químicas	chemický	químico	chemický	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
anales	análny	anales	análny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
claustro	fakulty	claustro	fakulta	N;MASC;SG	N;NOM;FEM;PL
choque	clash	choque	clash	N;MASC;SG	
azerbaiyán	azerbajdžan	azerbaiyán	azerbajdžan	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
comprender	chápanie	comprender	chápanie	V;NFIN	N;NOM;NEUT;SG
comprender	pochopenie	comprender	pochopenie	V;NFIN	N;NOM;NEUT;SG
comprender	porozumenie	comprender	porozumenie	V;NFIN	N;NOM;NEUT;SG
legislativa	legislatívne	legislativo	legislatívny	ADJ;FEM;SG	ADJ;NOM;NEUT;PL
auditorio	diváci	auditorio	divák	N;MASC;SG	N;ANIM;NOM;MASC;PL
hablado	prehovoril	hablar	prehovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
hablado	hovoril	hablar	hovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
hablado	hovoril	hablar	hovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
hablado	rozprával	hablar	rozprávať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
hablado	hovorili	hablar	hovoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
hablado	rozprávali	hablar	rozprávať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
entierro	pochovať	entierro	pochovať	N;MASC;SG	V;PFV;POS;NFIN
interesado	zaujíma	interesado	zaujímať	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
interesado	zaujem	interesado	zaujať	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
interesado	záujem	interesado	záujem	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
claves	kľúčová	clave	kľúčový	N;FEM;PL	ADJ;NOM;FEM;SG
claves	kľúč	clave	kľúč	N;FEM;PL	N;INAN;NOM;MASC;SG
claves	kľúčové	clave	kľúčový	N;FEM;PL	ADJ;NOM;NEUT;SG
luke	luke	luke	luka	N	PROPN;ANIM;NOM;MASC;SG
remo	veslo	remo	veslo		N;NOM;NEUT;SG
remo	remo	remo	remo		PROPN;ANIM;NOM;MASC;SG
computadoras	počítačová	computador	počítačový	N;FEM;PL	ADJ;NOM;FEM;SG
computadoras	počítač	computador	počítač	N;FEM;PL	N;INAN;NOM;MASC;SG
computadoras	počítačom	computador	počítač	N;FEM;PL	N;INAN;INS;MASC;SG
computadoras	počítača	computador	počítač	N;FEM;PL	N;INAN;GEN;MASC;SG
sacrificio	obetovať	sacrificio	obetovať	N;MASC;SG	V;IPFV;POS;NFIN
intenciones	zámer	intención	zámer	N;FEM;PL	N;INAN;NOM;MASC;SG
intenciones	úmysel	intención	úmysel	N;FEM;PL	N;INAN;NOM;MASC;SG
promesa	sľubujem	promesa	sľubovať	N;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
ejecutados	vykonaný	ejecutado	vykonaný	ADJ;MASC;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
ejecutados	popravený	ejecutado	popravený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ejecutados	vykonané	ejecutado	vykonaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ejecutados	vykonávané	ejecutado	vykonávaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ejecutados	vykonaná	ejecutado	vykonaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
todd	todd	todd	todd	PROPN	PROPN;ANIM;NOM;MASC;SG
consultar	konzultácia	consultar	konzultácia	V;NFIN	N;NOM;FEM;SG
consultar	dotaz	consultar	dotaz	V;NFIN	N;INAN;NOM;MASC;SG
cilindros	valec	cilindro	valec	N;MASC;PL	N;INAN;NOM;MASC;SG
cilindros	valca	cilindro	valca	N;MASC;PL	N;INAN;GEN;MASC;SG
walt	walt	walt	walt	PROPN	PROPN;ANIM;NOM;MASC;SG
raro	vzácne	raro	vzácne	ADJ;MASC;SG	ADV
baterías	batéria	batería	batérium	N;FEM;PL	N;NOM;FEM;SG
baterías	baterka	batería	baterka	N;FEM;PL	N;NOM;FEM;SG
abuso	zneužitia	abuso	zneužitie	N;MASC;SG	N;NOM;NEUT;PL
intersección	križovatky	intersección	križovatka	N;FEM;SG	N;NOM;FEM;PL
aumentando	zvyšovanie	aumentar	zvyšovanie	V;V.MSDR	N;NOM;NEUT;SG
stuart	stuart	stuar	stuart	PROPN	PROPN;ANIM;NOM;MASC;SG
