den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
franche	франш	franche	франш	N;NOM;INDF;MASC+FEM;SG	
hubei	хубей	hubei	хубе	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
jansson	янссон	jansson	янссон	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
bildat	оформлено	bilda	оформілий	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;FIN
bildat	сформовано	bilda	сформовано	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;FIN
mästerskap	чемпіонський	mästerskap	чемпіонський	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
moon	місяця	moon	місяць	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
moon	мун	moon	мун	N;NOM;INDF;MASC+FEM;SG	
moon	місячні	moon	місячний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
img	img	img	img	PROPN;NOM	
grav	господній	grav	господній	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grav	могили	grav	могила	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
grav	могили	grav	могила	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
grav	могилу	grav	могила	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
wiki	вікі	wiki	вік	N;NOM;INDF;MASC+FEM;SG	
herre	господа	gärra	господа	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
herre	лорд	gärra	лорд	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
lagar	законів	lag	закон	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
kontor	заклади	kontor	заклад	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
kontor	office	kontor	office	N;NOM;INDF;NEUT;SG	
alternativt	альтернатива	alternativ	альтернатива	ADV	N;INAN;NOM;FEM;SG
alternativt	варіант	alternativ	варіант	ADV	N;INAN;NOM;MASC;SG
alternativt	альтернативне	alternativ	альтернативний	ADV	ADJ;NOM;NEUT;SG
alternativt	альтернативні	alternativ	альтернативний	ADV	ADJ;NOM;PL
alternativt	альтернативна	alternativ	альтернативний	ADV	ADJ;NOM;FEM;SG
alternativt	альтернативний	alternativ	альтернативний	ADV	ADJ;NOM;MASC;SG
alternativt	альтернативне	alternativ	альтернативний	ADV	ADJ;NOM;NEUT;SG
alternativt	альтернативний	alternativ	альтернативний	ADV	ADJ;NOM;MASC;SG
sekunder	сек	sekund	сек	N;NOM;INDF;MASC+FEM;PL	
sekunder	секундах	sekund	секунда	N;NOM;INDF;MASC+FEM;PL	N;INAN;ESS;MASC;PL
sekunder	секунд	sekund	секунда	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
run	запускати	run	запускати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
run	запустити	run	запустити	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
run	run	run	run	N;NOM;INDF;MASC+FEM;SG	
run	виконати	run	виконати	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
frankfurt	франкфурт	frankfurt	франкфурт	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
teknisk	технічні	teknisk	технічний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
tillfälligt	тимчасове	tillfällig	тимчасовий	ADV	ADJ;NOM;NEUT;SG
tillfälligt	тимчасові	tillfällig	тимчасовий	ADV	ADJ;NOM;PL
tillfälligt	тимчасова	tillfällig	тимчасовий	ADV	ADJ;NOM;FEM;SG
tillfälligt	тимчасовий	tillfällig	тимчасовий	ADV	ADJ;NOM;MASC;SG
champions	чемпіони	champions	чемпіон	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
perry	перрі	perry	перра	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
lotus	lotus	lotus	lotus	N;NOM;INDF;MASC+FEM;SG	
utgivna	видала	utge	видати	ADJ;NOM;PL;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
utgivna	виданий	utge	виданий	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
utgivna	випущено	utge	випустити	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;FIN
brun	браун	brun	брауна	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
brun	коричневі	brun	коричнівий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
brun	brown	brun	brown	N;NOM;INDF;MASC+FEM;SG	
brun	коричневий	brun	коричневий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
clarke	кларк	clark	кларка	PROPN;NOM	
equatoria	екваторія	equatoria	екваторія	PROPN;NOM	N;INAN;NOM;FEM;SG
playstation	playstation	playstation	playstation	N;NOM;INDF;MASC+FEM;SG	
für	für	für	für	N;NOM;INDF;NEUT;SG	
becker	беккер	becka	беккер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
lärde	навчили	lära	навчити	V;IMP;FIN;ACT	V;PFV;IND;PL;PST;FIN
lärde	вчили	lära	вчити	V;IMP;FIN;ACT	V;IPFV;IND;PL;PST;FIN
lärde	навчила	lära	навчити	V;IMP;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
lärde	викладав	lära	викладати	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
lärde	навчив	lära	навчити	V;IMP;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN
utvecklats	розроблений	utveckla	розроблений	V;V.CVB;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
manuel	мануель	manuel	мануель	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
påven	папи	påv	папа	N;NOM;DEF;MASC+FEM;SG	PROPN;ANIM;ACC;MASC;SG
grundad	заснував	grunda	заснувати	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
grundad	засновано	grunda	засновати	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
frederik	фредерік	frederik	фредерік	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
tiderna	таймс	tid	таймс	N;NOM;DEF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
tiderna	час	tid	час	N;NOM;DEF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
tiderna	times	tid	times	N;NOM;DEF;MASC+FEM;PL	
rötter	коріння	rött	коріння	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
cross	крос	cross	крос	N;NOM;INDF;MASC+FEM;SG	
modeller	models	modell	models	N;NOM;INDF;MASC+FEM;PL	
modeller	моделей	modell	модель	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
peña	пенья	peña	пенья	PROPN;NOM	
elev	зіниці	elev	зіниця	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
elev	студентська	elev	студентський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
leeds	leeds	leda	leeds	PROPN;NOM	
times	таймс	tim	таймс	PROPN;NOM	N;INAN;NOM;MASC;SG
times	час	tim	час	PROPN;NOM	N;INAN;NOM;MASC;SG
times	часи	tim	час	PROPN;NOM	N;INAN;NOM;MASC;PL
times	times	tim	times	PROPN;NOM	
tävlar	конкуруючих	tävla	конкуруючий	V;IND;PRS;FIN;ACT	ADJ;IPFV;ACC;PL;PRS;V.PTCP;ACT
jakt	полювати	jakt	полювати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
christer	крістер	christ	крістер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
meyer	меєр	meyer	меяти	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
meyer	маєр	meyer	мати	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
drar	синдромом	dra	синдром	V;IND;PRS;FIN;ACT	N;INAN;INS;MASC;SG
drar	локшину	dra	локшина	V;IND;PRS;FIN;ACT	N;INAN;ACC;FEM;SG
vancouver	ванкувер	vancouver	ванкувер	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
burma	бірманська	burma	бірманський	PROPN;NOM	ADJ;NOM;FEM;SG
burma	бірмі	burma	бірма	PROPN;NOM	N;INAN;DAT;FEM;SG
preussen	пруссія	preuss	пруссія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
personal	персоналу	personal	персонал	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
sjukdomar	хвороб	sjukdom	хвороб	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
sjukdomar	захворювань	sjukdom	захворювання	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;NEUT;PL
sjukdomar	захворювання	sjukdom	захворювання	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
sjukdomar	хвороба	sjukdom	хвороба	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
sjukdomar	захворювання	sjukdom	захворювання	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
plus	плюс	plus	плюс	ADV	
plus	plus	plus	plus	ADV	
civila	цивільно	civil	цивільно	ADJ;NOM;PL	ADV
civila	цивільний	civil	цивільний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
civila	громадянська	civil	громадянський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
civila	цивільних	civil	цивільний	ADJ;NOM;PL	ADJ;ACC;PL
civila	цивільний	civil	цивільний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
civila	цивільних	civil	цивільний	ADJ;NOM;PL	ADJ;ACC;PL
amsterdam	амстердам	amsterdam	амстерд	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
morris	морріс	morris	морріс	PROPN;NOM	
intresserad	цікавиться	intresserad	цікавитися	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
intresserad	зацікавило	intresserad	зацікавити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN
intresserad	цікаво	intresserad	цікаво	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADV
intresserad	цікавить	intresserad	цікавити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
intresserad	цікавляться	intresserad	цікавитися	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
guadeloupe	гваделупи	guadeloupe	гваделуп	PROPN;NOM	N;INAN;NOM;FEM;PL
kommunistiska	комуністичний	kommunistisk	комуністичний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
kommunistiska	комуністична	kommunistisk	комуністичний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
news	новини	news	новина	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
guy	гай	guy	гай	PROPN;NOM	N;ANIM;NOM;MASC;SG
guy	гі	guy	гі	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
guy	хлопець	guy	хлопець	PROPN;NOM	N;ANIM;NOM;MASC;SG
tbilisi	тбілісі	tbilisi	тбіліс	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
merrill	меррілл	merrill	меррілл	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
finna	пошук	finna	пошук	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
finna	find	finna	find	V;IMP;FIN;ACT	
wayne	вейн	wayne	вейна	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
ukrainska	україна	ukrainsk	україна	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
ukrainska	україні	ukrainsk	україна	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;DAT;FEM;SG
ukrainska	український	ukrainsk	український	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ukrainska	українська	ukrainsk	український	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fraser	фразами	fras	фраза	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
fraser	виразів	fras	вираз	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
fraser	фраз	fras	фраз	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
fraser	фрейзер	fras	фрейзер	N;NOM;INDF;MASC+FEM;PL	PROPN;INAN;NOM;MASC;SG
diospyros	хурма	diospyros	хурма	V;FIN;PASS	N;INAN;NOM;FEM;SG
polis	коп	polis	коп	N;NOM;INDF;MASC+FEM;SG	
polis	поліцейський	polis	поліцейський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
hårda	hard	hård	hard	ADJ;NOM;PL	
hårda	тяжко	hård	тяжко	ADJ;NOM;PL	ADV
hårda	важкий	hård	важкий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
hårda	складна	hård	складний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
hårda	важка	hård	важка	ADJ;NOM;PL	ADJ;NOM;FEM;SG
hårda	жорсткий	hård	жорсткий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
hårda	круті	hård	круть	ADJ;NOM;PL	N;INAN;NOM;MASC;PL
hårda	примхи	hård	примха	ADJ;NOM;PL	N;INAN;NOM;FEM;PL
hårda	суворий	hård	суворий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tillbringade	витрачений	tillbringad	витрачений	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
tillverkas	виготовлена	tillverka	виготовлений	V;IND;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
rakt	чесні	rak	чесний	ADV	ADJ;NOM;PL
rakt	стріт	rak	стріт	ADV	
rakt	прямі	rak	прямий	ADV	ADJ;NOM;PL
rakt	відверта	rak	відвертий	ADV	N;INAN;NOM;FEM;SG
annorlunda	different	annorlunda	different	ADV	
annorlunda	інше	annorlunda	інший	ADV	DET;NOM;NEUT;SG
annorlunda	різні	annorlunda	різний	ADV	ADJ;NOM;PL
annorlunda	різних	annorlunda	різний	ADV	ADJ;ACC;PL
annorlunda	відмінні	annorlunda	відмінний	ADV	ADJ;NOM;PL
bates	бейтс	bate	бейтс	PROPN;NOM	
svår	суворі	svår	сувор	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
svår	важко	svår	важко	ADJ;NOM;INDF;MASC+FEM;SG	ADV
svår	складно	svår	складно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
freden	миру	fred	мир	N;NOM;DEF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
torget	квадратний	torg	квадратний	N;NOM;DEF;NEUT;SG	ADJ;NOM;MASC;SG
steklar	перетинчастокрилі	stekla	перетинчастокритий	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;PL
disney	дісней	disney	дісня	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
disney	disney	disney	disney	N;NOM;INDF;MASC+FEM;SG	
nick	нік	nick	нік	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
fame	славу	fam	слава	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
fame	слави	fam	слава	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
chapman	чепмен	chapman	чепмен	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
starta	старт	starta	старт	V;IMP;NFIN;ACT	N;INAN;NOM;MASC;SG
starta	початок	starta	початок	V;IMP;NFIN;ACT	N;INAN;NOM;MASC;SG
starta	запуск	starta	запуск	V;IMP;NFIN;ACT	N;INAN;NOM;MASC;SG
ökad	зросли	öka	зрости	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
ökad	збільшили	öka	збільшити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
edmond	едмон	edmond	едмон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
diskutera	обговоримо	diskutera	обговорити	V;IMP;FIN;ACT	V;PFV;IND;PL;1;FUT;FIN
diskutera	обговорення	diskutera	обговорення	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
jul	новорічний	jul	новорічний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
jul	august	jul	august	N;NOM;INDF;MASC+FEM;SG	
andy	енді	andy	енді	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
representerad	представлено	representera	представити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
hollywood	голлівуд	hollywood	голлівуд	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
hollywood	hollywood	hollywood	hollywood	N;NOM;INDF;MASC+FEM;SG	
ställen	місць	ställe	місце	N;NOM;INDF;NEUT;PL	N;INAN;GEN;NEUT;PL
leipzig	лейпциг	leipzig	лейпциг	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
kevin	кевін	kevin	кевін	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
dalton	далтон	dalton	далтон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
online	онлайн	online	онлайн	N;NOM;INDF;NEUT;SG	
online	online	online	online	N;NOM;INDF;NEUT;SG	
stjärna	зірочки	stjärna	зірочка	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
stjärna	зоряні	stjärna	зоряний	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
duck	качки	duck	качка	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
gerhard	герхард	gerhard	герхард	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
utföra	виконують	utföra	виконувати	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
minskade	зменшено	minska	зменшити	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;FIN
minskade	зведена	minska	зведений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
tegel	блоки	tegel	блок	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
tegel	цеглу	tegel	цегла	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
barbara	барбара	barbar	барбар	PROPN;NOM	N;ANIM;NOM;FEM;SG
huruvida	чи	huruvida	чи	ADV	PART
linda	лінда	linda	лінд	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
utmärkt	відмінно	utmärkt	відмінно	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
upptäckt	виявлення	upptäcka	виявлення	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
upptäckt	виявив	upptäcka	виявити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
upptäckt	виявили	upptäcka	виявити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
upptäckt	відкрив	upptäcka	відкрити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
upptäckt	виявлені	upptäcka	виявлений	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
upptäckt	виявлено	upptäcka	виявити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;FIN
upptäckt	відкриття	upptäcka	відкриття	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
upptäckt	знахідка	upptäcka	знахідка	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INAN;NOM;FEM;SG
idé	idea	idé	idea	N;NOM;INDF;MASC+FEM;SG	
idé	ідею	idé	ідея	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
erica	еріка	eric	еріка	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
marc	марк	marc	марк	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
tor	tor	tor	tor	PROPN;NOM	
tor	тор	tor	тор	PROPN;NOM	
målade	малюють	måla	малювати	V;PST;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN
planerade	запланована	planera	запланований	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
planerade	заплановано	planera	заплановати	ADJ;NOM;PL;PST;V.PTCP	V;PFV;IND;0;FIN
planerade	запланований	planera	запланований	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
planerade	заплановане	planera	запланований	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
majoritet	більшістю	majoritet	більшість	N;NOM;INDF;MASC+FEM;SG	N;INAN;INS;FEM;SG
säkerhet	безпеки	säkerhet	безпека	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
säkerhet	security	säkerhet	security	N;NOM;INDF;MASC+FEM;SG	
xii	xii	xii	xii	PROPN;NOM	
äventyr	пригодницький	äventyr	пригодницький	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
äventyr	adventure	äventyr	adventure	N;NOM;INDF;NEUT;SG	
äventyr	пригоди	äventyr	пригода	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
äventyr	пригоди	äventyr	пригода	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
scb	scb	scb	scb	N;NOM;INDF;MASC+FEM;SG	
fader	батька	far	батько	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
fader	батьку	far	батько	N;NOM;INDF;MASC+FEM;SG	N;ANIM;VOC;MASC;SG
heat	теплом	heat	тепло	N;NOM;INDF;NEUT;SG	N;INAN;INS;NEUT;SG
amerikanskt	американець	amerikansk	американець	ADJ;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;SG
amerikanskt	американські	amerikansk	американський	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
amerikanskt	американської	amerikansk	американський	ADJ;NOM;INDF;NEUT;SG	ADJ;GEN;FEM;SG
potter	гончар	pott	гончар	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
potter	поттер	pott	поттер	N;NOM;INDF;MASC+FEM;SG	
ryan	раян	ryan	раян	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
hopp	стрибати	hopp	стрибати	N;NOM;INDF;NEUT;SG	V;IPFV;NFIN
hopp	перейти	hopp	перейти	N;NOM;INDF;NEUT;SG	V;PFV;NFIN
hopp	сподівань	hopp	сподівання	N;NOM;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
hopp	сподівається	hopp	сподіватися	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
hopp	надії	hopp	надія	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
hopp	надії	hopp	надія	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
hopp	надіюсь	hopp	надіясь	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN
light	світле	ligga	світлий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
light	light	ligga	light	N;NOM;INDF;MASC+FEM;SG	
light	світлий	ligga	світлий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
pappa	батька	pappa	батько	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
pappa	батьку	pappa	батько	N;NOM;INDF;MASC+FEM;SG	N;ANIM;VOC;MASC;SG
harrison	гаррісон	harrison	гаррісон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
påverkar	вплине	påverka	вплина	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
jensen	дженсен	jens	дженсен	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
niklas	ніклас	nikla	ніклас	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
blandning	змішували	blandning	змішувати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;PL;PST;FIN
blandning	суміші	blandning	суміш	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
blandning	змішати	blandning	змішати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
skrift	писати	skrift	писати	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN
skrift	запису	skrift	запис	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG
hittades	знайдені	hitta	знайдений	V;IND;PST;FIN;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
nyligen	недавні	nyligen	недавний	ADV	ADJ;NOM;PL
nyligen	нещодавні	nyligen	нещодавні	ADV	ADJ;NOM;PL
jonathan	джонатан	jonathan	джонатан	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
slår	ритми	slå	ритм	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
slår	доль	slå	доль	V;IND;PRS;FIN;ACT	N;INAN;GEN;FEM;PL
tak	стелі	tak	стеля	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
tak	забороненого	tak	заборонений	N;NOM;INDF;NEUT;SG	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
tak	дахи	tak	дах	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
tak	склепіннях	tak	склепіння	N;NOM;INDF;NEUT;SG	N;INAN;ESS;NEUT;PL
tak	tak	tak	tak	N;NOM;INDF;NEUT;SG	
japonica	japonica	japonic	japonica	N;NOM;INDF;MASC+FEM;SG	
huvudsakliga	головний	huvudsaklig	головний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
huvudsakliga	основне	huvudsaklig	основний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
huvudsakliga	головна	huvudsaklig	головний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
huvudsakliga	головне	huvudsaklig	головне	ADJ;NOM;PL	N;INAN;NOM;NEUT;SG
huvudsakliga	капітал	huvudsaklig	капітал	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
lyckats	успішне	lyckats	успішний	V;V.CVB;PASS	ADJ;NOM;NEUT;SG
kamp	battle	kamp	battle	N;NOM;INDF;MASC+FEM;SG	
kamp	боротьби	kamp	боротьба	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;PL
kamp	combat	kamp	combat	N;NOM;INDF;MASC+FEM;SG	
kamp	бійця	kamp	бійце	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
kamp	бойове	kamp	бойовий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kamp	fight	kamp	fight	N;NOM;INDF;MASC+FEM;SG	
vart	звідки	var	звідки	N;NOM;INDF;NEUT;SG	ADV
