diana	diana	dian	dian		N;INDF;FEM;SG
yıkılmış	knust	yık	knuse	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
yıkılmış	ødela	yık	ødele	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;DEF;NEUT;SG
yıkılmış	revet	yık	rev	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC;SG
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	N;INDF;MASC;SG
rehber	veiledningen	rehber	veiledning		N;DEF;MASC;SG
rehber	veiledning	rehber	veiledning		N;INDF;FEM;SG
rehber	guide	rehber	guide		N;INDF;MASC;SG
rehber	veiviser	rehber	veivis		N;INDF;FEM;SG
birleştirme	sammenslåingen	birleş	sammenslåing	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;DEF;MASC;SG
birleştirme	sammenslåing	birleş	sammenslåing	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
birleştirme	sammenslåingen	birleş	sammenslåing	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;DEF;MASC;SG
birleştirme	sammenslåing	birleş	sammenslåing	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
sonuncu	siste	sonuncu	sist		ADJ;DEF;SG
sonuncu	sist	sonuncu	sist		ADV
gişe	bomstasjon	gişe	bomstasjon		N;INDF;MASC;SG
jesus	jesús	jesus	jesús		N;INDF;MASC;SG
marksizm	marxisme	marksizm	marxisme		N;INDF;MASC;SG
calcio	calcio	calcio	calcio	PROPN;NOM;SG;3	N;INDF;MASC;SG
interwiki	interwiki	interwiki	interwiki		N;INDF;MASC;SG
uzatma	utvidelse	uza	utvidelse	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC;SG
uzatma	forlengelse	uza	forlengelse	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC;SG
uzatma	extension	uza	extension	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
çalma	avspilling	çal	avspilling		N;INDF;FEM;SG
çalma	stjele	çal	stjele		N;INDF;MASC;SG
çalma	stjeling	çal	stjeling		N;INDF;FEM;SG
koza	kokongen	koza	kokonge		N;DEF;MASC;SG
geliri	utbyttet	gel	utbytt		N;DEF;NEUT;SG
tamer	temmer	tamer	temme		N;INDF;MASC;SG
kısımlar	seksjon	kısım	seksjon	N;NOM;PL;3	N;INDF;MASC;SG
kısımlar	seksjoner	kısım	seksjon	N;NOM;PL;3	N;INDF;MASC;SG
kazanç	gevinst	kazanç	gevinst	N;NOM;SG;3	ADJ;INDF;NEUT;SG
kazanç	inntekter	kazanç	inntekt	N;NOM;SG;3	N;INDF;FEM;PL
hardy	hardy	hardy	hardy		N;INDF;MASC;SG
kel	kel	kel	kel		N;INDF;MASC;SG
yaratık	beist	yarat	beise		ADJ;INDF;NEUT;SG
yaratık	beast	yarat	be		N;INDF;MASC;SG
yaratık	beistet	yarat	beist		N;DEF;NEUT;SG
yaratık	udyr	yarat	udyr		N;INDF;MASC;SG
yaratık	alien	yarat	ali		N;INDF;MASC;SG
yaratık	romvesen	yarat	romvesen		N;INDF;NEUT;SG
yaratık	vesen	yarat	vesen		N;INDF;NEUT;SG
yaratık	skapning	yarat	skapning		N;INDF;MASC;SG
botanik	botanisk	botanik	botanisk	N;NOM;SG;3	ADJ;INDF;NEUT;SG
tardis	tardis	tardis	tardis		N;INDF;MASC;SG
alessandro	alessandro	alessandro	alessandro		N;INDF;MASC;SG
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	N;INDF;MASC;SG
auguste	auguste	auguste	august		ADJ;PL
theodore	theodore	theodore	theodore		N;INDF;MASC;SG
theodore	reodor	theodore	reodor		N;INDF;MASC;SG
gidiyor	going	git	going	V;PROG;IND;SG;3;POS;INFM;PRS	N;INDF;MASC;SG
gidiyor	forlater	git	forlate	V;PROG;IND;SG;3;POS;INFM;PRS	N;INDF;FEM;PL
önlemler	forholdsregler	önlem	forholdsregle	ADJ;NOM;PL;3	N;INDF;FEM;PL
önlemler	tiltak	önlem	tiltak	ADJ;NOM;PL;3	N;INDF;NEUT;PL
clarke	clarke	clarke	clarke	PROPN;NOM;SG;3	N;INDF;MASC;SG
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	N;INDF;MASC;SG
barra	barra	barra	barra	PROPN;NOM;SG;3	N;DEF;NEUT;SG
öncelik	prioritert	öncelik	prioritere	N;NOM;SG;3	ADJ;INDF;SG;V.PTCP
neill	neill	neill	neill		N;INDF;MASC;SG
fernández	fernández	fern	fernández	PROPN;NOM;SG;3	N;DEF;MASC;SG
goya	goya	goy	goy		N;DEF;FEM;SG
editor	redaktør	et	redaktør		N;INDF;MASC;SG
editor	editor	et	editor		N;INDF;MASC;SG
makul	rimelig	makul	rimelig		ADJ;INDF;NEUT;SG
makul	rimelige	makul	rimelig		ADJ;PL
makul	fornuftig	makul	fornuftig		ADJ;INDF;NEUT;SG
css	css	css	cs		N;INDF;NEUT;SG
sanayii	industri	sanayii	industri		N;INDF;MASC;SG
sanayii	bransje	sanayii	bransje		N;INDF;MASC;SG
sanayii	industrielle	sanayii	industriell		ADJ;PL
duff	duff	duff	duff		N;INDF;MASC;SG
jackie	jackie	jackie	jackie		N;INDF;MASC;SG
tropik	tropisk	tropik	tropisk		ADJ;INDF;NEUT;SG
tropik	tropic	tropik	tropic		N;INDF;MASC;SG
komünizm	kommunisme	komün	kommunisme		N;INDF;MASC;SG
komünizm	kommunismen	komün	kommunisme		N;DEF;MASC;SG
varlıklı	rike	varlıklı	rik		ADJ;PL
varlıklı	rik	varlıklı	rik		ADJ;INDF;SG
varlıklı	velstående	varlıklı	velstående		N;INDF;MASC;SG
buffalo	bøfler	buffalo	bøfle	PROPN;NOM;SG;3	N;INDF;FEM;PL
buffalo	bøffel	buffalo	bøffel	PROPN;NOM;SG;3	N;INDF;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	N;INDF;NEUT;SG
sahneler	landskapet	sahne	landskap	N;NOM;PL;3	N;DEF;NEUT;SG
habsburg	habsburg	habsburg	habsburg	PROPN;NOM;SG;3	N;INDF;MASC;SG
funk	funk	funk	funk		N;INDF;MASC;SG
uygulanabilir	relevant	uygula	relevant	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;NEUT;SG
uygulanabilir	aktuelt	uygula	aktuell	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;NEUT;SG
iddialar	påstår	iddia	påstå	N;NOM;PL;3	V;IND;PRS;FIN
iddialar	hevder	iddia	hevde	N;NOM;PL;3	V;IND;PRS;FIN
iddialar	påstander	iddia	påstand	N;NOM;PL;3	N;INDF;FEM;SG
iddialar	påstander	iddia	påstand	N;NOM;PL;3	N;INDF;FEM;SG
yasaklandı	forbudte	yasakla	forbude		ADJ;PL;V.PTCP
yasaklandı	bannlyst	yasakla	bannlyse		ADJ;INDF;SG;V.PTCP
yasaklandı	utestengt	yasakla	utestengje		ADJ;INDF;NEUT;SG
yasaklandı	forbudt	yasakla	forbude		ADJ;INDF;NEUT;SG
yasaklandı	forbød	yasakla	forbød		N;INDF;MASC;SG
yasaklandı	forbudt	yasakla	forbude		ADJ;INDF;NEUT;SG
knicks	knicks	knicks	knicks		N;INDF;MASC;SG
altta	under	altta	under		ADP
altta	nederst	altta	nederst		N;INDF;MASC;SG
altta	bottom	altta	bottom		N;INDF;MASC;SG
altta	bunnen	altta	bunn		N;DEF;MASC;SG
altta	bunn	altta	bunne		N;INDF;MASC;SG
eczacılık	farmasøytisk	eczacılık	farmasøytisk	N;NOM;SG;3	ADJ;INDF;NEUT;SG
eczacılık	legemidler	eczacılık	legemiddel	N;NOM;SG;3	N;INDF;FEM;PL
discogs	discogs	discogs	discogs		N;INDF;MASC;SG
havayolları	flyselskaper	havayol	flyselskap	N;NOM;PL;3	N;INDF;NEUT;SG
havayolları	airlines	havayol	airlines	N;NOM;PL;3	N;INDF;NEUT;SG
havayolları	flyselskap	havayol	flyselskap	N;NOM;PL;3	N;INDF;NEUT;SG
kullanın	bruk	kullan	bruk	V;PFV;IMP;PL;2;POS;PRS	N;INDF;MASC;SG
kullanın	bruken	kullan	bruk	V;PFV;IMP;PL;2;POS;PRS	N;DEF;MASC;SG
kalbi	heart	kalbi	hear	ADJ;NOM;SG;3	N
kalbi	hjerte	kalbi	hjerte	ADJ;NOM;SG;3	N;INDF;NEUT;SG
kalbi	hjertet	kalbi	hjerte	ADJ;NOM;SG;3	N;DEF;NEUT;SG
malik	malik	malik	malik		N;INDF;MASC;SG
kupalar	krus	kupa	krus	N;NOM;PL;3	N;INDF;NEUT;SG
andorra	andorra	andorra	andorre	PROPN;NOM;SG;3	N;INDF;FEM;SG
andorra	andorras	andorra	andorras	PROPN;NOM;SG;3	N;INDF;MASC;SG
eflak	valakia	eflak	valakia		N;DEF;FEM;SG
seyrek	sjelden	seyrek	sjelden		ADJ;INDF;SG
seyrek	sjeldent	seyrek	sjeldent		N;INDF;MASC;SG
seyrek	skjelden	seyrek	skjeld		N;DEF;MASC;SG
seyrek	sjelden	seyrek	sjelden		ADJ;INDF;SG
seyrek	sjeldent	seyrek	sjeldent		N;INDF;MASC;SG
seyrek	sjeldne	seyrek	sjeldan		ADJ;PL
seyrek	sparsom	seyrek	sparsom		N;INDF;MASC;SG
tecavüz	voldtekt	tecavüz	voldtekt		N;INDF;FEM;SG
tecavüz	voldtatt	tecavüz	voldtatt		N;INDF;FEM;SG
tecavüz	voldtok	tecavüz	voldta		N;INDF;MASC;SG
vazgeçilmez	uunnværlig	vazgeç	uunnværlig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
rich	rikt	rich	rik		ADJ;INDF;NEUT;SG
rich	rike	rich	rik		ADJ;PL
rich	rik	rich	rik		ADJ;INDF;SG
rich	rich	rich	rich		N
defne	laurel	defne	laurel		N;INDF;MASC;SG
defne	helan	defne	helan		N;INDF;MASC;SG
defne	bukt	defne	bukt		N;INDF;FEM;SG
defne	bay	defne	bay		N;INDF;FEM;SG
konuşur	snakker	konuş	snakke		V;IND;PRS;FIN
konuşur	taler	konuş	tale		V;IND;PRS;FIN
afgan	afghansk	afgan	afghansk		N;INDF;MASC;SG
afgan	afghanske	afgan	afghansk		ADJ;PL
afgan	afghansk	afgan	afghansk		N;INDF;MASC;SG
afgan	afghanere	afgan	afghanere		V;NFIN
dino	dino	dino	dino		N;INDF;MASC
phillips	phillips	phillips	phillips	PROPN;NOM;SG;3	N;INDF;MASC;SG
bask	baskisk	bask	baskisk		ADJ;INDF;NEUT;SG
tablolar	bord	tablo	bord	N;NOM;PL;3	N;INDF;NEUT;SG
jamaika	jamaica	jamaika	jamaica	PROPN;NOM;SG;3	N
jamaika	jamaicanske	jamaika	jamaicansk	PROPN;NOM;SG;3	ADJ;PL
otorite	autoritet	otorite	autoritet		N;INDF;MASC;SG
otorite	fullmakt	otorite	fullmakt		N;INDF;FEM;SG
otorite	authority	otorite	authority		N;INDF;NEUT;SG
otorite	myndighet	otorite	myndighet		N;INDF;FEM;SG
hindu	hindu	hin	hindu		N;INDF;MASC;SG
hindu	hinduer	hin	hinduer		N;INDF;MASC;SG
hindu	hinduer	hin	hinduer		N;INDF;MASC;SG
butler	butler	butle	butle		N;INDF;MASC;SG
butler	hovmester	butle	hovmester		N;INDF;MASC;SG
tarihler	dato	tarih	dato	N;NOM;PL;3	N;INDF;MASC;SG
tarihler	stevnemøter	tarih	stevnemøte	N;NOM;PL;3	N;INDF;NEUT;SG
opus	opus	opus	opus		N;INDF;MASC;SG
floyd	floyd	floyd	floyd		N;INDF;NEUT;SG
angelo	angelo	angelo	angelo		N;INDF;MASC;SG
bulvarı	blvd	bulvar	blve		N;INDF;MASC;SG
bulvarı	boulevard	bulvar	boulevard		N;INDF;MASC;SG
bulvarı	avenue	bulvar	avenue		N;INDF;MASC;SG
verdy	verdy	ver	verdy		N;INDF;NEUT;SG
enfeksiyon	infeksjoner	enfeksiyon	infeksjon		N;INDF;MASC;SG
enfeksiyon	infeksjon	enfeksiyon	infeksjon		N;INDF;MASC;SG
lucy	lucy	lucy	lucy		N;INDF;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG;3	N;INDF;MASC;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N;INDF;MASC;SG
çoktan	allerede	çok	allerede	ADJ;AT+ABL;SG;3	ADV
çoktan	allereie	çok	allereie	ADJ;AT+ABL;SG;3	ADV
düğüm	node	düğüm	node		N;INDF;MASC;SG
düğüm	noden	düğüm	node		N;INDF;MASC;SG
düğüm	knop	düğüm	knop		N;INDF;MASC;SG
düğüm	knuter	düğüm	knute		N;INDF;FEM;PL
düğüm	knute	düğüm	knute		N;INDF;MASC;SG
blu	blu	blu	blu		N
düzenlemeleri	endringer	düzenle	endring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
düzenlemeleri	edits	düzenle	edits	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
düzenlemeleri	redigeringer	düzenle	redigeringer	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
düzenlemeleri	ordninger	düzenle	ordninger	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
sung	sunget	sung	sung		N;DEF;NEUT;SG
sung	sung	sung	sung		N;INDF;MASC;SG
formül	formula	formül	formule		N;INDF;MASC;SG
formül	formel	formül	formel		N;INDF;MASC;SG
dominik	dominikanske	dominik	dominikansk	N;NOM;SG;3	ADJ;PL
inek	geek	inek	geek		N;INDF;MASC;SG
inek	kyr	inek	ku		N;INDF;NEUT;SG
inek	kuer	inek	kuer		N;INDF;MASC;SG
inek	nerd	inek	nerd		N;INDF;MASC;SG
inek	ku	inek	ku		N;INDF;MASC;SG
inek	nerdete	inek	nerdete		N;INDF;MASC;SG
roosevelt	roosevelt	roosevelt	roosevelt		N;INDF;MASC;SG
tahrir	tahrir	tahrir	tahrir		N;INDF;MASC;SG
görüntüleme	visninger	görüntüleme	visning		N;INDF;FEM;PL
görüntüleme	visning	görüntüleme	visning		N;INDF;FEM;SG
görüntüleme	imaging	görüntüleme	imaging		N;INDF;FEM;SG
avantaj	fordeler	avantaj	fordel		V;IND;PRS;FIN
avantaj	fortrinn	avantaj	fortrinn		N;INDF;NEUT;SG
avantaj	fordel	avantaj	fordel		N;INDF;MASC;SG
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;SG;3	N
pinyin	pinyin	piny	pinyin		N;INDF;NEUT;SG
burkina	burkina	burkina	burkin		N;INDF;NEUT;SG
kay	kay	kay	kay		N;INDF;MASC;SG
via	via	via	via	PROPN;NOM;SG;3	ADP
kayalar	bergart	kaya	bergar	N;NOM;PL;3	N;INDF;MASC;SG
kayalar	rocks	kaya	rocks	N;NOM;PL;3	N;INDF;SG
temple	tempelet	temp	tempel	PROPN;NOM;SG;3	N;DEF;NEUT;SG
temple	tempel	temp	tempel	PROPN;NOM;SG;3	N;INDF;NEUT;SG
temple	temple	temp	temple	PROPN;NOM;SG;3	N;INDF;MASC;SG
betty	betty	bet	betty		N;INDF;FEM;SG
kablosuz	trådløst	kablosuz	trådløs	ADJ	N;INDF;MASC;SG
kablosuz	trådløs	kablosuz	trådløs	ADJ	N;INDF;NEUT;SG
katy	katy	katy	katy		N;INDF;MASC;SG
emil	emil	emil	emil		N;INDF;MASC;SG
soldan	venstresiden	sol	venstreside	ADJ;AT+ABL;SG;3	N;DEF;MASC;SG
soldan	venstre	sol	venstre	ADJ;AT+ABL;SG;3	N;NEUT
soldan	left	sol	left	ADJ;AT+ABL;SG;3	N;INDF;NEUT;SG
onarım	reparerer	o	reparere		V;IND;PRS;FIN
onarım	reparasjon	o	reparasjon		N;INDF;MASC;SG
onarım	reparere	o	reparere		V;NFIN
onarım	reparasjoner	o	reparasjon		N;INDF;MASC;SG
onarım	restaurering	o	restaurering		N;INDF;FEM;SG
onarım	restaurasjonen	o	restaurasjon		N;DEF;MASC;SG
günlükler	dagbøkene	günlük	dagbok	ADJ;NOM;PL;3	N;DEF;FEM;PL
günlükler	dagbøker	günlük	dagbøker	ADJ;NOM;PL;3	N;INDF;FEM;PL
forbes	forbes	forbes	forbes		N;INDF;MASC;SG
ücreti	avgift	ücret	avgift		N;INDF;FEM;SG
ücreti	honorar	ücret	honorar		N;INDF;NEUT;SG
ücreti	kostnader	ücret	kostnad		N;INDF;MASC;PL
ücreti	kostnad	ücret	kostnad		N;INDF;MASC;SG
ücreti	koster	ücret	koster		N;INDF;MASC;SG
ücreti	kosta	ücret	koste		ADJ;INDF;NEUT;SG;V.PTCP
kabak	gresskar	kabak	gresskar		N;INDF;MASC;PL
kabak	squash	kabak	squash		N;INDF;MASC;SG
attila	attila	attila	attil		N;INDF;NEUT;SG
hammer	hammer	hammer	hamme		N;INDF;MASC;SG
capitol	capitol	capitol	capitol	PROPN;NOM;SG;3	N;INDF;NEUT;SG
dei	dei	de	dei	PROPN;NOM;SG;3	PRO;HUM;NOM;PL;3
enflasyon	inflasjon	enflasyon	inflasjon		N;INDF;MASC;SG
enflasyon	inflasjonen	enflasyon	inflasjon		N;DEF;MASC;SG
hedefleri	mål	hedef	mål	N;NOM;PL;3	N;INDF;NEUT;SG
hedefleri	goals	hedef	goal	N;NOM;PL;3	N;INDF;SG
obama	obama	oba	obame		N;INDF;MASC;SG
nord	nord	nord	nord	PROPN;NOM;SG;3	ADP
sakız	chios	sakız	chios		N;INDF;MASC;SG
sakız	tyggegummi	sakız	tyggegummi		N;INDF;MASC;SG
nina	nina	nina	nine		N;INDF;FEM;SG
jeffrey	jeffrey	jeffrey	jeffrey		N;INDF;MASC;SG
denizaşırı	utlandet	denizaşır	utland		N;DEF;NEUT;SG
denizaşırı	utenlands	denizaşır	utenlands		N;INDF;MASC;SG
ned	ned	ned	ned		ADP
christine	christine	christ	christin	PROPN;DAT;SG;3	N;INDF;FEM;SG
freiburg	freiburg	freiburg	freiburg	PROPN;NOM;SG;3	N;INDF;MASC;SG
rogers	rogers	rogers	rogers		N;INDF;NEUT;SG
lejyon	legion	lejyon	legion		N;INDF;MASC;SG
müthiş	kjempebra	müthiş	kjempebr		N;INDF;MASC;SG
müthiş	heftig	müthiş	heftig		ADJ;INDF;NEUT;SG
müthiş	rått	müthiş	rå		ADJ;INDF;NEUT;SG
gate	gate	gate	gate		N;INDF;FEM;SG
gate	port	gate	port		N;INDF;FEM;SG
dell	dell	dell	dell		N
grove	grove	grove	grov	PROPN;NOM;SG;3	ADJ;PL
dağılmış	spredt	dağıl	spredt		N;INDF;MASC;SG
dağılmış	spredte	dağıl	spredte		ADJ;PL;V.PTCP
dağılmış	spredd	dağıl	spre		N;INDF;MASC;SG
niigata	niigata	niigata	niigat	PROPN;NOM;SG;3	N;INDF;MASC;SG
ofis	kontor	ofis	kontor		N;INDF;NEUT;SG
ofis	kontorer	ofis	kontor		N;INDF;FEM;PL
ofis	kontor	ofis	kontor		N;INDF;NEUT;SG
ofis	kontoret	ofis	kontor		N;DEF;NEUT;SG
ofis	office	ofis	office		N;INDF;MASC;SG
çizgili	tverrstripet	çizgili	tverrstripe		N;DEF;NEUT;SG
çizgili	stripete	çizgili	stripete		ADJ;INDF;NEUT;SG
çizgili	stripet	çizgili	stripe		N;DEF;NEUT;SG
çizgili	striper	çizgili	stripe		N;INDF;FEM;PL
ret	avslag	ret	avslag		N;INDF;NEUT;SG
ret	avvisning	ret	avvisning		N;INDF;FEM;SG
reel	real	reel	real		N;INDF;MASC;SG
reel	ekte	reel	ekte		ADJ;INDF;NEUT;SG
reel	reelt	reel	reell		ADJ;INDF;NEUT;SG
kanallar	kanaler	kanal	kanal	N;NOM;PL;3	N;INDF;NEUT;SG
kanallar	kanaler	kanal	kanal	N;NOM;PL;3	N;INDF;NEUT;SG
akut	akutt	akut	akutt		N;INDF;MASC;SG
bwv	bwv	bwv	bwv		N;INDF;MASC;SG
connor	connor	connor	connor		N;INDF;MASC;SG
istikrarlı	stall	istikrarlı	stall	ADJ	N;INDF;MASC;SG
acımasız	hensynsløs	acımasız	hensynsløs	ADJ	N;INDF;MASC;SG
acımasız	nådeløse	acımasız	nådeløs	ADJ	N;INDF;FEM;SG
acımasız	nådeløs	acımasız	nådeløs	ADJ	N;INDF;MASC;SG
acımasız	nådeløse	acımasız	nådeløs	ADJ	N;INDF;FEM;SG
alım	kjøpe	alım	kjøpe		V;IMP;NFIN
alım	buy	alım	buy		N
alım	kjøp	alım	kjøp		N;INDF;NEUT;SG
magnus	magnus	magnus	magnus		N;INDF;MASC;SG
filistinli	palestinske	filistinli	palestinsk		ADJ;PL
filistinli	palestinsk	filistinli	palestinsk		ADJ;INDF;SG
erman	erman	erman	erman		N;INDF;MASC;SG
hacim	volume	hacim	volum		N;INDF;NEUT;SG
hacim	volum	hacim	volum		N;INDF;NEUT;SG
çıkarılmış	utvunnet	çıkar	utvunne	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;DEF;NEUT;SG
petro	petro	petro	petro		N;INDF;MASC;SG
duncan	duncan	duncan	duncan	PROPN;NOM;SG;3	N
marko	marko	marko	marko		N;INDF;MASC;SG
afet	katastrofe	afet	katastrofe		N;INDF;MASC;SG
afet	katastrofen	afet	katastrofe		N;DEF;MASC;SG
afet	katastrofe	afet	katastrofe		N;INDF;MASC;SG
işlenmiş	inngravert	işle	inngravere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
işlenmiş	gravert	işle	gravere	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
işlenmiş	behandlet	işle	behandle	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;DEF;NEUT;SG
işlenmiş	bearbeidet	işle	bearbeid	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;DEF;NEUT;SG
kullanılmayan	ubrukte	kullan	ubrukt	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ;PL
kullanılmayan	ubrukt	kullan	ubrukt	V;PFV;IND;NEG;PRS;V.PTCP;PASS	N;INDF;NEUT;SG
sığ	grunt	sığ	grunt		N;INDF;NEUT;SG
sığ	grunne	sığ	grunne		N;INDF;FEM;SG
analog	analog	analog	analog		N;INDF;MASC;SG
yapraklar	løv	yap	løv	N;NOM;PL;3	N;INDF;MASC;SG
canavar	beist	canavar	beise		ADJ;INDF;NEUT;SG
canavar	beast	canavar	be		N;INDF;MASC;SG
canavar	beistet	canavar	beist		N;DEF;NEUT;SG
canavar	udyr	canavar	udyr		N;INDF;MASC;SG
canavar	uhyre	canavar	uhyre		N;INDF;NEUT;SG
canavar	monster	canavar	monster		N;INDF;NEUT;SG
vinci	vinci	vinci	vinci		N
fazladan	ekstra	fazladan	ekstra	ADV	ADJ;INDF;NEUT;SG
fazladan	extra	fazladan	extre	ADV	N
court	court	court	cour		N
court	hoff	court	hoff		N;INDF;NEUT;SG
court	retten	court	rett		N;DEF;MASC;SG
court	domstol	court	domstol		N;INDF;MASC;SG
elbise	kjoler	elbise	kjole	N;NOM;SG;3	N;INDF;MASC;PL
elbise	kjolene	elbise	kjole	N;NOM;SG;3	N;DEF;FEM;PL
kestane	kastanjer	kestan	kastanjer	N;NOM;SG;3	N;INDF;MASC;PL
normandiya	normandy	normandiya	normandy	N;NOM;SG;3	ADJ;INDF;SG
yonca	trekløver	yonca	trekløver		N;INDF;FEM;PL
yonca	kløver	yonca	kløve		N;INDF;FEM;PL
yonca	alfalfa	yonca	alfalfe		N;INDF;MASC;SG
amor	amor	amor	amor		N;INDF;MASC;SG
ekolojik	økologisk	ekolojik	økologisk		ADJ;INDF;SG
yükseliş	rise	yükseliş	rise		N;INDF;MASC;SG
yükseliş	løft	yükseliş	løft		N;INDF;NEUT;SG
yükseliş	løfte	yükseliş	løfte		N;INDF;NEUT;SG
yükseliş	haik	yükseliş	haik		N;INDF;MASC;SG
yükseliş	ascension	yükseliş	ascension		N;INDF;MASC;SG
yükseliş	oppstigning	yükseliş	oppstigning		N;INDF;FEM;SG
yükseliş	økning	yükseliş	økning		N;INDF;FEM;SG
yürüyen	walking	yürü	walking	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;FEM;SG
yürüyen	vandrende	yürü	vandrende	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;FEM;SG
yürüyen	vandring	yürü	vandring	V;PFV;IND;POS;PRS;V.PTCP	N;INDF;FEM;SG
tüp	tube	tüp	tube		N;INDF;MASC;SG
cool	kult	cool	kul		N;INDF;MASC;SG
cool	stilig	cool	stilig		ADJ;INDF;NEUT;SG
cool	kul	cool	kul		ADJ;INDF;SG
tango	tango	tango	tango		N;INDF;MASC;SG
profil	profil	profil	profil		N;INDF;MASC;SG
profil	profilen	profil	profil		N;DEF;MASC;SG
donna	donna	donna	donne		N;INDF;FEM;SG
saddam	saddam	saddam	saddam		N;INDF;MASC;SG
helenistik	hellenistisk	helenis	hellenistisk		ADJ;INDF;NEUT;SG
uyan	vekke	uyan	vekke		N;INDF;MASC;SG
uyan	våkn	uyan	våkn		N;INDF;MASC;SG
uyan	vekke	uyan	vekke		N;INDF;MASC;SG
uyan	wake	uyan	wake		N;INDF;NEUT;SG
uyan	vekker	uyan	vekke		V;IND;PRS;FIN
astronomik	astronomiske	astronomik	astronomisk		ADJ;PL
astronomik	astronomisk	astronomik	astronomisk		ADJ;INDF;NEUT;SG
weimar	weimar	weimar	weimar	PROPN;NOM;SG;3	N;INDF;MASC;SG
güvercin	duene	güvercin	duene	N;NOM;SG;3	N;DEF;FEM;PL
güvercin	duer	güvercin	duer	N;NOM;SG;3	N;INDF;MASC;PL
soma	soma	soma	some		N;INDF;MASC;SG
meyer	meyer	meyer	mey		N;INDF;MASC;SG
emi	emi	emi	emi		N;INDF;NEUT;SG
meyveler	bær	meyve	bær	N;NOM;PL;3	N;INDF;NEUT;SG
meyveler	frukt	meyve	frukt	N;NOM;PL;3	N;INDF;FEM;SG
meyveler	frukt	meyve	frukt	N;NOM;PL;3	N;INDF;FEM;SG
seçenek	valg	seçenek	valg		N;INDF;NEUT;SG
seçenek	alternativ	seçenek	alternativ		N;INDF;NEUT;SG
seçenek	alternativer	seçenek	alternativ		N;INDF;NEUT;SG
seçenek	opsjon	seçenek	opsjon		N;INDF;MASC;SG
seçenek	alternativene	seçenek	alternativ		N;DEF;FEM;PL
isu	isu	isu	isu		N
palmiye	palm	palmi	palm		N;INDF;MASC;SG
vatandaş	borgere	vatandaş	borgere		N;INDF;FEM;SG
vatandaş	innbyggere	vatandaş	innbyggere		N;INDF;NEUT;SG
vatandaş	statsborgere	vatandaş	statsborgere		N;INDF;FEM;SG
vatandaş	statsborger	vatandaş	statsborge		N;INDF;FEM;SG
vatandaş	borger	vatandaş	borg		N;INDF;MASC;SG
windsor	windsor	windsor	windsor	PROPN;NOM;SG;3	PROPN
theodor	theodor	theodor	theodor	PROPN;NOM;SG;3	N;INDF;MASC;SG
eindhoven	eindhoven	eindhoven	eindhove	PROPN;NOM;SG;3	N;DEF;MASC;SG
çirkin	stygt	çirkin	stygg		ADJ;INDF;NEUT;SG
çirkin	stygge	çirkin	stygg		ADJ;PL
çirkin	stygg	çirkin	stygg		ADJ;INDF;SG
çirkin	styggen	çirkin	stygg		N;DEF;MASC;SG
ayrılma	atskillelse	ayrıl	atskillelse		ADJ;INDF;SG
internazionale	internazionale	internazion	internazional	PROPN;NOM;SG;3	ADJ;SG
öldürme	dreper	öl	drepe	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC;PL
