של	shel	של	shel	PART;GEN	N;INDF;SG
צפונה	nord	צפון	nord	ADV	ADP
מתחם	domene	מתחם	dom	PROPN	N;DEF;FEM;PL
מתחם	domenet	מתחם	domen	PROPN	N;DEF;NEUT;SG
מתחם	kompleks	מתחם	kompleks	PROPN	ADJ;INDF;NEUT;SG
פירות	frukt	פרי	frukt	N;MASC;PL	N;INDF;FEM;SG
פירות	frukt	פרי	frukt	N;MASC;PL	N;INDF;FEM;SG
מסחרי	reklamefilm	מסחרי	reklamefilm	ADJ;MASC;SG	N;INDF;MASC;SG
בסביבה	rundt	בסביבה	rundt		ADP
בסביבה	around	בסביבה	around		N;INDF;MASC;SG
בסביבה	omkring	בסביבה	omkring		ADP
הלאה	videre	הלאה	videre	ADV	
בקשה	gjelder	בקשה	gjelde	N;FEM;SG	V;IND;PRS;FIN
בקשה	søke	בקשה	søk	N;FEM;SG	V;IMP;NFIN
בקשה	forespurte	בקשה	forespørje	N;FEM;SG	ADJ;PL;V.PTCP
בקשה	forespurt	בקשה	forespørje	N;FEM;SG	ADJ;INDF;SG;V.PTCP
בקשה	bedt	בקשה	be	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
ירד	frafalt	ירד	frafal	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
ירד	droppet	ירד	dropp	V;MASC;SG;3;PST;ACT	N;DEF;NEUT;SG
התפתחה	utviklet	התפתח	utvikle	V;FEM;SG;3;PST	N;DEF;NEUT;SG
התפתחה	utviklede	התפתח	utviklede	V;FEM;SG;3;PST	ADJ;PL
התפתחה	utviklet	התפתח	utvikle	V;FEM;SG;3;PST	N;DEF;NEUT;SG
קבורה	begravd	קבורה	begravd	N;FEM;SG	ADJ;INDF;NEUT;SG;V.PTCP
קבורה	gravlagt	קבורה	gravleggje	N;FEM;SG	ADJ;INDF;SG;V.PTCP
בז	falcon	בז	falcon		N;INDF;MASC;SG
בז	falken	בז	falke		N;DEF;MASC;SG
בז	beige	בז	beige		N;INDF;MASC;SG
נציגי	representanter	נציג	representanter	N;PSSD;MASC;PL	N;INDF;FEM;PL
נציגי	representantene	נציג	representante	N;PSSD;MASC;PL	N;DEF;FEM;PL
הנס	hans	הנס	hans		PRO;NEUT;SG
הכתר	krone	הכתר	krone		N;INDF;FEM;SG
דגים	fisk	דג	fisk	N;MASC;PL	N;INDF;MASC;SG
דגים	fisker	דג	fiske	N;MASC;PL	N;INDF;MASC;SG
דגים	fish	דג	fish	N;MASC;PL	N;INDF;MASC;SG
דגים	fisken	דג	fisk	N;MASC;PL	N;DEF;MASC;SG
גזע	oppdretter	גזע	oppdretter	N;MASC;SG	N;INDF;FEM;PL
שרי	cherie	שר	cherie		N
שרי	sherry	שר	sherry		N;INDF;NEUT;SG
השראה	inspirert	השראה	inspirere	N;FEM;SG	ADJ;INDF;SG;V.PTCP
השראה	inspirerte	השראה	inspirere	N;FEM;SG	ADJ;PL;V.PTCP
השראה	inspirerende	השראה	inspirerende	N;FEM;SG	ADJ;PL
השראה	inspirerende	השראה	inspirerende	N;FEM;SG	ADJ;PL
היתה	var	היה	vere	V;FEM;SG;3;POS;PST	V;IND;PST;FIN
שירותים	toaletter	שירות	toaletter	N;MASC;PL	N;INDF;MASC;SG
שירותים	do	שירות	do	N;MASC;PL	N;INDF;MASC;SG
שירותים	badet	שירות	bad	N;MASC;PL	N;DEF;NEUT;SG
שירותים	baderom	שירות	baderom	N;MASC;PL	N;INDF;NEUT;SG
שירותים	toalett	שירות	toalett	N;MASC;PL	N;INDF;MASC;SG
שירותים	toalett	שירות	toalett	N;MASC;PL	N;INDF;MASC;SG
כריס	chris	כריס	chris	PROPN	N;INDF;MASC;SG
מארוול	marvel	מארוול	marvel	PROPN	N;INDF;MASC;SG
נאמן	lojal	נאמן	lojal	PROPN	ADJ;INDF;SG
נאמן	lojale	נאמן	lojal	PROPN	ADJ;PL
נאמן	trofaste	נאמן	trof	PROPN	ADJ;DEF;RL
נאמן	trofast	נאמן	trofast	PROPN	N;INDF;MASC;SG
ספורטאים	utøverne	ספורטאי	utøverne	N;MASC;PL	N;INDF;MASC;SG
ספורטאים	utøvere	ספורטאי	utøvere	N;MASC;PL	N;INDF;SG
ספורטאים	idrettsutøvere	ספורטאי	idrettsutøvere	N;MASC;PL	N;INDF;NEUT;SG
נוהג	kjøring	נהג	kjøring	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
תשעה	ni	תשעה	ni	NUM;MASC;SG	NUM;PL
תשעה	nine	תשעה	nine	NUM;MASC;SG	N;INDF;MASC;SG
רוז	rose	רוז	rose	PROPN	N;INDF;FEM;SG
המורה	lærer	המורה	lære		V;IND;PRS;FIN
המורה	læremester	המורה	læremeste		N;INDF;FEM;PL
המורה	lærerinne	המורה	lærerinne		N;INDF;FEM;SG
שור	shore	שור	shor		N
שור	okse	שור	okse		N;INDF;MASC;SG
שור	bull	שור	bull		N;INDF;NEUT;SG
סחר	bytter	סחר	bytte	N;MASC;SG	N;INDF;FEM;PL
נרו	nero	נרה	nero	PROPN	N
חוות	gårder	חווה	gårde	N;FEM;SG	N;INDF;NEUT;PL
חוות	gårdene	חווה	gårde	N;FEM;SG	N;DEF;FEM;PL
מסביב	rundt	מסביב	rundt		ADP
מסביב	around	מסביב	around		N;INDF;MASC;SG
מסביב	omkring	מסביב	omkring		ADP
יעיל	effektive	יעיל	effektiv	ADJ;MASC;SG	ADJ;PL
יעיל	effektive	יעיל	effektiv	ADJ;MASC;SG	ADJ;PL
המושב	sete	המושב	sitje		ADJ;INDF;NEUT;SG;V.PTCP
אורן	oren	אורן	or	PROPN	N;INDF;MASC;SG
אורן	furu	אורן	furu	PROPN	N;INDF;MASC;SG
אורן	pine	אורן	pine	PROPN	N;INDF;FEM;SG
רחוק	langt	רחוק	lang		ADJ;INDF;NEUT;SG
רחוק	fjerne	רחוק	fjern		ADJ;PL
רחוק	fjernt	רחוק	fjern		ADJ;INDF;NEUT;SG
רחוק	fjern	רחוק	fjern		ADJ;INDF;SG
חמישי	torsdager	חמישי	torsdag	PROPN	N;INDF;MASC;SG
חמישי	femte	חמישי	femte	PROPN	ADJ;DEF;SG
חמישי	fifth	חמישי	fifth	PROPN	N
חמישי	torsdagen	חמישי	torsdag	PROPN	N;DEF;MASC;SG
חמישי	torsdag	חמישי	torsdag	PROPN	N;INDF;MASC;SG
חמישי	thursday	חמישי	thursday	PROPN	N;INDF;MASC;SG
יאנג	yang	אנג	yang	PROPN	N;INDF;MASC;SG
יאנג	ungt	אנג	ung	PROPN	ADJ;INDF;NEUT;SG
יאנג	young	אנג	young	PROPN	N;INDF;NEUT;SG
יאנג	ung	אנג	ung	PROPN	ADJ;INDF;SG
יאנג	unge	אנג	ung	PROPN	ADJ;PL
היכן	hvor	היכן	hvor	ADV	
רצף	sekvens	רצף	sekvens		N;INDF;MASC;SG
דיווח	rapportere	דיווח	rapportere	N;MASC;SG	V;NFIN
דיווח	rapporterer	דיווח	rapportere	N;MASC;SG	V;IND;PRS;FIN
דיווח	rapportert	דיווח	rapportere	N;MASC;SG	ADJ;INDF;SG;V.PTCP
דיווח	rapporterte	דיווח	rapportere	N;MASC;SG	V;IND;PST;FIN
דיווח	rapportere	דיווח	rapportere	N;MASC;SG	V;NFIN
דיווח	rapporterer	דיווח	rapportere	N;MASC;SG	V;IND;PRS;FIN
אנטוניו	antonio	אנטוניו	antonio	PROPN	N;INDF;MASC;SG
דורית	dorrit	דורית	dorrit	PROPN	N;INDF;MASC;SG
הרמן	hermann	הרמן	hermann	PROPN	N;INDF;MASC;SG
הרמן	herman	הרמן	herman	PROPN	N;INDF;MASC;SG
הרמן	herrmann	הרמן	herrmann	PROPN	N;INDF;MASC;SG
המגדל	tårn	המגדל	tårn	PROPN	N;INDF;NEUT;SG
המגדל	tower	המגדל	towe	PROPN	N;INDF;NEUT;SG
המגדל	tårnet	המגדל	tårne	PROPN	N;DEF;NEUT;SG
שיח	busk	שיח	busk	PROPN	N;INDF;MASC;SG
שיח	bush	שיח	bush	PROPN	N;INDF;SG
שיח	busken	שיח	busk	PROPN	N;DEF;MASC;SG
שיח	busk	שיח	busk	PROPN	N;INDF;MASC;SG
בדיקות	test	בדיקה	test	N;FEM;PL	N;INDF;MASC;SG
בדיקות	testing	בדיקה	testing	N;FEM;PL	N;INDF;FEM;SG
ולדימיר	vladimir	ולדימיר	vladimir	PROPN	N;INDF;MASC;SG
הליכוד	likud	הליכוד	likud		N;INDF;NEUT;SG
תימן	jemen	None	jemen	PROPN	PROPN
תימן	jemenittiske	None	jemenittisk	PROPN	ADJ;PL
אומרת	ordtak	אמר	ordtak	V;FEM;SG;V.PTCP;ACT	N;INDF;NEUT;SG
אומרת	ordtaket	אמר	ordtak	V;FEM;SG;V.PTCP;ACT	N;DEF;NEUT;SG
אומרת	saying	אמר	saying	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
אומרת	says	אמר	says	V;FEM;SG;V.PTCP;ACT	N
נתניה	netanya	נתניה	netanye	PROPN	N;DEF;NEUT;SG
מתואר	beskrives	תואר	beskrives	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
מתואר	beskrevet	תואר	beskrev	V;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
מתואר	beskrev	תואר	beskrev	V;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
בול	stamp	בול	stamp		N;INDF;MASC;SG
בול	stempel	בול	stempel		N;INDF;NEUT;SG
בול	frimerke	בול	frimerk		N;INDF;NEUT;SG
בול	okse	בול	okse		N;INDF;MASC;SG
בול	bull	בול	bull		N;INDF;NEUT;SG
פעילה	aktive	פעיל	aktiv	ADJ;FEM;SG	ADJ;PL
פעילה	active	פעיל	activ	ADJ;FEM;SG	N;INDF;MASC;SG
ללמד	teach	לימד	teach	V;NFIN;ACT	N
עתיקה	eldgammelt	עתיק	eldgammelt	N;FEM;SG	ADJ;INDF;NEUT;SG
פרוסיה	preussen	פרוסיה	preusse		N;DEF;MASC;SG
פרוסיה	prøyssisk	פרוסיה	prøyssisk		ADJ;INDF;NEUT;SG
פרוסיה	prøyssiske	פרוסיה	prøyssisk		ADJ;PL
מרצה	serverer	הרצה	servere	N;MASC;SG	V;IND;PRS;FIN
החוקה	grunnlov	החוקה	grunnlov	ADV	N;INDF;FEM;SG
החוקה	forfatning	החוקה	forfatning	ADV	N;INDF;FEM;SG
החוקה	konstitusjon	החוקה	konstitusjon	ADV	N;INDF;MASC;SG
משתנים	variabler	משתנה	variable	N;MASC;PL	N;INDF;MASC;SG
זר	utlending	זר	utlending	ADJ;MASC;SG	N;INDF;MASC;SG
זר	fremmede	זר	fremme	ADJ;MASC;SG	N;INDF;MASC;SG
זר	fremmed	זר	fremmed	ADJ;MASC;SG	N;INDF;MASC;SG
זר	utenlandske	זר	utenlandsk	ADJ;MASC;SG	ADJ;PL
הביזנטית	bysantinsk	הביזנטית	bysantinsk	PROPN	ADJ;INDF;SG
אדמות	lander	אדמה	land	N;FEM;PL	N;INDF;MASC;SG
ציוני	zionist	ציוני	zionist	PROPN	N;INDF;MASC;SG
טיילור	taylor	טיילור	taylor	PROPN	N;INDF;MASC;SG
מאן	mann	מאן	mann	PROPN	N;INDF;MASC;SG
נעים	behagelig	נעים	behagelig		ADJ;INDF;NEUT;SG
תרם	bidro	תרם	bidro	PROPN	N;INDF;NEUT;SG
תרם	bidratt	תרם	bidratt	PROPN	N;INDF;NEUT;SG
תרם	donerte	תרם	donert	PROPN	ADJ;PL;V.PTCP
תרם	donert	תרם	donert	PROPN	ADJ;INDF;SG;V.PTCP
ניסויים	eksperimentere	ניסוי	eksperimentere	N;MASC;PL	V;NFIN
ניסויים	eksperimenterer	ניסוי	eksperimentere	N;MASC;PL	V;IND;PRS;FIN
ניסויים	eksperimentert	ניסוי	eksperimentere	N;MASC;PL	ADJ;INDF;SG;V.PTCP
ניסויים	eksperimenterte	ניסוי	eksperimentere	N;MASC;PL	ADJ;PL;V.PTCP
ניסויים	eksperiment	ניסוי	eksperiment	N;MASC;PL	N;INDF;NEUT;SG
הפתרון	løsning	הפתרון	løsning	PROPN	N;INDF;FEM;SG
נתפס	tatt	נתפס	ta	V;MASC;SG;3;PST;MID	ADJ;INDF;NEUT;SG;V.PTCP
נתפס	fanget	נתפס	fang	V;MASC;SG;3;PST;MID	N;DEF;NEUT;SG
נתפס	pågrepet	נתפס	pågrep	V;MASC;SG;3;PST;MID	N;DEF;NEUT;SG
נתפס	pågrep	נתפס	pågrep	V;MASC;SG;3;PST;MID	N;INDF;NEUT;SG
נתפס	fanget	נתפס	fang	V;MASC;SG;3;PST;MID	N;DEF;NEUT;SG
אדולף	adolphe	באדולף	adolphe	PROPN	N;INDF;MASC;SG
אדולף	adolf	באדולף	adolf	PROPN	N;INDF;MASC;SG
המגן	skjold	המגן	skjold		N;INDF;NEUT;SG
תנאים	betingelser	תנאי	betingelse	N;MASC;PL	N;INDF;MASC;SG
תנאים	betingelser	תנאי	betingelse	N;MASC;PL	N;INDF;MASC;SG
הוגן	fair	הוגן	fair	ADJ;MASC;SG	N;INDF;MASC;SG
רוני	roni	רוני	roni	PROPN	N;INDF;MASC;SG
רוני	ronnie	רוני	ronnie	PROPN	N;INDF;MASC;SG
רוני	rooney	רוני	rooney	PROPN	N;INDF;MASC;SG
רוני	ronny	רוני	ronny	PROPN	N;INDF;MASC;SG
אוטו	auto	אוטו	auto	PROPN	N;INDF;MASC;SG
אוטו	automatisk	אוטו	automatisk	PROPN	ADJ;INDF;NEUT;SG
אוטו	otto	אוטו	otto	PROPN	N;INDF;MASC;SG
אוטו	bilmerke	אוטו	bilmerke	PROPN	N;INDF;NEUT;SG
התרגום	oversettelse	התרגום	oversettelse		N;INDF;MASC;SG
התרגום	oversettelsen	התרגום	oversettelse		N;DEF;MASC;SG
מצוין	ypperlig	מצוין	ypperlig	ADJ;MASC;SG	N;INDF;MASC;SG
מצוין	glimrende	מצוין	glimrende	ADJ;MASC;SG	N;INDF;MASC;SG
מצוין	utmerket	מצוין	utmerk	ADJ;MASC;SG	N;DEF;NEUT;SG
מצוין	excellent	מצוין	excellent	ADJ;MASC;SG	N;INDF
האצולה	aristokrati	האצולה	aristokrati	PROPN	N;INDF;NEUT;SG
מוזיקאים	musikere	הוזיק	musikere	N;MASC;PL	N;INDF;FEM;SG
רש	rush	רש	rush		N;INDF;SG
קלאסית	klassisk	קלאסי	klassisk	ADV	ADJ;INDF;NEUT;SG
קלאסית	klassisk	קלאסי	klassisk	ADV	ADJ;INDF;NEUT;SG
קלאסית	klassiker	קלאסי	klassiker	ADV	N;INDF;MASC;SG
קלאסית	klassiske	קלאסי	klassisk	ADV	ADJ;PL
קלאסית	classic	קלאסי	classic	ADV	N
הנסיכה	prinsesse	הנסיכה	prinsesse	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
הנסיכה	princess	הנסיכה	princess	V;FEM;SG;3;PST;ACT	N
הנסיכה	prinsessa	הנסיכה	prinsesse	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
המוביל	ledende	המוביל	ledende	PROPN	N;INDF;MASC;SG
אבות	fedre	אב	fedre		ADJ;CMPR
אבות	fedrene	אב	far		N;DEF;FEM;PL
אבות	fedre	אב	fedre		ADJ;CMPR
אבות	fedrene	אב	far		N;DEF;FEM;PL
דומות	lignende	דומה	lignende	ADJ;FEM;PL	N;INDF;MASC;SG
דומות	liknende	דומה	liknende	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
לחקור	utforsker	חקר	utforsker	V;NFIN;ACT	N;INDF;MASC;SG
לחקור	oppdagelsesferd	חקר	oppdagelsesferd	V;NFIN;ACT	N;INDF;MASC;SG
לחקור	utforske	חקר	utforsk	V;NFIN;ACT	N;INDF;MASC;SG
לחקור	undersøk	חקר	undersøk	V;NFIN;ACT	N;INDF;MASC;SG
לחקור	etterforske	חקר	etterforske	V;NFIN;ACT	N;INDF;NEUT;SG
יורי	yuri	יורי	yuri	PROPN	N;INDF;MASC;SG
יורי	jurij	יורי	jurij	PROPN	N;INDF;MASC;SG
פלסטינים	palestinere	פלסטיני	palestinere	N;MASC;PL	V;NFIN
פלסטינים	palestinerne	פלסטיני	palestinern	N;MASC;PL	N;INDF;FEM;SG
פלסטינים	palestinske	פלסטיני	palestinsk	N;MASC;PL	ADJ;PL
פלסטינים	palestinsk	פלסטיני	palestinsk	N;MASC;PL	ADJ;INDF;SG
המכללה	college	המכללה	colleg		N;INDF;NEUT;SG
המכללה	høgskole	המכללה	høgskole		N;INDF;MASC;SG
המכללה	høyskole	המכללה	høyskole		N;INDF;MASC;SG
מתכוון	mean	התכוון	mean	V;MASC;SG;V.PTCP	N
להסיר	fjerne	הסיר	fjern	V;NFIN;ACT	ADJ;PL
להסיר	fjern	הסיר	fjern	V;NFIN;ACT	ADJ;INDF;SG
לשכנע	overbevise	שכנע	overbevise	V;NFIN;ACT	N;INDF;FEM;SG
לשכנע	overbeviser	שכנע	overbevis	V;NFIN;ACT	N;INDF;FEM;PL
לשכנע	overtaler	שכנע	overtale	V;NFIN;ACT	N;INDF;MASC;PL
נניח	anta	הניח	anta	V;PL;1;FUT;ACT	N;INDF;NEUT;SG
בודדים	ensomt	בודד	ensom	N;MASC;PL	ADJ;INDF;NEUT;SG
בודדים	lonely	בודד	lonely	N;MASC;PL	N;INDF;MASC;SG
בודדים	ensom	בודד	ensom	N;MASC;PL	N;INDF;MASC;SG
שמע	hørt	שמע	hør		ADJ;INDF;NEUT;SG
שמע	hørte	שמע	høre		V;IND;PST;FIN
שמע	hort	שמע	hort		N;INDF;NEUT;SG
שמע	lyd	שמע	lyd		N;INDF;MASC;SG
מטבעות	mynter	מטבע	mynter		N;INDF;FEM;PL
מייק	mike	מייק	mike	PROPN	N;INDF;MASC;SG
מתאימה	sprek	התאים	sprek	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;SG
מתאימה	fit	התאים	fit	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מתאימה	kompatible	התאים	kompatibel	V;FEM;SG;V.PTCP;ACT	ADJ;PL
מתאימה	kompatibel	התאים	kompatibel	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מתאימה	kompatibelt	התאים	kompatibel	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
מתאימה	passende	התאים	passende	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מתאימה	hensiktsmessig	התאים	hensiktsmessig	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
מתאימה	passende	התאים	passende	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מתאימה	egnet	התאים	egn	V;FEM;SG;V.PTCP;ACT	N;DEF;NEUT;SG
חמור	alvorlige	חמור	alvorlig	N;MASC;SG	ADJ;PL
חמור	alvorlig	חמור	alvorlig	N;MASC;SG	ADJ;INDF;NEUT;SG
חמור	kraftig	חמור	kraftig	N;MASC;SG	ADJ;INDF;NEUT;SG
שופט	dommer	שופט	dommer	N;MASC;SG	N;INDF;FEM;PL
שופט	dommer	שופט	dommer	N;MASC;SG	N;INDF;FEM;PL
שופט	dommer	שופט	dommer	N;MASC;SG	N;INDF;FEM;PL
לבד	alone	לבד	alone		N
לבד	åleine	לבד	åleine		ADV
לבד	alene	לבד	alene		N;INDF;SG
לבד	aleine	לבד	aleine		ADV
מוגבלת	limited	הוגבל	limited	V;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
מוגבלת	begrenset	הוגבל	begrens	V;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
מוגבלת	begrenset	הוגבל	begrens	V;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
מקיף	omfattende	מקיף	omfattende		N;INDF;MASC;SG
מקיף	utfyllende	מקיף	utfyllende		N;INDF;MASC;SG
אלכס	alex	אלכס	alex	PROPN	N;INDF;MASC;SG
עזרא	ezra	עזרא	ezra	PROPN	N;INDF;MASC;SG
שורות	lines	שורה	line	N;FEM;PL	N;INDF;NEUT;SG
שורות	replikker	שורה	replikker	N;FEM;PL	N;INDF;MASC;SG
שמח	lykkelig	שמח	lykkelig		ADJ;INDF;NEUT;SG
שמח	fornøyd	שמח	fornøyd		ADJ;INDF;SG
שמח	glad	שמח	glad		ADJ;INDF;SG
שמח	fornøyde	שמח	fornøyd		ADJ;PL
לאה	lea	לאה	le	PROPN	ADV
לאה	leah	לאה	leah	PROPN	N;INDF;MASC;SG
גיוס	rekrutterer	גיוס	rekruttere	N;MASC;SG	V;IND;PRS;FIN
בתוכו	innenfor	בתוך	innenfor		
בתוכו	innafor	בתוך	innafor		ADP
בתוכו	inside	בתוך	inside		N
בתוכו	innsiden	בתוך	innside		N;DEF;MASC;SG
בתוכו	innvendig	בתוך	innvendig		ADJ;INDF;NEUT;SG
בתוכו	inne	בתוך	inne		ADP
עמדות	posisjoner	עמדה	posisjon	N;FEM;PL	N;INDF;MASC;SG
וייטנאם	vietnam	וייטנאם	vietnam	PROPN	N;INDF;MASC;SG
המשבר	krise	המשבר	krise	PROPN	N;INDF;FEM;SG
העין	øyet	העין	øy	V;MASC;SG;3;PST;ACT	N;DEF;NEUT;SG
העין	øye	העין	øye	V;MASC;SG;3;PST;ACT	N;INDF;FEM;SG
מכילה	inneholder	הכיל	inneholde	V;FEM;SG;V.PTCP;ACT	
מכילה	innholder	הכיל	innholde	V;FEM;SG;V.PTCP;ACT	N;INDF;FEM;PL
בלטינית	latin	בלטיני	latin	ADV	N;INDF;MASC;SG
בלטינית	latinske	בלטיני	latinsk	ADV	ADJ;PL
בלטינית	latinsk	בלטיני	latinsk	ADV	ADJ;INDF;SG
אלבומים	album	אלבום	album	N;MASC;PL	N;INDF;NEUT;SG
הוראות	ordre	הוראה	ordre	N;FEM;PL	N;INDF;MASC;SG
הוראות	ordrer	הוראה	ordre	N;FEM;PL	N;INDF;MASC;SG
הוראות	instruksjoner	הוראה	instruksjon	N;FEM;PL	N;INDF;MASC;SG
הוראות	instruks	הוראה	instruks	N;FEM;PL	N;INDF;NEUT;SG
המוכר	selger	המוכר	selger		N;INDF;MASC;SG
המוכר	selgeren	המוכר	selger		N;DEF;MASC;SG
סידני	sidney	סידני	sidney	PROPN	N;INDF;NEUT;SG
סידני	sydney	סידני	sydney	PROPN	N;INDF;NEUT;SG
מוסר	moralsk	מוסר	moralsk	N;MASC;SG	ADJ;INDF;NEUT;SG
טיימס	tidspunkter	טיימס	tidspunkt	PROPN	N;INDF;FEM;PL
טיימס	tider	טיימס	tid	PROPN	N;INDF;FEM;PL
טיימס	tidene	טיימס	tid	PROPN	N;DEF;FEM;PL
טיימס	ganger	טיימס	gange	PROPN	N;INDF;MASC;PL
טיימס	times	טיימס	time	PROPN	N;GEN;INDF;MASC;SG
ניתנת	gitt	ניתן	gi	V;FEM;SG;V.PTCP;MID	ADJ;INDF;NEUT;SG;V.PTCP
ניתנת	selvfølge	ניתן	selvfølg	V;FEM;SG;V.PTCP;MID	N;INDF;MASC;SG
ניתנת	innvilget	ניתן	innvilg	V;FEM;SG;V.PTCP;MID	N;DEF;NEUT;SG
ניתנת	bevilget	ניתן	bevilge	V;FEM;SG;V.PTCP;MID	N;DEF;NEUT;SG
היקום	universe	היקום	universe		N;INDF;MASC;SG
היקום	univers	היקום	univers		N;INDF;NEUT;SG
היקום	universet	היקום	univers		N;DEF;NEUT;SG
התסריט	manus	התסריט	manus		N;INDF;NEUT;SG
מיוחדות	spesialiteter	מיוחד	spesialitet	ADJ;FEM;PL	N;INDF;MASC;PL
מיוחדות	spesielt	מיוחד	spesiell	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
מיוחדות	special	מיוחד	special	ADJ;FEM;PL	N;INDF;MASC;SG
מיוחדות	spesiell	מיוחד	spesiell	ADJ;FEM;PL	ADJ;INDF;SG
מיוחדות	spesial	מיוחד	spesial	ADJ;FEM;PL	N;INDF;MASC;SG
גבריאל	gabriel	גבריאל	gabriel	PROPN	N;INDF;MASC;SG
גבריאל	gabrielle	גבריאל	gabriell	PROPN	ADJ;PL
נותרה	gjenstår	נותר	gjenstå	V;FEM;SG;3;PST;MID	V;IND;PRS;FIN
נותרה	gjenstående	נותר	gjenstående	V;FEM;SG;3;PST;MID	N;INDF;MASC;SG
נותרה	gjenværende	נותר	gjenværende	V;FEM;SG;3;PST;MID	N;INDF;FEM;SG
להילחם	slåsskamp	נלחם	slåsskamp	V;NFIN;MID	N;INDF;MASC;SG
להילחם	kjemp	נלחם	kjempe	V;NFIN;MID	N;INDF;MASC;SG
להילחם	fight	נלחם	fight	V;NFIN;MID	N;INDF;MASC;SG
השפעות	effekter	השפעה	effekt	N;FEM;PL	N;INDF;NEUT;SG
מדענים	vitenskapsfolk	מדען	vitenskapsfolk	N;MASC;PL	N;INDF;NEUT;SG
מדענים	forskere	מדען	forskere	N;MASC;PL	V;NFIN
דמוקרטית	demokratisk	דמוקרטי	demokratisk	ADV	ADJ;INDF;NEUT;SG
וילסון	wilson	וילסון	wilson	PROPN	N;INDF;MASC;SG
השביעית	sjuende	השביעית	sjuende	ADV	N;INDF;MASC;SG
השביעית	seventh	השביעית	seventh	ADV	N;INDF;MASC;SG
השביעית	syvende	השביעית	syvende	ADV	N;INDF;MASC;SG
האנדרטה	monumentet	האנדרטה	monument	PROPN	N;DEF;NEUT;SG
האנדרטה	monument	האנדרטה	monument	PROPN	N;INDF;NEUT;SG
הובילו	ledet	הוביל	lede	V;PL;3;PST;ACT	N;DEF;NEUT;SG
הובילו	led	הוביל	led	V;PL;3;PST;ACT	N;INDF;MASC;SG
הובילו	ført	הוביל	føre	V;PL;3;PST;ACT	ADJ;INDF;NEUT;SG;V.PTCP
מתקדם	progressiv	התקדם	progressiv	V;MASC;SG;V.PTCP	ADJ;INDF;NEUT;SG
מתקדם	progressive	התקדם	progressiv	V;MASC;SG;V.PTCP	ADJ;PL
מתקדם	avansert	התקדם	avansere	V;MASC;SG;V.PTCP	ADJ;INDF;SG;V.PTCP
מתקדם	avanserte	התקדם	avansere	V;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
מתקדם	advanced	התקדם	advanced	V;MASC;SG;V.PTCP	N
חנוך	enoch	חנוך	enoch	PROPN	N;INDF;SG
כזאת	slikt	כזאת	slikt		PRO;NEUT;SG;3
כזאת	slik	כזאת	slik		ADV
כזאת	sådan	כזאת	sådan		N;INDF;MASC;SG
כזאת	slike	כזאת	slik		DET;PL
ערוך	redigere	ערך	redigere	PROPN	V;NFIN
ערוך	rediger	ערך	redig	PROPN	N;INDF;MASC;PL
ערוך	edit	ערך	edit	PROPN	N;INDF;NEUT;SG
ערוך	redigering	ערך	redigering	PROPN	N;INDF;FEM;SG
ערוך	redigert	ערך	redigere	PROPN	ADJ;INDF;SG;V.PTCP
ערוך	redigerte	ערך	redigere	PROPN	ADJ;PL;V.PTCP
מבקרים	kritikere	מבקר	kritikere	N;MASC;PL	V;NFIN
מבקרים	besøkende	מבקר	besøkende	N;MASC;PL	N;INDF;FEM;SG
מספקת	tilfredsstillende	סיפק	tilfredsstillende	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מספקת	tilstrekkelig	סיפק	tilstrekkelig	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG
קארל	karl	קארל	karl	PROPN	N;MASC
קארל	karl	קארל	karl	PROPN	N;MASC
קארל	carl	קארל	carl	PROPN	N;INDF;MASC;SG
מיעוט	minoriteter	מיעוט	minoritet	N;MASC;SG	N;INDF;MASC;PL
היינריך	heinrich	היינריך	heinrich	PROPN	N;INDF;MASC;SG
יחזקאל	ezekiel	יחזקאל	ezekiel	PROPN	N;INDF;MASC;SG
