strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
reci	cold	rece	cold	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
reci	kyla	rece	kyla	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
integrat	integrerade	integrat	integrera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
fabricate	tillverkas	fabrica	tillverka	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
fabricate	tillverkat	fabrica	tillverkad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fabricate	tillverkad	fabrica	tillverkad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fabricate	framställt	fabrica	framställa	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
roosevelt	roosevelt	roosevelt	roosevel	PROPN	PROPN;NOM
vasili	vasilij	vasil	vasilij	PROPN	PROPN;NOM
aviatie	aviation	aviatie	aviation	N;INDF;FEM;SG	PROPN;NOM
aviatie	luftfart	aviatie	luftfart	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
spanioli	spanjorer	spaniol	spanjor	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
spanioli	spanska	spaniol	spanska	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
spanioli	spansk	spaniol	spansk	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
spanioli	spanskt	spaniol	spanskt	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;NEUT;SG
heinz	heinz	heinz	heinz	PROPN	PROPN;NOM
thompson	thompson	thompson	thompson	PROPN	PROPN;NOM
thompson	thomson	thompson	thomson	PROPN	PROPN;NOM
wallace	wallace	wallace	wallace	PROPN	PROPN;NOM
beethoven	beethoven	beethoven	beethov	PROPN	PROPN;NOM
ploaie	regn	ploaie	regn	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
islamului	islams	islam	islams	N;DEF;MASC;SG	PROPN;GEN
islamului	islam	islam	islam	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
bremen	bremen	bremen	brem	PROPN	PROPN;NOM
zagora	zagora	zagoră	zagora	PROPN	N;NOM;INDF;MASC+FEM;SG
artificial	konstgjort	artificial	konstgjor	ADV	N;NOM;INDF;NEUT;SG
artificial	artificiellt	artificial	artificiell	ADV	ADJ;NOM;INDF;NEUT;SG
artificial	konstgjord	artificial	konstgjord	ADV	ADJ;NOM;INDF;MASC+FEM;SG
artificial	konstgjorda	artificial	konstgjord	ADV	ADJ;NOM;PL;PST;V.PTCP
artificial	artificiellt	artificial	artificiell	ADV	ADJ;NOM;INDF;NEUT;SG
artificial	konstgjort	artificial	konstgjor	ADV	N;NOM;INDF;NEUT;SG
artificial	artificiell	artificial	artificiell	ADV	N;NOM;INDF;MASC+FEM;SG
solara	sol	solară	sol	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
solara	solar	solară	sola	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
solara	solenergi	solară	solenergi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
disponibila	tillgänglig	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
disponibila	tillgängligt	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
disponibila	tillgängliga	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;PL
disponibila	tillgänglig	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
disponibila	tillgängligt	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
disponibila	tillgängliga	disponibil	tillgänglig	ADJ;DEF;FEM;SG	ADJ;NOM;PL
reprezentative	ombud	reprezentativ	ombud	ADJ;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
reprezentative	företrädare	reprezentativ	företrädare	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
reprezentative	representativ	reprezentativ	representativ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
reprezentative	representativt	reprezentativ	representativ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
reprezentative	representant	reprezentativ	representant	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
marino	marino	marină	marino	N;INDF;MASC;SG	PROPN;NOM
fetele	girls	fată	girls	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
fetele	tjejer	fată	tjeja	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
fetele	flickor	fată	flicka	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
primita	fått	primita	få	ADJ;DEF;FEM;SG	V;V.CVB;ACT
primita	mottaget	primita	mottagen	ADJ;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
primita	fick	primita	få	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
primita	mottagen	primita	mottag	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
primita	mottagna	primita	motta	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
strategia	strategin	strategie	strategi	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
strategia	strategi	strategie	strategi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmise	överförs	transmis	överföra	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
transmise	överförda	transmis	överföra	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
transmise	överfört	transmis	överföra	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
culmea	åsen	culme	ås	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
culmea	ridge	culme	ridge	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
identice	identiskt	identic	identisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
identice	identisk	identic	identisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
fotografia	photo	fotografie	photo	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografia	foto	fotografie	foto	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
fotografia	fotografering	fotografie	fotografering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
fotografia	fotografi	fotografie	fotografi	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
albrecht	albrecht	albrecht	albrecht	PROPN	PROPN;NOM
aia	att	acela	att	PRO;FEM;SG;3	PART
separarea	separering	separare	separering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
separarea	separation	separare	separation	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
datoria	plikt	datorie	plikt	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
datoria	tull	datorie	tull	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scrisoarea	brev	scrisoare	brev	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
scrisoarea	bokstav	scrisoare	bokstav	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
scrisoarea	skrivelse	scrisoare	skrivelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
eroul	hjälten	erou	hjält	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
eroul	hero	erou	hero	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
eroul	hjälte	erou	hjälte	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
aviatiei	aviation	aviatie	aviation	N;DEF;FEM;SG	PROPN;NOM
aviatiei	luftfart	aviatie	luftfart	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
rupt	bruten	rupt	brut	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
rupt	broken	rupt	brok	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
rupt	trasigt	rupt	trasig	ADJ;INDF;MASC;SG	ADV
rupt	slet	rupt	slåt	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
rupt	slitet	rupt	slit	ADJ;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
integrate	integrerad	integra	integrerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
integrate	integrerat	integra	integrerad	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
panama	panama	panamă	panam	PROPN	PROPN;NOM
afc	afc	afc	afc	N	PROPN;NOM
utilizari	använder	utilizare	använda	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
nancy	nancy	nancy	nancy	PROPN	PROPN;NOM
comisie	kommissionens	comisie	kommission	N;INDF;FEM;SG	N;GEN;DEF;MASC+FEM;SG
comisie	kommission	comisie	kommission	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comisie	provision	comisie	provision	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
comisie	kommissionen	comisie	kommission	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reveni	återställ	reveni	återställ	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
reveni	återgå	reveni	återgå	V;IND;SG;3;PST;FIN	V;IMP;FIN;ACT
westfalia	westfalen	westfalia	cestfal	PROPN	N;NOM;DEF;MASC+FEM;SG
sinteza	syntes	sinteză	synas	N;DEF;FEM;SG	V;IND;PST;FIN
sinteza	syntes	sinteză	synas	N;DEF;FEM;SG	V;IND;PST;FIN
aripa	vingen	aripă	ving	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	flygeln	aripă	flygel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	wing	aripă	bing	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
aripa	vinge	aripă	vinga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aripa	flygel	aripă	flygel	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aripa	vingen	aripă	ving	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	flygeln	aripă	flygel	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aripa	wing	aripă	bing	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
aripa	vinge	aripă	vinga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aripa	flygel	aripă	flygel	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
cauzele	orsakar	cauză	orsak	N;DEF;FEM;PL	V;IND;PRS;FIN;ACT
cauzele	orsaker	cauză	orsak	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
graz	graz	graz	graz	PROPN	PROPN;NOM
veniturile	inkomster	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	inkomst	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
veniturile	intäkter	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	intäkt	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
veniturile	inkomster	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	intäkter	venit	intäkt	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
veniturile	inkomst	venit	inkomst	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
atomic	atomic	atomic	atomic	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
clinton	clinton	clinton	clinton	PROPN	PROPN;NOM
continuand	fortsätter	continua	fortsätta	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
continuand	fortsatt	continua	fortsätta	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
imparateasa	kejsarinna	imparatesa	kejsarinna	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
imparateasa	kejsarinnan	imparatesa	kejsarinnan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
imparateasa	kejsarinna	imparatesa	kejsarinna	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
imparateasa	kejsarinnan	imparatesa	kejsarinnan	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
integrare	integrering	integrare	integrering	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrare	integration	integrare	integration	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrare	integrationen	integrare	integration	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
districtele	distrikten	district	distrikt	N;DEF;FEM;PL	N;NOM;DEF;NEUT;PL
districtele	distrikt	district	distrikt	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
districtele	stadsdelar	district	stadsdel	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
miercurea	onsdag	miercure	onsdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
miercurea	onsdagar	miercure	onsdag	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
scenele	scener	scenă	scen	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
dramatice	dramatiskt	dramatic	dramatisk	ADJ;INDF;FEM;PL	ADV
dramatice	dramatik	dramatic	dramatik	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dramatice	dramatisk	dramatic	dramatisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
aurelian	aurelianus	aurelian	aurelianus	N;INDF;MASC;SG	PROPN;NOM
transmiterea	växellåda	transmitere	växellåda	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	transmission	transmitere	transmission	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	överföring	transmitere	överföring	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
transmiterea	sändning	transmitere	sändning	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ralph	ralf	ralph	ralf	PROPN	PROPN;NOM
ralph	ralph	ralph	ralph	PROPN	N;NOM;INDF;MASC+FEM;SG
hunter	hunter	hunter	hunta	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
hunter	jägare	hunter	jäga	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
armeni	armeniska	armen	armenisk	N;INDF;MASC;PL	ADJ;NOM;PL
vera	vera	vera	vera	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sferturi	kvartal	sfert	kvartal	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
borsod	borsod	borsod	borsod		N;NOM;INDF;MASC+FEM;SG
standarde	standards	standard	standard	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
minima	minimalt	minimă	minimal	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
minima	minst	minimă	lite	ADJ;DEF;FEM;SG	ADV;RL
minima	minimum	minimă	minimum	ADJ;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
minima	minsta	minimă	liten	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;RL
minima	minimala	minimă	minimal	ADJ;DEF;FEM;SG	ADJ;NOM;PL
minima	minimal	minimă	minimal	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
minima	minimalt	minimă	minimal	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
simt	förnuft	simți	förnuft	V;IND;PL;3;PRS;FIN	N;NOM;INDF;NEUT;SG
simt	vett	simți	vett	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simt	feel	simți	feel	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simt	känn	simți	känna	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simt	känna	simți	känna	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
simt	feeling	simți	feeling	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simt	känsla	simți	känsla	V;IND;PL;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
simt	känna	simți	känna	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
simt	känslan	simți	känslan	V;IND;PL;3;PRS;FIN	N;NOM;DEF;MASC+FEM;SG
desemna	utse	desemna	utse	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
datata	dejtade	datată	dejta	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
datata	daterat	datată	datera	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
datata	daterad	datată	datera	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
datata	daterade	datată	datera	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
cateodata	ibland	cateodată	ibland		ADV
utila	användbar	utila	användbar	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
utila	användbara	utila	användbar	ADJ;DEF;FEM;SG	ADJ;NOM;PL
utila	användbart	utila	användbar	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
utila	nyttig	utila	nyttig	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
utila	hjälpsam	utila	hjälpsam	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dotat	begåvade	dota	begåva	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
pastrata	bevarade	pastrat	bevara	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
pastrata	konserverade	pastrat	konservera	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
pastrata	bevarat	pastrat	bevara	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pastrata	bevarad	pastrat	bevara	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pastrata	konserverad	pastrat	konserverad	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
clape	tangentbord	clap	tangentbord	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
isabella	isabella	isabella	isabell	N;DEF;FEM;SG	PROPN;NOM
predare	undervisa	predare	undervisa	N;INDF;FEM;SG	V;IMP;FIN;ACT
predare	undervisning	predare	undervisning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
predare	överlämnandet	predare	överlämnande	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
predare	överlämnande	predare	överlämna	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
airlines	flygbolag	airlines	flygbolag	PROPN	N;NOM;INDF;NEUT;PL
airlines	airlines	airlines	airlines	PROPN	PROPN;NOM
airlines	flygbolagen	airlines	flygbolag	PROPN	N;NOM;DEF;NEUT;PL
sanatatea	hälsa	sanatate	hälsa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
abaúj	abaúj	abaúj	abaúj		N;NOM;INDF;MASC+FEM;SG
patrat	fyrkantig	patrat	fyrkantig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
patrat	torget	patrat	torg	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
patrat	fyrkantig	patrat	fyrkantig	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
patrat	torget	patrat	torg	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
epic	episk	epic	episk	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
gratie	nåd	gratie	nåd	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
gratie	grace	gratie	grace	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	fortune	avere	fortune	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
avere	förmögenhet	avere	förmögenhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	rikedom	avere	rikedom	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	förmögenhet	avere	förmögenhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
avere	välstånd	avere	välstånd	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
avere	rikedomar	avere	rikedom	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
windsor	windsor	windsor	pindsor	PROPN	PROPN;NOM
fin	fena	fin	fena	ADV	N;NOM;INDF;MASC+FEM;SG
fin	fin	fin	fin	ADV	ADJ;NOM;INDF;MASC+FEM;SG
birou	kontoret	birou	kontor	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
birou	skrivbordet	birou	skrivbord	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
secretul	hemlighet	secret	hemlighet	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
secretul	hemliga	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;PL
secretul	secret	secret	sec	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
secretul	hemlig	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
secretul	hemligt	secret	hemlig	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
trilogia	trilogi	trilogie	trilogi	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aniversare	födelsedatum	aniversare	födelsedatum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
aniversare	födelsedag	aniversare	födelsedag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsjubileum	aniversare	årsjubileum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
aniversare	bröllopsdag	aniversare	bröllopsdag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsdag	aniversare	årsdag	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
aniversare	årsdagen	aniversare	årsdag	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
aniversare	jubileum	aniversare	jubileum	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
gonzaga	gonzaga	gonzaga	gonöag	N;DEF;FEM;SG	PROPN;NOM
frumusetea	skönheten	frumusete	skönhet	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frumusetea	skönhet	frumusete	skönhet	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusetea	beauty	frumusete	beauty	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
executata	avrättade	executat	avrätta	N;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
executata	avrättades	executat	avrätta	N;DEF;FEM;SG	V;IND;PST;FIN;PASS
executata	utförd	executat	utföra	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
executata	avrättad	executat	avrätta	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
musulmana	muslimskt	musulmana	muslimsk	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
musulmana	muslim	musulmana	muslim	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
musulmana	muslimer	musulmana	muslim	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
musulmana	muslimska	musulmana	muslimsk	N;DEF;FEM;SG	ADJ;NOM;PL
musulmana	muslimsk	musulmana	muslimsk	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
rob	råna	rob	råna	N;INDF;MASC;SG	V;IMP;FIN;ACT
rob	rob	rob	rob	N;INDF;MASC;SG	PROPN;NOM
mehmed	mehmed	mehmed	mehmed	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
concret	betong	concret	betong	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
concret	konkreta	concret	konkret	ADJ;INDF;MASC;SG	ADJ;NOM;PL
frumusete	skönheten	frumuset	skönhet	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frumusete	skönhet	frumuset	skönhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusete	beauty	frumuset	beauty	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusete	skönheten	frumuset	skönhet	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
frumusete	skönhet	frumuset	skönhet	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
frumusete	beauty	frumuset	beauty	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
laboratorul	laboratoriet	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
laboratorul	laboratorium	laborator	laboratorium	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
laboratorul	labb	laborator	labb	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
laboratorul	labbet	laborator	labb	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
laboratorul	lab	laborator	lab	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
maini	händer	maini	hända		V;IND;PRS;FIN;ACT
maini	hands	maini	hand		N;NOM;INDF;MASC+FEM;SG
ala	ala	ala	al		N;NOM;INDF;MASC+FEM;SG
batalionul	bataljonen	batalion	bataljon	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
batalionul	bataljon	batalion	bataljon	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
constient	medvetna	constient	medveten	ADJ;INDF;MASC;SG	ADJ;NOM;PL
constient	medvetet	constient	medvetet	ADJ;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
constient	medvetna	constient	medveten	ADJ;INDF;MASC;SG	ADJ;NOM;PL
constient	medvetet	constient	medvetet	ADJ;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
constient	medvetna	constient	medveten	ADJ;INDF;MASC;SG	ADJ;NOM;PL
sansa	chance	sansa	chance	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sansa	slumpen	sansa	slump	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sansa	chans	sansa	chans	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sansa	chance	sansa	chance	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sansa	slumpen	sansa	slump	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
sansa	chans	sansa	chans	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sansa	sansa	sansa	sansa	N;DEF;FEM;SG	V;IMP;FIN;ACT
autostrada	motorväg	autostradă	motorväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	motorväg	autostradă	motorväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	highway	autostradă	highway	N;DEF;FEM;SG	PROPN;NOM
autostrada	landsväg	autostradă	landsväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
autostrada	motorväg	autostradă	motorväg	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
