분류	מיון	분류	מיון	N	
두근두근	דפיקות	두근두근	דפיקות		N;FEM;PL
재료	מרכיבים	재료	הרכיב	N	V;MASC;PL;V.PTCP;ACT
재료	מצרכים	재료	מצרכים	N	
재료	חומרי	재료	חומרי	N	ADJ;MASC;PL
전술	טקטי	전술	טקטי	N	ADJ;MASC;SG
분해	מפורק	분해	מפורק		V;MASC;SG;V.PTCP;PASS
분해	פירוק	분해	פירוק		N;MASC;SG
분해	ריקבון	분해	ריקבון		N;MASC;SG
분해	לפרק	분해	פירק		V;NFIN;ACT
호환	תואמים	호환	תואם	N	V;MASC;PL;V.PTCP;ACT
호환	תואמת	호환	תואמת	N	V;FEM;SG;V.PTCP;ACT
호환	תואם	호환	תאם	N	V;MASC;SG;V.PTCP;ACT
호환	מתאימה	호환	התאים	N	V;FEM;SG;V.PTCP;ACT
호환	צייתן	호환	צייתן	N	PROPN
분기	רבעון	분기	רבעון		N;MASC;SG
분기	הרבעוני	분기	הרבעוני		PROPN
분기	רבעון	분기	רבעון		N;MASC;SG
분기	רבע	분기	None		N
분기	ענף	분기	ענף		N;MASC;SG
분기	סניף	분기	סניף		N;MASC;SG
짧게	קצר	짧+게	קצר		ADJ;MASC;SG
짧게	קיצור	짧+게	קיצור		N;MASC;SG
짧게	קצרה	짧+게	קצר		ADV
소중한	יקרות	소중+하+ㄴ	יקר	V	ADJ;FEM;PL
소중한	פרשס	소중+하+ㄴ	פרשס	V	PROPN
소중한	יקרים	소중+하+ㄴ	יקר	V	ADJ;MASC;PL
소중한	יקר	소중+하+ㄴ	יקר	V	ADJ;MASC;SG
우즈베키스탄	אוזבקיסטן	우즈베키스탄	אוזבקיסטן	PROPN	PROPN
우즈베키스탄	אוזבקית	우즈베키스탄	אוזבקי	PROPN	PROPN
스승	המורה	스승	המורה	N	
극단	קיצוניות	극단	קיצוני	N	ADJ;FEM;PL
극단	קיצונית	극단	קיצוני	N	ADV
에스페란토	אספרנטו	에스페란토	אספרנטו	PROPN	PROPN
유료	שילמה	유료	שילם	N	V;FEM;SG;3;PST;ACT
유료	בתשלום	유료	בתשלום	N	ADV
유료	משולם	유료	משולם	N	PROPN
유료	שילם	유료	שילם	N	V;MASC;SG;3;PST;ACT
유료	שולם	유료	שולם	N	PROPN
초신성	סופרנובה	초신성	סופרנובה	N	PROPN
넬슨	נלסון	넬슨	נלסון		PROPN
별도	בנפרד	별도	בנפרד		PROPN
별도	לחוד	별도	חד		ADV
라파엘	רפאל	라파엘	רפאל	PROPN	PROPN
차이나	חרסינה	차이+나	חרסינה		N;FEM;SG
차이나	סין	차이+나	סין		PROPN
돼지	חזירים	돼지	חזיר		N;MASC;PL
돼지	פיג	돼지	פיג		PROPN
성직자	הכהן	성직자	הכהן	N	PROPN
성직자	כומר	성직자	כומר	N	PROPN
성직자	כמורה	성직자	כמור	N	
트리니다드	טרינידד	트리니다드	טרינידד	PROPN	PROPN
가브리엘	גבריאל	가브리엘	גבריאל	PROPN	PROPN
가브리엘	גבריאל	가브리엘	גבריאל	PROPN	PROPN
밝고	מוארת	밝+고	מואר		ADJ;FEM;SG
밝고	ברייט	밝+고	ברייט		PROPN
조용히	שקטה	조용히	שקטה	ADV	ADJ;FEM;SG
조용히	שקט	조용히	שקט	ADV	N;MASC;SG
과테말라	גואטמלה	과테말라	גואטמלה	PROPN	PROPN
과테말라	גואטמלה	과테말라	גואטמלה	PROPN	PROPN
주류	ליקר	주류	ליקר	N	PROPN
자선	נדבה	자선	נדבה	N	PROPN
필터	פילטר	필터	פילטר	N	PROPN
필터	פילטר	필터	פילטר	N	PROPN
나비	הפרפר	나비	הפרפר		PROPN
나비	פרפר	나비	פרפר		PROPN
나비	פרפרים	나비	פרפר		N;MASC;PL
괴물	מפלצת	괴물	פילץ		N;FEM;SG
괴물	מפלצות	괴물	מפלצת		N;FEM;PL
신앙	האמונה	신앙	האמונה	N	
신앙	פיית	신앙	פיית	N	
신앙	האמונה	신앙	האמונה	N	
타임스	פעמים	타임스	פעם		N;FEM;PL
타임스	הטיימס	타임스	הטיימס		PROPN
타임스	טיימס	타임스	טיימס		PROPN
타임스	זמנים	타임스	זמן		N;MASC;PL
카터	קרטר	카터	קרטר		PROPN
파트	חלק	파트	חלק		N;MASC;SG
페르디난트	פרדיננד	페르디난트	פרדיננד	PROPN	PROPN
검은색	שחורה	검은색	שחורה		ADJ;FEM;SG
검은색	שחור	검은색	שחור		ADJ;MASC;SG
막내	הצעיר	막내	הצעיר		V;MASC;SG;3;PST;ACT
고딕	גותי	고딕	גותי		PROPN
토미	טומי	토미	טומי		PROPN
알프스	האלפים	알프스	האלף	PROPN	N;MASC;PL
빌려	בהשאלה	빌리+어	בהשאלה		ADV
빌려	להשאיל	빌리+어	השאיל		V;NFIN;ACT
빌려	להלוות	빌리+어	הלווה		V;NFIN;ACT
빌려	להשאיל	빌리+어	השאיל		V;NFIN;ACT
빌려	נלווה	빌리+어	נלווה		V;MASC;SG;V.PTCP;MID
빌려	ללוות	빌리+어	ללווה		V;NFIN;ACT
무어	מור	무어	מור		PROPN
정복	כובש	정복	כבש	N	PROPN
정복	לכבוש	정복	כבש	N	V;NFIN;ACT
고체	מוצק	고체	הוצק	N	V;MASC;SG;V.PTCP;PASS
고체	מוצקה	고체	הוצק	N	V;FEM;SG;V.PTCP;PASS
고체	מוצקים	고체	הוצק	N	V;MASC;PL;V.PTCP;PASS
사할린	סחלין	사하+려	סחלין		PROPN
계층	היררכיים	계층	היררכי	N	ADJ;MASC;PL
영양	אנטילופה	영양	אנטילופה	N	PROPN
케냐	קנייה	케+로	קנייה		N;FEM;SG
케냐	קניה	케+로	קניה		PROPN
영광	המהולל	영광	המהולל		PROPN
영광	מפואר	영광	מפואר		V;MASC;SG;V.PTCP;PASS
영광	מהולל	영광	מהולל		ADJ
영광	תפארת	영광	תפארת		PROPN
영광	תהילה	영광	תהילה		PROPN
영광	גלורי	영광	גלורי		PROPN
중립성	נייטרלי	중립성	נייטרלי	N	ADJ;MASC;SG
개발자	מפתחים	개발자	פיתח	N	V;MASC;PL;V.PTCP;ACT
개발자	יזם	개발자	יזם	N	PROPN
개발자	מפתחים	개발자	פיתח	N	V;MASC;PL;V.PTCP;ACT
웨스턴	ווסטון	웨스턴	ווסטון		PROPN
웨스턴	המערבי	웨스턴	המערבי		PROPN
웨스턴	מערב	웨스턴	מערב		N;MASC;SG
웨스턴	מערבי	웨스턴	מערבי		PROPN
풋살	קטרגל	풋살	קטרגל		PROPN
리옹	ליון	리옹	ליון	PROPN	PROPN
듣기	מאזין	듣+기	מאזין	V	N;MASC;SG
듣기	הקשבה	듣+기	הקשבה	V	N;FEM;SG
듣기	האזנה	듣+기	האזנה	V	N;FEM;SG
화장품	קוסמטי	화장품	קוסמטי	N	ADJ;MASC;SG
유대교	יהודייה	유대교	יהודי	N	PROPN
유대교	יהודית	유대교	יהודית	N	PROPN
유대교	יהודיה	유대교	None	N	PROPN
미카엘	מיכאל	미카엘	מיכאל		PROPN
미카엘	מייקל	미카엘	מייקל		PROPN
사키	סאקי	사키	סאקי		PROPN
상금	הזכיות	상금	הזכיה		N;FEM;PL
상금	פרסים	상금	פרס		N;MASC;PL
울프	וולף	울프	וולף		PROPN
울프	וולף	울프	וולף		PROPN
울프	זאב	울프	זאב		PROPN
소말리아	סומליה	소말리아	סומליה	PROPN	PROPN
알림	התראת	알리+ㅁ	התראה	N	ADV
알코올	אלכוהוליסטית	알코올	אלכוהוליסטית		ADV
알코올	אלכוהוליסט	알코올	אלכוהוליסט		N;MASC;SG
알코올	אלכוהוליסטים	알코올	אלכוהוליסטים		N;MASC;PL
알코올	אלכוהול	알코올	אלכוהול		N;MASC;SG
보이즈	boyz	보이즈	boyz	N	
키즈	ילדים	키즈	ילד		N;MASC;PL
새뮤얼	סמואל	새뮤얼	סמואל	PROPN	PROPN
새뮤얼	שמואל	새뮤얼	שמואל	PROPN	PROPN
라이더	רוכב	라이더	רכב		PROPN
라이더	רוכבים	라이더	רוכב		N;MASC;PL
라이더	הרוכבים	라이더	הרוכב		N;MASC;PL
스탠퍼드	סטנפורד	스탠퍼드	סטנפורד		PROPN
조이	שמחה	종이	שמחה		PROPN
코트	המעיל	코트	המעיל		V;MASC;SG;3;PST;ACT
코트	המעילים	코트	המעיל		N;MASC;PL
코트	מעילים	코트	העיל		N;MASC;PL
스캔들	סקנדל	스캔들	סקנדל	N	PROPN
금성	ונוס	금성	ונוס	PROPN	PROPN
금성	נוגה	금성	נגה	PROPN	PROPN
주위	סביב	주위	סביב	N	ADV
주위	בסביבה	주위	בסביבה	N	
주위	מסביב	주위	מסביב	N	
보건	בריאות	보건	בריאות		N;FEM;SG
요원	הסוכן	요원	הסוכן	N	PROPN
크리스티나	כריסטינה	크리스티나	כריסטינה	PROPN	PROPN
크리스티나	קריסטינה	크리스티나	קריסטינה	PROPN	PROPN
크리스티나	כריסטינה	크리스티나	כריסטינה	PROPN	PROPN
크리스티나	קריסטינה	크리스티나	קריסטינה	PROPN	PROPN
싸워	הילחם	싸우+어	הילחם		PROPN
싸워	להילחם	싸우+어	נלחם		V;NFIN;MID
가오슝	גאושיונג	가오증	גאושיונג	PROPN	PROPN
하이브리드	כלאיים	하이브리드	כלאי		N
하이브리드	כלאיים	하이브리드	כלאי		N
항해	הפלגה	항하+어	הפלגה		N;FEM;SG
항해	שיט	항하+어	שיט		N;MASC;SG
항해	שייט	항하+어	שייט		N;MASC;SG
항해	מפרש	항하+어	מפרש		N;MASC;SG
항해	להפליג	항하+어	הפליג		V;NFIN;ACT
과일	פירות	과일	פרי		N;MASC;PL
과일	פירות	과일	פרי		N;MASC;PL
가르시아	גרסיה	가르시아	גרסיה		PROPN
가르시아	גרסייה	가르시아	גרסייה		PROPN
탐사	חקר	탐사	חקר	N	
파이터스	לוחמי	파이터스	לוחם	PROPN	PROPN
파이터스	לוחמות	파이터스	לוחם	PROPN	N;FEM;PL
파이터스	לוחמים	파이터스	לוחם	PROPN	N;MASC;PL
네이트	נייט	네이트	נייט		PROPN
고기	בשר	고기	בשר	N	
고기	בשרים	고기	בשרים	N	PROPN
연령	הגיל	연령	הגיל	N	ADV
무엇인가	משהו	무엇+이+ㄴ가	משהו	V	N;MASC;SG
무엇인가	משו	무엇+이+ㄴ가	משו	V	
원본	מקור	원본	מקור		N;MASC;SG
원본	מקוריות	원본	מקורי		ADJ;FEM;PL
원본	מקוריים	원본	מקורי		ADJ;MASC;PL
원본	מקורית	원본	מקורי		ADV
원본	מקורי	원본	מקורי		ADJ;MASC;SG
원본	המקורי	원본	המקור		PROPN
마사키	מאסאקי	마사키	מאסאקי		PROPN
증명	להוכיח	증명	הוכיח	N	V;NFIN;ACT
탱크	מיכל	탱크	מיכל	N	
탱크	מיכלי	탱크	מיכלי	N	PROPN
복음서	הבשורה	복음서	הבשורה		PROPN
스틸	סטיל	스틸	סטיל	N	PROPN
아스널	ארסנל	아스널	ארסנל	PROPN	PROPN
현금	קאש	현금	קאש	N	
현금	מזומן	현금	זומן	N	V;MASC;SG;V.PTCP;PASS
현금	מזומנים	현금	מזומן	N	V;MASC;PL;V.PTCP;PASS
현금	במזומן	현금	במזומן	N	ADV
배포	לפרוס	배포	פרס	N	V;NFIN;ACT
배포	להפיץ	배포	הפיץ	N	V;NFIN;ACT
배포	לחלק	배포	חילק	N	V;NFIN;ACT
달콤한	מתוקים	달콤+하+ㄴ	מתוק	V	ADJ;MASC;PL
달콤한	מתוקה	달콤+하+ㄴ	מתוקה	V	PROPN
달콤한	מתוקות	달콤+하+ㄴ	מתוק	V	ADJ;FEM;PL
달콤한	מתוק	달콤+하+ㄴ	מתוק	V	
몬테네그로	מונטנגרו	몬테네그+로	מונטנגרו	ADV	PROPN
로렌스	לורנס	로렌스	לורנס	PROPN	PROPN
로렌스	לורנס	로렌스	לורנס	PROPN	PROPN
볼리비아	בוליביה	볼리비아	בוליביה	PROPN	PROPN
캐나다인	קנדית	캐나다+이+ㄴ	קנדי		PROPN
캐나다인	קנדי	캐나다+이+ㄴ	קנדי		PROPN
캐나다인	הקנדים	캐나다+이+ㄴ	הקנד		N;MASC;PL
와이드	רחבה	와이드	רחבה		N;FEM;SG
소나타	סונטה	소나타	סונטה		N;FEM;SG
기대	תוחלת	기대	תוחלת		N;FEM;SG
기대	ציפייה	기대	ציפייה		N;FEM;SG
기대	הציפייה	기대	הציפייה		N;FEM;SG
기대	ציפיות	기대	ציפייה		N;FEM;PL
기대	תקוות	기대	תקווה		N;FEM;PL
기대	הציפיות	기대	הציפיות		N;FEM;PL
기대	מצפה	기대	ציפה		V;MASC;SG;V.PTCP;ACT
실종	נעדר	실종	נעדר	N	
실종	חסרים	실종	חסר	N	ADJ;MASC;PL
실종	חסר	실종	חסר	N	ADJ;MASC;SG
조류	ציפור	조류	ציפור	N	PROPN
조류	בירד	조류	בירד	N	PROPN
천재	גאונות	천재	גאונות		N;MASC;SG
천재	גאוני	천재	גאוני		ADJ;MASC;SG
천재	גאונית	천재	גאונית		ADV
천재	גאונים	천재	גאוני		N;MASC;PL
트로이	טרוי	트로이	טרוי		PROPN
트로이	טרויה	트로이	טרוי		PROPN
항복	נכנע	항복	נכנע	N	V;MASC;SG;3;PST;MID
독수리	נשר	독수리	נשר	N	PROPN
독수리	איגל	독수리	איגל	N	PROPN
독수리	עיט	독수리	עיט	N	
건조	יבש	건조	יבש	N	
건조	התייבש	건조	התייבש	N	V;SG;3;PST
건조	מיובש	건조	מיובש	N	V;MASC;SG;V.PTCP;PASS
건조	מיובשת	건조	יובש	N	V;FEM;SG;V.PTCP;PASS
건조	צחיח	건조	צחיח	N	PROPN
정류장	מפסיקה	정류장	הפסיק	N	V;FEM;SG;V.PTCP;ACT
정류장	עוצר	정류장	עוצר	N	
정류장	מפסיק	정류장	הפסיק	N	V;MASC;SG;V.PTCP;ACT
회색	אפורה	회색	אפורה	N	ADJ;FEM;SG
회색	גריי	회색	גריי	N	PROPN
회색	אפור	회색	אפור	N	
회색	אפורה	회색	אפורה	N	ADJ;FEM;SG
회색	גריי	회색	גריי	N	PROPN
회색	אפור	회색	אפור	N	
파랑	כחולה	파랑	כחול		ADV
파랑	בלו	파랑	בלו		PROPN
건강한	בריאים	건강+하+ㄴ	בריא	V	ADJ;MASC;PL
건강한	בריאה	건강+하+ㄴ	בריא	V	N;FEM;SG
건강한	בריאות	건강+하+ㄴ	בריאות	V	N;FEM;SG
건강한	בריא	건강+하+ㄴ	בריא	V	PROPN
천문대	במצפה	천문대	במצפה	N	
허용	מותרת	허용	הותר		V;FEM;SG;V.PTCP
허용	מותר	허용	מותר		ADJ;MASC;SG
허용	מורשה	허용	מורשה		V;MASC;SG;V.PTCP;PASS
허용	הרשה	허용	הרשה		V;MASC;SG;3;PST;ACT
허용	אפשר	허용	אפשר		V
허용	לאפשר	허용	אפשר		V;NFIN;ACT
비싼	יקרה	비싸+ㄴ	קרה	ADJ	V;MASC;SG;3;FUT
아칸소	ארקנסו	아칸소	ארקנסו	PROPN	PROPN
다운	מטה	다우+ㄴ	מטה		N;MASC;SG
다운	דאון	다우+ㄴ	דאון		PROPN
다운	דאונס	다우+ㄴ	דאונס		PROPN
줄기	נובעת	줄기	נבע	N	V;FEM;SG;V.PTCP;ACT
후쿠다	פוקודה	후쿠+이+다	פוקודה		PROPN
자서전	האוטוביוגרפיה	자서전	האוטוביוגרפיה	N	PROPN
전례	ליטורגי	전례	ליטורגי	N	
전례	הליטורגיה	전례	הליטורגיה	N	PROPN
스틸러스	סטילרס	스틸러스	סטילרס		PROPN
알렉산드리아	אלכסנדריה	알렉산드리아	אלכסנדריה	PROPN	PROPN
피부	העור	피부	העור	N	
멜로디	לחן	멜로디	לחן		PROPN
멜로디	מלודי	멜로디	מלודי		PROPN
멜로디	מנגינה	멜로디	מנגין		N;FEM;SG
아줌마	גברת	아줌마	גברת		N;FEM;SG
아줌마	ליידי	아줌마	ליידי		PROPN
카나	כנא	카+나	כנא		PROPN
드레스	שמלה	드레스	שמלה	N	PROPN
콘테스트	תחרויות	콘테스트	תחרות		N;FEM;PL
콘테스트	תחרות	콘테스트	תחרות		N;FEM;SG
콘테스트	התחרות	콘테스트	התחרה		N;FEM;PL
아기	תינוקת	아기	תינוק		N;FEM;SG
아기	בייבי	아기	בייבי		PROPN
아기	בובה	아기	בובה		N;FEM;SG
아기	תינוק	아기	תינוק		N;MASC;SG
아기	תינוקות	아기	תינוק		N;FEM;PL
지향	מונחה	지향	מונחה	N	V;MASC;SG;V.PTCP;PASS
배트맨	באטמן	배트맨	באטמן	N	PROPN
크라운	כתר	크랍+ㄴ	כתר		N;MASC;SG
크라운	קראון	크랍+ㄴ	קראון		PROPN
안드레아	אנדריאה	안드레아	אנדריאה		PROPN
안드레아	אנדראה	안드레아	אנדראה		PROPN
안드레아	אנדרו	안드레아	אנדרו		PROPN
보충	תוספת	보충	תוספת		N;FEM;SG
객체	האובייקט	객체	האובייקט	N	PROPN
아인슈타인	אינשטיין	아인슈타인	אינשטיין		PROPN
아인슈타인	איינשטיין	아인슈타인	איינשטיין		PROPN
빌라	וילה	빌+라	וילה		N;FEM;SG
빌라	וילות	빌+라	וילה		N;FEM;PL
기분	להרגיש	기분	הרגיש		V;NFIN;ACT
기분	מרגיש	기분	הרגיש		V;MASC;SG;V.PTCP;ACT
기분	מרגישים	기분	הרגיש		V;MASC;PL;V.PTCP;ACT
기분	תרגיש	기분	תרגיש		V;MASC;SG;2;FUT;ACT
기분	הרגשה	기분	הרגשה		N;FEM;SG
기분	מרגישה	기분	הרגיש		V;FEM;SG;V.PTCP;ACT
기분	מרגיש	기분	הרגיש		V;MASC;SG;V.PTCP;ACT
기분	תחושה	기분	תחושה		N;FEM;SG
고조	מוגברת	고조	מוגבר		V;FEM;SG;V.PTCP;PASS
고조	מוגבר	고조	מוגבר		V;MASC;SG;V.PTCP;PASS
라이프치히	לייפציג	라이프치히	לייפציג	PROPN	PROPN
한계	לתחום	한계	תחם	N	V;NFIN;ACT
괄호	סוגריים	괄호	סגרי		N;MASC;PL
괄호	סוגריים	괄호	סגרי		N;MASC;PL
일괄	אצווה	일괄	אצווה	N	
노르망디	נורמנדי	노르망디	נורמנדי	PROPN	PROPN
빨강	רד	빨강	רד		PROPN
빨강	אדום	빨강	אדום		ADJ;MASC;SG
빨강	אדומים	빨강	אדום		N;MASC;PL
빨강	אדומה	빨강	אדום		N;FEM;SG
다카시	טקאשי	다카시	טקאשי		PROPN
대문	שער	대문	שער		N;MASC;SG
파일럿	פיילוט	파일럿	פיילוט		PROPN
파일럿	טייס	파일럿	טייס		N;MASC;SG
본토	ביבשת	본토	ביבש	N	PROPN
본토	היבשת	본토	היבשת	N	PROPN
메트로폴리탄	המטרופולין	메트로폴리탄	המטרופולין	PROPN	PROPN
예측	לחזות	예측	חזה	N	V;NFIN;ACT
가볍게	אור	가볍+게	אור	CONJ	
가볍게	להקל	가볍+게	הקל	CONJ	V;NFIN;ACT
가볍게	קלות	가볍+게	קל	CONJ	
가볍게	בקלילות	가볍+게	בקלילות	CONJ	
신전	מקדש	신전	מקדש	N	PROPN
신전	המקדש	신전	המקדש	N	PROPN
신전	מקדשים	신전	קידש	N	V;MASC;PL;V.PTCP;ACT
미카	מייקה	미카	מייקה		PROPN
미카	מיכה	미카	מיכה		PROPN
미카	מיקה	미카	מיקה		PROPN
미카	מיקה	미카	מיקה		PROPN
방글라데시	בנגלדש	방글+라조시	בנגלדש		PROPN
데일리	דאלי	데일리	דאלי		PROPN
데일리	דיילי	데일리	דיילי		PROPN
데일리	יומית	데일리	יומי		ADV
데일리	יומי	데일리	יומי		PROPN
데일리	דיילי	데일리	דיילי		PROPN
건지	גרנזי	거+이+ㄴ지	גרנזי		PROPN
섬유	טקסטיל	섬유	טקסטיל	N	PROPN
섬유	סיב	섬유	סיב	N	
애니	אנני	애+니	אנני		PROPN
간접	עקיף	간접	עקיף		ADJ;MASC;SG
초청	להזמנה	초청	הזמנה	N	V;NFIN;ACT
히로미	הירומי	히로미	הירום		PROPN
드림웍스	דרימוורקס	드림웍스	דרימוורקס		PROPN
단축	קיצר	단축	קיצר	N	
심각하게	רצינית	심각+하+게	רציני	CONJ	ADV
심각하게	רציניים	심각+하+게	רציני	CONJ	ADJ;MASC;PL
심각하게	רציני	심각+하+게	רציני	CONJ	ADJ;MASC;SG
심각하게	רצינות	심각+하+게	רצינות	CONJ	N;FEM;SG
심각하게	ברצינות	심각+하+게	ברצינות	CONJ	ADV
두께	עובי	두께	עובי		N;MASC;SG
로드리게스	רודריגז	로드리게스	רודריגז	PROPN	PROPN
포르노	פורנוגרפי	포르노	פורנוגרפי		ADJ;MASC;SG
포르노	פורנוגרפיה	포르노	פורנוגרפיה		N;FEM;SG
일주일	שבוע	일주일	שבוע		N;MASC;SG
데드	מת	데드	מת		ADJ;MASC;SG
데드	מתים	데드	מת		N;MASC;PL
데드	מתה	데드	מת		PROPN
미식축구	פוטבול	미식+축구	None	N	PROPN
오스카	האוסקר	오스카	האוסקר		N;MASC;SG
오스카	אוסקר	오스카	אוסקר		PROPN
버밍엄	בירמינגהם	버밍엄	בירמינגהם	PROPN	PROPN
줄이기	ירידה	줄이+기	ירידה	V	N;FEM;SG
엘리트	עילית	엘리트	עילה		PROPN
엘리트	האליטה	엘리트	האליט		N;FEM;SG
엘리트	עלית	엘리트	עלית		PROPN
교육자	מחנכים	교육자	חינך	N	V;MASC;PL;V.PTCP;ACT
살인사건	רצח	살인사건	רצח		N;MASC;SG
뉴턴	ניוטון	뉴턴	ניוטון		PROPN
리조트	נופש	리조트	נופש		N;MASC;SG
리조트	נופש	리조트	נופש		N;MASC;SG
삼촌	דוד	삼촌	דוד	N	PROPN
삼촌	הדוד	삼촌	הדוד	N	
발명가	ממציא	발명+가	ממציא	N	PROPN
발명가	הממציא	발명+가	הממציא	N	PROPN
