של	شيل	של	شيل	PART;GEN	
זרות	اجنبية	זרות	أَجنَبِيّ		ADJ;NOM;INDF;FEM;SG
פיקסלים	بكسلات	פיקסל	بكسلات	N;MASC;PL	N;NOM;DEF;SG
הזיתים	الزيتون	הזית	زَيتُون	ADV	N;NOM;DEF;SG
הזיתים	زيتون	הזית	زيتون	ADV	
תהליכי	عمليات	תהליך	عَمَلِيَّة	N;PSSD;MASC;PL	N;NOM;INDF;PL
הטורקים	تركس	הטורק	رَكَس	N	
נשר	النسر	נשר	النسر	PROPN	N;NOM;DEF;SG
נשר	نسر	נשר	نسر	PROPN	N;NOM;INDF;SG
נשר	النسر	נשר	النسر	PROPN	N;NOM;DEF;SG
נשר	نسر	נשר	نسر	PROPN	N;NOM;INDF;SG
נלחם	قتال	נלחם	قِتَال	V;MASC;SG;MID	N;NOM;INDF;SG
נלחם	القتال	נלחם	قِتَال	V;MASC;SG;MID	N;NOM;DEF;SG
העולה	ارتفاع	העולה	اِرتِفَاع	PROPN	N;NOM;INDF;SG
אדי	ايدي	אדי	ايدي	PROPN	
אדי	ايدى	אדי	ايدى	PROPN	
אדי	ادي	אדי	أَدَّى	PROPN	
פיזיקה	فيزياء	פיזיקה	فِيزِيَاء	N;FEM;SG	
פיזיקה	الفيزياء	פיזיקה	الفيزياء	N;FEM;SG	
קרול	كرول	קרול	كُرُول	PROPN	
קרול	كارول	קרול	كارول	PROPN	
שגוי	الخطا	שגוי	خَطَا		N;NOM;DEF;SG
שגוי	غلط	שגוי	غَلط		
שגוי	خطا	שגוי	خَطّ		N;NOM;INDF;SG
שגוי	خاطئ	שגוי	خَاطِئ		ADJ;NOM;INDF;MASC;SG
אזרחית	مدنية	אזרחי	مَدَنِيّ	ADV	ADJ;NOM;INDF;FEM;SG
אזרחית	الاهلي	אזרחי	الاهلي	ADV	
אזרחית	المدنية	אזרחי	مَدَنِيّ	ADV	ADJ;NOM;DEF;FEM;SG
אזרחית	المدني	אזרחי	مَدَنِيّ	ADV	ADJ;NOM;DEF;MASC;SG
אזרחית	مواطن	אזרחי	مُوَاطِن	ADV	N;NOM;INDF;SG
אזרחית	مواطنة	אזרחי	مُوَاطِنَة	ADV	N;NOM;INDF;SG
אזרחית	المواطن	אזרחי	مُوَاطِن	ADV	N;NOM;DEF;SG
אזרחית	مدنية	אזרחי	مَدَنِيّ	ADV	ADJ;NOM;INDF;FEM;SG
אזרחית	المدني	אזרחי	مَدَنِيّ	ADV	ADJ;NOM;DEF;MASC;SG
אזרחית	مدني	אזרחי	مَدَنِيّ	ADV	
אזרחית	المدنيون	אזרחי	مَدَنِيّ	ADV	N;NOM;DEF;PL
מתקדמים	متقدم	מתקדם	مُتَقَدِّم	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC;SG
מתקדמים	متقدمة	מתקדם	مُتَقَدِّم	V;MASC;PL;V.PTCP	ADJ;NOM;INDF;FEM;SG
מתקדמים	المتقدمة	מתקדם	مُتَقَدِّم	V;MASC;PL;V.PTCP	ADJ;NOM;DEF;FEM;SG
מתקדמים	المتقدم	מתקדם	مُتَقَدِّم	V;MASC;PL;V.PTCP	ADJ;NOM;DEF;MASC;SG
התקפה	هجومية	התקפה	هُجُومِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
התקפה	الهجومية	התקפה	هُجُومِيّ	N;FEM;SG	
חמאס	حماس	חמאס	حماس	PROPN	
מילולית	حرفيا	מילולי	حَرفِيّ	ADV	ADJ;ACC;INDF;MASC;SG
מילולית	لفظيا	מילולי	لفظيا	ADV	N;NOM;INDF;SG
מילולית	اللفظي	מילולי	اللفظي	ADV	N;NOM;DEF;SG
מילולית	شفوية	מילולי	شَفوِيّ	ADV	ADJ;NOM;INDF;FEM;SG
מילולית	شفوي	מילולי	شَفوِيّ	ADV	ADJ;NOM;INDF;MASC;SG
מכה	مكة	הכה	مَكَّة		N;NOM;INDF;SG
מכה	ضرب	הכה	ضَرب		N;NOM;INDF;SG
יורו	يورو	יורו	يورو	PROPN	
יורו	اليورو	יורו	يُورُو	PROPN	N;NOM;DEF;SG
יורו	باليورو	יורו	باليورو	PROPN	N;NOM;DEF;SG
יורו	اليورو	יורו	يُورُو	PROPN	N;NOM;DEF;SG
יורו	باليورو	יורו	باليورو	PROPN	N;NOM;DEF;SG
האנושות	الانسانية	האנושה	إِنسَانِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
האנושות	انسانية	האנושה	إِنسَانِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
האנושות	البشرية	האנושה	بَشَرِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
האנושות	البشرية	האנושה	بَشَرِيّ	N;FEM;SG	ADJ;NOM;DEF;FEM;SG
מנתה	نعناع	מנה	نعناع	PROPN	
מנתה	منت	מנה	مَنت	PROPN	
מנתה	النعناع	מנה	نُعنَاع	PROPN	N;NOM;DEF;SG
המייסדים	تاسيس	המייסדים	تاسيس	PROPN	N;NOM;INDF;SG
לבדו	لوحدي	לבד	لوحدي		
לבדו	وحده	לבד	وحده		PRO;NOM;MASC;SG;3
לבדו	وحيد	לבד	وحيد		
לבדו	وحيدة	לבד	وَحِيد		ADJ;NOM;INDF;FEM;SG
לבדו	وحدي	לבד	وَحدِيّ		
הרברט	هربرت	הרברט	هربرت	PROPN	
קשיים	صعوبة	קושי	صُعُوبَة	N;MASC;PL	N;NOM;INDF;SG
קשיים	الصعوبة	קושי	صُعُوبَة	N;MASC;PL	N;NOM;DEF;SG
חפץ	كائن	חפץ	كَائِن	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
וולטר	والتر	וולטר	والتر	PROPN	
מחפש	النظر	חיפש	نَظَر	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מחפש	الباحث	חיפש	بَاحِث	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מחפש	البحث	חיפש	بَحث	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מוסיף	يضيف	הוסיף	أَضَاف	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מרכיב	المكون	מרכיב	مُكَوِّن	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
מרכיב	مكون	מרכיב	مَكَّن	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
נמכר	تباع	נמכר	أَبَاع	V;MASC;SG;3;PST;MID	V;IPFV;FEM;IND;SG;3;FIN;PASS
נמכר	بيعت	נמכר	بَيع	V;MASC;SG;3;PST;MID	V;PFV;FEM;SG;3;PASS
נמכר	بيع	נמכר	بَيع	V;MASC;SG;3;PST;MID	N;NOM;INDF;SG
נמכר	بعت	נמכר	بَعَى	V;MASC;SG;3;PST;MID	V;PFV;FEM;SG;3;ACT
נמכר	باع	נמכר	بَاع	V;MASC;SG;3;PST;MID	V;PFV;MASC;SG;3;ACT
דמיון	التشابه	דמיון	تَشَابُه	N;MASC;SG	
תאוריות	نظريات	תאורית	نَظَرِيَّة	N;FEM;PL	ADJ;NOM;INDF;FEM;PL
תאוריות	النظريات	תאורית	نَظَرِيَّة	N;FEM;PL	ADJ;NOM;DEF;FEM;PL
חנות	تسوق	חנות	سَوَّق	N;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
חנות	متجر	חנות	مَتجَر	N;FEM;SG	
חנות	شوب	חנות	شَوبَ	N;FEM;SG	
חנות	متجر	חנות	مَتجَر	N;FEM;SG	
אושר	كد	אושר	كَدّ	PROPN	
אושר	اكد	אושר	أَكَّد	PROPN	V;PFV;MASC;SG;3;ACT
אושר	معتمدة	אושר	مُعتَمَد	PROPN	ADJ;NOM;INDF;FEM;SG
אושר	المعتمدة	אושר	مُعتَمَد	PROPN	ADJ;NOM;DEF;FEM;SG
אושר	سعادة	אושר	سَعَادَة	PROPN	N;NOM;INDF;SG
אושר	السعادة	אושר	سَعَادَة	PROPN	N;NOM;DEF;SG
מצביעים	الناخبون	הצביע	نَاخِب	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מצביעים	الناخبين	הצביע	نَاخِب	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;PL
מצביעים	مصوت	הצביע	مَصَّى	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
מצביעים	المصوتين	הצביע	مُصَوِّت	V;MASC;PL;V.PTCP;ACT	N;ACC;DEF;PL
פיזית	بدنيا	פיזי	بدنيا	ADV	ADJ;ACC;INDF;MASC;SG
פיזית	جسديا	פיזי	جَسَدِيّ	ADV	ADJ;ACC;INDF;MASC;SG
פיזית	جسدية	פיזי	جَسَدِيّ	ADV	ADJ;NOM;INDF;FEM;SG
פיזית	بدني	פיזי	بدني	ADV	
פיזית	المادية	פיזי	مَادِّيّ	ADV	ADJ;NOM;DEF;FEM;SG
הול	القاعة	הול	قَاعَة	PROPN	N;NOM;DEF;SG
הול	هول	הול	هُول	PROPN	
הול	قاعة	הול	قَاعَة	PROPN	N;NOM;INDF;SG
הול	صالة	הול	صَالَة	PROPN	N;NOM;INDF;SG
לסגת	التراجع	נסוג	تَرَاجُع	V;NFIN;MID	N;NOM;DEF;SG
לסגת	انسحاب	נסוג	اِنسِحَاب	V;NFIN;MID	N;NOM;INDF;SG
הפוך	جعل	הפוך	جَعَل		V;PFV;MASC;SG;3;ACT
הפוך	صنع	הפוך	صَنَع		V;PFV;MASC;SG;3;ACT
הפוך	اجعل	הפוך	أَجعَل		V;PFV;MASC;SG;3;ACT
הפוך	اصنع	הפוך	أَصنَع		V;PFV;MASC;SG;3;ACT
הפוך	الوراء	הפוך	وَرَاء		N;NOM;DEF;SG
הפוך	عكس	הפוך	عَكس		N;NOM;INDF;SG
הפוך	العكس	הפוך	عَكس		N;NOM;DEF;SG
פטריק	باتريك	פטריק	بَاترِيك	PROPN	
קלארק	كلارك	קלארק	كلارك	PROPN	
ההורים	الاهل	ההורה	أَهل	N;MASC;PL	N;NOM;DEF;SG
שכבת	نمت	שכבה	نَمّ	PROPN	V;PFV;FEM;SG;3;ACT
אחראית	مسؤول	אחראי	مَسؤُول	ADJ;FEM;SG	N;NOM;INDF;SG
אחראית	المسؤول	אחראי	مَسؤُول	ADJ;FEM;SG	N;NOM;DEF;SG
פולחן	طقوس	פולחן	طَقس	N;MASC;SG	N;NOM;INDF;PL
פולחן	الطقوس	פולחן	طَقوَس	N;MASC;SG	N;NOM;DEF;PL
עומק	عمق	עומק	عُمق		N;NOM;INDF;SG
עומק	العمق	עומק	عُمق		N;NOM;DEF;SG
מוזר	غربة	מוזר	غُربَة	ADJ;MASC;SG	N;NOM;INDF;SG
מוזר	غريب	מוזר	غريب	ADJ;MASC;SG	
הדלק	وقود	הדלק	وَقُود		N;NOM;INDF;SG
הדלק	الوقود	הדלק	وَقُود		N;NOM;DEF;SG
לשתף	مشاركة	שיתף	مُشَارَكَة	V;NFIN;ACT	N;NOM;INDF;SG
לשתף	المشاركة	שיתף	مُشَارَكَة	V;NFIN;ACT	N;NOM;DEF;SG
לשתף	حصة	שיתף	حِصَّة	V;NFIN;ACT	N;NOM;INDF;SG
לשתף	نصيب	שיתף	نَصِيب	V;NFIN;ACT	N;NOM;INDF;SG
אשקלון	عسقلان	אשקלון	عَسقَلَان	PROPN	
ריקה	فارغ	ריק	فارغ	PROPN	ADJ;NOM;INDF;MASC;SG
ריקה	فارغة	ריק	فارغة	PROPN	ADJ;NOM;INDF;FEM;SG
ריקה	ريكا	ריק	ريكا	PROPN	
אמצעים	يعنى	אמצעי	عَنَى	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
אמצעים	يعني	אמצעי	عَنَى	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
המתחם	محيط	המתחם	مُحِيط	N;MASC;SG	
פחמן	الكربون	פחמן	الكربون	PROPN	
פחמן	كربون	פחמן	كربون	PROPN	
פחמן	الكربوني	פחמן	الكربوني	PROPN	
היי	هيه	היה	هيه		
היי	يا	היה	يَا		
היי	مرحبا	היה	مَرحَبًا		
היי	هاي	היה	هاي		
תפיסה	اسر	תפיסה	أُسرَة	N;FEM;SG	
פרנסואה	فرانسوا	פרנסואה	فَرَانَس	PROPN	
מוצגת	معروض	הוצג	مَعرُوض	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מוצגת	معروضة	הוצג	مَعرُوض	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
התחתן	متزوجة	התחתן	مُتَزَوِّج	V;MASC;SG;3;PST	ADJ;NOM;INDF;FEM;SG
התחתן	متزوجه	התחתן	متزوجه	V;MASC;SG;3;PST	ADJ;NOM;INDF;MASC;SG
התחתן	متزوج	התחתן	مُتَزَوِّج	V;MASC;SG;3;PST	ADJ;NOM;INDF;MASC;SG
חשובות	هام	חשוב	هَامّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
חשובות	مهمة	חשוב	مَهَمَّة	ADJ;FEM;PL	N;NOM;INDF;SG
חשובות	مهم	חשוב	مُهِمّ	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
חשובות	المهم	חשוב	مُهِمّ	ADJ;FEM;PL	
חולה	المريض	חלה	مَرِيض	PROPN	N;NOM;DEF;SG
חולה	مريض	חלה	مَرِيض	PROPN	N;NOM;INDF;SG
חולה	المريضة	חלה	مَرِيض	PROPN	N;NOM;DEF;SG
חולה	صبور	חלה	صُبُور	PROPN	
חולה	مريض	חלה	مَرِيض	PROPN	N;NOM;INDF;SG
חולה	مريضة	חלה	مَرِيض	PROPN	ADJ;NOM;INDF;FEM;SG
משתתף	مشارك	השתתף	مَشرَكَة	V;MASC;SG;V.PTCP	N;NOM;INDF;SG
משתתף	المشاركة	השתתף	مُشَارَكَة	V;MASC;SG;V.PTCP	N;NOM;DEF;SG
להקל	سهولة	הקל	سُهُولَة	V;NFIN;ACT	N;NOM;INDF;SG
להקל	تيسر	הקל	تيسر	V;NFIN;ACT	
להקל	تيسير	הקל	تَيسِير	V;NFIN;ACT	
להקל	تسهيل	הקל	تَسهِيل	V;NFIN;ACT	N;NOM;INDF;SG
הרבי	هيربي	הרבי	هِيربِي		
תומכים	داعم	תומך	دَاعِم	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
תומכים	داعمة	תומך	دَاعِم	N;MASC;PL	ADJ;NOM;INDF;FEM;SG
תומכים	انصار	תומך	أَنصَار	N;MASC;PL	
חשיבה	افكر	חשיבה	افكر	N;FEM;SG	
חשיבה	تفكر	חשיבה	فَكَّر	N;FEM;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
הטירה	كاسل	הטירה	كَاسِل	N;FEM;SG	
רלוונטי	ينطبق	רלוונטי	اِنطَبَق	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
ניסן	نيسان	ניסן	نِيسَان	PROPN	N;NOM;INDF;SG
מינוי	التعيينات	מינוי	تَعيِين	N;MASC;SG	N;NOM;DEF;PL
האזרח	مواطن	האזרח	مُوَاطِن	PROPN	N;NOM;INDF;SG
האזרח	مواطنة	האזרח	مُوَاطِنَة	PROPN	N;NOM;INDF;SG
האזרח	المواطن	האזרח	مُوَاطِن	PROPN	N;NOM;DEF;SG
נגזר	المستمدة	נגזר	مُستَمَدّ	V;MASC;SG;3;PST;MID	ADJ;NOM;DEF;FEM;SG
פיקוח	تحكم	פיקוח	حَكَم	N;MASC;SG	
פיקוח	اشراف	פיקוח	اشراف	N;MASC;SG	
פיקוח	اشراف	פיקוח	اشراف	N;MASC;SG	
נסגר	يغلق	נסגר	غَلَّق	V;MASC;SG;3;PST;MID	V;IPFV;MASC;IND;SG;3;FIN;ACT
נסגר	الاغلاق	נסגר	إِغلَاق	V;MASC;SG;3;PST;MID	N;NOM;DEF;SG
נסגר	اغلاق	נסגר	إِغلَاق	V;MASC;SG;3;PST;MID	N;NOM;INDF;SG
הגזע	السباق	הגזע	سِبَاق	PROPN	N;NOM;DEF;SG
הגזע	سباق	הגזע	سِبَاق	PROPN	N;NOM;INDF;SG
הגזע	العرق	הגזע	عِرق	PROPN	N;NOM;DEF;SG
הגזע	عرق	הגזע	عَرِق	PROPN	
דחה	انخفاض	דחה	اِنخِفَاض	V;MASC;SG;3;PST;ACT	N;NOM;INDF;SG
דחה	انحدار	דחה	اِنحِدَار	V;MASC;SG;3;PST;ACT	N;NOM;INDF;SG
דחה	الانحدار	דחה	اِنحِدَار	V;MASC;SG;3;PST;ACT	N;NOM;DEF;SG
דחה	مرفوضة	דחה	مَرفُوض	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;FEM;SG
מרחבי	المكاني	מרחב	مَكَانِي	ADJ;MASC;PL	N;NOM;DEF;SG
לינקולן	لينكولن	לינקולן	لينكولن	PROPN	
התאמה	ماتش	התאמה	مَاتِش	N;FEM;SG	
כלא	سجن	כלא	سِجن		N;NOM;INDF;SG
כלא	السجن	כלא	سَجن		N;NOM;DEF;SG
כלא	سجن	כלא	سِجن		N;NOM;INDF;SG
כלא	السجن	כלא	سَجن		N;NOM;DEF;SG
מימן	الهيدروجين	מימן	الهيدروجين	PROPN	N;NOM;DEF;DU
אנוש	انسان	אנוש	إِنسَان		N;NOM;INDF;SG
אנוש	بشري	אנוש	بشري		
אנוש	بشرية	אנוש	بَشَرِيّ		ADJ;NOM;INDF;FEM;SG
אנוש	الانسان	אנוש	إِنسَان		N;NOM;DEF;SG
להגדיל	زيادة	הגדיל	زِيَادَة	V;NFIN;ACT	N;NOM;INDF;SG
להגדיל	الزيادة	הגדיל	زِيَادَة	V;NFIN;ACT	N;NOM;DEF;SG
מיכאיל	ميخائيل	מיכאיל	مِيخَائِيل	PROPN	
השרים	وزراء	השרים	وَزِير	ADV	N;NOM;INDF;PL
השרים	الوزراء	השרים	وَزِير	ADV	N;NOM;DEF;PL
מוזמן	دعا	הוזמן	دَعَا	V;MASC;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
מוזמן	دعيت	הוזמן	دَعَا	V;MASC;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
מוזמן	مدعو	הוזמן	مَدعُوّ	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
הדרכה	هدى	הדרכה	هدى	N;FEM;SG	
הדרכה	الارشادات	הדרכה	الارشادات	N;FEM;SG	N;NOM;DEF;PL
הדרכה	ارشادات	הדרכה	إِرشَاد	N;FEM;SG	N;NOM;INDF;PL
הדרכה	تعليمات	הדרכה	تَعلِيم	N;FEM;SG	N;NOM;INDF;PL
הדרכה	التعليمات	הדרכה	تَعلِيم	N;FEM;SG	N;NOM;DEF;PL
הדרכה	تعليمي	הדרכה	تَعلِيمِيّ	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
קים	كيم	קים	كِيم	PROPN	
הונגרית	هنغاريا	הונגרית	هِنغَارِيّ	PROPN	
הונגרית	الهنغارية	הונגרית	هَنغَارِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
רכוש	الممتلكات	רכוש	مُمتَلَكَات	N;MASC;SG	N;NOM;DEF;PL
רכוש	ممتلكات	רכוש	مُمتَلَكَات	N;MASC;SG	N;NOM;INDF;PL
מנועי	محركات	מנועה	مُحَرَّك	N;PSSD;MASC;PL	N;NOM;INDF;PL
מנועי	المحركات	מנועה	مُحَرِّك	N;PSSD;MASC;PL	N;NOM;DEF;PL
התערבות	التدخلات	התערבות	تَدَخُّل	N;FEM;SG	N;NOM;DEF;PL
שנבחר	مختار	שנבחר	مختار	PROPN	
שנבחר	مختارة	שנבחר	مختارة	PROPN	ADJ;NOM;INDF;FEM;SG
שנבחר	اختير	שנבחר	اِختَار	PROPN	V;PFV;MASC;SG;3;PASS
שנבחר	المختار	שנבחר	المختار	PROPN	
אולפני	الاستوديوهات	אולפן	اِستَودَيُوه	PROPN	
אולפני	الاستديوهات	אולפן	اِستَدَاو	PROPN	N;NOM;DEF;PL
אולפני	استوديوهات	אולפן	استوديوهات	PROPN	
אולפני	استديوهات	אולפן	اِستَدَاو	PROPN	
אולפני	ستوديوهات	אולפן	ستوديوهات	PROPN	N;NOM;INDF;PL
געש	البركان	געש	بَرَكَان	PROPN	N;NOM;DEF;SG
געש	بركان	געש	بركان	PROPN	
בובות	دمى	בובה	دَم	N;FEM;PL	N;NOM;INDF;SG
בובות	الدمى	בובה	دَمَى	N;FEM;PL	N;NOM;DEF;SG
טעויות	اخطاء	טעות	خَطَأ	N;FEM;PL	N;NOM;INDF;SG
הוליווד	هوليوود	הוליווד	هوليوود	PROPN	
הוליווד	هوليود	הוליווד	هوليود	PROPN	
אנדרו	اندرو	אנדרו	اندرو	PROPN	
מצרי	المصري	מצרי	مِصرِيّ	PROPN	N;NOM;DEF;SG
מצרי	مصرية	מצרי	مِصرِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
מצרי	مصري	מצרי	مِصرِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
מצרי	المصرية	מצרי	مِصرِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
זנב	الذيل	None	ذَيل	PROPN	N;NOM;DEF;SG
זנב	ذيل	None	ذَيل	PROPN	N;NOM;INDF;SG
חומות	اسمر	חומה	أَسمَر	N;FEM;PL	
חומות	البني	חומה	بَنِّيّ	N;FEM;PL	N;NOM;DEF;SG
חומות	بنية	חומה	بِنيَة	N;FEM;PL	N;NOM;INDF;SG
חומות	براون	חומה	براون	N;FEM;PL	
חומות	اسوار	חומה	سُور	N;FEM;PL	
חומות	الحيطان	חומה	حِيطَان	N;FEM;PL	
חומות	جدران	חומה	جِدرَان	N;FEM;PL	
העור	الجلد	העור	جَلد		N;NOM;DEF;SG
העור	بشرة	העור	بَشَرَة		N;NOM;INDF;SG
העור	جلد	העור	جَلَد		N;NOM;INDF;SG
העור	البشرة	העור	بَشَرَة		N;NOM;DEF;SG
ספרדי	الاسباني	ספרדי	إِسبَانِيّ	PROPN	N;NOM;DEF;SG
ספרדי	الاسبانية	ספרדי	إِسبَانِيَّة	PROPN	N;NOM;DEF;SG
ספרדי	اسبانية	ספרדי	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
ספרדי	اسباني	ספרדי	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
ספרדי	اسبانيا	ספרדי	إِسبَانِيَا	PROPN	
נאום	خطاب	נאום	خطاب	N;MASC;SG	
אגן	حوض	אגן	حَوض		N;NOM;INDF;SG
אגן	الحوض	אגן	حَوض		N;NOM;DEF;SG
אגן	حوض	אגן	حَوض		N;NOM;INDF;SG
עתיקים	قديم	עתיק	قَدِيم	N;MASC;PL	ADJ;NOM;INDF;MASC;SG
ניגן	لعبت	ניגן	لَعِب	N;MASC;SG	V;PFV;FEM;SG;3;ACT
פרנסיס	فرنسيس	פרנסיס	فَرَنسِيس	PROPN	
פרנסיס	فرانسيس	פרנסיס	فرَانسِيس	PROPN	
פרנסיס	فرانسيز	פרנסיס	فرَانسِيز	PROPN	
למות	اموت	מת	أَمَا		
למות	مت	מת	مَتّ		
למות	يموت	מת	مَات		V;IPFV;MASC;IND;SG;3;FIN;ACT
למות	اموت	מת	أَمَا		
למסקנה	اختتمت	למסקנה	اِختَتَم	PROPN	V;PFV;FEM;SG;3;ACT
ברכת	نعمة	ברכת	نعمة		N;NOM;INDF;SG
עורכת	محرر	עורך	محرر	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;SG
עורכת	محررة	עורך	محررة	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
עורכת	المحرر	עורך	مُحَرَّر	V;FEM;SG;V.PTCP;ACT	N;NOM;DEF;SG
קובה	كوبا	קובה	كُوبَا	PROPN	
חומצה	حمض	חומצה	حَمض	N;FEM;SG	
חומצה	حامض	חומצה	حَامِض	N;FEM;SG	
הביתה	المنزل	הביתה	مَنزِل	ADV	N;NOM;DEF;SG
הביתה	الوطن	הביתה	وَطَن	ADV	N;NOM;DEF;SG
הביתה	منزل	הביתה	مَنزِل	ADV	N;NOM;INDF;SG
הביתה	البيت	הביתה	بَيت	ADV	N;NOM;DEF;SG
מפורט	مفصلة	פורט	مُفَصَّل	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
מפורט	مفصل	פורט	مُفَصَّل	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מפורט	المفصل	פורט	مُفَصَّل	V;MASC;SG;V.PTCP;PASS	N;NOM;DEF;SG
מרק	الشوربة	מרק	شَورَبَة		N;NOM;DEF;SG
מרק	شوربة	מרק	شوربة		N;NOM;INDF;SG
מרק	الحساء	מרק	حِسَاء		N;NOM;DEF;PL
מרק	حساء	מרק	حَسَاء		N;NOM;INDF;SG
מרק	العلامة	מרק	عَلَامَة		N;NOM;DEF;SG
מרק	مارك	מרק	مَارك		
מרק	علامة	מרק	عَلَامَة		N;NOM;INDF;SG
שיעורי	الدروس	שיעור	دَرس	N;PSSD;MASC;PL	N;NOM;DEF;PL
שיעורי	دروس	שיעור	دَرس	N;PSSD;MASC;PL	N;NOM;INDF;PL
שיעורי	العبر	שיעור	عَبرَة	N;PSSD;MASC;PL	
סוכן	عميلة	סוכן	عَمِيل	N;MASC;SG	
רוזוולט	روزفلت	רוזוולט	رُوزفِلت	PROPN	
רוזוולט	روزفيلت	רוזוולט	رُوزفِيل	PROPN	
פאול	باول	פאול	بَاوِل	PROPN	
פאול	بول	פאול	بُول	PROPN	
הפרסים	الفرس	הפרס	فُرسَة	N;MASC;PL	N;NOM;DEF;SG
חקיקה	التشريعات	חקיקה	تَشرِيع	N;FEM;SG	N;NOM;DEF;PL
חקיקה	تشريعات	חקיקה	تَشرِيع	N;FEM;SG	N;NOM;INDF;PL
אדמירל	الادميرال	אדמירל	أَدمِيرَال	PROPN	N;NOM;DEF;SG
אדמירל	ادميرال	אדמירל	أَدمِيرَال	PROPN	
אדמירל	الاميرال	אדמירל	أَمِيرَال	PROPN	N;NOM;DEF;SG
פתוחים	مفتوح	פתוח	مَفتُوح	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
פתוחים	مفتوحة	פתוח	مَفتُوح	ADJ;MASC;PL	ADJ;ACC;INDF;FEM;SG
פתוחים	افتح	פתוח	فَتَح	ADJ;MASC;PL	
פתוחים	فتح	פתוח	فتح	ADJ;MASC;PL	
אזרח	مدنية	אזרח	مَدَنِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
אזרח	المدني	אזרח	مَدَنِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
אזרח	مدني	אזרח	مَدَنِيّ	N;MASC;SG	
אזרח	المدنيون	אזרח	مَدَنِيّ	N;MASC;SG	N;NOM;DEF;PL
פינה	الركن	פינה	الركن		N;NOM;DEF;SG
פינה	الزاوية	פינה	زَاوِيَة		N;NOM;DEF;SG
פינה	زاوية	פינה	زَاوِيَة		N;NOM;INDF;SG
פינה	ركن	פינה	ركن		
פינה	بينا	פינה	بينا		
נכתבה	كتب	נכתב	كَتَب	V;FEM;SG;3;PST;MID	V;PFV;MASC;SG;3;ACT
נכתבה	مكتوب	נכתב	مَكتُوب	V;FEM;SG;3;PST;MID	
נכתבה	خطية	נכתב	خَطِّيّ	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;FEM;SG
נכתבה	مكتوبة	נכתב	مَكتُوب	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;FEM;SG
המוצר	منتجات	המוצר	مُنتَج	N;MASC;SG	N;NOM;INDF;PL
