月	maandenlang	月	maandenlang	N	ADJ
忍	shinobu	忍	shinobu	ADV	N;MASC+FEM;SG
脫	strip	脫	strip	V	N;MASC+FEM;SG
禹	woo	禹	wie	PROPN	N;MASC+FEM;SG
紙	paper	紙	paper	N	
降落	aanvoer	降落	aanvoer	V	N;MASC+FEM;SG
降落	aanlanding	降落	aanlanding	V	N;MASC+FEM;SG
降落	landing	降落	landing	V	N;MASC+FEM;SG
鳳凰	feniks	鳳凰	fenik	PROPN	N;MASC+FEM;SG
鳳凰	phoenix	鳳凰	phoenix	PROPN	N;MASC+FEM;SG
五	five	五	five	NUM	N;MASC+FEM;SG
肇	hajime	肇	hajime	PROPN	N;MASC+FEM;SG
喜愛	favoriet	喜愛	favoriet		N;MASC+FEM;SG
喜愛	favoriete	喜愛	favoriet		ADJ
洪	overstroming	洪	overstroming	PROPN	N;MASC+FEM;SG
洪	zondvloed	洪	zondvloed	PROPN	N;MASC+FEM;SG
洪	overstromingen	洪	overstroming	PROPN	N;PL
洪	vloed	洪	vloed	PROPN	N;MASC+FEM;SG
洪	overstroming	洪	overstroming	PROPN	N;MASC+FEM;SG
洪	overstromingen	洪	overstroming	PROPN	N;PL
洪	overstromingen	洪	overstroming	PROPN	N;PL
防衛	verdediging	防衛	verdediging	V	N;MASC+FEM;SG
防衛	defensie	防衛	defensie	V	N;MASC+FEM;SG
防衛	verdediging	防衛	verdediging	V	N;MASC+FEM;SG
防衛	verweerschrift	防衛	verweerschrift	V	N;NEUT;SG
防衛	defensie	防衛	defensie	V	N;MASC+FEM;SG
防衛	verweer	防衛	verweer	V	N;NEUT;SG
相當	equivalent	相當	equivalent	V	N;NEUT;SG
相當	gelijkwaardige	相當	gelijkwaardig	V	ADJ
相當	gelijkwaardig	相當	gelijkwaardig	V	ADJ
法定	statutaire	法定	statutair	N	ADJ
法定	statutair	法定	statutair	N	ADJ
委託	ingebruikneming	委託	ingebruikneming	V	N;MASC+FEM;SG
委託	ingebruikname	委託	inbruiknamen	V	N;MASC+FEM;SG
水利	hydraulisch	水利	hydraulisch	N	ADJ
水利	hydraulische	水利	hydraulisch	N	ADJ
思考	nadenken	思考	nadenken	N	V;NFIN
思考	denken	思考	denken	N	V;NFIN
思考	denkend	思考	denkend	N	V;V.PTCP
慶祝	huldiging	慶祝	huldiging	V	N;MASC+FEM;SG
慶祝	viering	慶祝	viering	V	N;MASC+FEM;SG
認證	certificeren	認證	certificeren	N	V;NFIN
認證	gecertificeerde	認證	certificeren	N	V;V.PTCP
認證	gecertificeerd	認證	certificeren	N	V;V.PTCP
認證	gediplomeerd	認證	diplomeren	N	V;V.PTCP
生長	teelt	生長	teellen	V	N;MASC+FEM;SG
老人	bejaarde	老人	bejaard	N	ADJ
老人	ouderen	老人	oud	N	ADJ;CMPR
老人	bejaarden	老人	bejaard	N	ADJ
韻	rijm	韻	rijm	PROPN	N;NEUT;SG
韻	rijmen	韻	rijmen	PROPN	V;NFIN
情人	geliefde	情人	geliefd	N	ADJ
移交	overdracht	移交	overdracht	V	N;MASC+FEM;SG
晴	zonnige	晴	zonnig	PROPN	ADJ
晴	sunny	晴	sunny	PROPN	N;MASC+FEM;SG
晴	zonnig	晴	zonnig	PROPN	ADJ
新	eerstejaars	新	eerstejaar	PART	N;PL
雁	goose	雁	goos	PROPN	N;MASC+FEM;SG
雁	gans	雁	gans	PROPN	ADJ
雁	ganzen	雁	gans	PROPN	N;PL
雁	ganzen	雁	gans	PROPN	N;PL
夏威夷	hawaï	夏威夷	hawaï	PROPN	N;NEUT;SG
夏威夷	hawaiian	夏威夷	hawaiian	PROPN	N;MASC+FEM;SG
邊界	grenst	邊界	grenzen	N	V;SG;PRS;FIN
普及	universal	普及	universal	V	N;MASC+FEM;SG
普及	universeel	普及	universeel	V	ADJ
普及	universele	普及	universeel	V	ADJ
鶴	kranen	鶴	kraan	PROPN	N;PL
鶴	kraan	鶴	kraan	PROPN	N;MASC+FEM;SG
鶴	crane	鶴	crane	PROPN	N;MASC+FEM;SG
隸屬	aansluiting	隸屬	aansluiting	V	N;MASC+FEM;SG
添	tim	添	tim		N;MASC+FEM;SG
企圖	poging	企圖	poging	V	N;MASC+FEM;SG
企圖	pogingen	企圖	poging	V	N;PL
企圖	poging	企圖	poging	V	N;MASC+FEM;SG
台中	taichung	台中	taichung	PROPN	N;NEUT;SG
廢止	intrekking	廢止	intrekking	V	N;MASC+FEM;SG
舌	tongue	舌	tongue	N	
真相	truth	真相	truth	N	
步行	wandelen	步行	wandelen	N	V;NFIN
步行	lopen	步行	lopen	N	V;NFIN
步行	lopend	步行	lopen	N	V;V.PTCP
步行	lopen	步行	lopen	N	V;NFIN
韓	koreaan	韓	koreaan	PROPN	N;MASC+FEM;SG
韓	koreaanse	韓	koreaans	PROPN	ADJ
韓	koreaans	韓	koreaan	PROPN	ADJ
韓	koreanen	韓	koreaan	PROPN	N;PL
日	yen	日	yen	PROPN	N;MASC+FEM;SG
基督	christelijke	基督	christelijk	PROPN	ADJ
基督	christen	基督	christen	PROPN	N;SG
基督	christelijk	基督	christelijk	PROPN	ADJ
基督	christian	基督	christian	PROPN	N;MASC+FEM;SG
基督	christenen	基督	christenen	PROPN	N;PL
基督	christenen	基督	christenen	PROPN	N;PL
假設	aannamen	假設	aannaam	N	V;PL;PST;FIN
假設	hypothetische	假設	hypothetisch	N	ADJ
假設	hypothetisch	假設	hypothetisch	N	ADJ
搭配	mix	搭配	mix	V	N;MASC+FEM;SG
轉移	overplaatsing	轉移	overplaatsing	V	N;MASC+FEM;SG
轉移	transfer	轉移	transfer	V	N;MASC+FEM;SG
轉移	overdracht	轉移	overdracht	V	N;MASC+FEM;SG
周邊	omringende	周邊	omringen	N	V;V.PTCP
周邊	perifeer	周邊	perifeer	N	ADJ
周邊	nabijgelegen	周邊	nabijgelegen	N	ADV
周邊	dichtbij	周邊	dichtbij	N	ADJ
繁忙	bezet	繁忙	bezetten	ADJ	V;V.PTCP
清真	moskeeën	清真	moskeeën	PROPN	N;PL
清真	moskee	清真	moskee	PROPN	N;MASC+FEM;SG
排除	uitsluiting	排除	uitsluiting	V	N;MASC+FEM;SG
輔助	aanvullen	輔助	aanvullen	N	V;NFIN
颶風	orkaan	颶風	orkaan		N;MASC+FEM;SG
颶風	hurricane	颶風	hurricane		N;MASC+FEM;SG
颶風	orkanen	颶風	orkaan		N;PL
塞爾維亞	servië	塞爾維亞	servië	PROPN	PROPN;NEUT;SG
錯	verkeerd	錯	verkeerd		ADJ
錯	verkeerde	錯	verkeerd		ADJ
錯	fout	錯	fout		N;MASC+FEM;SG
仿	imitatie	仿	imitatie		N;MASC+FEM;SG
曼谷	bangkok	曼谷	bangkok	PROPN	N;NEUT;SG
加利福尼亞	california	加利福尼亞	california	PROPN	N;MASC+FEM;SG
加利福尼亞	californië	加利福尼亞	californië	PROPN	N;NEUT;SG
加利福尼亞	californische	加利福尼亞	californisch	PROPN	ADJ
改進	verbetering	改進	verbetering	V	N;MASC+FEM;SG
改進	verbeteringen	改進	verbetering	V	N;PL
改進	verbetering	改進	verbetering	V	N;MASC+FEM;SG
改進	verbetering	改進	verbetering	V	N;MASC+FEM;SG
正義	justice	正義	justice	N	
正義	rechtvaardig	正義	rechtvaardig	N	ADJ
正義	rechtschapen	正義	rechtschapen	N	ADJ
伊斯蘭	islamitische	伊斯蘭	islamitisch	PROPN	ADJ
伊斯蘭	islamitisch	伊斯蘭	islamitisch	PROPN	ADJ
伊斯蘭	islam	伊斯蘭	islam	PROPN	N;MASC+FEM;SG
最	sterkst	最	sterk	ADV	ADJ;RL
最	sterksten	最	sterk	ADV	N;PL
最	sterkste	最	sterk	ADV	ADJ;RL
局部	gedeeltelijk	局部	gedeeltelijk	N	ADJ
局部	gedeeltelijke	局部	gedeeltelijk	N	ADJ
局部	partiële	局部	partiel	N	ADJ
局部	lokale	局部	lokaal	N	ADJ
局部	plaatselijk	局部	plaatselijk	N	ADJ
局部	lokaal	局部	lokaal	N	ADJ
局部	gedeeltelijk	局部	gedeeltelijk	N	ADJ
局部	deels	局部	deels	N	ADJ
木星	jupiter	木星	jupiter	PROPN	N;MASC+FEM;SG
客家	hakka	客家	hakka	N	ADJ
天才	geniaal	天才	geniaal	N	ADJ
影響	impact	影響	impact	V	N;MASC+FEM;SG
影響	inslag	影響	inslag	V	N;MASC+FEM;SG
影響	effect	影響	effect	V	N;NEUT;SG
影響	botsing	影響	botsing	V	N;MASC+FEM;SG
影響	invloed	影響	invloed	V	N;MASC+FEM;SG
影響	beïnvloeding	影響	beïnvloeding	V	N;MASC+FEM;SG
孔子	confucius	孔子	confucius	PROPN	N;MASC+FEM;SG
推進	voortstuwing	推進	voortstuwing	V	N;MASC+FEM;SG
推進	aandrijving	推進	aandrijving	V	N;MASC+FEM;SG
鵬	peng	鵬	peng	PROPN	N;MASC+FEM;SG
轟炸	bomber	轟炸	bomber	V	N;MASC+FEM;SG
轟炸	bommenwerper	轟炸	bommenwerper	V	N;MASC+FEM;SG
轟炸	bommenwerpers	轟炸	bommenwerper	V	N;PL
要	bolwerk	要	bolwerk	V	N;NEUT;SG
要	burcht	要	burcht	V	N;MASC+FEM;SG
要	vesting	要	vesting	V	N;MASC+FEM;SG
要	fort	要	fort	V	N;NEUT;SG
要	fort	要	fort	V	N;NEUT;SG
平定	pacificatie	平定	pacificatie	V	N;MASC+FEM;SG
黎明	dawn	黎明	dawn	PROPN	N;MASC+FEM;SG
黎明	ochtendgloren	黎明	ochtendgloren	PROPN	V;NFIN
黎明	dageraad	黎明	dageraad	PROPN	N;MASC+FEM;SG
巴勒斯坦	palestina	巴勒斯坦	palestina	PROPN	N;NEUT;SG
巴勒斯坦	palestijnse	巴勒斯坦	palestijns	PROPN	ADJ
跨	oversteek	跨	oversteek	V	N;MASC+FEM;SG
暖	warm	暖	warm	N	ADJ
暖	warme	暖	warm	N	ADJ
刺激	stimulering	刺激	stimulering	V	N;MASC+FEM;SG
刺激	stimulatie	刺激	stimulatie	V	N;MASC+FEM;SG
刺激	stimulans	刺激	stimulans	V	N;MASC+FEM;SG
彪	biao	彪	biao	PROPN	N;MASC+FEM;SG
道教	taoïstische	道教	taoïstisch	PROPN	ADJ
道教	taoïsme	道教	taoï	PROPN	N;NEUT;SG
借用	leen	借用	leen	V	N;MASC+FEM;SG
姐	sis	姐	sis	PROPN	N;MASC+FEM;SG
姐	zus	姐	zus	PROPN	N;MASC+FEM;SG
姐	zusje	姐	zus	PROPN	N;NEUT;SG
向	westwaarts	向	westwaarts	ADP	V;SG;PRS;FIN
儲存	opslag	儲存	opslag	V	N;MASC+FEM;SG
儲存	voorraden	儲存	voorraad	V	N;PL
成年	volwassen	成年	volwassen	N	ADJ
成年	volwassenen	成年	volwassenen	N	ADJ
成年	adult	成年	adult	N	
成年	volwassene	成年	volwassene	N	ADJ
供奉	offers	供奉	offer	V	N;PL
繁殖	voortplanting	繁殖	voortplanting	V	N;MASC+FEM;SG
繁殖	vermeerdering	繁殖	vermeerdering	V	N;MASC+FEM;SG
繁殖	fokkerij	繁殖	fokkerij	V	N;MASC+FEM;SG
繁殖	fok	繁殖	fok	V	N;MASC+FEM;SG
繁殖	ras	繁殖	ras	V	N;NEUT;SG
繁殖	voortplanting	繁殖	voortplanting	V	N;MASC+FEM;SG
繁殖	reproductie	繁殖	reproductie	V	N;MASC+FEM;SG
事後	naderhand	事後	naderhand	N	ADV
實驗	laboratorium	實驗	laboratorium	V	N;NEUT;SG
實驗	laboratoria	實驗	laboratoria	V	N;PL
實驗	labo	實驗	labo	V	N;NEUT;SG
實驗	lab	實驗	lib	V	N;NEUT;SG
跟	volg	跟	volg	ADP	V;SG;PRS;FIN
跟	volgt	跟	volgen	ADP	V;SG;PRS;FIN
跟	volgen	跟	volgen	ADP	V;NFIN
秘魯	peru	秘魯	peru	PROPN	PROPN;NEUT;SG
反射	reflex	反射	reflex	V	N;MASC+FEM;SG
反射	reflectie	反射	reflectie	V	N;MASC+FEM;SG
反射	spiegelbeeld	反射	spiegelbeeld	V	N;NEUT;SG
反射	weerspiegeling	反射	weerspiegeling	V	N;MASC+FEM;SG
反射	bezinning	反射	bezinning	V	N;MASC+FEM;SG
反射	reflecties	反射	reflectie	V	N;PL
那	dat	那	dat	DET	PRO;3
血液	blood	血液	blood	N	
後方	achterste	後方	achter	N	ADJ
後方	achteraan	後方	achteraan	N	ADV
日常	dagelijks	日常	dagelijks	N	ADJ
日常	alledaags	日常	alledaags	N	ADJ
分解	ontleding	分解	ontleding	V	N;MASC+FEM;SG
分解	ontbinding	分解	ontbinding	V	N;MASC+FEM;SG
除	tenzij	除	tenzij	V	CONJ
標示	markering	標示	markering	V	N;MASC+FEM;SG
標示	merkteken	標示	merkteken	V	N;NEUT;SG
標示	markeer	標示	markeren	V	N;MASC+FEM;SG
標示	mark	標示	mark	V	N;MASC+FEM;SG
減	verminderen	減	verminderen	ADP	V;NFIN
減	afname	減	afname	ADP	N;MASC+FEM;SG
減	daling	減	daling	ADP	N;MASC+FEM;SG
減	vermindering	減	vermindering	ADP	N;MASC+FEM;SG
減	minus	減	minus	ADP	ADV
談判	onderhandeling	談判	onderhandeling	V	N;MASC+FEM;SG
談判	onderhandelingen	談判	onderhandeling	V	N;PL
談判	onderhandeling	談判	onderhandeling	V	N;MASC+FEM;SG
談判	onderhandelingen	談判	onderhandeling	V	N;PL
談判	onderhandeling	談判	onderhandeling	V	N;MASC+FEM;SG
談判	onderhandelingen	談判	onderhandeling	V	N;PL
流通	circulatie	流通	circulatie	V	N;MASC+FEM;SG
流通	oplage	流通	oplage	V	N;MASC+FEM;SG
流通	bloedsomloop	流通	bloedsomloop	V	N;MASC+FEM;SG
流通	flow	流通	flow	V	N;MASC+FEM;SG
費用	kosten	費用	kosten	N	V;NFIN
費用	cost	費用	cost	N	
費用	kosten	費用	kosten	N	V;NFIN
購物	winkelen	購物	winkelen	N	V;NFIN
重慶	chongqing	重慶	chongqing	PROPN	N;MASC+FEM;SG
天氣	weer	天氣	weer	N	ADV
加里	gary	加里	gary	PROPN	N;MASC+FEM;SG
最少	minimum	最少	minimum	ADJ	N;NEUT;SG
撤銷	vermijding	撤銷	vermijding	V	N;MASC+FEM;SG
外觀	uiterlijk	外觀	uiterlijk	N	ADJ
盟軍	allied	盟軍	allied	N	
灰色	grijze	灰色	grijs	N	ADJ
灰色	grijs	灰色	grijs	N	ADJ
灰色	grijze	灰色	grijs	N	ADJ
灰色	grijs	灰色	grijs	N	ADJ
妍	yeon	妍	yeon	PROPN	N;MASC+FEM;SG
累積	cumulatief	累積	cumulatief	V	ADJ
累積	cumulatieve	累積	cumulatief	V	ADJ
累積	ophoping	累積	ophoping	V	N;MASC+FEM;SG
累積	opeenhoping	累積	opeenhoping	V	N;MASC+FEM;SG
累積	accumulatie	累積	accumulatie	V	N;MASC+FEM;SG
累積	cumulatie	累積	cumulatie	V	N;MASC+FEM;SG
秩序	bestellen	秩序	bestellen	N	V;NFIN
蘇丹	soedanese	蘇丹	soedanees	PROPN	ADJ
蘇丹	sudan	蘇丹	sudan	PROPN	N;MASC+FEM;SG
蘇丹	soedan	蘇丹	soedan	PROPN	PROPN;NEUT;SG
邊境	grenst	邊境	grenzen	N	V;SG;PRS;FIN
獵	jagen	獵	jagen	N	V;NFIN
俄國	rusland	俄國	rusland	PROPN	PROPN;NEUT;SG
獨特	unique	獨特	unique	ADJ	
電氣	elektrische	電氣	elektrisch	N	ADJ
電氣	elektrisch	電氣	elektrisch	N	ADJ
電氣	elektrische	電氣	elektrisch	N	ADJ
電氣	electrische	電氣	electrisch	N	ADJ
電氣	elektrisch	電氣	elektrisch	N	ADJ
為	waarom	為	waarom	ADP	ADV
評估	evaluatie	評估	evaluatie	V	N;MASC+FEM;SG
評估	beoordeling	評估	beoordeling	V	N;MASC+FEM;SG
評估	evaluatie	評估	evaluatie	V	N;MASC+FEM;SG
評估	beoordeling	評估	beoordeling	V	N;MASC+FEM;SG
記憶	rammen	記憶	rammen	N	V;NFIN
擴展	extensie	擴展	extensie	V	N;MASC+FEM;SG
擴展	verlenging	擴展	verlenging	V	N;MASC+FEM;SG
擴展	uitbreiding	擴展	uitbreiding	V	N;MASC+FEM;SG
擴展	expansie	擴展	expansie	V	N;MASC+FEM;SG
擴展	uitbreiding	擴展	uitbreiding	V	N;MASC+FEM;SG
建國	oprichting	建國	oprichting	V	N;MASC+FEM;SG
龐	pang	龐	pang	PROPN	N;MASC+FEM;SG
解放	pla	解放	pla	V	N;MASC+FEM;SG
較	groter	較	groot	ADV	ADJ;CMPR
較	grotere	較	groot	ADV	ADJ;CMPR
較	groter	較	groot	ADV	ADJ;CMPR
泰山	tarzan	泰山	tarzan	PROPN	N;MASC+FEM;SG
每月	maandelijkse	每月	maandelijks	DET	ADJ
每月	maandelijks	每月	maandelijk	DET	ADJ
更換	vervanging	更換	vervanging	V	N;MASC+FEM;SG
更換	vervanger	更換	vervanger	V	N;MASC+FEM;SG
快樂	vrolijk	快樂	vrolijk	N	ADJ
快樂	blij	快樂	blij	N	ADJ
快樂	tevreden	快樂	tevreden	N	ADJ
快樂	gelukkig	快樂	gelukkig	N	ADJ
守護	voogd	守護	viegen	N	ADJ
守護	bewaakt	守護	bewaken	N	V;V.PTCP
守護	bewaakte	守護	bewaken	N	V;SG;PST;FIN
法	frans	法	frans	PROPN	PROPN;MASC+FEM;SG
法	fransen	法	frans	PROPN	PROPN;MASC+FEM;SG
法	franse	法	frans	PROPN	ADJ
增長	groei	增長	groei	V	N;MASC+FEM;SG
消除	uitschakeling	消除	uitschakeling	V	N;MASC+FEM;SG
消除	eliminatie	消除	eliminatie	V	N;MASC+FEM;SG
拖	drag	拖	drag	V	N;MASC+FEM;SG
拖	sleep	拖	sleven	V	N;MASC+FEM;SG
消滅	uitroeiing	消滅	uitroeiing	V	N;MASC+FEM;SG
形狀	vormen	形狀	vormen	N	V;NFIN
配偶	echtgenoot	配偶	echtgenoot	V	N;MASC+FEM;SG
配偶	echtgenote	配偶	echtgenote	V	N;MASC+FEM;SG
配偶	echtgenoten	配偶	echtgenoot	V	N;PL
配偶	echtgenotes	配偶	echtgenote	V	N;PL
強化	intensivering	強化	intensivering	V	N;MASC+FEM;SG
強化	verbeteringen	強化	verbetering	V	N;PL
強化	versterking	強化	versterking	V	N;MASC+FEM;SG
強化	versteviging	強化	versteviging	V	N;MASC+FEM;SG
天堂	hemels	天堂	hemel	N	ADJ
代表	representatie	代表	representatie	V	N;MASC+FEM;SG
代表	vertegenwoordiging	代表	vertegenwoordiging	V	N;MASC+FEM;SG
約克	york	約克	york	PROPN	ADV
設計	ontwerpers	設計	ontwerper	V	N;PL
設計	ontwerper	設計	ontwerper	V	N;MASC+FEM;SG
設計	designer	設計	designer	V	N;MASC+FEM;SG
抑制	remming	抑制	remming	V	N;MASC+FEM;SG
抑制	remmingen	抑制	remming	V	N;PL
抑制	stoep	抑制	stoep	V	N;MASC+FEM;SG
抑制	onderdrukking	抑制	onderdrukking	V	N;MASC+FEM;SG
室內	binnen	室內	binnen	N	ADP
室內	overdekte	室內	overdekken	N	V;V.PTCP
室內	overdekt	室內	overdekken	N	V;V.PTCP
室內	binnenshuis	室內	binnenshuis	N	ADV
室內	binnen	室內	binnen	N	ADP
室內	binnenshuis	室內	binnenshuis	N	ADV
互動	interactie	互動	interactie	V	N;MASC+FEM;SG
互動	wisselwerking	互動	wisselwerking	V	N;MASC+FEM;SG
互動	interacties	互動	interactie	V	N;PL
互動	interactie	互動	interactie	V	N;MASC+FEM;SG
互動	interactie	互動	interactie	V	N;MASC+FEM;SG
互動	engagement	互動	engagement	V	N;NEUT;SG
互動	betrokkenheid	互動	betrokkenheid	V	N;MASC+FEM;SG
互動	verloving	互動	verloving	V	N;MASC+FEM;SG
互動	interactieve	互動	interactief	V	ADJ
互動	interactief	互動	interactief	V	ADJ
突擊	geweldpleging	突擊	geweldpleging	V	N;MASC+FEM;SG
突擊	mishandeling	突擊	mishandeling	V	N;MASC+FEM;SG
突擊	aanval	突擊	aanval	V	N;MASC+FEM;SG
西蒙	simon	西蒙	simon	PROPN	N;MASC+FEM;SG
中	middellange	中	middellang	N	ADJ
中	middelgrote	中	middelgrote	N	ADJ
中	middelgroot	中	middelgroot	N	ADJ
中	matige	中	matig	N	ADJ
中	matig	中	matig	N	ADJ
中	gematigde	中	matigen	N	V;V.PTCP
中	gematigd	中	matigen	N	V;V.PTCP
淡	bleek	淡	blijken	N	V;SG;PST;FIN
淡	bleke	淡	bleek	N	ADJ
淡	vervagen	淡	vervagen	N	V;NFIN
等	gelijken	等	gelijken	N	V;NFIN
保加利亞	bulgarije	保加利亞	bulgarije	PROPN	PROPN;NEUT;SG
羅馬尼亞	roemenië	羅馬尼亞	roemenië	PROPN	N;NEUT;SG
羅馬尼亞	roemenie	羅馬尼亞	roemenie	PROPN	N;MASC+FEM;SG
入境	binnenkomst	入境	binnenkomst	V	N;MASC+FEM;SG
入境	vermelding	入境	vermelding	V	N;MASC+FEM;SG
提示	tips	提示	tips	V	N;PL
提示	fooi	提示	fooi	V	N;MASC+FEM;SG
提示	keu	提示	keu	V	N;MASC+FEM;SG
提示	tip	提示	tip	V	N;MASC+FEM;SG
提示	fooi	提示	fooi	V	N;MASC+FEM;SG
提示	hint	提示	hint	V	N;MASC+FEM;SG
周圍	rondom	周圍	rondom	N	ADP
周圍	rond	周圍	rond	N	ADP
短暫	voorbijgaande	短暫	voorbijgaand	ADV	V;V.PTCP
職員	bediende	職員	bedienen	N	V;SG;PST;FIN
狙擊	scherpschutter	狙擊	scherpschutter	V	N;MASC+FEM;SG
狙擊	sluipschutter	狙擊	sluipschutter	V	N;MASC+FEM;SG
狙擊	sniper	狙擊	sniper	V	N;MASC+FEM;SG
滅絕	uitsterven	滅絕	uitsterven	V	N;NEUT;SG
滅絕	uitroeiing	滅絕	uitroeiing	V	N;MASC+FEM;SG
滅絕	uitroeiing	滅絕	uitroeiing	V	N;MASC+FEM;SG
納粹	nazi	納粹	nazi	PROPN	N;MASC+FEM;SG
納粹	nazis	納粹	nazis	PROPN	N;MASC+FEM;SG
勞動	arbeid	勞動	arbeid	V	N;MASC+FEM;SG
勞動	labour	勞動	labour	V	N;MASC+FEM;SG
勞動	arbeid	勞動	arbeid	V	N;MASC+FEM;SG
航行	varen	航行	varen	N	V;NFIN
航行	navigeren	航行	navigeren	N	V;NFIN
航行	varen	航行	varen	N	V;NFIN
流亡	ballingschap	流亡	ballingschap	V	N;MASC+FEM;SG
流亡	verbanning	流亡	verbanning	V	N;MASC+FEM;SG
吹	blazen	吹	blazen		V;NFIN
吹	blow	吹	blow		N;MASC+FEM;SG
吹	blaas	吹	blaas		N;MASC+FEM;SG
修復	herstelling	修復	herstelling	V	N;MASC+FEM;SG
修復	reparatie	修復	reparatie	V	N;MASC+FEM;SG
修復	fix	修復	fix	V	N;MASC+FEM;SG
修復	restauratie	修復	restauratie	V	N;MASC+FEM;SG
修復	herstel	修復	herstel	V	N;NEUT;SG
九十	ninety	九十	ninety	NUM	N;MASC+FEM;SG
出生	geboorteplaats	出生	geboorteplaats	V	N;MASC+FEM;SG
飲食	keuken	飲食	keuken	V	N;MASC+FEM;SG
飲食	dieet	飲食	dieet	V	N;NEUT;SG
飲食	voeding	飲食	voeding	V	N;MASC+FEM;SG
社會	socialistisch	社會	socialistisch	N	ADJ
社會	socialistische	社會	socialistisch	N	ADJ
輻射	radioactief	輻射	radioactief	N	ADJ
驚	schokken	驚	schok	N	V;NFIN
驚	verbaasd	驚	verbazen	N	V;V.PTCP
驚	verbaasde	驚	verbazen	N	V;SG;PST;FIN
驚	verraste	驚	verrassen	N	V;SG;PST;FIN
驚	verrast	驚	verrassen	N	V;V.PTCP
壓	druk	壓	druk		ADJ
生態	ecologisch	生態	ecologisch	N	ADJ
生態	ecologische	生態	ecologisch	N	ADJ
資深	senior	資深	senior	ADJ	N;MASC+FEM;SG
直升	helikopter	直升	helikopter	V	N;MASC+FEM;SG
直升	helicopter	直升	helicopter	V	N;MASC+FEM;SG
直升	helo	直升	helo	V	N;MASC+FEM;SG
直升	heli	直升	heli	V	N;MASC+FEM;SG
直升	helikopter	直升	helikopter	V	N;MASC+FEM;SG
直升	heli	直升	heli	V	N;MASC+FEM;SG
直升	chopper	直升	chopper	V	N;MASC+FEM;SG
直升	helicopter	直升	helicopter	V	N;MASC+FEM;SG
直升	helikopters	直升	helikopter	V	N;PL
直升	helicopters	直升	helicopter	V	N;PL
信任	trust	信任	trust	N	
信任	vertrouw	信任	vertrouwen	N	V;SG;PRS;FIN
信任	vertrouwd	信任	vertrouwd	N	ADJ
信任	vertrouwden	信任	vertrouwden	N	V;PL;PST;FIN
信任	vertrouwde	信任	vertrouwd	N	V;SG;PST;FIN
袋	zakken	袋	zakken	N	V;NFIN
踢	schop	踢	schop	V	N;MASC+FEM;SG
踢	kick	踢	kicken	V	N;MASC+FEM;SG
踢	trap	踢	trap	V	N;MASC+FEM;SG
判斷	oordeel	判斷	oordeel	V	N;NEUT;SG
判斷	arrest	判斷	arrest	V	N;NEUT;SG
判斷	oordeel	判斷	oordeel	V	N;NEUT;SG
驅逐	destroyers	驅逐	destroyer	V	N;PL
驅逐	vernietiger	驅逐	vernietig	V	N;MASC+FEM;SG
驅逐	destroyer	驅逐	destroyer	V	N;MASC+FEM;SG
棕	bruine	棕	bruin	N	ADJ
棕	bruin	棕	bruin	N	ADJ
複製	replicatie	複製	replicatie	V	N;MASC+FEM;SG
複製	dubbele	複製	dubbel	V	ADJ
複製	duplicaat	複製	duplicaat	V	N;NEUT;SG
複製	kopie	複製	kopie	V	N;MASC+FEM;SG
複製	voortplanting	複製	voortplanting	V	N;MASC+FEM;SG
複製	reproductie	複製	reproductie	V	N;MASC+FEM;SG
捐	donatie	捐	donatie	V	N;MASC+FEM;SG
捐	schenking	捐	schenking	V	N;MASC+FEM;SG
捐	donaties	捐	donatie	V	N;PL
江蘇	jiangsu	江蘇	jiangsu	PROPN	N;MASC+FEM;SG
哈佛	harvard	哈佛	harvard	PROPN	N;MASC+FEM;SG
指揮	gezagvoerder	指揮	gezagvoerder	V	N;MASC+FEM;SG
指揮	commander	指揮	commander	V	N;MASC+FEM;SG
指揮	bevelhebber	指揮	bevelhebber	V	N;MASC+FEM;SG
指揮	commandant	指揮	commandant	V	N;MASC+FEM;SG
指揮	overste	指揮	overste	V	N;MASC+FEM;SG
提議	voorstel	提議	voorstel	V	N;NEUT;SG
提議	voorstellen	提議	voorstel	V	N;PL
交付	bezorging	交付	bezorging	V	N;MASC+FEM;SG
交付	oplevering	交付	oplevering	V	N;MASC+FEM;SG
交付	levering	交付	levering	V	N;MASC+FEM;SG
交付	leveranties	交付	leverantie	V	N;PL
交付	leveringen	交付	levering	V	N;PL
傷害	gekwetst	傷害	kwetsen	N	V;V.PTCP
吉爾	jill	吉爾	jill	PROPN	N;MASC+FEM;SG
不利	ongunstige	不利	ongunstig	V	ADJ
不利	ongunstig	不利	ongunstig	V	ADJ
有利	gunstige	有利	gunstig	V	ADJ
有利	gunstig	有利	gunstig	V	ADJ
復活	wederopstanding	復活	wederopstanding	V	N;MASC+FEM;SG
復活	opstanding	復活	opstanding	V	N;MASC+FEM;SG
酷	tof	酷	tof	N	ADJ
酷	gaaf	酷	gaaf	N	ADJ
酷	cool	酷	cool	N	ADJ
辭職	ontslagbrief	辭職	ontslagbrief	V	N;MASC+FEM;SG
辭職	ontslag	辭職	ontslag	V	N;NEUT;SG
視覺	visueel	視覺	visueel	N	ADJ
視覺	visuele	視覺	visueel	N	ADJ
虛構	fictief	虛構	fictief	N	ADJ
虛構	fictieve	虛構	fictief	N	ADJ
虛構	fictief	虛構	fictief	N	ADJ
