категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
куба	cube	кубо	cube	N;INDF;FEM;SG	
куба	würfel	кубо	würfel	N;INDF;FEM;SG	
куба	würfeln	кубо	würfeln	N;INDF;FEM;SG	V;NFIN
куба	zentralamerika	кубо	zentralamerika	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
куба	kuba	кубо	kuba	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
акт	handeln	акт	handeln	N;INDF;MASC;SG	V;NFIN
акт	rechtsakt	акт	rechtsakt	N;INDF;MASC;SG	ADJ
акт	act	акт	act	N;INDF;MASC;SG	PROPN
очи	blicke	око	blick	N;INDF;NEUT;PL	ADJ;NOM;PL
очи	eyes	око	eyes	N;INDF;NEUT;PL	PROPN;NOM;SG
храброст	tapferkeit	храброст	tapferkeit	N;INDF;FEM;SG	
храброст	tapferkeit	храброст	tapferkeit	N;INDF;FEM;SG	
храброст	tapferkeit	храброст	tapferkeit	N;INDF;FEM;SG	
индустрия	wirtschaft	индустрия	wirtschaft	N;INDF;FEM;SG	
индустрия	branchen	индустрия	branchen	N;INDF;FEM;SG	N;PL
стихове	dichtung	стих	dichtung	N;INDF;MASC;PL	
стихове	poesie	стих	poesie	N;INDF;MASC;PL	
стихове	lyrik	стих	lyrik	N;INDF;MASC;PL	
стихове	verse	стих	versen	N;INDF;MASC;PL	
стихове	strophe	стих	stroph	N;INDF;MASC;PL	
стихове	vers	стих	vers	N;INDF;MASC;PL	
стихове	verse	стих	versen	N;INDF;MASC;PL	
стихове	gedichten	стих	gedicht	N;INDF;MASC;PL	V;NFIN
хуан	juan	хуан	juan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
хуан	huang	хуан	huang	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
баня	badezimmer	баня	badezimmer	N;INDF;FEM;SG	
баня	bad	баня	bad	N;INDF;FEM;SG	
баня	waschraum	баня	waschraum	N;INDF;FEM;SG	
баня	badezimmer	баня	badezimmer	N;INDF;FEM;SG	
баня	bad	баня	bad	N;INDF;FEM;SG	
баня	badewanne	баня	badewanne	N;INDF;FEM;SG	
баня	bäder	баня	bad	N;INDF;FEM;SG	ADJ
възможности	möglichkeiten	възможност	möglichkeiten	N;INDF;FEM;PL	V;NFIN
възможности	wahlmöglichkeiten	възможност	wahlmöglichkeiten	N;INDF;FEM;PL	V;NFIN
възможности	möglichkeiten	възможност	möglichkeiten	N;INDF;FEM;PL	V;NFIN
възможности	gelegenheiten	възможност	gelegenheit	N;INDF;FEM;PL	V;NFIN
възможности	chancen	възможност	chancen	N;INDF;FEM;PL	V;NFIN
възможности	möglichkeiten	възможност	möglichkeiten	N;INDF;FEM;PL	V;NFIN
батальон	bataillon	батальон	bataillon	N;INDF;MASC;SG	PROPN
литекс	litex	литекс	litex	N;INDF;MASC;SG	
конрад	conrad	конрад	conrad	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
конрад	konrad	конрад	konrad	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
конрад	konrad	конрад	konrad	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
съпротива	widerstand	съпротива	widerstehen	N;INDF;FEM;SG	ADV
съпротива	widerstehen	съпротива	widerstehen	N;INDF;FEM;SG	V;NFIN
съпротива	widersetzen	съпротива	widersetzen	N;INDF;FEM;SG	V;NFIN
съпротива	widerstände	съпротива	widerstände	N;INDF;FEM;SG	
съпротива	widerstand	съпротива	widerstehen	N;INDF;FEM;SG	ADV
съпротива	resistenz	съпротива	resistenz	N;INDF;FEM;SG	PROPN;NOM;SG
съпротива	beständigkeit	съпротива	beständigkeit	N;INDF;FEM;SG	
съпротива	widerstandsfähigkeit	съпротива	widerstandsfähigkeit	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
скот	scott	скот	scott	PROPN;INDF;MASC;SG	PROPN
заболявания	krankheiten	заболяване	krankheit	N;INDF;NEUT;PL	V;NFIN
заболявания	krankheiten	заболяване	krankheit	N;INDF;NEUT;PL	V;NFIN
заболявания	krankheit	заболяване	krankheit	N;INDF;NEUT;PL	ADJ
заболявания	erkrankung	заболяване	erkrankung	N;INDF;NEUT;PL	N;NOM;FEM;SG
заболявания	krankheiten	заболяване	krankheit	N;INDF;NEUT;PL	V;NFIN
заболявания	krankheit	заболяване	krankheit	N;INDF;NEUT;PL	ADJ
заболявания	krankheit	заболяване	krankheit	N;INDF;NEUT;PL	ADJ
заболявания	seuche	заболяване	seuch	N;INDF;NEUT;PL	
заболявания	erkrankung	заболяване	erkrankung	N;INDF;NEUT;PL	N;NOM;FEM;SG
екип	mannschaft	екип	mannschaft	N;INDF;MASC;SG	ADJ
появата	auftauchen	поява	auftauchen	N;DEF;FEM;SG	V;NFIN
появата	entstehen	поява	entstehen	N;DEF;FEM;SG	V;NFIN
появата	aufkommen	поява	aufkommen	N;DEF;FEM;SG	V;NFIN
появата	entstehung	поява	Entstehung	N;DEF;FEM;SG	
появата	erscheinen	поява	erscheinen	N;DEF;FEM;SG	V;NFIN
появата	erscheinung	поява	Erscheinung	N;DEF;FEM;SG	ADJ
появата	auftritt	поява	auftreten	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
появата	aussehen	поява	aussehen	N;DEF;FEM;SG	V;NFIN
появата	erscheinungsbild	поява	erscheinungsbild	N;DEF;FEM;SG	ADJ
боливия	bolivien	болив	bolivien	PROPN;INDF;FEM;SG	PROPN;NOM;NEUT;SG
ракети	geschosse	ракета	geschoß	N;INDF;FEM;PL	ADJ
ракети	flugkörper	ракета	flugkörper	N;INDF;FEM;PL	ADJ
ракети	rakete	ракета	raken	N;INDF;FEM;PL	ADJ;NOM;SG
ракети	rockets	ракета	rockets	N;INDF;FEM;PL	PROPN
даниел	daniel	даниел	daniel	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
даниел	danielle	даниел	daniell	PROPN;INDF;MASC;SG	PROPN;NOM;FEM;SG
унгарски	ungarischen	унгарски	ungarisch	ADJ;INDF;MASC;SG	ADJ;PL
унгарски	ungarische	унгарски	ungarisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
мъжете	männern	мъж	männern	N;DEF;MASC;PL	
апарат	gerät	апарат	geraten	N;INDF;MASC;SG	V;V.PTCP
апарат	apparate	апарат	apparat	N;INDF;MASC;SG	N;NOM;FEM;PL
апарат	geräte	апарат	geräten	N;INDF;MASC;SG	N;NOM;NEUT;PL
апарат	apparatur	апарат	apparatur	N;INDF;MASC;SG	
човешки	mensch	човешки	mensch	ADJ;INDF;MASC;SG	N;SG
човешки	menschen	човешки	menschen	ADJ;INDF;MASC;SG	N;NOM;PL
човешки	menschliche	човешки	menschlich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
сао	são	сао	são	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
сао	sao	сао	sao	PROPN;INDF;MASC;SG	PROPN;NOM;SG
сао	são	сао	são	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
сао	sao	сао	sao	PROPN;INDF;MASC;SG	PROPN;NOM;SG
сао	aoc	сао	aoc	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
пакистан	pakistan	пакистан	pakistan	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
бул	bull	бул	bull	N;INDF;MASC;SG	
бул	bulle	бул	bullen	N;INDF;MASC;SG	PROPN;SG
бул	stier	бул	stoßen	N;INDF;MASC;SG	
бул	ziff	бул	ziffen	N;INDF;MASC;SG	
леко	leichter	леко	leicht	ADV	ADJ
леко	einfache	леко	einfach	ADV	ADJ;NOM;FEM;PL
леко	easy	леко	easy	ADV	
леко	leicht	леко	leicht	ADV	ADJ
златни	golden	златен	golden	ADJ;INDF;PL	
златни	goldenes	златен	golden	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
златни	gold	златен	gold	ADJ;INDF;PL	
включен	inbegriffen	включа-(се)	inbegreifen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ
включен	inklusive	включа-(се)	inklusive	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADP
чешки	tschechische	чешка	tschechisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
чешки	czech	чешка	czech	ADJ;INDF;MASC;SG	PROPN;SG
чешки	tschechischen	чешка	tschechisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
творчеството	kreativ	творчество	kreativ	N;DEF;NEUT;SG	ADJ
творчеството	kreativität	творчество	kreativität	N;DEF;NEUT;SG	ADJ
академията	academy	академия	academy	N;DEF;FEM;SG	PROPN;NOM;SG
администрация	verwaltung	администрация	verwaltung	N;INDF;FEM;SG	ADJ
вазов	wasow	вазов	wasow	PROPN;INDF;MASC;SG	
златко	zlatko	златко	zlatko	N;INDF;MASC;SG	PROPN
флорида	florida	флорида	florida	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
йозеф	josef	йозеф	josef	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
дървета	bäumen	дърво	bäumen	N;INDF;NEUT;PL	
славия	slavia	слав	slavia	PROPN;INDF;FEM;SG	PROPN;SG
балканите	balkanstaaten	балкан	balkanstaat	PROPN;DEF;MASC;PL	N;NOM;MASC;PL
балканите	balkan	балкан	balkan	PROPN;DEF;MASC;PL	PROPN
нива	niveau	ниво	niveau	N;INDF;NEUT;PL	ADV
нива	stufen	ниво	stufen	N;INDF;NEUT;PL	V;NFIN
нива	ebenen	ниво	eben	N;INDF;NEUT;PL	
критика	kritikpunkte	критика	kritikpunkt	N;INDF;FEM;SG	N;NOM;PL
критика	kritisiert	критика	kritisieren	N;INDF;FEM;SG	V;V.PTCP
критика	kritiken	критика	kritik	N;INDF;FEM;SG	ADJ;PL
критика	kritisieren	критика	kritisieren	N;INDF;FEM;SG	V;NFIN
критика	kritisieren	критика	kritisieren	N;INDF;FEM;SG	V;NFIN
общността	gemeinschaften	общност	gemeinschaft	N;DEF;FEM;SG	ADJ
общността	gemeinschaft	общност	gemeinschaft	N;DEF;FEM;SG	ADJ
представителите	repräsentanten	представител	repräsentant	N;DEF;MASC;PL	V;PL;FIN
представителите	vertreter	представител	vertreter	N;DEF;MASC;PL	ADJ
широк	wide	широк	wide	ADJ;INDF;MASC;SG	
успехи	erfolg	успех	erfolg	N;INDF;MASC;PL	ADJ
успехи	erfolg	успех	erfolg	N;INDF;MASC;PL	ADJ
успехи	erfolgs	успех	Erfolg	N;INDF;MASC;PL	
успехи	erfolgreich	успех	erfolgreich	N;INDF;MASC;PL	ADJ
успехи	erfolgsgeschichte	успех	erfolgsgeschichte	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
милан	milan	милан	milan	PROPN;INDF;MASC;SG	PROPN;NOM;SG
милан	mailand	милан	mailand	PROPN;INDF;MASC;SG	PROPN;NOM;NEUT;SG
гръцка	griechischen	гръцки	griechisch	ADJ;INDF;FEM;SG	ADJ;NOM;PL
гръцка	griechen	гръцки	griechen	ADJ;INDF;FEM;SG	
гръцка	grieche	гръцки	griech	ADJ;INDF;FEM;SG	
гръцка	griechische	гръцки	griechisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
наполеон	napoleons	наполеон	napoleons	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
наполеон	napoleon	наполеон	napoleon	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
анхалт	anhalt	анхалт	anhalt	N;INDF;FEM;SG	PROPN;NOM;NEUT;SG
нападател	angreifer	нападател	angreifer	N;INDF;MASC;SG	ADJ
нападател	angreifer	нападател	angreifer	N;INDF;MASC;SG	ADJ
нападател	stürmer	нападател	stürm	N;INDF;MASC;SG	ADJ
длъжност	position	длъжност	position	N;INDF;FEM;SG	
длъжност	stellung	длъжност	Stellung	N;INDF;FEM;SG	
нека	lassen	нека	lassen	PART	V;NFIN
нека	zulassen	нека	zulassen	PART	V;NFIN
нека	lass	нека	laß	PART	V;IND;SG;2;PRS;FIN
нека	let	нека	let	PART	PROPN
академик	akademiker	академик	akademik	N;INDF;MASC;SG	ADJ
академик	akademischen	академик	akademisch	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
академик	akademische	академик	akademisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
академик	akademisches	академик	akademisch	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
академик	akademischer	академик	akademisch	N;INDF;MASC;SG	ADJ
адрес	url	адрес	url	N;INDF;MASC;SG	
адрес	anschrift	адрес	anschreifen	N;INDF;MASC;SG	V;V.PTCP
адрес	adressen	адрес	adressen	N;INDF;MASC;SG	V;NFIN
папуа	papua	папуа	papua	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
бюджет	haushalt	бюджет	haushalt	N;INDF;MASC;SG	
бюджет	budget	бюджет	budgen	N;INDF;MASC;SG	
бюджет	haushaltsmittel	бюджет	haushaltsmittel	N;INDF;MASC;SG	
марс	mars	марс	mars	PROPN;INDF;MASC;SG	PROPN;NOM;SG
календар	kalenders	календар	kalenders	N;INDF;MASC;SG	ADV
календар	veranstaltungskalender	календар	veranstaltungskalender	N;INDF;MASC;SG	ADJ
календар	kalender	календар	kalender	N;INDF;MASC;SG	ADJ
календар	terminkalender	календар	terminkalender	N;INDF;MASC;SG	ADJ
стои	stehend	стоя	stehend	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
стои	stehendes	стоя	stehend	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
стои	ständigen	стоя	ständig	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ
стои	stände	стоя	stand	V;IPFV;IND;SG;3;PRS;FIN;ACT	
стои	tribüne	стоя	tribüne	V;IPFV;IND;SG;3;PRS;FIN;ACT	
стои	ständen	стоя	stehen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;PL
стои	ständer	стоя	stand	V;IPFV;IND;SG;3;PRS;FIN;ACT	
центрове	hubs	център	hubs	N;INDF;MASC;PL	
центрове	knotenpunkte	център	knotenpunkt	N;INDF;MASC;PL	ADJ;SG
центрове	zentriert	център	zentrieren	N;INDF;MASC;PL	V;V.PTCP
собствена	eigene	собствен	eigen	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
оператор	operator	оператор	operator	N;INDF;MASC;SG	PROPN
оператор	betreiber	оператор	betreiber	N;INDF;MASC;SG	
оператор	vermittlung	оператор	vermittlung	N;INDF;MASC;SG	ADJ
оператор	bediener	оператор	bediener	N;INDF;MASC;SG	ADJ
седалище	hauptsitz	седалище	hauptsitz	N;INDF;NEUT;SG	V;V.PTCP
седалище	zentrale	седалище	zentral	N;INDF;NEUT;SG	ADJ;NOM;FEM;PL
седалище	hauptquartier	седалище	hauptquartier	N;INDF;NEUT;SG	
седалище	firmensitz	седалище	firmensitz	N;INDF;NEUT;SG	ADV
факти	fakten	факт	fakten	N;INDF;MASC;PL	V;NFIN
факти	sachverhalt	факт	sachverhalt	N;INDF;MASC;PL	ADJ
равнина	plain	равнина	plain	N;INDF;FEM;SG	
равнина	schlicht	равнина	schlicht	N;INDF;FEM;SG	ADJ
равнина	glatt	равнина	glatt	N;INDF;FEM;SG	ADJ
равнина	flugzeug	равнина	flugzeug	N;INDF;FEM;SG	ADJ
равнина	flug	равнина	flagen	N;INDF;FEM;SG	
композитори	komponisten	композитор	komponist	N;INDF;MASC;PL	ADJ
скала	waage	скала	waage	N;INDF;FEM;SG	
скала	skalieren	скала	skalieren	N;INDF;FEM;SG	V;NFIN
скала	maßstab	скала	maßsteben	N;INDF;FEM;SG	ADV
скала	scala	скала	scala	N;INDF;FEM;SG	PROPN;NOM;SG
скала	klippe	скала	klipp	N;INDF;FEM;SG	
скала	felsen	скала	felsen	N;INDF;FEM;SG	V;NFIN
скала	klippen	скала	klippen	N;INDF;FEM;SG	V;NFIN
скала	cliff	скала	cliff	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
скала	rockmusik	скала	rockmusik	N;INDF;FEM;SG	ADJ
скала	rock	скала	rock	N;INDF;FEM;SG	
скала	gestein	скала	gestein	N;INDF;FEM;SG	
скала	felsen	скала	felsen	N;INDF;FEM;SG	V;NFIN
кинг	königs	кинг	königs	N;INDF;MASC;SG	
кинг	king	кинг	köngen	N;INDF;MASC;SG	
символи	zeichen	символя	zeichen	N;INDF;MASC;PL	V;NFIN
символи	symbolik	символя	symbolik	N;INDF;MASC;PL	
символи	symbolen	символя	symbol	N;INDF;MASC;PL	V;NFIN
символи	symbole	символя	symbol	N;INDF;MASC;PL	
символи	charaktere	символя	charakt	N;INDF;MASC;PL	ADJ;NOM;PL
символи	figuren	символя	figur	N;INDF;MASC;PL	V;NFIN
символи	schriftzeichen	символя	schriftzeichen	N;INDF;MASC;PL	V;NFIN
символи	zeichen	символя	zeichen	N;INDF;MASC;PL	V;NFIN
символи	buchstaben	символя	buchstaben	N;INDF;MASC;PL	V;NFIN
пътят	strasse	път	straß	N;DEF;MASC;SG	
пътят	straßenverkehr	път	straßenverkehr	N;DEF;MASC;SG	ADJ
пътят	straße	път	straß	N;DEF;MASC;SG	ADJ
факт	tatsache	факт	tatsach	N;INDF;MASC;SG	ADV
факт	fakt	факт	fakt	N;INDF;MASC;SG	ADJ
тит	titus	тит	titus	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
стоки	grundstoffe	стока	grundstoff	N;INDF;FEM;PL	
стоки	waren	стока	sein	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
стоки	rohstoffe	стока	rohstoff	N;INDF;FEM;PL	PROPN
стоки	waren	стока	sein	N;INDF;FEM;PL	V;IND;PL;3;PST;FIN
стоки	güter	стока	gut	N;INDF;FEM;PL	
крило	flügel	крило	flügeln	N;INDF;NEUT;SG	ADJ
крило	wing	крило	wingen	N;INDF;NEUT;SG	PROPN;NOM;SG
десетилетия	jahrzehnten	десетилетие	jahrzehnt	N;INDF;NEUT;PL	ADJ
десетилетия	jahrzehnte	десетилетие	jahrzehnt	N;INDF;NEUT;PL	
флота	flotte	флот	flott	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
флота	flotten	флот	flott	N;DEF;MASC;SG	ADJ;PL
местно	lokale	местен	lokal	ADV	ADJ;NOM;FEM;PL
местно	lokalen	местен	lokal	ADV	ADJ;NOM;PL
местно	lokal	местен	lokal	ADV	ADJ
местно	lokales	местен	lokal	ADV	ADJ;NOM;NEUT;SG
пфалц	pfalz	пфалц	pfalz	PROPN;INDF;MASC;SG	PROPN;NOM;NEUT;SG
басейни	becken	басеен	becken	ADJ;INDF;PL	V;NFIN
басейни	pools	басеен	pools	ADJ;INDF;PL	
басейни	schwimmbecken	басеен	schwimmbecken	ADJ;INDF;PL	V;NFIN
германска	deutsche	германски	deutsch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
комунистическа	kommunismus	комунистически	kommunismus	ADJ;INDF;FEM;SG	PROPN
комунистическа	kommunistischen	комунистически	kommunistisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
комунистическа	kommunistische	комунистически	kommunistisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
комунистическа	kommunisten	комунистически	kommunist	ADJ;INDF;FEM;SG	N;PL
замъка	schloss	замъкам	schließen	N;DEF;MASC;SG	V;SG
замъка	burg	замъкам	burg	N;DEF;MASC;SG	
замъка	schloß	замъкам	schließen	N;DEF;MASC;SG	
долу	down	долу	down	ADV	PROPN
долу	runter	долу	runter	ADV	
долу	unterhalb	долу	unterhalb	ADV	ADP
дати	zeitpunkte	датя	zeitpunkt	N;INDF;FEM;PL	ADJ
дати	datum	датя	datum	N;INDF;FEM;PL	
дати	termine	датя	termin	N;INDF;FEM;PL	
фигури	kennzahlen	фигура	kennzahlen	N;INDF;FEM;PL	V;NFIN
фигури	figuren	фигура	figur	N;INDF;FEM;PL	V;NFIN
фигури	abbildungen	фигура	abbildung	N;INDF;FEM;PL	V;NFIN
фигури	zahlen	фигура	zahlen	N;INDF;FEM;PL	V;NFIN
чужди	außenpolitik	чужд	außenpolitik	ADJ;INDF;PL	PROPN
чужди	ausland	чужд	auslinden	ADJ;INDF;PL	N;NOM;NEUT;SG
вирджиния	virginia	вирджиния	virginia	PROPN;INDF;FEM;SG	PROPN;NOM;MASC;SG
налягане	druck	налягане	druck	N;INDF;NEUT;SG	ADV
налягане	luftdruck	налягане	luftdruck	N;INDF;NEUT;SG	ADJ
налягане	überdruck	налягане	überdruck	N;INDF;NEUT;SG	ADJ
околната	ambient	околен	ambienen	ADJ;DEF;FEM;SG	PROPN
алжир	algerien	алжир	algerien	N;INDF;MASC;SG	
алжир	algier	алжир	algeher	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
алжир	algerien	алжир	algerien	N;INDF;MASC;SG	
поздрави	gruß	поздравя	gruß	V;PFV;IMP;SG;2;FIN	
поздрави	grüße	поздравя	grüß	V;PFV;IMP;SG;2;FIN	PROPN;NOM;SG
поздрави	gruss	поздравя	graß	V;PFV;IMP;SG;2;FIN	;SG
клавдий	claudius	клавдий	claudius	N;INDF;MASC;SG	PROPN;NOM;SG
фонд	fonds	фонд	fonds	N;INDF;MASC;SG	
фонд	finanzieren	фонд	finanzieren	N;INDF;MASC;SG	V;NFIN
