seattle	سياتل	settlli	سِيَاتِل	N;NOM;MASC;SG	
simptome	اعراض	simptom	اعراض	N;ACC;MASC;PL	N;NOM;INDF;PL
simptome	الاعراض	simptom	عُرض	N;ACC;MASC;PL	N;NOM;DEF;PL
ekvivalent	مكافئ	ekvivalent	مكافئ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
vrtovi	جنات	vrt	جِنَة	N;NOM;MASC;PL	
aluminij	الالومنيوم	aluminij	الالومنيوم	N;NOM;MASC;SG	
aluminij	الالومنيوم	aluminij	الالومنيوم	N;NOM;MASC;SG	
raznolikosti	التنوع	raznolikost	تَنَوُّع	N;NOM;FEM;PL	N;NOM;DEF;SG
raznolikosti	تنوع	raznolikost	تَنَوُّع	N;NOM;FEM;PL	N;NOM;INDF;SG
holly	هولي	holly	هُوَ	PROPN;NOM;MASC;SG	
tonova	نغمات	ton	نَغمَة	N;GEN;MASC;PL	N;NOM;INDF;PL
putnici	الرحل	putnik	رَحل	N;NOM;MASC;PL	N;NOM;DEF;SG
putnici	الرحالة	putnik	رِحَالَة	N;NOM;MASC;PL	N;NOM;DEF;SG
susjedstvu	حي	susjedstvo	حَيّ	N;DAT;NEUT;SG	
susjedstvu	الحي	susjedstvo	حَيّ	N;DAT;NEUT;SG	N;NOM;DEF;SG
susjedstvu	الجوار	susjedstvo	جِوَار	N;DAT;NEUT;SG	N;NOM;DEF;SG
proširenja	التوسيع	proširenje	تَوسِيع	N;NOM;NEUT;PL	N;NOM;DEF;SG
proširenja	التوسع	proširenje	تَوَسُّع	N;NOM;NEUT;PL	N;NOM;DEF;SG
proširenja	التوسيع	proširenje	تَوسِيع	N;NOM;NEUT;PL	N;NOM;DEF;SG
proširenja	توسع	proširenje	تَوَسُّع	N;NOM;NEUT;PL	N;NOM;INDF;SG
proširenja	توسيع	proširenje	تَوسِيع	N;NOM;NEUT;PL	N;NOM;INDF;SG
kutija	مربع	kutija	مُرَبَّع	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
kutija	بوكس	kutija	بوكس	N;NOM;FEM;SG	
sharon	شارون	sharon	شَارُون	PROPN;NOM;MASC;SG	
muslimanski	المسلم	muslimanski	مُسلِم	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
muslimanski	مسلم	muslimanski	مُسلِم	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
muslimanski	اسلامي	muslimanski	إِسلَامِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
muslimanski	مسلمة	muslimanski	مُسلِم	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
emily	اميلي	emily	أَمِيلِيّ	PROPN;NOM;FEM;SG	
emily	ايميلي	emily	أَيمِيلِي	PROPN;NOM;FEM;SG	
odvojeni	منفصل	odvojen	مُنفَصِل	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;MASC;SG
odvojeni	منفصل	odvojen	مُنفَصِل	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;MASC;SG
odvojeni	منفصلة	odvojen	مُنفَصِل	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;INDF;FEM;SG
susjednoj	المجاورة	susjedan	مُجَاوِر	ADJ;DAT;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
susjednoj	مجاورة	susjedan	مُجَاوِر	ADJ;DAT;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
balet	الباليه	balet	الباليه	N;NOM;MASC;SG	
balet	باليه	balet	باليه	N;NOM;MASC;SG	
balet	البالية	balet	بَالِي	N;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
razgovori	الاحاديث	razgovor	حَدِيث	N;NOM;MASC;PL	
jednostavnije	ابسط	jednostavan	أَبسَط	ADV;CMPR	
članstva	العضوية	članstvo	عُضوِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;SG
članstva	العضوية	članstvo	عُضوِيَّة	N;NOM;NEUT;PL	N;NOM;DEF;SG
članstva	عضوية	članstvo	عُضوِيَّة	N;NOM;NEUT;PL	N;NOM;INDF;SG
montgomery	مونتغمري	montgomery	مونتغمري	N;NOM;MASC;SG	
kristina	كريستينا	kristina	كريستينا	N;NOM;FEM;SG	
kristina	كرستينا	kristina	كرستينا	N;NOM;FEM;SG	
kristina	كرستين	kristina	كَرسَة	N;NOM;FEM;SG	N;NOM;INDF;DU
kristina	كريستين	kristina	كرِيسَة	N;NOM;FEM;SG	
potvrda	الشهادات	potvrda	شَهَادَة	N;NOM;FEM;SG	N;NOM;DEF;PL
akademske	اكاديمية	akademski	أَكَادِيمِيَّة	ADJ;NOM;DEF;FEM;PL	N;NOM;INDF;SG
akademske	الاكاديمي	akademski	إِكَادِيمِيّ	ADJ;NOM;DEF;FEM;PL	N;NOM;DEF;SG
akademske	الاكاديمية	akademski	إِكَادِيمِيّ	ADJ;NOM;DEF;FEM;PL	
akademske	اكاديمي	akademski	إِكَادِيمِيّ	ADJ;NOM;DEF;FEM;PL	
napore	الجهود	napor	جَهد	N;ACC;MASC;PL	N;NOM;DEF;PL
rimljanima	الرومان	rimljan	رُومَان	ADJ;INS;DEF;MASC;PL	N;NOM;DEF;SG
privremena	مؤقتا	privremen	مُؤَقَّت	ADJ;NOM;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
privremena	مؤقتة	privremen	مُؤَقَّت	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
privremena	مؤقت	privremen	مُؤَقَّت	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
wan	وان	wan	وان	PROPN;NOM;MASC;SG	
tamara	تمارا	tamar	تَمَار	N;NOM;FEM;SG	
inicijative	مبادرة	inicijativa	مُبَادَرَة	N;NOM;FEM;PL	N;NOM;INDF;SG
inicijative	المبادرة	inicijativa	مُبَادَرَة	N;NOM;FEM;PL	N;NOM;DEF;SG
nevada	نيفادا	nevad	نيفادا	PROPN;NOM;MASC;SG	
odgovore	الاجابات	odgovor	إِجَابَة	N;ACC;MASC;PL	N;NOM;DEF;PL
odgovore	اجابات	odgovor	إِجَابَة	N;ACC;MASC;PL	N;NOM;INDF;PL
piper	بايبر	piper	بايبر	N;NOM;MASC;SG	
aston	استون	aston	استون	N;NOM;MASC;SG	
trudna	الحوامل	trudan	حَامِل	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;PL
trudna	حبلى	trudan	حَبلِيّ	ADJ;NOM;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
trudna	حامل	trudan	حَامِل	ADJ;NOM;DEF;FEM;SG	
duhan	تبغ	duhan	تبغ	N;NOM;MASC;SG	
mehanika	الميكانيكا	mehanika	الميكانيكا	N;NOM;FEM;SG	N;NOM;DEF;PL
metana	ميثان	metan	مَيثَان	N;GEN;MASC;SG	
metana	الميثان	metan	مَيثَان	N;GEN;MASC;SG	N;NOM;DEF;SG
kube	كوبا	kubiti	كُوبَا	N;NOM;FEM;PL	
maske	قناع	maska	قناع	N;NOM;FEM;PL	N;NOM;INDF;SG
maske	القناع	maska	قَنَاع	N;NOM;FEM;PL	N;NOM;DEF;SG
maske	الاقنعة	maska	أَقنِعَة	N;NOM;FEM;PL	N;NOM;DEF;SG
kvadrata	المربعات	kvadrat	مُرَبِّع	N;GEN;MASC;SG	N;NOM;DEF;PL
kvadrata	مربعات	kvadrat	مُرَبَّع	N;GEN;MASC;SG	ADJ;NOM;INDF;FEM;PL
vrijedna	قيمة	vrijedan	قِيمَة	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
sljedbenika	اتباع	sljedbenik	اِتِّبَاع	N;ACC;MASC;SG	N;NOM;INDF;SG
sljedbenika	متابعين	sljedbenik	مُتَأَابِع	N;ACC;MASC;SG	N;NOM;INDF;PL
sljedbenika	متابع	sljedbenik	مُتَأَبِّع	N;ACC;MASC;SG	N;NOM;INDF;SG
sljedbenika	المتابعين	sljedbenik	مُتَابِع	N;ACC;MASC;SG	N;NOM;DEF;PL
razloge	دواعي	razlog	دَاعِي	N;ACC;MASC;PL	N;NOM;INDF;PL
razloge	اسباب	razlog	سَبَب	N;ACC;MASC;PL	N;NOM;INDF;SG
razloge	الاسباب	razlog	سَبَب	N;ACC;MASC;PL	N;NOM;DEF;PL
vizualni	بصري	vizualan	بَصَرِيّ	ADJ;NOM;DEF;MASC;SG	
vizualni	بصرية	vizualan	بَصَرِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
vizualni	مرئي	vizualan	مرئي	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
primljena	استقبل	primiti	اِستَقبَل	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
primljena	تلقت	primiti	تَلَقَّى	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
primljena	استلام	primiti	اِستِلَام	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	N;NOM;INDF;SG
primljena	وردت	primiti	وَرَد	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
primljena	ورد	primiti	وَرَد	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	
primljena	اعترفت	primiti	اِعتَرَف	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
bug	باغ	bug	بَاغ	N;NOM;MASC;SG	
bug	باج	bug	باج	N;NOM;MASC;SG	
dietrich	di	dietrich	مَثّ	N;NOM;FEM;SG	
malcolm	مالكولم	malcolm	مالكولم	N;NOM;MASC;SG	
malcolm	مالكوم	malcolm	مالكوم	N;NOM;MASC;SG	
shan	شان	shan	شَان	ADP	
milwaukee	ميلواكي	milwauke	مِيلُوَاكِي	N;ACC;MASC;PL	
milwaukee	ميلووكي	milwauke	ميلووكي	N;ACC;MASC;PL	
boba	بوب	boba	بوب	N;ACC;MASC;SG	
aristotel	ارسطو	aristotel	أَرسَطُو	N;NOM;MASC;SG	
julian	جوليان	julian	جوليان	PROPN;NOM;MASC;SG	
jung	جونغ	jung	جُونغ	PROPN;NOM;MASC;SG	
jung	جونج	jung	جونج	PROPN;NOM;MASC;SG	
jung	جيونغ	jung	جِيُونغ	PROPN;NOM;MASC;SG	
telefon	هاتف	telefon	هَاتِف	N;NOM;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;MASC;SG	
telefon	هاتف	telefon	هَاتِف	N;NOM;MASC;SG	
telefon	تلفون	telefon	تَلَفَّن	N;NOM;MASC;SG	
telefon	تليفون	telefon	تليفون	N;NOM;MASC;SG	
barnes	بارنز	barnes	بارنز	PROPN;NOM;MASC;SG	
predsjednički	رئاسية	predsjednički	رِئَاسِيّ	ADV	ADJ;NOM;INDF;FEM;SG
predsjednički	رئاسي	predsjednički	رِئَاسِيّ	ADV	ADJ;NOM;INDF;MASC;SG
cree	كري	cree	كري	ADP	
jata	قطيع	jato	قطيع	N;NOM;NEUT;PL	N;NOM;INDF;SG
balkanski	البلقان	balkanski	بَلَق	ADV	
sretno	يسعد	sretno	سَعِد	ADV	V;IPFV;MASC;IND;SG;3;FIN;ACT
sretno	سعيده	sretno	سعيده	ADV	PRO;NOM;FEM;SG;3
sretno	هابي	sretno	هابي	ADV	
sretno	سعيد	sretno	سعيد	ADV	
sretno	سعيدة	sretno	سَعِيد	ADV	ADJ;NOM;INDF;FEM;SG
maršal	مارشال	maršal	مارشال	N;NOM;MASC;SG	
maršal	المارشال	maršal	مَارشَال	N;NOM;MASC;SG	
svečanost	مراسم	svečanost	مَرسَم	N;NOM;FEM;SG	N;NOM;INDF;PL
svečanost	المراسم	svečanost	مَرسَم	N;NOM;FEM;SG	N;NOM;DEF;PL
svečanost	غالا	svečanost	غالا	N;NOM;FEM;SG	
protona	البروتونات	proton	بِروَتُون	N;GEN;MASC;SG	N;NOM;DEF;PL
holland	هولاند	holland	هولاند	N;NOM;FEM;SG	
holland	هولندا	holland	هولندا	N;NOM;FEM;SG	
tor	تور	tor	تَوَرّ	N;NOM;MASC;SG	
tor	ثور	tor	ثُور	N;NOM;MASC;SG	
boginja	الهة	boginjati	هَة	N;NOM;FEM;SG	
nuklearno	نووية	nuklearno	نَوَوِيّ	ADV	ADJ;NOM;INDF;FEM;SG
nuklearno	نووي	nuklearno	نَوَوِيّ	ADV	ADJ;NOM;INDF;MASC;SG
nuklearno	النووية	nuklearno	نَوَوِيّ	ADV	ADJ;NOM;DEF;FEM;SG
privlače	جذب	privlačiti	جَذب	V;IND;PL;3;PRS;FIN	N;NOM;INDF;SG
ženevi	جنيف	ženev	جِنِيف	N;DAT;FEM;SG	
wimbledon	ويمبلدون	wimbledon	ويمبلدون	N;NOM;MASC;SG	
uran	يورانيوم	uran	يُورَانيُوم	N;NOM;MASC;SG	
uran	اليورانيوم	uran	اليورانيوم	N;NOM;MASC;SG	
uran	باليورانيوم	uran	باليورانيوم	N;NOM;MASC;SG	
uran	اورانوس	uran	أُورَانُوس	N;NOM;MASC;SG	
tekući	سائلة	tekući	سَائِل	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
tekući	السائل	tekući	سَائِل	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
tekući	سائل	tekući	سَائِل	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
milje	ميل	milje	مِيل	N;NOM;FEM;SG	
milje	مايلز	milje	مايلز	N;NOM;FEM;SG	
milje	اميال	milje	مِيل	N;NOM;FEM;SG	N;NOM;INDF;PL
promocije	الترويج	promocija	تَروِيج	N;NOM;FEM;PL	N;NOM;DEF;SG
promocije	الترقية	promocija	تُرقِيّ	N;NOM;FEM;PL	N;NOM;DEF;SG
promocije	ترويج	promocija	تَروِيج	N;NOM;FEM;PL	N;NOM;INDF;SG
promocije	تعزيز	promocija	تَعزِيز	N;NOM;FEM;PL	N;NOM;INDF;SG
promocije	ترقية	promocija	تَرقِيَة	N;NOM;FEM;PL	N;NOM;INDF;SG
podijelili	المشتركة	podijeliti	مُشتَرَك	V;MASC;PL;PST;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
podijelili	تقاسم	podijeliti	تَقَاسُم	V;MASC;PL;PST;V.PTCP;ACT	N;NOM;INDF;SG
podijelili	مشترك	podijeliti	مُشتَرَك	V;MASC;PL;PST;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
davanja	العطاء	davanje	عَطَاء	N;NOM;NEUT;PL	N;NOM;DEF;SG
davanja	اعطاء	davanje	إِعطَاء	N;NOM;NEUT;PL	N;NOM;INDF;SG
trenutna	التيار	trenutan	تَيَّار	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
trenutna	تيار	trenutan	تَيَّار	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
bat	مضرب	bat	مُضرِب	N;NOM;MASC;SG	
hrabrosti	شجاعة	hrabrost	شَجَاعَة	N;NOM;FEM;PL	N;NOM;INDF;SG
hrabrosti	الشجاعة	hrabrost	شَجَاعَة	N;NOM;FEM;PL	N;NOM;DEF;SG
oskar	اوسكار	oskar	اوسكار	N;NOM;MASC;SG	
oskar	الاوسكار	oskar	وِسكَار	N;NOM;MASC;SG	
okretaja	r	okretaj	لَ	N;GEN;MASC;SG	
kopije	نسخ	kopija	نُسخَة	N;NOM;FEM;PL	N;NOM;INDF;SG
stolu	منضدة	stol	مُنَضَّد	N;DAT;MASC;SG	N;NOM;INDF;SG
stolu	المكتب	stol	مَكتَب	N;DAT;MASC;SG	N;NOM;DEF;SG
stolu	مكتب	stol	مَكتَب	N;DAT;MASC;SG	N;NOM;INDF;SG
orijentaciju	توجيه	orijentacija	تَوجِيه	N;ACC;FEM;SG	N;NOM;INDF;SG
orijentaciju	توجه	orijentacija	تَوَجَّه	N;ACC;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
orijentaciju	التوجه	orijentacija	تَوَجُّه	N;ACC;FEM;SG	N;NOM;DEF;SG
orijentaciju	التوجيه	orijentacija	تَوجِيه	N;ACC;FEM;SG	N;NOM;DEF;SG
jules	جولز	jules	جولز	N;NOM;MASC;SG	
financije	تمويل	financija	تَموِيل	N;NOM;FEM;PL	N;NOM;INDF;SG
financije	المالية	financija	مَالِيَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
financije	مالية	financija	مَالِيّ	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
financije	التمويل	financija	تَموِيل	N;NOM;FEM;PL	N;NOM;DEF;SG
financije	مالية	financija	مَالِيّ	N;NOM;FEM;PL	ADJ;NOM;INDF;FEM;SG
financije	المالية	financija	مَالِيَّة	N;NOM;FEM;PL	N;NOM;DEF;SG
traženje	ابحث	traženje	بَحَث	N;NOM;NEUT;SG	V;MASC;IMP;SG;FIN
jednakosti	المساواة	jednakost	مُسَاوَاة	N;NOM;FEM;PL	N;NOM;DEF;SG
tracy	تراسي	tracy	ترَاسِي	PROPN;NOM;MASC;SG	
tracy	تريسي	tracy	تريسي	PROPN;NOM;MASC;SG	
komercijalne	التجاري	komercijalan	تِجَارِيّ	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;DEF;MASC;SG
komercijalne	تجاري	komercijalan	تِجَارِيّ	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;INDF;MASC;SG
komercijalne	تجارية	komercijalan	تِجَارِيّ	ADJ;NOM;DEF;FEM;PL	ADJ;NOM;INDF;FEM;SG
protestanti	البروتستانت	protestant	بِرُوتستَان	N;NOM;MASC;PL	
tata	ابى	tata	ابى	N;NOM;MASC;SG	
tata	ابي	tata	ابي	N;NOM;MASC;SG	
mihael	مايكل	mihael	مَايكِل	PROPN;NOM;MASC;SG	
woods	الغابات	woods	غَابَة	PROPN;NOM;MASC;SG	N;NOM;DEF;PL
woods	غابات	woods	غَابَة	PROPN;NOM;MASC;SG	N;NOM;INDF;PL
korijeni	الجذور	korijen	الجذور	N;NOM;MASC;PL	N;NOM;DEF;SG
kapelu	شابل	kapela	شَابِل	N;ACC;FEM;SG	
iphone	ipho	iphon	ثَذِيّ	N;NOM;MASC;SG	
iphone	ايفون	iphon	ايفون	N;NOM;MASC;SG	
duboka	عميقا	dubok	عَمِيق	ADJ;NOM;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
duboka	عميق	dubok	عَمِيق	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
duboka	عميقة	dubok	عَمِيق	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
duboka	عمق	dubok	عُمق	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
marta	مارتا	mart	مارتا	N;NOM;FEM;SG	
marta	مارثا	mart	مَارِث	N;NOM;FEM;SG	
slanje	ارسال	slanje	ارسال	N;NOM;NEUT;SG	
benz	بنز	benz	بَنز	N;MASC;SG	
okupljanje	جمع	okupljanje	جَمَع	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
krumpir	بطاطا	krumpir	بِطَاط	N;NOM;MASC;SG	
krumpir	بطاطس	krumpir	بطاطس	N;NOM;MASC;SG	
krumpir	بطاطا	krumpir	بِطَاط	N;NOM;MASC;SG	
ruta	دروب	ruta	دَرب	N;NOM;FEM;SG	N;NOM;INDF;PL
ruta	طرق	ruta	طَرِيقَة	N;NOM;FEM;SG	N;NOM;INDF;PL
kartice	الالسنة	kartica	أَلسَنَة	N;NOM;FEM;PL	N;NOM;DEF;SG
grofica	الكونتيسة	grofica	الكونتيسة	N;NOM;FEM;SG	
rolls	رولز	rolls	رُولز	N;NOM;MASC;SG	
rolls	لفات	rolls	لفات	N;NOM;MASC;SG	
spore	بوغ	spor	بُوغ	N;NOM;FEM;PL	
digitalna	رقمية	digitalan	رَقَمِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
digitalna	رقمي	digitalan	رَقَمِيّ	ADJ;NOM;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
ruby	روبي	ruby	رُوبِي	PROPN;NOM;MASC;SG	
roditelje	الاهل	roditelj	أَهل	N;ACC;MASC;PL	N;NOM;DEF;SG
roditelje	الوالدين	roditelj	الدالدين	N;ACC;MASC;PL	N;NOM;DEF;PL
roditelje	الوالدان	roditelj	وَالِدَان	N;ACC;MASC;PL	N;NOM;DEF;PL
roditelje	الاباء	roditelj	أَبَاء	N;ACC;MASC;PL	N;NOM;DEF;PL
roditelje	اباء	roditelj	اباء	N;ACC;MASC;PL	N;NOM;INDF;PL
najnovije	الاحدث	nov	أَحدَث	ADJ;NOM;DEF;RL;FEM;SG	N;NOM;DEF;SG
najnovije	احدث	nov	أَحدَث	ADJ;NOM;DEF;RL;FEM;SG	
najnovije	الاحدث	nov	أَحدَث	ADJ;NOM;DEF;RL;FEM;SG	N;NOM;DEF;SG
prednja	واجهة	prednji	وَاجِهَة	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
prednja	جبهة	prednji	جَبهَة	ADJ;NOM;DEF;FEM;SG	N;NOM;INDF;SG
prednja	الجبهة	prednji	جَبهَة	ADJ;NOM;DEF;FEM;SG	N;NOM;DEF;SG
mane	عيوب	mal	عَيب	N;NOM;FEM;PL	N;NOM;INDF;SG
domingo	دومينغو	doming	دومينغو	N;NOM;MASC;SG	
brač	براك	brač	برَاك	N;NOM;MASC;SG	
tatjana	تاتيانا	tatjana	تاتيانا	N;NOM;FEM;SG	
opasno	خطير	opasno	خَطِير	ADV	ADJ;NOM;INDF;MASC;SG
opasno	خطر	opasno	خَطَر	ADV	N;NOM;INDF;SG
opasno	خطيرة	opasno	خَطِير	ADV	ADJ;NOM;INDF;FEM;SG
opasno	خطرة	opasno	خَطِر	ADV	ADJ;NOM;INDF;FEM;SG
napuštena	مهجورة	napustiti	مهجورة	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
napuštena	مهجور	napustiti	مَهُور	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
napuštena	مهجور	napustiti	مَهُور	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
napuštena	مهجورة	napustiti	مهجورة	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
napuštena	هجرت	napustiti	هَجَر	ADJ;NOM;DEF;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
odisej	od	odisej	إِذ	N;NOM;MASC;SG	
odisej	يوليسيس	odisej	يوليسيس	N;NOM;MASC;SG	
gorana	غوران	gorana	غُورَان	PROPN;NOM;MASC;SG	
naveden	مدرجة	navesti	مَدرَجَة	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
naveden	مدرج	navesti	مُدَرِّج	ADJ;NOM;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
winston	ونستون	winston	ونستون	PROPN;NOM;MASC;SG	
winston	وينستون	winston	وينستون	PROPN;NOM;MASC;SG	
melbourne	ملبورن	melbouran	ملبورن	ADV	
leslie	ليسلي	leslia	ليسلي	PROPN;NOM;MASC;SG	
leslie	ليزلي	leslia	ليزلي	PROPN;NOM;MASC;SG	
ispuniti	الوفاء	ispuniti	وَفَاء	V;NFIN	N;NOM;DEF;SG
ispuniti	ملء	ispuniti	مَلء	V;NFIN	N;NOM;INDF;SG
ispuniti	ملا	ispuniti	مَلَا	V;NFIN	
ispuniti	املا	ispuniti	أَمَل	V;NFIN	N;ACC;INDF;SG
baja	باخا	baja	بَاخّ	N;NOM;MASC;SG	
baja	باها	baja	باها	N;NOM;MASC;SG	
kružni	التعميم	kružan	تَعمِيم	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
kružni	دائري	kružan	دَائِرِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
kružni	تعميم	kružan	تَعمِيم	ADJ;NOM;DEF;MASC;SG	N;NOM;INDF;SG
sklonosti	ميول	sklonost	مِيُول	N;NOM;FEM;PL	
grubo	الخام	grubo	خَام	ADV	ADJ;NOM;DEF;MASC;SG
grubo	خشن	grubo	خَشن	ADV	N;NOM;INDF;SG
grubo	قاسية	grubo	قَاسِي	ADV	ADJ;NOM;INDF;FEM;SG
madison	ماديسون	madison	ماديسون	PROPN;NOM;MASC;SG	
adrian	ادريان	adrian	أَدرِيَان	N;NOM;MASC;SG	
sekundarni	الثانوية	sekundaran	ثَانَوِيّ	ADJ;NOM;DEF;MASC;SG	N;NOM;DEF;SG
sekundarni	ثانوي	sekundaran	ثَانَوِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;MASC;SG
sekundarni	ثانوية	sekundaran	ثَانَوِيّ	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;INDF;FEM;SG
sekundarni	الثانوي	sekundaran	ثَانَوِيّ	ADJ;NOM;DEF;MASC;SG	
navodeći	مستشهدا	navoditi	مستشهدا	ADV;RL	N;ACC;INDF;SG
jackie	جاكي	jakki	جَاكِي	N;NOM;MASC;SG	
elektronski	الالكتروني	elektronski	إِلِكترُونِيّ	ADV	ADJ;NOM;DEF;MASC;SG
elektronski	الكتروني	elektronski	إِلِكترُونِيّ	ADV	ADJ;NOM;INDF;MASC;SG
elektronski	الالكترونية	elektronski	إِلِكترُونِيّ	ADV	ADJ;NOM;DEF;FEM;SG
elektronski	الكترونية	elektronski	إِلِكترُونِيّ	ADV	ADJ;NOM;INDF;FEM;SG
elektronski	الكترونيا	elektronski	كِترُونِيَا	ADV	ADJ;ACC;INDF;MASC;SG
elektronski	الكترونيا	elektronski	كِترُونِيَا	ADV	ADJ;ACC;INDF;MASC;SG
najbliža	الاقرب	dlizak	أَقرَب	ADJ;NOM;DEF;RL;FEM;SG	
najbliža	الاقرب	dlizak	أَقرَب	ADJ;NOM;DEF;RL;FEM;SG	
dokumentarac	الوثائقي	dokumentarac	وَثَائِقِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
dokumentarac	وثائقي	dokumentarac	وَثَائِقِيّ	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
poboljšana	المحسن	poboljšati	المحسن	ADJ;NOM;DEF;FEM;SG;V.PTCP	
poboljšana	محسنة	poboljšati	مُحَسَّنَة	ADJ;NOM;DEF;FEM;SG;V.PTCP	ADJ;NOM;INDF;FEM;SG
poboljšana	تحسن	poboljšati	تَحَسُّن	ADJ;NOM;DEF;FEM;SG;V.PTCP	N;NOM;INDF;SG
poboljšana	محسن	poboljšati	محسن	ADJ;NOM;DEF;FEM;SG;V.PTCP	
roosevelt	روزفلت	roosevelt	رُوزفِلت	N;NOM;MASC;SG	
roosevelt	روزفيلت	roosevelt	رُوزفِيل	N;NOM;MASC;SG	
torpeda	الطوربيدات	torped	طُوربِيد	N;NOM;MASC;SG	N;NOM;DEF;PL
andrews	اندروز	andrews	اندروز	N;NOM;MASC;SG	
odaje	الغرف	odavati	غُرفَة	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
odaje	الدوائر	odavati	دَائِرَة	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
odaje	ارباع	odavati	رِبع	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
ming	مينج	ming	مينج	PROPN;NOM;MASC;SG	
ming	مينغ	ming	مينغ	PROPN;NOM;MASC;SG	
napulj	نابولي	napulj	نابولي	PROPN;NOM;MASC;SG	
osobnosti	شخصيه	osobnost	شخصيه	N;NOM;FEM;PL	
osobnosti	الشخصية	osobnost	شَخصِيّ	N;NOM;FEM;PL	ADJ;NOM;DEF;FEM;SG
