צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
אוהבים	любители	אהב	любител	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
אוהבים	влюбени	אהב	влюбен	V;MASC;PL;V.PTCP;ACT	ADJ;INDF;PL
אוהבים	любовници	אהב	любовник	V;MASC;PL;V.PTCP;ACT	N;INDF;MASC;PL
אוהבים	влюбените	אהב	влюбен	V;MASC;PL;V.PTCP;ACT	ADJ;DEF;PL
חצות	полунощ	חצות	полунощ		N;INDF;FEM;SG
מרפי	мърфи	מרפי	мърфя-(се)	PROPN	PROPN;INDF;MASC;SG
ההכנות	препарати	ההכנה	препарат	PROPN	N;INDF;MASC;PL
ההכנות	подготовка	ההכנה	подготовка	PROPN	N;INDF;FEM;SG
ההכנות	заготовки	ההכנה	заготовка	PROPN	N;INDF;FEM;PL
ההכנות	приготовления	ההכנה	приготовление	PROPN	N;INDF;NEUT;PL
אוכלים	ям	אכל	аз	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
אוכלים	ядене	אכל	ядене	V;MASC;PL;V.PTCP;ACT	N;INDF;NEUT;SG
אוכלים	яде	אכל	ям-(се)	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
היוזמה	инициатива	היוזמה	инициатива	PROPN	N;INDF;FEM;SG
אורה	ора	אורה	ора	PROPN	N;INDF;FEM;SG
קרתגו	картаген	קרתגו	картаген	PROPN	N;INDF;MASC;SG
נסוג	оттеглено	נסוג	оттегля-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נסוג	отменено	נסוג	отменя	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נסוג	изтеглени	נסוג	изтегля-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
בירד	птиче	בירד	птиче	PROPN	N;INDF;NEUT;SG
בירד	бърд	בירד	бърд	PROPN	PROPN;INDF;MASC;SG
בירד	птичка	בירד	птичка	PROPN	N;INDF;FEM;SG
בירד	птица	בירד	птица	PROPN	N;INDF;FEM;SG
קדש	освети	קדש	осветя	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
קור	студ	קור	студ		N;INDF;MASC;SG
קור	студен	קור	студен		ADJ;INDF;MASC;SG
קור	студено	קור	студено		ADV
קור	студена	קור	студен		ADJ;INDF;FEM;SG
קור	кор	קור	кор		N;INDF;MASC;SG
קור	кор	קור	кор		N;INDF;MASC;SG
קור	кр	קור	кр		PROPN;INDF;MASC;SG
סיון	сиван	סיון	сиван	PROPN	N;INDF;MASC;SG
סוויפט	бърз	סוויפט	бърз	PROPN	ADJ;INDF;MASC;SG
סוויפט	суифт	סוויפט	суифт	PROPN	PROPN;INDF;MASC;SG
רוד	прът	רוד	прът	PROPN	N;INDF;MASC;SG
רוד	род	רוד	род	PROPN	N;INDF;MASC;SG
ציינו	спомената	ציין	спомена	V;PL;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ציינו	споменато	ציין	спомена	V;PL;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ציינו	споменат	ציין	спомена	V;PL;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
תראה	виж	תראה	видя-(се)	V;MASC;SG;3;FUT	V;PFV;IMP;SG;2;FIN
נסה	опитай	נסה	опитам-(се)	PROPN	V;PFV;IMP;SG;2;FIN
נסה	опитайте	נסה	опитам-(се)	PROPN	V;PFV;IMP;PL;2;FIN
פצצה	бомбата	פצץ	бомба	PROPN	N;DEF;FEM;SG
פצצה	бомба	פצץ	бомба	PROPN	N;INDF;FEM;SG
מינימום	минимален	מינימום	минимален	N;MASC;SG	ADJ;INDF;MASC;SG
מינימום	минимално	מינימום	минимален	N;MASC;SG	ADV
מינימום	минимална	מינימום	минимален	N;MASC;SG	ADJ;INDF;FEM;SG
צפה	наблюдаван	צפה	наблюдавам	PROPN	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
צפה	наблюдавани	צפה	наблюдавам	PROPN	V;IPFV;INDF;PL;V.PTCP;PASS
צפה	гледах	צפה	гледам	PROPN	V;IPFV;IND;SG;1;IPFV;FIN;ACT
צפה	плаващи	צפה	плавам	PROPN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
צפה	плаваща	צפה	плавам	PROPN	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
צפה	плаващ	צפה	плаващ	PROPN	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
צפה	гледай	צפה	гледам	PROPN	V;IPFV;IMP;SG;2;FIN
צפה	гледайте	צפה	гледам	PROPN	V;IPFV;IMP;PL;2;FIN
צפה	изглед	צפה	изглед	PROPN	N;INDF;MASC;SG
צפה	гледка	צפה	гледка	PROPN	N;INDF;FEM;SG
צפה	оглед	צפה	оглед	PROPN	N;INDF;MASC;SG
צפה	преглед	צפה	преглед	PROPN	N;INDF;MASC;SG
צרה	беля	צר	бял		N;INDF;FEM;SG
צרה	неприятности	צר	неприятност		N;INDF;FEM;PL
צרה	беда	צר	беда		N;INDF;FEM;SG
צרה	проблем	צר	проблем		N;INDF;MASC;SG
צרה	проблеми	צר	проблем		N;INDF;MASC;PL
צרה	тясно	צר	тясно		ADV
צרה	тясна	צר	тесен		ADJ;INDF;FEM;SG
צרה	тесни	צר	тесен		ADJ;INDF;PL
צרה	тесен	צר	тесен		ADJ;INDF;MASC;SG
צרה	нещастието	צר	нещастие		N;DEF;NEUT;SG
זהירות	внимателно	זהירות	внимателно	N;FEM;SG	ADV
ריימונד	реймънд	ריימונד	реймънд	PROPN	PROPN;INDF;MASC;SG
סאם	сам	סאם	сам		N;INDF;MASC;SG
רוסו	росо	רוסו	рос	PROPN	PROPN;INDF;MASC;SG
רוסו	русо	רוסו	русо	PROPN	N;INDF;NEUT;SG
רוסו	русо	רוסו	русо	PROPN	N;INDF;NEUT;SG
סעד	саад	סעד	саад		N;INDF;MASC;SG
שוחד	подкупи	שוחד	подкуп	N;MASC;SG	N;INDF;MASC;PL
שוחד	подкупи	שוחד	подкуп	N;MASC;SG	N;INDF;MASC;PL
שוחד	подкупите	שוחד	подкуп	N;MASC;SG	N;DEF;MASC;PL
שוחד	подкупи	שוחד	подкуп	N;MASC;SG	N;INDF;MASC;PL
ירמיהו	джеремая	ירמיהו	джеремая	PROPN	N;DEF;MASC;SG
שמאלה	ляв	שמאלה	ляв	ADV	N;INDF;MASC;SG
העמידה	стойка	העמיד	стойка	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
נחמה	комфорт	נחמה	комфорт		N;INDF;MASC;SG
נחמה	утеха	נחמה	утех		N;INDF;FEM;SG
נחמה	удобство	נחמה	удобство		N;INDF;NEUT;SG
נחמה	утеха	נחמה	утех		N;INDF;FEM;SG
נחמה	утеха	נחמה	утех		N;INDF;FEM;SG
היוקרתי	престижните	היוקרתי	престижен	V;SG;1;PST;PASS	ADJ;DEF;PL
היוקרתי	престижна	היוקרתי	престижна	V;SG;1;PST;PASS	ADJ;INDF;FEM;SG
גנטי	генетична	גנטי	генетичен	N;MASC;SG	ADJ;INDF;FEM;SG
גנטי	генетични	גנטי	генетичен	N;MASC;SG	ADJ;INDF;PL
גנטי	генетичен	גנטי	генетичен	N;MASC;SG	ADJ;INDF;MASC;SG
גנטי	генетично	גנטי	генетично	N;MASC;SG	ADV
בוני	бони	בוני	боня	PROPN	PROPN;INDF;FEM;SG
בוני	бони	בוני	боня	PROPN	PROPN;INDF;FEM;SG
ורנר	вернер	ורנר	вернер	PROPN	PROPN;INDF;MASC;SG
סת	сет	סת	сет		N;INDF;MASC;SG
פרעה	фараонът	פרע	фараон	PROPN	N;DEF;MASC;SG
פרעה	фараон	פרע	фараон	PROPN	N;INDF;MASC;SG
פרעה	фараона	פרע	фараон	PROPN	N;DEF;MASC;SG
אנכי	вертикално	אנך	вертикално		ADV
אנכי	вертикален	אנך	вертикален		ADJ;INDF;MASC;SG
אנכי	вертикално	אנך	вертикално		ADV
אנכי	вертикална	אנך	вертикален		ADJ;INDF;FEM;SG
אנכי	вертикални	אנך	вертикален		ADJ;INDF;PL
הבלטי	балтийско	הבלטי	балтийски	PROPN	ADV
מתחרה	участник	התחרה	участник	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	състезател	התחרה	състезател	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	конкурент	התחרה	конкурент	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	състезател	התחרה	състезател	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
מתחרה	конкурентно	התחרה	конкурентно	V;MASC;SG;V.PTCP	ADV
מתחרה	конкурентни	התחרה	конкурентен	V;MASC;SG;V.PTCP	ADJ;INDF;PL
נקבות	женските	נקבה	женски	N;FEM;PL	ADJ;DEF;PL
נקבות	женски	נקבה	женски	N;FEM;PL	ADJ;INDF;MASC;SG
עט	писалка	עט	писалка	PROPN	N;INDF;FEM;SG
עט	pen	עט	pen	PROPN	N;INDF;MASC;SG
עט	химикалка	עט	химикалка	PROPN	N;INDF;FEM;SG
עט	химикал	עט	химикал	PROPN	N;INDF;MASC;SG
שומע	чуя	שמע	чуя	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
הנהג	шофьорът	הנהג	шофьор		N;DEF;MASC;SG
הנהג	шофьор	הנהג	шофьор		N;INDF;MASC;SG
הנהג	шофьора	הנהג	шофьор		N;DEF;MASC;SG
דרמטי	драматично	דרמטי	драматично	ADJ;MASC;SG	ADV
דרמטי	драматични	דרמטי	драматичен	ADJ;MASC;SG	ADJ;INDF;PL
מצדה	масада	מצדה	масада	PROPN	N;INDF;FEM;SG
מחתרת	подземен	מחתרת	подземен	N;FEM;SG	ADJ;INDF;MASC;SG
מחתרת	подземно	מחתרת	подземно	N;FEM;SG	ADV
מחתרת	подземни	מחתרת	подземен	N;FEM;SG	ADJ;INDF;PL
ליטר	литър	ליטר	литър	PROPN	N;INDF;MASC;SG
ליטר	литър	ליטר	литър	PROPN	N;INDF;MASC;SG
ליטר	литра	ליטר	литра	PROPN	N;DEF;MASC;SG
שרירי	мускулест	שריר	мускулест	PROPN	N;INDF;MASC;SG
נצרות	крисчън	נצרות	крисчън	N;FEM;SG	PROPN;INDF;MASC;SG
זול	евтино	זול	евтин	ADJ;MASC;SG	ADV
זול	евтини	זול	евтин	ADJ;MASC;SG	ADJ;INDF;PL
בטן	коремна	בטן	коремен	PROPN	ADJ;INDF;FEM;SG
בטן	коремни	בטן	коремен	PROPN	ADJ;INDF;PL
בטן	корем	בטן	корем	PROPN	N;INDF;MASC;SG
בטן	корема	בטן	корем	PROPN	N;DEF;MASC;SG
בטן	коремче	בטן	коремче	PROPN	N;INDF;NEUT;SG
בטן	шкембе	בטן	шкембе	PROPN	N;INDF;NEUT;SG
בטן	корема	בטן	корем	PROPN	N;DEF;MASC;SG
בטן	корем	בטן	корем	PROPN	N;INDF;MASC;SG
בטן	кючек	בטן	кючек	PROPN	N;INDF;MASC;SG
בטן	стомах	בטן	стомах	PROPN	N;INDF;MASC;SG
בטן	стомахът	בטן	стомах	PROPN	N;DEF;MASC;SG
בטן	стомаха	בטן	стомах	PROPN	N;DEF;MASC;SG
בטן	корем	בטן	корем	PROPN	N;INDF;MASC;SG
נוגה	венера	נגה	венер	PROPN	N;INDF;FEM;SG
מרובע	двора	מרובע	двор	PROPN	N;DEF;MASC;SG
מרובע	квадратна	מרובע	квадратен	PROPN	ADJ;INDF;FEM;SG
מרובע	квадратни	מרובע	квадратен	PROPN	ADJ;INDF;PL
מרובע	квадратен	מרובע	квадратен	PROPN	ADJ;INDF;MASC;SG
מרובע	квадрат	מרובע	квадрат	PROPN	N;INDF;MASC;SG
מרובע	площад	מרובע	площад	PROPN	N;INDF;MASC;SG
קלייר	клеър	קלייר	клеър	PROPN	PROPN;INDF;MASC;SG
קלייר	клеър	קלייר	клеър	PROPN	PROPN;INDF;MASC;SG
בציר	реколта	בציר	реколта		N;INDF;FEM;SG
בציר	ретро	בציר	ретро		ADJ
ברג	бърг	ברג	бърг	PROPN	PROPN;INDF;FEM;SG
קובנה	каунас	קובנה	каунас	PROPN	N;INDF;MASC;SG
צייד	ловец	צייד	ловец	PROPN	N;INDF;MASC;SG
צייד	хънтър	צייד	хънтър	PROPN	PROPN;INDF;MASC;SG
צייד	ловен	צייד	ловен	PROPN	ADJ;INDF;MASC;SG
צייד	лов	צייד	лов	PROPN	N;INDF;MASC;SG
דמיטרי	дмитрий	דמיטרי	дмитрий	PROPN	PROPN;INDF;MASC;SG
דמיטרי	димитри	דמיטרי	димитър	PROPN	N;INDF;MASC;SG
דמיטרי	дмитрий	דמיטרי	дмитрий	PROPN	PROPN;INDF;MASC;SG
דמיטרי	димитри	דמיטרי	димитър	PROPN	N;INDF;MASC;SG
דמיטרי	димитрий	דמיטרי	димитрий	PROPN	N;INDF;MASC;SG
דמיטרי	дмитрий	דמיטרי	дмитрий	PROPN	PROPN;INDF;MASC;SG
דמיטרי	димитри	דמיטרי	димитър	PROPN	N;INDF;MASC;SG
דמיטרי	димитрий	דמיטרי	димитрий	PROPN	N;INDF;MASC;SG
תקליט	рекорд	הקליט	рекорд	PROPN	N;INDF;MASC;SG
תקליט	запис	הקליט	запис	PROPN	N;INDF;MASC;SG
ביירות	бейрут	בירות	бейрут	PROPN	N;INDF;MASC;SG
מסכימה	съгласна	הסכים	съгласен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מסכימה	договорено	הסכים	договоря-(се)	V;FEM;SG;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
מסכימה	съгласен	הסכים	съгласен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מסכימה	съгласна	הסכים	съгласен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מסכימה	съгласен	הסכים	съгласен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
דיאנה	даяна	דיאנה	даен	PROPN	N;INDF;FEM;SG
דיאנה	диана	דיאנה	диана	PROPN	PROPN;INDF;FEM;SG
דיאנה	диана	דיאנה	диана	PROPN	PROPN;INDF;FEM;SG
קלף	пергамент	קלף	пергамент	PROPN	N;INDF;MASC;SG
קלף	карта	קלף	карта	PROPN	N;INDF;FEM;SG
קלף	картичка	קלף	картичка	PROPN	N;INDF;FEM;SG
גרו	гру	גרו	груя	PROPN	N;INDF;NEUT;SG
רוקי	роки	רוק	рока	PROPN	N;INDF;MASC;SG
תקוה	надеждата	תקוה	надежда	PROPN	N;DEF;FEM;SG
תקוה	хоуп	תקוה	хоуп	PROPN	N;INDF;MASC;SG
תקוה	надежда	תקוה	надежда	PROPN	N;INDF;FEM;SG
מוט	прът	מוט	прът		N;INDF;MASC;SG
מוט	стълб	מוט	стълб		N;INDF;MASC;SG
מוט	полюс	מוט	полюс		N;INDF;MASC;SG
מוט	поляк	מוט	поляк		N;INDF;MASC;SG
מוט	пилон	מוט	пилон		N;INDF;MASC;SG
חליל	флейтата	חליל	флейта	PROPN	N;DEF;FEM;SG
חליל	флейта	חליל	флей	PROPN	N;INDF;FEM;SG
חליל	халил	חליל	халя-(се)	PROPN	N;INDF;MASC;SG
פורסט	форест	פורסט	форест	PROPN	N;INDF;MASC;SG
פוג	поуг	פוג	поуг		N;INDF;MASC;SG
פוג	фог	פוג	фог		PROPN;INDF;MASC;SG
משקף	отразяване	משקף	отразяване	V;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
משקף	отразяват	משקף	отразявам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
משקף	отразява	משקף	отразявам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
משקף	отразяващи	משקף	отразявам-(се)	V;MASC;SG;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
משקף	отразява	משקף	отразявам-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
אסטרטגי	стратегическо	אסטרטגי	стратегически	ADJ;MASC;SG	ADV
רוחנית	духовна	רוחני	духовен	ADV	ADJ;INDF;FEM;SG
רוחנית	духовни	רוחני	духовен	ADV	ADJ;INDF;PL
רוחנית	духовното	רוחני	духовен	ADV	ADJ;DEF;NEUT;SG
רוחנית	духовен	רוחני	духовен	ADV	ADJ;INDF;MASC;SG
סתירה	противоречиви	סתירה	противоречив	N;FEM;SG	ADJ;INDF;PL
לפרש	тълкуване	פירש	тълкуване	V;NFIN;ACT	N;INDF;NEUT;SG
אהבתי	обичах	אהבתי	обичам	V;SG;1;PST;ACT	V;IPFV;IND;SG;1;IPFV;FIN;ACT
אהבתי	обичана	אהבתי	обичам	V;SG;1;PST;ACT	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
אהבתי	обичаше	אהבתי	обичам	V;SG;1;PST;ACT	V;IPFV;IND;SG;3;IPFV;FIN;ACT
אהבתי	обичан	אהבתי	обичам	V;SG;1;PST;ACT	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
רבעים	каютата	רובע	каюта	N;MASC;PL	N;DEF;FEM;SG
קרקוב	краков	קרקוב	краков	PROPN	PROPN;INDF;MASC;SG
דילן	дилън	דילן	дилън	PROPN	PROPN;INDF;MASC;SG
דילן	дилан	דילן	дилан	PROPN	N;INDF;MASC;SG
לחיזוק	засилване	לחיזוק	засилване	PROPN	N;INDF;NEUT;SG
לחיזוק	укрепване	לחיזוק	укрепване	PROPN	N;INDF;NEUT;SG
סטריט	улица	סטריט	улица	PROPN	N;INDF;FEM;SG
סטריט	стрийт	סטריט	стрийт	PROPN	N;INDF;MASC;SG
סטריט	street	סטריט	street	PROPN	PROPN;INDF;MASC;SG
סטריט	улицата	סטריט	улица	PROPN	N;DEF;FEM;SG
בפורטוגזית	португалски	בפורטוגזית	португалски	PROPN	ADJ;INDF;MASC;SG
וגאס	вегас	וגאס	вегас	PROPN	N;INDF;FEM;SG
רדיוס	радиус	רדיוס	радиус	PROPN	N;INDF;MASC;SG
לסטר	лестър	לסטר	лестър	PROPN	N;INDF;MASC;SG
לסטר	лестър	לסטר	лестър	PROPN	N;INDF;MASC;SG
אמילי	емили	אמילי	емил	PROPN	PROPN;INDF;FEM;SG
אלכסנדריה	александрия	אלכסנדריה	александрия	PROPN	PROPN;INDF;FEM;SG
להמיר	превръщане	המיר	превръщане	V;NFIN;ACT	N;INDF;NEUT;SG
להמיר	преобразуване	המיר	преобразуване	V;NFIN;ACT	N;INDF;NEUT;SG
אוגנדה	уганда	אוגנדה	уганда	PROPN	N;INDF;FEM;SG
פרווה	кожи	פרווה	кожа	N;FEM;SG	N;INDF;FEM;PL
סלוניקי	солун	סלוניקי	солун	PROPN	PROPN;INDF;MASC;SG
פנמה	панама	פנמה	панам	PROPN	N;INDF;FEM;SG
פיגועים	атакува	פיגוע	атакувам	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
התחלתי	започна	התחיל	започна	V;SG;1;PST;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
שוחררה	освободени	שוחרר	освободя-(се)	V;FEM;SG;3;PST;PASS	V;PFV;INDF;PL;V.PTCP;PASS
אירופי	европейско	אירופי	европейски	PROPN	ADV
אירופי	европейски	אירופי	европейски	PROPN	ADJ;INDF;MASC;SG
אירופי	европеец	אירופי	европеец	PROPN	N;INDF;MASC;SG
אירופי	европейска	אירופי	европейски	PROPN	ADJ;INDF;FEM;SG
משתתפת	участващи	השתתף	участвам	V;FEM;SG;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
משתתפת	участващ	השתתף	участвам	V;FEM;SG;V.PTCP	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
משתתפת	участваща	השתתף	участвам	V;FEM;SG;V.PTCP	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
משתתפת	участник	השתתף	участник	V;FEM;SG;V.PTCP	N;INDF;MASC;SG
משתתפת	участие	השתתף	участие	V;FEM;SG;V.PTCP	N;INDF;NEUT;SG
משתתפת	участват	השתתף	участвам	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;ACT
צרכים	нужди	צרכים	нужда	N;MASC;SG	N;INDF;FEM;PL
אילנה	илана	אילנה	илана	PROPN	N;INDF;FEM;SG
הקיום	съществуването	הקיום	съществуване	PROPN	N;DEF;NEUT;SG
הקיום	съществуване	הקיום	съществуване	PROPN	N;INDF;NEUT;SG
רוברטס	робъртс	רוברטס	робъртс	PROPN	N;INDF;MASC;SG
באדן	баден	באדן	баден	PROPN	PROPN;INDF;MASC;SG
דלתא	делта	דלתא	делт	PROPN	N;INDF;FEM;SG
דלתא	delta	דלתא	delta	PROPN	N;INDF;MASC;SG
תואם	съвместимо	תאם	съвместим	V;MASC;SG;V.PTCP;ACT	ADV
תואם	съвместим	תאם	съвместя	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
תואם	съвместими	תאם	съвместим	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;PL
