और	ja	और	ja		CONJ
तैयारी	valmistelee	तैयारी	valmistella	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN;ACT
तैयारी	valmistellaan	तैयारी	valmistella	N;NOM;FEM;SG;3	V;IND;PRS;FIN;PASS
तैयारी	valmistelevat	तैयारी	valmistella	N;NOM;FEM;SG;3	V;IND;PL;3;PRS;FIN;ACT
तैयारी	valmistella	तैयारी	valmistella	N;NOM;FEM;SG;3	V;SG;NFIN;ACT
फाउंडेशन	säätiö	फाउंडेशन	säätiö	PROPN;NOM;MASC;SG;3	N;NOM;SG
फाउंडेशन	säätiön	फाउंडेशन	säätiö	PROPN;NOM;MASC;SG;3	N;GEN;SG
फाउंडेशन	perusta	फाउंडेशन	perusta	PROPN;NOM;MASC;SG;3	N;NOM;SG
विक्टोरिया	victorian	विक्टोरिया	victoria	PROPN;NOM;MASC;SG;3	N;GEN;SG
विक्टोरिया	victoria	विक्टोरिया	victori	PROPN;NOM;MASC;SG;3	N;NOM;SG
कार्यकर्ता	työntekijä	कार्यकर्ता	työ#tekijä	N;NOM;MASC;PL;3	N;NOM;SG
कार्यकर्ता	työntekijää	कार्यकर्ता	työ#tekijä	N;NOM;MASC;PL;3	N;PRT;SG
कार्यकर्ता	työläinen	कार्यकर्ता	työläinen	N;NOM;MASC;PL;3	N;NOM;SG
कार्यकर्ता	työntekijän	कार्यकर्ता	työ#tekijä	N;NOM;MASC;PL;3	N;GEN;SG
कार्यकर्ता	työntekijöiden	कार्यकर्ता	työ#tekijä	N;NOM;MASC;PL;3	N;GEN;PL
पहलू	osapuolet	पहलू	osa#puoli	N;NOM;MASC;SG;3	N;NOM;PL
रोजगार	työllisyyden	रोजगार	työllisyys	N;NOM;MASC;SG;3	N;GEN;SG
रोजगार	työpaikat	रोजगार	työ#paikka	N;NOM;MASC;SG;3	N;NOM;PL
पब्लिक	julkinen	पब्लिक	julkinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
पब्लिक	julkisen	पब्लिक	julkinen	N;NOM;MASC;SG;3	ADJ;GEN;SG
पब्लिक	julkiset	पब्लिक	julkinen	N;NOM;MASC;SG;3	ADJ;NOM;PL
बोल	bol	बोल	bol	V;ACT	INTJ
कान	korvan	कान	korva	N;NOM;MASC;SG;3	N;GEN;SG
कान	kan	कान	kan	N;NOM;MASC;SG;3	INTJ
कान	korvat	कान	korva	N;NOM;MASC;SG;3	N;NOM;PL
कान	korvia	कान	korva	N;NOM;MASC;SG;3	N;PRT;PL
कान	korvien	कान	korva	N;NOM;MASC;SG;3	N;GEN;PL
बनवाया	rakennettu	बन	rakentaa	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
परिवारों	perheitä	परिवार	perhe	N;ACC;MASC;PL;3	N;PRT;PL
परिवारों	perheet	परिवार	perhe	N;ACC;MASC;PL;3	N;NOM;PL
फैल	leviäminen	फैल	leviäminen	V;ACT	N;NOM;SG
मेले	reilua	मेला	reilu	N;NOM;MASC;SG;3	ADJ;PRT;SG
मेले	oikeudenmukainen	मेला	oikeuden#mukainen	N;NOM;MASC;SG;3	ADJ;NOM;SG
मेले	reilu	मेला	reilu	N;NOM;MASC;SG;3	ADJ;NOM;SG
मेले	fair	मेला	fair	N;NOM;MASC;SG;3	
शांत	tyyni	शांत	tyyni	ADJ	N;NOM;SG
उद्घाटन	aukkoja	उद्घाटन	aukko	N;NOM;MASC;SG;3	N;PRT;PL
उद्घाटन	aukkojen	उद्घाटन	aukko	N;NOM;MASC;SG;3	N;GEN;PL
उद्घाटन	aukot	उद्घाटन	aukko	N;NOM;MASC;SG;3	N;NOM;PL
सौंदर्य	kauneutta	सौंदर्य	kauneus	N;NOM;MASC;SG;3	N;PRT;SG
चीज़	juustoa	चीज़	juusto	N;NOM;FEM;SG;3	N;PRT;SG
प्रिय	rakkaat	प्रिय	rakas		ADJ;NOM;PL
प्रिय	rakas	प्रिय	rakas		N;NOM;SG
रेड	ratsia	रेड	ratsia	PROPN;NOM;MASC;SG;3	N;PRT;SG
रेड	punaiset	रेड	punainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
रेड	punainen	रेड	punainen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
रेड	punaista	रेड	punainen	PROPN;NOM;MASC;SG;3	ADJ;PRT;SG
रेड	red	रेड	red	PROPN;NOM;MASC;SG;3	
स्व	itse	स्व	itse		ADV
सृजन	luominen	सृजन	luominen		N;NOM;SG
सृजन	perustaminen	सृजन	perustaminen		N;NOM;SG
सृजन	luonti	सृजन	luonti		N;NOM;SG
सृजन	luovuus	सृजन	luovuus		N;NOM;SG
सृजन	luovuutta	सृजन	luopuus		N;PRT;SG
वकील	asianajajia	वकील	asian#ajaja	N;NOM;MASC;PL;3	N;PRT;PL
वकील	juristi	वकील	juristaa	N;NOM;MASC;PL;3	N;NOM;SG
वकील	lakimies	वकील	laki#mies	N;NOM;MASC;PL;3	N;NOM;SG
वकील	asianajaja	वकील	asian#ajaja	N;NOM;MASC;PL;3	N;NOM;SG
करो	karo	कर	karo	V;SBJV;SG;FIN;ACT	PROPN;NOM;SG
अनाज	jyviä	अनाज	jyvä	N;NOM;MASC;SG;3	N;PRT;PL
अनाज	viljan	अनाज	vilja	N;NOM;MASC;SG;3	N;GEN;SG
अनाज	viljaa	अनाज	vilja	N;NOM;MASC;SG;3	N;PRT;SG
अनाज	jyvät	अनाज	jyädä	N;NOM;MASC;SG;3	N;NOM;PL
विलियम्स	williamsin	विलियम्स	williami	PROPN;NOM;MASC;SG;3	N;GEN;SG
विलियम्स	williams	विलियम्स	williams	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
परिपथ	laskin	परिपथ	laskea	N;NOM;MASC;SG;3	V;IND;SG;1;PST;FIN;ACT
यूनियन	unionin	यूनियन	unioni	N;NOM;FEM;SG;3	N;GEN;SG
भावनाओं	tunteet	भावना	tunne	N;ACC;FEM;PL;3	N;NOM;PL
भावनाओं	tunteita	भावना	tunne	N;ACC;FEM;PL;3	N;PRT;PL
भावनाओं	tunteisiin	भावना	tunne	N;ACC;FEM;PL;3	N;IN+ALL;PL
बच	bach	बच	bach	V;ACT	PROPN;NOM;SG
उर्जा	energian	उर्जा	energia	N;NOM;FEM;SG;3	N;GEN;SG
उर्जा	energiaa	उर्जा	energia	N;NOM;FEM;SG;3	N;PRT;SG
सोसायटी	yhteiskunnan	सोसायटी	yhteis#kunta	N;NOM;FEM;SG;3	N;GEN;SG
यौगिकों	yhdisteet	यौगिक	yhdiste	N;ACC;MASC;PL;3	N;NOM;PL
यौगिकों	yhdisteitä	यौगिक	yhdiste	N;ACC;MASC;PL;3	N;PRT;PL
सेनानी	hävittäjiä	सेनानी	hävittäjä	N;NOM;MASC;SG;3	N;PRT;PL
सेनानी	taistelijoita	सेनानी	taistelija	N;NOM;MASC;SG;3	N;PRT;PL
सेनानी	hävittäjät	सेनानी	hävittäjä	N;NOM;MASC;SG;3	N;NOM;PL
रणनीति	strategiat	रणनीति	strategia	N;NOM;FEM;SG;3	N;NOM;PL
रणनीति	strategioita	रणनीति	strategia	N;NOM;FEM;SG;3	N;PRT;PL
रणनीति	strategian	रणनीति	strategia	N;NOM;FEM;SG;3	N;GEN;SG
लेन	lanen	लेन	lani	N;NOM;MASC;SG;3	N;GEN;SG
बुलाया	kutsuttu	बुला	kutsua	V;PFV;MASC;SG;V.PTCP;ACT	V;NOM;SG;V.PTCP;PASS
बुलाया	nimeltään	बुला	nimi	V;PFV;MASC;SG;V.PTCP;ACT	N;AT+ABL;SG
वध	teurastusta	वध	teurastus	N;NOM;MASC;SG;3	N;PRT;SG
बाढ़	tulvat	बाढ़	tulva	N;NOM;FEM;SG;3	N;NOM;PL
बाढ़	tulvien	बाढ़	tulva	N;NOM;FEM;SG;3	N;GEN;PL
बाढ़	tulvia	बाढ़	tulva	N;NOM;FEM;SG;3	N;PRT;PL
बाढ़	tulvat	बाढ़	tulva	N;NOM;FEM;SG;3	N;NOM;PL
बाढ़	tulvien	बाढ़	tulva	N;NOM;FEM;SG;3	N;GEN;PL
बाढ़	tulvia	बाढ़	tulva	N;NOM;FEM;SG;3	N;PRT;PL
शत्रु	vihollisia	शत्रु	vihollinen	N;NOM;MASC;SG;3	N;PRT;PL
शत्रु	viholliset	शत्रु	vihollinen	N;NOM;MASC;SG;3	N;NOM;PL
शत्रु	vihamielisiä	शत्रु	viha#mielinen	N;NOM;MASC;SG;3	ADJ;PRT;PL
शत्रु	vihamielinen	शत्रु	viha#mielinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
शत्रु	vihollisia	शत्रु	vihollinen	N;NOM;MASC;SG;3	N;PRT;PL
शत्रु	viholliset	शत्रु	vihollinen	N;NOM;MASC;SG;3	N;NOM;PL
एक्शन	toimintaa	एक्शन	toiminta	N;NOM;MASC;SG;3	N;PRT;SG
एक्शन	toimi	एक्शन	toimia	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
एक्शन	toimia	एक्शन	toimia	N;NOM;MASC;SG;3	V;SG;NFIN;ACT
अनुच्छेद	kappale	अनुच्छेद	kappale	PROPN;NOM;MASC;SG;3	N;NOM;SG
अनुच्छेद	kappaleet	अनुच्छेद	kappale	PROPN;NOM;MASC;SG;3	N;NOM;PL
आयात	tuonnin	आयात	tuonti	N;NOM;MASC;SG;3	N;GEN;SG
आधा	puolet	आधा	puoli	NUM	N;NOM;PL
आधा	puolikas	आधा	puolikas	NUM	N;NOM;SG
धन्यवाद	kiitos	धन्यवाद	kiitos		N;NOM;SG
धन्यवाद	kiitti	धन्यवाद	kiittää		V;IND;SG;3;PST;FIN;ACT
बेल	belle	बेल	belle		INTJ
बेल	vine	बेल	vine		
बेल	bell	बेल	bell		PROPN;NOM;SG
घातक	kuolettava	घातक	kuolettava	ADJ	V;NOM;SG;V.PTCP;ACT
तस्वीर	kuvaa	तस्वीर	kuva	N;NOM;FEM;SG;3	N;PRT;SG
तस्वीर	kuvan	तस्वीर	kuva	N;NOM;FEM;SG;3	N;GEN;SG
पहल	aloite	पहल	aloite		N;NOM;SG
पहल	aloitteen	पहल	aloite		N;GEN;SG
वाहनों	ajoneuvot	वाहन	ajo#neuvo	N;ACC;MASC;PL;3	N;NOM;PL
वाहनों	ajoneuvojen	वाहन	ajo#neuvo	N;ACC;MASC;PL;3	N;GEN;PL
सच	totta	सच	tosi	N;NOM;MASC;SG;3	ADJ;PRT;SG
सच	totuuden	सच	totuus	N;NOM;MASC;SG;3	N;GEN;SG
सच	totuutta	सच	totuus	N;NOM;MASC;SG;3	N;PRT;SG
पाउंड	kiloa	पाउंड	kilo	N;NOM;MASC;SG;3	N;PRT;SG
इण्डिया	intian	इण्डिया	inti	PROPN;NOM;MASC;SG;3	N;GEN;SG
इण्डिया	intia	इण्डिया	inti	PROPN;NOM;MASC;SG;3	N;NOM;SG
इण्डिया	intiaan	इण्डिया	inti	PROPN;NOM;MASC;SG;3	N;IN+ALL;SG
प्राधिकरण	viranomaiset	प्राधिकरण	viran#omainen	N;NOM;MASC;SG;3	N;NOM;PL
प्राधिकरण	viranomaisten	प्राधिकरण	viran#omainen	N;NOM;MASC;SG;3	N;GEN;PL
प्राधिकरण	viranomaisen	प्राधिकरण	viran#omainen	N;NOM;MASC;SG;3	N;GEN;SG
प्राधिकरण	valtuudet	प्राधिकरण	valtuus	N;NOM;MASC;SG;3	N;NOM;PL
प्राधिकरण	valtuudet	प्राधिकरण	valtuus	N;NOM;MASC;SG;3	N;NOM;PL
कीट	hyönteiset	कीट	hyönteinen	N;NOM;MASC;SG;3	N;NOM;PL
कीट	hyönteisiä	कीट	hyönteinen	N;NOM;MASC;SG;3	N;PRT;PL
कीट	hyönteisten	कीट	hyönteinen	N;NOM;MASC;SG;3	N;GEN;PL
कीट	hyönteiset	कीट	hyönteinen	N;NOM;MASC;SG;3	N;NOM;PL
गाना	laulaa	गाना	laulaa	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
गाना	laulavat	गाना	laulaa	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN;ACT
गाना	laulua	गाना	laulu	N;NOM;MASC;SG;3	N;PRT;SG
गाना	song	गाना	song	N;NOM;MASC;SG;3	
गाना	laulua	गाना	laulu	N;NOM;MASC;SG;3	N;PRT;SG
धातुओं	metallit	धातुा	metalli	N;ACC;MASC;PL;3	N;NOM;PL
अतीत	mennyttä	अतीत	mennyt		ADJ;PRT;SG
अतीत	menneet	अतीत	mennä		V;NOM;PL;V.PTCP;ACT
अतीत	ohi	अतीत	ohi		ADV
अतीत	menneisyys	अतीत	menneisyys		N;NOM;SG
समाजवादी	sosialistinen	समाजवादी	sosialistinen	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
समाजवादी	sosialistit	समाजवादी	sosialisti	PROPN;NOM;MASC;SG;3	N;NOM;PL
समाजवादी	sosialismi	समाजवादी	sosialismi	PROPN;NOM;MASC;SG;3	N;NOM;SG
वेतन	palkan	वेतन	palkka	N;NOM;MASC;SG;3	N;GEN;SG
वेतन	palkat	वेतन	palkka	N;NOM;MASC;SG;3	N;NOM;PL
वाणिज्य	kaupan	वाणिज्य	kauppa	N;NOM;MASC;SG;3	N;GEN;SG
वाणिज्य	kaupankäynnin	वाणिज्य	kaupan#käynti	N;NOM;MASC;SG;3	N;GEN;SG
आखिरी	last	आखिरी	last	ADJ	
आखिरी	viimeksi	आखिरी	viimeksi	ADJ	ADV
धूम्रपान	tupakoinnin	धूम्रपान	tupakointi	N;NOM;MASC;SG;3	N;GEN;SG
ब्याज	etua	ब्याज	etu	N;NOM;MASC;SG;3	N;PRT;SG
ब्याज	korot	ब्याज	korko	N;NOM;MASC;SG;3	N;NOM;PL
घोड़े	hevosia	घोड़ा	hevonen	N;NOM;MASC;PL;3	N;PRT;PL
घोड़े	hevonen	घोड़ा	hevonen	N;NOM;MASC;PL;3	N;NOM;SG
घोड़े	hevosella	घोड़ा	hevonen	N;NOM;MASC;PL;3	N;AT+ESS
;SG
घोड़े	hevosen	घोड़ा	hevonen	N;NOM;MASC;PL;3	N;GEN;SG
माला	malediivit	माला	malediivi	PROPN;NOM;FEM;SG;3	N;NOM;PL
माला	garland	माला	garland	PROPN;NOM;FEM;SG;3	
माला	mala	माला	mala	PROPN;NOM;FEM;SG;3	N;NOM;SG
तेलुगु	telugu	तेलुगु	telugu	PROPN;NOM;MASC;SG;3	
दीवारों	muurit	दीवार	muuri	N;ACC;FEM;PL;3	N;NOM;PL
दीवारों	seiniä	दीवार	seinä	N;ACC;FEM;PL;3	N;PRT;PL
दीवारों	seinät	दीवार	seinä	N;ACC;FEM;PL;3	N;NOM;PL
दीवारों	graffiti	दीवार	graffiti	N;ACC;FEM;PL;3	N;NOM;SG
ऊतक	kudosten	ऊतक	kudos	N;NOM;MASC;SG;3	N;GEN;PL
ऊतक	kudosta	ऊतक	kudo	N;NOM;MASC;SG;3	N;PRT;SG
ऊतक	kudoksen	ऊतक	kudos	N;NOM;MASC;SG;3	N;GEN;SG
रात्रि	öitä	रात्रि	yö	N;NOM;FEM;SG;3	N;PRT;PL
रात्रि	yötä	रात्रि	yö	N;NOM;FEM;SG;3	N;PRT;SG
रात्रि	night	रात्रि	nightä	N;NOM;FEM;SG;3	
बेस	bass	बेस	bass	N;NOM;MASC;SG;3	
चंद्र	kuun	चंद्र	kuu	PROPN;NOM;MASC;SG;3	N;GEN;SG
सतत	johdonmukaisesti	सतत	johdon#mukaisesti		ADV
सतत	yhdenmukainen	सतत	yhdenmukainen		ADJ;NOM;SG
सतत	johdonmukainen	सतत	johdon#mukainen		ADJ;NOM;SG
सतत	jatkuvat	सतत	jatkua		V;IND;PL;3;PRS;FIN;ACT
सतत	jatkuvia	सतत	jatkua		V;PRT;PL;V.PTCP;ACT
सतत	jatkuva	सतत	jatkuva		ADJ;NOM;SG
सतत	jatkuvaa	सतत	jatkuva		ADJ;PRT;SG
ऊष्मा	lämpöä	ऊष्मा	lämpö	N;NOM;FEM;SG;3	N;PRT;SG
ऊष्मा	lämpöä	ऊष्मा	lämpö	N;NOM;FEM;SG;3	N;PRT;SG
कारों	autoja	कार	auto	N;ACC;FEM;PL;3	N;PRT;PL
कारों	autot	कार	auto	N;ACC;FEM;PL;3	N;NOM;PL
कारों	autojen	कार	auto	N;ACC;FEM;PL;3	N;GEN;PL
रेस	kisaa	रेस	kisa	N;NOM;MASC;SG;3	N;PRT;SG
बृहस्पति	jupiter	बृहस्पति	jupiter	PROPN;NOM;MASC;SG;3	N;NOM;SG
बृहस्पति	jupiterin	बृहस्पति	jupiteri	PROPN;NOM;MASC;SG;3	N;GEN;SG
प्रोत्साहन	kannustimia	प्रोत्साहन	kannustin	N;NOM;MASC;SG;3	N;PRT;PL
प्रोत्साहन	kannustava	प्रोत्साहन	kannustava	N;NOM;MASC;SG;3	ADJ;NOM;SG
प्रोत्साहन	kannustusta	प्रोत्साहन	kannustus	N;NOM;MASC;SG;3	N;PRT;SG
टीमों	ryhmät	टीम	ryhmä	N;ACC;FEM;PL;3	N;NOM;PL
टीमों	joukkueet	टीम	joukkue	N;ACC;FEM;PL;3	N;NOM;PL
मामला	tapauksessa	मामला	tapaus	N;NOM;MASC;SG;3	N;IN+ESS;SG
निष्क्रिय	inertti	निष्क्रिय	inertti		N;NOM;SG
निष्क्रिय	vammaiset	निष्क्रिय	vammainen		ADJ;NOM;PL
निष्क्रिय	vammaisten	निष्क्रिय	vammainen		ADJ;GEN;PL
निष्क्रिय	inaktiivinen	निष्क्रिय	inaktiivinen		ADJ;NOM;SG
निष्क्रिय	passiivinen	निष्क्रिय	passiivinen		ADJ;NOM;SG
लौह	rauta	लौह	rauta		N;NOM;SG
लौह	rautaa	लौह	rauta		N;PRT;SG
लौह	raudan	लौह	rauta		N;GEN;SG
सोनी	sony	सोनी	sony	PROPN;NOM;SG;3	N;NOM;SG
रॉय	roy	रॉय	roy	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG
गायन	laulaa	गायन	laulaa	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN;ACT
गायन	laulavat	गायन	laulaa	N;NOM;MASC;SG;3	V;IND;PL;3;PRS;FIN;ACT
गायन	laulua	गायन	laulu	N;NOM;MASC;SG;3	N;PRT;SG
आवेदन	hakemuksen	आवेदन	hakemus	N;NOM;MASC;SG;3	N;GEN;SG
आवेदन	sovelluksen	आवेदन	sovellus	N;NOM;MASC;SG;3	N;GEN;SG
आवेदन	sovellukset	आवेदन	sovellus	N;NOM;MASC;SG;3	N;NOM;PL
आवेदन	hakemukset	आवेदन	hakemus	N;NOM;MASC;SG;3	N;NOM;PL
आवेदन	sovellusten	आवेदन	soveltus	N;NOM;MASC;SG;3	N;GEN;PL
आवेदन	sovelluksia	आवेदन	sovellus	N;NOM;MASC;SG;3	N;PRT;PL
सकल	brutto	सकल	brutto		INTJ
कमाई	tienaa	कमाई	tienata	N;NOM;FEM;SG;3	V;IMP;SG;2;PRS;FIN;ACT
कमाई	ansaita	कमाई	ansas	N;NOM;FEM;SG;3	V;SG;NFIN;ACT
कमाई	ansiot	कमाई	ansio	N;NOM;FEM;SG;3	N;NOM;PL
कमाई	tuotot	कमाई	tuotto	N;NOM;FEM;SG;3	N;NOM;PL
कमाई	voitot	कमाई	voitto	N;NOM;FEM;SG;3	N;NOM;PL
कमाई	tulot	कमाई	tulo	N;NOM;FEM;SG;3	N;NOM;PL
विश्वविद्यालयों	yliopistoja	विश्वविद्यालय	yli#opisto	N;ACC;MASC;PL;3	N;PRT;PL
विश्वविद्यालयों	yliopistot	विश्वविद्यालय	yli#opisto	N;ACC;MASC;PL;3	N;NOM;PL
विश्वविद्यालयों	yliopistojen	विश्वविद्यालय	yli#opisto	N;ACC;MASC;PL;3	N;GEN;PL
विश्वविद्यालयों	korkeakoulut	विश्वविद्यालय	korkea#koulu	N;ACC;MASC;PL;3	N;NOM;PL
विश्वविद्यालयों	korkeakoulu	विश्वविद्यालय	korkea#koulu	N;ACC;MASC;PL;3	N;NOM;SG
विश्वविद्यालयों	yliopisto	विश्वविद्यालय	yli#opisto	N;ACC;MASC;PL;3	N;NOM;SG
साहिब	sahib	साहिब	sahib	PROPN;NOM;MASC;SG;3	N;NOM;SG
उठाने	nostamiseen	उठा	nostaminen	V;MASC;NFIN;ACT	N;IN+ALL;SG
उठाने	nosto	उठा	nosto	V;MASC;NFIN;ACT	N;NOM;SG
उठाने	nostaminen	उठा	nostaminen	V;MASC;NFIN;ACT	N;NOM;SG
उठाने	kasvattaminen	उठा	kasvattaminen	V;MASC;NFIN;ACT	N;NOM;SG
उठाने	nostaminen	उठा	nostaminen	V;MASC;NFIN;ACT	N;NOM;SG
साउथ	etelä	साउथ	etelä	PROPN;NOM;MASC;SG;3	N;NOM;SG
साउथ	etelään	साउथ	etelä	PROPN;NOM;MASC;SG;3	N;IN+ALL;SG
गहन	syvälle	गहन	syvä	ADJ;NOM	ADJ;AT+ALL;SG
गहन	syvällä	गहन	syvä	ADJ;NOM	ADJ;AT+ESS
;SG
गहन	deep	गहन	deep	ADJ;NOM	
बाघ	tiger	बाघ	tiger	N;NOM;MASC;SG;3	PROPN;NOM;SG
टिकट	liput	टिकट	lippu	N;NOM;MASC;SG;3	N;NOM;PL
टिकट	lippuja	टिकट	lippu	N;NOM;MASC;SG;3	N;PRT;PL
टिकट	lippujen	टिकट	lippu	N;NOM;MASC;SG;3	N;GEN;PL
पैरों	jalkojen	पैर	jalka	N;ACC;MASC;PL;3	N;GEN;PL
पैरों	jalat	पैर	jalka	N;ACC;MASC;PL;3	N;NOM;PL
पैरों	jalkoja	पैर	jalka	N;ACC;MASC;PL;3	N;PRT;PL
पैरों	jalkojen	पैर	jalka	N;ACC;MASC;PL;3	N;GEN;PL
पैरों	sääret	पैर	sääri	N;ACC;MASC;PL;3	N;NOM;PL
पैरों	jalat	पैर	jalka	N;ACC;MASC;PL;3	N;NOM;PL
ब्लॉग	blogissa	ब्लॉग	blogi	N;NOM;MASC;SG;3	N;IN+ESS;SG
ब्लॉग	blogin	ब्लॉग	blogi	N;NOM;MASC;SG;3	N;GEN;SG
ब्लॉग	blogit	ब्लॉग	blogit	N;NOM;MASC;SG;3	N;NOM;PL
सड़कों	teiden	सड़क	tie	N;ACC;FEM;PL;3	N;GEN;PL
सड़कों	tiet	सड़क	tie	N;ACC;FEM;PL;3	N;NOM;PL
उद्देश्यों	yrittäjä	उद्देश्य	yrittäjä	N;ACC;MASC;PL;3	N;NOM;SG
जाल	verkon	जाल	verkko	N;NOM;MASC;SG;3	N;GEN;SG
मिलान	ottelut	मिलान	ottelu	N;NOM;MASC;SG;3	N;NOM;PL
मिलान	tulitikkuja	मिलान	tuli#tikku	N;NOM;MASC;SG;3	N;PRT;PL
मिलान	täsmää	मिलान	täsmä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
मिलान	milanossa	मिलान	milano	N;NOM;MASC;SG;3	PROPN;IN+ESS;SG
मिलान	milano	मिलान	milano	N;NOM;MASC;SG;3	PROPN;NOM;SG
मिलान	milanon	मिलान	milano	N;NOM;MASC;SG;3	PROPN;GEN;SG
मिलान	samanlaiset	मिलान	samanlainen	N;NOM;MASC;SG;3	ADJ;NOM;PL
मिलान	täsmää	मिलान	täsmä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
मिलान	täsmää	मिलान	täsmä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
प्रावधान	säännöksiä	प्रावधान	säännös	N;NOM;MASC;SG;3	N;PRT;PL
प्रावधान	säännökset	प्रावधान	säännös	N;NOM;MASC;SG;3	N;NOM;PL
प्रावधान	varaukset	प्रावधान	varaus	N;NOM;MASC;SG;3	N;NOM;PL
प्रावधान	määräykset	प्रावधान	määräys	N;NOM;MASC;SG;3	N;NOM;PL
सदस्यता	jäsenyyttä	सदस्यता	jäsenyys	N;NOM;FEM;SG;3	N;PRT;SG
सदस्यता	tilausta	सदस्यता	tilaus	N;NOM;FEM;SG;3	N;PRT;SG
रिकार्ड	kirjataan	रिकार्ड	kirjata	N;NOM;MASC;SG;3	V;IND;PRS;FIN;PASS
साझा	jakanut	साझा	jakaa		V;NOM;SG;V.PTCP;ACT
साझा	jakoi	साझा	jakaa		V;IND;SG;3;PST;FIN;ACT
साझा	jaettu	साझा	jakaa		V;NOM;SG;V.PTCP;PASS
साझा	jaetut	साझा	jakaa		V;NOM;PL;V.PTCP;PASS
साझा	osuudet	साझा	osuus		N;NOM;PL
साझा	osakkeita	साझा	osake		N;PRT;PL
साझा	osakkeet	साझा	osake		N;NOM;PL
स्वतन्त्रता	itsenäisyyttä	स्वतन्त्रता	itsenäisyys	N;NOM;FEM;SG;3	N;PRT;SG
अधिकृत	valtuutettu	अधिकृत	valtuutettu	PROPN;NOM;SG;3	N;NOM;SG
अधिकृत	sallittu	अधिकृत	sallittu	PROPN;NOM;SG;3	N;NOM;SG
सापेक्ष	suhteellista	सापेक्ष	suhteellinen	N;NOM;MASC;SG;3	ADJ;PRT;SG
सापेक्ष	suhteellisesti	सापेक्ष	suhteellisesti	N;NOM;MASC;SG;3	ADV
सापेक्ष	suhteellinen	सापेक्ष	suhteellinen	N;NOM;MASC;SG;3	ADJ;NOM;SG
विफल	epäonnistui	विफल	epäonnistua	ADJ	V;IND;SG;3;PST;FIN;ACT
विफल	epäonnistunut	विफल	epä#onnistunut	ADJ	V;NOM;SG;V.PTCP;ACT
संदेह	epäilykset	संदेह	epäilys	N;NOM;MASC;SG;3	N;NOM;PL
संदेह	epäile	संदेह	epäillä	N;NOM;MASC;SG;3	V;IMP;SG;2;FIN;ACT
संदेह	epäilystä	संदेह	epäily	N;NOM;MASC;SG;3	N;PRT;SG
