tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
ekspertów	uzman	ekspert	uzman	N;ACC;MASC;PL	
ekspertów	uzmanlara	ekspert	uzman	N;ACC;MASC;PL	ADJ;DAT;PL;3
ekspertów	uzman	ekspert	uzman	N;ACC;MASC;PL	
sparta	sparta	sparty	sparta		PROPN;NOM;SG;3
misjonarz	misyoner	misjonarz	misyoner	N;NOM;MASC;SG	
ziemskiego	dünyevi	ziemski	dünyevi	ADJ;ACC;MASC;SG	
dorosłe	yetişkin	dorosły	yetişkin	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
dorosłe	büyükler	dorosły	büyük	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;PL;3
dorosłe	yetişkinler	dorosły	yetişkin	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;NOM;PL;3
dorosłe	yetişkinlere	dorosły	yetişkin	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;DAT;PL;3
ściana	duvar	ściana	duvar	N;NOM;FEM;SG	
konstytucyjnego	anayasal	konstytucyjny	anayasal	ADJ;ACC;MASC;SG	
konstytucyjnego	anayasa	konstytucyjny	anayasa	ADJ;ACC;MASC;SG	
newton	newton	newton	newton	PROPN;NOM;MASC;SG	
pliki	dosya	plik	dosya	N;NOM;MASC;PL	
personelu	personel	personel	personel	N;GEN;MASC;SG	
personelu	kadro	personel	kadro	N;GEN;MASC;SG	
personelu	çalışanlar	personel	çalışan	N;GEN;MASC;SG	N;NOM;PL;3
personelu	asa	personel	asa	N;GEN;MASC;SG	
personelu	personel	personel	personel	N;GEN;MASC;SG	
con	con	con	con		INTJ
kandydaturę	adaylığı	kandydatura	adaylık	N;ACC;FEM;SG	N;NOM;SG;3
tylny	arka	tylny	arka	ADJ;NOM;MASC;SG	
wiązanie	bağlayıcı	wiązanie	bağlayıcı	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	bağlama	wiązanie	bağlama	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	senet	wiązanie	senet	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	bağ	wiązanie	bağ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	bond	wiązanie	bond	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
liverpool	liverpool	liverpool	liverpool	N;NOM;MASC;SG	PROPN;NOM;SG;3
emanuel	emanuel	emanuel	emanuel	PROPN;NOM;MASC;SG	
dublin	dublin	dublina	dublin	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
przeglądu	inceleme	przegląd	incele	N;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
przeglądu	değerlendirme	przegląd	değerlen	N;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
przeglądu	gözden	przegląd	göz	N;GEN;MASC;SG	N;AT+ABL;SG;3
teoretyk	teorisyeni	teoretyk	teorisye	N;NOM;MASC;SG	N;ACC;SG;3
andre	andre	andra	andre	PROPN;NOM;MASC;SG	
andre	andré	andra	andré	PROPN;NOM;MASC;SG	
andre	andre	andra	andre	PROPN;NOM;MASC;SG	
andre	andré	andra	andré	PROPN;NOM;MASC;SG	
tymczasowego	geçici	tymczasowy	geçici	ADJ;ACC;MASC;SG	
niebie	cennet	niebo	cennet	N;DAT;NEUT;SG	N;NOM;SG;3
niebie	gökyüzü	niebo	gökyüzü	N;DAT;NEUT;SG	
niebie	gök	niebo	gök	N;DAT;NEUT;SG	
niebie	sky	niebo	sky	N;DAT;NEUT;SG	
nocny	gece	nocny	gece	ADJ;NOM;MASC;SG	N;NOM;SG;3
nocny	geceler	nocny	gece	ADJ;NOM;MASC;SG	N;NOM;PL;3
nocny	night	nocny	night	ADJ;NOM;MASC;SG	
gleb	topraklar	gleb	toprak		N;NOM;PL;3
gleb	toprakları	gleb	toprak		N;ACC;PL;3
umysłu	zihin	umysł	zih	N;GEN;MASC;SG	N;NOM;SG;3
umysłu	akıl	umysł	akıl	N;GEN;MASC;SG	
josh	josh	josh	josh	PROPN;NOM;MASC;SG	
gwatemali	guatemala	gwatemać	guatemal	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN;NOM;SG;3
gwatemali	guatemala	gwatemać	guatemal	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN;NOM;SG;3
zastrzeżenia	rezervasyon	zastrzeżenie	rezervasyon	N;NOM;NEUT;PL	N;NOM;SG;3
sądy	yargı	sąd	yargı	N;NOM;MASC;PL	
sądy	mahkeme	sąd	mahkem	N;NOM;MASC;PL	
jasności	açıklık	jasność	açıklık	N;GEN;FEM;SG	N;NOM;SG;3
jasności	aydınlık	jasność	aydınlık	N;GEN;FEM;SG	N;NOM;SG;3
jasności	parlaklık	jasność	parlaklık	N;GEN;FEM;SG	N;NOM;SG;3
wrogów	düşman	wróg	düşman	N;ACC;MASC;PL	
wrogów	düşmanlar	wróg	düşman	N;ACC;MASC;PL	ADJ;NOM;PL;3
chirurgii	ameliyat	chirurgia	ameliyat	N;GEN;FEM;SG	N;NOM;SG;3
chirurgii	cerrahi	chirurgia	cerrahi	N;GEN;FEM;SG	N;NOM;SG;3
chirurgii	cerrahi	chirurgia	cerrahi	N;GEN;FEM;SG	N;NOM;SG;3
uczucia	duygularını	uczucie	duygu	N;NOM;NEUT;PL	N;ACC;PL;3
elektronów	elektron	elektron	elektron	N;GEN;MASC;PL	N;NOM;SG;3
nintendo	nintendo	nintendo	nintendo		PROPN;NOM;SG;3
filozoficzne	felsefi	filozoficzny	felsefi	ADJ;NOM;NEUT;SG	
cezar	caesar	cezar	caesar	V;IPFV;IND;SG;PRS;FIN;ACT	
cezar	sezar	cezar	sezar	V;IPFV;IND;SG;PRS;FIN;ACT	
zainteresowań	çıkarlarını	zainteresowanie	çıkar	N;GEN;NEUT;PL	N;ACC;PL;3
klasycznego	klasik	klasyczny	klasik	ADJ;ACC;MASC;SG	
podłogi	katlar	podłoga	kat	N;ACC;FEM;SG	N;NOM;PL;3
podłogi	zemin	podłoga	zemin	N;ACC;FEM;SG	
podłogi	yerler	podłoga	yer	N;ACC;FEM;SG	N;NOM;PL;3
podłogi	döşeme	podłoga	döş	N;ACC;FEM;SG	
komety	kuyrukluyıldızlar	kometa	kuyruklu		V;PFV;IND;PL;3;POS;PST;PASS
otoczona	çevrili	otoczyć	çevrili	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
lahti	lahti	lahta	laht	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
boca	boca	boca	boca	PROPN;NOM;MASC;SG	
piasku	kum	piasek	kum	N;GEN;MASC;SG	
piasku	kumu	piasek	kumu	N;GEN;MASC;SG	
piasku	sand	piasek	sand	N;GEN;MASC;SG	N;NOM;SG;3
prowadzące	liderlik	prowadzić	liderlik	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	N;NOM;SG;3
prowadzące	lider	prowadzić	lider	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	
prowadzące	başrol	prowadzić	başrol	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	
oznaczone	etiketlenen	oznaczyć	etiketle	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
oznaczone	etiketli	oznaczyć	etiketli	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
oznaczone	işaretlenmiş	oznaczyć	işaretle	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
nestor	nestor	nestor	nestor	PROPN;NOM;MASC;SG	
leśnictwa	ormancılık	leśnictwo	ormancılık	N;GEN;NEUT;SG	N;NOM;SG;3
tempo	pace	tempo	pace	N;NOM;NEUT;SG	
tempo	tempo	tempo	tempo	N;NOM;NEUT;SG	
tempo	tempo	tempo	tempo	N;NOM;NEUT;SG	
konfrontacji	yüzleşme	konfrontacja	yüzleş	N;GEN;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
volkswagen	volkswagen	volkswagen	volkswagen		N;NOM;SG;3
zrozumienia	anlama	zrozumienie	anla	N;GEN;NEUT;SG	
zrozumienia	anlamak	zrozumienie	anla	N;GEN;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
zrozumienia	anlayışlı	zrozumienie	anlayışlı	N;GEN;NEUT;SG	ADJ
zrozumienia	anlayış	zrozumienie	anlayış	N;GEN;NEUT;SG	
ronnie	ronnie	ronnąć	ronn	ADV	
przeznaczenie	istikamet	przeznaczenie	istikamet	N;NOM;NEUT;SG	
przeznaczenie	hedef	przeznaczenie	hedef	N;NOM;NEUT;SG	
przeznaczenie	kader	przeznaczenie	kader	N;NOM;NEUT;SG	
przeznaczenie	destiny	przeznaczenie	dest	N;NOM;NEUT;SG	
przeznaczenie	kısmet	przeznaczenie	kısmet	N;NOM;NEUT;SG	
przeznaczenie	kader	przeznaczenie	kader	N;NOM;NEUT;SG	
przeznaczenie	amaç	przeznaczenie	amaç	N;NOM;NEUT;SG	
biblia	incili	biblia	incili	N;NOM;FEM;SG	
biblia	incil	biblia	incil	N;NOM;FEM;SG	
naród	ulus	naród	ulus	N;NOM;MASC;SG	
soczi	sochi	soczeć	sochi	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
liderów	liderleri	lider	lider	N;GEN;MASC;PL	N;ACC;PL;3
liderów	liderler	lider	lider	N;GEN;MASC;PL	N;NOM;PL;3
sonda	sonda	sonda	son	N;NOM;FEM;SG	
warta	worth	warta	worth		PROPN;NOM;SG;3
zmienione	revize	zmienić	reviz	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zmienione	değiştim	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;POS;PST
zmienione	değişti	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
zmienione	değişmiş	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST
zmienione	değişen	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zmienione	değiştirildi	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
zmienione	değiştirilmiş	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zmienione	modifiye	zmienić	modif	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DAT;SG;3
zmienione	değiştirilmiş	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zmienione	değiştirildi	zmienić	değiş	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
postawa	tutum	postawa	tutum	N;NOM;FEM;SG	
postawa	tavır	postawa	tavır	N;NOM;FEM;SG	
postawa	duruş	postawa	duruş	N;NOM;FEM;SG	
postawa	duruş	postawa	duruş	N;NOM;FEM;SG	
postawa	duruş	postawa	duruş	N;NOM;FEM;SG	
rozpoznanie	keşif	rozpoznać	keşif	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
rozpoznanie	keşif	rozpoznać	keşif	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
rozpoznanie	tanıma	rozpoznać	tanım	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
ciekawy	merak	ciekawy	merak	ADJ;NOM;MASC;SG	N;NOM;SG;3
ciekawy	meraktan	ciekawy	merak	ADJ;NOM;MASC;SG	N;AT+ABL;SG;3
ciekawy	merakla	ciekawy	merak	ADJ;NOM;MASC;SG	N;INS;SG;3
potrzebuje	ihtiyaç	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	
potrzebuje	lazım	potrzebować	lazım	V;IPFV;IND;SG;3;PRS;FIN;ACT	
potrzebuje	ihtiyacım	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG;3
potrzebuje	gerek	potrzebować	gerek	V;IPFV;IND;SG;3;PRS;FIN;ACT	
potrzebuje	ihtiyaç	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	
potrzebuje	ihtiyacı	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	
potrzebuje	ihtiyaçları	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
potrzebuje	ihtiyaçlar	potrzebować	ihtiyaç	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
chronologia	kronoloji	chronologia	kronoloji	N;NOM;FEM;SG	
forever	sonsuza	forever	sonsuz		ADJ;DAT;SG;3
zwykłych	olağan	zwykły	olağan	ADJ;GEN;MASC;PL	
zwykłych	sıradan	zwykły	sıradan	ADJ;GEN;MASC;PL	
wydawcy	yayıncılar	wydawca	yayıncı	N;NOM;MASC;SG	N;NOM;PL;3
wydawcy	editörler	wydawca	editör	N;NOM;MASC;SG	ADJ;NOM;PL;3
wydawcy	yayıncı	wydawca	yayıncı	N;NOM;MASC;SG	
biuletyn	bülten	biuletyn	bülten	N;NOM;MASC;SG	
biuletyn	bülteni	biuletyn	bülte	N;NOM;MASC;SG	
biuletyn	bülten	biuletyn	bülten	N;NOM;MASC;SG	
freedom	özgürlük	freed	özgürlük		N;NOM;SG;3
freedom	özgürlüğü	freed	özgürlük		N;ACC;SG;3
freedom	hürriyet	freed	hürriyet		N;NOM;SG;3
adaptacji	uyarlamalar	adaptacja	uyarla	N;GEN;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
delegatów	delegeler	delegat	delege	N;GEN;MASC;PL	ADJ;NOM;PL;3
yang	yang	yang	yang	V;IPFV;IND;SG;2;PRS;FIN;ACT	
fabrykę	fabrikası	fabryka	fabrikası	N;ACC;FEM;SG	N;NOM;SG;3
fabrykę	fabrikada	fabryka	fabrika	N;ACC;FEM;SG	N;ESS;SG;3
fabrykę	fabrika	fabryka	fabrika	N;ACC;FEM;SG	
burbon	viski	burbon	viski		N;NOM;SG;3
burbon	bourbon	burbon	Bourbon		PROPN;NOM;SG;3
dołączyła	katılmış	dołączyć	kat	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
dołączyła	katıldı	dołączyć	kat	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
dołączyła	katıldım	dołączyć	kat	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST;PASS
dołączyła	katılan	dołączyć	kat	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
sal	şal	sal	şal		N;NOM;SG;3
sebastiana	sebastian	sebastiany	sebastian	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
allan	allan	allan	allan	PROPN;NOM;MASC;SG	
walczyli	dövüştü	walczyć	dövüş	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
walczyli	savaştı	walczyć	savaş	V;IPFV;MASC;IND;PL;PST;FIN;ACT	
berger	berger	berger	berger	PROPN;NOM;MASC;SG	
równoległy	paralel	równolec	paralel		ADJ
edytuj	düzenle	edytować	düzen		N;INS;SG;3
edytuj	düzenleyin	edytować	düzenle		V;PFV;IMP;PL;2;POS;PRS
edytuj	düzenleme	edytować	düzenle		V;PFV;NOM;IND;POS;PRS;V.MSDR
bronić	savunmak	bronić	savun	V;IPFV;NFIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
wells	wells	wells	wells	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
wells	kuyu	wells	kuyu	PROPN;NOM;MASC;SG	
fizyczna	fiziki	fizyczny	fizik	ADJ;NOM;FEM;SG	
fizyczna	fiziksel	fizyczny	fiziksel	ADJ;NOM;FEM;SG	
możliwy	muhtemel	możliwy	muhtemel	ADJ;NOM;MASC;SG	
możliwy	mümkün	możliwy	mümkün	ADJ;NOM;MASC;SG	
możliwy	olası	możliwy	olası	ADJ;NOM;MASC;SG	
oświetlenie	aydınlanma	oświetlenie	aydınlan	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
oświetlenie	aydınlatma	oświetlenie	aydınlat	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
oświetlenie	işık	oświetlenie	işık	N;NOM;NEUT;SG	
oświetlenie	işıklandırma	oświetlenie	işıklan	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
oświetlenie	aydınlatma	oświetlenie	aydınlat	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
ekspozycja	teşhir	ekspozycja	teşhir	N;NOM;FEM;SG	
ekspozycja	pozlama	ekspozycja	pozlam	N;NOM;FEM;SG	V;PFV;NOM;IMP;2;POS;PRS
rebelianci	isyancı	rebeliant	isyancı	N;NOM;MASC;PL	
clarke	clarke	clarka	clarke		PROPN;NOM;SG;3
ograniczeń	kısıtlama	ograniczenie	kısıtla	N;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ograniczeń	kısıtlamaları	ograniczenie	kısıtla	N;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ograniczeń	kısıtlamalar	ograniczenie	kısıtla	N;GEN;NEUT;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
protokół	protokolü	protokól	protokolü	N;NOM;MASC;SG	N;ACC;SG;3
protokół	protokol	protokól	protokol	N;NOM;MASC;SG	
krążek	puck	krążek	puck	N;NOM;MASC;SG	
zabezpieczenie	teminat	zabezpieczenie	teminat	N;NOM;NEUT;SG	
alain	alain	alain	alain	PROPN;NOM;MASC;SG	
protesty	protesto	protest	protesto	N;NOM;MASC;PL	
protesty	protesto	protest	protesto	N;NOM;MASC;PL	
ciemności	karanlık	ciemność	karanlık	N;GEN;FEM;SG	
ciemności	karanlıklar	ciemność	karanlık	N;GEN;FEM;SG	ADJ;NOM;PL;3
ciemności	karanlığın	ciemność	karanlık	N;GEN;FEM;SG	ADJ;GEN;SG;3
ciemności	karanlığı	ciemność	karanlık	N;GEN;FEM;SG	ADJ;ACC;SG;3
ahmed	ahmed	ahmed	ahmed	PROPN;NOM;MASC;SG	
ahmed	ahmet	ahmed	ahmet	PROPN;NOM;MASC;SG	
ahmed	ahmet	ahmed	ahmet	PROPN;NOM;MASC;SG	
ahmed	ahmed	ahmed	ahmed	PROPN;NOM;MASC;SG	
anatolij	anatoliy	anatolać	anatoliy	PROPN;NOM;MASC;SG	
anatolij	anatoli	anatolać	anatoli	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
anatolij	anatoly	anatolać	anatoly	PROPN;NOM;MASC;SG	
płótnie	kanvas	płótno	kanvas	N;ACC;NEUT;SG	
płótnie	tuval	płótno	tuval	N;ACC;NEUT;SG	
gerhard	gerhard	gerhard	gerhard	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
generacja	nesil	generacja	nesil	N;NOM;FEM;SG	
generacja	kuşak	generacja	kuşak	N;NOM;FEM;SG	
generacja	nesli	generacja	nesli	N;NOM;FEM;SG	
modyfikacji	değişiklik	modyfikacja	değişiklik	N;GEN;FEM;SG	N;NOM;SG;3
modyfikacji	değişiklikler	modyfikacja	değişiklik	N;GEN;FEM;SG	N;NOM;PL;3
kapitału	başkent	kapitał	başkent	N;GEN;MASC;SG	
kapitału	sermaye	kapitał	sermaye	N;GEN;MASC;SG	
kapitału	başkenti	kapitał	başkent	N;GEN;MASC;SG	N;NOM;SG;3
foster	foster	foster	foster	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN;NOM;SG;3
harvey	harvey	harvea	harvey	PROPN;NOM;MASC;SG	
płatki	gevreği	płatek	gevrek	N;NOM;MASC;PL	N;NOM;SG;3
płatki	gevrek	płatek	gevrek	N;NOM;MASC;PL	
płatki	tahıl	płatek	tahıl	N;NOM;MASC;PL	
krytykę	eleştiri	krytyka	eleştiri	N;ACC;FEM;SG	
krytykę	eleştiriler	krytyka	eleştiri	N;ACC;FEM;SG	N;NOM;PL;3
krytykę	eleştiri	krytyka	eleştiri	N;ACC;FEM;SG	
olympique	olympique	olympino	olympique		PROPN;NOM;SG;3
eugene	eugene	eugen	eugen	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
wspomniany	bahsedilen	wspomnieć	bahset	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
druk	izi	druk	izi	N;NOM;MASC;SG	
druk	baskı	druk	baskı	N;NOM;MASC;SG	
druk	yazdır	druk	yaz	N;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS;CAUS
druk	basım	druk	basım	N;NOM;MASC;SG	
druk	baskı	druk	baskı	N;NOM;MASC;SG	
burza	fırtına	burza	fırt	N;NOM;FEM;SG	
burza	storm	burza	stor	N;NOM;FEM;SG	
tragedii	trajediler	tragedia	traje	N;GEN;FEM;SG	N;NOM;PL;3
tragedii	trajedi	tragedia	traje	N;GEN;FEM;SG	
wystawę	fuar	wystawa	fuar	N;ACC;FEM;SG	
wystawę	sergi	wystawa	sergi	N;ACC;FEM;SG	
wystawę	gösteri	wystawa	göster	N;ACC;FEM;SG	
edwards	edwards	edwards	edwar	PROPN;NOM;MASC;SG	
nowoczesny	modern	nowoczesny	modern	ADJ;NOM;MASC;SG	
nowoczesny	çağdaş	nowoczesny	çağdaş	ADJ;NOM;MASC;SG	
nowoczesny	çağdaş	nowoczesny	çağdaş	ADJ;NOM;MASC;SG	
posterunek	karakol	posterunek	karakol	N;NOM;MASC;SG	
posterunek	istasyonu	posterunek	ista	N;NOM;MASC;SG	N;ACC;SG;3
posterunek	istasyon	posterunek	istasyon	N;NOM;MASC;SG	
grobie	mezar	grób	mezar	N;DAT;MASC;SG	
grobie	mezar	grób	mezar	N;DAT;MASC;SG	
louisa	louisa	louis	louisa		PROPN;NOM;SG;3
utah	utah	utah	utah	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
guillermo	guillermo	guillermo	gu	N;NOM;MASC;SG	
dochody	gelirleri	dochód	gelir	N;NOM;MASC;PL	N;ACC;PL;3
dochody	gelir	dochód	gel	N;NOM;MASC;PL	
dochody	kazanç	dochód	kazanç	N;NOM;MASC;PL	N;NOM;SG;3
dochody	gelir	dochód	gel	N;NOM;MASC;PL	
ruth	ruth	ruth	ruth	PROPN;NOM;FEM;SG	
piętra	katlar	piętro	kat	N;NOM;NEUT;SG	N;NOM;PL;3
piętra	zemin	piętro	zemin	N;NOM;NEUT;SG	
piętra	yerler	piętro	yer	N;NOM;NEUT;SG	N;NOM;PL;3
zorganizowane	organize	zorganizować	organize	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zorganizowane	organize	zorganizować	organize	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zorganizowane	düzenli	zorganizować	düzenli	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
tur	tur	tur	i		V;PFV;SG;3;PRS
towarowy	kargo	towarowy	kargo	ADJ;NOM;MASC;SG	
towarowy	yük	towarowy	yük	ADJ;NOM;MASC;SG	
towarowy	nakliye	towarowy	nakil	ADJ;NOM;MASC;SG	
bukareszcie	bükreş	bukareszt	bükreş	N;NOM;MASC;SG	PROPN;NOM;SG;3
gotowy	hazır	gotowy	hazır	ADJ;NOM;MASC;SG	
gotowy	hazırız	gotowy	hazırız	ADJ;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
gotowy	hazırım	gotowy	hazırım	ADJ;NOM;MASC;SG	V;PFV;IND;SG;1;PRS
gotowy	hazir	gotowy	hazir	ADJ;NOM;MASC;SG	
cywilów	sivil	cywil	sivil	N;ACC;MASC;PL	
cywilów	sivillere	cywil	sivil	N;ACC;MASC;PL	ADJ;DAT;PL;3
cywilów	siviller	cywil	sivil	N;ACC;MASC;PL	ADJ;NOM;PL;3
higgins	higgins	higgins	higgins	PROPN;NOM;MASC;SG	
archeologii	arkeoloji	archeologia	arkeoloji	N;GEN;FEM;SG	
archeologii	arkeoloji	archeologia	arkeoloji	N;GEN;FEM;SG	
zarejestrowane	kayıtlı	zarejestrować	kayıtlı	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zarejestrowane	kaydedilen	zarejestrować	kaydet	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
zarejestrowane	kaydedilmiş	zarejestrować	kaydet	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
zarejestrowane	kaydedildi	zarejestrować	kaydet	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
crystal	crystal	crystal	crystal		PROPN;NOM;SG;3
dzwon	çan	dzwon	çan	N;NOM;MASC;SG	
dzwon	zil	dzwon	zil	N;NOM;MASC;SG	
dzwon	can	dzwon	can	N;NOM;MASC;SG	
dzwon	bell	dzwon	bell	N;NOM;MASC;SG	
rozmowa	röportaj	rozmowa	röportaj	N;NOM;FEM;SG	
rozmowa	görüşme	rozmowa	görüşme	N;NOM;FEM;SG	
marcelo	marcelo	marcelo	marcelo	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
uzupełnienia	kompleman	uzupełnić	kompleman	N;PFV;GEN;NEUT;SG;POS;V.MSDR	
uzupełnienia	eklemeler	uzupełnić	ekle	N;PFV;GEN;NEUT;SG;POS;V.MSDR	
lampy	lamba	lampa	lamba	N;ACC;FEM;PL	N;NOM;SG;3
lampy	kandil	lampa	kandil	N;ACC;FEM;PL	
lampy	lambalar	lampa	lamba	N;ACC;FEM;PL	N;NOM;PL;3
wad	kusurları	wada	kusur		N;NOM;PL;3
zakup	satın	zakup	satın	N;NOM;MASC;SG	
leicester	leicester	leicester	leicester	N;NOM;MASC;SG	PROPN;NOM;SG;3
zorganizowany	organize	zorganizować	organize	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zorganizowany	organize	zorganizować	organize	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
zorganizowany	düzenli	zorganizować	düzenli	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
gazet	gazete	gazeta	gazet	N;GEN;FEM;PL	
gazet	gazeteler	gazeta	gazete	N;GEN;FEM;PL	N;NOM;PL;3
arabski	arap	arabski	arap	ADJ;NOM;MASC;SG	
arabski	arapça	arabski	arapça	ADJ;NOM;MASC;SG	
arabski	arap	arabski	arap	ADJ;NOM;MASC;SG	
arabski	arap	arabski	arap	ADJ;NOM;MASC;SG	
kocha	aşklar	kochać	aşk	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
kocha	sevgiler	kochać	sevgi	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL;3
kocha	seviyor	kochać	sev	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
lin	ipler	lin	ip		N;NOM;PL;3
lin	ipleri	lin	ip		N;ACC;PL;3
leslie	leslie	lasnąć	lesli	V;IPFV;IND;SG;2;PRS;FIN;ACT	
