להינשא	casatori	ננשא	casator	V;NFIN;MID	
מוסטפא	mustafa	מוסטפא	mustafa	PROPN	PROPN
תיאום	coordonat	תיאום	coordonat	N;MASC;SG	ADJ;INDF;MASC;SG
תיאום	coordonate	תיאום	coordonată	N;MASC;SG	N;INDF;FEM;PL
הוספה	adauga	הוספה	adauga	N;FEM;SG	V;IND;SG;3;IPFV;FIN
הוספה	add	הוספה	add	N;FEM;SG	
הוספה	adauga	הוספה	adauga	N;FEM;SG	V;IND;SG;3;IPFV;FIN
לונג	lung	לונג	lung	PROPN	ADJ;INDF;MASC;SG
לונג	lunga	לונג	lung	PROPN	ADJ;DEF;FEM;SG
לונג	long	לונג	long	PROPN	
נענע	nana	נענע	nană		N;DEF;FEM;SG
נענע	menta	נענע	menta		N;DEF;FEM;SG
נענע	menta	נענע	menta		N;DEF;FEM;SG
מעטפת	scoica	מעטף	scoica	PROPN	N;DEF;FEM;SG
מעטפת	shell	מעטף	shell	PROPN	
מעטפת	cochilie	מעטף	cochilie	PROPN	N;INDF;FEM;SG
מעטפת	coaja	מעטף	coajă	PROPN	N;DEF;FEM;SG
מעטפת	plic	מעטף	plic	PROPN	N;INDF;MASC;SG
מעטפת	plicul	מעטף	plic	PROPN	N;DEF;MASC;SG
הביוגרפיה	biografia	הביוגרפיה	biografie	PROPN	N;DEF;FEM;SG
הביוגרפיה	biografie	הביוגרפיה	biografie	PROPN	N;INDF;FEM;SG
תרזה	teresa	תרזה	teresă	PROPN	N;DEF;FEM;SG
תרזה	tereza	תרזה	tereza	PROPN	N;DEF;FEM;SG
תרזה	theresa	תרזה	theresa	PROPN	N;DEF;FEM;SG
תרזה	tereza	תרזה	tereza	PROPN	N;DEF;FEM;SG
מקרוב	makarov	מקרוב	makarov		N;INDF;MASC;SG
נועה	noa	נועה	noa	PROPN	
ידיעת	stiind	ידיעה	sti	N;FEM;SG	V;V.MSDR
ידיעת	stiind	ידיעה	sti	N;FEM;SG	V;V.MSDR
מוכיח	dovedeste	הוכיח	dovedest	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מוכיח	dovedesc	הוכיח	dovedi	V;MASC;SG;V.PTCP;ACT	V;IND;PL;3;PRS;FIN
חכמה	inteligent	חכמה	inteligent	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	intelept	חכמה	intelept	N;FEM;SG	
חכמה	inteligent	חכמה	inteligent	N;FEM;SG	ADJ;INDF;MASC;SG
חכמה	destept	חכמה	destept	N;FEM;SG	
אלפונסו	alfonso	אלפונסו	alfonso	PROPN	PROPN
פרגוואי	paraguay	פרגוואי	paraguay	PROPN	PROPN
תיאודור	theodore	תיאודור	theodore	PROPN	PROPN
תיאודור	teodor	תיאודור	teodor	PROPN	PROPN
תיאודור	theodor	תיאודור	theodor	PROPN	PROPN
נוימן	neumann	נוימן	neumann	PROPN	PROPN
ההבנה	realizarea	ההבנה	realizare	PROPN	N;DEF;FEM;SG
ההבנה	realizare	ההבנה	realizare	PROPN	N;INDF;FEM;SG
ההבנה	intelegerea	ההבנה	intelegere	PROPN	N;DEF;FEM;SG
ההבנה	intelegere	ההבנה	intelegere	PROPN	N;INDF;FEM;SG
ההבנה	intelegere	ההבנה	intelegere	PROPN	N;INDF;FEM;SG
מפרט	specificatiile	פירט	specificatie	N;MASC;SG	N;DEF;FEM;PL
מפרט	specificatii	פירט	specificat	N;MASC;SG	N;INDF;FEM;PL
מפרט	spec	פירט	spec	N;MASC;SG	
לוגי	logica	לוגי	logică		N;DEF;FEM;SG
לוגי	logic	לוגי	logic		ADV
זוחלים	reptila	זחל	reptilă	N;MASC;PL	N;DEF;FEM;SG
טיורינג	turing	טיורינג	turing	PROPN	N;INDF;MASC;SG
הגדר	setata	הגדר	setată		N;DEF;FEM;SG
הגדר	stabileste	הגדר	stabili		V;IND;SG;3;PRS;FIN
הגדר	set	הגדר	set		N;INDF;MASC;SG
הגדר	seteaza	הגדר	setează		V;IND;SG;3;IPFV;FIN
הגדר	setat	הגדר	setat		ADJ;INDF;MASC;SG
הגדר	configureaza	הגדר	configura		V;IND;SG;3;IPFV;FIN
הגדר	configurare	הגדר	configurare		N;INDF;FEM;SG
הגדר	gard	הגדר	gard		N;INDF;MASC;SG
הגדר	gardul	הגדר	gard		N;DEF;MASC;SG
הגדר	defineste	הגדר	definest		V;IND;SG;3;PRS;FIN
הגדר	defineste	הגדר	definest		V;IND;SG;3;PRS;FIN
הגדר	defini	הגדר	defini		V;IND;SG;3;PRS;FIN
הגדר	definesc	הגדר	defini		V;IND;PL;3;PRS;FIN
מכובד	respectuos	מכובד	respectuos	ADJ;MASC;SG	ADV
מכובד	respectate	מכובד	respectat	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מכובד	onorabile	מכובד	onorabil	ADJ;MASC;SG	ADJ;INDF;FEM;PL
מכובד	demna	מכובד	demna	ADJ;MASC;SG	
כופר	rascumparare	כופר	rascumparare	PROPN	N;INDF;FEM;SG
כופר	necredincios	כופר	necredincios	PROPN	N;INDF;MASC;SG
טיילר	tyler	טיילר	tyler	PROPN	PROPN
מאסטר	maestru	מאסטר	maestru	PROPN	N;INDF;MASC;SG
מאסטר	maestre	מאסטר	maestru	PROPN	
אינסופי	infinit	אינסופי	infinit	ADJ;MASC;SG	ADV
אינסופי	infinite	אינסופי	infinit	ADJ;MASC;SG	ADJ;INDF;FEM;PL
שטרלינג	sterling	שטרלינג	sterling	PROPN	PROPN
בט	bette	בט	bette		PROPN
זבל	vechituri	זבל	vechitură		N;INDF;FEM;PL
זבל	gunoi	זבל	gunoi		N;INDF;MASC;SG
זבל	gunoiul	זבל	gunoi		N;DEF;MASC;SG
זבל	gunoi	זבל	gunoi		N;INDF;MASC;SG
זבל	gunoaie	זבל	gunoi		N;INDF;FEM;PL
זבל	gunoiul	זבל	gunoi		N;DEF;MASC;SG
מתוכננת	planificate	מתוכנן	planificat	ADJ;FEM;SG	ADJ;INDF;FEM;PL
סיפרה	spusa	סיפר	spună	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
מולי	molly	מולי	molly		PROPN
אללה	alah	אללה	alah	PROPN	
אללה	allah	אללה	allah	PROPN	
התשלום	plata	התשלום	plată	PROPN	N;DEF;FEM;SG
התשלום	plata	התשלום	plată	PROPN	N;DEF;FEM;SG
מפרסם	promotor	פרסם	promotor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מפרסם	postarea	פרסם	postare	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
מפרסם	editor	פרסם	editor	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
מפרסם	editura	פרסם	editură	V;MASC;SG;V.PTCP;ACT	N;DEF;FEM;SG
גבאי	gabay	גבאי	gabay	PROPN	
חלומות	dreams	חלום	dreams	N;MASC;PL	N;INDF;MASC;SG
מחזורי	cicluri	מחזור	ciclu	N;PSSD;MASC;PL	N;INDF;FEM;PL
מחזורי	ciclurile	מחזור	ciclu	N;PSSD;MASC;PL	N;DEF;FEM;PL
שניידר	schneider	שניידר	schneider	PROPN	N;INDF;MASC;SG
שניידר	snyder	שניידר	snyder	PROPN	PROPN
פורטו	porto	פורט	porto	PROPN	PROPN
פורטו	puerto	פורט	puerto	PROPN	N;INDF;MASC;SG
ונג	vang	ונג	vang	PROPN	N;INDF;MASC;SG
הרך	moi	הרך	moale		ADJ;INDF;PL
נעצרה	oprit	נעצר	opri	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נעצרה	arestata	נעצר	aresta	V;FEM;SG;3;PST;MID	N;DEF;FEM;SG
נעצרה	arestat	נעצר	aresta	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
מקראית	biblic	מקראי	biblic	PROPN	ADJ;INDF;MASC;SG
מקראית	biblice	מקראי	biblic	PROPN	ADJ;INDF;FEM;PL
הנשמה	sufletul	הנשמה	suflet		N;DEF;MASC;SG
הנשמה	suflet	הנשמה	suflet		N;INDF;MASC;SG
הנשמה	soul	הנשמה	sou		N;INDF;MASC;SG
פוטין	putin	פוטין	putin	PROPN	
סופו	final	סופה	final		N;INDF;MASC;SG
מנגנוני	mecanismele	מנגנון	mecanism	PROPN	N;DEF;FEM;PL
מנגנוני	mecanisme	מנגנון	mecanism	PROPN	N;INDF;FEM;PL
בנקים	banks	בנק	banks	N;MASC;PL	PROPN
חמד	hamad	חמד	hamad	PROPN	PROPN
תאורטית	teoretice	תאורטית	teoretic	ADV	ADJ;INDF;FEM;PL
תאורטית	teoretica	תאורטית	teoretică	ADV	N;DEF;FEM;SG
קתולים	catolica	קתולי	catolică	N;MASC;PL	N;DEF;FEM;SG
קתולים	catolica	קתולי	catolică	N;MASC;PL	N;DEF;FEM;SG
קתולים	catolic	קתולי	catolic	N;MASC;PL	ADJ;INDF;MASC;SG
מוכשר	talentati	מוכשר	talentati	ADJ;MASC;SG	ADJ;INDF;MASC;PL
מצטער	scuze	הצטער	scuză	V;MASC;SG;V.PTCP	N;INDF;FEM;PL
עדנה	edna	עדנה	ednă	PROPN	PROPN
ברט	bert	ברט	bert	PROPN	PROPN
ברט	bret	ברט	bret	PROPN	PROPN
ברט	brett	ברט	brett	PROPN	PROPN
ברט	burt	ברט	burt	PROPN	PROPN
סורי	sirian	סורי	sirian	PROPN	ADJ;INDF;MASC;SG
סורי	suri	סורי	suri	PROPN	
אלטרנטיבי	alternative	אלטרנטיבי	alternativ	PROPN	ADJ;INDF;FEM;PL
אלטרנטיבי	alternativa	אלטרנטיבי	alternativă	PROPN	N;DEF;FEM;SG
אלטרנטיבי	alternativ	אלטרנטיבי	alternativ	PROPN	ADV
אלטרנטיבי	alternativa	אלטרנטיבי	alternativă	PROPN	N;DEF;FEM;SG
אלטרנטיבי	supleant	אלטרנטיבי	supleant	PROPN	N;INDF;MASC;SG
אלטרנטיבי	alternativ	אלטרנטיבי	alternativ	PROPN	ADV
פסיכולוגית	psihologic	פסיכולוג	psihologic	N	ADJ;INDF;MASC;SG
פסיכולוגית	psihologice	פסיכולוג	psihologic	N	ADJ;INDF;FEM;PL
פסיכולוגית	psihologic	פסיכולוג	psihologic	N	ADJ;INDF;MASC;SG
גרנד	grand	גרנד	grand	PROPN	N;INDF;MASC;SG
השקיעה	apus	השקיע	apus	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
השקיעה	sunset	השקיע	sunset	V;FEM;SG;3;PST;ACT	N;INDF;MASC;SG
קוני	connie	קונה	connie	PROPN	N;INDF;MASC;SG
מוזס	moise	מוזס	moi	PROPN	V;IND;SG;3;PST+PRF;FIN
מוזס	moses	מוזס	moses	PROPN	PROPN
ענקית	imensa	ענקי	imens	ADV	ADJ;DEF;FEM;SG
ענקית	imens	ענקי	imens	ADV	ADJ;INDF;MASC;SG
ענקית	gigant	ענקי	gigant	ADV	N;INDF;MASC;SG
ענקית	urias	ענקי	urias	ADV	ADJ;INDF;MASC;SG
פרסמו	postata	פרסם	postat	V;PL;3;PST;ACT	N;DEF;FEM;SG
פרסמו	postat	פרסם	posta	V;PL;3;PST;ACT	ADJ;INDF;MASC;SG
ליטאי	lituaniana	ליטאי	lituaniană	PROPN	N;DEF;FEM;SG
ואט	watt	ואט	watt	PROPN	PROPN
ואט	wat	ואט	wat	PROPN	PROPN
ואט	tva	ואט	tva	PROPN	N;INDF;MASC;SG
הילה	aura	הילה	aură	PROPN	N;DEF;FEM;SG
הילה	aura	הילה	aură	PROPN	N;DEF;FEM;SG
הילה	halo	הילה	halo	PROPN	N;INDF;MASC;SG
עוצר	opreste	עוצר	opri		V;IND;SG;3;PRS;FIN
עוצר	oprirea	עוצר	oprire		N;DEF;FEM;SG
עוצר	oprire	עוצר	oprire		N;INDF;FEM;SG
תהילים	psalmul	תהיל	psalm	N;MASC;PL	N;DEF;MASC;SG
שעשועים	amuzament	שעשוע	amuzament	N;MASC;PL	N;INDF;MASC;SG
סמינר	seminar	סמינר	seminar	PROPN	N;INDF;MASC;SG
סמינר	seminarul	סמינר	seminar	PROPN	N;DEF;MASC;SG
ווסט	west	וסט	west	PROPN	PROPN
ווסט	vest	וסט	vest	PROPN	N;INDF;MASC;SG
ווסט	occident	וסט	occident	PROPN	N;INDF;MASC;SG
ווסט	vestul	וסט	vest	PROPN	N;DEF;MASC;SG
ללכוד	capturarea	ללכוד	capturare	V;NFIN;ACT	N;DEF;FEM;SG
ללכוד	captura	ללכוד	captură	V;NFIN;ACT	N;DEF;FEM;SG
ללכוד	captura	ללכוד	captură	V;NFIN;ACT	N;DEF;FEM;SG
ללכוד	capturare	ללכוד	capturare	V;NFIN;ACT	N;INDF;FEM;SG
ללכוד	captare	ללכוד	captare	V;NFIN;ACT	N;INDF;FEM;SG
מטריצה	matrice	הטריץ	matric	PROPN	N;INDF;FEM;SG
מטריצה	matrix	הטריץ	matrix	PROPN	N;INDF;MASC;SG
מטריצה	matricea	הטריץ	matrice	PROPN	N;DEF;FEM;SG
סרי	sri	סרי	sru	PROPN	N
סקס	sexul	סקס	sex		N;DEF;MASC;SG
סקס	sex	סקס	sex		N;INDF;MASC;SG
סיר	potul	סיר	pot	PROPN	N;DEF;MASC;SG
סיר	oala	סיר	oală	PROPN	N;DEF;FEM;SG
סיר	oala	סיר	oală	PROPN	N;DEF;FEM;SG
מזכירה	secretarul	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;DEF;MASC;SG
מזכירה	secretara	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
מזכירה	secretar	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;INDF;MASC;SG
מזכירה	secretara	הזכיר	secretar	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
הגלקסיה	galaxie	הגלקסיה	galaxie	PROPN	N;INDF;FEM;SG
הגלקסיה	galaxia	הגלקסיה	galaxia	PROPN	N;DEF;FEM;SG
הגלקסיה	galaxy	הגלקסיה	galaxy	PROPN	N;INDF;MASC;SG
האחוזה	conac	האחוזה	conac	PROPN	N;INDF;MASC;SG
האחוזה	conacul	האחוזה	conac	PROPN	N;DEF;MASC;SG
צלפים	capere	צלף	capere	N;MASC;PL	N;INDF;FEM;SG
אבד	pierdut	אבד	pierdut	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
אבד	pierdute	אבד	pierdut	V;MASC;SG;3;PST	ADJ;INDF;FEM;PL
אבד	pierduta	אבד	pierdut	V;MASC;SG;3;PST	ADJ;DEF;FEM;SG
אבד	lost	אבד	lost	V;MASC;SG;3;PST	N;INDF;MASC;SG
אנדרסן	andersen	אנדרסן	andersen	PROPN	PROPN
בהריון	gravida	בהריון	gravida	PROPN	N;DEF;FEM;SG
בהריון	insarcinata	בהריון	insarcinat	PROPN	N;DEF;FEM;SG
בהריון	gravida	בהריון	gravida	PROPN	N;DEF;FEM;SG
בהריון	insarcinata	בהריון	insarcinat	PROPN	N;DEF;FEM;SG
אייאקס	ajax	אייאקס	ajax	PROPN	N;INDF;MASC;SG
הארכיבישוף	arhiepiscopul	הארכיבישוף	arhiepiscop	PROPN	N;DEF;MASC;SG
הארכיבישוף	arhiepiscop	הארכיבישוף	arhiepiscop	PROPN	N;INDF;MASC;SG
הארכיבישוף	arhiepiscopia	הארכיבישוף	arhiepiscopie	PROPN	N;DEF;FEM;SG
לוחמת	razboinic	לוחם	razboinic	N;FEM;SG	ADJ;INDF;MASC;SG
לוחמת	razboinic	לוחם	razboinic	N;FEM;SG	ADJ;INDF;MASC;SG
אסלאם	islamul	אסלאם	islam	PROPN	N;DEF;MASC;SG
אסלאם	islamului	אסלאם	islam	PROPN	N;DEF;MASC;SG
אסלאם	islam	אסלאם	islam	PROPN	N;INDF;MASC;SG
הלסינקי	helsinki	הלסינקי	helsinki	PROPN	PROPN
גיטריסט	chitarist	גיטריסט	chitarist	PROPN	N;INDF;MASC;SG
גיטריסט	chitaristul	גיטריסט	chitarist	PROPN	N;DEF;MASC;SG
מוגברת	crescuta	מוגבר	crescut	V;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
מוגברת	majorat	מוגבר	majorat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
התוקף	atacatorul	התוקף	atacator	V;MASC;SG;3;PST	N;DEF;MASC;SG
התוקף	atacator	התוקף	atacator	V;MASC;SG;3;PST	N;INDF;MASC;SG
פיני	finney	פיני	finney	PROPN	PROPN
פיני	finlandez	פיני	finlandez	PROPN	ADJ;INDF;MASC;SG
פיני	finlandeza	פיני	finlandez	PROPN	ADJ;DEF;FEM;SG
דרישת	cerinta	דרישה	cerintă	N;PSSD;FEM;SG	N;DEF;FEM;SG
דרישת	cerinta	דרישה	cerintă	N;PSSD;FEM;SG	N;DEF;FEM;SG
משולם	platite	משולם	platit	PROPN	ADJ;INDF;FEM;PL
משולם	platit	משולם	platit	PROPN	ADJ;INDF;MASC;SG
משולם	platit	משולם	platit	PROPN	ADJ;INDF;MASC;SG
משולם	platita	משולם	platită	PROPN	N;DEF;FEM;SG
פג	pegg	פג	pegg		PROPN
האוס	house	האוס	hou	PROPN	N;INDF;MASC;SG
האוס	casa	האוס	casă	PROPN	N;DEF;FEM;SG
האוס	casa	האוס	casă	PROPN	N;DEF;FEM;SG
מסתובב	rotativa	מסתובב	rotativa	V;MASC;SG;V.PTCP	N;DEF;FEM;SG
ריבית	dobanzi	ריבית	doband	N;FEM;SG	N;INDF;FEM;PL
ריבית	interese	ריבית	interes	N;FEM;SG	N;INDF;FEM;PL
מלכותי	regal	מלכותי	regal	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	regal	מלכותי	regal	N;MASC;SG	ADJ;INDF;MASC;SG
מלכותי	regala	מלכותי	regală	N;MASC;SG	ADJ;DEF;FEM;SG
קלאודיוס	claudius	קלאודיוס	claudius	PROPN	PROPN
רשומות	records	רשם	records	N;FEM;PL	N;INDF;MASC;SG
רשומות	inscrieri	רשם	inscriere	N;FEM;PL	
פלויד	floyd	פלויד	floyd	PROPN	PROPN
רלוונטית	relevanta	רלוונטי	relevant	ADJ;FEM;SG	N;DEF;FEM;SG
רלוונטית	relevante	רלוונטי	relevant	ADJ;FEM;SG	ADJ;INDF;FEM;PL
קונה	cumparator	קנה	cumparator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
קונה	cumparatorul	קנה	cumparator	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
קונה	cumparare	קנה	cumparare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
קונה	cumpar	קנה	cumpar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
קונה	cumparare	קנה	cumparare	V;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
המוקד	expediere	המוקד	expediere		N;INDF;FEM;SG
המוקד	dispecer	המוקד	dispecer		N;INDF;MASC;SG
המוקד	dispeceratul	המוקד	dispecerat		N;DEF;MASC;SG
הדפדפן	navigator	הדפדפן	navigator	PROPN	N;INDF;MASC;SG
הדפדפן	browserul	הדפדפן	browser	PROPN	N;DEF;MASC;SG
הדפדפן	browser	הדפדפן	browser	PROPN	N;INDF;MASC;SG
מייצרת	produce	ייצר	produce	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
זכאים	eligibil	זכאי	eligibil	ADJ;MASC;PL	ADJ;INDF;MASC;SG
זכאים	eligibila	זכאי	eligibil	ADJ;MASC;PL	N;DEF;FEM;SG
זכאים	intitulat	זכאי	intitulat	ADJ;MASC;PL	ADJ;INDF;MASC;SG
חוסייני	husseini	חוסייני	hussein	PROPN	
תנין	aligator	תנין	aligator	PROPN	N;INDF;MASC;SG
תנין	crocodil	תנין	crocodil	PROPN	N;INDF;MASC;SG
מותג	brand	מותג	brand	PROPN	N;INDF;MASC;SG
מותג	marca	מותג	marcă	PROPN	N;DEF;FEM;SG
מותג	marca	מותג	marcă	PROPN	N;DEF;FEM;SG
שין	shin	שין	shin	PROPN	N;INDF;MASC;SG
התבטא	articulat	התבטא	articula	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
מוקפת	inconjurat	הוקף	inconjura	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מוקפת	inconjurata	הוקף	inconjurat	V;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
מוקפת	inconjurat	הוקף	inconjura	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ביקורתית	critica	ביקורתי	critică	ADV	N;DEF;FEM;SG
ביקורתית	critic	ביקורתי	critic	ADV	ADJ;INDF;MASC;SG
ביקורתית	critica	ביקורתי	critică	ADV	N;DEF;FEM;SG
ביקורתית	critice	ביקורתי	critic	ADV	ADJ;INDF;FEM;PL
יוספוס	josephus	יוספוס	josephus	PROPN	PROPN
סרג	serge	סרג	serge	PROPN	PROPN
עיצורים	consoana	עיצורים	consoană	N;MASC;PL	N;DEF;FEM;SG
פציעות	rani	פציעה	rană	N;FEM;PL	
פלאש	flash	פלאש	flash	PROPN	N;INDF;MASC;SG
מצויין	excelent	צוין	excelent	V;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבת	integrate	משולב	integra	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
משולבת	integrat	משולב	integrat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
משולבת	integrata	משולב	integrat	V;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
סגולה	purpuriu	סגולה	purpuriu	PROPN	ADV
סגולה	mov	סגולה	mov	PROPN	ADJ
סגולה	violet	סגולה	violet	PROPN	N;INDF;MASC;SG
מלאי	inventar	מלאי	inventar		N;INDF;MASC;SG
מלאי	inventarul	מלאי	inventar		N;DEF;MASC;SG
מלאי	stocul	מלאי	stoc		N;DEF;MASC;SG
מלאי	stoc	מלאי	stoc		N;INDF;MASC;SG
האגן	hagen	האגן	hagen	PROPN	PROPN
אלברטו	alberto	אלברטו	alberto	PROPN	PROPN
שיטתי	sistematice	שיטתי	sistematic	ADJ;MASC;SG	ADJ;INDF;FEM;PL
שיטתי	sistematica	שיטתי	sistematică	ADJ;MASC;SG	N;DEF;FEM;SG
שיטתי	sistematic	שיטתי	sistematic	ADJ;MASC;SG	ADV
שיטתי	metodic	שיטתי	metodic	ADJ;MASC;SG	ADV
ליר	lear	ליר	lear	PROPN	
לילות	nopti	לילה	nopt	N;MASC;PL	
לילות	nopti	לילה	nopt	N;MASC;PL	
בובה	baby	בובה	baby	N;FEM;SG	
בובה	bebe	בובה	bebe	N;FEM;SG	
מארס	marte	מרס	marte	PROPN	
מארס	mars	מרס	mars	PROPN	N;INDF;MASC;SG
משנית	secundar	משנית	secundar		ADJ;INDF;MASC;SG
משנית	secundara	משנית	secundar		ADJ;DEF;FEM;SG
משנית	secundare	משנית	secundar		ADJ;INDF;FEM;PL
דיאלוג	dialoguri	דיאלוג	dialog	N;MASC;SG	N;INDF;FEM;PL
דיאלוג	dialoguri	דיאלוג	dialog	N;MASC;SG	N;INDF;FEM;PL
מודיע	informatorul	הודיע	informator	V;MASC;SG;V.PTCP;ACT	N;DEF;MASC;SG
מודיע	informator	הודיע	informator	V;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
אינטרס	dobanzi	אינטרס	doband	N;MASC;SG	N;INDF;FEM;PL
אינטרס	interese	אינטרס	interes	N;MASC;SG	N;INDF;FEM;PL
סייד	sayed	סייד	sayed	PROPN	
סייד	lateral	סייד	lateral	PROPN	ADV
סייד	side	סייד	side	PROPN	
חריגה	neobisnuit	חריגה	neobisnuit	N;FEM;SG	ADJ;INDF;MASC;SG
חריגה	neobisnuit	חריגה	neobisnuit	N;FEM;SG	ADJ;INDF;MASC;SG
דובי	dobby	דובי	dobby	PROPN	
שגיא	sagi	שגיא	sag		N;INDF;MASC;SG
הסף	pragul	הסף	prag		N;DEF;MASC;SG
הסף	prag	הסף	prag		N;INDF;MASC;SG
שריפת	ard	שריפה	arde	N;FEM;SG	V;IND;PL;3;PRS;FIN
שריפת	arzand	שריפה	arzand	N;FEM;SG	ADJ;INDF;MASC;SG
דאון	jos	דאון	jos	PROPN	ADV
דאון	dawn	דאון	dawn	PROPN	PROPN
דאון	zorii	דאון	zori	PROPN	N;DEF;MASC;PL
דאון	zori	דאון	zori	PROPN	
דאון	planor	דאון	planor	PROPN	N;INDF;MASC;SG
לינארי	liniar	לינארי	liniar	PROPN	ADJ;INDF;MASC;SG
לינארי	liniare	לינארי	liniar	PROPN	ADJ;INDF;FEM;PL
לינארי	liniara	לינארי	liniară	PROPN	ADJ;DEF;FEM;SG
מזמור	imn	מזמור	imn	PROPN	N;INDF;MASC;SG
מזמור	psalmul	מזמור	psalm	PROPN	N;DEF;MASC;SG
זאוס	zeus	זאוס	zeu	PROPN	N;INDF;MASC;SG
שנפל	cazut	שנפל	caze		ADJ;INDF;MASC;SG
שנפל	cazuta	שנפל	cazut		ADJ;DEF;FEM;SG
שנפל	cazut	שנפל	caze		ADJ;INDF;MASC;SG
רולינג	rolling	רולינג	rolling	PROPN	PROPN
רולינג	rulare	רולינג	rulare	PROPN	N;INDF;FEM;SG
רולינג	laminare	רולינג	laminar	PROPN	N;INDF;FEM;SG
הלר	heller	הלר	heller	PROPN	PROPN
קונסטנטינופול	constantinopol	קונסטנטינופול	constantinopol	PROPN	N;INDF;MASC;SG
מקבלי	beneficiarii	מקבל	beneficiar	N;PSSD;MASC;PL	N;DEF;MASC;PL
מקבלי	beneficiarilor	מקבל	beneficiar	N;PSSD;MASC;PL	N;DEF;MASC;PL
החוזר	reluare	החוזר	reluare	ADV	N;INDF;FEM;SG
נראתה	vazute	נראה	vazut	V;FEM;SG;3;PST;MID	ADJ;INDF;FEM;PL
נראתה	vazut	נראה	vaz	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נראתה	vazut	נראה	vaz	V;FEM;SG;3;PST;MID	ADJ;INDF;MASC;SG
נראתה	vazuta	נראה	vazut	V;FEM;SG;3;PST;MID	ADJ;DEF;FEM;SG
טרנס	terrence	טרנס	terrenc	PROPN	PROPN
טרנס	trans	טרנס	trans	PROPN	
טרנס	terence	טרנס	terenc	PROPN	PROPN
הכלה	mireasa	הכלה	mireasă		N;DEF;FEM;SG
הכלה	mireasa	הכלה	mireasă		N;DEF;FEM;SG
אכפת	minte	אכפת	minte		N;INDF;FEM;SG
אכפת	mintea	אכפת	minte		N;DEF;FEM;SG
אכפת	ingrijire	אכפת	ingrijire		N;INDF;FEM;SG
אכפת	ingrijire	אכפת	ingrijire		N;INDF;FEM;SG
אכפת	grija	אכפת	grijă		N;DEF;FEM;SG
ואלי	valea	ואלי	vale	PROPN	N;DEF;FEM;SG
ואלי	valley	ואלי	valley	PROPN	PROPN
ואלי	vale	ואלי	vale	PROPN	N;INDF;FEM;SG
מקסוול	maxwell	מקסוול	maxwell	PROPN	PROPN
הקוראן	coran	הקוראן	coran	PROPN	
הקוראן	coranul	הקוראן	coran	PROPN	N;DEF;MASC;SG
סונג	cantat	סונג	canta	PROPN	
סונג	sung	סונג	sung	PROPN	PROPN
שתייה	bea	שתייה	bea	N;FEM;SG	
שתייה	bauturile	שתייה	baut	N;FEM;SG	N;DEF;FEM;PL
שתייה	bauturi	שתייה	baut	N;FEM;SG	N;INDF;FEM;PL
שתייה	bauturi	שתייה	baut	N;FEM;SG	N;INDF;FEM;PL
יארד	yarzi	יארד	yard	PROPN	
לודז	lodz	לודז	lodz	PROPN	PROPN
פלא	minune	פלא	minune	N;MASC;SG	
פלא	wonder	פלא	wonder	N;MASC;SG	PROPN
שימושית	util	שימושית	util	ADV	ADJ;INDF;MASC;SG
שימושית	folositor	שימושית	folositor	ADV	ADJ;INDF;MASC;SG
