και	si	και	sine	CONJ	
άγρια	sălbatic	άγρια	sălbatic	N;NOM;NEUT;PL	ADV
άγρια	sălbatice	άγρια	sălbatic	N;NOM;NEUT;PL	ADJ;INDF;FEM;PL
μαρίνα	marina	μαρίνα	marină	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
πτέρυγα	ward	πτέρυγα	ward	N;NOM;FEM;SG	PROPN
πτέρυγα	aripă	πτέρυγα	aripă	N;NOM;FEM;SG	N;INDF;FEM;SG
πτέρυγα	wing	πτέρυγα	wing	N;NOM;FEM;SG	PROPN
πτέρυγα	aripa	πτέρυγα	aripă	N;NOM;FEM;SG	N;DEF;FEM;SG
υποψήφια	candidată	υποψήφιος	candidată	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
υποψήφια	candidatul	υποψήφιος	candidat	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
υποψήφια	candidat	υποψήφιος	candidat	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
εκμετάλλευση	exploatarea	εκμετάλλευση	exploatare	N;NOM;FEM;SG	N;DEF;FEM;SG
εκμετάλλευση	exploatare	εκμετάλλευση	exploatare	N;NOM;FEM;SG	N;INDF;FEM;SG
ανώτατη	supreme	ανώτερος	suprem	ADJ;NOM;CMPR;FEM;SG	
ανώτατη	supremă	ανώτερος	suprem	ADJ;NOM;CMPR;FEM;SG	ADJ;INDF;FEM;SG
ανώτατη	suprema	ανώτερος	suprem	ADJ;NOM;CMPR;FEM;SG	ADJ;DEF;FEM;SG
ανώτατη	suprem	ανώτερος	suprem	ADJ;NOM;CMPR;FEM;SG	ADJ;INDF;MASC;SG
σοσιαλιστικό	socialistă	σοσιαλιστικός	socialist	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
σοσιαλιστικό	socialist	σοσιαλιστικός	socialist	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
σοσιαλιστικό	socialiste	σοσιαλιστικός	socialist	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
διάσημος	celebră	διάσημος	celebră	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
διάσημος	faimoasă	διάσημος	faimos	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
διάσημος	faimos	διάσημος	faimos	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
διάσημος	celebru	διάσημος	celebru	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
διάσημος	celebritate	διάσημος	celebritate	N;NOM;MASC;SG	N;INDF;FEM;SG
διάσημος	celebritatea	διάσημος	celebritate	N;NOM;MASC;SG	N;DEF;FEM;SG
νυν	actual	νυν	actual	N	ADJ;INDF;MASC;SG
νυν	actuală	νυν	actual	N	ADJ;INDF;FEM;SG
συνεχίζεται	continuăm	συνεχίζω	continua	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PL;1;PRS;FIN
συνεχίζεται	continuam	συνεχίζω	continua	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;1;IPFV;FIN
συνεχίζεται	continuat	συνεχίζω	continua	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
χτισμένο	construite	χτίζω	construit	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
χτισμένο	construita	χτίζω	construita	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;DEF;FEM;SG
χτισμένο	construit	χτίζω	construi	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
χτισμένο	construită	χτίζω	construi	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
προετοιμασία	pregătiri	προετοιμασία	pregătire	N;ACC;FEM;SG	N;INDF;FEM;PL
προετοιμασία	pregatire	προετοιμασία	pregatire	N;ACC;FEM;SG	N;INDF;FEM;SG
προετοιμασία	pregătire	προετοιμασία	pregătire	N;ACC;FEM;SG	N;INDF;FEM;SG
προετοιμασία	pregătirea	προετοιμασία	pregătire	N;ACC;FEM;SG	N;DEF;FEM;SG
προετοιμασία	pregătiți	προετοιμασία	pregăti	N;ACC;FEM;SG	V;IND;PL;2;IPFV;FIN
προετοιμασία	pregătirea	προετοιμασία	pregătire	N;ACC;FEM;SG	N;DEF;FEM;SG
τουρκικό	turci	τουρκικός	turc	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
τουρκικό	turcă	τουρκικός	turc	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
μαυροβουνίου	muntenegrean	μαυροβούνιο	muntenegrean	PROPN;GEN;NEUT;SG	ADV
σύγχυση	confuzia	σύγχυση	confuzie	N;ACC;FEM;SG	N;DEF;FEM;SG
σύγχυση	confuzie	σύγχυση	confuzie	N;ACC;FEM;SG	N;INDF;FEM;SG
σύγχυση	confuzii	σύγχυση	confuz	N;ACC;FEM;SG	N;INDF;FEM;PL
σύγχυση	derutat	σύγχυση	deruta	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
σύγχυση	confuzi	σύγχυση	confuz	N;ACC;FEM;SG	
σύγχυση	confuz	σύγχυση	confuz	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
σύγχυση	confuză	σύγχυση	confuz	N;ACC;FEM;SG	ADJ;INDF;FEM;SG
σύγχυση	confuză	σύγχυση	confuz	N;ACC;FEM;SG	ADJ;INDF;FEM;SG
σύγχυση	derutant	σύγχυση	derutant	N;ACC;FEM;SG	ADV
σύγχυση	confuze	σύγχυση	confuz	N;ACC;FEM;SG	ADJ;INDF;FEM;PL
σύγχυση	confuz	σύγχυση	confuz	N;ACC;FEM;SG	ADJ;INDF;MASC;SG
μάρτυρες	martorii	μάρτυρας	martor	N;NOM;MASC;PL	N;DEF;MASC;PL
καβάλα	kavala	καβάλος	kavala	PROPN;ACC;FEM;SG	N;DEF;FEM;SG
καβάλα	călărind	καβάλος	călări	PROPN;ACC;FEM;SG	V;V.MSDR
καβάλα	plimbare	καβάλος	plimbare	PROPN;ACC;FEM;SG	N;INDF;FEM;SG
καβάλα	ride	καβάλος	rid	PROPN;ACC;FEM;SG	
βιολί	vioară	βιολί	vioar	N;NOM;NEUT;SG	N;INDF;FEM;SG
βιολί	vioara	βιολί	vioară	N;NOM;NEUT;SG	N;DEF;FEM;SG
αγάλματα	statuile	άγαλμα	stat	N;NOM;NEUT;PL	N;DEF;FEM;PL
μάθει	învățat	μαθαίνω	învăța	V;PFV;NFIN;ACT	ADJ;INDF;MASC;SG
μάθει	invatat	μαθαίνω	invata	V;PFV;NFIN;ACT	ADJ;INDF;MASC;SG
ντέιβις	davis	ντέιβις	davis		PROPN
ντέιβις	davies	ντέιβις	davies		PROPN
δίπλωμα	diploma	δίπλωμα	diploma	N;NOM;NEUT;SG	N;DEF;FEM;SG
δίπλωμα	diplomă	δίπλωμα	diplomă	N;NOM;NEUT;SG	N;INDF;FEM;SG
δίπλωμα	licență	δίπλωμα	licență	N;NOM;NEUT;SG	N;INDF;FEM;SG
δίπλωμα	licența	δίπλωμα	licență	N;NOM;NEUT;SG	N;DEF;FEM;SG
δίπλωμα	licenta	δίπλωμα	licentă	N;NOM;NEUT;SG	N;DEF;FEM;SG
κόλπος	vaginul	κόλπος	vagin	N;NOM;MASC;SG	N;DEF;MASC;SG
κόλπος	vaginului	κόλπος	vagin	N;NOM;MASC;SG	N;DEF;MASC;SG
κόλπος	golful	κόλπος	golf	N;NOM;MASC;SG	N;DEF;MASC;SG
κόλπος	golful	κόλπος	golf	N;NOM;MASC;SG	N;DEF;MASC;SG
κόλπος	bay	κόλπος	bay	N;NOM;MASC;SG	PROPN
ιδεολογία	ideologia	ιδεολογία	ideologie	N;NOM;FEM;SG	N;DEF;FEM;SG
ιδεολογία	ideologie	ιδεολογία	ideologie	N;NOM;FEM;SG	N;INDF;FEM;SG
κατερίνα	katerina	κατερίνα	katerina	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
κατερίνα	caterina	κατερίνα	caterină	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
κατερίνα	catherine	κατερίνα	catherină	PROPN;NOM;FEM;SG	PROPN
κατερίνα	ecaterina	κατερίνα	ecaterină	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
κατερίνα	caterina	κατερίνα	caterină	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
ματ	matt	ματ	matt	N	PROPN
ματ	checkmate	ματ	checkma	N	ADJ;INDF;FEM;PL
ίση	egali	ίσος	egal	N;NOM;FEM;SG	ADJ;INDF;MASC;PL
ίση	egal	ίσος	egal	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
ίση	egală	ίσος	egal	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
ίση	egale	ίσος	egal	N;NOM;FEM;SG	ADJ;INDF;FEM;PL
ίση	egala	ίσος	egală	N;NOM;FEM;SG	ADJ;DEF;FEM;SG
αναστάσιος	anastasios	αναστάσιος	anastasios	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
μίλαν	milan	μίλα	milan		PROPN
μίλαν	milano	μίλα	milano		PROPN
οδυσσέας	ulise	οδυσσέας	uli	PROPN;NOM;MASC;SG	PROPN
οδυσσέας	ulise	οδυσσέας	uli	PROPN;NOM;MASC;SG	PROPN
οδυσσέας	odyssey	οδυσσέας	odyssey	PROPN;NOM;MASC;SG	PROPN
συντάκτης	editorul	συντάκτης	editor	N;NOM;MASC;SG	N;DEF;MASC;SG
συντάκτης	autorul	συντάκτης	autor	N;NOM;MASC;SG	N;DEF;MASC;SG
τρόπαιο	trofeul	τρόπαιο	trofeu	N;NOM;NEUT;SG	N;DEF;MASC;SG
αυγά	oua	αυγά	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
αυγά	ouăle	αυγά	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
σέρβοι	sârbi	σέρβος	sârb	PROPN;NOM;MASC;PL	N;INDF;MASC;PL
σέρβοι	sârbii	σέρβος	sârb	PROPN;NOM;MASC;PL	N;DEF;MASC;PL
σέρβοι	sârbilor	σέρβος	sârb	PROPN;NOM;MASC;PL	N;DEF;MASC;PL
σέρβοι	sârbi	σέρβος	sârb	PROPN;NOM;MASC;PL	N;INDF;MASC;PL
σέρβοι	sârbii	σέρβος	sârb	PROPN;NOM;MASC;PL	N;DEF;MASC;PL
κεφάλαια	fondurile	κεφάλαιο	fond	N;NOM;NEUT;PL	N;DEF;FEM;PL
κεφάλαια	capitolele	κεφάλαιο	capitol	N;NOM;NEUT;PL	N;DEF;FEM;PL
ζώο	animalul	ζώο	animal	N;NOM;NEUT;SG	N;DEF;MASC;SG
χλωρίδα	flora	χλωρίδα	flor	N;NOM;FEM;SG	N;DEF;FEM;SG
καθορίζει	determină	καθορίζω	determina	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PST;FIN
μέταλλο	metale	μέταλλο	metal	N;NOM;NEUT;SG	N;INDF;FEM;PL
μέταλλο	metalul	μέταλλο	metal	N;NOM;NEUT;SG	N;DEF;MASC;SG
μέταλλο	metalic	μέταλλο	metalic	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ένταξη	aderarea	ένταξη	aderare	N;ACC;FEM;SG	N;DEF;FEM;SG
ένταξη	aderării	ένταξη	aderare	N;ACC;FEM;SG	N;DEF;FEM;SG
ένταξη	aderare	ένταξη	aderare	N;ACC;FEM;SG	N;INDF;FEM;SG
ένταξη	integrare	ένταξη	integrare	N;ACC;FEM;SG	N;INDF;FEM;SG
ένταξη	integrarea	ένταξη	integrare	N;ACC;FEM;SG	N;DEF;FEM;SG
ντο	doe	ντο	doe		
δηλώσεις	declarațiile	δήλωση	declarație	N;NOM;FEM;PL	N;DEF;FEM;PL
δηλώσεις	declaratiile	δήλωση	declaratie	N;NOM;FEM;PL	N;DEF;FEM;PL
στενό	înguste	στενός	îngust	N;NOM;NEUT;SG	ADJ;INDF;FEM;PL
στενό	îngustă	στενός	îngust	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
στενό	restrânge	στενός	restrânge	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
στενό	îngust	στενός	îngust	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
διπλή	dubla	διπλός	dublu	NUM;NOM;FEM;SG	ADJ;DEF;FEM;SG
διπλή	dublă	διπλός	dublu	NUM;NOM;FEM;SG	ADJ;INDF;FEM;SG
διπλή	dublu	διπλός	dublu	NUM;NOM;FEM;SG	ADJ;INDF;MASC;SG
διπλή	duble	διπλός	dublu	NUM;NOM;FEM;SG	N;INDF;FEM;PL
αστρονομία	astronomie	αστρονομία	astronomie	N;NOM;FEM;SG	N;INDF;FEM;SG
κορίτσια	fetele	κορίτσι	fată	N;NOM;NEUT;PL	N;DEF;FEM;PL
κορίτσια	girls	κορίτσι	girls	N;NOM;NEUT;PL	N;INDF;MASC;SG
κορίτσια	fetelor	κορίτσι	fată	N;NOM;NEUT;PL	N;DEF;FEM;PL
τετράγωνο	blochează	τετράγωνος	bloca	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
αέρια	gaz	αέριος	gaz	N;NOM;NEUT;PL	N;INDF;MASC;SG
αέρια	gazele	αέριος	gaz	N;NOM;NEUT;PL	N;DEF;FEM;PL
πάολο	paulo	πάολος	paulo		PROPN
πάολο	paolo	πάολος	paolo		PROPN
μεταρρύθμιση	reformei	μεταρρύθμιση	reformă	N;NOM;FEM;SG	N;DEF;FEM;SG
μεταρρύθμιση	reforma	μεταρρύθμιση	reformă	N;NOM;FEM;SG	N;DEF;FEM;SG
μεταρρύθμιση	reformă	μεταρρύθμιση	reformă	N;NOM;FEM;SG	N;INDF;FEM;SG
καθημερινά	daily	καθημερινά	daily	ADV	N;INDF;MASC;SG
αίγυπτος	egipt	αίγυπτος	egipt	PROPN;NOM;NEUT;SG	PROPN
αίγυπτος	egiptul	αίγυπτος	egipt	PROPN;NOM;NEUT;SG	N;DEF;MASC;SG
αισθητική	estetica	αισθητικός	estetică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
αισθητική	estetică	αισθητικός	estetic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αισθητική	estetica	αισθητικός	estetică	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
αισθητική	estetice	αισθητικός	estetic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
αισθητική	estetică	αισθητικός	estetic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αισθητική	estetic	αισθητικός	estetic	ADJ;NOM;FEM;SG	ADV
ποιητική	poetică	ποιητικός	poetic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
αναμένεται	așteptat	αναμένω	aștepta	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
αναμένεται	așteptam	αναμένω	aștepta	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;1;IPFV;FIN
όνειρο	visul	όνειρο	vis	N;NOM;NEUT;SG	N;DEF;MASC;SG
όνειρο	visează	όνειρο	visa	N;NOM;NEUT;SG	V;IND;3;PRS;FIN
όνειρο	viseaza	όνειρο	visează	N;NOM;NEUT;SG	V;IND;SG;3;IPFV;FIN
στόμα	gură	στόμα	gură	N;NOM;NEUT;SG	N;INDF;FEM;SG
στόμα	gura	στόμα	gură	N;NOM;NEUT;SG	N;DEF;FEM;SG
στόμα	gurii	στόμα	gură	N;NOM;NEUT;SG	N;DEF;FEM;SG
κοινοβουλευτική	parlamentar	κοινοβουλευτικός	parlamentar	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
κοινοβουλευτική	parlamentară	κοινοβουλευτικός	parlamentar	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
κοινοβουλευτική	parlamentare	κοινοβουλευτικός	parlamentar	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
χονγκ	hong	χονγκ	hong		N;INDF;MASC;SG
νατρίου	sodică	νάτριος	sodic	N;GEN;NEUT;SG	N;INDF;FEM;SG
δικαιοσύνη	dreptate	δικαιοσύνη	dreptate	N;NOM;FEM;SG	N;INDF;FEM;SG
δικαιοσύνη	dreptatea	δικαιοσύνη	dreptate	N;NOM;FEM;SG	N;DEF;FEM;SG
δικαιοσύνη	justiţie	δικαιοσύνη	justiţie	N;NOM;FEM;SG	N;INDF;FEM;SG
δικαιοσύνη	justiție	δικαιοσύνη	justiție	N;NOM;FEM;SG	N;INDF;FEM;SG
στιγμές	momentele	στιγμή	moment	N;NOM;FEM;PL	N;DEF;FEM;PL
τερματοφύλακας	portarul	τερματοφύλακας	portar	N;NOM;MASC;SG	N;DEF;MASC;SG
περιστροφή	rotire	περιστροφή	rotire	N;NOM;FEM;SG	N;INDF;FEM;SG
περιστροφή	rotit	περιστροφή	roti	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
περιστροφή	rotativă	περιστροφή	rotativ	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
περιστροφή	rotire	περιστροφή	rotire	N;NOM;FEM;SG	N;INDF;FEM;SG
περιστροφή	rotație	περιστροφή	rotație	N;NOM;FEM;SG	N;INDF;FEM;SG
περιστροφή	învârte	περιστροφή	învârti	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
περιστροφή	rotire	περιστροφή	rotire	N;NOM;FEM;SG	N;INDF;FEM;SG
γραμματέα	grefierul	γραμματέας	grefier	N;ACC;MASC;SG	N;DEF;MASC;SG
γραμματέα	secretarul	γραμματέας	secretar	N;ACC;MASC;SG	N;DEF;MASC;SG
γραμματέα	secretara	γραμματέας	secretar	N;ACC;MASC;SG	N;DEF;FEM;SG
γραμματέα	secretară	γραμματέας	secreta	N;ACC;MASC;SG	N;INDF;FEM;SG
πυρήνας	nucleul	πυρήνας	nucleu	N;NOM;MASC;SG	N;DEF;MASC;SG
πυρήνας	miezul	πυρήνας	miez	N;NOM;MASC;SG	N;DEF;MASC;SG
επανάληψη	reluarea	επανάληψη	reluare	N;ACC;FEM;SG	N;DEF;FEM;SG
επανάληψη	repet	επανάληψη	repeta	N;ACC;FEM;SG	V;IND;SG;1;PRS;FIN
επανάληψη	repeta	επανάληψη	repeta	N;ACC;FEM;SG	V;IND;SG;3;IPFV;FIN
επανάληψη	repetă	επανάληψη	repeta	N;ACC;FEM;SG	V;IND;SG;3;PST;FIN
υιοθετήθηκε	adoptat	υιοθετώ	adopta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
υιοθετήθηκε	adoptată	υιοθετώ	adopta	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
περιπέτειες	aventurile	περιπέτεια	avent	N;NOM;FEM;PL	N;DEF;FEM;PL
καλαμάτα	kalamata	καλαμάτα	kalamata	PROPN;ACC;FEM;SG	N;DEF;FEM;SG
σαρλ	charles	σαρλ	charles		PROPN
αναπαραγωγή	redarea	αναπαραγωγή	redare	N;NOM;FEM;SG	N;DEF;FEM;SG
αναπαραγωγή	redare	αναπαραγωγή	redare	N;NOM;FEM;SG	N;INDF;FEM;SG
αναπαραγωγή	reproducție	αναπαραγωγή	reproducție	N;NOM;FEM;SG	N;INDF;FEM;SG
αναπαραγωγή	reproducere	αναπαραγωγή	reproducere	N;NOM;FEM;SG	N;INDF;FEM;SG
αναπαραγωγή	reproducere	αναπαραγωγή	reproducere	N;NOM;FEM;SG	N;INDF;FEM;SG
αναπαραγωγή	reproducerea	αναπαραγωγή	reproducere	N;NOM;FEM;SG	N;DEF;FEM;SG
ενιαία	singură	ενιαίος	singur	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ενιαία	single	ενιαίος	single	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
οχήματα	vehiculele	όχημα	vehicul	N;NOM;NEUT;PL	N;DEF;FEM;PL
μπολόνια	bologna	μπολόνια	bolognă	ADV	PROPN
επίκεντρο	epicentrul	επίκεντρο	epicentru	N;NOM;NEUT;SG	N;DEF;MASC;SG
επίκεντρο	epicentrul	επίκεντρο	epicentru	N;NOM;NEUT;SG	N;DEF;MASC;SG
λογοτεχνικό	literară	λογοτεχνικός	literar	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
λογοτεχνικό	literare	λογοτεχνικός	literar	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ταλέντο	talente	ταλέντος	talent	N;NOM;NEUT;SG	N;INDF;FEM;PL
ταλέντο	talentul	ταλέντος	talent	N;NOM;NEUT;SG	N;DEF;MASC;SG
ταλέντο	talentat	ταλέντος	talentat	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
ταλέντο	talentata	ταλέντος	talentat	N;NOM;NEUT;SG	ADJ;DEF;FEM;SG
ταλέντο	talentati	ταλέντος	talentati	N;NOM;NEUT;SG	ADJ;INDF;MASC;PL
ταλέντο	talentată	ταλέντος	talentat	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
μπάντα	trupă	μπάντα	trupă	N;NOM;FEM;SG	N;INDF;FEM;SG
μπάντα	trupa	μπάντα	trupă	N;NOM;FEM;SG	N;DEF;FEM;SG
μπάντα	formație	μπάντα	formație	N;NOM;FEM;SG	N;INDF;FEM;SG
μπάντα	formatie	μπάντα	formatie	N;NOM;FEM;SG	N;INDF;FEM;SG
σεισμό	cutremurul	σεισμός	cutremur	N;NOM;MASC;SG	N;DEF;MASC;SG
τουρισμού	turismul	τουρισμός	turism	N;GEN;MASC;SG	N;DEF;MASC;SG
δακτύλιο	inelul	δακτύλιο	inel	N;NOM;NEUT;SG	N;DEF;MASC;SG
ποσοστά	procentele	ποσοστό	procent	N;NOM;NEUT;PL	N;DEF;FEM;PL
ποσοστά	ratele	ποσοστό	rată	N;NOM;NEUT;PL	N;DEF;FEM;PL
σήματα	semnalele	σήμα	semnal	N;NOM;NEUT;PL	N;DEF;FEM;PL
σήματα	insignele	σήμα	insign	N;NOM;NEUT;PL	N;DEF;FEM;PL
πέτρο	petru	πέτρο	petru	PROPN;ACC;MASC;SG	
πέτρο	peter	πέτρο	peter	PROPN;ACC;MASC;SG	PROPN
πέτρο	petro	πέτρο	petro	PROPN;ACC;MASC;SG	PROPN
αποδειχθεί	dovedite	αποδεικνύω	dovedi	V;PFV;NFIN;PASS	ADJ;INDF;FEM;PL
αποδειχθεί	dovedită	αποδεικνύω	dovedit	V;PFV;NFIN;PASS	ADJ;INDF;FEM;SG
αποδειχθεί	demonstrate	αποδεικνύω	demonstrat	V;PFV;NFIN;PASS	ADJ;INDF;FEM;PL
αποδειχθεί	dovedit	αποδεικνύω	dovedi	V;PFV;NFIN;PASS	ADJ;INDF;MASC;SG
αποδειχθεί	demonstrat	αποδεικνύω	demonstra	V;PFV;NFIN;PASS	ADJ;INDF;MASC;SG
διαγραφεί	șters	διαγραφώ	șters	V;PFV;NFIN;PASS	ADJ;INDF;MASC;SG
διαγραφεί	sters	διαγραφώ	sters	V;PFV;NFIN;PASS	ADJ;INDF;MASC;SG
ατομική	individuală	ατομικός	individual	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ατομική	individ	ατομικός	individ	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ατομική	individuale	ατομικός	individual	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ατομική	atomice	ατομικός	atomic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ατομική	atomică	ατομικός	atomic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ατομική	atomica	ατομικός	atomica	ADJ;NOM;FEM;SG	N;DEF;FEM;SG
άρθουρ	arthur	άρθουρ	arthur	PROPN;NOM;MASC;SG	PROPN
άρθουρ	artur	άρθουρ	artur	PROPN;NOM;MASC;SG	PROPN
συστατικό	constitutiv	συστατικό	constitutiv	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
συστατικό	controale	συστατικό	control	N;NOM;NEUT;SG	N;INDF;FEM;PL
συστατικό	componenta	συστατικό	componenta	N;NOM;NEUT;SG	N;DEF;FEM;SG
συστατικό	componentă	συστατικό	componentă	N;NOM;NEUT;SG	N;INDF;FEM;SG
συστατικό	ingredientul	συστατικό	ingredient	N;NOM;NEUT;SG	N;DEF;MASC;SG
κουζίνα	bucătărie	κουζίνα	bucătărie	N;NOM;FEM;SG	N;INDF;FEM;SG
κουζίνα	bucătărie	κουζίνα	bucătărie	N;NOM;FEM;SG	N;INDF;FEM;SG
κουζίνα	bucataria	κουζίνα	bucatarie	N;NOM;FEM;SG	N;DEF;FEM;SG
κουζίνα	bucatarie	κουζίνα	bucatarie	N;NOM;FEM;SG	N;INDF;FEM;SG
κουζίνα	bucătăria	κουζίνα	bucătărie	N;NOM;FEM;SG	N;DEF;FEM;SG
στρώμα	stratul	στρώμα	strat	N;NOM;NEUT;SG	N;DEF;MASC;SG
στρώμα	saltea	στρώμα	salta	N;NOM;NEUT;SG	N;DEF;FEM;SG
στρώμα	saltele	στρώμα	salt	N;NOM;NEUT;SG	N;DEF;FEM;PL
στρώμα	salteaua	στρώμα	saltea	N;NOM;NEUT;SG	N;DEF;FEM;SG
νόμοι	legile	νόμος	lege	N;NOM;MASC;PL	N;DEF;FEM;PL
στήριξη	sprijinul	στήριξη	sprijin	N;ACC;FEM;SG	N;DEF;MASC;SG
σκληρή	crude	σκληρός	crudă	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
σκληρή	crudă	σκληρός	crud	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
σκληρή	greu	σκληρός	greu	ADJ;NOM;FEM;SG	ADV
σκληρή	tare	σκληρός	tare	ADJ;NOM;FEM;SG	ADV
σκληρή	greu	σκληρός	greu	ADJ;NOM;FEM;SG	ADV
σκληρή	dură	σκληρός	dur	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
σκληρή	aspră	σκληρός	aspru	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
σκληρή	aspru	σκληρός	aspru	ADJ;NOM;FEM;SG	ADV
έβρου	evros	έβρος	evros	PROPN;GEN;MASC;SG	
νομικός	juridice	νομικός	juridic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
νομικός	legale	νομικός	legal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
νομικός	legală	νομικός	legal	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
λουκά	lucas	λουκά	lucas	N;MASC;SG	PROPN
μέσοι	mediile	μέσος	medie	ADJ;NOM;MASC;PL	N;DEF;FEM;PL
στρώματα	saltele	στρώμα	salt	N;NOM;NEUT;PL	N;DEF;FEM;PL
κωδικό	parolă	κωδικός	parolă	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
κωδικό	parola	κωδικός	parola	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
εβραίους	evreilor	εβραίος	evreu	PROPN;ACC;MASC;PL	N;DEF;MASC;PL
εβραίους	evreii	εβραίος	evreu	PROPN;ACC;MASC;PL	N;DEF;MASC;PL
εβραίους	evrei	εβραίος	evreu	PROPN;ACC;MASC;PL	N;INDF;MASC;PL
μαλλιά	păr	μαλλιά	păr	N;NOM;NEUT;PL	N;INDF;MASC;SG
μαλλιά	par	μαλλιά	părea	N;NOM;NEUT;PL	V;IND;PL;3;PRS;FIN
μαλλιά	parul	μαλλιά	par	N;NOM;NEUT;PL	N;DEF;MASC;SG
μαλλιά	părul	μαλλιά	păr	N;NOM;NEUT;PL	N;DEF;MASC;SG
χριστιανός	creștin	χριστιανός	creștin	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
χριστιανός	creștină	χριστιανός	creștină	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
χριστιανός	christian	χριστιανός	christian	N;NOM;MASC;SG	PROPN
ναπολέων	napoleon	ναπόλη	napoleon	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
