right	jobbra	righta	jobbra		ADV
zaposleni	foglalkoztatott	zaposlen	foglalkozik	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
zaposleni	alkalmazott	zaposlen	alkalmazott	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
zaposleni	alkalmazottak	zaposlen	alkalmazott	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;PL
zaposleni	munkavállalók	zaposlen	munkavállaló	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;PL
zaposleni	foglalkoztatottak	zaposlen	foglalkozik	ADJ;NOM;MASC;PL;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
zaposleni	munkatársak	zaposlen	munkatárs	ADJ;NOM;MASC;PL;V.PTCP	N;NOM;PL
svetloba	light	svetloba	light	N;NOM;FEM;SG	
svetloba	fényt	svetloba	fény	N;NOM;FEM;SG	N;ACC;SG
priložnost	esélyt	priložnost	esély	N;NOM;FEM;SG	N;ACC;SG
priložnost	chance	priložnost	chance	N;NOM;FEM;SG	
priložnost	lehetőséget	priložnost	lehetőség	N;NOM;FEM;SG	N;ACC;SG
problemi	probléma	problem	probléma	N;NOM;MASC;PL	N;NOM;SG
problemi	problémákat	problem	probléma	N;NOM;MASC;PL	N;ACC;PL
problemi	problémákkal	problem	probléma	N;NOM;MASC;PL	N;INS;PL
nelson	nelson	nelson	nelson		
moskvi	moszkvai	moskv	moszkvai	PROPN;NOM;FEM;SG	ADJ;NOM;SG
moskvi	moszkvában	moskv	moszkva	PROPN;NOM;FEM;SG	PROPN;IN+ESS;SG
moskvi	moszkva	moskv	moszkva	PROPN;NOM;FEM;SG	
naboj	golyót	naboj	golyó	N;NOM;MASC;SG	N;ACC;SG
mont	mont	mont	mont	PROPN;NOM;MASC;SG	
denis	dennis	denis	dennis	PROPN;NOM;MASC;SG	
denis	denis	denis	denis	PROPN;NOM;MASC;SG	
anthony	anthony	anthony	anthony	N;NOM;MASC;SG	
anthony	antal	anthony	antal	N;NOM;MASC;SG	
podobe	képeket	podoba	kép	N;NOM;FEM;PL	N;ACC;PL
javnost	nyilvános	javnost	nyilvános	N;NOM;FEM;SG	ADJ;NOM;SG
javnost	nyilvánosan	javnost	nyilvános	N;NOM;FEM;SG	ADJ;FRML;SG
javnost	publikus	javnost	publikus	N;NOM;FEM;SG	
plinov	gázok	plin	gáz	N;GEN;MASC;PL	N;NOM;PL
skladbo	pálya	skladba	pálya	N;ACC;FEM;SG	N;NOM;SG
skladbo	vágány	skladba	vágány	N;ACC;FEM;SG	N;NOM;SG
skladbo	nyomon	skladba	nyomon	N;ACC;FEM;SG	
vozilo	járművel	vozilo	jármű	N;NOM;NEUT;SG	N;INS;SG
vozilo	járművek	vozilo	jármű	N;NOM;NEUT;SG	N;NOM;PL
učenje	tanulok	učenje	tanul	N;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
učenje	tanul	učenje	tanul	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
učenje	tanulok	učenje	tanul	N;NOM;NEUT;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
učenje	tanul	učenje	tanul	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
toro	toro	tora	toro	N;NOM;MASC;SG	PROPN;NOM;SG
philippe	philippe	philippa	philippe	PROPN;NOM;MASC;SG	
gospod	miszter	gospod	miszter	N;NOM;MASC;SG	
merjenje	mérési	merjenje	mérési	N;NOM;NEUT;SG	ADJ;NOM;SG
človeško	ember	človeški	ember	ADJ;NOM;NEUT;SG	N;NOM;SG
človeško	emberi	človeški	emberi	ADJ;NOM;NEUT;SG	
ponuja	ajánlatok	ponujati	ajánlat	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
ponuja	ajánlat	ponujati	ajánlat	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
ponuja	ajánlatokat	ponujati	ajánlat	V;IPFV;IND;SG;3;PRS;FIN	N;ACC;PL
obzidje	wall	obzidje	wall	N;NOM;NEUT;SG	
obzidje	falat	obzidje	fal	N;NOM;NEUT;SG	
obzidje	falak	obzidje	fal	N;NOM;NEUT;SG	N;NOM;PL
obzidje	falakat	obzidje	fal	N;NOM;NEUT;SG	N;ACC;PL
zavezniki	szövetséges	zaveznik	szövetséges	N;NOM;MASC;PL	ADJ;NOM;SG
načine	módok	način	mód	N;ACC;MASC;PL	N;NOM;PL
vzdrževanje	karbantartási	vzdrževanje	karbantartási	N;NOM;NEUT;SG	ADJ;NOM;SG
dogodke	események	dogodek	esemény	N;ACC;MASC;PL	N;NOM;PL
dogodke	esemény	dogodek	esemény	N;ACC;MASC;PL	N;NOM;SG
dogodke	rendezvények	dogodek	rendezvény	N;ACC;MASC;PL	N;NOM;PL
znakov	karakterek	znak	karakter	N;GEN;MASC;PL	N;NOM;PL
znakov	szereplők	znak	szereplő	N;GEN;MASC;PL	N;NOM;PL
znakov	jelek	znak	jelek	N;GEN;MASC;PL	N;NOM;PL
znakov	jelzések	znak	jelzés	N;GEN;MASC;PL	N;NOM;PL
znakov	táblák	znak	táblák	N;GEN;MASC;PL	N;NOM;PL
učinkovitost	hatékonyságát	učinkovitost	hatékonyság	N;NOM;FEM;SG	N;ACC;SG
postavi	rakd	postaviti	rakd	V;PFV;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
postavi	tedd	postaviti	tedd	V;PFV;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;2;PRS;FIN;ACT
strokovni	profi	strokoven	profi	ADJ;NOM;MASC;SG	
družbeno	társadalmilag	družbeno	társadalmi	ADJ;NOM;NEUT;SG	
okolico	környezet	okolica	környezet	N;ACC;FEM;SG	N;NOM;SG
okolico	környék	okolica	környék	N;ACC;FEM;SG	N;NOM;SG
pisanje	írj	pisanje	írj	N;NOM;NEUT;SG	
pisanje	írni	pisanje	ír	N;NOM;NEUT;SG	V;NFIN;ACT
pisanje	írjon	pisanje	ír	N;NOM;NEUT;SG	V;INDF;IMP;SG;3;PRS;FIN;ACT
pisanje	írással	pisanje	írás	N;NOM;NEUT;SG	N;INS;SG
miley	miley	miley	miley	PROPN;NOM;FEM;SG	
orodje	eszközök	orodje	eszköz	N;NOM;NEUT;SG	N;NOM;PL
orodje	szerszámok	orodje	szerszám	N;NOM;NEUT;SG	N;NOM;PL
baza	alap	baza	alap	N;NOM;FEM;SG	
bolečine	fáj	bolečina	fáj	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
bolečine	fájdalmat	bolečina	fájdalom	N;NOM;FEM;PL	N;ACC;SG
bolečine	fájdalom	bolečina	fájdalom	N;NOM;FEM;PL	N;NOM;SG
umetno	mesterségesen	umeten	mesterséges	ADV	ADJ;FRML;SG
umetno	mesterséges	umeten	mesterséges	ADV	ADJ;NOM;SG
nekje	valahol	nekje	valahol	ADV	
ideja	elképzelés	ideja	elképzelés	N;NOM;FEM;SG	
prijatelji	barátokkal	prijatelj	barát	N;NOM;MASC;PL	N;INS;PL
detroit	detroiti	detroit	detroiti	N;NOM;MASC;SG	
detroit	detroitban	detroit	detroit	N;NOM;MASC;SG	N;IN+ESS;SG
detroit	detroit	detroit	detroit	N;NOM;MASC;SG	
münchnu	münchen	münchen	münchen	PROPN;DAT;MASC;SG	N;NOM;SG
rose	rózsa	rosa	rózsa	N;NOM;FEM;SG	
rose	rose	rosa	rose	N;NOM;FEM;SG	
prisotnosti	jelenlét	prisotnost	jelenl	N;GEN;FEM;SG	N;NOM;SG
prisotnosti	jelenléte	prisotnost	jelenlét	N;GEN;FEM;SG	N;NOM;SG
pade	vízesés	pasti	vízesés	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
pade	falls	pasti	falls	V;PFV;IND;SG;3;PRS;FIN	
širok	széles	širok	széles	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
nacionalni	national	nacionalen	national	ADJ;NOM;MASC;SG	
napadli	megtámadott	napasti	meg+támad	V;PFV;MASC;PL;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
napadli	megtámadta	napasti	meg+támad	V;PFV;MASC;PL;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
milijard	milliárd	milijarda	milliárd	N;GEN;FEM;SG	NUM;NOM;SG
milijard	egymilliárd	milijarda	egymilliárd	N;GEN;FEM;SG	
milijard	milliárd	milijarda	milliárd	N;GEN;FEM;SG	NUM;NOM;SG
potencial	potenciális	potencial	potenciális	N;NOM;MASC;SG	
potencial	lehetséges	potencial	lehetséges	N;NOM;MASC;SG	ADJ;NOM;SG
bay	öböl	bay	öböl	PROPN;NOM;MASC;SG	N;NOM;SG
bay	bay	bay	bay	PROPN;NOM;MASC;SG	
medicino	orvosság	medicina	orvosság	N;ACC;FEM;SG	N;NOM;SG
medicino	gyógyszer	medicina	gyógyszer	N;ACC;FEM;SG	N;NOM;SG
medicino	orvostudomány	medicina	orvostudomány	N;ACC;FEM;SG	N;NOM;SG
obramba	védelmi	obramba	védelmi	N;NOM;FEM;SG	
obramba	védelmi	obramba	védelmi	N;NOM;FEM;SG	
abu	abu	abu	abu	PROPN;NOM;MASC;SG	
dvorani	kamrában	dvorana	kamra	N;NOM;FEM;SG	N;IN+ESS;SG
zgodb	történetek	zgodba	történet	N;GEN;FEM;PL	N;NOM;PL
zgodb	történeteket	zgodba	történet	N;GEN;FEM;PL	N;ACC;PL
zgodb	mesék	zgodba	mesék	N;GEN;FEM;PL	N;NOM;PL
zgodb	bejegyzések	zgodba	bejegyzés	N;GEN;FEM;PL	N;NOM;PL
ustvari	létrehoz	ustvariti	létre+hoz	V;PFV;IND;SG;3;PRS;FIN	V;INDF;POT;SG;3;PRS;FIN;ACT
ustvari	létrehozása	ustvariti	létrehozás	V;PFV;IND;SG;3;PRS;FIN	N;NOM;SG
srbije	szerbia	srbeti	szerbia	N;NOM;FEM;PL	N;NOM;SG
večer	este	večer	este	N;NOM;MASC;SG	ADV
večer	estét	večer	est	N;NOM;MASC;SG	N;ACC;SG
programov	programok	program	program	N;GEN;MASC;PL	N;NOM;PL
ken	ken	ken	ken	PROPN;NOM;MASC;SG	
ken	kene	ken	kéne	PROPN;NOM;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
nedeljo	vasárnap	nedelja	vasárnap	N;ACC;FEM;SG	
nedeljo	vasárnapi	nedelja	vasárnapi	N;ACC;FEM;SG	
para	páros	par	páros	N;NOM;MASC;SG	
para	gőzzel	par	gőz	N;NOM;MASC;SG	
para	para	par	para	N;NOM;MASC;SG	
osebo	személy	oseba	személy	N;ACC;FEM;SG	
osebo	személyre	oseba	személy	N;ACC;FEM;SG	
zur	zur	zur	zur		
klube	klubok	klub	klub	N;ACC;MASC;PL	N;NOM;PL
urah	órákban	ura	óra	N;ESS;FEM;PL	N;IN+ESS;PL
urah	óra	ura	óra	N;ESS;FEM;PL	N;NOM;SG
urah	órák	ura	óra	N;ESS;FEM;PL	N;NOM;PL
neposredni	közvetlen	neposreden	közvetlen	ADJ;NOM;MASC;SG	
neposredni	direct	neposreden	direct	ADJ;NOM;MASC;SG	N;NOM;SG
neposredni	közvetlenül	neposreden	közvetlen	ADJ;NOM;MASC;SG	ADJ;FRML;SG
neposredni	egyenes	neposreden	egyenes	ADJ;NOM;MASC;SG	
valentin	valentin	valentina	valentin	N;NOM;MASC;SG	
valentin	valentin	valentina	valentin	N;NOM;MASC;SG	
valentin	bálint	valentina	bálint	N;NOM;MASC;SG	
valentin	valentine	valentina	valentine	N;NOM;MASC;SG	
vzorec	model	vzorec	model	N;NOM;MASC;SG	
nadaljevanje	folyamatos	nadaljevanje	folyamatos	N;NOM;NEUT;SG	
nadaljevanje	folytatta	nadaljevanje	folytat	N;NOM;NEUT;SG	V;DEF;IND;SG;3;PST;FIN;ACT
nadaljevanje	folytatódott	nadaljevanje	folytatódik	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
lake	tó	lak	tó		N;NOM;SG
lake	tavi	lak	tavi		
lake	tavon	lak	tavon		N;ON+ESS;SG
kratki	rövid	kratek	rövid	ADJ;NOM;DEF;MASC;SG	
kratki	röviden	kratek	röviden	ADJ;NOM;DEF;MASC;SG	
kratki	shorty	kratek	shorty	ADJ;NOM;DEF;MASC;SG	
zelena	zeller	zelen	zeller	ADJ;NOM;FEM;SG	N;NOM;SG
zelena	zöld	zelen	zöld	ADJ;NOM;FEM;SG	
tekma	game	tekma	gam	N;NOM;FEM;SG	
afrika	afrikai	afrik	afrikai	N;NOM;FEM;SG	
afrika	afrika	afrik	afrika	N;NOM;FEM;SG	
verlag	verlag	verlag	verlag		V;INDF;IND;SG;3;PRS;FIN;ACT
povečanje	növelje	povečanje	növel	N;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
povečanje	növekszik	povečanje	növekszik	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
povečanje	növekvő	povečanje	növekvő	N;NOM;NEUT;SG	ADJ;NOM;SG
bratov	testvérek	brat	testvér	N;GEN;MASC;PL	N;NOM;PL
jugozahodno	délnyugat	jugozahodno	délnyug	ADJ;NOM;NEUT;SG	
jugovzhodno	délkelet	jugovzhoden	délkelet	ADV	N;NOM;SG
jugovzhodno	délkelet	jugovzhoden	délkelet	ADV	N;NOM;SG
jugovzhodno	délkeleti	jugovzhoden	délkeleti	ADV	N;NOM;SG
vzhodna	keletre	vzhoden	keletr	ADJ;NOM;FEM;SG	N;ON+ALL;SG
vzhodna	keleti	vzhoden	keleti	ADJ;NOM;FEM;SG	
vzhodna	kelet	vzhoden	kelet	ADJ;NOM;FEM;SG	
vzhodna	kelet	vzhoden	kelet	ADJ;NOM;FEM;SG	
vzhodna	keleti	vzhoden	keleti	ADJ;NOM;FEM;SG	
erich	erich	erich	erich		
johnny	johnny	johnny	johnny	N;NOM;MASC;SG	
zoran	zoran	zoran	zoran	N;NOM;MASC;SG	
sedanji	áramlat	sedanji	áramlat	ADJ;NOM;MASC;SG	N;NOM;SG
sedanji	jelenlegi	sedanji	jelenlegi	ADJ;NOM;MASC;SG	
padavin	csapadék	padavina	csapadék	N;GEN;FEM;PL	N;NOM;SG
padavin	csapadék	padavina	csapadék	N;GEN;FEM;PL	N;NOM;SG
literaturo	irodalom	literatura	irodalom	N;ACC;FEM;SG	N;NOM;SG
delci	részecske	delec	részecske	N;NOM;MASC;PL	N;NOM;SG
tradicijo	tradíció	tradicija	tradíció	N;ACC;FEM;SG	N;NOM;SG
tradicijo	hagyomány	tradicija	hagyomány	N;ACC;FEM;SG	N;NOM;SG
tradicijo	hagyományok	tradicija	hagyomány	N;ACC;FEM;SG	N;NOM;PL
tradicijo	hagyomány	tradicija	hagyomány	N;ACC;FEM;SG	N;NOM;SG
razlaga	megmagyarázza	razlagati	megmagyaráz	N;NOM;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
razlaga	magyarázatot	razlagati	magyarázat	N;NOM;FEM;SG	N;ACC;SG
obzorja	horizonton	obzorje	horizont	N;NOM;NEUT;PL	N;ON+ESS;SG
obzorja	horizont	obzorje	horizont	N;NOM;NEUT;PL	N;NOM;SG
podobnih	hasonló	podoben	hasonló	ADJ;GEN;MASC;PL	ADJ;NOM;SG
podobnih	hasonlóak	podoben	hasonló	ADJ;GEN;MASC;PL	ADJ;NOM;PL
podobnih	hasonlók	podoben	hasonló	ADJ;GEN;MASC;PL	N;NOM;PL
arnold	arnold	arnold	arnold	N;NOM;MASC;SG	
krivulja	görbe	krivulje	gör	N;NOM;FEM;SG	
rosso	rosso	rossa	rosso	ADV	PROPN;NOM;SG
kmetijstvo	mezőgazdasági	kmetijstvo	mezőgazdasági	N;NOM;NEUT;SG	
island	szigeten	island	sziget	N;NOM;MASC;SG	N;ON+ESS;SG
petek	péntek	petek	pén	N;INAN;ACC;MASC;SG	
petek	pénteki	petek	pénteki	N;INAN;ACC;MASC;SG	
petek	pénteken	petek	pént	N;INAN;ACC;MASC;SG	N;ON+ESS;SG
ontario	ontario	ontari	ontario	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
profesorja	professzor	profesor	professzor	N;ANIM;ACC;MASC;SG	N;NOM;SG
tivoli	tivoli	tivoliti	tivoli	N;NOM;MASC;SG	
željo	vágy	želja	vágy	N;ACC;FEM;SG	N;NOM;SG
željo	kívánom	želja	kíván	N;ACC;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
željo	kívánság	želja	kívánság	N;ACC;FEM;SG	N;NOM;SG
željo	bárcsak	želja	bárcsak	N;ACC;FEM;SG	
željo	kívánom	želja	kíván	N;ACC;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
željo	kívánni	želja	kíván	N;ACC;FEM;SG	V;NFIN;ACT
željo	kívánok	želja	kíván	N;ACC;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
željo	kívánó	želja	kívánó	N;ACC;FEM;SG	
katoliški	katolikus	katoliški	katolikus	ADJ;NOM;MASC;SG	
katoliški	katolikusok	katoliški	katolikus	ADJ;NOM;MASC;SG	N;NOM;PL
rabi	szükséglet	raba	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
rabi	szükségletei	raba	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
rabi	szükségletek	raba	szükséglet	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
urban	városi	urban	városi	N;NOM;MASC;SG	ADJ;NOM;SG
bruce	bruce	bruce	bruce	N;NOM;MASC;SG	
rešitve	megoldásokat	rešitev	megoldás	N;NOM;FEM;PL	N;ACC;PL
smučarskih	síelés	smučarski	síelés	ADJ;GEN;MASC;PL	N;NOM;SG
smučarskih	sí	smučarski	sí	ADJ;GEN;MASC;PL	
zdravilo	gyógyszert	zdravilo	gyógyszert	N;NOM;NEUT;SG	N;ACC;SG
zdravilo	drogok	zdravilo	drog	N;NOM;NEUT;SG	N;NOM;PL
aktiven	aktív	aktiven	aktív	ADJ;NOM;INDF;MASC;SG	
aktiven	aktívak	aktiven	aktív	ADJ;NOM;INDF;MASC;SG	N;NOM;PL
sprejme	elfogadó	sprejeti	elfogadó	V;PFV;IND;SG;3;PRS;FIN	
herman	herman	herman	herman	N;NOM;MASC;SG	
mph	mph	mph	mph	N;NOM;MASC;SG	
drugod	máshol	drugod	máshol	ADV	
drugod	másutt	drugod	másut	ADV	
drugod	máshová	drugod	máshova	ADV	
vrnitev	vissza	vrnitev	vissza	N;NOM;FEM;SG	ADV
vrnitev	visszatér	vrnitev	visszatér	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
verske	vallásos	verski	vallásos	ADJ;NOM;FEM;PL	
verske	vallás	verski	vallás	ADJ;NOM;FEM;PL	N;NOM;SG
verske	vallási	verski	vallási	ADJ;NOM;FEM;PL	ADJ;NOM;SG
transport	közlekedési	transport	közlekedési	N;NOM;MASC;SG	ADJ;NOM;SG
poezije	vers	poezija	vers	N;NOM;FEM;PL	N;NOM;SG
poezije	költészet	poezija	költészet	N;NOM;FEM;PL	N;NOM;SG
roy	roy	roy	roy	N;NOM;MASC;SG	PROPN;NOM;SG
villeneuve	villeneuve	villeneuv	villeneuv	ADJ;NOM;FEM;PL	N;NOM;SG
pozno	későn	pozno	későn	ADV	
pozno	késő	pozno	késő	ADV	
pozno	késve	pozno	késve	ADV	
pokrajino	táj	pokrajina	táj	N;ACC;FEM;SG	N;NOM;SG
jezike	nyelvek	jezik	nyelv	N;ACC;MASC;PL	N;NOM;PL
jezike	nyelveken	jezik	nyelv	N;ACC;MASC;PL	N;ON+ESS;PL
letalstvo	légiközlekedési	letalstvo	légiközlekedési	N;NOM;NEUT;SG	ADJ;NOM;SG
lep	jóképű	lep	jóképű	ADJ;NOM;INDF;MASC;SG	
lep	szep	lep	szep	ADJ;NOM;INDF;MASC;SG	
lep	szép	lep	szép	ADJ;NOM;INDF;MASC;SG	
všeč	kedvelt	všeč	kedvelt	ADV	
všeč	kedvelte	všeč	kedvel	ADV	V;DEF;IND;SG;3;PST;FIN;ACT
všeč	kedvel	všeč	kedvel	ADV	
všeč	tetszett	všeč	tetszik	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
všeč	kedvel	všeč	kedvel	ADV	
všeč	szereti	všeč	szeret	ADV	V;DEF;IND;SG;3;PRS;FIN;ACT
všeč	kedveli	všeč	kedveli	ADV	V;DEF;IND;SG;3;PRS;FIN;ACT
dovoljenje	engedély	dovoljenje	engedély	N;NOM;NEUT;SG	
dovoljenje	jogosítványt	dovoljenje	jogosítvány	N;NOM;NEUT;SG	N;ACC;SG
dovoljenje	engedély	dovoljenje	engedély	N;NOM;NEUT;SG	
dovoljenje	engedélyt	dovoljenje	engedély	N;NOM;NEUT;SG	N;ACC;SG
dovoljenje	engedély	dovoljenje	engedély	N;NOM;NEUT;SG	
dovoljenje	engedély	dovoljenje	engedély	N;NOM;NEUT;SG	
dovoljenje	engedélyben	dovoljenje	engedély	N;NOM;NEUT;SG	N;IN+ESS;SG
dovoljenje	engedély	dovoljenje	engedély	N;NOM;NEUT;SG	
mineralov	ásványok	mineral	ásvány	N;GEN;MASC;PL	N;NOM;PL
posnetek	felvételek	posnetek	felvétel	N;NOM;MASC;SG	N;NOM;PL
posnetek	videót	posnetek	videó	N;NOM;MASC;SG	N;ACC;SG
ocean	óceán	ocean	óceán	N;NOM;MASC;SG	
ocean	ocean	ocean	ocean	N;NOM;MASC;SG	
jana	jana	jana	jana	PROPN;NOM;FEM;SG	
primerna	megfelelő	primeren	megfelelő	ADJ;NOM;FEM;SG	
primerna	megfelelő	primeren	megfelelő	ADJ;NOM;FEM;SG	
matematiko	matek	matematika	ma	N;ACC;FEM;SG	N;NOM;SG
matematiko	matematikai	matematika	matematikai	N;ACC;FEM;SG	N;NOM;SG
matematiko	matematika	matematika	matematika	N;ACC;FEM;SG	N;NOM;SG
matematiko	matematikai	matematika	matematikai	N;ACC;FEM;SG	N;NOM;SG
matematiko	matematika	matematika	matematika	N;ACC;FEM;SG	N;NOM;SG
slikarjev	festők	slikar	festő	N;GEN;MASC;PL	N;NOM;PL
avstrijo	ausztria	avstrija	ausztria	N;ACC;FEM;SG	N;NOM;SG
komisar	komisszár	komisar	komisszár	N;NOM;MASC;SG	
toplote	hőség	toplota	hőség	N;NOM;FEM;PL	N;NOM;SG
toplote	hő	toplota	hő	N;NOM;FEM;PL	N;NOM;SG
toplote	fűtés	toplota	fűtés	N;NOM;FEM;PL	N;NOM;SG
loki	loki	lok	loki	N;NOM;MASC;PL	N;NOM;SG
loki	hajlik	lok	hajlik	N;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
miroslav	miroslav	miroslava	miroslav	N;NOM;MASC;SG	
modro	kék	moder	kék	ADV	
modro	blue	moder	blue	ADV	
modro	bölcsen	moder	bölcsen	ADV	
modro	bölcsek	moder	bölcs	ADV	N;NOM;PL
modro	bölcs	moder	bölcs	ADV	
vplival	befolyásolták	vplivati	befolyásol	V;IPFV;MASC;SG;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
kombinaciji	kombináció	kombinacija	kombináció	N;DAT;FEM;SG	N;NOM;SG
sreča	szerencse	sreča	szerencse	N;NOM;FEM;SG	
sreča	szerencsés	sreča	szerencsés	N;NOM;FEM;SG	
sreča	boldogságot	sreča	boldogság	N;NOM;FEM;SG	N;ACC;SG
sreča	szerencse	sreča	szerencse	N;NOM;FEM;SG	
fort	fort	fort	for	N;NOM;MASC;SG	
frederick	frederick	frederick	frederick	N;NOM;MASC;SG	
norman	norman	norman	norman	N;NOM;MASC;SG	
fox	róka	fox	róka	PROPN;NOM;MASC;SG	N;NOM;SG
fox	fox	fox	fox	PROPN;NOM;MASC;SG	
izobraževanja	oktatási	izobraževanje	oktatási	N;GEN;NEUT;SG	ADJ;NOM;SG
izobraževanja	oktatás	izobraževanje	oktatás	N;GEN;NEUT;SG	N;NOM;SG
football	football	football	football	N;NOM;MASC;SG	N;IN+ESS;SG
graham	graham	grahati	graham	N;DAT;MASC;SG	
ben	ben	ben	ben		
klasične	klasszikus	klasičen	klasszikus	ADJ;NOM;FEM;PL	
angleščina	angolul	angleščina	angolul	N;NOM;FEM;SG	
angleščina	angol	angleščina	angol	N;NOM;FEM;SG	
prešeren	prešeren	prešeren	preper	N;NOM;MASC;SG	
aktivnost	tevékenységek	aktivnost	tevékenység	N;NOM;FEM;SG	N;NOM;PL
zemljevidi	térkép	zemljevid	térkép	N;NOM;MASC;PL	
zemljevidi	térképeket	zemljevid	térkép	N;NOM;MASC;PL	N;ACC;PL
tuji	külföldi	tuj	külföldi	ADJ;NOM;MASC;PL	ADJ;NOM;SG
tuji	kül	tuj	kül	ADJ;NOM;MASC;PL	
tuji	külföldiek	tuj	külföldi	ADJ;NOM;MASC;PL	N;NOM;PL
ukaz	parancsok	ukaz	parancsok	N;NOM;MASC;SG	N;NOM;PL
ukaz	megrendelések	ukaz	megrendelés	N;NOM;MASC;SG	N;NOM;PL
ukaz	parancsot	ukaz	parancsot	N;NOM;MASC;SG	N;ACC;SG
potek	persze	potek	persze	N;NOM;MASC;SG	
sanje	álmodj	sanja	álmodj	N;NOM;FEM;PL	V;DEF;IND;SG;1;PRS;FIN;ACT
sanje	álma	sanja	álma	N;NOM;FEM;PL	N;NOM;SG
sanje	álom	sanja	álom	N;NOM;FEM;PL	
sanje	álmokat	sanja	álom	N;NOM;FEM;PL	N;ACC;PL
sanje	álom	sanja	álom	N;NOM;FEM;PL	
sekund	másodpercek	sekunda	másodperc	N;GEN;FEM;PL	N;NOM;PL
sekund	másodperc	sekunda	másodperc	N;GEN;FEM;PL	
prevoz	lovagolni	prevoz	lovagol	N;NOM;MASC;SG	V;NFIN;ACT
prevoz	szállítást	prevoz	szállítás	N;NOM;MASC;SG	N;ACC;SG
prevoz	közlekedési	prevoz	közlekedési	N;NOM;MASC;SG	ADJ;NOM;SG
storitev	kiszolgálás	storitev	kiszolgálás	N;NOM;FEM;SG	
tod	tod	tod	tod	ADV	
kombinacije	kombináció	kombinacija	kombináció	N;NOM;FEM;PL	N;NOM;SG
kamna	kő	kamn	kő	N;GEN;MASC;SG	N;NOM;SG
kamna	stone	kamn	stone	N;GEN;MASC;SG	PROPN;NOM;SG
idejo	ötletem	ideja	ötlet	N;ACC;FEM;SG	N;NOM;SG
idejo	elképzelés	ideja	elképzelés	N;ACC;FEM;SG	
idejo	ötlet	ideja	ötlet	N;ACC;FEM;SG	N;NOM;SG
železa	vas	železo	vas	N;GEN;NEUT;SG	
železa	vasat	železo	vasat	N;GEN;NEUT;SG	N;ACC;SG
močna	erős	močen	erős	ADJ;NOM;FEM;SG	
močna	erősek	močen	erős	ADJ;NOM;FEM;SG	N;NOM;PL
močna	erőteljes	močen	erőteljes	ADJ;NOM;FEM;SG	
močna	erős	močen	erős	ADJ;NOM;FEM;SG	
vire	forrás	vir	forrás	N;ACC;MASC;PL	N;NOM;SG
vire	források	vir	forrás	N;ACC;MASC;PL	N;NOM;PL
vire	erőforrások	vir	erőforrás	N;ACC;MASC;PL	N;NOM;PL
vire	erőforrás	vir	erőforrás	N;ACC;MASC;PL	
vire	források	vir	forrás	N;ACC;MASC;PL	N;NOM;PL
sodobna	modern	sodoben	modern	ADJ;NOM;FEM;SG	
sodobna	korszerű	sodoben	korszerű	ADJ;NOM;FEM;SG	
sodobna	kortárs	sodoben	kortárs	ADJ;NOM;FEM;SG	N;NOM;SG
tim	tim	tim	tim	N;NOM;MASC;SG	
holt	holt	holt	holt	PROPN;NOM;MASC;SG	
nobelovo	nobel	nobelov	nobel	N;ACC;FEM;SG	
