stan	stane	stan	stát	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
fladt	ploché	fladt	plochý	ADV	ADJ;NOM;NEUT;SG;POS
fladt	plochá	fladt	plochat	ADV	ADJ;NOM;FEM;SG;POS
raw	syrové	raw	syrový		ADJ;NOM;NEUT;SG;POS
raw	raw	raw	raw		N;NOM;FEM;SG;POS
raw	surový	raw	surový		ADJ;INAN;NOM;MASC;SG;POS
raw	surové	raw	surový		ADJ;NOM;NEUT;SG;POS
psykiske	psychologický	psykisk	psychologický	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
psykiske	psychické	psykisk	psychický	ADJ;PL	ADJ;NOM;NEUT;SG;POS
psykiske	psychologické	psykisk	psychologický	ADJ;PL	ADJ;NOM;NEUT;SG;POS
psykiske	mentální	psykisk	mentální	ADJ;PL	ADJ;NOM;MASC;SG;POS
psykiske	duševní	psykisk	duševní	ADJ;PL	ADJ;NOM;MASC;SG;POS
georgien	gruzie	georgi	gruzie	PROPN	PROPN;NOM;FEM;SG;POS
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
aps	llc	aps	llc	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
aps	aps	aps	aps	N;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
kommercielt	komerční	kommercielt	komerční	ADV	ADJ;NOM;FEM;SG;POS
kommercielt	obchodní	kommercielt	obchodní	ADV	ADJ;NOM;MASC;SG;POS
ørkenen	pouště	ørken	poušť	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ørkenen	pouštní	ørken	pouštní	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
hurtigste	nejrychleji	hurtigst	rychle	ADJ;DEF;RL	ADV;RL;POS
monroe	monroe	monroe	monroe		PROPN;NOM;FEM;SG;POS
ssr	ssr	ssr	ssro	ADJ;INDF;MASC+FEM;SG	PROPN;FEM;POS
gibraltar	gibraltaru	gibraltar	gibraltar	ADJ;INDF;SG	N;INAN;GEN;MASC;SG;POS
américa	américa	américa	améric		PROPN;NOM;FEM;SG;POS
kristina	kristina	kristina	kristina		N;NOM;FEM;SG;POS
pittsburgh	pittsburghu	pittsburgh	pittsburgh		PROPN;INAN;GEN;MASC;SG;POS
flok	stáda	flok	stádo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
flok	hejna	flok	hejno	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
produktioner	productions	produktion	productions	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;POS
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
gennemsnitlig	průměr	gennemsnitlig	průměr	ADJ;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
mile	mile	mil	mile		ADV
mile	míli	mil	míli		N;ACC;FEM;SG;POS
mile	míle	mil	míla		N;NOM;FEM;PL;POS
katedralen	katedrály	katedral	katedrála	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
bristol	bristol	bristol	bristol		N;INAN;NOM;MASC;SG;POS
blokere	blokování	blok	blokování	V;NFIN;ACT	N;NOM;NEUT;SG;POS
blokere	bloku	blok	blok	V;NFIN;ACT	N;INAN;GEN;MASC;SG;POS
blokere	blok	blok	blok	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
blokere	blokování	blok	blokování	V;NFIN;ACT	N;NOM;NEUT;SG;POS
rimeligt	přiměřeně	rimelig	přiměřeně	ADJ;INDF;NEUT;SG	ADV;POS
rimeligt	rozumně	rimelig	rozumně	ADJ;INDF;NEUT;SG	ADV;POS
rimeligt	fér	rimelig	fér	ADJ;INDF;NEUT;SG	INTJ
rimeligt	veletrh	rimelig	veletrh	ADJ;INDF;NEUT;SG	N;INAN;NOM;MASC;SG;POS
distance	vzdálenosti	distance	vzdálenost	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
forberedt	připravené	forberede	připravený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
forberedt	připraveno	forberede	připravený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
negativt	záporné	negativt	záporný	ADV	ADJ;NOM;NEUT;SG;POS
negativt	negativní	negativt	negativní	ADV	ADJ;NOM;MASC;SG;POS
efterladte	přeživší	efterlade	přeživší	V;PL;PST;V.PTCP	N;ANIM;NOM;MASC;PL;POS
kompliceret	komplex	kompliceret	komplex	ADJ;INDF;SG	N;INAN;NOM;MASC;SG;POS
bonus	prémie	bonus	prémie	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
bonus	bonusy	bonus	bonus	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
bonus	bonusy	bonus	bonus	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
bonus	prémie	bonus	prémie	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ghana	ghana	ghana	ghana	PROPN	PROPN;NOM;FEM;SG;POS
giuseppe	giuseppe	giuseppe	giuseppe	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
sejlads	navigačních	sejlads	navigační	N;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL;POS
orienteret	orientované	orientere	orientovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
orienteret	informovaný	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
orienteret	informováni	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
orienteret	informován	orientere	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
oplyst	světelné	oplyse	světelný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
oplyst	informovaný	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
oplyst	informováni	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
oplyst	informován	oplyse	informovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
oplyst	osvícení	oplyse	osvícení	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
oplyst	osvícený	oplyse	osvícený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
jeanne	jeanne	jeanne	jeanne	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
eugen	eugen	eugen	eugen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
serv	podávat	serv	podávat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
serv	sloužit	serv	sloužit	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
mon	mon	mon	mon	ADV	PROPN;MASC;SG;POS
mon	zázrak	mon	zázrak	ADV	N;INAN;NOM;MASC;SG;POS
mon	divu	mon	div	ADV	N;INAN;GEN;MASC;SG;POS
mon	wonder	mon	wonder	ADV	PROPN;ANIM;NOM;MASC;SG;POS
lily	lilie	lily	lilie		N;NOM;FEM;SG;POS
lily	lily	lily	lil		PROPN;FEM;SG;POS
medie	media	medie	medium	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;POS
medie	média	medie	médium	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
medie	mediální	medie	mediální	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
medie	středně	medie	středně	N;INDF;NEUT;SG	ADV;POS
medie	střední	medie	střední	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
styr	řídítka	styr	řídítka	N;INDF;NEUT;SG	N;NOM;NEUT;PL;POS
udnyttede	využívané	udnytte	využívaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;PL;POS
udnyttede	využívané	udnytte	využívaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;PL;POS
håkon	haakon	håkon	haakon		PROPN;ANIM;NOM;MASC;SG;POS
overlevet	přežili	overleve	přežít	V;INDF;SG;PST;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
overlevet	přežily	overleve	přežít	V;INDF;SG;PST;V.PTCP	V;INAN;PL;POS;PST;V.PTCP;ACT
overlevet	přežila	overleve	přežít	V;INDF;SG;PST;V.PTCP	V;POS;PST;V.PTCP;ACT
bøde	pokut	bøde	pokuta	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL;POS
bøde	pokuty	bøde	pokuta	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
beholder	nádoba	beholde	nádoba	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
beholder	kontejner	beholde	kontejner	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
beholder	kontejneru	beholde	kontejner	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG;POS
beholder	zásobník	beholde	zásobník	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG;POS
relief	úlevy	relief	úleva	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
mallorca	mallorca	mallorca	mallorca		PROPN;NOM;FEM;SG;POS
mallorca	mallorca	mallorca	mallorca		PROPN;NOM;FEM;SG;POS
dogg	dogg	dogg	dogg		PROPN;ANIM;NOM;MASC;SG;POS
dimensioner	dimenze	dimension	dimenze	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
journalisten	novináře	journalist	novinář	N;DEF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
madonna	madonna	madonna	madonna		N;NOM;FEM;SG;POS
skinner	skinner	skinne	skinner	V;IND;PRS;FIN;ACT	N;ANIM;NOM;MASC;SG;POS
skinner	zábradlí	skinne	zábradlí	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
skinner	kolejnice	skinne	kolejnice	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
hjort	jelení	hjort	jelení		ADJ;NOM;MASC;SG;POS
hjort	jelen	hjort	jelen		N;ANIM;NOM;MASC;SG;POS
hjort	jelena	hjort	jelen		N;NOM;FEM;SG;POS
rapporteret	hlášeny	rapportere	hlášený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
puerto	puerto	puerto	puerto		PROPN;NOM;MASC;SG;POS
gaderne	ulice	gade	ulice	N;DEF;MASC+FEM;PL	N;NOM;FEM;SG;POS
annie	annie	annie	annie	N;INDF;MASC+FEM;SG	PROPN;FEM;SG;POS
stabile	stáj	stabil	stáj	ADJ;PL	N;NOM;FEM;SG;POS
stabile	stabilní	stabil	stabilní	ADJ;PL	ADJ;NOM;MASC;SG;POS
regnede	prší	regne	pršet	V;IND;PST;FIN;ACT	V;IND;SG;3;POS;PRS;FIN;ACT
internt	vnitřní	internt	vnitřní	ADV	ADJ;NOM;MASC;SG;POS
internt	interní	internt	interní	ADV	ADJ;NOM;MASC;SG;POS
melchior	melchior	melchior	melchior	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
betjent	polda	betjene	polda	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
betjent	policajt	betjene	policajt	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
betjent	policista	betjene	policista	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
betjent	strážník	betjene	strážník	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
betjent	důstojník	betjene	důstojník	ADJ;INDF;SG	N;ANIM;NOM;MASC;SG;POS
udstedte	emitované	udstedt	emitovaný	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;PL;POS
udstedte	vydané	udstedt	vydaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS
udstedte	vydaná	udstedt	vydaný	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG;POS
udstedte	vydáno	udstedt	vydaný	V;IND;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
udstedte	vydaný	udstedt	vydaný	V;IND;PST;FIN;ACT	ADJ;INAN;NOM;MASC;SG;POS
horne	horne	horne	hornout		PROPN;ANIM;NOM;MASC;SG;POS
identiske	shodné	identisk	shodný	ADJ;PL	ADJ;NOM;NEUT;SG;POS
udtrykke	expres	udtrykke	expres	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
udtrykke	express	udtrykke	express	V;NFIN;ACT	PROPN;INAN;NOM;MASC;SG;POS
udtrykke	expresní	udtrykke	expresní	V;NFIN;ACT	ADJ;NOM;MASC;SG;POS
rotterdam	rotterdamu	rotterdam	rotterdam	N;INDF;MASC+FEM;SG	PROPN;INAN;GEN;MASC;SG;POS
hvile	odpočinek	hvile	odpočinek	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
hvile	odpočívej	hvile	odpočívat	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
metaller	metal	metal	metal	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
metaller	kov	metal	kov	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
tilskud	dotace	tilskud	dotace	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
tilskud	subvence	tilskud	subvence	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
tilskud	dotace	tilskud	dotace	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
tilskud	subvence	tilskud	subvence	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
tilskud	dotace	tilskud	dotace	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
tilskud	granty	tilskud	grant	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
tilskud	grantů	tilskud	grant	N;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
tilskud	udělit	tilskud	udělit	N;INDF;NEUT;SG	V;PFV;POS;NFIN
gorm	gorm	gorm	gorm		PROPN;NOM;MASC;SG;POS
dreje	otáčení	dreje	otáčení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
alla	alla	alla	alea	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
bern	bern	bern	bern	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
bern	berne	bern	bernoe	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tynd	tenké	tynd	tenký	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;PL;POS
pfalz	pfalz	pfalz	pfát	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
pfalz	falcko	pfalz	falcko	N;INDF;MASC+FEM;SG	PROPN;NOM;NEUT;SG;POS
cook	cook	cook	cook		PROPN;ANIM;NOM;MASC;SG;POS
cook	vařit	cook	vařit		V;IPFV;POS;NFIN
cook	kuchař	cook	kuchař		N;ANIM;NOM;MASC;SG;POS
cook	kuchařka	cook	kuchařka		N;NOM;FEM;SG;POS
trøndelag	trøndelag	trøndelag	trøndelag		PROPN;NOM;MASC;SG;POS
somalia	somálsku	somalia	somálsko		PROPN;DAT;NEUT;SG;POS
styrmand	pilotní	styrmand	pilotní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
udløbet	vypršela	udløb	vypršet	N;DEF;NEUT;SG	V;POS;PST;V.PTCP;ACT
kunstige	umělý	kunstig	umělý	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
kunstige	umělé	kunstig	umělý	ADJ;PL	ADJ;NOM;NEUT;SG;POS
kunstige	uměle	kunstig	uměle	ADJ;PL	ADV;POS
kunstige	umělá	kunstig	umělý	ADJ;PL	ADJ;NOM;FEM;SG;POS
vinci	vinci	vinci	vince		N;ANIM;NOM;MASC;SG;POS
udviser	výstavy	udvise	výstava	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
afc	afc	afc	afc	PROPN	PROPN;MASC;SG;POS
konventionen	úmluvy	konvention	úmluva	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
guddommelige	božské	guddommelig	božský	ADJ;PL	ADJ;NOM;NEUT;SG;POS
guddommelige	božská	guddommelig	božský	ADJ;PL	ADJ;NOM;FEM;SG;POS
guddommelige	božský	guddommelig	božský	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS
forsinket	zpoždění	forsinke	zpoždění	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
forsinket	pozdní	forsinke	pozdní	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;POS
forsinket	pozdě	forsinke	pozdě	V;INDF;SG;PST;V.PTCP	ADV;POS
forsinket	zpoždění	forsinke	zpoždění	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG;POS
forsinket	opožděné	forsinke	opožděný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
forsinket	opožděně	forsinke	opožděně	V;INDF;SG;PST;V.PTCP	ADV;POS
forsinket	opožděné	forsinke	opožděný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
baltimore	baltimoru	baltimor	baltimor		N;INAN;DAT;MASC;SG;POS
baltimore	baltimore	baltimor	baltimore		PROPN;INAN;NOM;MASC;SG;POS
franco	franco	franco	franco		PROPN;ANIM;NOM;MASC;SG;POS
jag	jag	jag	jag	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
hviler	odpočinku	hvile	odpočinek	V;IND;PRS;FIN;ACT	N;INAN;GEN;MASC;SG;POS
innovation	inovační	innovation	inovační	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
nilsson	nilsson	nilsson	nilsson		PROPN;ANIM;NOM;MASC;SG;POS
ski	lyže	ski	lyže	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
ski	lyže	ski	lyže	N;INDF;NEUT;SG	N;NOM;FEM;PL;POS
ski	lyžařská	ski	lyžařský	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
ski	lyžařské	ski	lyžařský	N;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
vega	vega	vega	vega	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
vega	veze	vega	vézt	N;INDF;MASC+FEM;SG	V;IND;SG;3;POS;PRS;FIN;ACT
udsendelse	vysílat	udsendelse	vysílat	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
forrest	forrest	forrest	forrest		PROPN;ANIM;NOM;MASC;SG;POS
indkaldt	svolána	indkalde	svolaný	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
indkaldt	předvolán	indkalde	předvolaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
kfum	ymca	kfum	Ymec	N;INDF;NEUT;SG	PROPN;MASC;SG;POS
porte	gates	porte	gates	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
porte	brány	porte	braný	N;INDF;MASC+FEM;PL	ADJ;PL;POS;V.PTCP;PASS
gregor	gregor	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
gregor	gregory	gregor	gregor	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
aston	aston	aston	aston	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
kollegium	vysoká	kollegium	vysoký	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG;POS
doctor	doktore	doctor	doktor		N;INAN;NOM;MASC;SG;POS
doctor	lékař	doctor	lékař		N;ANIM;NOM;MASC;SG;POS
doctor	doktor	doctor	doktor		N;ANIM;NOM;MASC;SG;POS
doctor	doctor	doctor	doctor		N;INAN;NOM;MASC;SG;POS
definere	definování	definere	definování	V;NFIN;ACT	N;NOM;NEUT;SG;POS
reguleret	regulované	regulere	regulovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
casino	kasina	casino	kasino	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
telefon	telefonní	telefon	telefonní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
telefon	telefonní	telefon	telefonní	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
brænde	pálení	brænde	pálení	V;NFIN;ACT	N;NOM;NEUT;SG;POS
brænde	hořící	brænde	hořící	V;NFIN;ACT	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
mercury	rtuť	mercury	rtuť		N;NOM;FEM;SG;POS
mercury	mercury	mercury	mercura		N;NOM;FEM;PL;POS
mercury	rtuti	mercury	rtuť		N;NOM;FEM;SG;POS
mercury	merkur	mercury	merkur		N;INAN;NOM;MASC;SG;POS
ulf	ulf	ulf	ulf	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
markus	markus	markus	markus		PROPN;ANIM;NOM;MASC;SG;POS
masters	masters	mast	master	N;GEN;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
masters	mistři	mast	mistr	N;GEN;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;PL;POS
masters	mistry	mast	mistr	N;GEN;INDF;MASC+FEM;PL	N;ANIM;INS;MASC;PL;POS
moralsk	morální	moralsk	morální	ADV	ADJ;NOM;MASC;SG;POS
søværnet	námořní	søværn	námořní	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;POS
søværnet	námořnictva	søværn	námořnictvo	N;DEF;NEUT;SG	N;NOM;NEUT;PL;POS
afrikansk	africké	afrikansk	africký	ADJ;INDF;SG	ADJ;NOM;MASC;PL;POS
givne	dáno	givn	daný	ADJ;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
givne	dána	givn	daný	ADJ;PL	ADJ;POS;V.PTCP;PASS
nordic	severské	nordic	severský		ADJ;NOM;NEUT;SG;POS
efterår	podzimní	efterår	podzimní	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;POS
reserveret	vyhrazeno	reservere	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
reserveret	vyhrazené	reservere	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
reserveret	vyhrazena	reservere	vyhrazený	V;INDF;SG;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
helikopter	vrtulníků	helikopter	vrtulník	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL;POS
helikopter	vrtulníky	helikopter	vrtulník	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
helikopter	helikoptéry	helikopter	helikoptéra	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
udvist	vyloučen	udvise	vyloučený	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
udvist	deportován	udvise	deportovaný	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
fugtig	vlhko	fugtig	vlhko	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG;POS
stanford	stanford	stanford	stanford	N;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
emily	emily	emily	emil		N;NOM;FEM;SG;POS
hukommelse	vzpomínky	hukommelse	vzpomínka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
exchange	výměna	exchange	výměna		N;NOM;FEM;SG;POS
exchange	výměnu	exchange	výměna		N;ACC;FEM;SG;POS
stormen	storm	stor	storm	N;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
behandlede	léčených	behandle	léčený	V;PL;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS
behandlede	ošetřené	behandle	ošetřený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;PL;POS
behandlede	zpracované	behandle	zpracovaný	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
behandlede	zpracovány	behandle	zpracovaný	V;PL;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
phillips	phillips	phillips	phillips	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
beverly	beverly	beverly	beverl		PROPN;FEM;SG;POS
said	řekla	said	říci		V;PFV;POS;PST;V.PTCP;ACT
said	řekl	said	říci		V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
said	říkal	said	říkat		V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
living	žijící	living	žijící	N;INDF;MASC+FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
løkke	smyčky	løkke	smyčka	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
heide	heide	heide	heide	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
relativ	příbuzná	relativ	příbuzná	ADV	N;NOM;FEM;SG;POS
relativ	relativní	relativ	relativní	ADV	ADJ;NOM;MASC;SG;POS
relativ	příbuzný	relativ	příbuzný	ADV	N;ANIM;NOM;MASC;SG;POS
klippe	útes	klippe	útes	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
klippe	cliff	klippe	cliff	V;NFIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
klippe	skály	klippe	skála	V;NFIN;ACT	N;NOM;FEM;PL;POS
klippe	skála	klippe	skála	V;NFIN;ACT	N;NOM;FEM;SG;POS
klippe	skalní	klippe	skalní	V;NFIN;ACT	ADJ;NOM;MASC;SG;POS
klippe	kámen	klippe	kámen	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
klippe	rock	klippe	rock	V;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
powell	powell	powell	powell		PROPN;ANIM;NOM;MASC;SG;POS
nba	nba	nba	nba		PROPN;FEM;POS
rovers	rovers	rove	rovers	N;GEN;INDF;MASC+FEM;PL	N;INAN;MASC;SG;POS
publikationer	publikace	publikation	publikace	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
foster	fosterová	foste	fosterový	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG;POS
foster	foster	foste	foster	N;INDF;MASC+FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
foster	plod	foste	plod	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG;POS
foster	plodu	foste	plod	N;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;SG;POS
stød	šoky	stød	šok	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
weber	weber	weber	weber	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
overføre	nahrávání	overføre	nahrávání	V;NFIN;ACT	N;NOM;NEUT;SG;POS
overføre	nahrávání	overføre	nahrávání	V;NFIN;ACT	N;NOM;NEUT;SG;POS
kraftigere	silnější	kraftigere	silný	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
kasakhstan	kazachstán	kasakhstan	kazachstán		N;INAN;NOM;MASC;SG;POS
memphis	memphisu	memphis	memphis		PROPN;INAN;GEN;MASC;SG;POS
sullivan	sullivan	sullivan	sullivan	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
