que	že	que	že	PRO;MASC;SG	CONJ
próximos	nadchádzajúce	próximo	nadchádzajúci	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
cria	vytvorte	criar	vytvoriť	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;POS;FIN
salto	skočiť	salto	skočiť	N;MASC;SG	V;PFV;POS;NFIN
salto	skákať	salto	skákať	N;MASC;SG	V;IPFV;POS;NFIN
salto	preskočiť	salto	preskočiť	N;MASC;SG	V;PFV;POS;NFIN
tela	obrazovky	tela	obrazovka	N;FEM;SG	N;NOM;FEM;PL
tela	screen	tela	screen	N;FEM;SG	
raça	plemena	raça	plemeno	N;FEM;SG	N;NOM;NEUT;PL
raça	preteky	raça	preteky	N;FEM;SG	N;INAN;NOM;MASC;PL
raça	rasy	raça	rasa	N;FEM;SG	N;NOM;FEM;PL
bilhões	miliardu	bilhão	miliarda	N;MASC;PL	N;ACC;FEM;SG
bilhões	miliárd	bilhão	miliárda	N;MASC;PL	N;NOM;FEM;SG
bilhões	miliarda	bilhão	miliard	N;MASC;PL	N;NOM;FEM;SG
bilhões	miliárd	bilhão	miliárda	N;MASC;PL	N;NOM;FEM;SG
habilidades	zručnosť	habilidade	zručnosť	N;FEM;PL	N;NOM;FEM;SG
contar	počítanie	contar	počítanie	V;NFIN	N;NOM;NEUT;SG
carne	mäsa	carne	mäso	N;FEM;SG	N;NOM;NEUT;PL
direta	priama	direto	priama	ADJ;FEM;SG	N;NOM;FEM;SG
direta	priamo	direto	priamo	ADJ;FEM;SG	ADV
direta	direct	direto	direct	ADJ;FEM;SG	
marcada	označené	marcar	označený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
marcada	označená	marcar	označený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
marcada	označený	marcar	označený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
marcada	označení	marcar	označenie	V;FEM;SG;V.PTCP	N;NOM;NEUT;PL
marcada	označené	marcar	označený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
marcada	označená	marcar	označený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tag	označiť	tag	označiť	N;FEM;SG	V;PFV;POS;NFIN
tag	tag	tag	tag	N;FEM;SG	
perdido	stratená	perder	stratený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
perdido	stratené	perder	stratený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
perdido	stratený	perder	stratený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
perdido	stratení	perder	stratený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
participaram	zúčastnila	participar	zúčastniť	V;IND;PL;3;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
lutar	boje	lutar	boj	V;NFIN	N;INAN;NOM;MASC;PL
palmeiras	dlane	palmeira	dlaň	N;MASC;SG	N;NOM;FEM;PL
funciona	diela	funcionar	dielo	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
funciona	diel	funcionar	dielo	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
opera	opera	operar	oper	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
opera	opery	operar	oper	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
opera	operu	operar	opera	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
vertical	vertikálna	vertical	vertikálny	N;MASC;SG	ADJ;NOM;FEM;SG
vertical	vertikálne	vertical	vertikálne	N;MASC;SG	ADJ;NOM;NEUT;SG
vertical	vertikálny	vertical	vertikálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
levado	prevzaté	levar	prevziať	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
levado	prijatých	levar	prijatý	V;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
levado	prijaté	levar	prijatý	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sonho	snívať	sonho	snívať	N;MASC;SG	V;IPFV;POS;NFIN
sonho	dream	sonho	dream	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
assinatura	predplatné	assinatura	predplatný	N;FEM;SG	ADJ;NOM;NEUT;SG
certeza	istoty	certeza	istota	N;FEM;SG	N;NOM;FEM;PL
organizado	organizovanému	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;ANIM;DAT;MASC;SG;POS;V.PTCP;PASS
organizado	organizovaný	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organizado	organizovaná	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organizado	organizované	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
organizado	organizovaná	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
organizado	organizovaný	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
organizado	organizované	organizar	organizovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
metrô	metre	metrô	meter	N;MASC;SG	N;INAN;NOM;MASC;PL
alternativa	alternatívne	alternativa	alternatívne	N;FEM;SG	ADJ;NOM;NEUT;SG
alternativa	alternatívna	alternativa	alternatívny	N;FEM;SG	ADJ;NOM;FEM;SG
alternativa	alternatívny	alternativa	alternatívny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
xavier	xavier	xavier	xavier	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
exibição	výstavy	exibição	výstava	N;FEM;SG	N;NOM;FEM;PL
exibição	zobraziť	exibição	zobraziť	N;FEM;SG	V;PFV;POS;NFIN
two	dve	two	dva	N;MASC;SG	NUM;NOM;FEM;PL
two	dvaja	two	dva	N;MASC;SG	NUM;ANIM;NOM;MASC;PL
two	dva	two	dva	N;MASC;SG	NUM;INAN;NOM;MASC;PL
two	two	two	two	N;MASC;SG	
men	mužov	men	muž	N;MASC;SG	N;ANIM;ACC;MASC;PL
men	men	men	men	N;MASC;SG	
men	muži	men	muž	N;MASC;SG	N;ANIM;NOM;MASC;PL
men	pánske	men	pánsky	N;MASC;SG	N;NOM;FEM;PL
habitats	biotopu	habitat	biotop	N;MASC;PL	N;INAN;GEN;MASC;SG
treinamento	školenia	treinamento	školenie	N;MASC;SG	N;NOM;NEUT;PL
wwe	wwe	wwe	wen	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lateral	bočné	lateral	bočný	N;MASC;SG	ADJ;NOM;NEUT;SG
lateral	bočný	lateral	bočný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
lateral	bočný	lateral	bočný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
lateral	side	lateral	sideť	N;MASC;SG	INTJ
renato	rené	renato	rený	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
renato	renata	renato	renata	N;MASC;SG	PROPN;NOM;FEM;SG
publicados	publikované	publicar	publikovaný	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicados	zverejnená	publicar	zverejnený	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
publicados	zverejnené	publicar	zverejnený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
publicados	uverejnené	publicar	uverejnený	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
necessária	potreboval	necessário	potrebovať	ADJ;FEM;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
necessária	vyžaduje	necessário	vyžadovať	ADJ;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
kevin	kevin	kevin	kevin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
deveriam	malo	dever	mať	V;COND;PL;3;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
extremo	extrémne	extremo	extrémne	N;MASC;SG	ADV
extremo	extrémny	extremo	extrémny	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
extremo	extrémna	extremo	extrémny	N;MASC;SG	ADJ;NOM;FEM;SG
individuais	singles	individual	singles	ADJ;MASC;PL	N;INAN;NOM;MASC;SG
individuais	dvojhra	individual	dvojhra	ADJ;MASC;PL	N;NOM;FEM;SG
individuais	individuálna	individual	individuálny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
individuais	individuálne	individual	individuálne	ADJ;MASC;PL	ADV
individuais	jednotlivec	individual	jednotlivec	ADJ;MASC;PL	N;ANIM;NOM;MASC;SG
individuais	individuálny	individual	individuálny	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
individuais	jednotlivca	individual	jednotlivec	ADJ;MASC;PL	N;ANIM;ACC;MASC;SG
elite	elity	elite	elity	N;FEM;SG	N;NOM;FEM;PL
elite	elite	elite	elita	N;FEM;SG	
jong	jong	jong	jong	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mostrou	ukázali	mostrar	ukázať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
maia	maya	maia	maya	N;MASC;SG	PROPN;NOM;FEM;SG
maia	maia	maia	maia	N;MASC;SG	PROPN;NOM;FEM;SG
vendido	predaný	vender	predaný	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG
vendido	predaná	vender	predaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vendido	predané	vender	predaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
vendido	predávané	vender	predávaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
recepção	prijatí	recepção	prijatie	N;FEM;SG	N;NOM;NEUT;PL
open	open	open	open	N;MASC;SG	
open	otvorené	open	otvorený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
open	otvorená	open	otvorený	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
open	otvoriť	open	otvoriť	N;MASC;SG	V;PFV;POS;NFIN
aviões	lietadlo	avião	lietadlo	N;MASC;PL	N;NOM;NEUT;SG
aviões	letúne	avião	letúna	N;MASC;PL	N;ANIM;NOM;MASC;SG
bruce	bruce	bruce	bruca	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
gonçalo	gonzalo	gonçalo	gonzať	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
inicia	zacne	iniciar	zacne	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;POS;FIN
petróleo	oil	petróleo	oil	N;MASC;SG	
petróleo	ropné	petróleo	ropný	N;MASC;SG	ADJ;NOM;NEUT;PL
petróleo	ropný	petróleo	ropný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
permitir	povolenie	permitir	povolenie	V;NFIN	N;NOM;NEUT;SG
paixão	vášne	paixão	vášne	N;FEM;SG	N;NOM;FEM;PL
juvenil	mladistvých	juvenil	mladistvý	ADJ;MASC;SG	ADJ;ANIM;GEN;MASC;PL
humanidade	ľudskosti	humanidade	ľudskosť	N;FEM;SG	N;NOM;FEM;PL
song	song	song	song	N;MASC;SG	
aeronaves	lietadlo	aeronave	lietadlo	N;FEM;PL	N;NOM;NEUT;SG
citado	citovaná	citar	citovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
citado	citované	citar	citovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
citado	citovaný	citar	citovaný	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
citado	citovaná	citar	citovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
citado	citované	citar	citovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
superiores	nadriadený	alto	nadriadený	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
específico	konkrétnych	específico	konkrétny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
concentração	koncentrácie	concentração	koncentrácia	N;FEM;SG	N;NOM;FEM;PL
mente	mysel	mente	mysieť	N;FEM;SG	INTJ
mente	nazor	mente	nazor	N;FEM;SG	INTJ
viva	viva	vivo	viva	N;FEM;SG	
viva	hurá	vivo	hurý	N;FEM;SG	INTJ
viva	živé	vivo	živý	N;FEM;SG	ADJ;NOM;NEUT;SG
viva	ži	vivo	ži	N;FEM;SG	INTJ
viva	live	vivo	liva	N;FEM;SG	
viva	naživo	vivo	naživo	N;FEM;SG	ADV
viva	žiť	vivo	žiť	N;FEM;SG	V;IPFV;POS;NFIN
viva	živá	vivo	živý	N;FEM;SG	ADJ;NOM;FEM;SG
viva	živí	vivo	živý	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
viva	živý	vivo	živý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
viva	nažive	vivo	nažive	N;FEM;SG	ADV
associado	súvisiace	associar	súvisiaci	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
associado	pridružené	associar	pridružený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
associado	pridružený	associar	pridružený	V;MASC;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
associado	spoločník	associar	spoločník	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
boston	boston	boston	boston	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
externa	externý	externo	externý	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
externa	vonkajšie	externo	vonkajší	N;FEM;SG	ADJ;NOM;NEUT;SG
externa	vonkajší	externo	vonkajší	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
externa	externé	externo	externý	N;FEM;SG	ADJ;NOM;NEUT;SG
externa	vonkajšia	externo	vonkajší	N;FEM;SG	ADJ;NOM;FEM;SG
abrir	open	abrir	open	V;NFIN	
abrir	otvorené	abrir	otvorený	V;NFIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
abrir	otvorená	abrir	otvorený	V;NFIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
extinta	vyhynuli	extinguir	vyhynúť	V;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
intervenção	intervencie	intervenção	intervencia	N;FEM;SG	N;NOM;FEM;PL
heart	srdca	heart	srdce	N;MASC;SG	N;NOM;NEUT;PL
heart	heart	heart	heart	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
altas	high	alto	higho	ADJ;FEM;PL	N;ACC;FEM;SG
altas	vysoko	alto	vysoko	ADJ;FEM;PL	ADV
altas	vysoká	alto	vysoký	ADJ;FEM;PL	ADJ;NOM;FEM;SG
altas	vysoký	alto	vysoký	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
altas	vysoké	alto	vysoký	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
altas	vysoký	alto	vysoký	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
altas	vysoké	alto	vysoký	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
altas	vysoká	alto	vysoký	ADJ;FEM;PL	ADJ;NOM;FEM;SG
famosos	slávny	famoso	slávny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
famosos	slávna	famoso	slávny	N;MASC;PL	ADJ;NOM;FEM;SG
mecânica	mechanické	mecânico	mechanický	N;FEM;SG	ADJ;NOM;NEUT;SG
mecânica	mechanická	mecânico	mechanický	N;FEM;SG	ADJ;NOM;FEM;SG
mecânica	mechanický	mecânico	mechanický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
fluxo	flow	fluxo	flow	N;MASC;SG	
kelly	kelly	kelly	kella	N;FEM;SG	PROPN;NOM;FEM;SG
esforço	úsilia	esforço	úsilie	N;MASC;SG	N;NOM;NEUT;PL
termina	konce	terminar	koniec	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
indivíduo	individuálna	indivíduo	individuálny	N;MASC;SG	ADJ;NOM;FEM;SG
indivíduo	individuálne	indivíduo	individuálne	N;MASC;SG	ADV
indivíduo	individuálny	indivíduo	individuálny	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
indivíduo	jednotlivých	indivíduo	jednotlivý	N;MASC;SG	ADJ;GEN;MASC;PL
sexto	sextos	sexto	sextos	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
sexto	sexto	sexto	sexto	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
influências	ovplyvnenie	influência	ovplyvnenie	N;FEM;PL	N;NOM;NEUT;SG
influências	ovplyvňovať	influência	ovplyvňovať	N;FEM;PL	V;IPFV;POS;NFIN
influências	ovplyvňovanie	influência	ovplyvňovanie	N;FEM;PL	N;NOM;NEUT;SG
influências	vplyv	influência	vplyv	N;FEM;PL	N;INAN;NOM;MASC;SG
influências	ovplyvniť	influência	ovplyvniť	N;FEM;PL	V;PFV;POS;NFIN
influências	ovplyvňovanie	influência	ovplyvňovanie	N;FEM;PL	N;NOM;NEUT;SG
vizinhos	susedné	vizinho	susedný	N;MASC;PL	ADJ;NOM;NEUT;SG
integração	integrácie	integração	integrácia	N;FEM;SG	N;NOM;FEM;PL
integração	integrácie	integração	integrácia	N;FEM;SG	N;NOM;FEM;PL
transportes	preprava	transporte	preprava	N;MASC;PL	N;NOM;FEM;SG
transportes	prevoz	transporte	prevoz	N;MASC;PL	N;INAN;NOM;MASC;SG
transportes	doprava	transporte	doprava	N;MASC;PL	N;NOM;FEM;SG
transportes	preprava	transporte	preprava	N;MASC;PL	N;NOM;FEM;SG
transportes	dopravné	transporte	dopravný	N;MASC;PL	ADJ;NOM;NEUT;SG
transportes	transport	transporte	transport	N;MASC;PL	N;INAN;NOM;MASC;SG
transportes	doprava	transporte	doprava	N;MASC;PL	N;NOM;FEM;SG
alcançar	dosah	alcançar	dosah	V;NFIN	N;INAN;NOM;MASC;SG
alcançar	reach	alcançar	reach	V;NFIN	
alcançar	dosiahnutí	alcançar	dosiahnutie	V;NFIN	ADJ;ANIM;NOM;NEUT;PL;POS;V.PTCP;PASS
alcançar	dosiahnutia	alcançar	dosiahnutie	V;NFIN	N;NOM;NEUT;PL
alcançar	dosahovanie	alcançar	dosahovanie	V;NFIN	N;NOM;NEUT;SG
alcançar	dosiahnutie	alcançar	dosiahnutie	V;NFIN	N;NOM;NEUT;SG
confederação	konfederácie	confederação	konfederácia	N;FEM;SG	N;NOM;FEM;PL
confederação	konfederácie	confederação	konfederácia	N;FEM;SG	N;NOM;FEM;PL
gil	gil	gil	gil	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
down	down	down	down	N;MASC;SG	
down	nadol	down	nadol	N;MASC;SG	ADV
down	dolu	down	dolu	N;MASC;SG	ADV
down	dole	down	dole	N;MASC;SG	ADV
discurso	reči	discurso	reč	N;MASC;SG	N;NOM;FEM;PL
telefone	telefónne	telefone	telefónňa	N;MASC;SG	ADJ;NOM;NEUT;SG
conheceu	met	conhecer	met	V;IND;SG;3;PST;FIN	
conheceu	splnené	conhecer	splnený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ameaça	hrozí	ameaça	hroziť	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
ameaça	ohrozuje	ameaça	ohrozovať	N;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
bíblia	biblie	bíblia	biblia	N;FEM;SG	N;NOM;FEM;PL
bíblia	biblické	bíblia	biblický	N;FEM;SG	ADJ;NOM;NEUT;SG
pergunta	ask	pergunta	ask	N;FEM;SG	
pergunta	opýtať	pergunta	opýtať	N;FEM;SG	V;PFV;POS;NFIN
pergunta	otazka	pergunta	otazka	N;FEM;SG	INTJ
primo	primo	primo	primo	N;MASC;SG	
holanda	holandsko	holandar	holandsko	N;FEM;SG	ADV
holanda	holandsku	holandar	holandsko	N;FEM;SG	ADV
holanda	holland	holandar	holland	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
lenda	vysvetlivky	lenda	vysvetlivka	N;FEM;SG	N;NOM;FEM;PL
lenda	legendy	lenda	legenda	N;FEM;SG	N;NOM;FEM;PL
ideal	ideál	ideal	ideál	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
ideal	ideálne	ideal	ideálny	ADJ;MASC;SG	ADV
chamadas	hovory	chamar	hovor	V;FEM;PL;V.PTCP	N;NOM;FEM;PL
chamadas	vyzýva	chamar	vyzývať	V;FEM;PL;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
chamadas	volaní	chamar	volanie	V;FEM;PL;V.PTCP	N;GEN;NEUT;PL
chamadas	volania	chamar	volanie	V;FEM;PL;V.PTCP	N;NOM;NEUT;PL
pedras	stone	pedra	stoňa	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
pedras	kameň	pedra	kameň	N;FEM;PL	N;INAN;NOM;MASC;SG
pedras	kameňa	pedra	kameňa	N;FEM;PL	N;INAN;GEN;MASC;SG
plant	rastliny	plant	rastlina	N;MASC;SG	N;NOM;FEM;PL
plant	rastlín	plant	rastlina	N;MASC;SG	N;GEN;FEM;PL
disputado	sporných	disputar	sporný	V;MASC;SG;V.PTCP	ADJ;GEN;MASC;PL
disputado	sporné	disputar	sporný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
disputado	sporná	disputar	sporný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG
disputado	spornej	disputar	sporný	V;MASC;SG;V.PTCP	ADJ;GEN;FEM;SG
disputado	sporný	disputar	sporný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG
sucessão	dedenie	sucessão	dedenie	N;FEM;SG	N;NOM;NEUT;PL
download	stiahnuť	download	stiahnuť	N;MASC;SG	V;PFV;POS;NFIN
observação	pozorovania	observação	pozorovanie	N;FEM;SG	N;NOM;NEUT;PL
descobrir	objavovanie	descobrir	objavovanie	V;NFIN	N;NOM;NEUT;SG
chão	podlahové	chão	podlahový	N;MASC;SG	ADJ;NOM;NEUT;SG
lagos	lagos	lago	lagos	N;MASC;PL	PROPN;INAN;NOM;MASC;SG
grão	zrná	grão	zrný	N;MASC;SG	N;NOM;NEUT;PL
inúmeras	nespočetné	inúmero	nespočetný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
inúmeras	nespočetné	inúmero	nespočetný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
johnny	johny	johnny	johna	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
johnny	johnny	johnny	johnny	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
nick	nickom	nick	nický	N;MASC;SG	ADJ;INS;NEUT;SG
nick	nicka	nick	nicko	N;MASC;SG	PROPN;ANIM;ACC;MASC;SG
definido	definovaný	definir	definovaný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
definido	vymedzená	definir	vymedzený	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
definido	definované	definir	definovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
definido	definovaná	definir	definovaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
definido	stanovené	definir	stanovený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
definido	set	definir	set	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
confiança	veriť	confiança	veriť	N;FEM;SG	V;IPFV;POS;NFIN
confiança	ver	confiança	veriť	N;FEM;SG	INTJ
confiança	dôverovať	confiança	dôverovať	N;FEM;SG	V;IPFV;POS;NFIN
habilidade	zručnosti	habilidade	zručnosť	N;FEM;SG	N;NOM;FEM;PL
habilidade	schopnosti	habilidade	schopný	N;FEM;SG	N;NOM;FEM;PL
árabes	arab	árabe	arab	N;MASC;PL	N;ANIM;NOM;MASC;SG
árabes	arabských	árabe	arabský	N;MASC;PL	ADJ;GEN;MASC;PL
árabes	arabské	árabe	arabský	N;MASC;PL	ADJ;NOM;NEUT;SG
árabes	arabčina	árabe	arabčin	N;MASC;PL	N;NOM;FEM;SG
árabes	arabsky	árabe	arabsky	N;MASC;PL	N;ANIM;NOM;MASC;SG
árabes	arabské	árabe	arabský	N;MASC;PL	ADJ;NOM;NEUT;SG
elevada	zvýšená	elevar	zvýšený	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
elevada	zvýšený	elevar	zvýšený	V;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
elevada	zvýšené	elevar	zvýšený	V;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bot	bot	bot	bot	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
sai	sai	sair	sai	V;IND;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
tratar	liečbu	tratar	liečba	V;NFIN	N;ACC;FEM;SG
ginástica	gym	ginástica	gym	N;FEM;SG	INTJ
ginástica	telocvične	ginástica	telocvičňa	N;FEM;SG	N;NOM;FEM;PL
his	jeho	his	jeho	N;MASC;SG	DET;NOM;NEUT;SG;3
açúcar	cukrová	açúcar	cukrový	N;MASC;SG	ADJ;NOM;FEM;SG
açúcar	sugar	açúcar	sugar	N;MASC;SG	PROPN;NOM;FEM;SG
angra	angra	angra	angra	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
laboratório	laboratória	laboratório	laboratórium	N;MASC;SG	N;NOM;NEUT;PL
laboratório	laboratórne	laboratório	laboratórny	N;MASC;SG	ADJ;NOM;NEUT;SG
laboratório	laboratóriá	laboratório	laboratórium	N;MASC;SG	N;NOM;NEUT;PL
enviou	odoslané	enviar	odoslaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviou	poslané	enviar	poslaný	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviou	odoslaná	enviar	odoslaný	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
enviou	poslali	enviar	poslať	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
jerusalém	jeruzaleme	jerusalém	jeruzalem	N;MASC;SG	N;ANIM;NOM;MASC;PL
moda	módne	moda	módny	N;FEM;SG	N;NOM;FEM;PL
moda	módy	moda	móda	N;FEM;SG	N;NOM;FEM;PL
lançar	štart	lançar	štart	V;NFIN	N;INAN;NOM;MASC;SG
lançar	spustenie	lançar	spustenie	V;NFIN	N;NOM;NEUT;SG
determinada	určený	determinar	určený	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
determinada	odhodlaný	determinar	odhodlaný	V;FEM;SG;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
