से	از	से	از		ADP
दोषी	گناه	दोषी	گناه	ADJ	N;SG
क्रिसमस	کریسمس	क्रिसमस	کریسمس	PROPN;NOM;MASC;SG;3	N;SG
फ़्रांस	فرانس	फाररांस	فرانس	PROPN;NOM;MASC;SG;3	N;SG
फ़्रांस	فرانسه	फाररांस	فرانسه	PROPN;NOM;MASC;SG;3	N;SG
ठंडा	سرما	ठंडा	سرما	ADJ;NOM;MASC;SG	N;SG
ठंडा	سرد	ठंडा	سرد	ADJ;NOM;MASC;SG	N;SG
ठंडा	سرماخوردگی	ठंडा	سرماخوردگی	ADJ;NOM;MASC;SG	N;SG
नाडु	نادو	नाडु	نادو	PROPN;NOM;MASC;SG;3	N;SG
अक्ष	محورها	अक्ष	محور	N;NOM;MASC;SG;3	N;PL
पन्ने	صفحات	पन्ना	None	N;NOM;MASC;SG;3	N;PL
मोदी	modi	मोदी	modi	PROPN;NOM;SG;3	
मोदी	مودی	मोदी	مودی	PROPN;NOM;SG;3	N;SG
एपिसोड	قسمتهای	एपिसोड	قسمت	N;NOM;MASC;SG;3	N;PL
मैक	مکینتاش	मैक	مکینتاش	PROPN;NOM;MASC;SG;3	N;SG
मैक	mac	मैक	mac	PROPN;NOM;MASC;SG;3	N;SG
मैक	مک	मैक	مک	PROPN;NOM;MASC;SG;3	N;SG
वियतनाम	ویتنام	वियतनाम	ویتنام	PROPN;NOM;MASC;SG;3	N;SG
आयरिश	ایرلند	आयरिश	ایرلند	PROPN;NOM;MASC;SG;3	N;SG
आयरिश	ایرلندی	आयरिश	ایرلندی	PROPN;NOM;MASC;SG;3	N;SG
अभिलेख	آرشیو	अभिलेख	آرشیو	N;NOM;MASC;SG;3	N;PL
अभिलेख	آرشیو	अभिलेख	آرشیو	N;NOM;MASC;SG;3	N;PL
राजकुमारी	پرنسس	राजकुमारी	پرنسس	PROPN;NOM;FEM;SG;3	N;SG
राजकुमारी	شاهدخت	राजकुमारी	شاهدخت	PROPN;NOM;FEM;SG;3	N;SG
अनुचित	ناعادلانه	अनुचित	ناعادلانه	PROPN;NOM;MASC;SG;3	ADJ
अनुचित	نامناسب	अनुचित	نامناسب	PROPN;NOM;MASC;SG;3	ADJ
कल	فردا	कल	فردا	N;NOM;MASC;SG;3	ADV
कल	دیروز	कल	دیروز	N;NOM;MASC;SG;3	ADV
प्रतिकूल	خصومت	प्रतिकूल	خصومت	PROPN;NOM;SG;3	N;SG
प्रतिकूल	دشمنی	प्रतिकूल	دشمنی	PROPN;NOM;SG;3	N;SG
बाँध	دم	बाँध	دم	PROPN;NOM;MASC;SG;3	N;SG
बाँध	سد	बाँध	سد	PROPN;NOM;MASC;SG;3	N;SG
बेहतरीन	best	बेहतरीन	best	ADJ	N;SG
तालिका	میز	तालिका	میز		N;SG
तालिका	سفره	तालिका	سفره		N;SG
तालिका	جدول	तालिका	جدول		N;SG
तालिका	فهرست	तालिका	فهرست		N;SG
यथार्थ	رئال	यथार्थ	رئال	ADV	N;SG
यथार्थ	حقیقی	यथार्थ	حقیقی	ADV	N;SG
यथार्थ	واقعی	यथार्थ	واقعی	ADV	ADJ
रहस्य	رازها	रहस्य	راز	N;NOM;MASC;SG;3	N;PL
रहस्य	اسرار	रहस्य	سر	N;NOM;MASC;SG;3	N;PL
रहस्य	محرمانه	रहस्य	محرمانه	N;NOM;MASC;SG;3	ADJ
फसलों	زراعت	फसल	زراعت	N;ACC;FEM;PL;3	N;SG
नाटकीय	دراماتیک	नाटकीय	دراماتیک	ADJ;NOM	N;SG
वाशिंगटन	واشینگتون	वाशिंगटन	واشینگتون	PROPN;NOM;MASC;SG;3	N;SG
वाशिंगटन	واشنگتون	वाशिंगटन	واشنگتون	PROPN;NOM;MASC;SG;3	N;SG
वाशिंगटन	واشینگتن	वाशिंगटन	واشینگتن	PROPN;NOM;MASC;SG;3	N;SG
वाशिंगटन	واشنگتن	वाशिंगटन	واشنگتن	PROPN;NOM;MASC;SG;3	N;SG
बर्लिन	برلین	बर्लिन	برلین	PROPN;NOM;MASC;SG;3	N;SG
पैटर्न	الگوها	पैटर्न	الگو	N;NOM;MASC;SG;3	N;PL
गोल्डन	زرین	गोल्डन	None	PROPN;NOM;MASC;SG;3	N;SG
गोल्डन	طلایی	गोल्डन	طلایی	PROPN;NOM;MASC;SG;3	ADJ
गोल्डन	گلدن	गोल्डन	گلدن	PROPN;NOM;MASC;SG;3	N;SG
गोल्डन	طلائی	गोल्डन	طلایی	PROPN;NOM;MASC;SG;3	N;SG
प्रभु	لرد	प्रभु	None	PROPN;NOM;MASC;SG;3	N;SG
प्रभु	پروردگارا	प्रभु	پروردگار	PROPN;NOM;MASC;SG;3	V;IMP
खण्ड	بخشهای	खण्ड	بخش	N;NOM;MASC;SG;3	N;PL
खण्ड	بخشها	खण्ड	بخش	N;NOM;MASC;SG;3	N;PL
लायक	ارزش	लायक	ارزش	ADP	N;SG
विनोद	وینود	विनोद	وینود	PROPN;NOM;MASC;SG;3	
सांता	سانتا	सांत	سانتا	PROPN;NOM;FEM;SG;3	N;SG
सांता	بابانوئل	सांत	بابانوئل	PROPN;NOM;FEM;SG;3	N;SG
सांता	santa	सांत	santa	PROPN;NOM;FEM;SG;3	N;SG
रूचि	علایق	रूचि	علایق	N;NOM;FEM;SG;3	N;PL
रूचि	منافع	रूचि	منفعت	N;NOM;FEM;SG;3	N;PL
रेगिस्तान	اعراب	रेगिस्तान	عرب	N;NOM;MASC;SG;3	N;PL
एट	خورده	एट	خورد#خور	PROPN;NOM;MASC;SG;3	V;SG;3;V.PTCP
एट	خورد	एट	خورد#خور	PROPN;NOM;MASC;SG;3	N;SG
भीतरी	درونی	भीतरी	درونی	N;NOM;MASC;SG;3	ADJ
पूर्ववर्ती	اسبق	पूर्ववर्ती	اسبق	ADJ	N;SG
सेनाओं	سپاه	सेना	سپاه	N;ACC;FEM;PL;3	N;SG
वाणी	وانی	वाणी	وانی	PROPN;NOM;FEM;SG;3	N;SG
इंजीनियर	مهندس	इंजीनियर	مهندس	N;NOM;MASC;PL;3	N;SG
इंजीनियर	engineer	इंजीनियर	engineer	N;NOM;MASC;PL;3	N;SG
रोल	رول	रोल	رول		N;SG
रहमान	الرحمن	रहमान	الرحمن	PROPN;NOM;MASC;SG;3	
रहमान	رحمان	रहमान	رحمان	PROPN;NOM;MASC;SG;3	N;SG
रहमान	مهربان	रहमान	مهربان	PROPN;NOM;MASC;SG;3	ADJ
मुफ्त	آزاد	मुफ्त	آزاد	N;NOM;MASC;SG;3	ADJ
लम्बा	تل	लम्बा	تل	ADJ;NOM;MASC;SG	N;SG
लम्बा	قد	लम्बा	قد	ADJ;NOM;MASC;SG	
दुबई	دبی	दुबई	دبی	PROPN;NOM;MASC;SG;3	N;SG
दुबई	dubai	दुबई	dubai	PROPN;NOM;MASC;SG;3	N;SG
दुबई	دوبی	दुबई	دوبی	PROPN;NOM;MASC;SG;3	N;SG
भूत	شبح	भूत	شبح		N;SG
भूत	گوست	भूत	گوست		N;SG
भूत	روح	भूत	روح		N;SG
भूत	ارواح	भूत	ارواح		N;PL
भूत	اشباح	भूत	اشباح		N;PL
क्यूबा	کوبا	क्यूबा	کوبا	PROPN;NOM;MASC;SG;3	N;SG
उपासना	عبادت	उपासना	عبادت	V;SG;FIN;ACT	N;SG
उपासना	پرستش	उपासना	پرستش	V;SG;FIN;ACT	
अनंत	نامتناهی	अनंत	نامتناهی		N;SG
अनंत	بینهایت	अनंत	بینهایت		N;SG
अनंत	نامحدود	अनंत	نامحدود		N;SG
अनंत	بیکران	अनंत	بیکر		N;SG
अनंत	نامتناهی	अनंत	نامتناهی		N;SG
अनंत	بینهایت	अनंत	بینهایت		N;SG
बालों	موی	बाल	مو	N;ACC;MASC;PL;3	N;SG
बालों	مو	बाल	مو	N;ACC;MASC;PL;3	N;SG
कुत्ते	سگهای	कुत्ता	سگ	N;NOM;MASC;SG;3	N;PL
कुत्ते	سگها	कुत्ता	سگ	N;NOM;MASC;SG;3	N;PL
फैली	گسترده	फैल	گسترده	V;PFV;FEM;SG;V.PTCP;ACT	ADJ
मुँह	دهانت	मुँह	دهانت	N;NOM;MASC;SG;3	
बिहारी	بیهاری	बिहारी	بیهار	PROPN;NOM;MASC;SG;3	N;SG
पेड़ों	درخت	पेड़	درخت	N;ACC;MASC;PL;3	N;SG
अफ़ग़ानिस्तान	افغانستان	अफ़ग़ानिस्तान	افغانستان	PROPN;NOM;MASC;SG;3	N;SG
इन्द्र	ایندرا	इंद्र	ایندرا	PROPN;NOM;MASC;SG;3	N;SG
बर्तन	ظرفها	बर्तन	ظرف	N;NOM;MASC;SG;3	N;PL
बर्तन	ظروف	बर्तन	ظرف	N;NOM;MASC;SG;3	N;PL
बर्तन	غذاهای	बर्तन	غذا	N;NOM;MASC;SG;3	N;PL
अस्वीकार	انکار	अस्वीकार	انکار		N;SG
अस्वीकार	تکذیب	अस्वीकार	تکذیب		N;SG
जाएगी	لرزش	जा	لرزش	V;FEM;IND;SG;3;FUT;FIN;ACT	N;SG
हॉट	گرم	हॉट	گرم		ADJ
हॉट	داغ	हॉट	None		N;SG
कर्तव्य	وظایف	कर्तव्य	None	N;NOM;MASC;SG;3	N;PL
सिडनी	سیدنی	सिडनी	سیدنی	PROPN;NOM;MASC;SG;3	N;SG
परिचालन	عملیات	परिचालन	عملیات	N;NOM;MASC;SG;3	N;PL
अपराधी	جنایتکار	अपराधी	جنایتکار	N;NOM;MASC;PL;3	N;SG
अपराधी	مجرم	अपराधी	None	N;NOM;MASC;PL;3	N;SG
अपराधी	تبهکار	अपराधी	تبهکار	N;NOM;MASC;PL;3	N;SG
अपराधी	کیفری	अपराधी	کیفری	N;NOM;MASC;PL;3	N;SG
अपराधी	مجرم	अपराधी	None	N;NOM;MASC;PL;3	N;SG
अपराधी	گناهکار	अपराधी	گناهکار	N;NOM;MASC;PL;3	N;SG
अपराधी	گناه	अपराधी	گناه	N;NOM;MASC;PL;3	N;SG
नाट्य	تئاتری	नाट्य	تئا	N;NOM;MASC;SG;3	N;PL
नियत	تنظیم	नियत	تنظیم		N;SG
स्वरुप	قالبهای	स्वरुप	قالب	N;NOM;MASC;SG;3	N;PL
भयंकर	وحشتناک	भयंकर	وحشتناک		ADJ
आर्थर	آرتور	आर्थर	آرتور	PROPN;NOM;MASC;SG;3	N;SG
नीदरलैंड	هلند	नीदरलैंड	هلند	PROPN;NOM;MASC;SG;3	N;SG
स्पोर्ट्स	اسپرت	स्पोर्ट	اسپرت	N;NOM;MASC;PL;3	N;SG
स्पोर्ट्स	اسپورت	स्पोर्ट	اسپورت	N;NOM;MASC;PL;3	N;SG
स्पोर्ट्स	ورزشی	स्पोर्ट	ورزشی	N;NOM;MASC;PL;3	N;SG
स्पोर्ट्स	ورزش	स्पोर्ट	ورزش	N;NOM;MASC;PL;3	N;SG
क्रॉस	صلیب	क्रॉस	صلیب		N;SG
क्रॉस	کراس	क्रॉस	کراس		N;SG
क्रॉस	عبور	क्रॉस	عبور		N;SG
सुनील	سونیل	सुनील	سونیل	PROPN;NOM;MASC;SG;3	N;SG
मेजर	عمده	मेजर	عمده	N;NOM;MASC;SG;3	ADJ
स्वतः	خودکار	स्वतः	خودکار		N;SG
स्टीव	استیو	स्टीव	استیو	PROPN;NOM;MASC;SG;3	N;SG
थिएटर	تئاتر	थिएटर	None	N;NOM;MASC;SG;3	N;PL
थिएटर	سینماها	थिएटर	سینما	N;NOM;MASC;SG;3	N;PL
थिएटर	تئاتر	थिएटर	None	N;NOM;MASC;SG;3	N;PL
सूजन	متورم	सूजन	متورم	N;NOM;FEM;SG;3	ADJ
गुलाब	رز	गुलाब	رز	PROPN;NOM;MASC;SG;3	N;SG
गुलाब	رُز	गुलाब	رُز	PROPN;NOM;MASC;SG;3	N;SG
झिल्ली	غشاء	झिल्ली	غشاء	N;NOM;FEM;SG;3	N;PL
भालू	کوالا	भालू	None	PROPN;NOM;MASC;SG;3	N;SG
भालू	خرس	भालू	None	PROPN;NOM;MASC;SG;3	N;SG
भालू	بیر	भालू	بیر	PROPN;NOM;MASC;SG;3	INTJ
भालू	خرسی	भालू	خرسی	PROPN;NOM;MASC;SG;3	N;SG
दूरदर्शन	تلویزیونی	दूरदर्शन	تلویزیونی	N;NOM;MASC;SG;3	ADJ
सोमवार	دوشنبه	सोमवार	دوشنبه	PROPN;NOM;MASC;SG;3	N;SG
सर्दियों	وینترز	सर्दी	وینترز	N;ACC;FEM;PL;3	N;SG
सर्दियों	وینتر	सर्दी	وینتر	N;ACC;FEM;PL;3	N;SG
सर्दियों	زمستان	सर्दी	زمستان	N;ACC;FEM;PL;3	N;SG
सर्दियों	زمستون	सर्दी	زمستون	N;ACC;FEM;PL;3	N;SG
सर्दियों	زمستانی	सर्दी	زمستانی	N;ACC;FEM;PL;3	N;SG
अक्षय	آکشی	अक्षय	آکشی	PROPN;NOM;MASC;SG;3	N;SG
हालत	شرایط	हालत	شرایط	N;NOM;FEM;SG;3	N;PL
मक्का	مکه	मक्का	مکه	PROPN;NOM;MASC;SG;3	N;SG
अफगानिस्तान	افغانستان	अफगानिस्तान	افغانستان	PROPN;NOM;MASC;SG;3	N;SG
राजेश	راجکوت	राजेश	راجکوت	PROPN;NOM;MASC;SG;3	N;SG
राजेश	راجش	राजेश	راجش	PROPN;NOM;MASC;SG;3	N;SG
वाहक	فروز	वाहक	فروز		N;SG
वाहक	حامل	वाहक	حامل		N;SG
वाहक	ناوهای	वाहक	ناو		N;PL
सुनने	شنوایی	सुन	شنوایی	V;NFIN;ACT	N;SG
पुरातत्व	باستانشناسی	पुरातत्व	باستانشناسی	PROPN;NOM;MASC;SG;3	N;SG
पुरातत्व	باستانشناسی	पुरातत्व	باستانشناسی	PROPN;NOM;MASC;SG;3	N;SG
वरुण	وارونا	वरुण	None	PROPN;NOM;MASC;SG;3	N;SG
वरुण	نپتون	वरुण	None	PROPN;NOM;MASC;SG;3	N;SG
आजाद	free	आजाद	free	PROPN;NOM;MASC;SG;3	N;SG
आजाद	آزادی	आजाद	آزادی	PROPN;NOM;MASC;SG;3	N;SG
आजाद	رایگان	आजाद	None	PROPN;NOM;MASC;SG;3	N;SG
आजाद	آزاده	आजाद	آزاده	PROPN;NOM;MASC;SG;3	N;SG
आजाद	آزاد	आजाद	آزاد	PROPN;NOM;MASC;SG;3	ADJ
आजाद	azad	आजाद	azad	PROPN;NOM;MASC;SG;3	N;SG
मेहता	مهتا	मेहता	مهتا	PROPN;NOM;SG;3	N;SG
आयाम	ابعاد	आयाम	بعد	N;NOM;MASC;SG;3	N;PL
जादू	جادویی	जादू	جادویی		N;SG
जादू	جادو	जादू	None		N;SG
जादू	سحر	जादू	سحر		N;SG
जादू	جادوی	जादू	جادوی		N;SG
बंदी	زندانی	बंदी	زندانی		N;SG
बंदी	اسیر	बंदी	اسیر		N;SG
ऑक्सफोर्ड	آکسفورد	ऑक्सफोर्ड	آکسفورد	PROPN;NOM;MASC;SG;3	N;SG
वाद	ism	वाद	ism	N;NOM;MASC;SG;3	
अजय	اجی	अजय	اجی	PROPN;NOM;MASC;SG;3	N;SG
निधि	وجوه	निधि	وجوه	N;NOM;FEM;SG;3	N;PL
सुभाष	سوبهاش	सुभाष	سوب	PROPN;NOM;MASC;SG;3	N;SG
लोहा	آهن	लोहा	آهن		N;SG
स्मरण	یادآور	स्मरण	یادآور	N;NOM;MASC;SG;3	ADJ
छिद्र	منافذ	छिद्र	منفذت	N;NOM;MASC;SG;3	N;PL
अवकाश	تعطیلات	अवकाश	تعطیل	N;NOM;MASC;SG;3	N;PL
अवकाश	تعطیلات	अवकाश	تعطیل	N;NOM;MASC;SG;3	N;PL
अवकाश	اعیاد	अवकाश	اعیاد	N;NOM;MASC;SG;3	N;PL
बंगलौर	بنگلور	बंगलौर	بنگلور	PROPN;NOM;MASC;SG;3	N;SG
बुरा	شر	बुरा	شر	ADJ;NOM;MASC;SG	
बुरा	شرور	बुरा	شرور	ADJ;NOM;MASC;SG	N;SG
बुरा	شرارت	बुरा	شرارت	ADJ;NOM;MASC;SG	N;SG
ब्रेक	بشکند	ब्रेक	شکست#شکن	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS
ब्रेक	بشکند	ब्रेक	شکست#شکن	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS
पतली	لاغری	पतला	لاغری	ADJ;NOM;FEM;SG	N;SG
पतली	نازک	पतला	نازک	ADJ;NOM;FEM;SG	N;SG
पतली	لاغری	पतला	لاغری	ADJ;NOM;FEM;SG	N;SG
बच्चा	کودکان	बच्चा	کودک	N;NOM;MASC;SG;3	N;PL
बिन	b	बिन	b	PROPN;NOM;MASC;SG;3	N;SG
बिन	لاوک	बिन	لاوک	PROPN;NOM;MASC;SG;3	
न्यूज़	اخبار	न्यूज़	خبر		N;PL
न्यूज़	نیوز	न्यूज़	نیوز		N;SG
न्यूज़	خبر	न्यूज़	خبر		N;SG
न्यूज़	خبری	न्यूज़	None		N;SG
न्यूज़	اخباری	न्यूज़	اخباری		N;PL
समर्थ	قادر	समर्थ	قادر		ADJ
समर्थ	توانا	समर्थ	None		N;SG
टॉप	بالا	टॉप	بالا		ADV;ESS
टॉप	top	टॉप	top		N;SG
टॉप	تاپ	टॉप	تاپ		N;SG
टॉप	اوج	टॉप	اوج		N;SG
टॉप	فاعل	टॉप	None		N;SG
टॉप	حداکثر	टॉप	حداکثر		ADJ
रावण	راوانا	रावण	راوان	PROPN;NOM;MASC;SG;3	N;SG
प्रिंस	پرنس	प्रिंस	پرنس	PROPN;NOM;MASC;SG;3	N;SG
प्रिंस	پرینس	प्रिंस	پرینس	PROPN;NOM;MASC;SG;3	N;SG
प्रिंस	شاهزاده	प्रिंस	شاهزاده	PROPN;NOM;MASC;SG;3	N;SG
सशस्त्र	مسلح	सशस्त्र	None	N;NOM;MASC;SG;3	ADJ
अमृतसर	امریتسار	अमृतसर	امریتسار	PROPN;NOM;MASC;SG;3	N;SG
सवार	سوارکار	सवार	سوارکار	ADJ	N;SG
सवार	موتورسواری	सवार	موتورسواری	ADJ	N;SG
सवार	سوار	सवार	سوار	ADJ	N;SG
नारी	زن	नारी	زن		N;SG
नारी	زنی	नारी	زن		N;SG
हार्ड	سخت	हार्ड	سخت		ADV
हार्ड	دشوار	हार्ड	دشوار		ADJ
वसंत	بهار	वसंत	بهار	PROPN;NOM;MASC;SG;3	N;SG
वसंत	بهاری	वसंत	بهاری	PROPN;NOM;MASC;SG;3	N;SG
वसंत	اسپرینگ	वसंत	اسپرینگ	PROPN;NOM;MASC;SG;3	N;SG
रचयिता	نویسندگان	रचयिता	نویسنده	N;NOM;MASC;SG;3	N;PL
मेन	main	मेन	main		N;SG
मेन	اصلی	मेन	اصلی		ADJ
मेन	ماین	मेन	ماین		N;SG
मेन	مردانی	मेन	مردانی		N;PL
मेन	مردها	मेन	مرد		N;PL
मेन	مردان	मेन	مرد		N;PL
मेन	مین	मेन	مین		N;SG
मेन	ماین	मेन	ماین		N;SG
डेनमार्क	دانمارک	डेनमार्क	دانمارک	PROPN;NOM;MASC;SG;3	N;SG
ऑपरेटिंग	عامل	ऑपरेटिंग	عامل	PROPN;NOM	N;SG
एलन	آلن	एलन	آلن	PROPN;NOM;MASC;SG;3	N;SG
एलन	آلان	एलन	آلان	PROPN;NOM;MASC;SG;3	
एलन	آلن	एलन	آلن	PROPN;NOM;MASC;SG;3	N;SG
यॉर्क	یورک	यॉर्क	یورک	PROPN;NOM;MASC;SG;3	N;SG
जॉनी	جانی	जॉनी	جانی	PROPN;NOM;MASC;SG;3	N;SG
प्राप्तकर्ता	گیرندگان	प्राप्तकर्ता	گیرنده	N;NOM;MASC;SG;3	N;PL
मरम्मत	تعمیرات	मरम्मत	تعمیر	N;NOM;FEM;SG;3	N;PL
मरम्मत	تعمیرات	मरम्मत	تعمیر	N;NOM;FEM;SG;3	N;PL
