през	through	през	through	ADP	N
крака	pierna	крак	pierna	N;INDF;MASC;PL	N;FEM;SG
мисли	piensen	мисля	pensar	V;IPFV;IMP;SG;2;FIN	V;IMP;PL;3;FIN
мисли	piensa	мисля	pensar	V;IPFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
мисли	think	мисля	think	V;IPFV;IMP;SG;2;FIN	N
мисли	piense	мисля	pensar	V;IPFV;IMP;SG;2;FIN	V;IMP;SG;3;FIN
мисли	pensamiento	мисля	pensamiento	V;IPFV;IMP;SG;2;FIN	N;MASC;SG
мисли	pensamientos	мисля	pensamiento	V;IPFV;IMP;SG;2;FIN	N;MASC;PL
миг	gal	миг	gal	N;INDF;MASC;SG	
саудитска	sauditas	саудитски	saudito	ADJ;INDF;FEM;SG	N;PL
саудитска	saudi	саудитски	saudi	ADJ;INDF;FEM;SG	N;SG
библиотеката	bibliotecas	библиотека	biblioteca	N;DEF;FEM;SG	N;FEM;PL
изкуствата	arte	изкуство	arte	N;DEF;NEUT;PL	N;SG
бсп	bsp	бсп	bsp	PROPN;INDF;FEM;SG	
балкански	balcanes	балкански	balcan	ADJ;INDF;MASC;SG	N;MASC;PL
електронни	electrónico	електронен	electrónico	ADJ;INDF;PL	ADJ;MASC;SG
електронни	electrónica	електронен	electrónico	ADJ;INDF;PL	ADJ;FEM;SG
електронни	electronic	електронен	electronic	ADJ;INDF;PL	N;MASC;SG
претор	pretor	претор	pretor	PROPN;INDF;MASC;SG	ADJ;MASC;SG
горите	selva	гора	selva	N;DEF;FEM;PL	N;FEM;SG
горите	bosque	гора	bosque	N;DEF;FEM;PL	N;MASC;SG
украински	ucrania	украински	ucrania	ADJ;INDF;MASC;SG	N;FEM;SG
съставен	compuesta	съставя	compuesto	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
съставен	compuesto	съставя	compuesto	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
съставен	compuestas	съставя	compuesto	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
съставен	compuestos	съставя	compuesto	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
съставен	compilado	съставя	compilado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
съставен	recopilado	съставя	recopilar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
съставен	compilados	съставя	compilado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
събота	sábados	събота	sábado	N;INDF;FEM;SG	N;MASC;PL
събота	sabado	събота	sabar	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
увеличаване	aumentar	увеличаване	aumentar	N;INDF;NEUT;SG	V;NFIN
увеличаване	aumenta	увеличаване	aumentar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
увеличаване	aumentan	увеличаване	aumentar	N;INDF;NEUT;SG	V;IND;PL;3;PRS;FIN
увеличаване	ampliar	увеличаване	ampliar	N;INDF;NEUT;SG	V;NFIN
увеличаване	amplía	увеличаване	ampliar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
използвано	utilizada	използвам	utilizado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
използвано	usada	използвам	usado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
използвано	usado	използвам	usado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
използвано	utilizado	използвам	utilizado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
използвано	utilizados	използвам	utilizado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
използвано	usados	използвам	usado	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
писане	escribiendo	писане	escribir	N;INDF;NEUT;SG	V;V.MSDR
писане	escribir	писане	escribir	N;INDF;NEUT;SG	V;NFIN
дует	duo	дует	duo	N;INDF;MASC;SG	
симон	simone	симон	simone	PROPN;INDF;MASC;SG	PROPN
симон	simon	симон	simon	PROPN;INDF;MASC;SG	N;MASC;SG
симон	simón	симон	simón	PROPN;INDF;MASC;SG	N;MASC;SG
притоци	tributarios	приток	tributario	N;INDF;MASC;PL	ADJ;MASC;PL
огромен	enormes	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;PL
огромен	enormes	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;PL
публично	público	публично	público	ADV	N;MASC;SG
публично	publico	публично	publico	ADV	ADJ;MASC;SG
публично	públicas	публично	público	ADV	ADJ;FEM;PL
публично	públicos	публично	público	ADV	ADJ;MASC;PL
административна	administrativos	административен	administrativo	ADJ;INDF;FEM;SG	ADJ;MASC;PL
административна	administrativas	административен	administrativo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
бнт	fet	бнт	fet	PROPN;INDF;FEM;SG	
бнт	bnt	бнт	bnt	PROPN;INDF;FEM;SG	
редовно	regulares	редовно	regular	ADV	ADJ;PL
редовно	regular	редовно	regular	ADV	V;NFIN
редовно	regularidad	редовно	regularidad	ADV	N;FEM;SG
промените	cambia	промяна	cambiar	N;DEF;FEM;PL	V;IND;SG;3;PRS;FIN
истински	reales	истински	real	ADJ;INDF;MASC;SG	ADJ;PL
истински	genuinos	истински	genuino	ADJ;INDF;MASC;SG	ADJ;MASC;PL
математик	matemático	математик	matemático	N;INDF;MASC;SG	ADJ;MASC;SG
резерват	reservación	резервам	reservación	N;INDF;FEM;SG	V;IMP;SG;3;PRS;FIN
резерват	reservas	резервам	reserva	N;INDF;FEM;SG	N;FEM;PL
статистическа	estadística	статистически	estadístico	ADJ;INDF;FEM;SG	N;FEM;SG
чад	chad	чад	chad	PROPN;INDF;MASC;SG	PROPN
резиденция	residence	резиденция	residence	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
густав	gustavo	густав	gustavo	N;INDF;MASC;SG	
разнообразни	variado	разнообразен	variado	ADJ;INDF;PL	ADJ;MASC;SG;V.PTCP
разнообразни	diversa	разнообразен	diverso	ADJ;INDF;PL	ADJ;FEM;SG
разнообразни	diverso	разнообразен	diverso	ADJ;INDF;PL	ADJ;MASC;SG
разнообразни	varios	разнообразен	varios	ADJ;INDF;PL	PRO;MASC;PL
разнообразни	diversos	разнообразен	diverso	ADJ;INDF;PL	PRO;MASC;PL
разнообразни	variada	разнообразен	variado	ADJ;INDF;PL	ADJ;FEM;SG;V.PTCP
разнообразни	variado	разнообразен	variado	ADJ;INDF;PL	ADJ;MASC;SG;V.PTCP
дан	dan	дан	dar	N;INDF;MASC;SG	V;IND;PL;3;PRS;FIN
водещи	liderando	водя	liderar	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	V;V.MSDR
водещи	liderar	водя	liderar	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	V;NFIN
водещи	anfitriones	водя	anfitrión	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;MASC;PL
възраждане	renacentista	възраждане	renacentista	N;INDF;NEUT;SG	ADJ;SG
завършен	completado	завърша	completado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	completa	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
завършен	completas	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
завършен	completo	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
завършен	completada	завърша	completado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
завършен	finalizado	завърша	finalizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	completadas	завърша	completado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
завършен	completados	завърша	completado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
завършен	terminado	завърша	terminar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	completado	завърша	completado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	acabados	завърша	acabar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
завършен	terminados	завърша	terminado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
завършен	finalizado	завърша	finalizar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	acabado	завърша	acabar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	terminado	завърша	terminar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
завършен	terminada	завърша	terminado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
замбия	zambia	замбия	zambiar	PROPN;INDF;FEM;SG	N;FEM;SG
мишел	michelle	мишел	michelle	PROPN;INDF;MASC;SG	N;FEM;SG
мишел	michel	мишел	michel	PROPN;INDF;MASC;SG	PROPN
възможни	posible	възможен	posible	ADJ;INDF;PL	ADJ;SG
сяр	serres	сяр	serre	PROPN;INDF;MASC;SG	N
колекция	recogida	колекция	recogido	N;INDF;FEM;SG	ADJ;FEM;SG;V.PTCP
болест	enfermedades	болест	enfermedad	N;INDF;FEM;SG	N;FEM;PL
запазена	reservada	запазя-(се)	reservado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
запазена	reservados	запазя-(се)	reservado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
запазена	reservado	запазя-(се)	reservado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
запазена	conservado	запазя-(се)	conservar	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
запазена	conservas	запазя-(се)	conserva	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;FEM;PL
запазена	preservado	запазя-(се)	preservado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
запазена	conservados	запазя-(се)	conservado	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
сол	saúl	сол	saúl	N;INDF;FEM;SG	PROPN
сол	saul	сол	saul	N;INDF;FEM;SG	PROPN
белгийски	bélgica	белгийски	bélgico	ADJ;INDF;MASC;SG	N;FEM;SG
белгийски	belga	белгийски	belga	ADJ;INDF;MASC;SG	N;SG
белгийски	belgas	белгийски	belga	ADJ;INDF;MASC;SG	N;PL
класическа	clásicos	класически	clásico	ADJ;INDF;FEM;SG	N;MASC;PL
класическа	clásicos	класически	clásico	ADJ;INDF;FEM;SG	N;MASC;PL
класическа	classic	класически	classic	ADJ;INDF;FEM;SG	N
чети	leído	чета	leer	N;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
чети	lea	чета	leer	N;INDF;FEM;PL	V;IMP;SG;3;FIN
чети	leer	чета	leer	N;INDF;FEM;PL	V;NFIN
чети	lectura	чета	lectura	N;INDF;FEM;PL	N;FEM;SG
редки	raros	редка	raro	N;INDF;FEM;PL	ADJ;MASC;PL
редки	rara	редка	raro	N;INDF;FEM;PL	ADJ;FEM;SG
редки	raras	редка	raro	N;INDF;FEM;PL	ADJ;FEM;PL
редки	raro	редка	raro	N;INDF;FEM;PL	ADJ;MASC;SG
параметри	parámetro	параметър	parámetro	N;INDF;MASC;PL	N;MASC;SG
маргарета	margareta	маргаре	margareta	N;INDF;FEM;SG	ADJ;FEM;SG
критично	crítico	критично	crítico	ADV	ADJ;MASC;SG
критично	critica	критично	criticar	ADV	V;IND;SG;3;PRS;FIN
критично	críticos	критично	crítico	ADV	N;MASC;PL
критично	crítica	критично	crítica	ADV	N;FEM;SG
избухва	explote	избухвам	explotar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
роби	roby	роба	roby	N;INDF;FEM;PL	PROPN
роби	robbie	роба	robbie	N;INDF;FEM;PL	PROPN
роби	robby	роба	robby	N;INDF;FEM;PL	N;MASC;SG
будапеща	budapest	будапеща	budapest	PROPN;INDF;FEM;SG	N;MASC;SG
дипломатически	diplomáticos	дипломатически	diplomático	ADJ;INDF;MASC;SG	ADJ;MASC;PL
дипломатически	diplomáticas	дипломатически	diplomático	ADJ;INDF;MASC;SG	ADJ;FEM;PL
дипломатически	diplomático	дипломатически	diplomático	ADJ;INDF;MASC;SG	N;MASC;SG
дипломатически	diplomacia	дипломатически	diplomacia	ADJ;INDF;MASC;SG	N;FEM;SG
максимална	máximas	максимален	máxima	ADJ;INDF;FEM;SG	ADJ;FEM;PL
максимална	maximo	максимален	maximo	ADJ;INDF;FEM;SG	INTJ
анимационни	viñetas	анимационен	viñeta	ADJ;INDF;PL	N;FEM;PL
анимационни	caricaturas	анимационен	caricatura	ADJ;INDF;PL	N;FEM;PL
огромна	enormes	огромен	enorme	ADJ;INDF;FEM;SG	ADJ;PL
огромна	enormes	огромен	enorme	ADJ;INDF;FEM;SG	ADJ;PL
губят	pierda	губя-(се)	perder	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;SG;3;FIN
губят	pierdo	губя-(се)	perder	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;1;PRS;FIN
губят	pierde	губя-(се)	perder	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
милиарда	billones	милиард	billón	N;DEF;MASC;SG	N;MASC;PL
крайно	extrema	крайно	extremo	ADV	ADJ;FEM;SG
крайно	extremo	крайно	extremo	ADV	N;MASC;SG
крайно	extreme	крайно	extreme	ADV	N
крайно	extremos	крайно	extremo	ADV	N;MASC;PL
близко	cierra	близък	cerrar	ADV	V;IND;SG;3;PRS;FIN
близко	cierre	близък	cierre	ADV	N;MASC;SG
близко	cerrar	близък	cerrar	ADV	V;NFIN
ювентус	juventus	ювентус	juventus	PROPN;INDF;MASC;SG	N
тейлър	taylor	тейлър	taylor	PROPN;INDF;MASC;SG	N;SG
реално	real	реално	real	ADV	ADJ;SG
реално	reales	реално	real	ADV	ADJ;PL
реално	verdadero	реално	verdadero	ADV	ADJ;MASC;SG
копие	copiar	копие	copiar	N;INDF;NEUT;SG	V;NFIN
копие	copiado	копие	copiado	N;INDF;NEUT;SG	ADJ;MASC;SG;V.PTCP
копие	copie	копие	copie	N;INDF;NEUT;SG	V;IMP;SG;3;FIN
копие	ejemplar	копие	ejemplar	N;INDF;NEUT;SG	V;NFIN
копие	replica	копие	replicar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
палестина	palestinos	палестина	palestino	N;INDF;FEM;SG	N;MASC;PL
палестина	palestina	палестина	palestino	N;INDF;FEM;SG	ADJ;FEM;SG
джорджия	georgia	джорджия	georgia	N;INDF;FEM;SG	ADJ;FEM;SG
заменен	sustituido	заменя	sustituir	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
заменен	reemplazados	заменя	reemplazado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
заменен	reemplazado	заменя	reemplazar	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
свободни	gratis	свободен	gratis	ADJ;INDF;PL	
свободни	free	свободен	freer	ADJ;INDF;PL	N
свободни	libre	свободен	libre	ADJ;INDF;PL	ADJ;SG
свободни	gratuito	свободен	gratuito	ADJ;INDF;PL	ADJ;MASC;SG
синовете	sons	син	sons	N;DEF;MASC;PL	PROPN
кон	caballos	кон	caballo	N;INDF;MASC;SG	N;MASC;PL
кон	kon	кон	kon	N;INDF;MASC;SG	INTJ
рей	rayo	рей	rayo	PROPN;INDF;MASC;SG	N;MASC;SG
рей	rayos	рей	rayo	PROPN;INDF;MASC;SG	N;MASC;PL
рей	ray	рей	ray	PROPN;INDF;MASC;SG	PROPN
яйца	huevo	яйце	huevo	N;INDF;NEUT;PL	N;MASC;SG
яйца	huevo	яйце	huevo	N;INDF;NEUT;PL	N;MASC;SG
яйца	óvulo	яйце	óvulo	N;INDF;NEUT;PL	N;MASC;SG
компютри	informática	компютър	informática	N;INDF;MASC;PL	N;FEM;SG
пристанището	puertos	пристанище	puerto	N;DEF;NEUT;SG	N;MASC;PL
вътре	adentro	вътре	adentro	ADV	
вътре	inside	вътре	insidir	ADV	INTJ
повлиян	influido	повлиян-(се)	influido	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
повлиян	influenciada	повлиян-(се)	influenciado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
повлиян	influenciado	повлиян-(се)	influenciado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
повлиян	influenciados	повлиян-(се)	influenciado	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
молба	solicitar	молба	solicitar	N;INDF;FEM;SG	V;NFIN
молба	solicite	молба	solicitar	N;INDF;FEM;SG	V;IMP;SG;3;FIN
боя	pintar	бой	pintar	N;INDF;FEM;SG	V;NFIN
боя	tintes	бой	tinte	N;INDF;FEM;SG	N;MASC;PL
постоянен	permanentes	постоянен	permanente	ADJ;INDF;MASC;SG	ADJ;PL
постоянен	constantes	постоянен	constante	ADJ;INDF;MASC;SG	ADJ;PL
щаба	cuarteles	щаб	cuartel	N;DEF;MASC;SG	N;MASC;PL
щаба	sedes	щаб	sede	N;DEF;MASC;SG	N;FEM;PL
спор	controversias	спор	controversia	N;INDF;MASC;SG	N;FEM;PL
форд	ford	форд	ford	PROPN;INDF;MASC;SG	PROPN
юрий	yuri	юрий	yuri	PROPN;INDF;MASC;SG	PROPN
бен	ben	бен	ben	PROPN;INDF;MASC;SG	PROPN
жертва	sacrificar	жертва	sacrificar	N;INDF;FEM;SG	V;NFIN
жертва	sacrificios	жертва	sacrificio	N;INDF;FEM;SG	N;MASC;PL
ирина	irina	ирина	irina	PROPN;INDF;FEM;SG	N;FEM;SG
дъното	inferior	дъно	inferior	N;DEF;NEUT;SG	ADJ;SG
спортове	deportivo	спорт	deportivo	N;INDF;MASC;PL	ADJ;MASC;SG
спортове	deporte	спорт	deporte	N;INDF;MASC;PL	N;MASC;SG
кралски	royal	кралски	royal	ADJ;INDF;MASC;SG	N;MASC;SG
кралски	reales	кралски	real	ADJ;INDF;MASC;SG	ADJ;PL
присъствие	asistentes	присъствие	asistente	N;INDF;NEUT;SG	N;PL
музикално	musicales	музикален	musical	ADV	N;MASC;PL
музикално	musical	музикален	musical	ADV	ADJ;SG
изучаване	estudiar	изучаване	estudiar	N;INDF;NEUT;SG	V;NFIN
изучаване	estudiando	изучаване	estudiar	N;INDF;NEUT;SG	V;V.MSDR
изучаване	estudiar	изучаване	estudiar	N;INDF;NEUT;SG	V;NFIN
изучаване	estudia	изучаване	estudiar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
независими	independent	независим	independent	ADJ;INDF;PL	N;SG
независими	independiente	независим	independiente	ADJ;INDF;PL	ADJ;SG
независими	independientes	независим	independiente	ADJ;INDF;PL	N;PL
огромни	inmensa	огромен	inmenso	ADJ;INDF;PL	ADJ;FEM;SG
огромни	inmenso	огромен	inmenso	ADJ;INDF;PL	ADJ;MASC;SG
огромни	enorme	огромен	enorme	ADJ;INDF;PL	ADJ;SG
огромни	enorme	огромен	enorme	ADJ;INDF;PL	ADJ;SG
ирландски	irlanda	ирландски	irlanda	PROPN;INDF;MASC;SG	N;FEM;SG
ирландски	irlandeses	ирландски	irlandés	PROPN;INDF;MASC;SG	N;MASC;PL
ирландски	irish	ирландски	irish	PROPN;INDF;MASC;SG	N
ирландски	irlandesa	ирландски	irlandés	PROPN;INDF;MASC;SG	ADJ;FEM;SG
ирландски	irlandés	ирландски	irlandés	PROPN;INDF;MASC;SG	N;MASC;SG
характеристика	característicos	характеристика	característico	N;INDF;FEM;SG	ADJ;MASC;PL
характеристика	característico	характеристика	característico	N;INDF;FEM;SG	ADJ;MASC;SG
емигрира	emigrado	емигрирам	emigrado	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
емигрира	emigraron	емигрирам	emigrar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
магдалена	magdalena	магдален	magdaleno	PROPN;INDF;FEM;SG	N;FEM;SG
магдалена	magdalena	магдален	magdaleno	PROPN;INDF;FEM;SG	N;FEM;SG
допълнителна	adicionales	допълнителен	adicional	ADJ;INDF;FEM;SG	ADJ;PL
струма	struma	струм	struma	N;DEF;MASC;SG	
млада	jovenes	млад	joven	ADJ;INDF;FEM;SG	N;PL
млада	young	млад	young	ADJ;INDF;FEM;SG	PROPN
млада	joven	млад	joven	ADJ;INDF;FEM;SG	N;SG
млада	jóvenes	млад	joven	ADJ;INDF;FEM;SG	N;PL
камера	cámaras	камера	cámara	N;INDF;FEM;SG	N;FEM;PL
токио	tokyo	токио	tokyo	PROPN;INDF;MASC;SG	N;MASC;SG
токио	tokio	токио	tokio	PROPN;INDF;MASC;SG	N;MASC;SG
завършил	graduada	завърша	graduado	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
завършил	graduado	завърша	graduado	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
пиеси	juega	пиеса	jugar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
нидерландски	holanda	нидерландски	holanda	ADJ;INDF;MASC;SG	N;FEM;SG
нидерландски	neerlandés	нидерландски	neerlandés	ADJ;INDF;MASC;SG	N;MASC;SG
нидерландски	holandés	нидерландски	holandés	ADJ;INDF;MASC;SG	N;MASC;SG
нидерландски	holandeses	нидерландски	holandés	ADJ;INDF;MASC;SG	N;MASC;PL
бъдещето	futura	бъдеще	futuro	N;DEF;NEUT;SG	ADJ;FEM;SG
стената	murallas	стена	muralla	N;DEF;FEM;SG	N;FEM;PL
стойности	valora	стойност	valorar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
джърси	camiseta	джърся	camiseta	PROPN;INDF;MASC;SG	N;FEM;SG
джърси	jersey	джърся	jersey	PROPN;INDF;MASC;SG	N;MASC;SG
тясно	angosto	тясно	angosto	ADV	ADJ;MASC;SG
тясно	estrechas	тясно	estrecho	ADV	ADJ;FEM;PL
тясно	estrecha	тясно	estrecho	ADV	ADJ;FEM;SG
тясно	estrecho	тясно	estrecho	ADV	ADJ;MASC;SG
