der	the	der	the	DET;NOM;DEF;MASC;SG	
bob	bob	bob	bob	PROPN;NOM;MASC;SG	
ungarischen	hung	ungarisch	hung	ADJ;PL	N
ungarischen	hungary	ungarisch	hungary	ADJ;PL	N
beschränkt	confined	beschränken	confined	ADJ;V.PTCP	N
davis	davis	davis	davis	PROPN;NOM;MASC;SG	N
bernard	bernard	bernerd	bernard	PROPN	
jerusalem	jerusalem	jerusal	jerusalem	ADJ;DAT;MASC;SG	N
naja	chà	naja	chà	ADV	N
naja	ừm	naja	ừm	ADV	PART
kino	phim	kino	phim	N;NOM;NEUT;SG	
kino	rạp	kino	rạp	N;NOM;NEUT;SG	V
kino	phim	kino	phim	N;NOM;NEUT;SG	
übergang	dốc	übergehen	dốc	ADV	N
ball	bóng	ball	bóng	PROPN	N
ball	banh	ball	banh	PROPN	N
woiwodschaft	voivodeship	woiwodschaft	voivodeship	ADJ	N
marcus	marcus	marcus	marcus	PROPN	N
franzosen	pháp	franzosen	pháp	ADJ	N
minute	phút	minute	phút		N
minute	phút	minute	phút		N
minute	min	minute	min		N
verteilt	loãng	verteilen	loãng	V;V.PTCP	ADJ
geschehen	muỗng	geschehen	muỗng	V;V.PTCP	N
funde	xạo	fund	xạo	N;NOM;PL	
gefallen	khoái	fallen|gefallen	khoái	V;V.PTCP	ADJ
gefallen	ngã	fallen|gefallen	ngã	V;V.PTCP	N
gefallen	ngã	fallen|gefallen	ngã	V;V.PTCP	N
massachusetts	massachusetts	massachusetts	massachusetts	PROPN;NOM;SG	N
griechisch	greco	griechisch	greco	ADJ	
great	tuyệt	greaen	tuyệt	PROPN	ADJ
stockholm	stockholm	stockholm	stockholm	PROPN	N
gelegen	iain	liegen	iain	ADJ;V.PTCP	
gelegen	nằm	liegen	nằm	ADJ;V.PTCP	V
autobahn	freeway	Autobahn	freeway	ADJ	
autobahn	autobahn	Autobahn	autobahn	ADJ	
bronzemedaille	đồng	bronzemedaille	đồng	ADJ	N
umfangreiche	lược	umfangreich	lược	ADJ;NOM;FEM;PL	N
bereiche	miền	bereich	miền		N
keller	hầm	kell	hầm		N
gutes	hay	gut	hay	ADJ;NOM;NEUT;SG	CONJ
taylor	taylor	taylor	taylor	PROPN;NOM;MASC;SG	
vorlagen	mẫu	vorliegen	mẫu	V;NFIN	N
vorlagen	dáng	vorliegen	dáng	V;NFIN	N
vorlagen	styles	vorliegen	styles	V;NFIN	
vorlagen	mẫu	vorliegen	mẫu	V;NFIN	N
flagge	cờ	flagge	cờ		N
flagge	cờ	flagge	cờ		N
schottland	aberdeen	schottland	aberdeen	ADJ	
schottland	wales	schottland	wales	ADJ	N
schottland	scotland	schottland	scotland	ADJ	
schottland	glasgow	schottland	glasgow	ADJ	
leipziger	leipziger	leipzig	leipziger	ADJ	
geschäftsführer	ceo	geschäftsführer	ceo	ADJ	
finnland	helsinki	finnlind	helsinki	PROPN;NOM;NEUT;SG	N
mauer	tường	mauer	tường		N
mauer	tường	mauer	tường		N
army	quân	army	quân		N
army	army	army	army		N
bayerische	bavarian	bayerisch	bavarian	ADJ;NOM;FEM;PL	
bayerische	bayerische	bayerisch	bayerische	ADJ;NOM;FEM;PL	
gelb	amber	gelb	amber	ADJ	
gelb	vàng	gelb	vàng	ADJ	N
gelb	nhát	gelb	nhát	ADJ	V
absatz	đoạn	absatz	đoạn		N
üblicherweise	thuồng	üblicherweise	thuồng	ADV	V
üblicherweise	thường	üblicherweise	thường	ADV	
überarbeitung	rework	überarbeitung	rework	N;NOM;FEM;SG	
feuerwehr	lửa	feuerwehr	lửa	ADJ	N
feuerwehr	cháy	feuerwehr	cháy	ADJ	V
feuerwehr	lứa	feuerwehr	lứa	ADJ	N
bekannter	quen	bekannter	quen	ADJ	V
leichtathletik	athletics	leichtathletik	athletics	ADJ	N
leichtathletik	iaaf	leichtathletik	iaaf	ADJ	
strom	strom	strom	strom	N;NOM;MASC;SG	
golden	vầng	golden	vầng		N
golden	golden	golden	golden		N
golden	đỏi	golden	đỏi		V
spuren	vết	spur	vết	V;NFIN	N
spuren	rãnh	spur	rãnh	V;NFIN	N
spuren	vết	spur	vết	V;NFIN	N
spuren	trace	spur	trace	V;NFIN	
schwierig	mẫn	schwierig	mẫn	ADJ	
benjamin	benjamin	benjamin	benjamin	PROPN;NOM;MASC;SG	N
angeschlossen	cắm	anschließen	cắm	ADJ;V.PTCP	V
hoffe	mong	hoffen	mong		V
hoffe	mong	hoffen	mong		V
konzert	concerto	konzert	concerto	ADJ	N
konzert	concert	konzert	concert	ADJ	
milliarden	tỉ	milliarden	tỉ	N;NOM;FEM;PL	NUM
milliarden	tỉ	milliarden	tỉ	N;NOM;FEM;PL	NUM
heer	quân	heer	quân		N
heer	army	heer	army		N
erhältlich	rảnh	erhältlich	rảnh	ADJ	V
gang	đảng	gang	đảng		N
gang	đám	gang	đám		N
gang	lũ	gang	lũ		N
last	nạp	last	nạp		V
last	tải	last	tải		V
schneller	yến	schnell	yến	ADJ	N
schneller	swift	schnell	swift	ADJ	
runs	gân	runs	gân		N
tirol	innsbruck	tirol	innsbruck		N
tirol	tirol	tirol	tirol		N
tages	day	tagen	day	N;NOM;MASC;SG	
claude	claude	claude	claude	PROPN;NOM;MASC;SG	N
zdf	zdf	zdf	zdf	PROPN;NOM;MASC;SG	
tony	tony	tony	tony	PROPN;NOM;MASC;SG	
zeitungen	báo	zeitungen	báo	V;NFIN	N
königlich	regal	königlich	regal	ADJ	
königlich	royal	königlich	royal	ADJ	N
iran	iran	iran	iran	PROPN;NOM;MASC;SG	N
seen	hồ	sein	hồ		N
seen	lakes	sein	lakes		N
feste	đặc	fest	đặc	ADJ;NOM;FEM;PL	N
kabinett	tủ	kabinett	tủ	PROPN	N
vorpommern	pomerania	vorpommern	pomerania	PROPN	N
vorpommern	seenplatte	vorpommern	seenplatte	PROPN	V
vorpommern	vorpommern	vorpommern	vorpommern	PROPN	V
normalerweise	thuồng	normalerweise	thuồng	ADV	V
normalerweise	thường	normalerweise	thường	ADV	
assistent	ass	assistent	ass	ADJ	
assistent	wizard	assistent	wizard	ADJ	
andrew	andrew	andrew	andrew	PROPN;NOM;SG	
douglas	douglas	douglas	douglas	PROPN;NOM;MASC;SG	
koblenz	koblenz	koblenz	koblenz		N
becker	becker	becker	becker	PROPN;NOM;MASC;SG	
flotte	fleet	flott	fleet	ADJ;NOM;FEM;SG	N
flugzeug	airplanes	flugzeug	airplanes	ADJ	
bestehend	gồm	bestehend	gồm	ADJ	V
server	phục	serv	phục		V
server	server	serv	server		N
angst	sợ	angst	sợ		V
wesentliche	essence	wesentlich	essence	ADJ;NOM;FEM;PL	N
schlicht	plain	schlicht	plain	ADJ	
erwin	erwin	erwin	erwin	PROPN;NOM;MASC;SG	N
bochum	bochum	bochum	bochum	PROPN;NOM;SG	N
ausdrücklich	dâm	ausdrücklich	dâm	ADJ	N
legende	legend	legend	legend	ADJ;NOM;FEM;PL	V
box	hộp	box	hộp		N
box	box	box	box		N
box	bốc	box	bốc		V
promotion	phd	promotion	phd	ADJ	N
preußische	phổ	preußisch	phổ	ADJ;NOM;FEM;PL	N
brunnen	chà	brunnen	chà	ADJ	N
brunnen	ừm	brunnen	ừm	ADJ	PART
brunnen	fountain	brunnen	fountain	ADJ	N
brunnen	wells	brunnen	wells	ADJ	N
brunnen	giếng	brunnen	giếng	ADJ	N
brunnen	fountains	brunnen	fountains	ADJ	
legt	lays	legen	lays	V;IND;SG;3;PRS;FIN	
flora	flora	flora	flora	PROPN;NOM;SG	
sätze	câu	satzen	câu		N
paderborn	paderborn	paderborn	paderborn	PROPN;NOM;MASC;SG	
direkten	direct	direkt	direct	ADJ	
direkten	trực	direkt	trực	ADJ	V
bisschen	bit	bißchen	bit	ADV	N
bisschen	cắn	bißchen	cắn	ADV	V
symbol	icon	symbol	icon		N
übergeben	thác	übergeben	thác	V;V.PTCP	N
übergeben	đèo	übergeben	đèo	V;V.PTCP	N
übergeben	pass	übergeben	pass	V;V.PTCP	N
eric	eric	eric	eric	PROPN;NOM;MASC;SG	
neuseeland	zealand	neuseeland	zealand	ADJ	N
neuseeland	queenstown	neuseeland	queenstown	ADJ	N
neuseeland	wellington	neuseeland	wellington	ADJ	
neuseeland	christchurch	neuseeland	christchurch	ADJ	
neuseeland	auckland	neuseeland	auckland	ADJ	N
verfügbar	rảnh	verfügbar	rảnh	ADJ	V
brüssel	bruxelles	brüssel	bruxelles	PROPN;NOM;NEUT;SG	N
brüssel	bruxelles	brüssel	bruxelles	PROPN;NOM;NEUT;SG	N
brüssel	brussels	brüssel	brussels	PROPN;NOM;NEUT;SG	N
getroffen	taken	treffen|triefen	taken	V;V.PTCP	
getroffen	met	treffen|triefen	met	V;V.PTCP	
gegenstand	tố	gegenstehen	tố	ADJ	N
engel	angelic	engel	angelic		N
engel	angels	engel	angels		N
angepasst	aligned	anpassen	aligned	V;V.PTCP	
warschau	wroclaw	warschau	wroclaw	PROPN;NOM;MASC;SG	
warschau	warszawa	warschau	warszawa	PROPN;NOM;MASC;SG	N
warschau	warsaw	warschau	warsaw	PROPN;NOM;MASC;SG	N
arabischen	arab	arabisch	arab	ADJ;NOM;PL	N
arabischen	arabian	arabisch	arabian	ADJ;NOM;PL	
fertig	xong	fertig	xong	ADJ	V
fertig	lam	fertig	lam	ADJ	N
fertig	xong	fertig	xong	ADJ	V
haltung	stance	haltung	stance	N;NOM;FEM;SG	
erfüllen	meet	erfüllen	meet	V;NFIN	ADJ
normalen	chuẩn	normal	chuẩn	ADJ	V
normalen	thường	normal	thường	ADJ	
phil	phil	phil	phil	PROPN;NOM;MASC;SG	
phil	phill	phil	phill	PROPN;NOM;MASC;SG	
höhepunkt	highlight	höhrunkt	highlight	ADJ	N
höhepunkt	climax	höhrunkt	climax	ADJ	
höhepunkt	peak	höhrunkt	peak	ADJ	N
nhl	nhl	nhl	nhl	PROPN;NOM;MASC;SG	
liter	lít	liter	lít		N
liter	lít	liter	lít		N
liter	lít	liter	lít		N
liter	lít	liter	lít		N
liter	ga	liter	ga		N
andrea	andrea	andrea	andrea	PROPN;NOM;SG	N
kindheit	trãi	kindheit	trãi		N
erhebung	survey	Erhebung	survey	N;NOM;FEM;SG	
erzählungen	tales	erzählingen	tales	N;NOM;FEM;PL	
erzählungen	narratives	erzählingen	narratives	N;NOM;FEM;PL	
erzählungen	tin	erzählingen	tin	N;NOM;FEM;PL	
wind	gió	wind	gió	ADV	N
wind	gió	wind	gió	ADV	N
darstellungen	representations	darstellingen	representations	N;NOM;FEM;PL	
darstellungen	depictions	darstellingen	depictions	N;NOM;FEM;PL	
bundesstraße	bundesstraße	bundesstraße	bundesstraße	ADJ;NOM;FEM;SG	N
angesprochen	vung	ansprechen	vung	V;V.PTCP	
umsatz	bán	umsatz	bán	N;NOM;MASC;SG	V
menschlichen	human	menschlich	human	ADJ	
gezählt	lit	zählen	lit	V;V.PTCP	N
wächst	grow	wachsen	grow	V;IND;SG;3;PRS;FIN	N
positionen	mục	position	mục	V;NFIN	N
chile	chile	chile	chile	PROPN;NOM;NEUT;SG	N
lewis	lewis	lewis	lewis	PROPN;NOM;MASC;SG	
petersburg	petersburg	petersburg	petersburg	PROPN	
out	ra	out	ra	PROPN	V
out	tứ	out	tứ	PROPN	N
ausgeschlossen	excludes	ausschließen	excludes	V;V.PTCP	N
verfolgt	haunted	verfolgen	haunted	V;V.PTCP	N
wild	hoang	wild	hoang		ADJ
wild	hươu	wild	hươu		N
niederösterreich	niederösterreich	niederösterreich	niederösterreich	ADJ	
jackson	jackson	jackson	jackson	PROPN;NOM;MASC;SG	N
forschungen	bê	forschungen	bê	V;NFIN	N
analog	analogue	analog	analogue	ADJ	N
analog	analog	analog	analog	ADJ	N
aufgegeben	thác	aufgeben	thác	V;V.PTCP	N
aufgegeben	thác	aufgeben	thác	V;V.PTCP	N
aufgegeben	forsaken	aufgeben	forsaken	V;V.PTCP	
long	lâu	long	lâu	PROPN	ADJ
long	dài	long	dài	PROPN	ADJ
long	long	long	long	PROPN	N
kanadischen	canadian	kanadisch	canadian	ADJ;NOM;MASC;PL	N
böhmen	bohemia	böhmen	bohemia	PROPN;NOM;NEUT;SG	N
islam	islam	islam	islam		N
antiken	antique	antik	antique	ADJ;NOM	N
oberst	đại	oberst	đại		N
oberst	tá	oberst	tá		N
präsentiert	quà	präsentieren	quà	V;V.PTCP	N
präsentiert	chê	präsentieren	chê	V;V.PTCP	ADJ
haut	haut	haut	haut		N
ray	ray	ray	ray	PROPN;NOM;SG	
schwierigkeiten	rối	schwierigkeit	rối	N;NOM;FEM;PL	V
eigentümer	hữu	eigentüm	hữu	ADJ	
são	são	são	são	PROPN;NOM;MASC;SG	N
são	sò	são	sò	PROPN;NOM;MASC;SG	N
bestes	nhất	gut	nhất	ADJ;NOM;NEUT;SG	
gabriel	gabriel	gabriel	gabriel	PROPN;NOM;MASC;SG	
kammer	vẹn	kammer	vẹn	N	ADJ
kammer	chambers	kammer	chambers	N	
kammer	vẹn	kammer	vẹn	N	ADJ
pommern	pomeranian	pommern	pomeranian	PROPN	V
pommern	pomerania	pommern	pomerania	PROPN	N
schwerin	schwerin	schwerin	schwerin	PROPN	V
christen	christen	christ	christen		V
sektion	phần	sektion	phần	PROPN	N
anfrage	enquiry	anfrage	enquiry	ADJ;NOM;FEM;SG	
anfrage	inquiry	anfrage	inquiry	ADJ;NOM;FEM;SG	
hoffnung	mong	hoffnung	mong		V
hoffnung	mong	hoffnung	mong		V
hoffnung	xoa	hoffnung	xoa		
entwickelten	evolved	entwickeln	evolved	V;IND;PL;3;PST;FIN	
stephen	stephen	stephen	stephen	PROPN	
dresdner	dresdner	dresdner	dresdner	PROPN	
mittelpunkt	centre	mittelpunkt	centre	ADV	N
äußeren	ngoài	äußer	ngoài	ADJ	N
elektrische	điện	elektrisch	điện	ADJ;NOM;FEM;PL	N
elektrische	điện	elektrisch	điện	ADJ;NOM;FEM;PL	N
nassau	nassau	nassau	nassau	PROPN;NOM;MASC;SG	N
ecke	góc	eck	góc	ADV	N
innenstadt	midtown	innenstadt	midtown	ADJ	N
ruhestand	hưu	ruhestehen	hưu		N
sophie	sophie	sophie	sophie	PROPN;NOM;FEM;SG	
ermittelt	quyết	ermitteln	quyết	V;V.PTCP	N
buchstaben	thư	buchstaben	thư	V;NFIN	N
buchstaben	chữ	buchstaben	chữ	V;NFIN	N
buchstaben	chữ	buchstaben	chữ	V;NFIN	N
buchstaben	thư	buchstaben	thư	V;NFIN	N
sachen	điều	sachen	điều	V;NFIN	N
sachen	đồ	sachen	đồ	V;NFIN	N
sachen	stuff	sachen	stuff	V;NFIN	
mittelalterlichen	medieval	mittelalterlich	medieval	ADJ	N
mittelalterlichen	mediaeval	mittelalterlich	mediaeval	ADJ	N
voraus	advance	voraus	advance	ADV	N
vertrieben	displaced	vertreiben	displaced	V;V.PTCP	
zufluss	purus	zuflussen	purus	V;IND;SG;FIN	
zufluss	inflow	zuflussen	inflow	V;IND;SG;FIN	
christus	christ	christus	christ		N
christus	cristo	christus	cristo		N
verlust	mát	verlusen	mát		ADJ
heilbronn	heilbronn	heilbronn	heilbronn	PROPN;NOM;MASC;SG	
null	zero	null	zero		N
null	null	null	null		N
null	biếc	null	biếc		N
offene	download	offen	download	ADJ;NOM;FEM;PL	V
offene	mở	offen	mở	ADJ;NOM;FEM;PL	V
offene	má	offen	má	ADJ;NOM;FEM;PL	N
zone	múi	zon	múi		N
zone	vùng	zon	vùng		N
uefa	uefa	uefa	uefa	PROPN;NOM;SG	N
duisburg	duisburg	duisburg	duisburg	PROPN;NOM;MASC;SG	
singles	singles	singles	singles	N;NOM;FEM;PL	NUM
erzählung	narration	erzählung	narration	N;FEM;SG	
lat	lat	lat	lat		N
lat	lạt	lat	lạt		N
bremer	bremer	bremer	bremer	PROPN	N
erfährt	learns	erfahren	learns	V;IND;SG;3;PRS;FIN	
jäger	hunter	jag	hunter	ADJ	
jäger	jäger	jag	jäger	ADJ	N
betroffen	troubled	betreffen	troubled	ADJ	
berichte	cáo	bericht	cáo		N
spielfilm	drama	spielfilm	drama	PROPN	N
spielfilm	kịch	spielfilm	kịch	PROPN	N
spielfilm	phim	spielfilm	phim	PROPN	
spielfilm	phim	spielfilm	phim	PROPN	
spielfilm	film	spielfilm	film	PROPN	N
ruhr	ruhr	Ruhr	ruhr	PROPN;NOM;SG	N
davor	trước	davor	trước	ADV	
carlo	carlo	carlo	carlo	PROPN;NOM;MASC;SG	N
oskar	oskar	oskar	oskar	PROPN;NOM;MASC;SG	
oskar	oscar	oskar	oscar	PROPN;NOM;MASC;SG	N
fahrt	ri	fahren	ri	V;SG;FIN	
vogel	bird	vogel	bird		N
vogel	chim	vogel	chim		N
vogel	vogel	vogel	vogel		N
sprint	sprint	sprinten	sprint		N
worte	lời	wort	lời		N
norbert	norbert	norbern	norbert	PROPN	
hessischen	hessian	hessisch	hessian	ADJ;NOM;MASC;SG	N
franken	franks	franken	franks	N;NOM;FEM;PL	
franken	franconia	franken	franconia	N;NOM;FEM;PL	
lady	đầm	lady	đầm	PROPN;NOM;SG	N
lady	tẩy	lady	tẩy	PROPN;NOM;SG	V
saarbrücken	saarbrücken	saarbrücken	saarbrücken	PROPN;NOM	N
adler	eagle	adle	eagle		N
adler	bàng	adle	bàng		N
adler	adler	adle	adler		N
adler	eagles	adle	eagles		N
ursache	chi	ursache	chi		N
zerstörung	điêu	zerstörung	điêu	ADJ	N
geringer	lesser	gering	lesser	ADJ	
luis	luis	luis	luis	PROPN;NOM;MASC;SG	N
stahl	thép	stahl	thép		N
fehlende	thiếu	fehlend	thiếu	ADJ;NOM;FEM;PL	V
rené	rené	rené	rené	PROPN;NOM;MASC;SG	N
rené	rené	rené	rené	PROPN;NOM;MASC;SG	N
rené	rene	rené	rene	PROPN;NOM;MASC;SG	N
plus	plus	plus	plus		N
heimatstadt	quê	heimatstadt	quê	V;SG	N
ruhe	nghỉ	ruhe	nghỉ		V
serien	serial	serien	serial		N
wuppertal	wuppertal	wuppertal	wuppertal	PROPN	
georges	georges	georges	georges	PROPN;NOM;MASC;SG	
horn	sừng	horn	sừng		N
horn	kèn	horn	kèn		N
horn	horn	horn	horn		N
mount	núi	mounen	núi	PROPN	N
mount	lắp	mounen	lắp	PROPN	V
konsens	consensus	konsens	consensus	ADV	N
sydney	sydney	sydney	sydney	PROPN;NOM;MASC;SG	
schnitt	cutting	schneiden	cutting	ADJ	
schnitt	cắt	schneiden	cắt	ADJ	V
schnitt	cut	schneiden	cut	ADJ	N
schnitt	cắt	schneiden	cắt	ADJ	V
schnitt	méo	schneiden	méo	ADJ	V
schnitt	chém	schneiden	chém	ADJ	V
schnitt	rạch	schneiden	rạch	ADJ	N
ali	ali	ali	ali	PROPN;NOM;MASC;SG	
ibn	ibn	ibn	ibn	PROPN;NOM;MASC;SG	N
geleitet	led	geleiten|leiten	led	V;V.PTCP	N
kilometern	km	kilometern	km	ADJ	N
weibliche	feminine	weiblich	feminine	ADJ;NOM;FEM;PL	N
weibliche	nữ	weiblich	nữ	ADJ;NOM;FEM;PL	N
abstieg	descent	absteigen	descent	V;IND;SG;3;PST;FIN	
umgekehrt	ngược	umgekehrt	ngược	ADJ	V
anthony	anthony	anthony	anthony	PROPN;NOM;SG	
brian	brian	brian	brian	PROPN;NOM;SG	
blatt	tờ	blatt	tờ	ADJ	
blatt	mẩu	blatt	mẩu	ADJ	N
blatt	lá	blatt	lá	ADJ	N
weimarer	weimar	weimar	weimar	ADJ	N
hildesheim	hildesheim	hildesheim	hildesheim	PROPN;NOM;NEUT;SG	N
uraufführung	premiere	uraufführung	premiere	N;NOM;FEM;SG	
griechische	hellenic	griechisch	hellenic	ADJ;NOM;FEM;PL	N
männern	hãm	männern	hãm		V
bekanntheit	đồn	bekanntheit	đồn	ADJ	N
bekanntheit	fame	bekanntheit	fame	ADJ	N
befehl	lệnh	befehl	lệnh	N;ACC;MASC;SG	
befehl	lệnh	befehl	lệnh	N;ACC;MASC;SG	
bestimmung	đích	bestimmung	đích	N;NOM;FEM;SG	
bestimmung	destiny	bestimmung	destiny	N;NOM;FEM;SG	
free	free	free	free	PROPN	
free	rảnh	free	rảnh	PROPN	V
marathon	marathon	marathon	marathon	PROPN	N
demokratie	democracies	demokratie	democracies		V
tier	beast	Tier	beast	N;NOM;NEUT;SG	
geschlecht	sex	schlechen	sex	ADJ	N
gießen	gießen	gießen	gießen	V;NFIN	
aufklärung	enlightenment	aufklärung	enlightenment	N;NOM;FEM;SG	V
prof	prof	prof	prof		N
kopenhagen	copenhagen	kopenhagen	copenhagen	PROPN;NOM;NEUT;SG	N
rektor	rector	rektor	rector	PROPN	
fielen	ngã	fallen	ngã	V;IND;PL;3;PST;FIN	N
wende	quay	wenden	quay		V
wende	flip	wenden	flip		N
musical	nhạc	musical	nhạc		V
musical	musical	musical	musical		N
worten	lời	worten	lời	V;NFIN	N
burgen	fortresses	burgen	fortresses	N;NOM;FEM;PL	
ansehen	pass	ansehen	pass	V;NFIN	N
jersey	jersey	jersey	jersey	PROPN;NOM;SG	N
solo	solo	solo	solo		
osnabrück	osnabrück	osnabrück	osnabrück	PROPN;NOM;SG	
antworten	tời	antworten	tời	V;NFIN	N
witwe	góa	witwe	góa		N
hart	rough	hart	rough	ADJ	N
hart	hart	hart	hart	ADJ	N
hart	mẫn	hart	mẫn	ADJ	
gerd	gerd	gerd	gerd	PROPN;NOM;MASC;SG	
gespräch	phỏng	gespräch	phỏng	N;NOM;NEUT;SG	V
gespräch	nói	gespräch	nói	N;NOM;NEUT;SG	V
kim	kim	kim	kim	PROPN;NOM;MASC;SG	N
bewertung	valuation	bewertung	valuation	ADJ	
jugendliche	teens	jugendlich	teens	ADJ;NOM;FEM;PL	
genf	lausanne	genf	lausanne	PROPN;NOM;MASC;SG	N
genf	geneve	genf	geneve	PROPN;NOM;MASC;SG	
tokio	tokyo	tokio	tokyo	PROPN;NOM;MASC;SG	
hügel	đồi	hügeln	đồi		N
hügel	đồi	hügeln	đồi		N
hügel	ngổn	hügeln	ngổn		V
junior	nhỏ	junior	nhỏ	PROPN;NOM;MASC;SG	ADJ
junior	junior	junior	junior	PROPN;NOM;MASC;SG	N
materialien	nguyên	materialien	nguyên	V;NFIN	N
gelegenheit	dịp	gelegenheit	dịp	ADJ	N
gelegenheit	hội	gelegenheit	hội	ADJ	N
schau	xem	schau	xem	;SG	V
schau	xem	schau	xem	;SG	V
schau	nhìn	schau	nhìn	;SG	V
obersten	supreme	ober	supreme	ADJ	
christliche	nguyen	christlich	nguyen	ADJ;NOM;FEM;PL	N
christliche	christian	christlich	christian	ADJ;NOM;FEM;PL	
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N
onkel	chú	onkel	chú		N
end	kết	end	kết		N
abstimmung	vote	abstimmung	vote	N;NOM;FEM;SG	V
abstimmung	bầu	abstimmung	bầu	N;NOM;FEM;SG	V
wein	rượu	wein	rượu		N
wein	vang	wein	vang		N
gegenteil	ngược	Gegenteil	ngược	ADV	V
fiction	fiction	fiction	fiction	PROPN	N
grundschule	tiểu	grundschule	tiểu	N;NOM;FEM;SG	
grundschule	chính	grundschule	chính	N;NOM;FEM;SG	PART
kapitän	trưởng	kapitän	trưởng		
natürlichen	chích	natürlich	chích	ADJ	V
räume	khoảng	räumen	khoảng	N;NOM;MASC;PL	ADJ
bucht	cove	buchen	cove	ADJ	N
bucht	inlet	buchen	inlet	ADJ	
bucht	vịnh	buchen	vịnh	ADJ	N
bucht	bay	buchen	bay	ADJ	
natürliche	chích	natürlich	chích	ADJ;NOM;FEM;PL	V
büro	bureau	büro	bureau		NUM
plattform	rig	plattform	rig	ADJ	N
auseinandersetzungen	clashes	auseinandersetzen	clashes	V;NFIN	N
gewinnt	thắng	winnen	thắng	V;IND;SG;3;PRS;FIN	N
ulm	ulm	ulm	ulm	PROPN;NOM;MASC;SG	N
ard	ard	ard	ard	PROPN;NOM;MASC;SG	N
diplom	diplom	diplom	diplom	ADJ	
westliche	tây	westlich	tây	ADJ;NOM;FEM;PL	N
westliche	tây	westlich	tây	ADJ;NOM;FEM;PL	N
westliche	westerly	westlich	westerly	ADJ;NOM;FEM;PL	
verfolgung	persecution	verfolgung	persecution		N
motiv	motif	motiv	motif	ADJ	N
usd	usd	usd	usd		N
kandidat	tap	kandidat	tap	N	
gray	gray	gray	gray	PROPN;SG	
gray	xám	gray	xám	PROPN;SG	N
jura	jura	jura	jura		NUM
jura	jurassic	jura	jurassic		N
kaiserlichen	imperial	kaiserlich	imperial	ADJ;NOM;MASC;PL	N
bachelor	bachelor	bachelor	bachelor		
abstammung	lineage	abstammung	lineage	ADJ	N
abstammung	pedigree	abstammung	pedigree	ADJ	V
abstammung	descent	abstammung	descent	ADJ	
johanna	johanna	johanna	johanna	PROPN;NOM;FEM;SG	N
johanna	joan	johanna	joan	PROPN;NOM;FEM;SG	N
versorgung	supplies	versorgung	supplies	N;NOM;FEM;SG	
straßburg	strasbourg	straßburg	strasbourg	PROPN;NOM;SG	
alan	alan	alan	alan	PROPN	
may	may	maylen	may	PROPN	ADJ
temperatur	nhiệt	temperatur	nhiệt		N
temperatur	temp	temperatur	temp		N
getan	lam	tun	lam	V;V.PTCP	N
costa	costa	costa	costa	PROPN	N
wiederaufbau	tái	wiederaufbau	tái	ADJ	
abgelöst	superseded	ablösen	superseded	V;V.PTCP	
hollywood	hollywood	hollywood	hollywood	PROPN	V
nördliche	bắc	nördlich	bắc	ADJ;NOM;FEM;PL	N
toronto	toronto	toronto	toronto	PROPN;NOM;MASC;SG	N
ernennung	hẹn	ernennung	hẹn	ADJ;SG	V
engagiert	viet	engagiert	viet	ADJ;V.PTCP	N
falschen	lỗi	falsch	lỗi	ADJ	N
falschen	nhầm	falsch	nhầm	ADJ	V
falschen	giả	falsch	giả	ADJ	
bulgarien	bulgaria	bulgarien	bulgaria	PROPN;NOM;SG	N
gesetze	luật	gesetzen	luật		N
gesetze	luật	gesetzen	luật		N
stufe	bước	stufen	bước	ADJ	
stufe	stage	stufen	stage	ADJ	N
stufe	mức	stufen	mức	ADJ	N
stufe	tầng	stufen	tầng	ADJ	N
stufe	cấp	stufen	cấp	ADJ	N
vorsitzende	chairperson	vorsitzend	chairperson	ADJ;NOM;FEM;SG	V
christopher	christopher	christopher	christopher	PROPN;NOM;SG	V
philadelphia	philadelphia	philadelphia	philadelphia	PROPN;NOM;MASC;SG	N
verbot	ban	verbieten	ban	V;IND;SG;3;PST;FIN	
einzig	chỉ	einzig	chỉ	ADJ	
einzig	duy	einzig	duy	ADJ	N
rasch	yến	rasch	yến	ADJ	N
rasch	swift	rasch	swift	ADJ	
walther	walther	walth	walther	PROPN	N
walther	walter	walth	walter	PROPN	N
identität	identity	identität	identity		
tot	chết	tot	chết	ADJ	V
mach	mach	mach	mach	V;IND;SG;2;PRS;FIN	N
hagen	hagen	hagen	hagen	PROPN;NOM;SG	
stars	stars	stars	stars	PROPN	
hit	trúng	hit	trúng	PROPN	V
hit	đánh	hit	đánh	PROPN	V
elbe	elbe	elb	elbe	PROPN;NOM;SG	N
champions	champions	champions	champions	PROPN;NOM;SG	N
kinos	rạp	kinos	rạp		V
kinos	rạp	kinos	rạp		V
miller	miller	mill	miller	PROPN;NOM;MASC;SG	
alex	alex	alex	alex	PROPN;NOM;MASC;SG	N
sed	sed	sed	sed	PROPN;NOM;SG	N
gitarrist	guitar	gitarrist	guitar	ADJ	N
gitarrist	ghita	gitarrist	ghita	ADJ	N
flugzeuge	aeroplanes	flugzeug	aeroplanes	N;NOM;NEUT;PL	
flugzeuge	airplanes	flugzeug	airplanes	N;NOM;NEUT;PL	
michigan	michigan	michigan	michigan	PROPN;NOM;SG	N
howard	phuong	howard	phuong	PROPN;NOM;MASC;SG	N
