और	và
महानगर	metropolitan
गौड़	gaud
कार्निवल	carnival
पाइप	ống
त्रिभुज	eagle
त्रिभुज	bàng
ईस्टवुड	eastwood
रूम	phòng
रूम	phòng
मैक्सिको	mexico
नरसिंह	narasimha
पुरातन	antique
व्यवसायिक	nghề
अल्फा	alpha
अल्फा	alfa
अल्फा	alfa
छद्म	pseudo
निशाना	đo
ईस्टर	easter
राउंड	hiệp
राउंड	vòng
बेरी	berri
बेरी	berry
नरम	soft
नरम	mềm
गेंदबाज	bowler
काँच	cốc
काँच	kính
काँच	ly
सूप	soup
सूप	súp
सूप	cháo
नेट	web
नेट	net
नेट	lưới
नेट	web
जेरिको	jericho
टैगोर	tagore
हॉप	hop
गेज	gauge
ओपेरा	opera
जार्ज	george
कौर	kaur
बिल्ली	mèo
बिल्ली	cat
क्षुद्रग्रह	asteroids
आसमान	trời
आसमान	sky
आसमान	bien
मिनी	mini
क्रियाएँ	verbs
क्रियाएँ	hành
वैली	wally
फेसबुक	facebook
जैक्सन	jackson
चोर	chor
चोर	trộm
कॉपी	chép
कॉपी	copy
कॉपी	trích
डाइऑक्साइड	dioxide
डाइऑक्साइड	điôxít
केप	cape
बम्बई	bombay
पंप	bơm
एयरबस	airbus
सील	seal
आभासी	ảo
सलीम	salim
आश्वासन	solace
विचलन	lệch
डेविस	davis
होस्ट	máy
होस्ट	máy
ऋणात्मक	âm
ऋणात्मक	ám
जवान	trẻ
जवान	young
सूफी	sufi
अंदरूनी	aralia
डॉग	chó
डॉग	dog
टूल	cụ
टैक्सी	taxi
टैक्सी	taxi
टैक्सी	cab
टैक्सी	xi
टैक्सी	taxi
सूरा	chương
सूरा	surah
सूरा	sura
पेरू	peru
परिणत	transforms
भूरा	brown
भूरा	nâu
भूरा	browns
यूनिक्स	unix
गार्ड	gác
गार्ड	canh
पाण्डेय	pandey
ब्राह्मी	brahmi
फेडरेशन	federation
रस्सी	dây
क्रीम	kem
क्रीम	cream
अलास्का	alaska
शुद्धता	chastity
रुद्र	rudra
बरेली	bareilly
शिशुओं	bé
शिशुओं	babies
अंगूर	nho
अंगूर	nho
लेनी	leni
देह	thân
देह	body
खाई	mương
स्टाइल	style
शिला	shillong
रेड्डी	reddy
भैरव	bhairava
गुरुकुल	seminary
ढांचा	khung
ढांचा	khung
चैन	chan
चैन	trần
चैन	xích
चैन	đinh
क्लान	klan
भ्रष्ट	hỏng
सामंजस्य	harmony
दामोदर	damodar
बंगला	bangla
पैक	gói
पैक	packs
पैक	gói
पैक	quấn
पैक	pack
छाल	sủa
छाल	bark
पिक्चर	ảnh
पिक्चर	pixar
इराक़	iraq
वाइन	rượu
वाइन	vang
शतरंज	chiếu
गर्भपात	abortion
छावनी	cantonment
ग्रीष्म	summers
ग्रीष्म	summer
ग्रीष्म	hè
बेल्ट	đai
प्लेस	nơi
प्लेस	chỗ
खां	khan
मीना	mina
एनीमेशन	hoạt
ज्वार	sorghum
नॉन	non
एलिजाबेथ	elizabeth
डिएगो	diego
रांची	ranchi
पैट्रिक	patrick
विक्टर	victor
मित्रता	amity
यूरेनियम	urani
यूरेनियम	uranium
सीकर	sikar
ढेर	piles
स्तुति	khen
भुवनेश्वर	bhubaneswar
ड्रीम	mơ
ड्रीम	dream
कैप्टन	trưởng
दरभंगा	darbhanga
भारद्वाज	bhardwaj
कुत्ता	chó
कुत्ता	dog
तुरन्त	ngay
क्लबों	club
क्लबों	clb
जड़ें	rễ
सरसों	tạt
इमाम	imam
वार्नर	warner
धुन	tune
लेबनान	liban
लेबनान	lebanon
औचित्य	justification
भट्टाचार्य	bhattacharya
नौका	du
नौका	tàu
नौका	thuyền
नौका	boat
साहनी	sahni
शैवाल	tảo
शैवाल	alger
साईट	website
साईट	site
एडम्स	adams
मंत्रिमंडल	tủ
सिखों	sikh
सिखों	sikhs
लेट	sen
लेट	trễ
लेट	khuya
लेट	muộn
तिल	sesame
तिल	vừng
तिल	mè
ट्विटर	twitter
जेरी	jerry
पतला	mỏng
पतला	skinny
पतला	gầy
पतला	nhẹ
पतला	slim
पतला	gầy
पतला	mỏng
पतला	gầy
पतला	thin
न्यूज	tin
आइलैंड	đảo
रिलायंस	reliance
कमला	kamala
कमर	eo
कमर	hông
फौज	quân
फौज	army
कमाल	awesome
निकास	thoát
निकास	exit
मालिश	massage
मालिश	massage
कॉमिक	comic
क्वार्टर	quý
मॉनमाउथ	monmouth
लाइनों	lines
लाइनों	dòng
पाषाण	quarry
कवक	fungus
कवक	nấm
क्षतिपूर्ति	bù
सूखा	lau
सूखा	khô
सूखा	lau
सिंगल	single
सिंगल	đơn
चमत्कार	miracles
चमत्कार	kì
चमत्कार	diệu
गोला	cầu
अमृता	amrita
गेट्स	gates
गेट्स	cổng
विमानन	aviation
संचय	cache
डैनियल	daniel
फिलाडेल्फिया	philadelphia
टुकड़ा	mảnh
टुकड़ा	miếng
टुकड़ा	piece
टुकड़ा	vở
टुकड़ा	lát
टुकड़ा	véc
टुकड़ा	slice
लेफ्टिनेंट	trung
अपोलो	apollo
अपोलो	apollon
गोरखा	gurkha
एफबीआई	fbi
एफबीआई	cục
कैमरून	cameroon
हाइब्रिड	hybrid
संतोष	santosh
कथाएं	tales
रोलिंग	lướt
रोलिंग	rowling
टेरी	terry
हिमनद	glacier
कैफीन	caffeine
अस्थिर	rơn
राख	tro
राख	ash
राख	tro
राख	chua
संकुचन	nén
इन्टरनेट	ngắt
इन्टरनेट	internet
जीवंत	lively
उर्वरक	phân
अनुवादक	dịch
शोक	tang
आँखें	mắt
कच्चा	raw
कच्चा	thô
शाप	nguyền
शाप	darn
कैपिटल	capitol
बास	bass
फतेहपुर	fatehpur
घुटने	gối
अपराधियों	phạm
जीती	won
जीती	thắng
पोर्टलैंड	portland
सितारे	stars
डीजल	diesel
तेरह	thirteen
स्पिन	spin
स्पिन	quay
स्पिन	panh
फ्रैंकफर्ट	frankfurt
स्टेज	stage
निष्ठा	dedication
इंटरफ़ेस	giao
साँस	thở
साँस	hít
साँस	thở
साँस	thở
कैल्सियम	calcium
कैल्सियम	canxi
दीप	deep
दीप	sâu
ग़लत	sai
ग़लत	lỗi
ग़लत	nhầm
मुजफ्फरपुर	muzaffarpur
बंधक	vay
बंधक	mortgage
एंटीबॉडी	antibody
पटल	tấm
प्रत्यारोपण	implant
प्रत्यारोपण	cấy
प्रत्यारोपण	ghép
लैंड	đáp
वियना	viên
वियना	vienna
नाइट्रेट	nitrat
नाइट्रेट	nitrate
कॉमन्स	commons
उपनिषद्	upanishads
नकद	cash
समीक्षक	reviewer
आभूषण	sỉ
नानक	nanak
चार्टर	charter
उत्प्रेरक	catalyst
हर्ष	phũ
हर्ष	chát
तीर	arrow
स्टेम	cuống
पोलिश	polish
डेक	boong
डेक	deck
टिम	tim
खानों	mìn
ओवेन	owen
इरादे	intention
चित्रकूट	chitrakoot
लेग	chân
प्रोफ़ाइल	sơ
घृणा	hat
घृणा	ghét
घृणा	hat
एंड्रयू	andrew
मसाला	masala
मसाला	spice
मल्होत्रा	malhotra
चिकन	gà
कुवैत	kuwait
चेतन	chetan
विकलांग	tắt
संकीर्ण	hẹp
रोमांस	romance
विनय	vinay
पतंजलि	patanjali
लिवरपूल	liverpool
ऐन	ann
ऐन	ain
अंगूठी	ring
अंगूठी	nhẫn
अलवर	alwar
पंचांग	lịch
पंचांग	lịch
एंडी	andy
परतों	lớp
अटल	obdurate
ग्राफ	thị
कुरान	quran
कुरान	koran
शेफ़ील्ड	sheffield
सुर	sur
सुर	tức
दुष्ट	rogue
दुष्ट	xấu
दुष्ट	ác
दुष्ट	ác
दुष्ट	wicked
कपिल	kapil
पंत	pant
चाणक्य	chanakya
वर्जित	cấm
बराबरी	bằng
अमीनो	amino
प्रविष्टि	entry
प्रविष्टि	mục
निमंत्रण	mời
पाटिल	patil
माधोपुर	madhopur
नकदी	cash
अरुणा	aruna
दरवाजा	cửa
शॉपिंग	sắm
शॉपिंग	shopping
स्तंभों	đương
अम्बेडकर	ambedkar
सितारों	stars
प्रिंट	in
गली	phố
गली	street
बैंगलोर	bangalore
वेदांत	vedanta
दबाने	suppress
हिल्स	đồi
हिल्स	hills
मैट	matt
मैट	matte
बंदर	khỉ
अलाउद्दीन	alauddin
सोनिया	sonia
रोमानिया	romania
रोमानिया	românia
ग्रोवर	grover
मेघालय	meghalaya
जोड़ना	thêm
रास	raas
रास	ras
रास	chồn
घात	ambush
इवान	ivan
नेल्सन	nelson
मोह	moh
अक्षम	tắt
रेशे	tơ
रेशे	lụa
रेशे	tơ
खिड़की	sổ
विरोधियों	rivals
विरोधियों	opponents
लुइस	luis
क्लैप्टन	clapton
नर्तकी	ballerina
नर्तकी	dancer
ईथर	aether
डगलस	douglas
चालुक्य	chalukya
एलेक्स	alex
पढ़े	đọc
मोटर्स	motors
मेनन	menon
पियानो	piano
यूनिवर्सल	universal
यूनिवर्सल	chung
विधवा	góa
विधवा	widow
फॉर्म	mẫu
पंखों	wings
पंखों	cánh
गोदावरी	godavari
गज	mét
दुर्बल	yếu
दुर्बल	nhược
पेशवा	peshwa
स्थूल	béo
स्थूल	mập
स्थूल	fat
मौलाना	maulana
क्षारीय	alkali
क्षारीय	alkaline
क्षारीय	kiềm
क्षारीय	dóng
क्षारीय	align
टीके	ngừa
जमशेदपुर	jamshedpur
अल्जीरिया	algeria
अल्जीरिया	algérie
बढ़त	escalation
हीमोग्लोबिन	hemoglobin
गोबर	dung
डालना	rót
डालना	đổ
डालना	pour
कागज़	giấy
कागज़	trát
सांप	rắn
सांप	rắn
गंतव्य	đích
गन	súng
उल्टी	spy
उल्टी	ói
उल्टी	nôn
यादृच्छिक	cuốc
यादृच्छिक	nét
