est	rytų
regina	regina
bétail	gyvuliai
bétail	gyvulininkystė
bétail	gyvūnai
bétail	galvijai
bétail	galvijams
bétail	galvijų
défilé	paradas
intéressante	įdomu
intéressante	įdomus
promesse	pažadai
promesse	pažadų
gibson	gibson
drôle	juokinga
minuscule	mažučiai
ion	jonų
croyance	creed
croyance	įsitikinimus
croyance	tikėjimo
croyance	tikėjimas
croyance	įsitikinimas
résurrection	prisikėlimo
suivis	sporte
entrant	šeimose
entrant	gauta
entrant	ateinantys
futures	ateitis
vertes	žalia
passerelle	takeliais
passerelle	tilto
passerelle	tiltas
passerelle	vartai
apollon	apollo
apollon	apóllōn
composer	skambinant
milice	kovinė
émérite	emeritas
ottomane	osmanų
injection	injekcija
célébrer	švęsti
meubles	baldai
yougoslave	jugoslavijos
yougoslave	jugoslavijos
salons	mugės
salons	mugėse
adjectif	būdvardis
élan	elk
stefano	stefano
girondins	girondins
révéler	atskleidžia
révéler	atskleisti
abondance	gausa
abondance	gausus
licencié	laisvai
randy	rendis
intellectuel	intelektinė
intellectuel	intelektinės
laine	vilnos
laine	vata
laine	vatos
laine	vilna
livrée	apipavidalinimas
dolby	dolby
combustion	deginimas
combustion	degimo
homosexualité	lgbt
homosexualité	homoseksualumas
homosexualité	gėjai
homosexualité	gėjų
homosexualité	gėjus
philipp	philipp
macdonald	macdonald
florian	florijonas
crème	grietinėlė
crème	kremo
crème	grietinėlės
collision	susidūrimas
collision	susidūrimo
henriette	henrietos
henriette	henriette
ellis	elis
newman	newman
parodie	parodija
pensées	mintimis
pensées	mintys
terroriste	teroristų
terroriste	teroristai
otages	įkaitų
otages	įkaitu
otages	įkaitus
minière	kasyba
minière	kasybos
warriors	kariai
garantir	garantijos
garantir	garantija
alfa	alfa
décoratifs	dekoratyviniai
décoratifs	dekoratyvinės
incarné	įsikūnijimas
beat	nugalėti
