年	ปี
讀取	อ่าน
讀取	อ่าน
獨唱	เดี่ยว
光電	photovoltaic
十字軍	crusaders
平均值	เฉลี่ย
神龍	มังกร
神龍	dragon
希臘文	กรีก
鯊魚	ฉลาม
鯊魚	ฉลาม
大腦	สมอง
大腦	สมอง
孤獨	เหงา
單字	คำ
老兵	สัตวแพทย์
老兵	ทหารผ่านศึก
更低	ลด
更低	ต่ำ
更低	ล่าง
變速箱	เกียร์
心態	วาบ
過濾	กรอง
過濾	กรอง
黃道	ราศี
黃道	จักรราศี
蒸氣	steam
提問	คำถาม
斜坡	ลาด
袋鼠	จิงโจ้
開羅	ไคโร
向日葵	ทานตะวัน
轉讓	โอน
反對黨	ค้าน
博愛	สมาคม
肉體	เนื้อ
緯度	ลาด
靈活	ยืดหยุ่น
薩姆	แซม
薩姆	sam
凍結	frozen
凍結	อายัด
凍結	แข็ง
副本	สำเนา
副本	สำเนา
粥	โจ๊ก
粥	ข้าวต้ม
粥	โจ๊ก
粥	ข้าวต้ม
水壩	เขื่อน
隆起	ตุง
雄心	ทะเยอทะยาน
癱瘓	อัมพาต
癱瘓	อัมพาต
開關	สลับ
填寫	กรอก
填寫	เติม
疣	หูด
陸戰隊	นาวิก
農林	agroforestry
扔	ขว้าง
扔	โยน
巧合	บังเอิญ
大聲	ดังๆ
大聲	ดัง
堪薩斯	แคนซัส
戰地	สนามรบ
進食	กิน
上線	ออนไลน์
上線	online
涅槃	นิพพาน
水災	อุทกภัย
煎	ทอด
煎	ทอด
割讓	cession
遙控	รีโมท
石榴	ทับทิม
多餘	พิเศษ
受害人	เหยื่อ
堅強	เข้ม
堅強	strong
堅強	แรง
堅強	แข็งแกร่ง
水母	แมงกะพรุน
上級	อธิการ
上級	superior
病理	พยาธิ
古琴	guqin
煞車	เบรก
煞車	เบรค
煞車	เบรก
煞車	เบรค
平房	bungalow
平房	บังกะโล
埋伏	ซุ่ม
抵押	จำนอง
抵押	ผ่อน
扣押	ชัก
元老院	วุฒิสภา
天真	ซื่อๆ
天真	ซื่อ
美化	ประดับ
配方	นมผง
配方	สูตร
墜	จี้
流體	ของเหลว
流體	ของเหลว
強硬	โหด
素質	คุณภาพ
伯父	ลุง
塞內加爾	เซเนกัล
模具	รา
模具	เบ้า
椅子	เก้าอี้
椅子	เก้าอี้
琥珀	อำพัน
慾望	ปรารถนา
慾望	ราคะ
慾望	ตัณหา
慾望	กิเลส
插座	เบ้าตา
聖徒	นักบุญ
愛好	hobby
象牙	งาช้าง
駭客	แฮกเกอร์
駭客	แฮกเกอร์
漂	ลอย
失明	ตาบอด
病房	ward
病房	วอร์ด
突尼西亞	ตูนิส
熊貓	แพนด้า
頭條	หัวข้อ
族裔	ชาติพันธุ์
族裔	ชาติพันธุ์
寫信	เขียน
鈉	โซเดียม
硒	selenium
傷心	เศร้าๆ
傷心	เศร้า
衣物	เสื้อผ้า
衣物	เสื้อผ้า
固態	ทึบ
固態	ของแข็ง
固態	มั่นคง
固態	solid
固態	แข็ง
鴉片	ฝิ่น
延誤	ล่าช้า
延誤	ล่าช้า
界線	ขอบเขต
螺旋槳	ใบพัด
獲利	กำไร
領事	กงสุล
領事	กงสุล
愛滋病	เอดส์
國度	อาณาจักร
無窮	อนันต์
無窮	infinity
無窮	อนันต์
藻類	สาหร่าย
玩偶	ตุ๊กตา
玩偶	ตุ๊กตา
釉	เคลือบ
寫入	เขียน
寫入	เขียน
黑社會	มาเฟีย
黑社會	นักเลง
競爭力	แข่งขัน
荒野	รกร้าง
粉末	แป้ง
粉末	ผง
義工	อาสา
過境	การขนส่งมวลชน
矩形	สี่เหลี่ยม
貪	โลภ
野蠻	เถื่อน
野蠻	โหด
火腿	แฮม
脆	กรอบ
謬誤	fallacies
毆打	ทุบตี
暴徒	มาเฟีย
大社	taisha
職能	ฟังก์ชัน
爵士樂	แจ๊ซ
爵士樂	แจ๊ส
女童	สาว
女童	สาวๆ
蘑菇	เห็ด
蘑菇	เห็ด
牲畜	ปศุสัตว์
底片	ฟิล์ม
葡萄牙語	โปรตุเกส
氧氣	ออกซิเจน
傑克遜	แจ็กสัน
石墨	ไฟต์
頰	แก้ม
原告	โจทก์
原告	โจทย์
原告	โจทก์
橫掃	กวาด
梵蒂岡	วาติกัน
寮國	ลาว
寮國	ลาว
騷亂	จลาจล
騷亂	จลาจล
午餐	เที่ยง
增益	กำไร
亞當斯	อดัมส์
亞當斯	adams
匙	ช้อน
徘徊	เร่ร่อน
可樂	โค้ก
可樂	โคเคน
摺疊	พับ
奮鬥	ดิ้นรน
軍閥	ขุนศึก
蜂蜜	ที่รัก
油畫	จิตรกรรม
燈籠	โคมลอย
受益	ประโยชน์
變體	ตัวแปร
遺留	มรดก
檸檬	เลมอน
檸檬	มะนาว
救濟	บรรเทา
群組	กลุ่ม
群組	กลุ่ม
天國	สวรรค์
手續	พิธีรีตอง
喝酒	ดื่ม
曲率	โค้ง
草稿	ร่าง
草稿	ร่าง
量度	วัด
量度	สัดส่วน
按摩	นวด
按摩	นวด
寶馬	bmw
寓言	อุทาหรณ์
竿	เสา
變異	แปรผัน
變異	แปรผัน
欄位	สนาม
欄位	ฟิลด์
欄位	สาขา
欄位	ทุ่ง
欄位	ช่อง
欄位	ฟิลด์
欄位	ช่อง
曆法	ปฏิทิน
饒舌	แร็พ
忽視	หลงลืม
為甚麼	ทำไม
煽動	ยุยง
顆粒	อนุภาค
顆粒	อนุภาค
效用	อรรถประโยชน์
效用	สาธารณูปโภค
清單	รายการ
夜總會	ไนต์คลับ
奶油	เนย
奶油	creamy
奶油	ครีม
奶油	ครีม
萃取	คลาย
填補	กรอก
填補	เติม
丁香	กานพลู
困惑	สับสน
困惑	งง
困惑	สับสน
困惑	สับสน
外人	คนนอก
營地	ค่าย
營地	ค่าย
營地	ค่าย
石橋	ishibashi
壓倒性	ท่วมท้น
壓倒性	ล้นหลาม
大綱	ย่อ
中繼	ถ่ายทอด
中繼	ผลัด
透鏡	เลนส์
背包	เป้
舅舅	ลุง
融化	ละลาย
融化	ละลาย
融化	หลอมละลาย
融化	ละลาย
嫉妒	อิจฉา
嫉妒	หึง
嫉妒	อิจฉา
放大器	amp
放大器	แอมป์
放大器	แอมป์
現況	สถานะ
現況	สถานภาพ
鬍子	หนวด
鬍子	หนวด
鬍子	เครา
油脂	กรีส
油脂	grease
擠	บีบ
擠	เบียด
強姦	ข่มขืน
棕櫚	palm
棕櫚	ฝ่ามือ
棕櫚	ปาล์ม
棕櫚	ฝ่ามือ
棕櫚	ปาล์ม
點心	ขนม
批發	ขายส่ง
勒索	แบล็คเมล์
和睦	ปรองดอง
突顯	ไฮไลท์
突顯	เน้น
突顯	ไฮไลต์
突顯	ไฮไลท์
突顯	ไฮไลต์
浴室	ห้องน้ำ
僱員	ลูกจ้าง
僱員	พนักงาน
僱員	ลูกจ้าง
僱員	พนักงาน
牛角	แตร
抹黑	เสมหะ
鎂	แมกนีเซียม
獨奏	เดี่ยว
自豪	ศักดิ์ศรี
自豪	ภูมิใจ
自豪	proud
天花板	เพดาน
天花板	เพดาน
致電	โทร
可變	ตัวแปร
刑罰	ลงโทษ
債券	พันธบัตร
債券	สายใย
債券	บอนด์
債券	พันธะ
債券	พันธบัตร
山洞	ถ้ำ
山洞	ถ้ำ
中介	โบรกเกอร์
中介	broker
中介	ตัวกลาง
折射	refraction
課室	ห้องเรียน
課室	ห้องเรียน
藝術品	อาร์ต
藝術品	อาร์ท
藝術品	art
藝術品	ศิลปะ
耕作	การเกษตร
英特爾	อินเทล
英特爾	intel
籃	ตะกร้า
稅務	ภาษี
稅務	ภาษี
西瓜	แตงโม
婆羅洲	บอร์เนียว
印章	ผนึก
丸子	ลูกบอล
永生	อมตะ
迷信	โชคลาง
迷信	งมงาย
迷信	ไสยศาสตร์
負荷	โหลด
負荷	โหลด
嘴巴	ปาก
威士忌	วิสกี้
威士忌	วิสกี้
靜態	คงที่
靜態	สถิตย์
熱火	ร้อน
土豆	potato
收縮	จิตแพทย์
收縮	หด
彈簧	spring
彈簧	สปริง
彈簧	สปริง
彈簧	น้ำพุ
公示	ประชาสัมพันธ์
鎧甲	เกราะ
忠實	ศรัทธา
豬肉	หมู
狹義	แคบ
均勻	สม่ำเสมอ
均勻	ยูนิฟอร์ม
遺忘	ลืม
控制權	ควบคุม
控制權	คอนโทรล
錘	ค้อน
篩選	กรอง
篩選	กรอง
博覽	expo
噴泉	น้ำพุ
噴泉	น้ำพุ
預估	พยากรณ์
桿菌	bacillus
渾	ฮุน
盲人	บอด
盲人	ตาบอด
羚羊	oryx
田納西州	เทนเนสซี
田納西州	เทนเนสซี่
鉀	โพแทสเซียม
火藥	ดินปืน
火藥	แป้ง
火藥	ผง
遺失	หลง
遺失	แพ้
遺失	เสีย
遺失	หาย
遺失	ขาด
心智	จิต
羊毛	ฝอย
泥土	ดิน
泥土	ดิน
泥土	ลูกรัง
泥土	สกปรก
撕裂	ฉีก
撕裂	ขาด
多哥	โตโก
價值觀	ค่า
所有者	owner
所有者	เจ้าของ
所有者	เจ้าของ
解碼	ถอดรหัส
園藝	สวน
園藝	garden
幻象	นิมิต
幻象	นิมิตร
閃耀	ประกาย
閃耀	ส่อง
流利	คล่อง
信使	messenger
監測	จอภาพ
濱田	hamada
巴格達	แบกแดด
鴞	ฮูก
絲帶	ริบบิ้น
絲帶	โบว์
絲帶	ริบบิ้น
開朗	ร่าเริง
名流	ดัง
盔甲	เกราะ
太監	ขันที
太監	ขันที
斷裂	แตกหัก
簡訊	sms
佛教徒	พุทธ
佛教徒	พระพุทธ
佛教徒	พุทธ
釘	nail
釘	เล็บ
釘	ตะปู
水管	ท่อ
脖子	คอร์
脖子	คอ
脖子	คอง
脖子	ต้นคอ
開車	ไดรฟ์
開車	ไดร์ฟ
班長	ทีม
班長	squad
班長	หน่วย
班長	หมู่
沙子	ทราย
比對	แมตช์
所有權	กรรมสิทธิ์
地毯	พรม
地毯	พรม
維生素	วิตามิน
維生素	วิตามิน
維生素	vitamin
營救	กู้ภัย
美德	คุณธรรม
美德	คุณธรรม
妊娠	ครรภ์
深化	กระชับ
男朋友	แฟน
橘色	ส้ม
拉票	สืบไป
暗戀	crush
暗戀	ปิ๊ง
暗戀	ขยี้
下雨	เรน
下雨	ฝน
眼科	ophthalmic
墳墓	สุสาน
校正	แก้
接吻	จูบ
格陵蘭	กรีนแลนด์
萬代	bandai
江河	แม่น้ำ
發酵	หมัก
石灰	ปูน
石灰	มะนาว
製圖	cartographic
空洞	โพรง
手錶	นาฬิกา
手錶	ชม
手錶	ดู
手錶	นาฬิกา
本能	สัญชาตญาณ
冷凍	frozen
冷凍	อายัด
冷凍	แข็ง
堅固	ทึบ
堅固	ของแข็ง
堅固	มั่นคง
堅固	solid
堅固	แข็ง
賺取	earn
賺取	ขวนขวาย
罪惡	บาป
罪惡	บาป
自動化	อัตโนมัติ
大都市	เมโทรโปลิส
大都市	มหานคร
品味	รส
品味	ชิม
品味	รสนิยม
品味	รสชาติ
品味	รสนิยม
品味	รสชาติ
洗手間	ส้วม
洗手間	ห้องน้ำ
爬升	ไต่
爬升	ปีน
全息	holographic
漂浮	ลอย
漂浮	ลอยตัว
漂浮	ลอย
笑容	ยิ้ม
笑容	smile
遊說	ล็อบบี้
內在	ภายใน
內在	ภายใน
內在	inner
侏儒	แคระ
通話	โทร
人行道	ทางเท้า
人行道	ทางเท้า
老公	สามี
炒作	hype
炒作	โฆษณาชวนเชื่อ
炒作	กระแส
搶劫	ปล้น
咽	pharyngeal
飢餓	หิว
人魚	เงือก
人魚	เงือก
錯過	คิดถึง
錯過	พลาด
極地	ขั้ว
舒服	สบาย
舒服	สะดวก
舒服	สบาย
舒服	สบายใจ
殺戮	สังหาร
殺戮	ฆ่า
殺戮	ฆ่า
負載	โหลด
負載	โหลด
門戶	เกตเวย์
集群	clustering
集群	คลัสเตอร์
集群	คลัสเตอร์
兌換	แลก
兌換	แลก
裝載	โหลด
裝載	โหลด
假的	แกล้ง
假的	ปลอม
視力	สายตา
婁	ลู
西班牙文	สเปน
清醒	สร่าง
煙草	ยาสูบ
獎盃	ถ้วย
農夫	เกษตรกร
農夫	กสิกร
農夫	ชาวไร่
農夫	เกษตรกร
農夫	ชาวไร่
農夫	ชาวนา
傷口	แผล
傷口	บาดแผล
傷口	แผล
傷口	บาดแผล
門徒	สาวก
門徒	ศิษย์
門徒	สาวก
轉運	trans
異端	นอกรีต
異端	นอกรีต
展覽會	transformers
展覽會	นิทรรศการ
濾波器	กรอง
精子	อสุจิ
青銅	สัมฤทธิ์
烏鴉	อีกา
烏鴉	raven
牆壁	กำแพง
牆壁	ผนัง
牆壁	กำแพง
淨化	ขจัด
淨化	ขัดเกลา
香味	หอม
今後	ต่อๆ
今後	future
今後	อนาคต
無盡	อนันต์
洛基	rocky
雞蛋	ไข่
雞蛋	ไข่
處女	เวอร์จิน
處女	จิ้น
孟買	ไบ
大米	ข้าว
代詞	สรรพนาม
舊的	เก่าๆ
舊的	แก่
舊的	เก่า
中級	กลาง
鹹	เค็ม
圍牆	กำแพง
圍牆	รั้ว
資歷	คุณวุฒิ
資歷	วุฒิ
泡泡	ฟอง
泡泡	ฟอง
擔憂	ห่วง
擔憂	กังวล
擔憂	ห่วง
通緝	ต้องการ
園林	สวน
園林	garden
眼鏡蛇	งูเห่า
潮濕	ชื้น
潮濕	เปียก
潮濕	ความชื้น
