年	taon
演習	exercise
演習	drill
巴拿馬	panama
攝氏	sentigrado
匹配	tumutugma
匹配	matching
匹配	tumutugmang
匹配	pagtutugma
匹配	laban
匹配	tugma
匹配	tumugma
損害	damage
損害	pinsala
斷層	kasalanan
力士	lux
出境	umalis
出境	lumabas
出境	alis
郊區	naik
郊區	suburban
哈哈	haha
哈哈	lol
願望	pagnanais
願望	desire
願望	nais
願望	naisin
願望	wish
願望	batiin
願望	nais
願望	pagbati
願望	wishes
願望	kagustuhan
阿拉伯人	arabe
貧窮	kahirapan
光滑	madulas
光滑	makinis
光滑	makintab
君子	ginoo
君子	gentleman
福井	fukui
遲	late
遲	huli
詞語	salita
生物學	biology
生物學	biyolohiya
債務	utang
光芒	glow
塾	sook
俄語	russian
俄語	ruso
穿梭	shuttle
渲染	rendering
按鈕	buttons
按鈕	button
陣線	harapan
陣線	harap
分化	hatiin
氨基	asidong
週日	linggo
週日	sunday
跆拳道	taekwondo
題目	paksa
題目	paksa
高知	kōchi
高知	kochi
忙	abala
忙	busy
半導體	semiconductor
半導體	semiconductors
評分	rating
評分	rated
評分	rating
評分	ratings
評分	rate
附件	kalakip
附件	attachment
泡沫	bula
泡沫	bula
泡沫	bubble
倉庫	warehouse
倉庫	bodega
發電機	tagabuo
發電機	generator
比喻	talinghaga
比喻	metapora
齋藤	saito
埋葬	burial
埋葬	libing
埋葬	ilibing
埋葬	ibaon
埋葬	buried
松鼠	iskwirel
衫	shirt
塵	alikabok
相撞	collision
相撞	banggaan
多多	toto
臨床	clinical
退伍	pinalabas
自願	kusang
輸	mawalan
輸	mawala
輸	mawawalan
林子	kagubatan
林子	woods
林子	kakahuyan
方形	parisukat
岡田	okada
猜想	conjecture
愛國	patriotic
祝福	pagpapala
祝福	blessings
祝福	biyaya
祝福	pinagpala
祝福	mapalad
祝福	blessed
陷阱	trap
倒數	countdown
編纂	compilation
遺傳	genetics
遺傳	hereditary
雨水	ulan
雨水	umulan
無數	mabilang
干預	panghihimasok
干預	mamagitan
干預	pamamagitan
崩潰	crash
崩潰	pagguho
崩潰	pagbagsak
手球	handball
車票	tiket
車票	ticket
車票	tiket
射箭	archery
牛頓	newton
糖尿病	diabetes
糖尿病	diabetes
訂購	oorder
訂購	iniutos
訂購	order
鋁	aluminium
鋁	aluminum
謀殺	murder
師傅	master
探測器	detector
探測器	pagsisiyasat
可靠性	maaasahan
托馬斯	thomas
壟斷	monopolistikong
變數	variable
變數	variables
切割	pagputol
雙胞胎	kambal
雙胞胎	twin
雙胞胎	kambal
聰明	matalino
聰明	smart
語文	wika
語文	alangan
語文	wikang
語文	tausug
法西斯	fascist
大主教	arsobispo
量化	quantitative
鯉魚	karpa
有時候	minsa
有時候	minsan
曼哈頓	manhattan
植被	behetasyon
老大	bossing
老大	amo
老大	boss
大象	elepante
大象	elephant
遊樂場	palaruan
會場	lugar
會場	venue
閻	yan
回覆	sumagot
回覆	reply
衰變	decay
感應	vibe
感應	induction
塑膠	plastik
塑膠	plastic
連鎖	kadena
連鎖	chain
企鵝	penguin
沙灘	dalampasigan
沙灘	beach
賓夕法尼亞	pennsylvania
騎師	jockey
高棉	khmer
懸	tambay
懸	pabitin
頒布	enacted
浪潮	tide
浪潮	alon
盈利	tubo
盈利	kumikita
盈利	kumikitang
過渡	pagbabago
過渡	transition
傳教士	missionaries
傳教士	misyonaryo
表揚	purihin
表揚	papuri
每個人	lahat
辜	koo
濕	basa
獲准	pinahihintulutang
摩西	moises
降級	downgrade
網際網路	internet
遠藤	endo
戶外	panlabas
文憑	diploma
氨基酸	asidong
脊椎	tinik
空缺	vacancy
空缺	vacant
阻擋	humarang
阻擋	pagharang
阻擋	blocking
巡邏	patrol
睡	matulog
睡	tulog
睡	sleep
睡	natulog
睡	natutulog
溴	bromina
扭力	torque
蛋糕	cake
蛋糕	kakanin
流出	outflow
沙巴	sabah
對待	gamutin
對待	treat
崇德	virgil
過期	matatapos
過期	natapos
過期	mawawalan
庇護	asylum
恐慌	panic
恐慌	gulat
前輩	elder
海嘯	tsunami
旋風	pagkaubos
旋風	cyclone
殘疾	disable
殘疾	disabilities
殘疾	kapansanan
聖地牙哥	santiago
推定	presumed
處決	pagpapatupad
自傳	talambuhay
哇	wow
病患	pasyente
碳酸	carbonate
漁業	fisheries
漁業	pangingisda
硼	boron
命中	hits
命中	tumama
命中	hit
命中	tinamaan
大野	ono
大理石	marmol
撥款	allocation
炭	uling
炭	charcoal
炭	karbon
炭	carbon
特效	effect
特效	epekto
特效	effects
特效	epekto
疑問	pagdududa
疑問	duda
疑問	doubt
疑問	alinlangan
步驟	hakbang
步驟	step
步驟	hakbang
步驟	steps
大洲	kontinente
縮小	urong
縮小	makipot
縮小	paliitin
縮小	makitid
縮小	paliitin
衡量	pagsukat
衡量	sukatin
衡量	masukat
內陸	inland
高興	masaya
電路	circuits
電路	circuit
墓園	cemetery
墓園	libingan
墓園	sementeryo
間隔	pagitan
間隔	interval
海岸線	baybayin
擢	mew
詩歌	tula
詩歌	tula
詩歌	poetry
善良	mabait
善良	kagandahang
善良	kabaitan
流失	drain
氧化物	oxides
氧化物	oxide
正方形	parisukat
保守派	conservatives
保守派	konserbatibo
保守派	conservative
判刑	nahatulan
判刑	pangungusap
判刑	pangungusap
剪輯	editing
剪輯	clip
灶	kalan
氯化	chloride
印度教	hinduismo
印度教	hindu
外貌	anyo
外貌	itsura
外貌	hitsura
音節	pantig
音節	syllables
傻	bobo
傻	tanga
傻	tanga
傻	loko
跳躍	tumalon
跳躍	leap
跳躍	pagtalon
跳躍	jumping
測驗	pagsubok
測驗	subukan
測驗	pagsusulit
測驗	pagsusulit
測驗	pagsubok
測驗	testing
測驗	sinusubukan
測驗	magtatanong
測驗	pagsusulit
測驗	quiz
伯德	ibon
峽谷	gorge
峽谷	canyon
峽谷	sabak
飼養	breeding
飼養	aanak
氣壓	presyon
戰區	tanghalan
微波	microwave
液體	likido
液體	fluid
液體	likido
住宿	tirahan
住宿	accommodation
信念	pananampalataya
信念	paninindigan
槍擊	shooting
槍擊	pagbaril
槍擊	pamamaril
荷馬	homer
落地	landing
國歌	awit
彈頭	bala
內心	inside
內心	loob
內心	natatagong
新鮮	fresh
新鮮	sariwa
沼澤	marsh
沼澤	lumubog
沼澤	marsh
圍攻	siege
圍攻	paglusob
表情	pagpapahayag
表情	expression
幻影	phantom
幻影	mirage
氟化	fluoride
遙遠	malayo
塑像	rebulto
塑像	statue
牛肉	beef
樓梯	hagdan
狩獵	hunt
狩獵	mangkukulam
狩獵	pangangaso
穩	steady
等候	naghihintay
等候	waiting
末日	doomsday
動機	motibo
動機	pagganyak
動機	motibasyon
軌跡	track
軌跡	subaybayan
軌跡	trail
軌跡	locus
風景	senaryo
風景	telon
風景	pahiga
風景	landscape
風景	tanawin
滴	drop
滴	patak
昏迷	coma
昏迷	koma
微型	munti
微型	persa
微型	micro
海豹	seals
海豹	seal
樓上	taas
大廳	hall
大廳	lobby
神廟	templo
斯德哥爾摩	stockholm
岩手	iwate
日誌	journal
日誌	log
喊	sumigaw
喊	shout
喊	sumigaw
基準	baseline
基準	huwaran
花瓣	talulot
蜥蜴	lizards
蜥蜴	butiki
蜥蜴	butiking
總和	sum
總和	kabuuan
著作權	copyright
熱心	sigasig
熱心	masigasig
安倍	abe
放射	radiology
放射	radiation
放射	radioactive
開支	gastusin
開支	gastos
開支	dag
平板	tablets
平板	tablet
摩擦	kiskisan
敵方	kaaway
理工學院	polytechnic
繁榮	kasaganaan
繁榮	ikauunlad
繁榮	boom
繁榮	masaganang
輪胎	gulong
輪胎	tiro
輪胎	gulong
延期	extension
延期	palugit
延期	extension
蟬	cicada
肺炎	pulmonya
波長	alonghaba
親屬	relatives
親屬	kamaganak
擴散	diffusion
擴散	paglaganap
醬	sarsa
醬	sauce
珠寶	hiyas
珠寶	alahas
尼加拉瓜	nicaragua
非凡	extraordinary
焊接	weld
焊接	welding
焊接	hinang
獎學金	pagpapaaral
獎學金	scholarship
視訊	video
侄子	pamangkin
墳	puntod
墳	libingan
墳	grave
資本主義	kapitalista
資本主義	kapitalismo
辛苦	hard
辛苦	mahirap
有毒	toxic
有毒	poisonous
排水	drain
排水	kanal
奇異	exotic
奇異	singular
慢性	talamak
馬達	motors
馬達	motor
光榮	maluwalhati
光榮	glory
光榮	luwalhati
光榮	kaluwalhatian
胡椒	paminta
自信	kompiyansa
自信	nakatitiyak
自信	tiwala
自信	kagitingan
邊疆	frontiers
邊疆	frontier
染色體	chromosomes
染色體	kromosomang
枕	unan
寺廟	templo
鈾	uranyo
伴侶	partner
伴侶	kasosyo
伴侶	kapareha
伴侶	kasalo
電荷	singil
電荷	charge
廚房	kusina
溫柔	malambot
溫柔	magiliw
紳士	ginoo
紳士	gentleman
潮汐	tide
潮汐	tidal
潮汐	tides
事變	insidente
抒情	lyrical
愛麗絲	alice
申訴	reklamo
申訴	reklamo
蔓延	nagkakalat
蔓延	spread
蔓延	kumalat
蔓延	pagkalat
漂流	anod
燈塔	paro
燈塔	parola
燈塔	parola
加勒比	caribbean
血腥	duguan
粉碎	smash
醜聞	scandal
醜聞	iskandalo
插圖	illustrations
骨頭	bones
骨頭	buto
骨頭	buto
經理人	namamahala
經理人	manager
經理人	tagapamahala
堡壘	muog
堡壘	kuta
堡壘	kutang
堡壘	fort
工資	sahod
工資	suweldo
工資	wage
工資	sahod
工資	companya
工資	salaries
憲兵	gendarmerie
乘車	sumakay
乘車	sakay
寂寞	malungkot
寂寞	lonely
叢	bundle
花卉	bulaklak
庭院	bakuran
樞紐	hub
仙女	fairy
蘇維埃	sobyet
煙花	paputok
煙花	fireworks
筋	tendons
安藤	ando
和諧	pagkakatugma
和諧	harmony
和諧	pagkakaisa
撤消	bawiin
室外	labas
室外	panlabas
鵝	goose
刺殺	asasinasyon
彈劾	impeachment
坐標	coordinate
坐標	mangasiwa
坐標	coordinate
永恆	eternity
永恆	eternal
津貼	rasyon
津貼	baon
破解	pumutok
破解	crack
捲	gumulong
捲	roll
卡車	truck
卡車	trak
麻雀	sparrow
阻力	paglaban
阻力	pagtutol
沙拉	salad
耳朵	tainga
耳朵	tenga
耳朵	tainga
熔岩	lava
啟發	inspired
啟發	madamdamin
啟發	inspirasyon
盧森堡	luxembourg
疼痛	sakit
疼痛	kirot
鷗	bako
佔有	pagkontrol
獨家	exclusive
獨家	eksklusibo
獨家	eksklusibong
冥王星	pluto
約束	constraint
掩護	cover
掩護	pabalat
掩護	takpan
復原	pagpapanumbalik
復原	pagbawi
復原	pagbangon
復原	paggaling
復原	recovery
真主	allah
清潔	linis
清潔	paglilinis
清潔	malinis
友誼	pagkakaibigan
友誼	pakikipagkaibigan
多元化	plurality
