the	os
concluded	concluídos
reputation	reputação
accurate	exato
accurate	exatas
versus	versus
versus	contra
websites	sites
websites	websites
interpretation	interpretação
tagged	marcada
tagged	marcados
tagged	identificado
tagged	marcado
tagged	identificada
endemic	endêmica
endemic	endémica
chemistry	química
achieve	alcançar
manga	manga
manga	mangá
journalists	jornalistas
forests	florestas
cbs	cbs
comprehensive	abrangente
comprehensive	abrangentes
symphony	symphony
symphony	sinfonia
promotional	promocional
promotional	promocionais
electrical	elétricos
electrical	elétrica
electrical	elétrico
electrical	eléctrica
tags	etiquetas
tags	marcações
tags	identificações
tags	tags
meters	contadores
meters	metros
meters	medidores
jerry	jerry
tigers	tigers
tigers	tigres
commerce	comércio
commerce	comercio
remix	remix
addressed	endereçada
addressed	endereçado
addressed	abordado
phil	phil
automatic	automáticos
automatic	automático
automatic	automática
automatic	automáticas
gang	gangue
gang	gang
gang	quadrilha
gang	bando
printed	impressos
printed	impressa
printed	impresso
oak	carvalho
oak	carvalhos
oak	oak
warner	warner
quote	citar
quote	citação
separated	separadas
separated	separados
separated	separado
bishops	bispos
glasgow	glasgow
essentially	essencialmente
wait	espera
input	input
input	entrada
battery	pilha
battery	bateria
favor	favor
benjamin	benjamin
benjamin	benjamim
apparent	aparentes
apparent	aparente
shopping	compras
patrol	patrulha
eagle	eagle
eagle	águia
mainstream	mainstream
angel	anjinho
angel	ángel
angel	anjo
angel	angel
martial	marcial
martial	marciais
restoration	restauro
restoration	restauração
delhi	deli
delhi	delhi
hans	hans
indicated	indicou
indicated	indicaram
indicated	indicado
indicated	indicada
indicated	indicados
morris	morris
railways	ferrovias
centers	centros
mills	moinhos
mills	mills
helpful	útil
helpful	úteis
delivered	entregou
delivered	entregue
delivered	entregues
components	componentes
victorian	vitoriana
legislature	legislatura
tourism	turismo
treated	tratada
treated	tratados
treated	tratadas
kids	crianças
kids	filhos
kids	miúdos
kids	kids
barbara	bárbara
barbara	barbara
essay	redação
essay	ensaio
circumstances	circunstancias
circumstances	circunstâncias
repeated	repetido
repeated	repetidas
repeated	repetidos
repeated	repetida
plain	plain
plain	planície
plain	simples
superior	superior
superior	superiores
strategic	estratégico
strategic	estratégica
strategic	estratégicos
similarly	similarmente
duties	deveres
effectively	efetivamente
effectively	eficazmente
considering	considerando
arranged	arranjado
ken	ken
grammar	gramática
amendment	alteração
amendment	emenda
alleged	alegado
alleged	alegados
alleged	alegada
relation	relação
habitat	habitats
habitat	habitat
spoken	falados
spoken	falou
spoken	falado
spoken	falada
spoken	faladas
shell	concha
shell	casca
shell	shell
shell	carapaça
mounted	montadas
mounted	montada
mounted	montados
mounted	montado
entries	entradas
entries	inscrições
entries	menções
conflicts	conflitos
philippine	filipina
philippine	filipinas
philippine	filipino
montana	montana
appearing	aparecendo
triple	tripla
triple	triplo
triple	triple
triple	triplicar
boundary	fronteira
caribbean	caribe
caribbean	caraíbas
hosts	anfitriões
hosts	exércitos
signs	sinalização
signs	sinais
signs	signos
seriously	seriamente
seriously	sério
bristol	bristol
mitchell	mitchell
mitchell	mitchel
industries	indústrias
colombia	colômbia
colombia	colombia
comparison	comparação
basin	bacia
eleven	onze
eleven	eleven
ill	doente
putting	colocando
pradesh	pradesh
charity	caridade
charity	beneficência
output	output
output	saída
dna	adn
dna	dna
carbon	carbono
boats	barcos
desc	desc
architectural	arquitectónico
representation	representação
commentary	comentário
commentary	comentários
rising	rising
visitors	visitantes
markets	mercados
plate	placa
plate	prato
plate	chapa
giants	giants
giants	gigantes
processing	processamento
processing	transformação
processing	processando
landscape	paisagens
landscape	paisagem
dick	pila
dick	dick
hunt	caça
hunt	hunt
hunt	caçar
hunt	caçada
summit	cume
summit	cimeira
summit	cimeiras
summit	summit
psychology	psicologia
ride	ride
ride	cavalgada
ride	rolê
ride	boleia
ride	passeio
greatly	grandemente
guardian	guardiã
guardian	guardian
guardian	guardião
losses	perdas
losses	prejuízos
balance	saldo
balance	balança
balance	balanço
balance	equilíbrio
democracy	democracia
submarine	submarino
submarine	submarinos
nicholas	nicolás
nicholas	nicholas
nicholas	nicolau
usual	habitual
usual	costume
usual	usual
peru	perú
peru	peru
eighth	oitava
eighth	oitavo
instrumental	instrumental
hindu	hindu
hindu	hindus
defender	defensor
defender	defender
defender	defensora
defender	zagueiro
riding	equitação
riding	hipismo
arrival	chegada
arrival	chegar
evans	evans
turning	virando
turning	transformando
imply	implicam
imply	implicar
prose	prosa
cargo	carga
hidden	ocultado
hidden	oculta
hidden	escondidos
hidden	oculto
hidden	escondido
volunteer	voluntário
volunteer	voluntariado
volunteer	voluntária
volunteer	voluntários
bio	bio
bio	biografia
holder	holder
holder	detentor
holder	titular
sugar	açúcares
sugar	açúcar
sugar	sugar
sugar	açucar
daughters	filhas
wildlife	wildlife
fun	fun
fun	diversão
fun	divertimento
fun	divertida
fun	divertido
integrated	integrados
integrated	integrado
integrated	integrada
integrated	integradas
partners	parceiras
partners	sócios
partners	parceiros
rates	taxas
rates	tarifas
grace	graça
grace	grace
feed	feed
childhood	infância
accompanied	acompanhadas
accompanied	acompanhada
accompanied	acompanhado
accompanied	acompanhados
accompanied	acompanhou
milan	milão
milan	milan
photographs	fotografias
honour	honra
soil	solo
soil	solos
server	servidor
server	server
manual	manuais
manual	manual
concrete	concreto
concrete	cimento
concrete	concretas
concrete	betão
concrete	concretos
possibility	possibilidade
ghost	ghost
ghost	fantasmas
ghost	fantasma
confused	confusa
confused	confusos
confused	confundido
confused	confuso
tunnel	túnel
tunnel	tunel
larry	larry
styles	styles
styles	estilos
elevation	elevação
muhammad	muhammad
muhammad	maomé
considerable	consideráveis
considerable	considerável
inter	inter
lose	perder
lose	perca
lose	percam
lose	perde
phoenix	fénix
phoenix	fênix
phoenix	phoenix
sweet	sweet
sweet	meiga
sweet	doces
sweet	meigo
sweet	doce
waste	resíduos
waste	desperdício
waste	desperdícios
operational	operacional
operational	operacionais
tall	alto
tall	tall
tall	altos
tall	altas
tall	alta
qualify	qualificar
constitutional	constitucional
constitutional	constitucionais
sporting	sporting
peoples	povos
acceptable	aceitáveis
acceptable	aceitável
fruit	fruto
fruit	frutos
fruit	frutas
fruit	fruta
decisions	decisões
depression	depressão
perspective	perspectiva
perspective	perspetiva
crystal	cristal
crystal	cristais
crystal	crystal
monastery	monastério
monastery	mosteiro
monastery	mosteiros
resident	residente
resident	residentes
resident	morador
cincinnati	cincinnati
tied	empatado
tied	amarrados
tied	amarrado
tied	amarrada
tied	empatados
surgery	cirurgia
steps	degraus
steps	etapas
steps	passos
carrier	operadora
carrier	transportadora
carrier	portadora
carrier	transportador
stream	fluxo
stream	stream
alice	alice
kick	pontapé
kick	chute
kick	chuta
kick	kick
kick	chutar
strange	estranha
strange	strange
strange	estranho
predecessor	predecessor
predecessor	antecessora
predecessor	antecessor
bernard	bernard
bernard	bernardo
nigeria	nigéria
pain	dor
pain	dores
pain	pain
influential	influente
influential	influentes
punk	punk
suggestion	sugestão
interaction	interação
interaction	interacção
retained	conservado
retained	manteve
retained	retida
retained	mantidos
retained	mantido
retained	retidos
achievement	conquista
mechanical	mecânico
mechanical	mecânicos
mechanical	mecânica
drugs	fármacos
drugs	droga
drugs	drogas
missed	errou
missed	faltou
trinity	trindade
trinity	trinity
classified	classificadas
classified	confidencial
classified	classificada
classified	classificados
classified	classificado
minority	minorias
minority	minoria
businessman	empresário
grown	crescido
grown	cultivados
grown	crescida
coat	casaco
powered	alimentado
alive	viva
alive	vivos
alive	vivas
alive	vivo
alive	alive
nbc	nbc
nhl	nhl
keith	keith
bobby	bobby
behaviour	comportamentos
behaviour	comportamento
croatian	croata
croatian	croatas
maritime	marítimo
maritime	maritime
maritime	marítima
terry	terry
virtual	virtual
virtual	virtuais
periods	períodos
spiritual	espiritual
spiritual	espirituais
croatia	croácia
lions	leões
lions	lions
archbishop	arcebispo
luis	luiz
luis	luis
luis	luís
merchant	merchant
merchant	comerciante
merchant	mercador
azerbaijan	azerbaijão
lots	lotes
lots	montes
contested	impugnada
contested	contestado
contested	contestou
contested	contestada
editorial	editorial
initiative	iniciativa
charlotte	charlotte
charlotte	carlota
pure	puras
pure	pura
pure	puro
pure	puros
pure	pure
borders	bordas
borders	fronteiras
persian	persa
persian	persas
marks	marks
marks	marcas
marks	marcos
armenian	armênio
armenian	arménia
armenian	arménio
armenian	armênios
armenian	armênia
romantic	romântico
romantic	românticos
romantic	românticas
romantic	romântica
replacing	substituir
replacing	substituindo
talent	talentos
talent	talento
unlikely	improváveis
unlikely	improvável
panel	painel
jump	jump
jump	salto
jump	saltar
jump	pula
jump	pular
animation	animação
animation	animation
agents	agentes
employment	emprego
trading	trading
trading	negociação
parker	parker
statue	estátua
dated	datada
dated	datado
dated	datados
wonder	maravilha
wonder	wonder
filed	arquivado
provinces	províncias
friday	sexta
jobs	emprego
jobs	trabalhos
jobs	empregos
cuba	cuba
scientist	cientista
scientist	cientistas
schedule	horário
schedule	agendamento
schedule	programação
schedule	agendar
waiting	esperando
waiting	aguardando
familiar	familiar
familiar	familiarizado
suspect	suspeita
suspect	suspeito
suspect	suspeitos
disagree	discordar
disagree	discorda
disagree	discordo
suggestions	sugestões
turner	turner
forming	formando
formally	formalmente
locomotives	locomotivas
barcelona	barcelona
consistent	consistentes
consistent	coerentes
consistent	consistente
consistent	coerente
recommended	recomendada
recommended	recomendados
recommended	recomendado
recommended	recomendou
desire	desejo
happens	acontece
patient	pacientes
patient	paciente
patient	doente
bulgaria	bulgaria
bulgaria	bulgária
vincent	vicente
vincent	vincent
hear	ouvir
texts	textos
belief	crenças
belief	crença
visitor	visitante
visitor	visitantes
vessels	navios
vessels	embarcações
basically	basicamente
continental	continental
continental	continentais
hole	buraco
hole	hole
hole	furo
fail	falha
fail	reprovado
fail	fracasso
fail	falhar
passage	passagem
wedding	boda
wedding	casamento
wedding	bodas
wedding	wedding
archaeological	arqueológica
archaeological	arqueológico
archaeological	arqueológicos
archaeological	arqueológicas
archaeological	arqueologia
layer	camada
designation	designação
designation	denominação
clan	clã
revenue	receita
revenue	receitas
seeking	procurando
seeking	buscando
couples	casais
entering	entrando
suit	naipe
suit	traje
suit	fato
suit	terno
soft	soft
soft	suave
soft	macio
soft	mole
soft	suaves
approval	homologação
approval	aprovação
democrats	democratas
crimes	crimes
collins	collins
horses	cavalos
wear	veste
wear	vestir
wear	desgaste
visiting	visitando
supporters	partidários
supporters	apoiantes
supporters	apoiadores
supporters	adeptos
cash	dinheiro
cash	grana
cash	numerário
cash	cash
dennis	dennis
resource	recursos
resource	recurso
sculpture	esculturas
sculpture	escultura
practical	prática
practical	práticos
practical	prático
harrison	harrison
pink	pink
pink	rosa
oliver	oliver
limits	limites
cooper	cooper
illustrated	ilustrada
illustrated	ilustrado
illustrated	ilustrados
sur	sur
hell	diabos
hell	hell
hell	inferno
hell	raios
statistical	estatístico
statistical	estatística
referenced	referenciado
wolf	loba
wolf	lobo
wolf	wolf
warriors	warriors
warriors	guerreiras
warriors	guerreiros
incidents	incidentes
fresh	frescas
fresh	fresh
fresh	frescos
fresh	fresco
editions	edições
roots	raízes
signature	assinatura
clinical	clínico
clinical	clínicas
clinical	clínica
premiered	estreou
volumes	volumes
worst	piores
worst	pior
adults	adultos
contribute	contribua
contribute	contribuir
contribute	contribuam
necessarily	necessariamente
immediate	imediatas
immediate	imediata
immediate	imediato
immediate	imediatos
feeling	sentimento
feeling	sentindo
feeling	sensação
feeling	feeling
theories	teorias
essential	essencial
essential	essenciais
completion	completação
completion	finalização
completion	conclusão
conclusion	conclusão
technologies	tecnologias
strip	despir
strip	strip
bound	vinculado
bound	vinculados
praised	elogiado
praised	elogiou
praised	elogiada
stayed	fiquei
stayed	ficou
stayed	ficaram
stayed	permaneceu
hull	hull
hull	casco
diamond	diamond
diamond	diamante
diamond	diamantes
origins	origens
empty	vazios
empty	vazio
empty	vazia
empty	esvaziar
empty	vazias
eliminated	eliminada
eliminated	eliminados
eliminated	eliminado
eliminated	eliminou
valuable	valiosas
valuable	valiosa
valuable	valioso
valuable	valiosos
cite	citar
cite	cita
cite	cite
doubles	duplos
doubles	duplas
branches	sucursais
branches	galhos
branches	ramos
branches	filiais
honors	honras
brick	brick
brick	tijolo
brick	tijolos
experiences	experiências
beijing	beijing
beijing	pequim
tie	tie
tie	empate
tie	gravata
lgbt	lgbt
lgbt	homossexualidade
liberty	liberdade
liberty	liberty
repeatedly	repetidamente
siege	cerco
baptist	baptista
baptist	batista
ron	ron
hebrew	hebraico
hebrew	hebraica
hebrew	hebreu
hebrew	hebreus
affect	afetar
affect	afectar
affect	afetam
portrayed	retratado
portrayed	retratada
decline	recusar
decline	declínio
alpha	alpha
alpha	alfa
equipped	equipados
equipped	equipada
equipped	equipadas
equipped	equipado
identical	idênticas
identical	idêntica
identical	idêntico
identical	idênticos
submitted	submetido
enterprise	empreendimento
enterprise	empresa
enterprise	enterprise
touch	touch
touch	toques
touch	toque
transmission	transmissão
platforms	plataformas
cave	gruta
cave	caverna
filmed	filmou
filmed	filmado
filmed	filmada
filmed	filmados
inch	centímetro
inch	polegadas
