като	soos
хартия	papier
нарушение	skending
принадлежат	behoort
принадлежат	hoort
правни	wettig
правни	legal
гъби	fungus
гъби	sampioen
гранд	vleuel
гранд	grand
валенсия	valencia
завършване	voltooiïng
завършване	graduation
хамилтън	hamilton
издател	uitgewer
джузепе	giuseppe
незабавно	onmiddellike
алексий	alexios
шампионка	kampioen
ядро	kern
ядро	agterkant
кръгове	sirkels
кръгове	rondtes
кръгове	rond
признаци	tekens
ситуации	situasies
постове	plasings
моменти	oomblikke
тестове	toetse
подходящ	geskikte
подходящ	gepas
подходящ	toepaslike
автомобилен	motorvoertuie
сингъла	singles
вратата	door
вратата	deur
ливингстън	livingston
ливингстън	livingstone
социален	maatskaplike
социален	sosiale
социален	sosiaal
учение	dril
братство	koshuis
братство	broederskap
братство	broederskap
кабинет	kantoor
партньори	vennote
инцидент	voorval
инцидент	insident
инцидент	ongeluk
конче	ponie
конче	pony
конче	horse
конче	perd
момчета	seuns
момчета	guys
топлина	heat
топлина	hitte
топлина	warmte
оста	axis
алкохол	alkohol
хамбургер	burger
хамбургер	hamburger
организиран	georganiseerde
организиран	georganiseerd
организиран	georganiseer
аризона	arizona
особен	peculiar
дармщат	darmstadt
шарлота	charlotte
горен	boonste
охлюв	slak
бърз	rapid
бърз	swift
бърз	vinnig
бърз	vinnige
цветя	blomme
бремен	bremen
грами	grammys
ограничен	beperkte
ограничен	beperk
ограничен	beperk
хектара	hektaar
того	togo
събитието	aktiwiteite
събитието	geleentheid
джони	johnny
джони	jonny
ева	eva
ева	eva
ева	eve
анимационен	tekenprent
анимационен	cartoon
блокове	blokke
романите	romans
факултета	fakulteit
маси	massey
маси	waardes
маси	tafels
маси	massas
образец	specimen
валери	valery
валери	valerie
признат	herken
признат	erkende
признат	herken
признат	erkende
кеч	stoei
кост	been
облекло	drag
облекло	klerasie
облекло	klere
облекло	kleredrag
техниката	technique
техниката	tegniek
платформа	platform
твърдения	eise
твърдения	bewerings
мар	mer
мар	marr
класове	klasse
пехота	infanterie
пехота	infantry
лек	vermeende
лек	genees
селско	landelike
селско	rural
екваториална	ekwatoriaal
матилда	mathilda
лициний	licinius
потенциал	potensiaal
сибир	siberië
четирима	vier
защитен	beskerm
денис	denise
денис	dennis
денис	denis
окупация	besetting
атмосфера	atmosfeer
федерацията	commonwealth
федерацията	federasie
запазване	bewaring
запазване	handhaaf
запазване	onderhou
запазване	aanhouding
рисунки	tekeninge
физиката	fisika
поезията	poësie
сумата	sum
сумата	som
красива	mooi
планиране	beplanning
вануату	vanuatu
покана	nooi
покана	uitnodiging
симптоми	simptome
буря	storm
банки	banke
холандски	hollandse
холандски	nederlands
сън	slaap
сън	droom
сън	son
лидери	leiers
изтрит	geskrap
изтрит	uitgevee
жорж	georges
вярно	waar
вярно	true
андерсън	anderson
грозде	druiwe
грозде	druiwe
вера	vera
узбекистан	oesbekistan
герхард	gerhard
герхард	gerhardt
индивидуални	individuele
индивидуални	individu
културна	kulturele
туристи	toeriste
туристи	tourists
туристи	toeriste
райх	reich
мая	maia
мая	maja
мая	gis
кристофър	christopher
кристофър	christoffel
пара	steam
пара	para
танк	tenk
ливади	meadows
ливади	weiveld
завинаги	verewig
последни	last
последни	laas
последни	laaste
последни	jongste
обичаи	doeane
обичаи	customs
способности	vermoëns
съгласна	ooreengekom
графика	skedule
графика	bylae
графика	grafiek
графика	grafiese
графика	grafika
щутгарт	stuttgart
еднакви	identiese
еднакви	identies
дамян	damian
инженерство	ingenieurswese
трон	throne
франсис	francis
франсис	frances
портрети	portraits
камен	kamen
лъчи	strale
моята	myne
летището	lughawe
смес	mengsel
майнц	mainz
търговско	kommersiële
търговско	kommersieel
търговско	verruil
търговско	handel
шаранови	cyprinidae
короната	kroon
борусия	borussia
мисури	missouri
администратори	administrateurs
администратори	admins
фамилии	families
фамилии	gesinne
тереза	teresa
тереза	theresa
лев	lev
сериозна	ernstige
сериозна	ernstig
триене	wrywing
десетилетие	dekade
вериги	kettings
вериги	ketting
бенин	benin
