категорија	kategooria
клип	klipp
послушност	kuulekuse
евстахиј	eustatius
драјв	sõida
милионер	miljonär
бараа	nõudis
сликани	võetud
секреција	sekretsiooni
непроменета	muutumatu
непроменета	muutmata
сленг	släng
аугуст	august
избегнувајќи	vältimine
примитивна	primitiivne
примитивна	algeline
романо	romano
азиско	aasia
гангрена	gangreen
сапун	seep
научиле	õppis
научиле	õpitud
научиле	õppinud
научиле	õppisin
царински	tolli
царински	toll
мендел	mendel
месија	messias
урбанизација	linnastumine
атрактивни	atraktiivne
терапевтски	terapeutilise
моралес	morales
амбиција	ambitsioonid
амбиција	ambitsioon
тестирања	katsed
тестирања	testimine
тестирања	katsetamine
наслаги	hoiused
кравиц	kravitz
бади	buddy
пори	poorid
разоружување	desarmeerimise
огради	aiad
топографија	topograafia
кам	cam
малолетни	alaealine
малолетни	alaealised
малолетни	alaealiste
фери	praam
еврипид	euripides
мочуриште	soo
присвојување	omandamine
присвојување	soetamine
мистериозно	saladuslik
мистериозно	müstiline
мистериозно	salapärane
мистериозно	müstiliselt
верн	verne
верн	vern
ангилја	anguilla
боцки	ogad
моби	moby
погодува	mõjutab
шиење	õmblemine
повредена	haiget
јуен	yuen
мети	sihtmärgid
мети	eesmärgid
степан	stepan
аутизам	autism
рока	roca
садам	saddam
антонија	antonia
кофи	kofi
кофи	coffey
хагрид	hagrid
студено	külm
студено	külmad
готвачи	kokad
готвачи	kokad
интелектуално	intellektuaalse
влоши	halvendada
гутенберг	guttenberg
кунг	kung
салваторе	salvatore
манфред	manfred
брадата	lõug
брадата	chin
повеќекратна	mitmekordne
повеќекратна	mitu
алваро	álvaro
алваро	alvaro
алфонс	alphonse
жалење	leina
жалење	kahetsus
жалење	kahetsust
мерион	marion
бонапарта	bonaparte
оценети	hinnatud
стимулираат	stimuleerida
кристијано	cristiano
такса	tasu
импресивни	muljetavaldav
лозинката	parooli
лозинката	parool
лозинката	salasõna
штетна	kahjulik
штетна	kahjulikud
штетна	kahjulik
крафорд	crawford
приоритетни	prioriteet
елеонор	eleanor
кожи	nahad
миса	missa
миса	massi
миса	mass
тегла	purk
тегла	purki
тегла	purgi
тегла	jar
паричка	münt
паричка	mündi
мистик	mystic
мистик	müstiline
мистик	müstika
дрина	drina
совршени	perfektne
совршени	ideaalne
совршени	täiuslik
излезен	väljund
дракула	dracula
портер	porter
поканува	kutsub
темпл	tempel
темпл	temple
страшна	hirmus
страшна	õudne
страшна	hirmutav
демократизација	demokratiseerimise
мас	mas
хес	hess
сулфат	sulfaat
сага	saaga
антиген	antigeeni
гинтер	gunter
рима	riimi
рима	rima
шопенхауер	schopenhauer
саркози	sarkozy
колаген	kollageeni
мекдоналдс	mcdonald
нано	nano
дарио	dario
ѕонгка	dzongkha
рекс	rex
образован	haritud
мрачни	sünge
опасностите	ohud
хумболт	humboldti
поедноставно	lihtsam
поедноставно	lihtsamad
милјарди	miljardeid
ватерло	waterloo
сакан	meeldis
сакан	armastasin
сакан	armastas
сакан	armastasid
сакан	armastatud
сакан	armastav
виолинист	viiuldaja
карлицата	vaagna
неодамнешни	hiljutine
неодамнешни	hiljutised
порција	plaat
порција	taldrik
слом	jaotus
најмладите	noorim
заварување	keevitamiseks
шпиц	spitz
капиталистички	kapitalistliku
молел	anus
синтетизира	sünteesida
бонго	bongo
варварски	barbaarne
варварски	barbar
таксон	taksoni
одбележан	tähistatud
одбележан	märgitud
одбележан	märgistatud
мигот	mig
џул	kalliskivi
џул	juveel
активистите	aktivistide
навредува	solvab
спасение	lunastus
неподвижни	seisva
прошетки	kõnnib
израелска	iisraeli
израелска	iisrael
гадење	iiveldus
дру	joonistas
дру	drew
бјанка	bianca
луди	hull
луди	hullud
копнеж	igatsus
имплементиран	rakendatud
бартелби	bartleby
взаемно	vastastikku
взаемно	vastastikused
взаемно	vastastikune
взаемно	vastastikuse
романтичен	romantik
романтичен	romantiline
извлекува	tõmbab
фани	fanny
лунд	lundi
лунд	lund
богданов	bogdanov
заклучено	lukus
заклучено	lukustatud
ходник	koridor
ходник	koridor
мос	mos
мос	moss
аба	aba
гистав	gustave
ранлив	haavatav
ранлив	haavatavad
пилат	pilatus
докажана	tõestatud
докажана	tõestanud
мортон	morton
летал	lennanud
токугава	tokugawa
бризбејн	brisbane
плат	platt
плат	plath
малтретирани	ahistatud
изготвување	koostamine
рели	ralli
насилства	vägivald
насилства	vägivalla
презентиран	esitletud
презентиран	esitatud
хибриди	hübriidid
арес	ares
фармерки	teksad
виси	ripuvad
виси	ripub
калуѓерка	nunna
калуѓерка	nunn
покажани	näidatud
берт	bert
берт	burt
креатори	loojad
клаудија	claudia
стоматолошки	hambaravi
палто	mantel
доларот	dollari
доларот	dollar
кун	kun
капсули	kapslid
рибарите	kalurid
паметен	kaval
паметен	nutikas
паметен	tark
паметен	nutikad
паметен	nutikas
паметен	smart
поскоро	varem
провизија	komisjon
провизија	komisjoni
гулаби	tuvid
социјалистичко	sotsialistliku
социјалистичко	sotsialistlik
невозможни	võimatu
кардинали	kardinalid
масимо	massimo
калдерон	calderón
империјализам	imperialismi
пеперутки	liblikad
предводници	kaptenid
интегрира	integreerida
алфредо	alfredo
шнајдер	schneider
дина	dina
дина	luite
жешка	kuum
жешка	kuumad
жешка	hot
жешка	palav
висенте	vicente
менг	meng
страшни	hirmus
страшни	õudne
страшни	hirmutav
оле	ole
далечини	vahemaad
територијалниот	territoriaalne
територијалниот	territoriaalse
сокоро	socorro
застрашувачки	hirmuäratav
драматична	dramaatiline
валентино	valentino
затворите	vanglaid
затворите	vanglates
линц	linz
психичка	psühholoogiline
вонземски	tulnukas
вонземски	maavälise
лордовите	isandad
цивилен	tsiviilisik
цивилен	tsiviil
експресионизам	ekspressionism
алергиски	allergiline
алергиски	allergilised
комплети	komplektid
комплети	seab
ривиера	riviera
амбициозен	auahne
амбициозен	ambitsioonikas
рокфелер	rockefeller
објективност	objektiivsuse
спасувачите	päästjad
негатив	negatiivne
негатив	negatiivsed
невроните	neuronite
уличен	tänav
чистотата	puhtust
чистотата	puhtus
ветувајќи	paljulubav
ветувајќи	paljutõotav
тимска	meeskonnatöö
грмушка	bush
грмушка	põõsas
грмушка	põõsas
секси	seksikas
вработена	töötaja
