категорія	category
кандідо	cándido
торвальд	thorvald
халед	khaled
засуджувала	disapproved
чала	chala
абідос	abydos
кравчик	krawczyk
уму	umu
доннеллі	donnelly
нойдорф	neudorf
бобан	boban
едельштейн	edelstein
гапнарфйордур	hafnarfjörður
пбс	pbs
колома	coloma
морфема	morpheme
малгожата	małgorzata
антоніні	antonini
пуль	poule
норик	noricum
енеоліт	chalcolithic
прізрен	prizren
монфорте	monforte
психолінгвістика	psycholinguistics
апіа	apia
байонна	bayonne
вальжан	valjean
ковток	sip
кацураґі	katsuragi
вакс	vax
лігнін	lignin
клеймор	claymore
езіл	özil
тамбур	tambour
кальтенбруннер	kaltenbrunner
сомоса	somoza
кансай	kansai
оннес	onnes
маданг	madang
мельєс	méliès
іглу	igloo
горнбостель	hornbostel
сандзьо	sanjō
наката	kōji
подаємо	serve
унгава	ungava
сімнадцята	seventeenth
аюттхая	ayutthaya
ґолем	golem
поппея	poppaea
орана	oran
ашдод	ashdod
теофіло	teófilo
ніса	nisa
гвендолін	gwendoline
стереохімія	stereochemistry
сандоваль	cerna
опустив	swinging
суруґа	suruga
імпровізувати	improvise
імпровізувати	improvising
сте	steph
вазопресин	vasopressin
уед	oued
піцерії	pizzeria
онтологій	ontology
славонський	slavonski
леррах	lörrach
елоді	elodie
нострадамус	nostradamus
скагеррак	skagerrak
лонсдейл	lonsdale
перитоніт	peritonitis
бейнс	baines
масако	masako
свапо	swapo
езотерика	esotericism
паркінсон	parkinson
фортуні	fortuny
ріджвей	ridgway
дрого	drogo
бурхард	burchard
пегг	pegg
віан	vian
содерлінг	söderling
беннето	benneteau
естерґом	esztergom
посміховисько	ridicule
десептикони	decepticon
саката	sakata
мікрометр	micrometer
ексклюзив	exclusive
амбруаз	ambroise
рейхсфюрер	reichsführer
айстра	aster
алва	alva
джаган	jagan
лод	lod
стріляй	shoot
емільович	mandelstam
ергард	erhard
сурогат	surrogate
коуз	coase
еврика	eureka
спейслеб	spacelab
чашок	cups
нерозділене	unrequited
уту	utu
раббані	rabbani
паразитологія	parasitology
гіперчутливість	hypersensitivity
леньо	legno
порука	surety
лімерик	limerick
депозит	deposit
пахтакор	pakhtakor
диференційовна	differentiable
ларош	laroche
авторитарна	authoritarian
панорамних	assemble
селітру	saltpeter
бежевий	beige
одіар	audiard
танаро	tanaro
дензел	denzel
соларі	solari
глікоген	glycogen
уака	huaca
савонарола	savonarola
феміда	themis
стефені	stephenie
фешн	lifestyle
піночет	pinochet
кілліан	cillian
вилиці	cheekbones
камбрія	cumbria
капет	capet
марсан	marsan
каку	kaku
шинода	shinoda
ріман	riemann
піронкова	pironkova
плеврит	pleurisy
хануман	hanuman
вітакер	whitaker
куман	koeman
матиця	matica
аркетт	arquette
туніки	adorn
понтус	pontus
аякучо	ayacucho
азнавур	aznavour
пано	pano
геркуланум	herculaneum
радісним	joyful
бочеллі	bocelli
амброзіні	ambrosini
галон	gallon
лучіан	lucian
відблиск	glare
вотерфорд	waterford
хромодинаміка	chromodynamics
слухняним	obedient
барранкілья	barranquilla
шулер	schuler
кафр	kafr
поникла	nutans
виснажлива	grueling
едсон	edson
котбус	cottbus
підпрограма	subroutine
бурдель	bourdelle
тіріон	tyrion
приєднуйтеся	join
солонувата	brackish
лено	leno
кхун	khun
фрашері	frashëri
розріджена	sparse
дворкін	dworkin
вибачатися	apologize
діор	dior
доменікіно	domenichino
таврида	tauris
моньє	monier
найдорф	najdorf
цзінань	jinan
доссо	dosso
лоузі	losey
співпроцесор	coprocessor
еміліано	emiliano
кроль	kroll
злоякісна	pernicious
секурітате	securitate
вогнегасник	extinguisher
мільштейн	milstein
філлах	villach
хіміотерапія	chemotherapy
самсунг	samsung
бріджмен	bridgman
майданек	majdanek
епічне	pageant
фламмаріон	flammarion
жослен	jocelyn
бермуди	bermuda
гейвуд	haywood
імплантатів	implants
сантіно	santino
мацуда	matsuda
повар	cook
баррос	barros
гербіциди	herbicide
синапсиди	synapsid
моні	mony
екуменізм	ecumenism
аргун	argun
голдейн	haldane
зародкові	germ
таубер	tauber
бельвю	bellevue
ліуцці	liuzzi
зібер	sieber
лаптєв	laptev
юппер	huppert
умі	umi
арля	orchards
буффон	buffon
пропранолол	propranolol
туджман	tuđman
петтерссон	pettersson
шале	chalais
ризиковано	risky
карпівна	bayda
азарія	azaria
засліплення	blinding
радити	advising
мірабель	mirabel
віртус	virtus
менцель	menzel
коннер	conner
шахар	shahar
гуанін	guanine
уголіно	ugolino
сениця	senica
куросакі	ichigo
дабстеп	dubstep
вишкільний	counsellor
хунін	junín
обіньє	aubigné
помилятись	mistaken
рєзнік	resnik
суничник	arbutus
лаграв	lagrave
ферит	ferrite
прикмета	omen
слейтон	slayton
джанніні	giannini
мужнім	courageous
томс	toms
даміано	damiano
таксим	taksim
шлуночки	ventricles
вселити	instill
мартінсон	martinson
голлідей	holliday
кронкайт	cronkite
крауч	crouch
маніпур	manipur
хроматична	chromatic
міріан	mirian
феррандо	ferrando
незадовільно	unsatisfied
валдіс	valdis
накладними	invoices
майсен	meissen
гослінг	gosling
сигарета	cigarette
геосинклінальний	orogenic
гілфорд	guildford
айно	aino
рупа	rupa
мартінеллі	martinelli
недооцінювати	underestimate
реале	reale
отримувачі	recipients
рага	raga
ірокези	iroquois
рислінг	riesling
птуй	ptuj
велотрек	velodrome
олдржих	oldřich
плішкова	plíšková
ягеллонка	jagiellon
захоплюючим	thrilling
мань	magne
клодій	clodius
кетен	köthen
стотт	stott
каламата	kalamata
макконнелл	mcconnell
влаштує	manages
дегідратація	dehydration
кліпер	clipper
гайдеггер	heidegger
джульєта	giulietta
фітопланктон	phytoplankton
думітру	dumitru
маргарета	margaretha
біоінформатика	bioinformatics
шпинату	spinach
ґріє	grillet
калам	kalam
камбербетч	cumberbatch
сілламяе	sillamäe
морра	morra
іполіто	hipólito
фолікул	follicle
іполитович	lipsky
буковскі	bukowski
ібіс	ibis
потьє	potier
рудра	rudra
інсектициди	insecticide
гарнетт	garnett
бау	bau
акіко	akiko
мікрохвильова	microwave
детрит	detritus
гарільяно	garigliano
наріта	narita
остаде	ostade
фікус	ficus
тонкс	tonks
годжсон	hodgson
бянь	bian
секвойя	sequoia
родій	rhodium
матерацці	materazzi
лантан	lanthanum
сокка	sokka
конрой	conroy
ґіта	gita
розпалює	sparks
зейсс	seyss
йосі	yossi
філіппи	philippi
віньї	vigny
седна	sedna
комбінаторна	combinatorial
поцілив	archery
кусанаґі	motoko
жанні	jeannie
геккель	haeckel
црес	cres
аппіан	appian
флорист	florist
івиця	ivica
несторіанство	nestorianism
макрей	mcrae
хідео	hideo
валькірія	valkyrie
сьйон	sion
геннессі	hennessy
ітрій	yttrium
банті	banti
бруцельоз	brucellosis
тіамін	thiamine
міхо	miho
дантес	dantes
фаду	fado
меленський	melun
санкара	sankara
шпандау	spandau
прабгупада	prabhupada
сеппуку	seppuku
біні	bini
гайнс	hynes
згущене	condensed
сезія	sesia
япет	iapetus
мессаліна	messalina
адамі	adami
такагі	motoki
хардінг	harding
стернс	stearns
кребс	krebs
базен	bazin
неправдиве	falsely
антарес	antares
лібон	libo
молитовне	praying
шинейд	sinéad
підступна	treacherous
таксин	thaksin
