और	et
तालिका	catalogue
वायुमंडल	atmosphère
वायुमंडल	ambiance
यथार्थ	réel
यथार्थ	réelle
यथार्थ	véritable
यथार्थ	vrai
यथार्थ	vraie
रहस्य	secrets
रहस्य	mystérieux
रहस्य	mystère
रहस्य	mystérieuse
रहस्य	mystères
रहस्य	secrets
रहस्य	secret
रहस्य	secrète
फसलों	cultures
फसलों	récoltes
वृत्त	cercles
वृत्त	cercle
रोहित	rohit
रुपए	roupies
रुपए	roupie
रुपए	inr
मोक्ष	moksha
पूरक	compléter
पूरक	complément
पूरक	compléments
पूरक	majorations
पूरक	suppléments
पूरक	complémentarité
पूरक	complémentaires
पूरक	complémentaire
स्पेस	espace
नाटकीय	spectaculaire
नाटकीय	dramatique
नाटकीय	dramatiques
वाशिंगटन	washington
बर्लिन	berlin
रद्द	annulée
रद्द	annulé
रद्द	annulés
रद्द	annulée
रद्द	annulé
रद्द	annulés
रद्द	révoqué
रद्द	révoquée
पैटर्न	motif
पैटर्न	schéma
गोल्डन	dorée
गोल्डन	golden
गोल्डन	doré
प्रभु	lord
प्रभु	seigneur
खण्ड	sections
खण्ड	section
खण्ड	segment
खण्ड	segments
नेत्र	oculaire
नेत्र	yeux
नेत्र	oeil
नेत्र	œil
पोप	pape
पोप	papes
लायक	worth
गरीबी	pauvreté
विनोद	vinod
सांता	santa
संगणक	ordinateurs
संगणक	ordinateur
रूचि	intérêts
रूचि	intérêts
रूचि	intérêt
रेगिस्तान	désert
रेगिस्तान	désertique
रेगिस्तान	déserts
व्यायाम	exercices
व्यायाम	exercice
एट	bouffé
एट	mangée
एट	mangé
पूर्ववर्ती	prédécesseur
सेनाओं	armées
इंजीनियर	ingénieur
भंडारण	stockage
भंडारण	entreposage
भंडारण	rangement
रोल	rouler
रोल	roll
रोल	rouleau
रहमान	rehman
रहमान	rahman
रहमान	miséricordieux
मुफ्त	gratuit
मुफ्त	gratuits
मुफ्त	free
मुफ्त	gratuitement
मुफ्त	libre
लवण	sels
तूफान	orage
तूफान	tempête
तूफान	storm
बलि	décapitation
वर्णमाला	alphabet
वर्णमाला	alphabétique
लम्बा	tall
टर्मिनल	terminal
टर्मिनल	terminaux
उद्धृत	cité
उद्धृत	citée
उद्धृत	cotés
दुबई	dubai
दुबई	dubaï
पावर	puissance
पावर	pouvoir
भूत	ghost
भूत	fantôme
भूत	fantômes
भूत	fantômes
चिंतन	méditer
चिंतन	méditation
चिंतन	muse
क्यूबा	cuba
संश्लेषण	synthèses
संश्लेषण	synthèse
मूत्र	urine
मूत्र	urines
संस्कृतियों	cultures
उपासना	adoration
उपासना	culte
अनंत	infinie
अनंत	infinies
अनंत	infini
अनंत	infinité
अनंत	infinity
अनंत	infini
बालों	cheveu
बालों	cheveux
बालों	coiffure
बालों	poils
कुत्ते	chiens
कुत्ते	chien
कुत्ते	chiens
कुत्ते	chien
कुत्ते	chienne
मुँह	exclamation
मुँह	bouche
मुँह	embouchure
कम्युनिस्ट	communisme
कम्युनिस्ट	communistes
कम्युनिस्ट	communiste
प्रसंग	thèmes
प्रसंग	thème
बिहारी	bihari
पेड़ों	arbres
धूप	sunshine
धूप	soleil
धूप	ensoleillement
धूप	ensoleillement
अफ़ग़ानिस्तान	afghanistan
इन्द्र	indra
कॉमेडी	comédie
कॉमेडी	comique
बर्तन	vaisselle
बर्तन	plats
अस्वीकार	refuser
अस्वीकार	déclin
अस्वीकार	décliner
अस्वीकार	baisse
अस्वीकार	refuser
अस्वीकार	nier
अस्वीकार	dénier
अस्वीकार	renier
अस्वीकार	refuser
अस्वीकार	rejeter
जाएगी	tremblement
जाएगी	secousse
जाएगी	tremblements
मधुमेह	diabétique
मधुमेह	diabétiques
मधुमेह	diabétique
मधुमेह	diabète
हॉट	chaud
हॉट	hot
हॉट	chaude
हॉट	sexy
पाठकों	lecteurs
दमन	répression
दमन	oppression
दमन	suppression
दमन	daman
नाइट्रोजन	azote
समाजशास्त्र	sociologie
समापन	liquidation
कर्तव्य	devoir
कर्तव्य	fonctions
कर्तव्य	devoirs
नस्ल	race
नस्ल	ethnie
नस्ल	ethnicité
नस्ल	ethnique
केबल	câbles
केबल	câbles
केबल	cable
केबल	câble
सिडनी	sydney
परिचालन	opérations
परिचालन	pilotage
हाइड्रोकार्बन	hydrocarbure
हाइड्रोकार्बन	hydrocarbures
कश्मीरी	cachemire
स्वप्न	reve
स्वप्न	rêves
स्वप्न	dream
स्वप्न	rêver
स्वप्न	rêve
प्रसिद्धि	célébrité
प्रसिद्धि	renommée
प्रसिद्धि	gloire
प्रसिद्धि	fame
अपराधी	criminels
अपराधी	pénale
अपराधी	criminel
अपराधी	criminelle
अपराधी	coupable
अपराधी	coupables
अपराधी	délinquants
अपराधी	délinquant
अपराधी	agresseur
अपराधी	contrevenant
नाट्य	théâtrale
नाट्य	théâtral
दुकान	boutique
दुकान	magasin
नियत	définir
सुना	entendu
सुना	entendue
सुना	entendues
सुना	entendus
सुना	écoutés
सुना	écouté
सुना	écoutée
सर्जरी	chirurgie
सर्जरी	chirurgies
झारखण्ड	jharkhand
स्वरुप	formats
भयंकर	macabre
भयंकर	affreux
भयंकर	horrible
भयंकर	affreux
भयंकर	horrible
मेयर	bourgmestre
मेयर	maire
मेयर	maires
औषधीय	médicinaux
औषधीय	médicinales
धमनी	artère
आर्थर	arthur
डाउनलोड	télécharge
डाउनलोड	téléchargements
डाउनलोड	télécharger
डाउनलोड	téléchargement
डाउनलोड	téléchargés
डाउनलोड	téléchargé
डाउनलोड	téléchargée
डाउनलोड	télécharge
डाउनलोड	téléchargements
डाउनलोड	téléchargement
खुदरा	détail
नीदरलैंड	hollande
धर्मों	religions
धर्मों	cultes
प्रशंसकों	fans
प्रशंसकों	ventilateurs
प्रशंसकों	adeptes
घाव	blessure
घाव	plaie
स्पोर्ट्स	sport
स्पोर्ट्स	sports
क्रॉस	croisée
क्रॉस	croix
क्रॉस	traverser
क्रॉस	croisé
साप्ताहिक	hebdo
साप्ताहिक	hebdomadaire
साप्ताहिक	hebdomadaires
सुनील	sunil
अनुभूति	feeling
अनुभूति	sensation
अनुभूति	sentiment
मेजर	major
मेजर	commandant
मेजर	majeur
मेजर	maj
स्वतः	auto
स्वतः	automatique
स्टीव	steve
थिएटर	théâtres
थिएटर	théâtres
थिएटर	théatre
थिएटर	théâtre
थिएटर	théatre
थिएटर	théâtre
थिएटर	théâtres
दूरसंचार	télécommunication
दूरसंचार	télécommunications
दूरसंचार	télécommunication
खपत	consommée
खपत	consommé
खपत	consommées
खपत	consommés
खपत	consommation
चक्कर	vertige
चक्कर	vertigo
चक्कर	sueurs
चक्कर	vertiges
चक्कर	étourdi
चक्कर	dizzy
परिवेश	environnement
परिवेश	environs
