年	год
筋	сухожилия
安藤	андо
和諧	гармонию
和諧	гармония
和諧	гармонии
撤消	отозвать
室外	снаружи
室外	вне
室外	открытый
鵝	гусь
鵝	гуси
刺殺	убийство
彈劾	импичмент
彈劾	импичмента
坐標	координировать
坐標	координации
坐標	координаты
永恆	вечность
永恆	вечности
永恆	timeless
永恆	вечное
永恆	вечный
永恆	вечная
永恆	вечной
津貼	пособия
津貼	надбавки
津貼	пособие
破解	трещина
甲殼類	ракообразных
捲	ролл
卡車	грузовик
卡車	грузовики
麻雀	воробьев
麻雀	воробей
阻力	сопротивления
阻力	сопротивление
關懷	уходу
關懷	забота
關懷	заботливый
關懷	уход
沙拉	салат
耳朵	ухо
耳朵	уха
耳朵	уши
熔岩	лава
啟發	вдохновил
盧森堡	люксембург
盧森堡	люксембурга
疼痛	боли
疼痛	болью
疼痛	боль
鷗	чайка
佔有	хранение
佔有	владение
佔有	обладание
獨家	эксклюзивный
獨家	эксклюзивные
獨家	исключительной
冥王星	плутон
掩護	обложки
掩護	прикрытие
掩護	обложка
掩護	обложку
掩護	покрытия
鈍	блант
復原	восстановление
復原	восстановления
復原	оздоровление
復原	восстановление
復原	восстановления
真主	аллах
清潔	чистоты
清潔	чистота
清潔	чистка
清潔	уборка
清潔	уборки
清潔	очистка
清潔	чистые
清潔	чистая
清潔	чисто
清潔	чистый
清潔	очистить
清潔	чистой
長壽	долголетия
友誼	дружбы
友誼	дружба
多元化	диверсификация
多元化	плюрализм
多元化	разнообразие
多元化	разнообразия
多元化	многообразие
多元化	диверсификации
多元化	диверсификация
多元化	плюрализм
多元化	плюрализма
友善	дружеские
友善	дружественных
友善	friendly
友善	дружелюбный
山麓	пьемонт
山麓	предгорье
甜蜜	сладкий
甜蜜	сладкие
甜蜜	сладкая
瘦	тощий
瘦	слим
瘦	тонкий
瘦	тонкая
瘦	тонкие
甲烷	метан
甲烷	метана
優質	качество
書法	каллиграфии
船員	экипаж
船員	команда
船員	экипажа
前衛	vanguard
稀少	скудные
稀少	скудной
山羊	коза
山羊	козёл
山羊	козел
山羊	козлы
山羊	коз
丟	бросить
丟	бросок
雪梨	сидни
雪梨	сидней
財團	консорциум
財團	консорциума
批量	навалом
鳳蝶	papilio
消化	пищеварение
消化	пищеварительной
消化	дайджест
成效	эффективность
樹木	дерево
樹木	деревья
樹木	деревьев
陶器	керамика
租賃	лизинг
租賃	аренда
租賃	аренду
租賃	прокат
租賃	аренды
凱撒	цезарь
馬達加斯加	мадагаскар
馬達加斯加	мадагаскара
告別	прощание
告別	прощайте
告別	прощай
胖	толстый
胖	толстая
胖	жир
胖	жирный
狹窄	стеноз
狹窄	узких
狹窄	узкие
狹窄	узкий
狹窄	сузить
裁決	вердикт
裁決	приговор
裁決	постановление
無力	бессилен
節省	сбережения
節省	сбережений
節省	экономия
節省	спасение
節省	сохранение
節省	экономия
磚	кирпич
磚	кирпичи
磚	кирпич
磚	брик
利率	ставка
利率	оцените
高大	высокий
高大	высокие
高大	высокая
水下	подводные
水下	подводная
水下	подводного
意向	намерения
意向	наклона
意向	намерение
意向	намерения
意向	намерение
壓制	репрессии
壓制	репрессий
壓制	подавление
壓制	пресечения
壓制	пресечения
壓制	подавление
壓制	пресечение
壓制	подавление
進度	прогресс
重溫	переживать
指稱	утверждения
指稱	обвинения
指稱	утверждение
哺乳動物	млекопитающих
哺乳動物	млекопитающих
爺爺	деда
爺爺	дедушка
爺爺	дед
突襲	рейд
突襲	налет
突襲	рейды
情侶	пары
情侶	пар
情侶	парам
情侶	пара
情侶	парочку
情侶	пару
情侶	парочка
情侶	любовники
示範	модели
示範	образец
示範	model
示範	модель
