年	godina
克服	prevazilaženje
克服	prevazići
邁阿密	miami
寒冷	hladno
數學家	matematičar
數學家	matematičari
數學家	matematičara
靴	but
靴	boots
晚會	gala
手冊	uputstvo
手冊	priručnik
整數	cijelobrojni
致死	smrtonosna
致死	smrtonosno
致死	smrtonosne
瑞安	ryan
馬尼拉	manila
妖精	goblina
預防	preventivne
預防	sprječavanje
預防	prevenciju
預防	prevenciji
表決	glasanje
阿爾巴尼亞	albanija
濫用	zloupotreba
濫用	zlostavljanja
濫用	zlostavljanje
濫用	zloupotrebu
濫用	brojna
好萊塢	hollywood
汁	sok
海王星	neptun
犁	plug
黃昏	sumrak
地理位置	geografija
演變	evolucija
夾	spot
夾	klip
某人	neko
貨車	kamion
貨車	van
熱情	strast
境界	kraljevina
手動	uputstvo
手動	priručnik
噪音	buke
星期三	srijeda
評論家	kritičari
評論家	kritičara
評論家	kritičar
尿	pee
尿	urina
電源	power
電源	vlast
大洋	okean
演說	govor
侯爵	marquis
德克薩斯州	texas
學員	kadeta
學員	kadeta
矮星	patuljak
矮星	patuljasta
構想	pojam
主修	major
支柱	stubovi
支柱	stub
支柱	okosnica
帳戶	račun
帳戶	obzir
帳戶	računa
公國	kneževinu
曲棍球	hokej
靈感	inspirisan
靈感	inspirisala
靈感	inspiracija
詮釋	tumače
哲學家	filozofi
哲學家	filozof
太田	ota
計算機	računar
計算機	računari
買賣	trgovanje
買賣	prodaju
買賣	prodaja
改正	korekcija
制裁	sankcija
制裁	sankcije
可怕	scary
刺客	ubica
手稿	rukopisi
手稿	rukopisa
手稿	rukopis
外面	izvan
替換	zamjena
替換	zamijeniti
替換	zamijenit
替換	zamjenu
純粹	čisti
純粹	čisto
純粹	čista
創始人	osnivači
創始人	osnivača
創始人	osnivač
精密	preciznost
精密	preciznosti
輕鬆	lak
輕鬆	lako
輕鬆	lahko
輕鬆	polahko
友情	prijateljstva
友情	prijateljstava
友情	prijateljstvo
友情	prijateljstva
沙特	saudijska
沙特	saudijski
沙特	saudi
引述	navodi
引述	citat
引述	citati
引述	citata
萬里	miles
萬里	milja
萬里	km
繼承人	nasljednik
繼承人	naslednika
繼承人	nasljeđuju
導航	navigaciju
導航	navigator
導航	navigaciju
導航	plovidbe
鵰	orao
退化	degradacija
季度	četvrtina
季度	kvartal
季度	četvrt
季度	četvrtinu
周日	nedjelja
向下	down
向下	oboren
向下	dole
佛羅里達州	florida
尼泊爾	nepala
國會議員	kongresmen
國會議員	kongresmena
雙重	dvostruki
雙重	dupla
雙重	dvostruko
雙重	dvostruke
雙重	dvostruku
雙重	dvostruka
吞	gutanja
冶金	metalurgije
代數	algebarski
代數	algebra
降雨	padavina
偶爾	povremeno
選項	opcije
選項	opcija
貴州	guizhou
部族	klan
部族	klana
部族	pleme
部族	plemena
部族	plemena
氣氛	atmosfera
氣氛	atmosferu
糧	žita
糧	zrno
頻繁	često
頻繁	česti
保密	tajnosti
姿態	gest
姿態	držanje
渡輪	trajekt
財富	bogatstvo
財富	bogatstvo
財富	bogatstvo
轉化	transformacija
轉化	transformacije
轉化	transformaciju
浪費	otpad
蕉	banana
性感	sexy
廢物	otpad
存取	pristup
存取	pristupa
存取	access
存取	accessed
存取	pristupa
初級	juniorsko
初級	juniorska
初級	junior
初級	mlađi
初級	primarna
初級	primarni
香蕉	banana
香蕉	banane
香蕉	bananas
迷宮	lavirint
迷宮	labirint
大乘	mahayana
度量	metričkih
度量	mjera
度量	mjeri
度量	mjerenje
州長	guverner
省略	omit
省略	emitujući
驚人	amazing
驚人	nevjerovatno
振興	oživljavanje
振興	preporod
伽利略	galileo
氦	helij
利比亞	libija
畜牧	stoka
鯨魚	kitovi
鯨魚	kitova
鯨魚	kit
告白	priznanje
告白	priznanja
難度	poteškoća
難度	teškoće
不列顛	britanija
海事	morskih
海事	morski
海事	marine
海事	pomorski
海事	maritime
最短	najkraće
視野	vid
結尾	kraj
結尾	okončanju
胸部	grudi
胸部	dojke
破產	bankrotirala
破產	stečaj
精神病	psihoze
左側	lijevo
業主	vlasnik
業主	vlasnici
業主	vlasnike
纖維	vlakana
纖維	fiber
纖維	vlakna
纖維	vlakana
纖維	vlakna
矩陣	matrica
攝影師	fotografa
攝影師	kamerman
攝影師	fotografa
挑選	selekcija
挑選	izbor
會談	razgovori
會談	pregovori
聖誕節	božić
塔吉克	tadžikistan
學歷	obrazovanje
座標	koordinate
急性	akutni
急性	akutne
扭	twist
繩	užeta
超音速	supersonic
睡眠	spavanje
建構	konstrukcije
採購	nabavke
採購	nabavku
採購	kupovne
忘記	zaboravi
懲罰	penala
懲罰	kazna
懲罰	kazne
懲罰	kaznu
懲罰	kazna
離職	razdvajanje
對比	poređenja
對比	poređenje
對比	comparisons
對比	nasuprot
對比	kontrast
對比	contrast
圍繞	oko
光線	svjetlost
信用	kredit
信用	kredita
信用	krediti
重生	preporod
裁撤	ukidanjem
詞典	rječnik
自由主義	liberalne
自由主義	liberalni
自由主義	liberalna
自由主義	liberalizam
缺點	slabost
缺點	nedostatke
缺點	nedostataka
缺點	nedostaci
缺點	mane
禮儀	maniri
禮儀	svečani
內建	sagrađena
內建	izgrađena
內建	izgrađeno
內建	izgradio
土司	toast
農村	ruralni
農村	ruralne
報復	osveta
報復	osvete
頂點	apex
途徑	puteve
覺醒	buđenje
例行	rutinske
已婚	udata
已婚	oženjen
已婚	oženio
微分	diferencijacija
微分	diferencijalna
塑造	oblikuje
塑造	oblikovanje
塑造	oblikovanju
手臂	ruka
雙手	ruke
雙手	rukama
魔神	sihr
極度	izuzetno
極度	ekstremni
極度	krajnjem
極度	ekstremne
極度	ekstremnim
交出	predaju
交出	>>
交出	predaja
獲取	get
屠殺	masakr
屠殺	pokolj
大邱	daegu
演習	vježbe
演習	vježbi
演習	vježba
巴拿馬	panama
攝氏	celzijusa
匹配	mečevi
匹配	mečevima
匹配	mečeva
匹配	mečeve
匹配	meč
損害	štetu
損害	oštećenja
損害	štete
損害	oštećenje
力士	luks
出境	izlaz
出境	exit
出境	odlazak
郊區	predgrađu
郊區	periferiji
郊區	predgrađa
哈哈	haha
哈哈	lol
願望	želju
願望	želja
願望	želje
願望	želi
阿拉伯人	arapi
貧窮	siromaštvo
貧窮	siromaštva
光滑	glatki
光滑	glatka
光滑	glatke
君子	gospodin
遲	kasni
遲	kasno
詞語	riječi
詞語	reči
生物學	biološke
生物學	biološku
生物學	biološki
生物學	biološka
生物學	biologija
債務	dugova
債務	dugovanja
債務	dugove
債務	duga
債務	dug
光芒	sjaja
俄語	ruski
穿梭	šatl
按鈕	buttons
按鈕	dugme
陣線	ispred
陣線	front
分化	podjele
分化	podijeli
氨基	amino
週日	nedjelja
跆拳道	tekvando
跆拳道	kickboxing
題目	tema
題目	teme
忙	zaposlen
忙	zauzeta
忙	zauzet
半導體	poluprovodnik
半導體	poluprovodnika
評分	rejting
評分	ocijenjeno
評分	ocijenio
評分	rejting
評分	stopa
附件	pripajanje
泡沫	mehurići
泡沫	mjehur
狀元	učenjaka
狀元	učenjak
倉庫	skladište
發電機	generatora
發電機	generatori
發電機	agregat
發電機	generator
比喻	metafora
齋藤	saito
埋葬	sahrane
埋葬	ukop
埋葬	bury
埋葬	sahranjen
松鼠	vjeverica
衫	dres
塵	prašine
塵	prašina
塵	prašinu
相撞	sudar
相撞	nesreća
多多	tota
臨床	klinička
臨床	klinički
退伍	otpušten
退伍	puštene
自願	dobrovoljnoj
自願	dobrovoljnu
自願	dobrovoljne
自願	dobrovoljnog
輸	izgubljeni
輸	izgubila
輸	izgubljena
輸	izgubili
輸	izgubio
輸	izgubiti
輸	gube
輸	izgubi
林子	woods
方形	kvadrat
岡田	okada
愛國	patriotska
祝福	blagoslov
祝福	blagoslovljen
祝福	odabrani
陷阱	zamku
編纂	compilation
遺傳	genetičke
遺傳	genetička
遺傳	genetičko
遺傳	genetički
遺傳	genetski
遺傳	genetsko
遺傳	genetika
遺傳	nasljedna
遺傳	nasljednog
雨水	kišnica
雨水	kiša
無數	bezbroj
干預	miješanja
干預	intervencija
干預	intervencije
崩潰	sudar
崩潰	pad
崩潰	kolapsom
崩潰	kolapsa
崩潰	kolaps
手球	rukomet
車票	ulaznice
車票	karte
車票	ulaznica
車票	karta
射箭	streljaštvu
牛頓	njutn
牛頓	newton
糖尿病	šećerna
糖尿病	dijabetes
訂購	naređuje
訂購	naredio
訂購	naređenje
訂購	naredbu
訂購	reda
訂購	red
鋁	aluminij
鋁	aluminijum
鋁	aluminijuma
謀殺	ubistvo
師傅	gospodar
師傅	master
師傅	majstor
可靠性	pouzdanosti
托馬斯	thomas
壟斷	monopol
切割	rezanje
雙胞胎	blizanac
雙胞胎	blizanci
聰明	smart
聰明	pametan
語文	jezici
語文	jezike
語文	jezik
法西斯	fašističke
大主教	nadbiskup
量化	kvantitativna
鯉魚	carp
有時候	ponekad
曼哈頓	manhattan
植被	vegetacija
老大	boss
老大	šef
解答	odgovore
解答	odgovori
大象	slonovi
大象	slon
遊樂場	igralište
遊樂場	igrališta
遊樂場	igralištima
閻	yan
回覆	odgovor
衰變	propadanja
感應	vibracije
感應	indukcija
塑膠	plastika
排斥	isključenja
連鎖	lanac
企鵝	pingvina
企鵝	pingvin
沙灘	plaža
沙灘	plaže
賓夕法尼亞	pennsylvania
騎師	jockey
高棉	kmerski
浪潮	talas
盈利	profit
盈利	dobit
過渡	tranziciji
過渡	prelazni
過渡	tranzicija
過渡	transitions
傳教士	misionari
表揚	pohvala
表揚	pohvale
每個人	svi
每個人	svi
辜	koo
獲准	dozvoljena
摩西	musa
網際網路	internet
遠藤	endo
文憑	diplome
氨基酸	amino
脊椎	kičme
阻擋	blokirati
巡邏	patrola
巡邏	patrolni
睡	spavanje
睡	spavanje
扭力	ubrzanje
蛋糕	kolaca
蛋糕	kolače
沙巴	sabah
崇德	vergilije
過期	istekao
過期	ističe
庇護	azil
恐慌	panika
前輩	stariji
海嘯	cunami
旋風	ozon
旋風	ciklon
旋風	olujne
殘疾	disabled
殘疾	invalidnost
聖地牙哥	santiago
處決	pogubljenje
自傳	autobiografija
自傳	biografija
病患	pacijenti
病患	pacijentima
病患	pacijenata
病患	pacijente
病患	pacijent
碳酸	karbonat
漁業	ribolovu
漁業	ribolov
命中	hitovi
命中	hit
命中	pogođena
命中	udario
命中	pogodio
大野	ono
杜鵑	kukavičijeg
大理石	mramor
撥款	dodjela
炭	ugalj
炭	uglja
炭	ugljik
特效	efekt
特效	efekat
特效	uticaji
特效	efekti
疑問	sumnja
疑問	sumnje
疑問	sumnju
疑問	sumnjaju
步驟	korak
步驟	koraka
步驟	koraci
大洲	kontinente
大洲	kontinenti
大洲	kontinent
縮小	smanjuje
縮小	uski
縮小	uske
衡量	mjerenje
衡量	mjerenje
衡量	mjera
衡量	mjeri
內陸	kontinentalno
高興	sretan
高興	sretna
高興	happy
電路	kolo
墓園	groblje
間隔	intervalima
間隔	interval
間隔	spacing
海岸線	obala
擢	mew
詩歌	poezija
善良	vrsta
善良	vrste
善良	nekako
善良	dobroti
善良	dobročinstvo
氧化物	oksidi
正方形	kvadrat
保守派	konzervativci
保守派	konzervativne
判刑	osuđen
判刑	osudio
判刑	rečenica
判刑	presude
判刑	rečenice
判刑	kaznu
判刑	rečenica
判刑	kazna
判刑	presudom
剪輯	spot
剪輯	klip
分級	ocjenjivanje
灶	peć
灶	peći
灶	ognjišta
複數	množina
氯化	hlorid
印度教	hinduizam
印度教	hindu
外貌	izgled
短缺	nestašica
短缺	manjak
短缺	manjkom
音節	slog
跳躍	jump
跳躍	skok
跳躍	skakanje
測驗	test
測驗	testovi
測驗	testiranje
測驗	kviz
峽谷	gorge
峽谷	kanjon
傳聞	kazala
飼養	uzgojem
氣壓	pritisak
戰區	pozorište
微波	mikrotalasno
液體	tečnost
住宿	smještaja
住宿	smještaj
住宿	smještaju
信念	vjera
信念	osude
槍擊	streljaštvu
荷馬	homer
墓碑	tombstone
國歌	himna
國歌	himne
彈頭	metak
內心	unutrašnjost
內心	unutar
內心	unutrašnji
內心	unutrašnja
畏	angst
沼澤	močvara
沼澤	marsh
直立	hanife
圍攻	opsada
表情	izraza
表情	izraz
幻影	fantom
幻影	mirage
氟化	fluorid
遙遠	udaljenim
遙遠	udaljeni
遙遠	udaljene
遙遠	daleki
塑像	statue
塑像	kip
牛肉	goveđe
樓梯	stepenica
樓梯	stepenice
狩獵	lov
狩獵	lov
穩	stalan
穩	postojan
等候	čekanje
等候	čekajući
等候	čeka
等候	čekaju
等候	čekanja
動機	motiv
動機	motivacija
動機	motive
動機	motivi
軌跡	track
軌跡	stazi
軌跡	putanja
軌跡	trag
軌跡	lokus
軌跡	locus
風景	pejzaž
滴	kap
滴	pad
滴	ispušta
滴	kapi
昏迷	koma
微型	mikro
海豹	foke
海豹	pečat
大廳	vijećnica
大廳	dvorana
大廳	hall
神廟	hram
界限	granica
斯德哥爾摩	stockholm
日誌	žurnal
日誌	log
基準	mjerilo
花瓣	petal
蜥蜴	gušter
總和	sum
總和	suma
著作權	autorska
著作權	copyright
安倍	abe
放射	radiologije
放射	radioaktivnost
放射	zračenje
放射	radijacija
放射	radioaktivnih
放射	radioaktivnog
小熊	mladunci
開支	izdataka
開支	troškovi
平板	ploča
平板	tablet
摩擦	rub
摩擦	trenje
敵方	neprijatelj
理工學院	politehničkom
繁榮	prosperitet
繁榮	prosperiteta
繁榮	procvat
輪胎	gume
輪胎	guma
延期	produžetke
延期	produženje
親屬	rodbina
衍生物	derivati
擴散	difuzija
醬	sos
珠寶	dragulja
珠寶	nakita
珠寶	nakit
珠寶	nakit
斧	sjekira
尼加拉瓜	nikaragve
非凡	izuzetne
非凡	izvanredan
非凡	neuobičajena
焊接	weld
國防軍	idf
獎學金	stipendije
獎學金	stipendiju
獎學金	stipendija
偵查	izviđačka
視訊	video
侄子	nećak
墳	grob
資本主義	kapitalistička
資本主義	kapitalizma
辛苦	hard
辛苦	teško
有毒	otrovni
有毒	otrovan
有毒	otrovni
慢性	hronični
慢性	hronična
慢性	hronične
慢性	hroničnih
慢性	hroničnim
馬達	motors
馬達	motor
光榮	veličanstveni
光榮	uzvišeni
光榮	slava
胡椒	biber
自信	uvjereni
自信	uvjerena
自信	uvjeren
自信	povjerenje
邊疆	granica
殖民者	kolonista
染色體	hromozoma
染色體	hromosom
寺廟	hram
寺廟	hramove
鈾	uranij
伴侶	partnera
伴侶	partner
電荷	optužba
電荷	naboj
廚房	kuhinje
廚房	kuhinja
廚房	kuhinji
溫柔	tender
紳士	gospodin
潮汐	plime
事變	incident
愛麗絲	alice
申訴	pritužbi
申訴	tužba
申訴	tužbi
申訴	tužbe
蔓延	širenje
蔓延	širenja
燈塔	svjetionik
燈塔	beacon
加勒比	karipsko
加勒比	karipska
加勒比	kariba
血腥	krvavi
血腥	krvave
醜聞	skandal
插圖	illustrations
骨頭	kosti
骨頭	kost
經理人	rukovodilac
堡壘	tvrđava
堡壘	utvrđenje
堡壘	fort
工資	plaće
工資	plate
工資	plaća
工資	plaće
工資	plaće
工資	plate
憲兵	žandarmerija
犀牛	nosorog
思想家	mislilaca
乘車	prevoz
寂寞	lonely
寂寞	usamljeni
叢	snop
花卉	cvijeća
花卉	flowers
花卉	cvijeće
庭院	dvorište
庭院	dvorištu
庭院	dvorišta
樞紐	čvorište
仙女	vila
蘇維埃	sovjeti
蘇維埃	sovjetski
煙花	vatrometa
筋	tetive
安藤	ando
和諧	harmoniju
和諧	harmonije
和諧	harmonija
室外	izvan
刺殺	atentat
彈劾	smjeni
坐標	koordinaciju
坐標	koordinate
永恆	vječne
永恆	vječni
津貼	džeparac
捲	roll
卡車	kamion
卡車	kamione
卡車	kamioni
卡車	kamiona
麻雀	vrabac
阻力	otpor
沙拉	salata
耳朵	uho
耳朵	uši
熔岩	lave
熔岩	lavi
啟發	inspirisan
啟發	inspirisala
盧森堡	luksemburg
疼痛	bol
佔有	posjedovanje
佔有	posjedovanja
冥王星	pluton
掩護	pokriti
掩護	pokrivaju
掩護	pokriće
復原	obnovu
復原	oporavak
復原	oporavka
真主	allah
清潔	čišćenje
清潔	čistu
清潔	čistim
清潔	čista
清潔	čist
清潔	čistom
長壽	dugovječnost
友誼	prijateljstvo
友誼	prijateljstva
多元化	raznovrsnost
多元化	različitosti
多元化	raznolikost
多元化	pluralizam
友善	prijateljski
友善	prijateljske
山麓	pijemont
甜蜜	slatko
瘦	slim
瘦	lean
瘦	tanke
學界	academia
甲烷	metan
優質	kvalitet
優質	kvaliteta
書法	kaligrafija
船員	ekipa
山羊	koza
山羊	koze
丟	baci
雪梨	sydney
財團	konzorcij
消化	varenje
消化	digestive
消化	digest
成效	djelotvornost
樹木	drvo
樹木	drveće
陶器	grnčarija
租賃	lizing
租賃	najma
凱撒	cezar
馬達加斯加	madagaskar
胖	masti
胖	fat
胖	debela
胖	masnoća
胖	masnoće
狹窄	uski
狹窄	uske
裁決	presuda
裁決	presudu
裁決	vladajuća
裁決	vladajuće
無力	nemoćnih
節省	uštedu
節省	spašavanje
磚	cigli
磚	cigla
利率	stopa
高大	visoka
高大	visok
高大	visoki
水下	podvodni
意向	namjere
意向	namjerom
意向	namjera
意向	namjere
意向	namjera
意向	namjeru
壓制	represija
壓制	suzbijanje
進度	napredak
指稱	navode
指稱	navod
哺乳動物	sisari
哺乳動物	sisari
爺爺	djed
爺爺	dedo
突襲	upada
情侶	parova
情侶	parovi
情侶	par
情侶	nekoliko
情侶	ljubavnici
情侶	lovers
示範	model
示範	modela
示範	demonstracije
示範	demo
保全	očuvati
保全	očuvanje
保全	očuvanje
宮殿	palata
宮殿	palača
智力	inteligencija
智力	intelektualno
智力	intelektualac
智力	intelektualnu
渡口	trajekt
糾紛	sporova
糾紛	spor
發光	sija
發光	sjaja
結盟	savez
結盟	alijansa
阿拉伯語	arapski
係數	koeficijent
係數	coefficients
抱怨	žalio
抱怨	žale
窮	loše
窮	siromašni
窮	siromašnih
銀色	srebro
小牛	tele
訪談	intervju
訪談	intervjue
就職	inauguracije
人性	čovječnosti
人性	čovječanstvo
噴發	erupcija
噴發	erupcije
饒	rao
失誤	greške
溶解	rastvara
外國人	strancima
外國人	stranac
外國人	foreigner
外國人	strancima
外國人	stranaca
神仙	vila
李子	plum
腸	crijevo
鹼	alkalni
鹼	bazno
石板	slate
石板	ploča
石板	tablet
液晶	lcd
福爾摩斯	holmes
福爾摩斯	holmesa
君主制	monarhija
野心	ambicije
野心	ambiciozan
野心	ambiciozni
野心	ambicija
別墅	vila
別墅	villa
別墅	vile
別墅	villas
幅度	rasponu
印地安人	indijci
印地安人	indijanci
籠	cage
監管	nadzorom
顯示器	prikaz
顯示器	posmatrači
顯示器	posmatrača
有害	štetnih
有害	štetan
有害	štetno
銀河系	galaksija
罰款	kazne
葡萄糖	glukoza
鋰	litij
劍橋	cambridge
詛咒	prokletstvo
達拉斯	dallas
徒步	povećanje
草莓	jagoda
草莓	jagoda
奶奶	baka
蚊	komarac
補償	kompenzacije
補償	kompenzaciju
補償	naknadu
補償	naknade
補償	odštetu
教父	kum
教父	kume
蝙蝠俠	batman
輕微	blagi
輕微	blagog
肽	peptide
葉子	polazi
葉子	ostavlja
葉子	lišće
葉子	list
葉子	yoko
激進	radikal
激進	radikalna
有罪	kriv
有罪	krivicu
有罪	krivima
有罪	kriva
有罪	krivim
禮拜	mesdžida
樣式	stilova
樣式	stil
樣式	style
遷徙	migracije
遷徙	migracija
交響樂團	simfonija
海倫	helen
螢	ying
讀音	pronunciation
聖殿	bazilika
聖殿	hram
空格	prostori
空格	prostora
空格	spaces
空格	prostore
郵票	pečat
多瑙河	dunav
阿爾及利亞	alžir
攝影機	kamera
皇宮	palata
皇宮	palača
法老	faraon
出版商	izdavač
出版商	izdavača
溫和	umjerene
溫和	blaga
溫和	blagi
溫和	blaži
溫和	blage
公升	litar
公升	litara
相對論	relativnosti
相對論	relativnost
對面	suprotnost
對面	suprotna
對面	suprotnim
對面	suprotno
香料	začina
香料	začin
悼念	počast
悼念	žalosti
辣椒	biber
賭場	kazino
國徽	amblem
悲劇	tragičnog
悲劇	tragedija
鎖定	brava
鎖定	zaključana
租金	najma
租金	rent
租金	iznajmljuje
喀麥隆	kamerun
誤解	nesporazuma
彎曲	curved
彎曲	yarra
溫暖	toplim
溫暖	toplom
溫暖	tople
解剖	anatomija
解剖	dissection
解剖	autopsija
手套	rukavice
硬幣	novčiće
硬幣	kovanica
硬幣	novčić
硬幣	novčića
纜車	gondola
朝代	dinastija
你好	alo
你好	halo
皂	sapun
草坪	lawn
方舟	ark
編譯	compilation
鉛	olova
鉛	olovo
錐	kupa
界定	definisati
界定	definisanje
氣溫	temperatura
氣溫	temperature
日光	ljetno
馬賽	marseille
彈性	fleksibilan
彈性	fleksibilnost
彈性	flex
長老	stariji
野牛	buffalo
特許	koncesije
盾牌	štita
盾牌	štit
紀念館	spomen
紀念館	memorijal
紀念館	komemoraciji
紀念館	pomen
紀念館	memorijalni
戒指	ring
戒指	prsten
戒指	prstenovi
祭司	sveštenik
祭司	sveštenika
握手	rukovanje
乘法	množenje
繪圖	mapiranje
繪圖	crtežima
繪圖	crteži
繪圖	grafika
繪圖	crtež
乙酸	acetat
大屠殺	masakr
大屠殺	holokaustu
大屠殺	holokaust
大屠殺	holokausta
劫持	otmici
誓	zakletva
基座	postolju
損壞	oštećeni
損壞	oštećeno
損壞	oštećen
損壞	štetu
損壞	oštećenja
損壞	štete
損壞	oštećenje
專長	niša
專長	specijalitet
羅素	russell
骨架	kostur
更正	korekcija
更正	korekcija
特種部隊	swat
叻	lat
標語	slogan
標語	sloganom
摩天大樓	neboder
雙邊	bilateralne
雙邊	bilateralnim
雙邊	bilateralni
迷失	izgubljeni
迷失	izgubila
迷失	izgubljena
迷失	izgubili
迷失	izgubio
警務	policija
仙女座	andromeda
橘子	orange
橘子	narandžasta
川口	kawaguchi
死亡率	smrtnost
歌聲	pjevanje
散射	raspršenje
症候群	sindrom
布加勒斯特	bukurešt
存款	depozita
獨裁	diktatura
獨裁	diktatorski
宮廷	palata
宮廷	palača
想象	zamisli
祈禱	moli
祈禱	namaz
祈禱	molitva
祈禱	mole
祈禱	molitvi
祈禱	molitve
相容	kompatibilne
廚師	cook
天王星	uran
王冠	kruna
王冠	krunu
營養	ishrana
凝聚	koheziju
凝聚	kohezije
橡膠	guma
教義	vjere
教義	doktrina
探險	ekspedicije
探險	avanturu
探險	avantura
探險	ekspedicija
區塊	blokovi
區塊	blokirati
地道	tunel
地道	tunela
所羅門	sulejman
腕	zgloba
機長	kapiten
機長	kapetan
聲援	solidarnost
聲援	solidarnosti
核子	nuklearno
核子	nuklearni
核子	nuklearna
