and	un
pensions	pensija
scenery	skatus
almanac	almanahu
siemens	siemens
jewellery	rotaslietas
jewellery	juvelierizstrādājumu
wallis	wallis
gibbons	gibonss
potsdam	potsdamas
gladstone	gladstons
caspian	kaspijas
revoked	atsaukts
revoked	atsaukta
revoked	anulēta
fatigue	nespēks
fatigue	nogurums
fatigue	vājums
toro	toro
hash	jaukšanas
hopper	bunkura
quay	piestātnē
quay	piestātnes
souza	souza
assign	piešķirt
brandt	brands
brandt	brandt
bose	bose
pluto	pluto
goddard	godarda
windmill	vējdzirnavu
windmill	dzirnavas
iata	iata
dept	dep
homo	homo
wolff	wolff
perceive	uztver
perceive	uztvert
humanist	humānisma
vanuatu	vanuatu
sachs	sachs
waterways	ūdensceļu
indications	norādes
indications	indikācijas
yes}}	jā}}
sesame	sezama
leary	līrijs
breathe	elpo
breathe	elpot
linden	liepu
palma	palma
barley	miežu
barley	mieži
meteor	meteorīts
balcony	balkons
balcony	balkona
bored	garlaicīgi
cute	smuka
cute	smuki
cute	mīļi
cute	smuks
neighbour	kaimiņš
neighbour	kaimiņvalsts
neighbour	kaimiņu
gigs	koncerti
pinto	pinto
jailed	apcietināti
acacia	akācijas
nantes	nante
reefs	rifu
coefficients	koeficienti
onion	sīpolu
onion	sīpoli
maize	kukurūzas
maize	kukurūza
gogh	goga
purse	somiņas
amman	ammāna
canons	kanoniem
köppen	kepens
lambda	lambda
fortification	nocietinājums
toxicity	toksicitāte
toxicity	toksiskums
dependency	atkarību
dependency	atkarība
conversions	konvertēšanu
emir	emir
sirius	sirius
wetland	mitrāju
auditor	auditors
auditor	revidents
goethe	gētes
cottages	vasarnīcas
baths	pirtis
punish	sodīt
punish	jāsoda
abby	ebija
armand	armands
norma	norma
doctrines	doktrīnas
sewage	notekūdeņi
sewage	notekūdeņu
sewage	kanalizācija
axes	asis
pretending	izliekas
pretending	izliekoties
subcategory	apakškategorija
gems	dārgakmeņi
gems	dārgakmeņus
nehru	neru
nebula	miglājs
laval	laval
lungs	plaušas
manuals	rokasgrāmatas
aztec	acteku
vendor	piegādātājs
vendor	pārdevējs
incentives	stimulus
incentives	stimuli
manifest	acīmredzama
whiskey	viskijs
whiskey	viskija
salaries	algas
marcelo	marcelo
bakery	maizes
traveler	ceļotāja
traveler	ceļotājs
tanaka	tanaka
trainers	pasniedzēju
trainers	pasniedzēji
bai	bai
contradiction	pretruna
contradiction	pretrunu
contradiction	pretrunas
dude	vecīt
dude	vecis
eritrea	eritrejas
eritrea	eritreju
distorted	izkropļota
retro	retro
restart	atsākt
köln	köln
jericho	jericho
aquino	akino
nesting	migas
ribs	ribām
ribs	ribas
ribs	ribu
disclose	izpaust
disclose	izpauž
recommends	iesaka
stables	staļļi
jürgen	jirgens
yao	jao
takeoff	pacelties
chávez	chávez
stargate	stargate
gently	saudzīgi
gently	maigi
uppsala	upsalas
cypress	cipreses
restrictive	ierobežojoša
restrictive	ierobežojoši
republics	republikām
republics	republikas
integrating	integrēšana
integrating	integrēt
nico	nico
soc	soc
secession	atdalīšanās
secession	atdalīšanos
avoids	novērš
avoids	izvairās
anarchism	anarhisms
downhill	downhill
downhill	lejup
guarded	apsargāta
natalia	natālija
ambitions	ambīcijas
syllables	zilbes
hungarians	ungāri
hungarians	ungāru
ignores	ignorē
hated	nepatika
bathurst	bathurst
psycho	psihopāts
hanoi	hanojas
superb	lieliskas
rooney	rūnija
levant	levant
bala	bala
ritter	riters
banquet	banketu
haley	heilijs
kan	kan
ventilation	ventilācijas
ventilation	ventilācija
gears	rīki
gears	rīkiem
lifts	lifti
mcbride	makbraids
jang	jang
snout	purna
nemesis	nemesis
coating	pārklājums
alvarez	alvarez
issn	issn
expenditure	izdevumi
parc	parc
walden	valdens
canucks	canucks
cheating	krāpšanās
harvesting	ieguve
harvesting	novākšanas
olaf	olaf
paraná	parana
gottfried	gotfrīds
examines	izskata
elijah	elija
fordham	fordham
rihanna	rihanna
cartel	kartelis
cartel	karteļa
antilles	antiļu
radcliffe	redklifs
organizes	organizē
asturias	astūrijas
beaufort	beaufort
palo	palo
ama	ama
darius	darius
motown	motown
trenches	tranšejās
dcc	dcc
shrimp	garneles
shrimp	garneļu
supremacy	pārākumu
crust	garozas
scriptures	raksti
tal	tal
yeast	rauga
yeast	raugs
mongols	mongoļi
maxi	gari
glove	cimdu
gilmore	gilmore
ste	ste
weighs	sver
deux	deux
ewing	jūings
dune	kāpu
coa	coa
frankenstein	frankenšteina
burundi	burundi
raul	rauls
pines	priedēm
cleaner	tīrāku
dupont	dupont
guadalupe	guadalupe
landlord	saimniekam
fleetwood	fleetwood
nomadic	portatīvo
caliph	kalifs
calculating	aprēķināšana
configurations	konfigurācijas
configurations	sastāvi
jar	jar
insulin	insulīna
insulin	insulīns
dagger	dunci
ren	ren
sasha	saša
perfection	pilnība
ursula	ursula
wrexham	wrexham
spaniards	spāņi
orkney	orkneju
donaldson	donaldsons
tata	tata
auschwitz	aušvices
halftime	puslaika
transitions	pārejas
testify	liecināt
trolley	ratiņiem
trolley	ratiņi
konstantin	konstantīns
oyster	austeru
img	img
concessions	piekāpšanās
concessions	koncesijas
pisa	pisa
paige	peidža
antisemitism	antisemītisms
comp	comp
practised	praktizēta
caf	caf
lining	uzliku
lining	uzlika
collateral	nodrošinājums
collateral	ķīla
xinjiang	siņdzjanas
blizzard	sniegputenis
stimulation	stimulēšana
stimulation	stimulācijas
stimulation	stimulācija
pity	žēl
inherit	mantot
frédéric	frederiks
twain	tvens
shen	shen
photon	fotonu
munitions	munīcija
trolls	troļļi
toad	krupis
revolver	revolveri
prevailed	dominēja
synonyms	sinonīmi
ingredient	sastāvdaļu
ingredient	sastāvdaļa
als	rl
als	als
als	ils
regis	regis
login	pieteikšanās
login	pieteikties
msn	msn
fungal	sēnīšu
aryan	āriešu
revolutions	revolūcijas
bonding	savienošana
bonding	savienošanas
sven	svens
transformations	pārvērtības
tastes	gaumei
fis	fis
fis	fi
vivid	spilgts
vivid	košas
decomposition	sadalīšanās
groom	apkopt
censor	cenzēt
über	über
hari	hari
topographic	topogrāfiskajā
bwv	bwv
expands	paplašina
relaxed	mierīgs
reg	not
reg	reģ
crafted	izstrādātu
americana	americana
experimentation	eksperimenti
konrad	konrad
gazetteer	gazetteer
basins	baseini
basins	baseiniem
deploy	izvietot
fei	fei
badger	āpsis
podlaskie	podlases
mannheim	manheimā
argent	argent
cradle	šūpulis
cradle	šūpuļa
detrimental	kaitīga
linkedin	linkedin
jordanian	jordānijas
kaufman	kaufman
rust	rūsas
notions	jēdzienus
notions	jēdzieni
porcelain	porcelāna
horseshoe	pakavs
topological	topoloģiska
variance	dispersijas
highness	augstība
guo	guo
harrow	ecēšām
ebert	ebert
insignificant	nenozīmīgi
insignificant	nenozīmīga
insignificant	nenozīmīgs
transplant	transplantācijas
lib	lib
anticipation	gaidot
terre	terre
voyages	reisus
voyages	reisi
sumner	samners
razor	razor
veil	plīvuru
luciano	lučāno
arcadia	arkādija
tides	plūdmaiņas
argonauts	argonauti
tick	atzīmējiet
tick	ērču
unpleasant	nepatīkama
unpleasant	nepatīkams
cantata	kantāte
chevalier	chevalier
policemen	policisti
weddings	kāzas
quartz	kvarca
dumont	dimons
computed	aprēķināts
filmfare	filmfare
clones	klonu
hoffmann	hofmanis
jesús	hesus
riaa	riaa
locking	bloķēšana
locking	bloķēšanas
supplementary	papildu
blossom	ziedēšanas
octave	oktāvas
jude	jūda
ptolemy	ptolemajs
ropes	virves
ropes	troses
albrecht	albrecht
haydn	haidns
cdc	cdc
grenada	grenādas
aspen	apses
deteriorated	pasliktinājās
deteriorated	pasliktinājusies
egyptians	ēģiptieši
boasts	lepojas
suárez	suaress
timeaxis	timeaxis
groningen	groningenā
hybrids	hibrīdi
stanisław	staņislavs
burrows	alas
paisley	peislijs
ghent	ģentes
lowering	pazemināšana
desperately	izmisīgi
seismic	seismisko
pow	pow
madden	madden
crocodile	krokodils
abrams	abrams
interiors	interjeru
dent	denta
betting	derības
betting	derību
republished	pārpublicēts
fiesta	fiesta
projections	prognozes
invertebrates	bezmugurkaulnieku
invertebrates	bezmugurkaulniekiem
invertebrates	bezmugurkaulnieki
novice	iesācējiem
prologue	prologs
cinderella	pelnrušķīte
cyclic	cikliskie
blatantly	klaji
freedoms	brīvības
transmissions	pārraides
transmissions	pārraide
organise	organizēt
organise	organizē
oppression	apspiešanu
oppression	apspiešana
foam	putu
foam	putas
monograph	monogrāfija
chemists	ķīmiķiem
gabrielle	gabriela
dresses	kleitas
maneuver	manevrs
nerves	nervi
nerves	nervus
milne	milns
herbs	garšaugi
herbs	augi
cleopatra	kleopatra
brno	brno
emancipation	emancipāciju
phoebe	fēbe
reactive	reaktīvo
christy	kristijs
reset	nomest
bianca	bjanka
implements	īsteno
fugitive	bēglis
cicero	cicerons
bono	bono
mindanao	mindanao
attackers	uzbrucēji
viz	viz
hebei	hebei
superheroes	supervaroņi
optic	optikas
fuzzy	pūkainas
specifies	precizē
poultry	mājputni
helmut	helmut
comedies	komēdijas
beech	dižskābaržu
fivb	fivb
simulator	simulators
apprenticeship	mācekļa
msc	msc
pensacola	pensakolas
royale	royale
macro	makro
righteous	taisnais
mirage	mirāža
sweat	sviedri
understandable	saprotams
understandable	saprotami
understandable	saprotama
understandable	saprotamas
inuit	inuītu
cavendish	kevendišs
alignbars	alignbars
gambia	gambija
thematic	tematiskās
thematic	tematiskais
saitama	saitama
reacted	reaģēja
boiled	vārīti
regulating	regulēšana
progresses	progresē
warmer	siltāks
usefulness	lietderību
stainless	nerūsējošā
lulu	lulu
alam	alam
annoyed	kaitina
raúl	rauls
noaa	noaa
lilly	lilija
lilly	lilly
foreword	priekšvārdā
seo	seo
vibration	vibrāciju
vibration	vibrācijas
vibration	vibrācija
renal	nieru
triassic	triasa
internacional	internacional
fabian	fabians
trailers	piekabes
trailers	piekabju
lillian	lilian
uneven	nevienmērīgs
cruelty	nežēlību
gorilla	gorilla
gui	gui
oboe	oboja
radicals	radikāļi
incidental	nejauša
sonora	sonora
guarantees	garantijas
orchids	orhidejas
myrtle	vaira
superficial	virspusēja
volga	volgas
hilda	hilda
hamburger	hamburgers
dire	dire
aeronautical	aeronavigācijas
att	itl
tnt	tnt
packard	packard
bubbles	burbuļus
bubbles	burbuļi
burroughs	berouzs
crypt	kripta
rewriting	pārrakstīšanu
overwhelmed	apnika
overwhelmed	pārņemts
miocene	miocēns
influenza	gripa
influenza	gripai
tomato	tomātu
tomato	tomāti
nagasaki	nagasaki
waist	vidukļa
salvatore	salvatore
tunis	tunisa
recycled	pārstrādāti
recycled	pārstrādāts
scorpion	scorpion
inhabit	apdzīvo
interrogation	pratināšanas
gamble	azartspēles
bridget	bridget
regulator	regulatora
regulator	regulators
advertise	reklamēt
classifications	klasifikācijas
butch	buča
thriving	plaukstoša
wiener	wiener
jalisco	jalisco
administer	administrē
administer	ievadīt
librarians	bibliotekāri
ngos	nvo
devote	velta
shrubs	krūmu
shrubs	kociņi
aerodrome	lidlauks
aerodrome	lidlauka
aerodrome	lidlauku
follower	sekotājs
methyl	metil
bodyguard	miesassargs
byte	baitu
peña	penja
classify	klasificē
classify	klasificēt
technicians	speciālisti
technicians	tehniķi
lennox	lennox
swans	gulbji
planck	planks
eastwood	īstvuds
formulas	formulas
directs	virza
scalemajor	scalemajor
wikidata	vikidati
gérard	gérard
musik	musik
repeal	atcelšana
mach	maha
mori	mežam
rabbits	truši
rabbits	trušiem
prostitutes	prostitūtas
compassion	līdzjūtība
delgado	delgado
bosch	bosch
cue	cue
eureka	eureka
anastasia	anastasija
cayman	kaimanu
clippers	clippers
napoli	napoli
deviation	novirze
keepers	turētāji
mutants	mutācijas
rum	ruma
rum	rums
hahn	hahn
spacing	atstarpes
spacing	atstatums
spacing	atstarpe
parasite	parazītu
topography	topogrāfijas
intercept	pārtvert
intercept	krustošanās
iroquois	irokēzi
perceptions	uztveri
perceptions	uztvere
nic	nic
honesty	godīgumu
honesty	godīgums
cluj	cluj
lpga	lpga
pontiac	pontiac
turmoil	satricinājuma
rhino	degunradzis
kilometre	kilometru
trois	trois
inhibitors	inhibitoriem
inhibitors	inhibitori
truncated	atdalītās
trondheim	tronheimā
ignition	aizdegšanās
ignition	aizdedzes
kobayashi	kobajaši
fai	fai
irony	ironiju
cabinets	skapji
persisted	saglabājās
subsidies	subsīdijas
gin	džins
nuclei	kodoliem
procurement	iepirkumi
eintracht	eintracht
pictorial	ilustratīvs
maroon	maroon
inexperienced	nepieredzējušiem
eats	apēd
macquarie	makvorija
booking	rezervēšana
adherents	piekritējiem
icf	icf
hove	hove
caliphate	kalifāts
tolerant	iecietīgi
claw	spīles
migrate	migrēt
tilt	slīpuma
tilt	slīpums
wasps	lapsenēm
temper	temperamentu
corvette	corvette
edna	edna
chopin	šopēns
chaotic	haotiska
assaulted	uzbruka
padua	padujas
dilemma	dilemma
fide	fide
plum	plūmes
plum	plūmju
attacker	uzbrucējs
graz	grācas
mosquito	moskītu
euclidean	eiklīda
cub	mazulis
plotarea	plotarea
assemble	salikt
ethernet	ethernet
bait	ēsmu
schubert	šūberts
mauritania	mauritānijas
lev	ļevs
multiplication	pavairošana
multiplication	reizināšanas
suspicions	aizdomas
groves	audzēm
adriatic	adrijas
knicks	knicks
darmstadt	darmštate
commodities	preces
léon	leons
irina	irina
blaine	bleins
capitalization	kapitalizācijas
sheppard	sheppard
mina	mīna
tensor	tensor
signalling	signalizācija
signalling	signalizācijas
euroleague	euroleague
estimation	novērtējums
estimation	aplēses
ivanov	ivanovs
imitation	imitācija
imitation	imitācijas
biennale	biennāle
salamanca	salamankas
converse	pretējs
adolescent	pusaudžu
skyscraper	debesskrāpi
montpellier	monpeljē
gag	gag
vanished	izgaisa
partizan	partizan
eastman	eastman
nunavut	nunavuta
volatile	gaistoši
nec	nec
reza	reza
zoological	zooloģisko
supermarkets	lielveikalos
supermarkets	lielveikali
cosmology	kosmoloģija
ejected	izmests
scrub	krūmāji
tyre	riepa
havilland	hevilenda
brabant	brabantes
fay	feja
skopje	skopje
decker	dekers
mermaid	nāriņa
comrades	biedri
climbs	uzkāpa
amplitude	amplitūda
amplitude	amplitūdas
fishery	zveja
fishery	zivsaimniecība
fishery	zvejniecība
bragg	bregs
excitement	satraukums
horne	horna
salute	sveiciens
inflammation	iekaisums
málaga	seviļas
surrounds	apņem
backbone	mugurkauls
petals	ziedlapiņas
pegasus	pegasus
moselle	mozeles
aisle	sānā
hobbs	hobss
armando	armando
kharkiv	harkova
trafford	trafford
ridley	ridley
hates	ienīst
contracting	līgumslēdzējas
cocktail	kokteilis
experimented	eksperimentēja
alternately	pārmaiņus
unlawful	nelikumīgs
unlawful	nelikumīgu
unlawful	pretlikumīgi
unlawful	nelikumīga
eternity	mūžību
eternity	mūžības
convection	konvekcijas
schizophrenia	šizofrēnijas
mcdowell	makdauels
grasses	stiebrzāles
ugandan	ugandas
prophets	pravieši
staples	skavas
elf	rūķis
octopus	astoņkāji
deserved	pelnījis
hangar	angāru
prohibits	aizliedz
beau	beau
ebay	ebay
deutsch	deutsch
lucien	lucien
hannibal	hanibāls
aegean	egejas
filtering	filtrēšanas
hourly	stundas
johanna	džoana
stacy	steisija
erica	ērika
compute	aprēķinātu
compute	aprēķināt
evenly	vienmērīgi
palms	plaukstas
palms	palmas
kylie	kylie
vase	vāzi
dominica	sadraudzība
azores	azoru
outgoing	izejošās
outgoing	izejošo
barre	barre
bulb	spuldze
bulb	spuldzes
crusader	krustnešu
nakamura	nakamura
greenberg	greenberg
goldwyn	goldvina
ode	oda
aqueduct	akveduktu
vasco	vasko
oleg	oļegs
choirs	kori
biologists	biologi
jamal	džamals
hermitage	ermitāžas
footsteps	pēdās
trier	trier
lakshmi	lakšmi
moravian	morāvijas
peppers	pipari
versatile	daudzpusīgs
pedersen	pedersen
whaling	whaling
bazaar	bazaar
halves	puses
trieste	triestes
luz	luz
firefighters	ugunsdzēsējiem
firefighters	ugunsdzēsēji
causeway	dambi
magdalena	magdalena
mist	migla
parasites	parazītiem
parasites	parazītu
isabelle	izabella
amend	groza
amend	grozīt
fidelity	uzticības
sentencing	notiesāšanu
baked	cep
nea	nea
listened	uzklausīja
solvent	šķīdinātājs
karabakh	karabaha
scotch	skotu
valuation	novērtējums
valuation	vērtēšana
valuation	vērtējums
valuation	novērtēšana
severn	severnas
diversion	novirzīšanās
diversion	novirzīšanu
cas	cas
mornings	rītos
kelvin	kelvinos
beavers	bebriem
calvert	kalverts
artifact	artefakts
dialog	dialogs
fluids	šķidrumi
grams	gramos
grams	gramus
grams	grami
hillsborough	hillsborough
lizards	ķirzakas
moonlight	moonlight
cantor	kantors
telecommunication	telekomunikācijas
telecommunication	telekomunikāciju
brightness	spilgtuma
molina	molina
pseudoscience	pseidozinātne
obey	pakļauties
prism	prizmas
octagonal	astoņstūra
universiade	universiāde
sorrow	skumjas
sorrow	bēdas
dolores	doloresa
gunpowder	šaujampulveri
babylonian	babiloniešu
curvature	izliekuma
colonels	pulkveži
vip	vip
borg	borg
antibodies	antivielas
cracks	plaisas
sinn	sinn
heidi	heidi
bergman	bergmane
marko	marko
mavericks	mavericks
siam	siam
unauthorized	neatļautu
unauthorized	neatļautas
unauthorized	neatļauta
daphne	daphne
mozilla	mozilla
jenna	dženna
replacements	aizvietošana
passports	pases
passports	pasēs
passports	pasu
scent	smaržu
bmg	bmg
danzig	dancigas
stature	augumu
stature	augums
gunfire	apšaudi
dependencies	atkarības
stalled	apstājies
clapton	kleptons
compile	apkopotu
huber	huber
obesity	aptaukošanās
fourier	furjē
palau	palau
siegfried	zigfrīds
candle	svece
candle	sveci
allowance	pabalsts
islamist	islāmistu
oversees	pārrauga
stimuli	stimuliem
jai	jai
interwiki	interwiki
mathews	mathews
parcel	paku
welcoming	sagaidīšanas
shouting	kliedz
godfather	krusttēvs
drying	žāvēšanas
drying	žāvēšana
drying	žāvējot
mitochondrial	mitohondriju
minogue	minoga
duc	duc
syriac	sīriešu
sebastián	sebastián
hurley	hērlijs
madeira	madeirā
madeira	madeira
chihuahua	čihuahua
kali	kali
civilizations	civilizācijas
hezbollah	hezbollah
currencies	valūtas
indochina	indoķīna
electrification	elektrifikācijas
chow	čou
originals	oriģināli
wren	wren
#it	#tā
welding	metināšanas
husbands	vīri
congenital	iedzimta
congenital	iedzimtas
congenital	iedzimtu
tolerate	paciest
tolerate	panes
eurobasket	eurobasket
spectroscopy	spektroskopija
marek	mareks
showdown	jāatklāj
rebirth	atdzimšana
gujarati	gudžaratu
identifiable	identificējamas
identifiable	identificējama
identifiable	identificējami
identifiable	identificējams
unprotected	neaizsargāti
unprotected	neaizsargāta
unprotected	neaizsargāto
strained	saspringtas
lyle	lails
stealth	stealth
fayette	fayette
hodgson	hodžsons
newsweek	newsweek
moshe	moše
koreans	korejieši
zulu	zulu
galician	galisiešu
abducted	nolaupīti
floral	ziedu
mazda	mazda
sequential	secīgi
gaddafi	kadafi
croats	horvāti
ghz	ghz
sousa	sousa
kepler	kepler
mohawk	mohauku
laude	laude
doses	dozas
ape	apes
nazareth	nācaretes
doubleday	doubleday
jess	džesa
magnesium	magnijs
magnesium	magnija
intercourse	dzimumakta
yamaguchi	jamaguči
armada	armāda
functioned	darbojās
chapels	namiņi
athena	athena
canning	konservēšana
canning	konservēšanas
favorites	mīlulis
vincenzo	vincenzo
kant	kants
domino	domino
pockets	kabatas
ops	ops
disneyland	disnejlenda
resurrected	augšāmcēlies
mersin	mersinas
acquaintance	paziņa
clancy	clancy
contrasts	kontrasti
appliances	ierīces
socket	ligzda
