மற்றும்	and
ஆரஞ்சு	ranges
கோட்	coat
கோட்	kot
பயணங்கள்	missions
பயணங்கள்	trips
எழும்	die
மற்றவை	other
மற்றவை	miscellaneous
மற்றவை	others
மிடில்செக்ஸ்	middlesex
தென்னை	coconut
வாய்ப்புள்ளது	chance
கொள்ளை	loot
கொள்ளை	robbery
தீவிரவாத	terror
தீவிரவாத	terrorist
மாஸ்டர்	master
எழுதியது	wrote
நடக்க	walk
வார்த்தைகள்	words
அதிகரிப்பு	increase
சென்ட்ரல்	central
அரிதாக	rarely
முகலாய	mughal
பஞ்சம்	famine
ஜெட்	jet
காமா	gamma
நீல்	neal
நீல்	neil
இரட்டையர்	doubles
இரட்டையர்	twin
இரட்டையர்	twins
ஸ்காட்	scott
கம்போடியா	cambodia
அடைந்தனர்	brawl
தடித்த	sparks
தடித்த	blinds
தடித்த	thick
தடித்த	bold
தடித்த	stripes
வானம்	sky
பானை	pot
மின்னியல்	electrical
வாய்ப்பை	opportunity
செப்பு	copper
மகாராஷ்டிரா	maharashtra
உருவாக்கப்படுகிறது	creating
தள்ளுபடி	discount
படையெடுத்து	invaded
குறைந்தபட்ச	minimum
வில்சன்	wilson
அதிவேக	immersive
பிரதர்ஸ்	brothers
கணக்கியல்	accounting
முக்கியமானவை	sensitive
மேம்படுத்தப்பட்ட	advanced
விநியோகம்	distribution
ஏற்பாட்டில்	testament
கவனிக்க	notice
உரைநடை	prose
அயனி	ion
கருதினர்	usages
பிலிப்பைன்ஸ்	philippines
இளவரசன்	prince
செல்கள்	cells
நிறுவனமும்	company
ஈரானிய	iranian
எப்போதுமே	always
பதிப்புரிமை	copyright
பெர்ரி	perry
பெர்ரி	berry
ஆடியோ	audio
திடீரென	suddenly
குற்றங்கள்	crimes
கரடி	bear
நிரல்கள்	programs
நிரல்கள்	applications
வில்லியம்ஸ்	williams
மனதை	mind
இப்போதும்	still
சோதிடம்	astrology
ஜெயா	jaya
சுத்தம்	cleaning
காலங்கள்	times
மில்லி	millie
மில்லி	milly
மில்லி	milliseconds
ஃபிளாஷ்	flash
யுவான்	yuan
நிலத்தடி	underground
குமரி	kumari
உயிர்கள்	lives
நிறைவேற்ற	fulfill
பங்கேற்ற	participated
வசூல்	collection
துளை	hole
துளை	socket
இருப்பிடம்	location
பாவம்	poor
பாவம்	sin
கருத்தியல்	ideology
தொழிலதிபர்	businessman
தொழிலதிபர்	industrialist
குட்டி	little
சாம்பியன்ஷிப்	championship
காணொளி	video
பாய்கிறது	flowing
சேகரிப்பு	collection
ரியல்	real
ரியல்	rial
மிஸ்டர்	mister
கோணங்கள்	angles
சிங்களவர்	sinhalese
ஆங்கிலோ	anglo
நாக	naga
அழிவு	devastation
அழிவு	destructive
அழிவு	destruction
அச்சில்	printing
அச்சில்	warning
மணிப்பூர்	manipur
பிரச்சனை	problem
பிரச்சனை	issue
பிரச்சனை	trouble
யாராவது	anyone
நீக்கப்பட்ட	deleted
லேசர்	laser
முகாம்	camp
முகாம்	camping
வாழ்த்து	greeting
உக்ரைன்	ukraine
அப்பல்லோ	apollo
ராஜன்	rajan
ஆங்காங்கே	bitterness
விவாதம்	discussion
காட்	ghat
கெமர்	khmer
விரும்புகிறேன்	want
வலைத்தளங்கள்	websites
பயிற்சிகள்	exercises
பயிற்சிகள்	drills
வித்தியாசமான	weird
வித்தியாசமான	strange
வித்தியாசமான	different
மட்டம்	level
மேடையில்	podium
ஏஞ்சல்ஸ்	angeles
கழுகு	eagle
தூக்கி	throw
ராம	rama
காமிக்ஸ்	comics
கண்டுபிடிப்புகள்	discoveries
மணந்து	marry
நானோ	nano
மூச்சு	breath
மூச்சு	breathing
லாகூர்	lahore
கற்க	learn
பிரிவுகளாக	divisions
இஸ்ரேல்	israel
வேல்	vel
நன்மைகள்	benefits
அனல்	thermal
சிறப்புகள்	specials
சிறப்புகள்	highlights
பங்களிப்பை	contribution
மயக்கம்	trance
உலர்ந்த	dry
நிகழ்வை	event
ரமேஷ்	ramesh
கண்ணீர்	tear
கண்ணீர்	tears
அனுமதிக்கும்	allows
லிவர்பூல்	liverpool
நிரலாக்கம்	programming
போட்டியிட்ட	contested
திருத்தலம்	shrine
கர்ணன்	karna
துன்பம்	calamity
துன்பம்	misfortune
ரசிகர்கள்	fans
ரசிகர்கள்	audience
விக்ரம்	vikram
நிறுத்தப்பட்டது	stopped
நிறுத்தப்பட்டது	aborted
ரஹ்மான்	rahman
ஏர்வேஸ்	airways
உடல்நலம்	health
இராவணன்	ravana
சிக்கிம்	sikkim
பரஸ்பர	mutual
பக்	buck
பக்	bug
தூய்மை	cleanliness
தூய்மை	purity
தூய்மை	pure
டீன்	teen
டீன்	dean
நாடகத்தில்	drama
சுகாதாரம்	cleanliness
சுகாதாரம்	hygiene
சுகாதாரம்	health
ஆபத்தான	dangerous
மாயா	maya
வீக்கம்	inflammation
வீக்கம்	swollen
ஊசி	injection
ஊசி	needle
சில்வா	silva
சந்தித்த	met
சூழலை	environment
இருக்கை	seat
சீசன்	season
பெற்றவை	received
ஆர்க்டிக்	arctic
எடிசன்	edison
சீடர்கள்	disciples
வீட்டின்	house
கைவிடப்பட்டது	aborted
அகமதாபாத்	ahmedabad
நூற்றாண்டுகளாக	centuries
தொடர்கிறது	continues
தொடர்கிறது	continued
அண்டை	neighbors
அரிதான	rare
உறவை	relationship
தொலைநோக்கி	telescope
இருப்பார்கள்	springs
பொறிகள்	erase
பொறிகள்	traps
பொறிகள்	trap
ஜெய்	jai
ஜெய்	jay
உத்திகள்	strategies
உத்திகள்	tactics
உத்திகள்	techniques
பிராட்	brad
பொருத்தம்	fit
பொருத்தம்	match
செயல்பாட்டில்	active
அங்கீகரிக்கப்பட்ட	authorized
தோட்டத்தில்	garden
இயக்குனர்கள்	directors
காற்றை	wind
நிறுவல்	founded
நிறுவல்	installation
பேசிய	spoken
கண்ணி	loop
கலாம்	kalam
கூலி	wage
கூலி	reward
பிரச்சனைகள்	problems
பிரச்சனைகள்	issues
பேரரசுகள்	kingdoms
பேரரசுகள்	scoundrels
குருச்சேத்திரப்	kurukshetra
புரட்சிகர	revolutionary
அறிவியலில்	science
ஜாக்சன்	jackson
அகதிகள்	refugees
பேட்டி	interview
ரிசர்வ்	reserve
அதிகளவு	aggressive
செல்சியஸ்	celsius
சல்பைடு	sulfide
