மற்றும்	in
குகை	jami
குறைக்கும்	zmanjšanje
குறைக்கும்	zmanjšati
நாற்பது	štirideset
நாற்பது	forty
மண்டலங்கள்	regije
மண்டலங்கள்	regij
மண்டலங்கள்	območja
மண்டலங்கள்	cone
கோல்டன்	zlat
கோல்டன்	zlato
கோல்டன்	zlata
கோல்டன்	zlate
கோல்டன்	zlati
அகமது	ahmed
குழாய்கள்	cevi
நோயாளிகள்	pacienti
நோயாளிகள்	bolnike
நோயாளிகள்	bolniki
போராளிகள்	borca
போராளிகள்	borci
நிகழ்கிறது	dogaja
நீக்கி	odstopi
முழுவதுமாக	popolnoma
கண்டுபிடிக்கப்பட்ட	odkrila
கண்டுபிடிக்கப்பட்ட	odkril
கண்டுபிடிக்கப்பட்ட	odkrite
கண்டுபிடிக்கப்பட்ட	odkrita
கண்டுபிடிக்கப்பட்ட	odkrili
கண்டுபிடிக்கப்பட்ட	odkrit
பழங்கால	starina
பழங்கால	starinski
நேபாளம்	nepalu
நேபாளம்	nepalščina
நேபாளம்	nepalske
இடர்	tveganje
இடர்	tveganja
ஆடும்	ples
ஆடும்	plesa
சூழ்நிலை	razmere
சூழ்நிலை	položaj
சூழ்நிலை	situacijo
சூழ்நிலை	situacija
சூழ்நிலை	stanje
உறவுகள்	odnosi
உறவுகள்	razmerja
உறவுகள்	zveze
உறவுகள்	odnosi
உறவுகள்	razmerja
நிறுத்த	ustavi
கற்றுக்	naučil
நடுநிலை	nevtralno
நடுநிலை	nevtralni
நடுநிலை	nevtralen
கோபம்	jezo
கோபம்	jeza
கோபம்	jezna
கோபம்	jezen
கோபம்	jezni
கோபம்	jezno
நுண்ணுயிர்	mikrobov
விழுந்து	padlo
விழுந்து	jesen
விழுந்து	padec
விழுந்து	padel
இறைவனை	gospod
குழப்பம்	razdejanje
குழப்பம்	nered
குழப்பம்	zmešnjavo
குழப்பம்	zmedenost
குழப்பம்	zmede
குழப்பம்	zmeda
குழப்பம்	zmedeno
குழப்பம்	zmedena
குழப்பம்	zmedeni
குழப்பம்	zmeden
குழப்பம்	navzkrižje
குழப்பம்	spor
குழப்பம்	konflikt
குழப்பம்	spopad
குழப்பம்	kaos
மூலக்கூறுகள்	molekul
மூலக்கூறுகள்	molekule
துகள்	delec
தட்டு	plošča
தட்டு	krožnik
தட்டு	tablica
தட்டு	pladenj
துல்லியமான	točen
துல்லியமான	natančen
துல்லியமான	natančni
துல்லியமான	natančna
துல்லியமான	natančnosti
துல்லியமான	natančnost
நாயர்	nair
பூச்சி	insektov
பூச்சி	žuželka
பூச்சி	škodljivcev
நிலைமை	razmere
நிலைமை	položaj
நிலைமை	situacijo
நிலைமை	situacija
நிலைமை	stanje
எட்டாவது	osmi
எட்டாவது	osma
எட்டாவது	eighth
எட்டாவது	osmo
சிறுவர்கள்	fantje
சிறுவர்கள்	dečki
சிறுவர்கள்	fanta
சிறுவர்கள்	otroci
ஒளியியல்	optika
புரதம்	beljakovin
புரதம்	protein
புரதம்	proteini
புரதம்	beljakovine
நாகரிகம்	civilizacijo
நாகரிகம்	civilizacije
நாகரிகம்	civilizacija
ஆரம்	polmer
பண்ணை	farma
பண்ணை	kmetiji
பண்ணை	kmetija
மேற்பரப்பு	površino
மேற்பரப்பு	površje
மேற்பரப்பு	ploskev
சாமுவேல்	samuel
பிடித்தது	priljubljeni
பிடித்தது	priljubljeno
பிடித்தது	najljubša
பிடித்தது	najljubši
வீரன்	šampion
வீரன்	prvak
வீடுகளில்	domovi
வீடுகளில்	domovih
வீடுகளில்	domove
கையேடு	ročni
கையேடு	ročna
கையேடு	priročnik
கையேடு	ročno
கோதுமை	pšenični
கோதுமை	pšenica
கோதுமை	pšenico
கோதுமை	pšenice
பதிப்புகள்	izdaje
பதிப்புகள்	izdaj
பதிப்புகள்	različice
விரைந்து	hitel
வளர்ச்சியை	rast
வளர்ச்சியை	rasti
மரியாதை	spoštovanja
மரியாதை	spoštovati
மரியாதை	spoštovanje
மரியாதை	spoštuj
விரிவாக்கம்	razširi
விரிவாக்கம்	razširitev
விரிவாக்கம்	podaljšek
விரிவாக்கம்	podaljšanje
பீட்டா	beta
வழிமுறை	korak
வழிமுறை	metoda
வழிமுறை	metodo
வழிமுறை	kanal
விரும்பினார்	všeč
புரியும்	pojasnjevalne
கேரளம்	kerala
நிலவும்	prevladuje
நிலவும்	prevlada
கால்நடை	govedo
கால்நடை	živina
கால்நடை	goveda
ரஷ்யா	rusija
ரஷ்யா	rusijo
தேங்காய்	kokos
லூயி	luiz
லூயி	louis
லூயி	ludvik
லூயி	louie
தெரியாத	neznan
தெரியாத	neznani
தெரியாத	neznano
தெரியாத	neznana
வேண்டுகோள்	zahteva
வேண்டுகோள்	prošnja
வேண்டுகோள்	zahtevek
அணிந்து	nošenje
கேட்ட	slišal
கேட்ட	slišala
அபிவிருத்தி	razvoj
இடைக்கால	srednjeveški
பாதுகாக்க	zaščiti
பார்வையாளர்கள்	občinstvo
பார்வையாளர்கள்	gledalci
பார்வையாளர்கள்	gledalce
பார்வையாளர்கள்	gledalci
பார்வையாளர்கள்	gledalcem
கண்காணிப்பு	sledenje
கண்காணிப்பு	spremljanje
சக்கரம்	kolo
சக்கரம்	kolesa
கோடுகள்	črte
கோடுகள்	vrstice
கோடுகள்	proge
கோடுகள்	vrstic
அனுமதிக்கிறது	dopušča
அனுமதிக்கிறது	omogoča
அனுமதிக்கிறது	dovoljuje
புராண	epic
எப்பொழுதும்	vedno
எப்பொழுதும்	zmeraj
வேதாந்த	vedanta
சிங்கம்	levu
சிங்கம்	leva
சிங்கம்	lev
வேல்ஸ்	wales
புறநகர்	predmestju
வழிகள்	smeri
வழிகள்	načine
வழிகள்	načini
யானைகள்	slone
யானைகள்	sloni
யானைகள்	slonov
உறுதியாக	odločno
ஜாக்	jack
ஜாக்	zack
கண்டம்	celina
கண்டம்	celini
கண்டம்	celino
பாதுகாப்பான	varni
பாதுகாப்பான	varen
பாதுகாப்பான	varna
பாதுகாப்பான	varno
பாதுகாப்பான	varno
கட்டம்	mrežo
கட்டம்	mreža
கட்டம்	omrežje
வாதம்	utemeljitev
வாதம்	argument
அவதாரம்	avatarja
அவதாரம்	avatar
தேயிலை	tea
தேயிலை	čaj
அண்ணன்	annan
படைப்பு	stvaritev
படைப்பு	ustanovitev
படைப்பு	ustvarjanje
படைப்பு	ustvarjalna
படைப்பு	ustvarjalno
படைப்பு	ustvarjalni
படைப்பு	kreativno
துணி	tekstil
துணி	tekstilna
துணி	tekstilnih
துணி	tekstilni
துணி	krpo
துணி	tkanine
துணி	tkanino
துணி	tekstil
துணி	tekstila
அவனுக்கு	njega
அவனுக்கு	ga
படப்பிடிப்பு	snemanje
படப்பிடிப்பு	strelja
படப்பிடிப்பு	streljanje
சனி	sobote
சனி	soboto
சனி	sobota
சனி	sedeli
சனி	sedela
சனி	sedel
சனி	sat
மூங்கில்	bambusa
விடை	odgovor
விடை	odgovori
தேவைகளை	rabi
தேவைகளை	potrebe
தேவைகளை	potrebuje
தேவைகளை	potreb
சார்ல்ஸ்	karel
சார்ல்ஸ்	charles
நியாயமான	razumen
உதவியது	pomagala
உதவியது	pomagal
உதவியது	pomagalo
எட்வர்ட்	edvard
எட்வர்ட்	edward
ஏதோ	nekaj
பிரீமியர்	premiero
பிரீமியர்	premiera
பிரீமியர்	premieri
பிரீமியர்	premier
களஞ்சியம்	silos
இடைநிலை	vmesni
இடைநிலை	vmesno
இடைநிலை	vmesna
இடைநிலை	vmesne
கேள்விகள்	vprašanja
நல	blaginja
நல	blaginje
விளையாட்டரங்கம்	stadion
எல்லைகள்	mejami
எல்லைகள்	meja
எல்லைகள்	mejah
எல்லைகள்	meje
எல்லைகள்	omejitve
எல்லைகள்	omeji
எல்லைகள்	meje
கதிர்வீச்சு	sevanje
கதிர்வீச்சு	obsevanje
கதிர்வீச்சு	sevanja
அழைக்கப்பட்டார்	vabljeni
அழைக்கப்பட்டார்	vabljen
அழைக்கப்பட்டார்	povabljeni
அழைக்கப்பட்டார்	vabljena
டோனி	tony
பனை	dlan
பனை	dlani
பனை	palm
சூறாவளி	ciklon
சூறாவளி	tajfun
சூறாவளி	orkan
சூறாவளி	hurikan
ஆனந்த்	anand
பிரிட்டன்	britanija
பிரிட்டன்	britanijo
பெருங்கோவில்	katedrala
பெருங்கோவில்	katedrali
பெருங்கோவில்	katedralo
