като	soos
наксос	naxos
калдера	caldera
бър	ber
бър	burr
маските	maskers
витлеем	bethlehem
витлеем	betlehem
малоун	malone
ередивиси	eredivisie
шимон	shimon
нежен	tender
нежен	gentle
патеркул	paterculus
збигнев	zbigniew
ядвига	hedwig
отвлечена	ontvoer
отвлечена	gevange
слизане	descent
армада	armada
таксони	taxa
азазел	azazel
универсиада	universiade
алцхаймер	alzheimer
цистерни	tenks
жестокостта	wreedheid
орбитър	verkenningstuig
мъдрец	sage
хадж	hajj
осъждане	vonnis
осъждане	skuldigbevinding
изненадани	verras
изненадани	verbaas
справедлива	redelik
заключване	slot
заключване	sluiting
сезан	cezanne
сорго	sorghum
баренцово	barents
ватерло	waterloo
убиване	killing
амуниции	ammunisie
осуалд	oswald
пица	pizza
палестинските	palestynse
закръглена	gerond
веласко	velasco
крони	kroner
бункери	bunkers
лимпопо	limpopo
баронеса	barones
брокер	makelaar
хидроксид	hydroxide
клетъчно	sellulêre
търпението	geduld
черкезия	tsjerkessië
бегач	naaswenner
бегач	runner
оберст	oberst
ликьор	likeur
протеже	protégé
цинков	sink
епистемология	epistemologie
хизбула	hezbollah
хилберт	hilbert
достойна	worthy
чън	cheng
годеник	verloofde
годеник	verloofde
пъзел	raaisel
пъзел	legkaart
салем	salem
бактерия	bakterie
кибернетика	kubernetika
способно	bekwame
трол	trol
туран	turan
узбекски	oesbekies
спагети	pasta
спагети	spaghetti
недовършена	onvoltooide
корнелиус	cornelius
пространствени	ruimtelike
граал	graal
питка	bun
комина	chimney
удръф	woodruff
кийтън	keaton
пикник	piekniek
разрешително	magtiging
разрешително	permit
даунинг	downing
прайд	pride
прайд	trots
тъкър	tucker
гласоподавателите	stemmers
гласоподавателите	kiesers
видяно	gesien
доброволна	vrywillige
доброволна	vrywillig
беоулф	beowulf
брахма	brahma
сгъстен	saamgepersde
сгъстяване	kompressie
лудостта	malheid
лудостта	madness
вирусна	virale
умни	luukse
умни	slim
умни	smart
тобрук	tobroek
дарма	dharma
бръшлян	ivy
мехурчета	bubbles
мехурчета	borrels
буг	boog
висбаден	wiesbaden
метаданни	metadata
мерида	merida
разочарова	teleurgesteld
врабче	mossie
обвързване	verbintenis
обвързване	commitment
съчувствие	empatie
мехелен	mechelen
пиратството	piracy
трагичен	tragic
майо	mayo
ястреби	hawks
кошмар	nagmerrie
тао	tao
седна	sa
трип	uitstappie
мириам	miriam
раджа	raja
раджа	rajah
датчици	sensors
комин	chimney
торта	koek
неактивни	onaktief
алмейда	almeida
разочаровани	gefrustreerd
разочаровани	teleurgesteld
свидетелите	getuies
оли	ollie
грийнпийс	greenpeace
годишнини	herdenkings
открадната	gesteel
открадната	gesteelde
клапан	valve
страхотна	fantasties
страхотна	ongelooflike
страхотна	wonderlik
наслада	delight
наслада	genot
явна	manifes
явна	manifest
брентано	brentano
телешко	beesvleis
гаджето	kêrel
лхаса	lhasa
стафорд	stafford
баал	baäl
баал	baal
фармацевтични	farmaseutiese
безработни	werkloos
инвалид	gestremde
инвалид	geaktiveer
инвалид	afgeskakel
инвалид	ongeldig
инвалид	ongeldige
крайтън	crichton
шампанско	sjampanje
шампанско	champagne
неуместно	onvanpas
защитно	beskermende
мич	mitch
фламинго	flamingo
палмира	palmyra
удостоверение	sertifikaat
империализъм	imperialism
ловато	lovato
монтеро	montero
йония	ionië
донатело	donatello
фейт	geloof
тримесечие	kwart
тримесечие	kwartaal
кайда	kaïda
първично	primêr
първично	primary
първично	primêre
първично	belangrikste
колхида	kolchis
дюнкерк	duinkerken
елингтън	ellington
фонтенбло	fontainebleau
предан	toegewyde
либърти	vryheid
либърти	liberty
тау	tau
капоне	capone
ферден	verden
висоцки	wisotski
гелзенкирхен	gelsenkirchen
петру	petru
пунта	punta
длан	palm
обой	hobo
нервен	nervous
даймлер	daimler
баркли	barclay
азорските	asore
орсън	orson
ефрон	efron
марлон	marlon
хънан	henan
имиграцията	immigrasie
биоразнообразието	biodiversiteit
сиропиталище	weeshuis
газета	gazeta
ненужен	onnodig
могадишу	mogadisjoe
скити	skitiërs
японци	japannese
японци	japannees
уолкър	walker
портокали	lemoene
промо	promosie
печено	roast
гисен	gießen
уесекс	wessex
самотни	eensaam
ериксън	eriksson
ериксън	erickson
ериксън	erikson
макензи	mackenzie
макензи	mckenzie
аматьор	amateur
подсилени	versterkte
подсилени	bevorder
вавринка	wawrinka
ултравиолетова	ultraviolet
каприви	caprivi
парсънс	parsons
измислил	uitgevind
рия	rhea
рия	ria
каберне	cabernet
роу	rowe
айс	ys
колридж	coleridge
саул	saul
дженър	jenner
санкция	penalty
санкция	strafskop
рейна	reina
каплан	kaplan
анархизма	anargisme
фереро	ferrero
струи	jets
ризата	hemp
ирландци	ierse
ирландци	irish
ирландци	iers
каракорум	karakoroem
утайка	sediment
робен	robben
дък	eend
дък	duck
макси	maxie
бодлер	baudelaire
ита	ita
ито	ito
суон	swan
суон	swaan
суон	swann
жулиен	julien
хидра	hydra
инсулин	insulien
бърбанк	burbank
билетите	kaartjies
гьорлиц	görlitz
айк	ike
као	kao
као	cao
великолепен	manjifiek
складиране	berging
авантюрист	avonturier
бастилията	bastille
купувачите	kopers
интегриран	geïntegreerde
лсд	lsd
хирургическа	chirurgiese
фуджи	fuji
симулации	simulasie
симулации	nabootsers
дърбан	durban
виртуално	virtuele
симферопол	simferopol
гласност	publisiteit
творения	skeppings
шанси	shaanxi
кипур	verootmoediging
оруел	orwell
исфахан	isfahan
вятърна	wind
мариса	marisa
мариса	marissa
тили	tillie
тили	tilly
паяците	spiders
секвоя	sequoia
саможертва	sacrifice
саможертва	opoffering
ордовик	ordovisium
прат	pratt
трагични	tragic
икономии	besparings
хьолдерлин	hölderlin
брянск	brjansk
стаций	statius
базар	bazaar
влюбените	liefhebbers
владикавказ	wladikafkaz
обработена	geprosesseer
неон	neon
нолан	nolan
странски	stransky
ужаси	horrors
ужаси	gruwel
ужаси	riller
ужаси	horror
кея	pier
лихви	belangstelling
лихви	rente
бисквити	koekies
анн	anne
анн	ann
квалифициран	gekwalifiseerde
малолетни	minderjariges
маккинли	mckinley
шепот	fluister
оригиналност	oorspronklikheid
анселм	anselm
цигара	sigaret
интимна	intieme
