மற்றும்	et
அரேபியா	saoudite
மக்னீசியம்	magnésium
புகைப்படங்கள்	photos
புகைப்படங்கள்	photographies
பேச	parlez
பேச	parler
பேச	parle
தொடர்புடையது	pertinente
தொடர்புடையது	pertinent
தொடர்புடையது	pertinentes
தொடர்புடையது	pertinents
தொடர்புடையது	connexe
தொடர்புடையது	connexes
தொடர்புடையது	lié
தொடர்புடையது	liés
தொடர்புடையது	pertinence
மதிப்புகள்	valeurs
வாசிப்பு	récital
வாசிப்பு	considérant
முன்னுரிமை	priorité
முன்னுரிமை	priorités
முன்னுரிமை	prioritaire
முன்னுரிமை	prioritaires
நீதிபதிகள்	magistrats
நீதிபதிகள்	juges
காய்	kai
கிளார்க்	clarke
கிளார்க்	clerc
கிளார்க்	greffier
கிளார்க்	commis
கிளார்க்	clark
புனிதர்கள்	saintes
புனிதர்கள்	saints
புகையிலை	tabac
புகையிலை	tabagisme
நாசா	nasa
ஒருங்கிணைப்பு	intégration
பறந்து	vole
பறந்து	voler
பறந்து	mouches
பறந்து	mouche
பறந்து	volants
பறந்து	battant
பறந்து	volant
பறந்து	voler
பறந்து	piloté
திருத்தி	rédacteur
திருத்தி	éditeur
திருத்தி	rédactrice
திருத்தி	editeur
புகார்	réclamation
புகார்	plainte
புகார்	plaintes
புகார்	plaindre
புகார்	plaindre
பிடிக்க	attrape
பிடிக்க	captures
பிடிக்க	attraper
குறுக்கு	diagonale
குறுக்கு	croisée
குறுக்கு	croix
குறுக்கு	traverser
குறுக்கு	croisé
கடத்தல்	enlèvements
கடத்தல்	enlèvement
கடத்தல்	rapt
கடத்தல்	contrebande
கடத்தல்	enlèvements
கடத்தல்	kidnapping
கடத்தல்	enlèvement
கடத்தல்	séquestration
கடத்தல்	rapt
கடத்தல்	trafics
கடத்தல்	trafic
கடத்தல்	traite
இராமாயணம்	ramayana
பயன்பாட்டை	application
பயன்பாட்டை	candidature
பயன்பாட்டை	application
பயன்பாட்டை	app
பயன்பாட்டை	appli
நம்பிக்கைகள்	espoirs
வள	ressource
உரைகள்	textes
நுழைவு	entrée
ஆஸ்திரியா	autriche
கொள்ளளவு	capacité
கொள்ளளவு	capacités
இயற்கையாக	naturellement
முஸ்லீம்	musulmans
முஸ்லீம்	musulmane
முஸ்லீம்	musulman
மாடு	vaches
மாடு	vache
மாடு	bovins
மாடு	bétail
சிறந்தது	meilleure
சிறந்தது	meilleures
சிறந்தது	meilleur
சிறந்தது	best
சிறந்தது	meilleurs
மான்செஸ்டர்	manchester
பொய்	mentir
பொய்	mensonge
பொய்	mensonges
பொய்	faux
பொய்	fausse
பொய்	false
பொய்	fausses
பொய்	mentir
பொய்	mensonge
பொய்	menteur
மோதி	modi
தூண்கள்	piliers
கினி	guinée
கினி	guinéen
கினி	guinéenne
ஆளுமை	personnalité
மேலாளர்	gestionnaire
மேலாளர்	directeur
மேலாளர்	manager
மேலாளர்	directrice
மேலாளர்	gérant
சிதைவு	décomposition
சிதைவு	désintégration
சிதைவு	décadence
சிதைவு	pourriture
சிலாங்கூர்	selangor
சிறுநீர்	urine
சிறுநீர்	urines
கற்றல்	apprendre
கற்றல்	apprentissage
பாதைகள்	chemins
பாதைகள்	sentiers
பாதைகள்	chaînes
பாதைகள்	canaux
பிளேக்	blake
பிரதிகள்	doublons
பிரதிகள்	exemplaires
பிரதிகள்	copies
பிரதிகள்	copie
அப்பர்	supérieure
அப்பர்	supérieur
முடித்த	finition
முடித்த	parachèvement
முடித்த	finitions
முடித்த	terminer
கெவின்	kévin
கெவின்	kevin
கம்பி	fils
கம்பி	fil
பெரியது	grands
பெரியது	grande
பெரியது	grandes
பெரியது	grand
பெரியது	gros
பெரியது	grosse
பெரியது	grande
பெரியது	big
பெரியது	grand
லெனின்	lénine
அலைவரிசை	canal
அலைவரிசை	chaîne
அலைவரிசை	chenal
அலைவரிசை	channel
ஆலை	végétal
ஆலை	usine
ஆலை	plante
கல்கத்தா	calcutta
மலபார்	malabar
ஒற்றுமை	unité
ஒற்றுமை	unity
சாதனைகள்	réussites
சாதனைகள்	accomplissements
சாதனைகள்	réalisations
சாதனைகள்	enregistrements
சாதனைகள்	records
சமச்சீர்	symétries
சமச்சீர்	symétriques
சமச்சீர்	symétrique
சமச்சீர்	symétriques
சமச்சீர்	symétrique
கடைகள்	commerces
கடைகள்	magasins
கடைகள்	boutiques
கடைகள்	magasins
திகில்	horreur
திகில்	paniques
திகில்	paniquer
திகில்	panique
வளர	grandir
வளர	croître
வளர	pousser
தலையை	head
தலையை	tête
தலையை	têtes
முப்பரிமாண	perspective
பழங்குடிகள்	tribaux
பழங்குடிகள்	tribales
பழங்குடிகள்	tribal
பழங்குடிகள்	tribale
ரோஸ்	rose
ரோஸ்	rosé
ரோஸ்	ross
தொலை	distants
தொலை	reculées
தொலை	lointain
தொலை	distante
கல்யாணம்	mariage
கல்யாணம்	noces
கல்யாணம்	mariages
லிட்டர்	litre
மூக்கு	nez
மூக்கு	nez
யுரேனியம்	uranium
ஹிந்தி	hindi
ஹிந்தி	astuces
சேனல்	canal
சேனல்	chaîne
சேனல்	chenal
சேனல்	channel
உயர்நிலை	avancés
உயர்நிலை	avancées
உயர்நிலை	avancé
உயர்நிலை	perfectionné
உயர்நிலை	avancée
காது	oreille
காது	épi
காது	oreilles
நூலகங்கள்	bibliothèques
புதன்	mercury
புதன்	mercure
புதன்	mercredi
வாரத்தில்	semaine
வாரத்தில்	semaines
துறவி	monk
துறவி	moine
விதிமுறைகள்	termes
ஜூனியர்	juniors
ஜூனியர்	junior
பட்டறை	atelier
பட்டறை	ateliers
கம்பன்	meme
கம்பன்	même
கிளைகள்	branches
கிளைகள்	succursales
எதிர்பார்க்கப்படுகிறது	attendus
எதிர்பார்க்கப்படுகிறது	escompté
எதிர்பார்க்கப்படுகிறது	attendue
எதிர்பார்க்கப்படுகிறது	attendu
கத்தோலிக்கம்	catholicisme
சரணாலயம்	sanctuaires
சரணாலயம்	sanctuaire
விளையாடிய	joués
விளையாடிய	jouées
விளையாடிய	jouée
விளையாடிய	joué
தேவ்	dev
வியாழன்	thu
வியாழன்	jupiter
வியாழன்	jeudi
வார்னர்	avertisseur
வார்னர்	warner
அம்பேத்கர்	ambedkar
சின்	menton
சின்	chin
சின்	tchin
அமைதியான	silencieuse
அமைதியான	tranquille
