dhe	e
leje	clearance
institucioni	istituzione
pension	pensionamento
pension	ritirato
pension	pensionato
pension	pensione
jackson	jackson
kimik	chemical
kimik	chimico
kimik	chimiche
kimik	chimica
ngrohtë	caldo
ngrohtë	caldi
ngrohtë	calda
ngrohtë	warm
përshtatur	personalizzata
përshtatur	personalizzate
përshtatur	personalizzati
përshtatur	personalizzato
përshtatur	adattata
përshtatur	adattati
përshtatur	adattate
përshtatur	adattato
diplomat	diplomatico
diplomat	diplomi
ndikojnë	influsso
ndikojnë	influenzare
ndikojnë	influenza
ndikojnë	influenze
bene	facendo
akuzuar	accusati
akuzuar	accusata
akuzuar	imputato
akuzuar	accusato
akuzuar	addebitato
quan	quan
kështjellës	cittadella
variant	variante
variant	variazione
jepen	fornito
jepen	dato
fenomen	fenomeno
autore	autrice
autore	autore
anësore	laterale
anësore	laterali
përfundimtar	finale
përfundimtar	final
përfundimtar	finali
përfundimtar	ultimate
ivan	ivan
bashkohen	partecipa
bashkohen	iscriviti
bashkohen	unitevi
bashkohen	unire
pozitiv	positive
pozitiv	positivo
pozitiv	positivi
pozitiv	positiva
oqeanin	oceani
oqeanin	ocean
oqeanin	oceano
sëmurë	malati
sëmurë	malata
sëmurë	malato
rrënjë	radici
rrënjë	root
rrënjë	radice
rrënjë	radici
mbulon	copertine
mbulon	coperture
bujqësia	agricoltura
little	piccolo
little	piccola
little	little
kërkime	ricerche
kërkime	ricerca
fillestar	principiante
fillestar	principianti
fillestar	iniziale
fillestar	iniziali
fillestar	recluta
fillestar	novellino
fillestar	rookie
fillestar	antipasto
fillestar	starter
mbaron	finisce
mbaron	termina
shpenzimet	spendere
shpenzimet	spesa
shpenzimet	spese
shpenzimet	spese
shpenzimet	spesa
fisnike	nobile
fisnike	nobili
fisnike	noble
dëmtuar	danneggiata
dëmtuar	danneggiati
dëmtuar	danneggiate
dëmtuar	danneggiato
shifra	cifre
shifra	cifre
shifra	figure
shifra	figura
egra	selvaggi
egra	selvatici
egra	selvaggio
egra	selvatico
egra	wild
egra	selvaggia
zgjat	dura
luftëtarë	warriors
luftëtarë	guerrieri
luftëtarë	combattenti
luftëtarë	pugili
dekoruar	decorati
dekoruar	decorata
dekoruar	decorate
dekoruar	decorato
hera	hera
kumanovë	kumanovo
alia	alia
donin	cercasi
donin	desiderato
donin	ricercato
donin	voluta
donin	ricercati
ideve	idee
pavarësia	indipendenza
kaltër	blu
kaltër	blue
kaltër	azzurri
kaltër	azzurro
shkrimtarit	scrittore
shkrimtarit	scrittrice
shkrimtarit	sceneggiatore
zbulimi	individuazione
zbulimi	rilevamento
zbulimi	scoperta
zbulimi	discovery
sëmundja	malattia
sëmundja	malattie
sëmundja	malattia
sëmundja	malattie
sëmundja	malattia
krerët	leader
krerët	leaders
cikli	ciclo
pasuria	ricchezze
pasuria	ricchezza
pasuria	ricchezze
çmimet	prezzi
had	hud
funksionon	funziona
funksionon	opere
funksionon	works
dhuruar	donato
dhuruar	donata
dhuruar	donati
përse	perchè
përse	perché
përse	why
urgell	urgell
prekur	colpite
prekur	toccata
prekur	commossa
prekur	commosso
prekur	toccato
prekur	toccati
maqedonase	macedoni
maqedonase	macedone
palë	coppia
gabuar	errata
gabuar	sbagliata
gabuar	errato
gabuar	sbagliato
produktet	prodotti
statistika	statistiche
statistika	statistica
claude	claude
biologjike	biologici
biologjike	biologico
biologjike	biologica
dahomey	dahomey
dritare	windows
dritare	finestre
dritare	finestra
kater	cutter
provuar	dimostrate
provuar	provata
provuar	dimostrato
provuar	comprovata
moral	morale
moral	morali
moral	morale
moral	morali
moral	moralità
moral	morale
moral	moralità
atdheun	patria
atdheun	homeland
kërkohet	richiesto
kërkohet	richiesti
kërkohet	richiesto
kërkohet	obbligatorio
kërkohet	cercasi
kërkohet	desiderato
kërkohet	ricercato
kërkohet	voluta
kërkohet	ricercati
sachsen	sachsen
ballit	sopracciglio
mesazh	messaggio
vegla	utensili
vegla	strumenti
vegla	attrezzi
makinat	automobili
makinat	veicoli
makinat	macchine
tahir	tahir
marrëveshja	accordo
marrëveshja	deal
alberto	alberto
komunale	municipale
parimi	principio
parimi	principi
vatikani	vaticano
mary	mary
mary	maria
rezistenca	resistenza
rezistenca	resistenze
vasil	vasil
bei	bei
mendim	pensavi
mendim	pensato
mendim	pensiero
mendim	parere
mendim	opinione
mendim	pensare
mendim	pensando
mendim	pensiero
mendim	mentalità
katrore	quadrati
katrore	square
katrore	quadrato
katrore	piazza
shtrirje	stretch
shtrirje	tratto
shtrirje	allunga
turqve	turchi
revolucioni	rivoluzione
revolucioni	revolution
populluar	popolata
populluar	popolate
populluar	popolato
teknikë	tecnica
teknikë	tecnici
vërtetuar	dimostrate
vërtetuar	provata
vërtetuar	dimostrato
vërtetuar	comprovata
same	stesso
temperaturë	febbre
temperaturë	febbricitante
traktati	trattato
praninë	presenza
california	california
sub	sub
shërbente	servito
shërbente	servite
shërbente	servita
shërbente	serviti
turqisht	turco
turqisht	turche
turqisht	turca
turqisht	turchi
aspekte	aspetti
konfederata	confederazione
tjerat	riposo
tjerat	riposare
tjerat	resto
tjerat	riposa
përfshihet	compreso
përfshihet	inclusi
përfshihet	incluso
përfshihet	inclusa
përfshihet	incluse
motor	motore
motor	motocicletta
motor	motocicli
motor	moto
motor	motore
ndërtesë	costruire
ndërtesë	edificio
besonte	creduto
besonte	credette
besonte	credeva
rrethanat	circostanza
rrethanat	circostanze
rrethanat	circostanze
dramatike	drammatiche
dramatike	drammatica
dramatike	drammatici
dramatike	drammatico
leopold	leopold
leopold	leopoldo
shprehja	espressione
way	way
way	modo
fije	strand
fije	filo
fije	thread
kolektive	collettivo
kolektive	collettiva
garë	regata
garë	razza
garë	corsa
garë	gara
prusisë	prussia
parlamentar	parlamentare
bad	cattiva
bad	bad
bad	pessimo
bad	cattivi
bad	male
bad	cattivo
bad	budd
distanca	distanze
distanca	lontananza
distanca	distanza
distanca	distanze
dëshmor	martire
turizmi	turismo
selim	selim
edicioni	edizione
cambridge	cambridge
matematikë	matematica
matematikë	matematica
matematikë	matematica
monumente	monumenti
marco	marco
përshkruhet	descritti
përshkruhet	descritta
përshkruhet	descritte
përshkruhet	descritto
shpeshherë	spesso
shpeshherë	sovente
qëndrore	central
qëndrore	centrale
jork	york
universal	universal
universal	universali
universal	universale
saja	saya
mbështet	sostegni
mbështet	supporti
mbështet	supporta
socialist	socialista
socialist	socialisti
përgjithmonë	forever
hani	hani
hani	mangiare
hani	mangia
tregtar	commercio
tregtar	commerciante
tregtar	rivenditore
ekzistonte	esisteva
ekzistonte	esistiti
ekzistonte	esistevano
ekzistonte	esistito
mesjetar	medioevo
mesjetar	medievale
mesjetar	medievali
mesjetar	medioevale
marino	marino
castro	castro
azur	azur
revolucionare	rivoluzionario
revolucionare	rivoluzionari
revolucionare	rivoluzionaria
vargjet	versetti
vargjet	versi
vargjet	testi
zbulon	svela
zbulon	rivela
zbulon	rileva
zbulon	rilevi
argjendi	argento
argjendi	silver
auto	auto
hënë	luna
hënë	moon
topin	pallone
topin	pallina
topin	palla
singh	singh
harruar	dimenticata
harruar	dimenticati
harruar	dimenticate
harruar	dimenticato
harruar	dimenticata
harruar	dimenticato
harruar	scordato
faktorë	fattori
lumenjtë	rivers
lumenjtë	fiumi
lugë	cucchiai
lugë	cucchiaio
lugë	cucchiaino
pjellore	fertili
pjellore	fertile
përbërëse	costituente
përbërëse	elettore
play	giocare
play	giocate
play	gioca
shëndetësor	sanità
shëndetësor	salute
punësuar	assunta
punësuar	assunto
përkohësisht	temporaneamente
përkohësisht	momentaneamente
boton	pubblica
ese	saggio
ese	saggi
prezent	presenti
prezent	presente
shala	shala
ekspozitë	reperto
ekspozitë	mostra
ekspozitë	esposizione
kryera	commessi
kryera	commessa
kryera	impegnato
kritikë	critiche
kritikë	critica
kritikë	critiche
kritikë	critici
kritikë	critiche
kritikë	critica
kritikë	critico
kritikë	critici
zelanda	zelanda
kujdesin	premuroso
takimi	riunione
takimi	meeting
law	legge
law	diritto
psikologjike	psicologici
patrick	patrizia
patrick	patrick
patrick	patrizio
rurale	rurale
shqiponja	eagle
shqiponja	aquila
shqiponja	aquile
shqiponja	eagles
shqiponja	aquile
vullnetare	volontariato
vullnetare	volontario
vullnetare	volontari
vullnetare	volontaria
vullnetare	volontariato
vullnetare	volontario
vullnetare	volontari
vullnetare	volontaria
lideri	leader
gjet	trovata
gjet	trovati
gjet	trovato
brown	brown
brown	marrone
brown	marroni
kontribute	contributi
naruto	naruto
patriot	patriottica
patriot	patriottico
patriot	patriottismo
patriot	patriot
patriot	patrioti
patriot	patriota
patriot	patriots
patriot	patrioti
propozuar	proposti
propozuar	proposto
solo	solo
solo	assolo
gjethet	foglie
shuma	sum
shuma	somma
shuma	somme
shuma	ammontare
shuma	importo
hekuri	iron
hekuri	ferro
tulla	mattoni
tulla	mattone
tulla	brick
tulla	mattoni
nata	notte
komunal	municipale
kushtetuta	costituzione
kundërta	opposto
kundërta	opposti
veprimeve	azioni
pjesëmarrjen	partecipazione
beni	beni
beni	ben
beni	benny
mini	mini
koncept	concept
koncept	nozione
koncept	concetto
veçori	caratteristica
transporti	trasporti
transporti	trasporto
transporti	trasporti
transporti	trasporto
transporti	spedizioni
transporti	spedizione
arrit	raggiunti
arrit	raggiunta
arrit	raggiunto
arrit	raggiunte
arrit	raggiunta
mjafton	abbastanza
organi	organo
organi	organi
azi	asia
artificiale	artificiale
artificiale	artificiali
thirrur	evocato
thirrur	convocato
thirrur	convocati
thirrur	convocata
michelangelo	michelangelo
munich	monaco
rregulla	regole
rregulla	regola
her	lepre
her	hare
portugali	portogallo
hapat	orme
hapat	gradini
hapat	passi
hapat	scalini
hapat	passaggi
versionin	versione
versionin	version
llogaritur	calcolati
llogaritur	calcolato
llogaritur	calcolata
llogaritur	calcolate
llogaritur	stimato
llogaritur	stima
llogaritur	stimati
llogaritur	stimata
thone	dite
thone	dire
zgjatur	estesa
zgjatur	esteso
zgjatur	prolungati
zgjatur	prolungata
zgjatur	prolungate
zgjatur	prolungato
zgjatur	allungato
përndryshe	altrimenti
kryerjen	esibirsi
kryerjen	impegnandosi
kanal	canal
kanal	canale
kanal	fognature
kanal	fogne
kanal	fogna
kanal	canali
kanal	canale
kanal	channel
sporti	sport
sporti	sport
arena	arena
ruan	conserva
ruan	conserve
ruan	ruan
shënohet	segnato
shënohet	segnati
shënohet	segnate
shënohet	marcato
shënohet	contrassegnati
shënohet	contrassegnato
taylor	taylor
detar	marine
detar	marino
detar	marittimi
detar	marittima
detar	marittimo
llogari	account
llogari	conto
provincë	provincia
hadith	hadith
televizion	televisore
televizion	televisione
mendore	mentale
mendore	mentali
shkuan	andò
femër	femmina
femër	donna
femër	femmine
femër	femminile
buron	steli
gaz	gas
shpirtëror	spirituali
shpirtëror	spirituale
lejohet	consentito
lejohet	consentita
lejohet	permesso
lejohet	ammessi
lejohet	consentito
lejohet	consentita
matur	misurate
matur	misurati
matur	misurato
matur	misurata
pothuaj	quasi
identifikuar	identifica
identifikuar	identificare
identifikuar	identificati
identifikuar	identificarsi
identifikuar	identificate
identifikuar	identificata
identifikuar	identificato
identifikuar	identificati
kualifikuar	qualifica
kualifikuar	qualifiche
kualifikuar	qualificazioni
kualifikuar	qualificarsi
kualifikuar	qualificati
kualifikuar	qualificato
kualifikuar	qualificata
zbatuar	implementare
zbatuar	implementata
zbatuar	attuato
zbatuar	attuate
zbatuar	implementato
mjedisi	ambiente
spital	ospedale
revistë	rivista
revistë	magazine
revistë	riviste
revistë	caricatore
kthimi	rientro
kthimi	return
kthimi	ritorno
kompleksi	complessità
kompleksi	complessi
kompleksi	complesso
kompleksi	complessa
kompleksi	complesse
andré	andrè
andré	andré
original	originale
original	original
original	originali
ushqimi	cibo
ushqimi	nutrizione
ushqimi	alimentazione
përkthim	traduzioni
përkthim	traduzione
animuar	animato
animuar	animata
animuar	animati
magnetik	magnetico
magnetik	magnetica
magnetik	magnetici
magnetik	magnetiche
minerale	minerali
minerale	minerale
minerale	minerali
shpresë	speranze
shpresë	speri
shpresë	hope
shpresë	speranza
shpresë	auguro
miss	manca
miss	miss
miss	signorina
qielli	cielo
qielli	heaven
qielli	paradiso
qielli	cielo
qielli	sky
qielli	cieli
botimet	edizioni
botimet	pubblicazioni
vezë	uova
vezë	uovo
vezë	egg
vezë	uova
pajisjet	attrezzature
pajisjet	equipaggiamento
pajisjet	attrezzatura
pajisjet	attrezzo
pajisjet	ingranaggi
pajisjet	dispositivi
porto	porto
porto	oporto
mundësia	chance
mundësia	possibilità
mundësia	possibilità
fshatarët	paesani
fshatarët	contadini
fshatarët	paesani
drejton	corre
bleu	acquistati
bleu	acquistato
bleu	acquistata
bleu	acquistate
jugosllav	iugoslava
pasurinë	ricchezza
luftuan	combattuto
luftuan	lottato
luftuan	combattuta
luftuan	combatté
punëtorëve	operai
punëtorëve	lavoratori
ushtrive	armate
ushtrive	eserciti
rënien	declino
rënien	rifiuta
tipare	tratti
tipare	caratteristiche
paolo	paolo
projekteve	progetti
utrecht	utrecht
individëve	individui
ekipe	squadre
jashtëzakonshëm	straordinarie
jashtëzakonshëm	straordinari
jashtëzakonshëm	straordinario
jashtëzakonshëm	straordinaria
konsiderueshëm	notevole
konsiderueshëm	considerevole
konsiderueshëm	notevoli
konsiderueshëm	considerevoli
aktivist	attivisti
aktivist	attivista
aplikuar	applicata
aplikuar	applicati
aplikuar	applicate
aplikuar	applicato
planeti	planet
planeti	pianeta
serbëve	serbi
rreziku	rischio
rreziku	rischi
rreziku	pericoli
rreziku	pericolo
ndikimit	influsso
ndikimit	influenzare
ndikimit	influenza
ndikimit	influenze
shënim	nota
shpresa	attese
shpresa	aspettative
shpresa	speranze
shpresa	speri
shpresa	hope
shpresa	speranza
shpresa	auguro
hill	colle
hill	collina
hill	hill
financiar	finanziaria
financiar	financial
financiar	finanziario
agjencia	agenzia
sekrete	segreti
sekrete	segreto
sekrete	secret
sekrete	segreti
duhanit	tabacco
duhanit	tabacchi
sulmuar	attaccati
sulmuar	attaccato
shtylla	pilastri
miq	amiche
miq	amici
turne	torneo
turne	tornei
turne	tour
turne	tornei
ndërmarrje	società
ndërmarrje	azienda
ndërmarrje	compagnia
ndërmarrje	aziende
ndërmarrje	venture
ndërmarrje	enterprise
paguar	pagato
paguar	pagati
paguar	retribuito
paguar	pagata
monografi	monografia
oqeani	oceani
oqeani	ocean
oqeani	oceano
empire	impero
empire	empire
kompjuteri	computer
carlo	carlo
pushtoi	invaso
komanda	comandi
komanda	comando
freskët	freschi
freskët	fresco
freskët	fresche
freskët	fresh
kompanitë	aziende
tipik	tipici
tipik	tipico
tipik	tipica
tipik	tipiche
gjethe	foglie
gjethe	foglia
gjethe	foglie
sekret	segreto
sekret	secret
sekret	segreti
miliard	miliardo
miliard	miliardi
harri	enrico
harri	harry
cat	gatta
cat	gatto
cat	cat
franklin	franklin
kujtimet	memorie
kujtimet	ricordi
konica	konica
largimit	liquidazione
largimit	dislocazione
publiku	pubblico
publiku	pubblica
publiku	pubblici
publiku	public
publiku	pubblico
sulmuan	aggredito
sulmuan	assalito
sulmuan	assaltato
sulmuan	attaccati
sulmuan	attaccato
aftësia	abilità
aftësia	capacità
pyjeve	forestale
pyjeve	silvicoltura
pyjeve	foreste
pyjeve	forestali
shkatërrimin	collasso
shkatërrimin	crollo
kupton	capire
kupton	comprendere
jugperëndim	sudovest
jugperëndim	sudoccidentale
krishti	christ
krishti	cristo
monumentet	monumenti
amtare	nativi
amtare	native
amtare	nativo
amtare	indigeno
via	via
plotësuar	completa
plotësuar	complete
plotësuar	completata
plotësuar	completato
plotësuar	completi
plotësuar	completo
plotësuar	completato
plotësuar	completati
plotësuar	completata
serbisht	serba
serbisht	serbo
serbisht	serbi
must	devono
must	mosto
must	deve
must	must
magjike	magie
magjike	magica
magjike	magia
magjike	magico
magjike	magici
magjike	magic
magjike	magici
magjike	magico
magjike	magiche
magjike	magica
autoritet	autorità
kani	kani
kodrat	colli
kodrat	colline
përpunimit	trasformazione
përpunimit	elaborazione
përpunimit	lavorazione
qytetërimit	civiltà
emërtimi	denominazione
romane	romanzi
test	test
test	prova
ndihma	aiutare
ndihma	aiuto
karakteri	carattere
karakteri	personaggio
hëna	luna
hëna	moon
vaakuna	vaakuna
princesha	principesse
princesha	principessa
kualifikuese	qualifica
kualifikuese	qualifiche
kualifikuese	qualificazioni
hamilton	hamilton
ford	guado
ford	ford
obito	obito
bërthama	core
bërthama	nucleo
bërthama	nucleo
argument	argomentazione
argument	argomento
momenti	momento
nordrhein	nordrhein
zakonet	abitudini
zakonet	dogana
zakonet	dogane
nesh	nash
rafael	rafael
aziz	aziz
joe	joe
masiv	messa
masiv	mass
masiv	massa
masiv	massiccia
masiv	massiccio
masiv	massicci
masiv	massive
gazetat	giornali
gazetat	quotidiani
prap	again
prap	ancora
alonso	alonso
respekt	rispetti
respekt	rispetta
respekt	rispetto
respekt	rispettare
oborrit	cortile
oborrit	cortile
oborrit	yard
oborrit	cantiere
gryka	burroni
gryka	stampede
audio	audio
carolina	carolina
sjellje	comportamenti
sjellje	comportamento
made	fatto
made	fatta
made	made
potter	potter
ëmbël	dolci
ëmbël	sweet
ëmbël	dolce
rgb	rgb
përfaqësojnë	rappresentare
ndërtim	costruzioni
ndërtim	edilizia
ndërtim	costruzione
produkt	prodotto
produkt	prodotti
petrit	poiana
florida	florida
distancë	distanze
distancë	lontananza
distancë	distanza
dorëheqjen	rassegnazione
dorëheqjen	dimissioni
paqësor	pacifico
paqësor	pacific
paqësor	pacifici
paqësor	pacifico
paqësor	pacifica
mir	mir
personazh	carattere
personazh	personaggio
produkte	prodotti
dragon	drago
dragon	dragone
dragon	dragon
kalimit	traversata
kalimit	attraversamento
kalimit	attraversare
ngurtë	rigide
ngurtë	rigidi
ngurtë	rigido
ngurtë	rigida
ngurtë	rigidità
girl	girl
girl	ragazza
frekuenca	frequenza
frekuenca	frequenze
shkaqet	cause
rrymë	flusso
rrymë	stream
arabia	arabia
arabia	saudita
martohet	sposare
martohet	sposi
martohet	mer
krime	reati
krime	crimini
krime	delitti
parlamentin	parlamento
zëvendës	vice
boston	boston
industri	industrie
industri	industria
përzierje	lega
përzierje	leghe
përzierje	mix
përzierje	miscelare
përzierje	mescolare
përzierje	mescolanza
përzierje	miscela
përzierje	composito
përzierje	compositi
valët	onde
belgjikë	belgio
integruar	integrate
integruar	integrati
integruar	integrato
integruar	integrata
gurët	pietre
gurët	ciottoli
gurët	rocce
gurët	scogli
kulti	setta
kulti	cult
kulti	culto
përsosur	perfetti
përsosur	perfect
përsosur	perfetta
përsosur	perfetto
përsosur	perfette
përsosur	impeccabile
përsosur	perfetta
universale	universal
universale	universali
universale	universale
shquhet	telai
kamera	fotocamera
kamera	videocamera
kamera	telecamera
letrat	schede
letrat	carte
letrat	lettere
rosa	papere
rosa	anatre
rosa	rosa
rosa	duck
rosa	anatre
rosa	papera
rosa	anatra
num	num
agron	agron
oise	oise
jim	gianni
jim	jim
tela	fili
tela	wire
tela	filo
tela	fili
tela	corde
tela	stringhe
argumentet	pedine
argumentet	token
argumentet	gettoni
argumentet	argomenti
argumentet	argomentazioni
vritet	uccisi
vritet	ucciso
