年	tahun
決心	lerai
決心	tekad
決心	penentuan
罰	penalti
個案	kes
安東	anton
官僚	birokrasi
加冕	pertabalan
暑假	summer
炒	goreng
胃	gastric
胃	perut
宜昌	yichang
遇見	bertemu
姑娘	girl
北歐	scandinavia
模組	modul
模組	module
洞穴	gua
洞穴	gua
洞穴	caves
游泳池	kolam
游泳池	pool
次郎	jiro
大片	blockbuster
印度尼西亞	indonesia
貝拉	bella
權威	berwibawa
權威	autoriti
權威	authority
樣本	sample
樣本	sampel
樣本	contoh
樣本	spesimen
樣本	sample
樣本	sampel
住房	perumahan
接納	kemasukkan
接納	kemasukan
旗艦	flagship
惡意	hasad
惡意	kedengkian
渠道	saluran
敵軍	musuh
敵軍	musuhnya
旅館	hotel
旅館	hotel
旅館	hotels
動物園	zoo
精品	butik
本質	pati
本質	essence
本質	intipati
扭曲	twist
扭曲	pintal
扭曲	senget
扭曲	berbelit
扭曲	herotan
也許	mungkin
也許	maybe
村莊	kampung
約定	pakatan
週六	sabtu
週六	sat
預告	teaser
預告	trailer
預告	treler
節日	festival
節日	perayaan
節日	festival
節日	percutian
節日	holiday
節日	percutian
節日	bercuti
節日	cuti
地層	strata
地層	stratum
重疊	bertindih
重疊	penduaan
重疊	bertindih
重疊	bertindih
重疊	pertindihan
健身	senaman
健身	kecergasan
共產主義	komunis
共產主義	komunisme
候補	alternatif
守門員	goalkeeper
愛好者	pengkaji
愛好者	penggiat
傳承	legasi
傳承	warisan
史前	prasejarah
禮物	hadiah
禮物	hadiah
禮物	pemberian
禮物	anugerah
禮物	gift
里程碑	tonggak
虐待	mengaibkan
虐待	kesat
虐待	penderaan
虐待	penyalahgunaan
鋸	gergaji
鋸	saw
鋸	menggergaji
逆轉	songsang
逆轉	pembalikan
工藝	kraf
工藝	craft
工藝	kraf
描繪	depiction
聊	sembang
聊	bual
聊	chat
聊	bincang
聊	bercakap
門檻	ambang
門檻	ambang
商用	komersial
商用	komersil
先驅	bentara
先驅	perintis
先驅	pioneer
先驅	perintis
先知	oracle
先知	nabi
挑	pick
撤離	pemindahan
產物	product
產物	produk
凸	convex
法學	fiqh
美容	keindahan
美容	kecantikan
美容	beauty
克服	mengatasi
年表	kronologi
配件	aksesori
配件	aksesori
邁阿密	miami
寒冷	sejukkan
寒冷	sejuk
數學家	mathematician
靴	boot
靴	but
靴	boot
靴	but
靴	boots
晚會	gala
手冊	manual
隨時	anytime
整數	integer
瑞安	ryan
馬尼拉	manila
妖精	goblin
妖精	goblin
預防	pencegahan
表決	undilah
表決	undian
表決	undi
表決	mengundi
表決	undi
表決	mengundi
表決	pengundian
阿爾巴尼亞	albania
濫用	menyalahgunakan
濫用	penyalahgunaan
濫用	dirogol
濫用	disalahgunakan
濫用	didera
濫用	mengaibkan
濫用	kesat
濫用	penderaan
濫用	penyalahgunaan
濫用	hinaan
好萊塢	hollywood
汁	jus
汁	juice
小吃	kudapan
小吃	snek
海王星	neptune
犁	bajak
犁	bajak
黃昏	senja
黃昏	senja
地理位置	geografi
演變	evolusi
演變	evolution
航程	pelayaran
航程	voyage
航程	voyages
辣	spicy
辣	pedas
適當	bersesuaian
夾	kerat
夾	klip
夾	clip
某人	seseorang
某人	someone
階層	strata
貨車	lori
貨車	trak
貨車	van
熱情	keghairahan
熱情	nafsu
熱情	ghairah
境界	kerajaan
天天	everyday
手動	manual
星期三	rabu
評論家	kritikan
評論家	pengkritik
尿	pee
尿	kencing
尿	urine
尿	kencing
電源	tenaga
電源	power
電源	kuasa
大洋	taiyo
大洋	samudera
大洋	lautan
大洋	ocean
演說	pidato
演說	speech
演說	pertuturan
侯爵	marquess
德克薩斯州	texas
學員	kadet
學員	kadet
矮星	kerdil
可行性	viability
構想	konsep
主修	pengkhususan
主修	mejar
主修	major
支柱	pillar
帳戶	akaun
公國	kadipaten
東洋	toyo
曲棍球	hoki
靈感	inspired
靈感	diinspirasikan
靈感	diilhamkan
靈感	inspirasi
詮釋	tafsir
哲學家	philosophers
太田	ota
計算機	komputer
計算機	komputer
財政部	perbendaharaan
買賣	trading
買賣	sale
改正	pembetulan
可怕	menakutkan
刺客	pembunuh
刺客	pembunuh
手稿	manuskrip
手稿	naskah
手稿	manuskrip
手稿	naskhah
中川	nakagawa
櫻井	sakurai
外面	luar
外面	diluar
替換	pengganti
替換	penggantian
替換	geganti
純粹	tulen
純粹	murni
純粹	pure
創始人	pengasas
創始人	pengasas
精密	canggih
精密	kecanggihan
精密	ketepatan
精密	kepersisan
輕鬆	mudah
輕鬆	mudahnya
友情	persahabatan
友情	persahabatan
沙特	saudi
引述	petikan
引述	dipetik
引述	petikan
引述	kutip
引述	petikan
萬里	km
萬里	miles
萬里	mil
反正	pula
反正	anyway
反正	bagaimanapun
繼承人	pewaris
繼承人	waris
斤	kati
導航	navigasi
導航	navigator
導航	navigasi
導航	melayari
鵰	eagle
鵰	helang
退化	degeneration
退化	merosot
周日	ahad
周日	sunday
向下	down
向下	kebawah
領銜	headlining
佛羅里達州	florida
尼泊爾	nepal
國會議員	kongres
雙重	double
雙重	ganda
雙重	dual
吞	telan
捕捉	cekup
捕捉	tangkapan
捕捉	menangkap
捕捉	tawan
冶金	metalurgi
冶金	pelogaman
代數	algebra
代數	algebra
堀	hori
偶爾	sesekali
選項	opsyen
貴州	guizhou
部族	clan
部族	suku
部族	puak
部族	suku
部族	clans
部族	puak
部族	suku
折扣	discount
折扣	diskaun
折扣	offer
折扣	diskaun
折扣	diskaun
氣氛	atmosfera
氣氛	suasana
糧	dedak
反派	penjahat
反派	penjahat
召回	recall
頻繁	kerap
頻繁	kerap
保密	kerahsiaan
保密	dirahsiakan
保密	rahsia
保密	sulit
保密	kerahsiaan
姿態	postur
渡輪	feri
渡輪	ferry
渡輪	feri
財富	kekayaan
財富	keberuntungan
財富	fortune
財富	kekayaan
轉化	transformasi
轉化	perubahannya
分泌	perembesan
浪費	terbuang
浪費	buangan
浪費	membazir
蕉	banana
蕉	pisang
蕉	cheras
性感	sexy
性感	seksi
廢物	buangan
廢物	membazir
存取	dalat
存取	capaian
存取	diakses
存取	mengakses
存取	mengakses
初級	junior
初級	primer
初級	utama
香蕉	banana
香蕉	pisang
香蕉	pisang
迷宮	labirin
迷宮	berselirat
大乘	mahayana
度量	metrik
度量	sukatan
度量	ukur
度量	mengukur
度量	measurement
州長	gabenor
省略	omitting
省略	khilaf
驚人	amazing
驚人	mengkagumkan
振興	kebangkitan
伽利略	galileo
氦	helium
金沙	sands
利比亞	libya
畜牧	ternakan
鯨魚	paus
鯨魚	paus
告白	pengakuan
貪污	penyelewengan
難度	kesukaran
不列顛	britain
不列顛	britannia
攔截	memintas
海事	marin
海事	marine
海事	maritime
海事	maritim
最短	terpendek
減輕	meringankan
減輕	mitigation
視野	penglihatan
視野	visi
結尾	hujung
結尾	penghujung
結尾	penamat
結尾	pengakhiran
胸部	dada
胸部	payudara
二郎	jiro
破產	bankrap
破產	bankrupt
破產	bankrup
精神病	psikik
左側	kiri
業主	pemilik
業主	pemilik
業主	owners
業主	juragan
喜好	keutamaan
喜好	keutamaan
小泉	koizumi
纖維	fibre
纖維	gentian
纖維	serat
纖維	gentian
纖維	fiber
纖維	kain
海港	harbor
海港	pelabuhan
海港	pelabuhan
海港	harbour
海港	seaport
渴望	kerinduan
渴望	mengidam
渴望	merindu
矩陣	matrik
矩陣	matriks
矩陣	matrix
矩陣	matrik
攝影師	photographer
攝影師	jurugambar
攝影師	cameraman
攝影師	jurukamera
攝影師	jurugambar
挑選	pick
會談	bercakap
聖誕節	krismas
聖誕節	xmas
塔吉克	tajikistan
學歷	pendidikan
座標	menyelaras
座標	koordinat
急性	akut
扭	twist
扭	pintal
繩	tali
超音速	supersonik
特技	stunt
特技	akrobatik
特技	stunts
睡眠	tidur
效忠	kesetiaan
建構	bina
採購	procurement
採購	pembelian
採購	membeli
忘記	lupakan
忘記	lupa
懲罰	penalti
懲罰	denda
懲罰	hukuman
懲罰	azab
離職	pemisahan
離職	perpisahan
對比	perbandingan
對比	perbandingan
圍繞	sekeliling
圍繞	keliling
圍繞	disekeliling
圍繞	sekitar
光線	ringan
光線	cahaya
光線	light
信用	kredit
信用	kredit
重生	reborn
裁撤	abolition
詞典	kamus
詞典	kamus
申請者	pemohon
申請者	pemohon
自由主義	liberal
自由主義	liberalisme
缺點	kelemahan
缺點	cela
缺點	kekurangan
禮儀	etika
禮儀	adab
內建	dibina
農村	countryside
農村	pedalaman
報復	dendam
頂點	apex
頂點	verteks
多功能	multipurpose
覺醒	kebangkitan
例行	rutin
已婚	berkahwin
油田	oilfield
塑造	moulding
塑造	membentuk
交替	berselang
手臂	lengan
雙手	tangan
魔神	ajaibnya
魔神	magic
魔神	sihir
魔神	magik
極度	amat
極度	teramat
極度	ekstrem
極度	melampau
交出	surrender
交出	menyerah
獲取	dapatkan
屠殺	bantai
大邱	daegu
演習	latihan
演習	bersenam
演習	latihan
演習	senaman
演習	gerudi
巴拿馬	panama
攝氏	celcius
攝氏	celsius
匹配	perlawanan
匹配	padan
匹配	mancis
匹配	padanan
匹配	pemadanan
匹配	sepadan
匹配	mancis
匹配	padan
匹配	dipadankan
損害	kerosakan
力士	lux
電波	airwaves
出境	keluar
出境	berlepas
郊區	subbandar
郊區	setinggan
哈哈	haha
哈哈	lol
願望	keinginan
願望	kemahuan
願望	wish
願望	hajat
願望	keinginan
願望	wishes
阿拉伯人	arab
貧窮	kemiskinan
光滑	licin
光滑	licin
光滑	berkilat
君子	gentleman
君子	mithali
福井	fukui
遲	terlewat
遲	mendiang
遲	late
遲	lambat
遲	larut
詞語	perkataan
生物學	biologi
生物學	biologi
債務	hutang
債務	hutang
光芒	teja
光芒	bercahaya
光芒	berseri
塾	sook
俄語	rusia
穿梭	shuttle
按鈕	butang
按鈕	butang
陣線	front
陣線	depan
陣線	hadapan
分化	bahagikan
氨基	amino
週日	ahad
週日	sunday
跆拳道	taekwondo
跆拳道	taekwando
跆拳道	kickboxing
題目	topic
題目	topik
高知	kōchi
高知	kochi
忙	busy
忙	sibuk
半導體	semiconductors
評分	penarafan
評分	kadaran
評分	penarafan
評分	penilaian
評分	penarafan
評分	rating
評分	kadar
評分	rate
附件	lampiran
黃埔	whampoa
泡沫	buih
泡沫	gelembung
泡沫	foam
泡沫	buih
泡沫	bubble
泡沫	buih
泡沫	gelembung
狀元	sarjana
動員	menggembleng
動員	mobilisasi
倉庫	gudang
發電機	penjana
發電機	penjana
比喻	perumpamaan
比喻	bandingan
比喻	metafora
齋藤	saito
埋葬	pengebumiannya
埋葬	pengebumian
埋葬	dikebumikan
埋葬	terkubur
埋葬	berkubur
松鼠	tupai
松鼠	tupai
衫	baju
衫	kemeja
塵	dust
塵	debu
相撞	perlanggaran
相撞	berlanggar
多多	toto
臨床	clinical
繞道	lencongan
繞道	memintas
自願	sukarela
輸	lost
輸	kehilangan
輸	hilang
輸	kalah
林子	hutan
方形	persegi
方形	square
方形	segiempat
岡田	okada
猜想	dugaan
愛國	patriotik
祝福	blessing
祝福	restu
祝福	berkat
祝福	keberkatan
祝福	berkat
祝福	dirahmati
人類學	anthropological
陷阱	toreh
陷阱	perangkap
陷阱	trap
陷阱	jebak
陷阱	perangkap
倒數	countdown
編纂	kompilasi
遺傳	genetik
遺傳	genetik
雨水	hujan
干預	gangguan
干預	campur
崩潰	tergendala
崩潰	runtuhan
崩潰	runtuh
手球	handball
車票	tiket
車票	ticket
車票	tiket
射箭	memanah
牛頓	newton
糖尿病	diabetes
糖尿病	diabetes
訂購	memerintahkan
訂購	ditempah
訂購	tempahan
訂購	pesanan
訂購	susunan
訂購	tempah
訂購	order
鋁	aluminium
鋁	aluminium
謀殺	pembunuhan
師傅	sifu
師傅	master
探測器	pengesan
探測器	kuar
探測器	kuar
可靠性	kebolehpercayaan
托馬斯	thomas
壟斷	monopolies
壟斷	monopoli
變數	pembolehubah
變數	pembolehubah
切割	cutting
雙胞胎	kembar
雙胞胎	twin
雙胞胎	kembar
聰明	smart
語文	bahasa
語文	bahasa
法西斯	fasis
大主教	archbishop
有時候	terkadang
有時候	kadang
有時候	kadangkala
有時候	sometimes
曼哈頓	manhattan
植被	tumbuhan
老大	bos
老大	boss
解答	jawapan
同居	bersekedudukan
大象	gajah
大象	gajah
遊樂場	playground
閻	yan
回覆	reply
回覆	jawapan
回覆	balasan
衰變	pereputan
感應	vibe
感應	induksi
塑膠	plastik
塑膠	plastik
排斥	pengecualian
連鎖	jirah
連鎖	rantai
企鵝	penguin
企鵝	penguin
沙灘	beach
沙灘	pantai
沙灘	pantai
賓夕法尼亞	pennsylvania
騎師	joki
高棉	khmer
懸	penggantungan
懸	gantung
懸	hanging
頒布	promulgated
頒布	enakmen
浪潮	ombak
浪潮	lambai
浪潮	wave
浪潮	gelombang
盈利	profit
盈利	menguntungkan
過渡	peralihan
過渡	peralihan
傳教士	missionaries
表揚	pujian
表揚	puji
表揚	terpuji
每個人	everybody
每個人	semuanya
辜	koo
濕	basah
獲准	dibenarkan
摩西	musa
摩西	moses
網際網路	internet
遠藤	endo
戶外	outdoor
戶外	luaran
戶外	luaran
文憑	ijazah
文憑	diploma
文憑	diploma
氨基酸	amino
空缺	vacancy
空缺	vacancies
阻擋	penyekatan
阻擋	sekatan
阻擋	menyekat
巡邏	meronda
巡邏	rondaan
巡邏	patrol
巡邏	rondaan
巡邏	peronda
巡邏	meronda
睡	tidur
睡	tidur
睡	sleeping
溴	bromin
扭力	tork
蛋糕	cake
蛋糕	kek
蛋糕	cakes
蛋糕	kek
流出	outflow
沙巴	sabah
持股	shareholding
崇德	virgil
過期	expired
恐慌	panic
恐慌	panik
前輩	elder
前輩	sulung
海嘯	tsunami
海嘯	tsunami
旋風	ozon
旋風	siklon
旋風	taufan
殘疾	dilumpuhkan
殘疾	kecacatan
聖地牙哥	santiago
處決	pelakuan
處決	pelaksanaan
處決	pelakuan
自傳	autobiografi
自傳	biografi
哇	wow
病患	pesakit
病患	pesakitnya
病患	patient
病患	sabar
病患	pesakit
碳酸	karbonat
漁業	perikanan
漁業	fishery
漁業	pancing
漁業	memancing
硼	boron
命中	hits
命中	hit
命中	hit
命中	hentam
大野	ono
杜鵑	rhododendron
杜鵑	cuckoo
大理石	marble
大理石	marmar
撥款	peruntukan
炭	arang
炭	carbon
炭	karbon
特效	effect
特效	kesan
特效	kesan
疑問	syak
疑問	kemusykilan
疑問	ragu
步驟	step
步驟	langkah
步驟	langkah
步驟	steps
大洲	benua
大洲	benua
縮小	sempit
縮小	merapatkan
縮小	kecilkan
縮小	mengecilkan
縮小	mengecil
衡量	mengukur
衡量	measurement
衡量	sukatan
衡量	ukur
衡量	mengukur
內陸	pedalaman
電路	litar
電路	circuit
電路	litar
墓園	kuburan
墓園	perkuburan
間隔	sela
間隔	sela
間隔	penjarakan
海岸線	coast
擢	mew
詩歌	puisi
善良	kind
善良	kebaikannya
善良	kebaikan
流失	pusaran
流失	longkang
氧化物	oxides
氧化物	oksida
正方形	persegi
正方形	square
正方形	segiempat
保守派	conservatives
保守派	konservatif
判刑	dijatuhi
判刑	ayat
判刑	hukuman
判刑	kalimat
剪輯	menyunting
剪輯	editing
剪輯	suntingan
剪輯	penyuntingan
剪輯	kerat
剪輯	klip
剪輯	clip
分級	grading
複數	majmuk
複數	jamak
英勇	keberanian
氯化	klorida
印度教	hinduisme
印度教	hindu
會所	clubhouse
外貌	penampilan
外貌	kemunculan
外貌	rupa
短缺	kekurangan
傻	bodoh
傻	stupid
跳躍	jump
跳躍	lompat
跳躍	lompatan
跳躍	melompat
跳躍	lompat
跳躍	jumping
測驗	test
測驗	ujian
測驗	cubaan
測驗	percubaan
測驗	testing
測驗	kuiz
伯德	burung
峽谷	jurang
峽谷	canyon
峽谷	ngarai
飼養	pembiakan
飼養	breeding
飼養	membiak
吞吐量	throughput
