το	на
περιλαμβάνεται	вклучено
οργανισμοί	организации
οργανισμοί	организми
οργανισμοί	организации
διαπραγματεύσεις	преговори
διαπραγματεύσεις	преговарачки
διαπραγματεύσεις	преговори
διαπραγματεύσεις	преговарање
διαπραγματεύσεις	преговори
νεκροί	мртво
νεκροί	мртов
νεκροί	мртви
νεκροί	мртва
μεσογείου	медитерански
μεσογείου	медитеранска
ψηλά	високиот
ψηλά	висок
ψηλά	висока
ψηλά	хај
ψηλά	високо
ψηλά	high
επικράτεια	територија
εξωτερικά	однадвор
εξωτερικά	надворешен
εξωτερικά	надворешно
εξωτερικά	надворешни
εξωτερικά	надворешна
αναμέτρηση	конфронтација
επίδοση	изведба
επίδοση	перформанс
επίδοση	перформанси
επίδοση	настап
μύθο	мит
μύθο	басна
επώνυμο	презимето
επώνυμο	презиме
συστατικά	компоненти
συστατικά	состојки
κορέας	кореа
κορέας	кореја
πολιτιστικό	културни
πολιτιστικό	културен
πολιτιστικό	културно
πολιτιστικό	културна
ισλάμ	ислам
ισλάμ	исламот
ρωμαϊκό	римска
ρωμαϊκό	римски
ρωμαϊκό	римјанин
ρωμαϊκό	роман
ρωμαϊκό	римско
πεθαίνει	умира
πεθαίνει	умирањето
πεθαίνει	умира
πεθαίνει	умираат
πεθαίνει	умирање
γαλαξία	галаксијата
γαλαξία	галаксија
γαλαξία	galaxy
στέμμα	круна
ακριβής	прецизна
ακριβής	прецизен
ακριβής	прецизни
ακριβής	точна
ακριβής	прецизен
ακριβής	точен
ακριβής	прецизно
ακριβής	точна
ακριβής	точната
αίτημα	барањето
αίτημα	барање
πόλεμοι	војни
στρατιωτικά	воена
στρατιωτικά	војска
πλήρωμα	екипаж
πλήρωμα	екипа
διανομή	распределба
διανομή	дистрибуција
χώροι	просториите
χώροι	простории
χώροι	сајтови
χώροι	локалитети
χώροι	простори
σικάγο	чикаго
σικάγο	chicago
επιστολές	букви
επιστολές	писма
σταθερό	смирено
σταθερό	мирно
σταθερό	стабилно
σταθερό	стабилни
σταθερό	стабилен
σταθερό	стабилно
σταθερό	стабилна
σταθερό	поправени
σταθερό	фиксна
σταθερό	поправи
σταθερό	фиксен
αθλήματα	спортови
αθλήματα	спортски
αθλήματα	спорт
πλαγιές	падини
καταδικάστηκε	осудена
καταδικάστηκε	осуден
καταδικάστηκε	осудени
καταδικάστηκε	осудени
καταδικάστηκε	осуден
καταδικάστηκε	осуди
καταδικάστηκε	осудена
καταδικάστηκε	осудена
καταδικάστηκε	осуден
καταδικάστηκε	осуди
διαθέσιμο	достапно
διαθέσιμο	достапни
διαθέσιμο	достапен
διαθέσιμο	достапна
έθνος	нација
εμπρός	нанапред
εμπρός	напред
στενή	тесни
στενή	тесен
πολίτης	цивил
πολίτης	цивилен
πολίτης	граѓанин
παρέμβαση	мешање
παρέμβαση	интервенции
παρέμβαση	интервенција
ένοπλες	вооружена
ένοπλες	наоружан
ένοπλες	вооружени
ένοπλες	вооружен
λάδι	нафта
λάδι	масло
