और	and
एमरो	amro
लदान	loading
फेरबदल	shuffle
इरान	iran
क्लोन	clone
मैकमिलन	mcmillan
बुबेर	buber
कॉलिन	colin
तकनीशियन	technician
ड्रेसिंग	dressing
सजाने	decorating
सजाने	decorate
एक्टर	actor
टूटा	broken
फरहान	farhan
विडंबना	irony
कैंची	scissors
बोर्डिंग	boarding
ज्ञानमीमांसा	epistemology
वोल्गा	volga
आयलर	euler
बैरीमोर	barrymore
भाला	spear
आतिशबाजी	fireworks
एड्रियन	adrian
पाउलो	paulo
पाउलो	paolo
उबर	uber
पायस	pius
नस्लवाद	racism
गार्जियन	guardian
बैप्टिस्ट	baptiste
सुल्ताना	sultana
तहखाने	basement
नवीनीकृत	renew
नवीनीकृत	renewed
बागी	bgi
बागी	insurgent
चिमनी	chimney
गधा	ass
गधा	donkey
विद्रोहों	rebellions
खाका	layout
बेवर्ली	beverly
हेलीकाप्टर	helicopter
कसीनो	casinos
कसीनो	casino
भिन्नताएं	differences
निश्चेतक	anesthesiologist
उथले	shallow
एक्सेल	axel
हैम्बर्ग	hamburg
द्विपद	binomial
आवेदकों	applicants
डंडे	poles
बिस्मार्क	bismarck
रावी	ravi
विभाजक	splitter
विभाजक	separator
रिको	riko
वृत	circle
मोहल्ला	parish
आरसीए	rca
सेटिंग्स	settings
मिल्कशेक	milkshake
राजद्रोह	sedition
जांघ	thigh
ऊमेओ	umeå
बोया	sown
रिकवरी	recovery
एंटरप्राइज़	enterprise
बौछार	showers
कुर्द	kurdish
कोरस	choir
कोरस	chorus
लियोनार्डो	leonardo
ग्रिल	grill
विधानमंडल	legislature
कोष्ठक	parentheses
कोष्ठक	bracket
कोष्ठक	parenthesis
कोष्ठक	brackets
नालों	drains
शाकाहार	vegetarianism
शाकाहार	vegetarian
शाकाहार	veganism
गांधीनगर	gandhinagar
बुआई	sowing
पेप्सिको	pepsico
नियाग्रा	niagara
मार्कण्डेय	markandeya
कुंग	kung
उज्जवल	bright
तिरस्कार	disdain
प्यारी	lovely
शॉर्ट्स	shorts
दवाएँ	drugs
दवाएँ	pharmaceuticals
जिज्ञासु	curious
रोना	cry
रोना	crying
क्रोचे	croce
गुच्छे	bunches
चाबी	key
डन	dun
बीता	elapsed
खर	khar
पिंगल	tawny
बालन	balan
हेरात	herat
स्वेतलाना	svetlana
रैपिड	rapid
एनोरेक्सिया	anorexia
तश्तरी	saucer
मजबूरी	helplessness
मजबूरी	compulsion
विशालता	breadth
विशालता	greatness
विशालता	vastness
ओस्लो	oslo
आर्यावर्त	aryan
स्लीपर	sleeper
उपखंड	subsection
मार्जिन	margins
असुरक्षा	insecurity
असुरक्षा	insecurities
प्रमाणिक	authentic
प्लास्टर	plaster
उत्सुकता	eagerness
चबाने	chewing
लड़ता	fights
गजल	ghazal
उदासी	sadness
फीका	fade
अतिसार	diarrhea
स्कर्ट	skirt
स्कर्ट	skirts
बिच्छू	scorpion
मरीना	marina
चुंबन	kissing
चुंबन	kisses
चुंबन	kiss
मलबा	debris
चोरों	thieves
मिक्स	mix
बाबुल	babylon
पेनल्टी	penalty
सुलावेसी	sulawesi
तटरेखा	coastline
हताहत	casualties
मैल्कम	malcolm
बहि	exoskeleton
स्लिप	slip
देहाती	rustic
अयूब	ayub
पॉलिटिक्स	politics
चिहुआहुआ	chihuahua
स्टेविया	stevia
वीटॉन	vuitton
वृषण	testes
आयर्स	aires
चिंगारी	spark
हँसी	laughter
नन्दन	elysium
क्लारा	clara
यूराल	ural
साइट्स	sites
चमत्कारी	miraculous
एस्केप	esc
एस्केप	escape
बोलो	say
बोलो	lesbianism
बोलो	bolo
बोलो	speak
गोभी	cabbage
एरियल	ariel
सालो	years
फिंच	finch
पहलवी	pahlavi
भतीजी	niece
पांचवा	fifth
दृश्यमान	visible
स्टेप	step
सिस्टर	sis
सिस्टर	sister
जॉब	job
जॉब	jobs
संघनित्र	condenser
ग़ौर	reflect
तोता	parrot
वेंडी	wendy
जई	oats
मोचन	redemption
गोल्डमैन	goldman
पैरा	para
संवर्द्धन	enhancements
घटाया	reduced
सब्ज़ी	vegetable
सब्ज़ी	vegetables
आयो	ayo
केनरा	canara
प्रतिनिधिमंडल	delegation
फरीद	fareed
सिन	sin
स्क्रैबल	scrabble
अमानवीय	inhumane
अमानवीय	inhuman
आड़	barrage
वैक्यूम	vacuum
दंश	pang
मछलियां	fishes
सर्वशक्तिमान	almighty
व्यभिचार	adultery
व्यभिचार	fornication
व्यसन	addiction
फेलिक्स	felix
कुनलुन	kunlun
टैंकर	tanker
टैंकर	tankers
मानहानि	defamation
मानहानि	libel
कामरेड	comrades
बेनी	beni
बेनी	benny
ग्लूटामेट	glutamate
सन्नी	sonny
जेलों	prisons
सद्दाम	saddam
मियाँ	mian
कार्यविधि	procedure
पालिश	polish
नाथन	nathan
मसूड़ों	gums
रोगाणुओं	germs
शॉक	shock
मसीहा	messiah
एसीटेट	acetate
खरोंच	scratch
प्याले	bowls
मिलाना	mingle
विनम्रता	humility
अब्बासी	abbasi
अब्बासी	abbasid
किस्सा	anecdote
चतुष्कोण	quadrangle
न्यूक्लियर	nuclear
अर्बन	urban
लिखावट	handwriting
चारकोल	charcoal
जियो	geo
बाल्टी	bucket
माले	maldives
सत्यजीत	satyajit
ग्रेफाइट	graphite
मीडियम	medium
जेरोम	jerome
पैट	pat
रिचमंड	richmond
कुटी	kuti
वुल्फ	wolf
गतिरोध	stalemate
मिनिट	minute
गिबन	gibbon
हम्बोल्ट	humboldt
खली	khali
खोखला	hollow
दार	dar
अवस्ताई	avestan
शीना	sheena
सुल्तानों	sultans
अंजू	anju
संदूषण	contamination
बोई	boi
नाइटविश	nightwish
इक्वाडोर	ecuador
कॉर्नर	corner
गधे	donkeys
गधे	asshole
रिज़ॉर्ट	resort
निर्गत	issued
नोटबुक	notebooks
नोटबुक	notebook
भाड़े	hacks
वाद्यों	instruments
प्लांक	planck
अदिश	scalar
एम्मा	emma
लैवेंडर	lavender
दस्तों	squads
मूली	radish
इंडिगो	indigo
इस्कॉन	iskcon
गड्ढों	pits
ब्रिक्स	brics
पेन्सिलवेनिया	pennsylvania
मीड	mead
प्रधानाचार्य	principal
इश्क़	ishq
एकान्त	solitary
झिल्लियों	membranes
रेमिंगटन	remington
खर्चा	costs
टिम्बालैंड	timbaland
सेल्टिक	celtic
क्रेता	purchaser
जोर्डन	jordan
एमिल	emil
रजिस्ट्रार	registrar
गूंज	echo
वसीय	fatty
बाधाएं	obstacles
आवेदक	applicant
ओवन	owen
ओवन	oven
लात	kick
प्रतिध्वनि	echo
मंत्रिपरिषद	council
मंत्रिपरिषद	cabinet
हबीब	habib
कर्टिस	curtis
खोदने	digging
सीमायें	borders
सिफर	cypher
असहज	uncomfortable
हताश	desperate
गोया	goya
विश्वकोष	britannica
जेनेरो	janeiro
जातिवाद	racist
जातिवाद	racism
बैट	bat
रोते	weep
हरकतों	antics
कार्प	carp
ठंढा	frosty
दूकान	shop
रगड़	rubbing
छवियाँ	images
छवियाँ	pictures
तोपखाने	artillery
तैरता	floating
स्वेज	suez
आँगन	courtyard
आँगन	patio
शिकायतें	complaints
स्टीरियो	stereo
मंगला	mangala
ब्लैकबर्न	blackburn
सहर	sahar
पीटा	beaten
मापदण्ड	criteria
श्मशान	cremation
डिब्बा	box
