در	врата
لوزان	лозана
بینندگان	гледачи
بینندگان	гледачите
دلتای	делта
التهابی	воспалителни
التهابی	провокативна
زبانه	ливче
قرضه	долг
قرضه	задолжување
قرضه	долгови
تهوع	мачнина
تهوع	гадење
ناخن	шајка
ناخن	ноктот
ناخن	нокт
ناخن	клинец
ناخن	нокти
ناخن	шајки
ناخن	клинци
ناخن	нокти
خنجر	кама
خنجر	бодеж
هایدگر	хајдегер
بانکوک	бангкок
رویان	ембрион
کالیبر	калибар
هجدهمین	eighteenth
ماژور	мајорот
ماژور	мајор
خندق	ров
خندق	ровот
خندق	ров
خندق	ендек
مطیع	потчинет
مطیع	послушен
مطیع	послушни
خوابگاه	интернатот
خوابگاه	хостел
آنتیل	антили
متولی	доверител
شلاق	камшик
دایان	дајен
دایان	дијана
وجدان	совест
وجدان	совеста
خودمختاری	автономија
اتاوا	отава
سلین	селин
علایق	интереси
سکولاریسم	секуларизмот
غاز	гуска
غاز	гус
غاز	гуски
امکاناتی	бонуси
طعمه	плен
طعمه	мамка
طعمه	мамец
طعمه	мамци
نای	душникот
نای	нај
آسا	asa
صداقت	искреност
صداقت	чесност
صداقت	искреноста
صداقت	искреност
صداقت	искреноста
تعهدات	обврски
رومانتیک	романтична
رومانتیک	романтика
رومانتیک	романтичен
رومانتیک	романтично
غیرمجاز	неовластено
جزر	плима
جزر	плимата
ابریشمی	силк
ابریشمی	свила
سکوهای	платформи
جانورشناسی	зоологија
سنگسار	камени
سنگسار	камен
سنگسار	стон
سنگسار	каменување
آتیلا	атила
هگل	хегел
سازش	населба
سازش	компромис
سازش	сместување
نیکسون	никсон
مرداب	мочуриште
مرداب	лагуна
مرداب	марш
چتر	падобран
چتر	падобранот
چتر	чадор
تاشکند	ташкент
نیکوزیا	никозија
عزیزم	драги
عزیزم	мила
عزیزم	драга
عزیزم	мили
عزیزم	бебе
عزیزم	орце
عزیزم	душичка
عزیزم	срце
عزیزم	мила
عزیزم	мед
عزیزم	душо
مؤسسان	основачи
مؤسسان	основачите
استعماری	колонијална
ادویه	зачини
ادویه	зачин
فدریکو	федерико
سروتونین	серотонин
هد	главата
هد	глава
مومیایی	мумии
ماکسیم	максим
ترومن	труман
استنتاج	дедукција
چاپخانه	публикација
چاپخانه	публикацијата
گناهان	гревовите
گناهان	гревови
جادوی	магија
سفارشی	сопствено
سفارشی	сопствени
کلیپ	клип
ناراضی	незадоволна
ناراضی	незадоволни
ناراضی	незадоволни
ناراضی	незадоволна
دوج	доџ
هارپر	харпер
متد	методот
متد	метод
متد	метода
روشنفکر	интелектуален
روشنفکر	интелектуалец
روشنفکر	интелектуална
روشنفکر	интелектуално
پدرخوانده	кум
محصولاتی	производи
محصولاتی	продукти
زامبی	зомбиња
زامبی	зомби
شفق	самракот
شفق	самрак
هاوک	крик
هاوک	сокол
اوان	еван
اوان	аван
شاهدان	сведоци
شاهدان	очевидци
شاهدان	сведоците
فریدمن	фридман
مصریان	египќани
مصریان	египќаните
مصریان	египјаните
نیوفاندلند	њуфаундленд
مسیریابی	routing
حسادت	љубоморен
حسادت	љубоморни
حسادت	љубоморна
حسادت	љубомора
زمانهای	пати
معمای	мистерија
معمای	сложувалка
معمای	загатка
معمای	дилема
زوم	zoom
گرانیت	гранит
رویترز	ројтерс
مثلثی	триаголен
باندی	банди
کامپانیا	кампанија
حکیمی	мудар
حکیمی	мудри
حکیمی	мудро
حکیمی	мудра
تبتی	тибетска
دلی	дели
ادل	адел
ادل	адела
ژرمنی	германските
کلاین	klein
کلاین	клајн
مفرد	еднина
شیلد	штит
بازرسان	инспектори
بازرسان	инспекторите
بازرسان	инспектори
بلندای	сат
بلندای	седна
بلندای	седел
بلندای	седеше
سهمی	парабола
یونیون	синдикат
یونیون	унија
یونیون	union
منقار	клун
داوکینز	докинс
فرمودند	искажано
فرمودند	изрази
فرمودند	изразено
فرمودند	изразена
فرمودند	изразил
تولدو	толедо
تلاقی	сливот
تلاقی	раскрсница
ساق	нога
بلبل	славејче
بلبل	славеј
راههای	начини
راههای	патеки
ارسالی	пренослива
ارسالی	испратени
ارسالی	испрати
ارسالی	испратено
ارسالی	испратена
ارسالی	пратен
ارسالی	испратен
مونیکا	моника
کامی	камил
برانگیخته	воскресна
معتمد	доверлив
معتمد	верува
هدفی	намена
چکش	чекан
چکش	хамер
گالن	гален
گالن	галена
گالن	литри
سوزا	соуза
سانچز	санчез
سانچز	санчез
بلدرچین	препелица
بورن	борн
