les	os
existent	existir
existent	existirem
picardie	picardia
picardie	picardia
porto	porto
bourbon	bourbon
difficulté	dificuldade
difficulté	dificuldades
désignations	denominações
désignations	designações
franz	franz
ombre	sombras
ombre	sombra
ombre	sombras
ombre	sombra
ombre	shadow
ombre	ombre
maritimes	marítimo
maritimes	maritime
maritimes	marítima
cousin	primo
cousin	prima
cousin	primo
équipements	equipamentos
équipements	equipamento
équipements	equipamentos
équipements	facilidades
équipements	instalações
vapeur	vapor
vapeur	steam
vapeur	vapores
vapeur	vapor
interview	entrevista
bay	baia
bay	baía
bay	bay
colonnes	colunas
colonnes	coluna
colonnes	colunas
pôle	pólo
pôle	pole
pôle	polo
pôle	poste
pôle	varão
républicain	republicana
républicain	republicanos
républicain	republicano
attribué	atribuídos
attribué	atribuído
attribué	atribuída
attribué	atribuídas
attribué	atribuídos
attribué	atribuído
attribué	atribuídas
attribué	atribuídos
attribué	atribuído
attribué	atribuída
attribué	atribuídas
attribué	premiado
attribué	concedido
choisit	escolheu
choisit	escolhi
choisit	escolhe
choisit	selecciona
rédacteur	escritora
rédacteur	escritor
rédacteur	editor
rédacteur	editora
stanley	stanley
muet	silêncio
muet	silencioso
muet	silent
muet	muda
muet	mudo
muet	mudos
historiens	historiadores
pétersbourg	pétersbourg
pétersbourg	petersburgo
couvre	tampas
couvre	covers
couvre	abrange
couvre	coberturas
couvre	capas
garçon	garoto
garçon	boy
garçon	moço
garçon	rapaz
garçon	menino
garçon	garçon
garçon	garçom
garçon	empregado
western	ocidental
western	ocidentais
western	western
western	oeste
vérifier	verificar
vérifier	verifique
vérifier	verificar
vérifier	verifique
vérifier	confira
vérifier	verificação
proposer	proponho
proposer	propor
proposer	propõe
proposer	propor
proposer	propondo
proposer	sugere
proposer	sugerir
proposer	sugira
transmission	transmissão
soldat	soldado
avons	avons
présentée	apresentado
présentée	apresentadas
présentée	apresentados
canadiens	canadiano
canadiens	canadense
canadiens	canadenses
canadiens	canadian
canadiens	canadenses
canadiens	canadianos
jersey	jersey
sénégal	senegal
option	opção
pluie	chuva
pluie	chover
pluie	rain
commentaires	opiniões
commentaires	opinião
commentaires	feedback
commentaires	comentários
commentaires	comentário
commentaires	comentar
commentaires	comenta
commentaires	comentários
commentaires	observações
fpu	fpu
turin	torino
turin	turim
turin	turim
poitou	poitou
touche	touche
touche	chave
touche	tecla
touche	chaves
touche	key
touche	touch
touche	toques
touche	toque
évoque	evoca
automatique	auto
automatique	automático
automatique	automáticos
automatique	automático
automatique	automática
automatique	automáticas
compétences	competências
compétences	skills
compétences	habilidades
compétences	aptidões
compétences	competências
compétences	especialização
compétences	habilidade
compétences	perícia
compétences	habilidades
compétences	competências
extrêmement	extremamente
neveu	sobrinho
neveu	neveu
mohamed	mohamed
hubert	humberto
hubert	hubert
commerciale	comerciais
commerciale	comercial
cinquante	cinquenta
cinquante	cinqüenta
cinquante	fifty
éventuellement	possivelmente
éventuellement	opcionalmente
éventuellement	eventualmente
publicité	publicidade
publicité	publicidade
publicité	anúncio
publicité	propaganda
publicité	publicidade
souverain	governante
souverain	régua
souverain	soberano
souverain	soberana
souverain	soberanos
associés	associada
associés	associado
associés	associados
associés	associar
associés	sócios
associés	associados
associés	associadas
chargée	carregadas
chargée	carregada
chargée	carregados
chargée	carregado
chronique	crônica
chronique	chronicle
chronique	crónica
chronique	colunas
chronique	coluna
chronique	crónicas
chronique	crônica
chronique	crónica
chronique	crônicas
charte	charter
imposer	impondo
imposer	impor
imposer	imponha
imposer	impor
imposer	imposição
renault	renault
arrivé	chegou
arrivé	chegaram
arrivé	cheguei
préface	prefácio
préface	preâmbulo
préface	prefácio
échecs	xadrez
échecs	chess
frais	frescas
frais	fresh
frais	frescos
frais	fresco
frais	taxas
frais	honorários
frais	gastos
frais	despesas
traite	ordenha
traite	tráfico
pérou	perú
pérou	peru
bac	ccb
bloqué	bloqueada
bloqué	bloqueados
bloqué	bloqueou
bloqué	bloqueado
judiciaire	judiciário
judiciaire	judiciária
judiciaire	judicial
judiciaire	judiciário
judiciaire	magistratura
palette	palete
palette	paleta
indépendante	independent
indépendante	independentes
indépendante	independente
tramway	eléctrico
tramway	bonde
tramway	eléctricos
peintres	pintores
élisabeth	élisabeth
élisabeth	isabel
élisabeth	elizabeth
élisabeth	elisabeth
amiens	amiens
louvre	louvre
troubles	perturbações
troubles	problemas
troubles	agitação
marco	marco
marco	marcos
lès	lès
offensive	ofensivos
offensive	ofensivo
offensive	ofensiva
offensive	ofensivas
amie	amigo
amie	amiga
alias	alias
alias	pseudónimo
alias	aka
alias	pseudónimos
alias	apelidos
alias	alcunhas
concentration	concentração
intention	intenções
intention	intenção
intention	intenções
intention	intento
intention	intenção
nombres	numeros
nombres	números
précision	precisão
précision	exactidão
précision	rigor
précision	precisão
précision	exatidão
passagers	passageiros
passagers	passageira
passagers	passageiros
passagers	passageiro
degré	graus
degré	licenciatura
degré	grau
degré	graus
puissant	poderosas
puissant	poderosa
puissant	poderoso
puissant	poderosos
espagnols	espanhóis
espagnols	castelhano
espagnols	espanhola
espagnols	espanhóis
espagnols	espanhol
correspondance	correspondência
correspondance	correspondências
correspondance	correspondentes
correspondance	correspondência
correspondance	match
hamilton	hamilton
partiellement	parcialmente
partiellement	parcial
partiellement	parciais
partiellement	parcialmente
tim	tim
organismes	organizações
organismes	organismos
organismes	agências
sauver	salvar
sauver	salva
sauver	save
sauver	salve
sauver	guardar
sauver	salvando
sauver	salvar
sauver	poupança
juniors	juniors
juniors	juniores
juniors	júnior
juniors	junior
visage	faciais
visage	facial
visage	cara
visage	carinha
visage	rosto
visage	face
possibles	possivel
possibles	possíveis
possibles	possível
provoque	provoca
future	futuro
future	future
future	futuras
future	futuros
future	futura
danois	dinamarquesa
danois	dinamarqueses
danois	dinamarquês
danois	dane
danois	dinamarqueses
montrer	mostra
montrer	espetáculo
montrer	mostrar
montrer	show
conférences	conferencia
conférences	conferência
conférences	palestras
conférences	conferências
paramètres	parâmetros
paramètres	configurações
paramètres	configuração
paramètres	definições
réflexion	reflexão
réflexion	reflexo
philadelphie	philly
philadelphie	filadélfia
philadelphie	filadélfia
philadelphie	philadelphia
prononciation	pronúncia
actualité	novidades
actualité	noticias
actualité	notícia
actualité	notícias
aube	aube
aube	dawn
aube	alvorada
aube	madrugada
aube	amanhecer
logements	alojamento
mariée	noiva
mariée	casou
mariée	casada
mariée	casado
mariée	casados
meuse	meuse
billy	billy
répertoire	pasta
répertoire	directório
répertoire	diretório
suffisamment	suficientemente
suffisamment	suficiente
suffisamment	chega
suffisamment	suficiente
suffisamment	suficientes
écrivains	roteiristas
écrivains	escritores
admissibilité	elegibilidade
admissibilité	admissibilidade
poser	pose
poser	posar
poser	posar
traditionnel	tradicional
traditionnel	tradicionais
lacs	lagos
suprême	supremo
suprême	suprema
musulmans	muçulmano
musulmans	muçulmanos
musulmans	muçulmanas
musulmans	muçulmana
musulmans	muçulmanos
ain	ain
autorisation	autorização
autorisation	autorizações
autorisation	autorização
autorisation	permissão
échanges	trocas
échanges	intercâmbios
échanges	intercâmbio
procédé	processo
sexe	género
sexe	gênero
sexe	sexo
sexe	sex
sexe	sexo
séjour	ficar
séjour	fica
séjour	stay
séjour	fique
installations	facilidades
installations	instalações
installations	instalações
andy	andy
travailleurs	trabalhadores
travailleurs	operários
travailleurs	trabalhadoras
norme	norma
norme	norm
norme	estandarte
norme	norma
norme	padrão
norme	standard
appareils	câmeras
appareils	câmaras
appareils	dispositivos
appareils	aparelhos
gordon	gordon
ordinateur	computador
graphique	gráfico
graphique	grafo
graphique	gráfica
graphique	gráfico
graphique	gráficos
graphique	tabela
graphique	gráfico
graphique	gráficos
repose	repouso
repose	descansa
repose	resto
repose	descansar
repose	descanse
repose	descanso
ligues	ligas
ligues	léguas
nick	nick
surprise	surpresa
surprise	surpreenda
surprise	surpreendida
surprise	surpresa
surprise	surpresos
surprise	surpreendido
surprise	surpreso
juif	judeu
juif	judaica
juif	judeus
juif	judia
juif	judeu
juif	judaico
juif	juif
efficace	eficiente
efficace	eficientes
efficace	efectivo
efficace	eficazes
efficace	efetivo
efficace	eficaz
bulgarie	bulgaria
bulgarie	bulgária
grecs	gregos
grecs	grega
grecs	grécia
grecs	gregos
grecs	grego
séparation	separação
perdre	perder
perdre	perdendo
perdre	perder
perdre	perca
perdre	percam
perdre	perde
puy	puy
contes	contos
contes	tales
longs	longa
longs	longos
longs	longo
longs	comprido
longs	long
votes	votações
votes	votação
votes	votos
votes	vota
tibet	tibete
spectateurs	espectadores
spectateurs	espectadores
spectateurs	visualizadores
spectateurs	telespectadores
supplémentaires	adicional
supplémentaires	adicionais
supplémentaires	figurante
supplémentaires	extra
financière	financeiro
financière	financeira
relie	conecta
parfaitement	perfeitamente
favorable	favoráveis
favorable	favorável
favorable	favoráveis
favorable	favorável
baroque	barroca
baroque	barroco
secteurs	setores
secteurs	sectores
pavillon	pavillon
pavillon	pavilhão
pavillon	bandeira
pavillon	pavilhão
will	will
will	vontade
tournois	torneios
tournois	torneio
tournois	torneios
gagné	ganhou
gagné	merecido
gagné	ganhado
gagné	gagné
gagné	venceu
gagné	won
gagné	ganhou
gagné	ganhado
retirer	retire
retirer	retirar
retirer	remova
retirer	remover
retirer	eliminar
ateliers	workshop
ateliers	oficina
ateliers	ateliê
ateliers	oficinas
ateliers	workshops
ateliers	seminários
distinction	distinção
xviiie	xviiie
xviiie	eighteenth
den	den
four	forno
four	fornalha
four	forno
four	forno
garder	mantenha
garder	continue
garder	continuem
garder	manter
venezuela	venezuela
triple	tripla
triple	triplo
triple	triple
triple	triplicar
eure	eure
vécu	viveu
vécu	vivi
vécu	morava
vécu	vivia
vécu	vivido
autel	altar
autel	santuário
manoir	mansão
manoir	manoir
continuer	continue
continuer	continuem
continuer	continuar
continuer	continua
continuer	continuar
continuer	continuando
fournir	fornecer
fournir	forneça
fournir	providenciar
fournir	proporcionar
propriétaires	proprietários
propriétaires	donos
propriétaires	proprietários
efforts	esforços
créés	criadas
créés	criada
créés	criado
créés	criados
créés	criou
roussillon	roussillon
influencé	influenciou
influencé	influenciada
influencé	influenciado
influencé	influenciados
vacances	feriados
vacances	férias
vacances	feriado
vacances	férias
treize	treize
treize	treze
treize	thirteen
démographique	demográfica
démographique	demográfico
démographique	demográficas
exclusivement	exclusivamente
plat	prato
azur	azure
azur	azur
reconstruction	reconstrução
reconstruction	reconstruir
reconstruction	reconstrução
columbia	colúmbia
columbia	columbia
columbia	colômbia
bons	boa
bons	bom
bons	vales
choisir	escolhendo
choisir	escolher
choisir	escolhe
choisir	escolha
choisir	escolher
choisir	selecionar
choisir	seleciona
choisir	seleccionar
choisir	selecione
administrateurs	diretores
administrateurs	realizadores
administrateurs	directores
administrateurs	administradores
administrateurs	administradores
administrateurs	curadores
rarement	raramente
rarement	raramente
reliant	conectando
reliant	conexão
reliant	reliant
spécialisée	especializados
spécialisée	especializado
spécialisée	especializada
spécialisée	especializados
spécialisée	especializado
spécialisée	especializada
global	global
global	globais
bruce	bruce
consensus	consenso
consensus	consensos
troupe	trupe
troupe	tropa
sauvage	selvagem
sauvage	wild
sauvage	selvagens
sauvage	selvagem
sauvage	savage
sauvage	selvagens
consulté	acedido
consulté	acessado
consulté	consultado
consulté	consultada
consulté	consultados
consulté	consultou
clip	clip
clip	clipe
optique	óptica
optique	óptico
optique	ópticos
optique	ótica
optique	óptica
optique	ótica
optique	óptico
fantastique	fantásticas
fantastique	fantástica
fantastique	fantástico
accéder	acessar
accéder	acessos
accéder	acesso
occidental	ocidental
occidental	ocidentais
occidental	western
occidental	oeste
navigation	navegar
navigation	navegando
navigation	navegação
augmenter	aumente
augmenter	aumentem
augmenter	aumento
augmenter	aumentar
augmenter	aumenta
instant	momento
instant	instante
instant	instantânea
instant	instantâneo
instant	instantâneos
synthèse	síntese
pourraient	poderiam
pourraient	podia
pourraient	poderia
pourraient	podiam
voyages	viajar
voyages	viagem
voyages	viaje
voyages	viagens
voyages	viaja
voyages	viagens
phare	farol
surveillance	acompanhamento
surveillance	monitorização
surveillance	monitoramento
surveillance	supervisão
surveillance	vigilância
initial	inicial
initial	iniciais
déplacement	deslocação
déplacement	deslocamento
différente	diferente
différente	diferentes
prieuré	priorado
revenus	receitas
revenus	receita
revenus	receitas
revenus	renda
revenus	rendimento
revenus	receitas
revenus	proveitos
revenus	rendimentos
désert	desertas
désert	deserta
désert	deserto
désert	desert
désert	desertos
musiques	music
musiques	música
musiques	musica
musiques	músicas
naturels	naturais
naturels	natural
ibn	ibn
nam	nam
enseignant	professora
enseignant	professor
enseignant	professoras
enseignant	professores
signes	sinalização
signes	sinais
signes	signos
bourse	bolsa
territoriale	territorial
territoriale	territoriais
pedro	pedro
dépôt	repositório
dépôt	deposito
dépôt	depósito
dépôt	depositar
exactement	exatamente
exactement	exactamente
exactement	exatos
exactement	exato
exactement	exata
exactement	exatas
marquée	marcadas
marquée	marcou
marquée	marcados
marquée	marcado
marquée	marcada
hollywood	hollywood
tunis	tunes
presses	prensas
prusse	prússia
prusse	prussiano
