το	the
ανακοινώθηκαν	najavio
ανακοινώθηκαν	objavio
ανακοινώθηκαν	objavili
ιουδαία	judeja
ουίλσον	wilson
σιάτλ	seattle
μαξίμ	maxime
μαξίμ	maksim
αρθρίτιδα	artritis
μπρίστολ	bristol
πασκάλ	pascal
ινδοί	indijci
ινδοί	indijanci
νεώτερος	mlađi
χοπ	hop
κοινοπραξία	konzorcij
κέιπ	rt
υποβλήθηκε	podnijela
γκρέις	grace
πόρος	resurs
πυγμαχία	boks
φλέμινγκ	fleming
μονοπώλιο	monopol
πληκτρολόγιο	tastatura
στάθμευσης	parking
εθνικισμού	nacionalizam
υποψήφιους	kandidata
συμπαγής	compact
συμπαγής	čvrsto
συμπαγής	čvrste
αυστηρό	stroga
αυστηρό	stroge
μηδενικό	nula
πωλούνται	prodala
πωλούνται	prodat
πωλούνται	prodao
διασύνδεση	interfejs
συλλέκτης	kolektor
ιγνάτιος	ignatius
ιορδανίας	jordanske
διάδρομος	pisti
διάδρομος	prolaza
διάδρομος	koridor
διάδρομος	treadmill
μαρτινίκα	martinika
καλαμπόκι	kukuruz
καλαμπόκι	kukuruza
μετάλλαξη	mutacija
πέρσι	percy
μορς	morseov
μορς	morse
σάτιρα	satira
πόντος	tačka
παγετώνες	glečeri
προκλήσεις	izazovi
προκλήσεις	izazove
ρήγμα	rupture
ρήγμα	proboj
ρήγμα	kršenje
δρομείς	trkača
τοξικότητα	toksičnost
κατηγορώντας	optuživši
κατηγορώντας	optužujući
φωσφόρου	fosfor
τερέζα	teresa
τερέζα	tereza
τερέζα	terezija
αδερφές	sestre
υποφέρει	pati
ζωολογία	zoologija
γκράντε	grande
αποφασιστικά	odlučno
ληστεία	pljačka
ληστεία	pljačke
άνθος	behar
άνθος	cvijet
υπεροξείδιο	peroksid
προσανατολισμός	uputa
προσανατολισμός	orijentacija
όσμπορν	osborne
όσμπορν	osbourne
όσμπορν	osborn
αγωνιστή	agonist
νορβηγική	norveški
συμπαγή	compact
πιστό	odan
πιστό	lojalnih
πιστό	vjernike
πιστό	vjerna
πιστό	vjernici
περιβαλλοντική	okoliša
περιβαλλοντική	ekološke
ελιά	maslina
ελιά	mol
εργαστήρι	radionica
εργαστήρι	radionice
εργαστήρι	radionici
εργαστήρι	radionicu
μαυριτανία	mauritanije
ευαίσθητα	osjetljivih
ευαίσθητα	osjetljiv
νόλτε	nolte
μέριλαντ	maryland
έτοιμοι	spremno
έτοιμοι	spreman
έτοιμοι	spremni
άμμος	pesak
άμμος	pijeska
έρχαρτ	earhart
παρωδία	parodija
υπολογισμοί	proračunima
κορμός	torso
μιθριδάτης	mitridat
απόχρωση	hue
απόχρωση	nijansu
απόχρωση	hladu
απόχρωση	hlad
τραγουδούν	pjevaju
τραγουδούν	sing
τραγουδούν	pjevanje
σκανδιναβία	skandinaviji
σκάνδαλα	skandal
σκάνδαλα	skandala
σκάνδαλα	skandali
οίδημα	edem
υποδοχείς	receptor
υποδοχείς	receptore
υποδοχείς	receptora
υποδοχείς	receptori
βίκινγκ	viking
βίκινγκ	vikinzi
πιλότοι	piloti
πιλότοι	pilota
λου	lu
λου	lou
αναπηρία	disabled
αναπηρία	invalidnost
ενδύματα	odjeća
ισότοπο	izotop
λούνα	luna
νικολό	nicolo
γουόντερερς	wanderers
γάζα	gaze
γάζα	gazi
καλλιόπη	kaliopa
απορρόφησης	apsorpcije
ώμους	ramena
τζάκι	džeki
τζάκι	jackie
εδιμβούργο	edinburgu
ψυχολογικά	psihički
ψυχολογικά	psihološki
ψυχολογικά	psihološki
σφαιρικό	sferni
σαχάρα	sahara
αρτηρίες	arterije
άρθρωση	zajedničke
οικοσυστήματα	ekosistema
οικοσυστήματα	ekosisteme
επίγραμμα	epigram
δεκατρείς	trinaest
πρόσκρουση	utjecaj
πρόσκρουση	udar
πρόγονοι	preci
εσα	irr
εσα	ess
εσα	ees
ζωντανοί	živa
σκάι	sky
σκάι	nebo
ένζυμο	enzim
γλυκόζη	glukoza
προσομοίωση	simulacija
νίκολα	nikola
ενστάσεις	protivljenje
νεύρο	nervni
μίκαελ	mikael
κεντάκι	kentucky
πεκ	pek
φιλανθρωπικό	dobrotvorne
πυρομαχικά	municija
πυρομαχικά	municiju
πυρομαχικά	municije
πυρομαχικά	municije
πυρομαχικά	municiju
πυρομαχικά	municijom
πυρομαχικά	municije
πυρομαχικά	municiju
ρωτήσω	ask
ελονοσία	malarija
μαγνητικές	magnetno
μαγνητικές	magnetni
μαγνητικές	magnetne
μαγνητικές	magnetsko
κλασικές	klasike
μικροσκόπιο	mikroskop
βότανα	bilje
βότανα	bilja
τολστόι	tolstoj
γυαλιά	staklo
γυαλιά	naočale
δικτύωσης	umrežavanja
δικτύωσης	povezivanje
τοίχος	zid
στρασβούργο	strazburu
προίκα	miraz
προορισμούς	destinacije
πρέσβεις	ambasadori
λιπαρά	masne
κονσόλα	konzola
παλέτα	paleta
αρθρώσεις	zglobova
γκρίζο	gray
γκρίζο	siva
γκρίζο	sive
γκρίζο	sivi
γκρίζο	siva
τούμπα	tuba
ντρέικ	drake
θανατηφόρα	smrtonosna
θανατηφόρα	smrtonosno
θανατηφόρα	smrtonosne
θανατηφόρα	smrtonosnih
θανατηφόρα	smrtonosno
θανατηφόρα	fatalno
θανατηφόρα	kobna
ανθεκτικό	otporne
ληστές	banditi
σφαιρική	sferni
σύγκλητος	senat
ορόφους	kata
ορόφους	spratova
ούλριχ	ulrich
σιβηρίας	sibirski
βόγιατζερ	voyager
μωβ	ljubičasti
μπαρτ	bart
βιοχημεία	biohemija
μπιενάλε	bijenale
αποτρέπει	sprječava
αποτρέπει	sprečava
λίθοι	kamenova
λίθοι	kamenje
αποδεκτά	prihvatljivo
συμβολικά	simbolički
συμβολικά	simbolično
απλότητα	jednostavnost
ηλιακές	solarni
ηλιακές	sunčev
ηλιακές	solarne
εφόδια	zalihe
εφόδια	zaliha
εφόδια	opskrbljuje
εφόδια	namirnica
πουλήθηκε	prodala
πουλήθηκε	prodat
πουλήθηκε	prodao
λέιν	lane
εραστή	ljubavnik
εραστή	ljubavnici
εραστή	lover
πούλιτζερ	pulitzerova
νίτσε	nietzsche
αλλοιώσεις	lezije
πέλλα	pelli
ρεαλισμό	realizam
πιστόλι	pištolj
πιστόλι	pištolj
ανταμοιβή	nagrada
προφήτες	vjerovjesnicima
ικανοί	sposoban
ικανοί	sposobni
σάλτσα	sos
σάλτσα	dressing
ούγκο	ugo
εμβόλια	vakcina
εμβόλια	vakcine
υποσχέσεις	obećava
υποσχέσεις	obećanja
αρκάνσας	arkansas
κανονισμοί	propise
κανονισμοί	propisa
κανονισμοί	propisima
κανονισμοί	propisi
κρύα	hladno
αναγκαστική	primorala
αναγκαστική	prisiljeni
αναγκαστική	primorana
αναγκαστική	prisiljen
αναγκαστική	primoran
αναγκαστική	primorao
αραγονίας	aragón
οριακή	marginal
μπενίτο	benito
νότες	note
νότες	nota
ρουέν	rouen
προξενείο	konzulat
προξενείο	konzulata
υδραργύρου	merkur
ιπποκράτη	hipokrat
φιλί	poljubac
φιλί	kiss
τρανζίστορ	tranzistor
πεζό	pješački
πεζό	pješaka
πεζό	pješak
πεζό	peugeot
καλάθι	korpe
ερα	nra
ερα	azo
ερα	epa
επικοινωνούν	komunikaciju
βίκινγκς	vikinzi
περιβαλλοντικές	okoliša
περιβαλλοντικές	ekološke
χλωρίδας	flora
καταπίεση	represija
καταπίεση	represije
ταυτοποίηση	identifikacija
απειλείται	zaprijetio
σοσιαλιστών	socijaliste
σοσιαλιστών	socijalista
σοσιαλιστών	socijalistima
σερβικό	srpski
φράιμπουργκ	freiburg
γροιλανδία	grenland
μικ	mik
φοξ	lisica
φοξ	fox
δρομέας	kursor
ροντ	rod
δελχί	delhi
αναπληρωτή	zamjenik
κατηγορούμενος	optužio
κατηγορούμενος	optužen
κατηγορούμενος	optuženi
κατηγορούμενος	optuženi
κατηγορούμενος	okrivljeni
κατηγορούμενος	optuženik
κεφαλαία	kape
πατρίς	patrice
ανώνυμα	anonimno
ανώνυμα	anonimno
μισθό	plaće
μισθό	plate
μισθό	plaća
μεθανόλη	metanol
ανεπίσημο	nezvanični
ανεπίσημο	neformalne
ανεπίσημο	neformalni
μανίκια	rukavima
βελτιώθηκε	poboljšanje
βελτιώθηκε	poboljšan
ρικάρντο	riccardo
ρικάρντο	ricardo
σουαχίλι	svahili
διαγόρας	diagoras
σασί	šasije
αστεία	šala
γκρατς	graz
έκλειψη	pomračenje
αντικατοπτρίζει	odražava
λούβρο	louvre
λυδία	lydia
ερμιτάζ	hermitage
γκρέκο	grčko
κρίμα	srama
άλματα	skokova
άλματα	skakanje
πτυχή	aspektu
πτυχή	aspekt
καταλύτης	katalizator
κατορθώματα	postignuća
συστάσεις	preporuka
συστάσεις	preporuke
επικυρώθηκε	ratificirao
επικυρώθηκε	ratificirala
μαγνητικά	magnetno
μαγνητικά	magnetni
μαγνητικά	magnetne
μαγνητικά	magnetsko
ατατούρκ	ataturk
ατατούρκ	atatürk
φόντα	fonda
φέλιξ	felix
συμβατικό	konvencionalna
περσέα	perzej
ατμού	parni
ατμού	parna
μύκητες	gljive
μύκητες	gljivice
μετριέται	mjeri
κένεθ	kenneth
άφθονα	obilne
σκλάβους	robovi
σκλάβους	robova
επαναλαμβάνω	ponovi
ρουθ	ruth
σταφύλια	grožđe
γουέμπλεϊ	wembley
εμπνευσμένη	inspirisan
εμπνευσμένη	inspirisala
κλήσεις	poziva
βάλε	stavi
βάλε	stavila
βάλε	staviti
βάλε	stavio
βάλε	stavljen
γουόκερ	walker
ηρωική	herojska
κοξ	cox
σκυρόδεμα	beton
βιολογικές	biološke
βιολογικές	biološku
βιολογικές	biološki
βιολογικές	biološka
κήρυγμα	predavanje
προαύλιο	dvorište
προαύλιο	dvorištu
προαύλιο	dvorišta
μπλογκ	blog
γοητεία	šarma
δεκαοκτώ	osamnaest
ανύψωση	uzdizanje
ανύψωση	lift
ανύψωση	podići
ανύψωση	podigne
ανύψωση	dizanje
πούσκιν	puškin
πολυμέσων	multimedija
συμμαχίες	savezi
συγκατάθεση	saglasnost
αληθές	istina
αληθές	tačna
εγκυρότητα	validnost
βιτόρια	vittoria
αστροναύτες	astronauti
πλούσιοι	bogata
πλούσιοι	bogato
πλούσιοι	bogati
πλούσιοι	bogatim
πλούσιοι	bogat
πλούσιοι	bogati
σαρδηνία	sardinija
μπαχαρικά	začina
μπαχαρικά	začin
έκθεμα	izložba
ταξιδιώτες	putnici
ταξιδιώτες	putnike
ταξιδιώτες	putnici
μακρινό	udaljenim
μακρινό	udaljeni
μακρινό	udaljene
μακρινό	daleki
ενώσει	ujedini
αμφίβια	amfibijski
μήλα	jabuke
ντροπή	srama
στόουν	stone
στόουν	kamen
στόουν	kameno
στόουν	kameni
κάμψη	savijanje
σιέρρα	sierra
ερευνητή	istraživač
αλαντίν	aladina
αλαντίν	aladdin
αριστούργημα	remek
έιμι	amy
γέιλ	yale
κηδεμονία	staranje
κηδεμονία	pritvoru
αισχύλου	eshil
δαίμονες	demoni
επικύρωση	ratifikaciju
επικύρωση	ratifikacije
επικύρωση	ratifikacija
ζυγός	vaga
ουκρανοί	ukrajinci
μαύρους	crnci
ψηφιακές	digitalnu
ψηφιακές	digitalna
ψηφιακές	digitalne
ψηφιακές	digitalni
ψηφιακές	digitalnoj
κορύφωση	climax
κορύφωση	vrhunac
κορύφωση	peak
θέρμανσης	zagrijava
βετεράνος	veterana
βετεράνος	iskusni
καταιγίδες	oluje
μαλλί	vuna
συνυπάρχουν	suživot
μασαχουσέτη	massachusetts
γκρίζα	gray
γκρίζα	siva
γκρίζα	sive
γκρίζα	sivi
γκρίζα	siva
κλέφτης	kradljivac
απόσταξη	destilacija
κιουρί	curie
μάρκους	marcus
κλινικά	klinička
κλινικά	klinički
μπέικερ	baker
κοκ	coke
κοκ	kolu
κοκ	kok
κοκ	koch
έλεος	milosti
έλεος	milost
κοσσυφοπέδιο	kosovo
λάμα	lama
τσι	chi
προγόνους	preci
ανταποκριτής	dopisnik
μάρκες	brendove
μάρκες	brendova
μάρκες	cips
στατική	statike
οθόνες	posmatrači
οθόνες	posmatrača
μαρτύριο	mučenja
μαρτύριο	mučenju
μαρτύριο	mučenje
διαδικτυακά	online
αγαπημένα	favoriti
αγαπημένα	miljenika
αγαπημένα	omiljeni
αγαπημένα	miljenik
αγαπημένα	omiljeno
αγαπημένα	favoriti
ντομινίκ	dominic
ντομινίκ	dominique
μομφής	smjeni
γαλήνη	mira
γαλήνη	serenity
άμλετ	hamlet
πολεμιστή	ratnik
παρατεταμένη	dugotrajnih
άπειρη	beskonačno
μινσκ	minsk
εξαπλώνεται	širi
θετικός	pozitivna
θετικός	pozitivan
θετικός	pozitivne
θετικός	pozitivni
μπάρα	bar
καταλόγων	direktorija
χάραξη	graviranje
συγκριτική	komparativna
πυρομαχικών	municijom
πυρομαχικών	municije
πυρομαχικών	municiju
ευφράτη	eufrat
εορτασμός	slavio
εορτασμός	slavila
εορτασμός	proslava
εορτασμός	proslave
εορτασμός	slavlje
εορτασμός	proslavu
κηρύξει	proglasi
κηρύξει	proglasiti
μηχανικούς	inženjera
μηχανικούς	inženjeri
ντουμπάι	dubai
μίλι	mile
ιατροί	ljekari
ιατροί	doktori
ιατροί	ljekari
πίζα	pisa
μισθοφόρους	plaćenika
θόρυβο	buke
έμβρυο	embrion
έμβρυο	fetus
έμβρυο	fetus
έμβρυο	fetusa
σοφός	mudra
νότος	jug
πειθαρχία	discipline
διασφάλιση	osigurati
διασφάλιση	osigurali
διασφάλιση	osigura
δίχτυα	nets
λαγός	hare
λαγός	zec
ψαράδες	ribari
άρμστρονγκ	armstrong
αντιμέτωποι	suočen
επινόηση	izum
διανοητική	intelektualno
διανοητική	intelektualac
διανοητική	intelektualnu
καμπούλ	kabul
μάγων	magi
κυρ	sunce
απογοητευμένος	nezadovoljni
απογοητευμένος	nezadovoljna
