年	イヤー
匿名	匿名
四名	four
四名	フォー
陽光	太陽
陽光	sun
陽光	サンシャイン
陽光	日光
陽光	日差し
陽光	太陽光
陽光	日光
宗旨	目的
猜	推測
束	ビーム
渣	スラグ
現存	既存
行程	旅行
行程	トリップ
行程	旅程
拘捕	逮捕
拘捕	逮捕
鄉村	田舎
鄉村	村落
鄉村	村落
鄉村	ヴィレッジ
偉大	グレート
房間	部屋
房間	ルーム
房間	部屋
房間	ルーム
溪流	ストリーム
溪流	ストリーム
溪流	渓流
運算	運行
運算	作戦
運算	運営
運算	操作
運算	オペレーション
運算	コンピューティング
回收	リサイクル
回收	リサイクル
回收	回復
回收	リカバリ
回收	回収
卸任	送信
卸任	発信
有用	役に立つ
瘤	腫瘍
瘤	腫瘍
拉丁文	ラテン語
拉丁文	ラテン
收視率	評価
壩	ダム
情緒	感情
情緒	気分
情緒	ムード
情緒	感情
夫妻	カップル
夫妻	カップル
渤海	渤海
紗	毛糸
灌木	低木
甜	スウィート
甜	甘い
離子	イオン
離子	イオン
演講	レクチャー
演講	講義
演講	講演
演講	音声
演講	スピーチ
演講	講義
演講	教本
演講	講演
榴彈	手榴弾
榴彈	手榴弾
偽	疑似
百合	ユリ
百合	ユリ
百合	ユリ
百合	リリー
體制	制度
體制	施設
體制	機関
麥可	ミヒャエル
麥可	マイケル
參觀	訪問
淨	net
淨	ネット
用語	規約
用語	用語
網友	ネチズン
土星	土星
吉他手	ギタリスト
仁川	仁川
線路	直線
線路	ライン
挖掘	掘削
挖掘	発掘
挖掘	発掘
挖掘	掘る
槍械	銃器
槍械	火器
喉	咽喉
改組	再編
改組	更生
屏東	屏東
先進	上級
順序	オーダー
順序	注文
順序	シーケンス
護照	パスポート
護照	パスポート
護照	旅券
底特律	デトロイト
川崎	川崎
傳送	伝送
嵐	lan
條款	条項
條款	規約
條款	用語
管道	コンジット
管道	パイプライン
管道	パイプ
管道	パイプス
管道	パイプ
管道	配管
路徑	経路
路徑	小道
路徑	パス
路徑	パス
邏輯	論理
邏輯	論理
宗教信仰	宗教
新潟	新潟
墓地	墓地
墓地	墓地
墓地	墓所
墓地	墓場
範	バン
範	ヴァン
範	ファン
宮崎	宮崎
終身	生涯
終身	通算
變形	変形
變形	変換
變形	変換
變形	変形
歡樂	joy
歡樂	ジョイ
歡樂	喜び
笛	フルート
海報	ポスター
海報	ポスター
心臟	心臓
心臟	ハート
否認	拒否
否認	否定
否認	否定
珍妮	ジェニー
驅逐	除名
驅逐	退学
驅逐	送還
鳥類	鳥類
攜帶	運ぶ
攜帶	持ち込み
虛擬	バーチャル
虛擬	仮想
電機	モーター
圖案	パターン
童軍	スカウト
童軍	スカウト
昆蟲	昆虫
昆蟲	昆虫
摔角	レスリング
部件	ウィジェット
部件	パーツ
部件	部品
運動場	遊び場
運動場	スタジアム
卡洛斯	カルロス
男友	彼氏
男友	ボーイフレンド
許可	許可証
許可	許可
許可	ライセンス
許可	許可
許可	許諾
卡片	カード
卡片	カード
陝西	陝西省
歐元	ユーロ
胎	タイヤ
近似	近似
近似	おおよそ
人名	名前
人名	名称
熱門	人気
熱門	ポピュラー
熱門	top
熱門	上部
熱門	トップ
熱門	トレンド
崛起	上昇
中隊	戦隊
貨運	貨物
貨運	出荷
貨運	貨物
水泥	コンクリート
水泥	セメント
平壤	平壌
隊友	マテ
隊友	メイト
隊友	チームメイト
隊友	チームメイト
教皇	教皇
大使館	大使館
大使館	大使館
嘉義市	嘉義市
初始	イニシャル
初始	頭文字
財產	プロパティ
財產	財産
始終	常に
始終	いつも
支配	支配
米勒	ミラー
碎片	断片
碎片	フラグメント
碎片	破片
碎片	瓦礫
碎片	スプリンター
怪獸	野獣
怪獸	ビースト
怪獸	怪物
怪獸	モンスター
怪獸	怪獣
怒	怒り
怒	怒り
怒	レイジ
密集	濃密
密集	激しい
缺陷	欠陥
缺陷	瑕疵
缺陷	欠陥
流星	流星群
流星	メテオ
對稱	対称
對稱	対称
戲院	劇場
戲院	シアター
戲院	演劇
戲院	演劇
戲院	劇場
戲院	映画
戲院	シネマ
加密	暗号
加密	暗号
海盜	海賊
流程	フロー
流程	流れ
關東	関東
委內瑞拉	ベネズエラ
已故	故人
長野	長野
星球	惑星
謎	ミステリー
謎	パズル
謎	エニグマ
鎮壓	抑圧
伊斯蘭教	イスラム教
後備	バックアップ
男爵	男爵
長者	長老
保證	保証
保證	保証
保證	保証書
保證	保障
航海	セーリング
監視	監視
奈良	奈良
有線	有線
有線	wired
有線	電線
有線	ケーブル
梵	バン
梵	ヴァン
發射器	ランチャー
擴建	膨張
痛苦	苦しみ
痛苦	痛み
痛苦	疼痛
痛苦	ペイン
助攻	アシスト
數值	numeric
數值	バリュー
數值	価額
月亮	ムーン
司機	運転手
司機	運転手
司機	ドライバ
司機	ドライバー
滅亡	滅びる
叛亂	反乱
叛亂	反乱
梅爾	メル
碰撞	衝突
簽	サイン
簽	記号
簽	署名
契約	コンパクト
契約	証書
階級	階級
階級	クラス
圓形	サークル
圓形	円形
帳號	口座
帳號	アカウント
共計	合計
共計	合計
丘陵	ヒルズ
推測	投機
後面	後ろ
巴林	バーレーン
個體	個人
個體	個別
駁回	閉じる
動態	フィード
動態	記事
動態	ストーリー
動態	物語
動態	ダイナミック
動態	記事
動態	ストーリー
動態	アクティビティ
晉升	プロモーション
晉升	プロモーション
晉升	宣伝
大氣	大気
大氣	大気圏
大氣	雰囲気
釋出	釈放
釋出	リリース
預期	期待
預期	期待
預期	期待
流感	インフルエンザ
流感	インフルエンザ
劇院	劇場
劇院	シアター
劇院	演劇
劇院	演劇
劇院	劇場
費城	フィラデルフィア
鄒	チャウ
鄒	チャウチャウ
人格	ペルソナ
人格	個性
人格	人柄
人格	性格
人格	人格
人格	パーソナリティ
瘋狂	気狂い
瘋狂	狂気
瘋狂	クレイジー
瘋狂	狂気
綽號	愛称
綽號	ニックネーム
綽號	愛称
綽號	ニックネーム
幽默	ユーモア
幽默	ユーモア
實體	エンティティ
實體	エンティティ
實體	実体
異常	異常
異常	珍しい
異常	異常
口號	スローガン
口號	スローガン
翻新	リフォーム
翻新	リフォーム
繼任	承継
繼任	継承
繼任	引継ぎ
都城	キャピトル
元帥	元帥
頸	ネック
摩洛哥	モロッコ
頜	あご
獎章	メダル
獎章	メダル
獎章	メダル
楓	メープル
楓	カエデ
症狀	症状
症狀	徴候
兵庫	兵庫
清除	クリア
天橋	跨線橋
地表	表面
地表	曲面
學位	学位
光譜	スペクトル
景點	アトラクション
景點	光景
景點	アトラクション
適用	応募
適用	適用
業餘	アマチュア
業餘	アマチュア
鯊	サメ
肯尼迪	ケネディ
寬頻	broadband
魚雷	魚雷
魚雷	魚雷
模糊	あいまい
模糊	ファジー
模糊	曖昧
模糊	ぼかし
斯通	ストーン
盆	盆地
極限	制限
極限	リミット
極限	限界
極限	制限
極限	リミット
極限	限界
極限	エクストリーム
蜂	ビー
續集	続編
碗	ボウル
碗	ボウル
拼	呪文
拼	スペル
稍後	後で
級別	レベル
代表團	委任
代表團	委嘱
起訴	公訴
比分	スコア
比分	得点
挖	ディグ
挖	掘る
挖	掘る
集會	ラリー
區分	微分
區分	分化
區分	区別
燦	チャン
信心	信仰
信心	信念
信心	フェイス
信心	自信
信心	信頼
信心	自信
法文	フレンチ
法文	フランス語
明天	明日
明天	あした
集結	ラリー
杖	ロッド
先鋒	パイオニア
先鋒	ヴァンガード
動詞	動詞
動詞	動詞
足利	足利
體積	音量
體積	ボリューム
體積	体積
體積	サイズ
暗殺	暗殺
暗殺	暗殺
噴射	ジェット機
噴射	ジェット
招收	摂取
復仇	復讐
復仇	報復
復仇	復讐
復仇	リベンジ
燃燒	焼き
燃燒	火傷
燃燒	やけど
燃燒	burn
燃燒	燃える
燃燒	バーニング
感受	感じる
感受	feel
感受	フィール
感受	気分
感受	フィーリング
感受	気持ち
感受	感情
射程	範囲
射程	レンジ
追溯	回顧
魅力	カリスマ
魅力	チャーム
魅力	魅力
茄	ナス
茄	茄子
起義	蜂起
起義	反乱
兵團	連隊
培訓	トレーニング
培訓	講習
培訓	修行
培訓	訓練
培訓	研修
暴露	露出
暴露	照射
暴露	被曝
暴露	露出
培養	育成
消費者	消費者
消費者	消費者
生育	分娩
生育	出産
屍體	本文
屍體	身体
屍體	本体
屍體	ボディ
寸	インチ
時刻	moments
時刻	モーメント
時刻	moment
時刻	瞬間
時刻	モーメント
蝦	海老
蝦	エビ
蝦	シュリンプ
蝦	海老
專利	特許
專利	特許
田徑	アスレチックス
追蹤	トラック
追蹤	トレース
追蹤	トラッキング
售票	切符
售票	チケット
區別	区別
區別	差異
區別	違い
區別	差分
搞笑	面白い
村落	村落
村落	ヴィレッジ
發言人	スポークスマン
葡萄酒	ワイン
音樂劇	ミュージカル
樸	パーク
樸	公園
半徑	半径
半徑	radius
六個	シックス
六個	six
標籤	ラベル
標籤	タグ
標籤	タブ
標籤	タグ
標籤	ラベル
放大	ズーム
肝	レバー
肝	肝臓
日間	昼間
傳記	伝記
傳記	伝記
失望	がっかり
失望	がっかり
失望	失望
失望	がっかり
瑾	ジェーン
安迪	アンディ
辦公	事務局
辦公	事務所
辦公	オフィス
屬性	属性
屬性	プロパティ
屬性	財産
屬性	プロパティ
屬性	属性
屬性	属性
種植	播種
種植	栽培
氫	水素
豐田	豊田
豐田	トヨタ
名譽	名誉
名譽	評判
名譽	名誉
光子	光子
特點	特性
特點	特色
特點	特徴
特點	機能
特點	特徴
特點	特徴
特點	特性
磷	リン
品種	品種
品種	品種
書記	クラークス
書記	事務員
書記	書記官
書記	事務職
瑪莉	メアリ
瑪莉	メアリー
霜	フロスト
霜	クリーム
海豚	ドルフィン
海豚	イルカ
海豚	イルカ
紫色	パープル
電流	現在
特快	エクスプレス
特快	急行
遙	はるか
國外	海外
國外	海外
千克	キログラム
千克	キログラム
千克	キロ
密碼	コード
密碼	符号
密碼	パスワード
密碼	パスワード
帽子	帽子
帽子	ハット
帽子	帽子
普查	国勢調査
歌劇	opera
歌劇	オペラ
歌劇	オペラ
焦點	焦点
焦點	フォーカス
紀元	紀元
紀元	エポック
幸運	ラッキー
里斯本	リスボン
霍爾	ホール
資本	資本
資本	首都
資本	キャピタル
拓展	膨張
團結	統一
團結	連帯
三級	レベル
魔鬼	悪魔
獎勵	ボーナス
獎勵	報奨
獎勵	インセンティブ
獎勵	受賞
獎勵	表彰
獎勵	報酬
合唱團	合唱
合唱團	コーラス
國防	ディフェンス
國防	防御
國防	抗弁
國防	防衛
國防	ディフェンス
國防	防御
文書	計器
文書	道具
文書	楽器
容許	許容
容許	許可
意圖	意図
物件	オブジェクト
物件	オブジェクト
背後	後ろ
背叛	裏切り
培育	育成
培育	繁殖
培育	耕す
物流	物流
味道	味見
味道	味覚
味道	匂い
味道	におい
招募	求人
招募	募集
招募	リクルート
體驗	エクスペリエンス
體驗	エクスペリエンス
體驗	体験
體驗	経験
河內	ハノイ
總數	合計
裝飾	装飾
裝飾	デコレーション
裝飾	デコ
裝飾	装飾
裝飾	デコレーション
婚禮	ウェディング
婚禮	ウェディング
婚禮	結婚式
術語	用語
術語	規約
術語	用語
術語	用語
接待	レセプション
接待	披露宴
接待	受付
倒塌	崩壊
倒塌	たたむ
公理	公理
梅花	クラブ
梅花	スモモ
梅花	プラム
改寫	書き換え
改寫	書き直し
改寫	リライト
明日	明日
明日	あした
櫻花	さくら
王牌	エース
爪哇	java
縮短	短縮
縮短	短縮
縮短	ショートニング
上限	天井
上限	cap
上限	キャップ
上限	制限
上限	リミット
上限	限界
星期二	火曜日
研究者	研究者
研究者	研究員
研究者	研究者
水果	フルーツ
水果	果実
水果	果物
水果	フルーツ
水果	果実
水果	果物
補給	充電
指標	メトリック
指標	指標
指標	インジケータ
句子	宣告
句子	センテンス
句子	文章
麵包	パン
麵包	ブレッド
商務	商業
商務	コマース
商務	ビズ
商務	営業
商務	事業
商務	ビジネス
議長	スピーカー
議長	話し手
議長	議長
使徒	使徒
使徒	使徒
聖母	マドンナ
巴拉圭	パラグアイ
過往	過去
可愛	キュート
可愛	かわいい
可愛	可愛い
可愛	素敵
可愛	可愛らしい
可愛	愛らしい
兔子	うさぎ
兔子	バニー
兔子	ウサギ
兔子	うさぎ
超新星	超新星
大洋洲	ofc
大洋洲	オセアニア
較小	小さい
針	ニードル
丈	ジョー
蝙蝠	bat
蝙蝠	コウモリ
蝙蝠	バット
褐	褐色
褐	茶色
褐	ブラウン
綾	あや
綾	aya
或許	たぶん
或許	多分
或許	未定
煤炭	石炭
真空	バキューム
真空	真空
鬥士	ファイターズ
鬥士	ファイター
星空	stars
星空	スターズ
減弱	弱める
聶	nip
牡丹	牡丹
蔬菜	野菜
蔬菜	野菜
索引	索引
索引	インデックス
索引	索引
索引	インデックス
華麗	雄大
華麗	豪華
華麗	ゴージャス
木材	木材
木材	木製
木材	ウッド
木材	材木
木材	木材
唱歌	歌う
唱歌	sing
唱歌	歌う
正規	フォーマル
模特	モデル
模特	モデリング
放射性	放射線
放射性	放射
放射性	放射能
候選	候補者
候選	候補
埋	埋める
埋	埋葬
閃電	ライトニング
零件	パーツ
零件	部品
儀器	計器
儀器	道具
儀器	楽器
活塞	ピストン
抽象	抽象
魔術	トリック
魔術	magic
魔術	魔法
魔術	マジック
週一	月曜日
流動	フロー
流動	流れ
中斷	割り込み
中斷	休憩
中斷	ブレーク
中斷	区切り
連線	コネクト
連線	接続
電壓	電圧
奇蹟	奇跡
奇蹟	ミラクル
奇蹟	奇跡
煮	コック
煮	クック
煮	調理
煮	クッキング
煮	料理
煮	沸騰
煮	茹でる
煮	せつ
專屬	独占
相機	カメラ
相機	カメラ
土著	先住民
進化	進化
進化	evolution
聖誕	クリスマス
明亮	ブライト
明亮	明るい
幼稚園	幼稚園
起草	立案
巡航	クルーズ
巡航	クルージング
巡航	クルーズ
巧克力	チョコレート
熊本	熊本
將來	フューチャー
將來	未来
將來	将来
無敵	インヴィンシブル
體操	体操
瞳	ひとみ
瞳	hitomi
廟宇	寺院
講座	レクチャー
講座	講義
講座	講演
講座	講義
講座	教本
講座	講演
照明	照明
照明	イルミネーション
照明	照明
行銷	マーケティング
外籍	外国
海地	ハイチ
查詢	問い合わせ
查詢	問い合わせ
查詢	探究
查詢	照会
查詢	問い合わせ
語音	ボイス
語音	音声
語音	音声
語音	スピーチ
甲板	デッキ
甲板	甲板
甲板	デッキ
染色	染色
染色	しみ
染色	シミ
染色	染め
染色	染める
染色	染料
派系	派閥
話題	話題
話題	トピック
鎊	パウンド
鎊	ポンド
行業	業界
行業	産業
孤立	隔離
孤立	孤立
詞彙	語彙
售出	落札
飯	ご飯
飯	ライス
飯	食事
危害	害する
撥	ダイアル
撥	ダイヤル
肖像	肖像
肖像	ポートレート
肖像	縦長
憤怒	怒り
憤怒	怒り
憤怒	レイジ
旗幟	バナー
旗幟	横断幕
旗幟	フラグ
旗幟	国旗
旗幟	フラグ
旗幟	国旗
巡洋艦	巡洋艦
巡洋艦	巡洋艦
巡洋艦	クルーザー
