और	in
आर्मस्ट्रांग	armstrong
खासियत	usp
संघनन	kondenzacijo
बाइनरी	binarni
सतर्क	pozoren
नुक्सान	škoda
जगाने	prebudil
मानसिकता	miselnost
मानसिकता	naravnanost
क्लाइव	clive
ज़िम्बाब्वे	zimbabveju
काहिरा	kairu
पारगमन	tranzit
अमोनियम	amonijev
संवहन	konvekcijo
आर्सेनल	arsenal
मज़ाक	šala
मज़ाक	šalo
मज़ाक	hec
मिनोग	minogue
लाश	truplo
कोडेक	kodek
नाजी	nacist
नाजी	nacistični
विक्टोरियन	viktorijanski
कॉम्पैक्ट	kompakten
कीपर	varuh
कीपर	imetnik
गठिया	artritis
जागृति	prebujanje
रॉयटर्स	reuters
विभेद	diskriminacijo
विभेद	diskriminacija
नासिर	nasir
कबूतर	goloba
कबूतर	golob
क्लिंटन	clinton
डेवलपर	razvijalci
डेवलपर	razvijalec
किस्मत	srečo
किस्मत	sreče
किस्मत	sreča
मेघ	oblak
मेघ	cloud
बेकेट	becket
एरिक्सन	erickson
नाज़िल	razkril
नाज़िल	pokazala
नाज़िल	razkrili
नाज़िल	razkrita
नाज़िल	razkrila
कूच	marec
कूच	marca
कूच	pohod
परख	zagotovilo
उत्पात	vg
कॉरपोरेट	korporacija
कॉरपोरेट	podjetniški
इकबाल	iqbal
वाष्पीकरण	izhlapevanje
बूट	čevelj
बूट	škorenj
बूट	škornje
बूट	čevlji
बूट	škornji
नाइट्स	noči
ऐलिस	alica
ऐलिस	alice
क्षेत्राधिकार	pristojnost
क्षेत्राधिकार	pristojnosti
मोर्स	morse
इन्फ्लूएंजा	gripa
इन्फ्लूएंजा	gripi
इन्फ्लूएंजा	gripo
नेवी	mornariška
नेवी	mornariški
नेवी	mornarice
नेवी	mornarica
आदिल	adil
अंगुली	prst
औज़ार	orodje
औज़ार	orodja
औज़ार	orodje
औज़ार	znamenja
औज़ार	krti
औज़ार	naprave
औज़ार	naprav
औज़ार	pripomočki
कम्बोडिया	kambodži
अजंता	ajanta
नाली	odtok
नाली	ritem
ट्रैक्टर	traktor
चालकता	prevodnost
कारीगर	obrtnika
स्ट्राइकर	striker
पो	poe
बीटल्स	beatles
भावनाएं	emo
भावनाएं	občutki
भावनाएं	čustev
भावनाएं	čustva
भावनाएं	občutke
नीहारिका	meglica
नीहारिका	meglico
उदास	potrt
उदास	depresiven
उदास	depresivno
उदास	zamišljen
उदास	žalosten
उदास	žalostna
उदास	žalostno
मेष	aries
संबन्ध	razmerje
संबन्ध	zveza
हॉक	jastreb
हॉक	hawk
हॉक	sokol
बट	zadnjica
बट	rit
सुशोभित	krasilo
स्थानापन्न	nadomestek
योजनाएँ	načrte
योजनाएँ	načrti
समुद्रतट	plaža
समुद्रतट	plažo
समुद्रतट	obala
समुद्रतट	beach
समुद्रतट	plaže
समुद्रतट	morskih
समुद्रतट	marinec
समुद्रतट	marine
समुद्रतट	morsko
वारेन	warren
कलंक	stigme
पतंग	zmaja
पतंग	zmaj
इंजीनियर्स	inženirjev
इंजीनियर्स	inženirji
अभ्रक	mica
ओब्लास्त	oblast
खीर	puding
लाठी	roda
लाठी	rod
लाठी	blackjack
उठाई	izbral
डाकुओं	razbojniki
डाकुओं	banditi
संगति	doslednost
संगति	skladnost
संगति	usklajenost
बेलारूस	belorusijo
बेलारूस	belorusije
बेलारूस	belorusiji
बेलारूस	belorusija
पेस	paes
संकरण	hibridi
ओमेगा	omega
लीक	puščanje
इलिनोइस	illinois
अंडाशय	jajčnikov
कासिम	kasim
कासिम	qasim
जिम्मेदारियों	odgovornosti
जिम्मेदारियों	pristojnosti
मनोबल	moralo
मनोबल	morala
रिहाना	rihanna
मिर्गी	epilepsijo
मिर्गी	epilepsije
मस्ती	zabavno
मस्ती	fun
मस्ती	hec
मस्ती	zabava
तितली	metulja
तितली	metulj
ऊँट	kamela
ऊँट	kamele
घराना	zvrst
सेनानियों	borca
सेनानियों	borci
फ्लोरा	flora
आउटडोर	zunanji
आउटडोर	zunanja
कपोन	capone
माओ	mao
अथक	neusmiljen
ग्रास	trava
ग्रास	trave
ग्रास	travo
शमन	ublažitev
बक्से	škatle
एडवर्ड्स	edwards
घटिया	zanič
वेट	mokre
वेट	mokro
वेट	mokra
वेट	mokri
वेट	moker
चिकना	gladka
चिकना	gladek
चिकना	gladko
चिकना	glajenje
रवैया	drža
रवैया	obnašanje
रवैया	odnos
जीर्णोद्धार	obnovitev
जीर्णोद्धार	obnavljanje
जीर्णोद्धार	obnova
जीर्णोद्धार	obnovo
लिंच	lynch
डिलीवरी	dostavo
डिलीवरी	dostavi
डिलीवरी	dobava
डिलीवरी	dostava
डिलीवरी	dobave
डिलीवरी	dobava
सुस्पष्ट	izrecno
द्रवित	utekočinjeni
लोमड़ी	fox
लोमड़ी	lisica
लोमड़ी	lisjak
ज्ञापन	dopis
ज्ञापन	memorandum
सुनामी	cunami
स्कीम	shema
रूसो	rousseau
ख़लीफ़ा	kalif
विस्टा	vista
लाउडस्पीकर	zvočnik
विलंब	zakasnitev
विलंब	zamik
विलंब	zamuda
प्लेटिनम	platine
कौशी	cauchy
मार्कस	marcus
दन्त	zobna
हिलेरी	hillary
हिलेरी	hillary
हिलेरी	hilary
स्वयंसेवकों	specialci
स्वयंसेवकों	swat
स्वयंसेवकों	prostovoljci
हर्बर्ट	herbert
पीटरसन	peterson
जीएसएम	gsm
अपार्टमेंट	stanovanje
अपार्टमेंट	apt
अपार्टमेंट	apartmaji
अपार्टमेंट	stanovanja
पुट	pričakovanje
पुट	predvidevanje
प्रोटॉन	protonske
प्रदूषित	onesnažena
मो	moe
उल्लेखित	omenjeno
उल्लेखित	omenjen
उल्लेखित	določeno
बोरिस	boris
लोकेशन	lokacija
लोकेशन	lokacijo
ट्रेलर	priklopnik
ट्रेलर	prikolico
शेख़	šejk
तारक	zvezdica
तारक	zvezdo
तारक	zvezda
मुहावरे	idiomi
प्यारे	ljubka
मुट्ठी	pest
कब्ज	zaprtje
शॉ	shaw
पढ़ाने	poučevanje
आयत	verz
आयत	pravokotnik
अंतरंग	intimno
अंतरंग	intimna
कारीगरों	obrtnikov
कारीगरों	mojstri
वेबर	weber
सूचनाएं	obvestila
रॉसी	rossi
मुल्क	mulk
धनु	strelec
अर्थशास्त्रियों	ekonomisti
मनोदशा	razpoloženje
मनोदशा	volji
मनोदशा	vzdušje
फिश	ribi
फिश	riba
फिश	ribe
फिश	ribice
फिश	ribo
वफादार	zvesto
वफादार	zvesta
वफादार	zvest
वफादार	zvesti
टंकण	tipkanje
पोलो	polo
पोलो	pola
तैरने	plavati
जीवाश्मों	fosili
मंडेला	mandela
दायरा	razpon
दायरा	oddaljenost
दायरा	polmer
करीम	karim
क्लीनर	čistilke
क्लीनर	čistila
क्लीनर	čistejše
क्लीनर	čistilec
वॉचमेन	varuhi
वनवास	izgon
वनवास	izgnanstvo
वनवास	izgnanstvu
बिंब	podobe
बिंब	slike
बिंब	slik
पारद	mercury
पारद	merkur
कॉपर	bakrene
कॉपर	baker
कॉपर	bakra
क्लिनिक	klinike
क्लिनिक	klinika
क्लिनिक	kliniko
क्लिनिक	ambulanta
फैराडे	faraday
स्थिरांक	konstanta
स्थिरांक	stalno
स्थिरांक	konstante
प्रस्तुतियों	predstavitve
सेंटीग्रेड	celzija
जानें	naučil
मरीन	morskih
मरीन	marinec
मरीन	marine
मरीन	morsko
फ्रैंकनस्टाइन	frankenstein
सेकेण्ड	sekunde
सेकेण्ड	sekund
सेकेण्ड	sekundah
विनचेस्टर	winchester
निबन्ध	spis
निबन्ध	esej
डिपो	depot
मोना	mona
सालगिरह	obletnico
सालगिरह	obletnica
अपनाना	sprejeti
अपनाना	posvojitve
अपनाना	sprejetje
अपनाना	posvojitev
दर्जनों	ducate
दर्जनों	desetine
वॉरेन	warren
सीआईए	cia
ब्लेयर	blair
उपदेशों	nauki
लंगर	sidro
जोसफ	joseph
जोसफ	jožef
पूंजीवादी	kapitalistični
पूंजीवादी	kapitalizem
कैच	ulov
कैच	ujeti
कैच	ujemi
डिस्लेक्सिया	disleksijo
न्यूरॉन्स	nevronov
कैम्पबेल	campbell
चमड़ा	usnje
अनायास	nezavedno
अनायास	podzavestno
अनायास	spontano
वैनिला	vanilija
हार्पर	harper
संपादकीय	uredniške
डैम	damm
बहुलता	polinom
आयातित	uvožena
आयातित	uvoženi
आयातित	uvoženo
आयातित	uvožene
आरोपी	obtožen
आरोपी	obtožena
आरोपी	obtoženi
मैडम	gospa
मैडम	madam
डायरेक्ट	neposredni
डायरेक्ट	neposreden
डायरेक्ट	neposredna
डायरेक्ट	neposredne
डायरेक्ट	neposredno
शब्दकोष	binarni
शब्दकोष	slovar
आंगन	dvorišče
डिश	krožnik
डिश	jed
कीटोन	keton
संप्रभुता	suverenosti
संप्रभुता	suverenost
इंटरकांटिनेंटल	medcelinski
मिलें	spoznaj
रॉयल्टी	royalty
वायुमण्डल	ozračje
वायुमण्डल	atmosfera
