年	イヤー
過時	時代遅れ
過時	時代遅れ
蒲公英	たんぽぽ
蒲公英	タンポポ
負傷	負傷
馬術	馬術
烏鴉	カラス
烏鴉	クロウ
烏鴉	レイヴン
交錯	交互
交錯	交代
牆壁	ウォール
淨化	パージ
淨化	粛清
淨化	浄化
淨化	浄化
淨化	浄化
香味	香り
香味	アロマ
今後	フューチャー
今後	未来
今後	将来
無盡	インフィニット
洛基	ロッキー
白血病	白血病
仙境	フェアリーランド
雞蛋	エッグ
雞蛋	エッグ
激勵	鼓舞
激勵	インスパイア
激勵	インセンティブ
激勵	インスピレーション
激勵	インスパイア
等效	同等
等效	同値
處女	処女
處女	ヴァージン
孟買	ボンベイ
孟買	ムンバイ
大米	ご飯
大米	ライス
代詞	代名詞
挑釁	挑発
翻修	リフォーム
翻修	リフォーム
翻修	リフォーム
舊的	古い
舊的	オールド
一切都	すべて
一切都	全て
中級	中間
中級	中級
鹹	塩辛い
獾	アナグマ
圍牆	ウォール
圍牆	フェンス
調解	あっせん
調解	調停
調解	調停
資歷	資格
鋼琴家	ピアニスト
泡泡	バブル
擔憂	心配
擔憂	心配
通緝	wanted
通緝	求む
園林	庭園
眼鏡蛇	コブラ
降解	劣化
潮濕	しっとり
潮濕	湿気
潮濕	水分
老鷹	イーグルス
老鷹	ワシ
老鷹	イーグル
被動	パッシブ
腳踏車	バイク
腳踏車	自転車
腳踏車	自転車
桐生	桐生
視角	遠近
視角	遠近法
視角	視点
視角	視点
憎恨	憎悪
憎恨	嫌い
憎恨	憎しみ
林業	林業
林業	農林
露營	camp
露營	キャンプ
露營	キャンプ
罰金	罰金
手腕	手首
女高音	ソプラノ
鈔票	紙幣
陌生	よそ者
素食	ベジタリアン
素食	ヴィーガニズム
清算	弁済
清算	清算
海藻	コンブ
海藻	昆布
海藻	ワカメ
海藻	海藻
海藻	藻類
褲	ズボン
褲	ズボン
褲	パンツ
液化	液化
胡蜂	ハチ
胡蜂	スズメバチ
望月	望月
考古學	考古学
考古學	考古学
火化	火葬
火化	火葬
嵌入式	組込み
嵌入式	組み込み
宴會	パーティ
宴會	パーティー
宴會	ごちそう
宴會	宴会
打電話	通話
打電話	コール
海鮮	魚介類
海鮮	シーフード
飄	フローティング
飄	浮動
彩票	宝くじ
彩票	抽選
雙眼	アイズ
車輪	ホイール
車輪	車輪
車輪	ホイール
車輪	車輪
悲痛	悲しみ
頭腦	mind
頭腦	マインド
頭腦	脳みそ
嚴肅	深刻
石膏	出演
石膏	キャスト
石膏	ギプス
石膏	漆喰
偏離	偏差
笑話	ジョーク
笑話	冗談
笑話	ジョーク
花冠	カローラ
吸煙	喫煙
吸煙	スモーク
控訴	クレーム
控訴	苦情
仁慈	慈悲
仁慈	マーシー
愚蠢	バカ
科長	チーフ
標準化	標準化
緊湊	コンパクト
村子	村落
村子	ヴィレッジ
抵消	オフセット
束縛	緊縛
字串	ストリング
趨向	トレンド
趨向	流行
概要	アウトライン
概要	概略
概要	概説
性愛	性別
性愛	セックス
拘禁	拘禁
拘禁	勾留
拘禁	留置
拘禁	収容
哈爾濱	ハルビン
不朽	不老不死
鼠疫	疫病
鼠疫	ペスト
餅乾	ビスケット
餅乾	cookie
餅乾	クッキー
餅乾	cookie
餅乾	クッキー
焊	溶接
劑量	線量
劑量	一服
觸控	タッチ
觸控	touch
觸控	触る
壽司	すし
壽司	寿司
田地	フィールド
田地	フィールズ
骷髏	スケルトン
骷髏	骨格
骷髏	髑髏
骷髏	頭蓋骨
船尾	スターン
船尾	船尾
寶藏	宝物
寶藏	宝物
寶藏	財宝
鷸	シギ
加西亞	ガルシア
加西亞	ガルシア
單軌	モノレール
麥加	メッカ
不公	不公平
開賽	カサイ
開賽	葛西
蜻蜓	とんぼ
里拉	リラ
羞辱	屈辱
散步	ウォーキング
散步	歩行
散步	歩く
散步	歩き
散步	ウォーク
散步	歩行
散步	歩く
散步	徒歩
稅收	租税
稅收	租税
稅收	税金
稅收	税金
稅收	収益
稅收	収入
稅收	歳入
電容	コンデンサ
電容	コンデンサ
搬家	引越し
搬家	移動
橄欖	オリーブ
橄欖	オリーブ
紫外	紫外線
價錢	プライス
價錢	対価
價錢	値段
價錢	価格
學徒	修業
學徒	見習い
學徒	見習い
毛皮	毛皮
感冒	インフルエンザ
借款	ローン
借款	融資
借款	ローン
借款	融資
借款	借用
借款	借入金
僵局	ステイルメイト
僵局	行き詰まり
僵局	デッドロック
股本	エクイティ
股本	持分
失業率	失業
軍火	アームス
備用	スタンバイ
備用	バックアップ
核桃	クルミ
核桃	くるみ
核桃	クルミ
龍捲風	トルネード
龍捲風	竜巻
無形	不可視
水力發電	水力
尊稱	敬語
珍寶	ジャンボ
珍寶	尊い
珍寶	precious
珍寶	貴重
珍寶	宝物
珍寶	財宝
椰子	ココナツ
椰子	ココナッツ
椰子	ココナッツ
滲透	浸透
滲透	潜入
蜈蚣	ムカデ
鶇	ツグミ
復活節	イースター
床上	ベッド
勸說	説得
勸說	説得
胸罩	ブラジャー
胸罩	ブラジャー
胸罩	ブラ
賄賂	賄賂
賄賂	贈収賄
賄賂	賄賂
賄賂	賄賂
教員	講師
教員	講師
教員	インストラクター
償還	償還
償還	弁償
償還	返済
座談會	シンポジウム
肝臟	レバー
肝臟	肝臓
醜	醜い
醜	みにくい
槌	ハンマー
槌	ハマー
和泉	いずみ
和泉	和泉
吞併	併合
微妙	微妙
腰帶	ベルト
焚燒	焼却炉
咖啡廳	カフェ
咖啡廳	カフェ
大赦	恩赦
張貼	ポスト
張貼	投稿
張貼	投稿
張貼	掲示
盜版	海賊
傳球	パス
受洗	洗礼
套裝	スーツ
套裝	背広
足跡	足跡
足跡	足跡
農地	農地
洗衣	洗濯
洗衣	ランドリー
半數	半分
半數	ハーフ
安培	琥珀
安培	アンバー
花粉	花粉
芒果	マンゴー
芒果	マンゴ
芒果	マンゴー
紅豆	シェリー
反面	しっぽ
救護車	救急車
動脈	動脈
動脈	動脈
好玩	楽しい
頻譜	スペクトル
尊嚴	威厳
尊嚴	品格
尊嚴	尊厳
洩漏	漏れ
洩漏	漏洩
洩漏	リーク
洩漏	こぼす
浮動	フローティング
浮動	浮動
浮動	フロート
浮動	float
拼寫	つづり
拼寫	スペル
拼寫	スペリング
拼寫	呪文
拼寫	スペル
驚奇	驚き
驚奇	サプライズ
歐亞	ユーラシア
行軍	行軍
海馬	タツノオトシゴ
毀壞	破壊
轉世	転生
惠美	emi
惠美	えみ
墊	パッド
墊	クッション
胎兒	胎児
灑	こぼす
危急	クリティカル
蕭條	うつ病
單數	オッド
單數	奇数
大宗	バルク
無辜	無実
生還者	サバイバー
共鳴	vibes
共鳴	共感
圓頂	ドーム
終端	端末
終端	ターミナル
終端	端末
軍備	軍需
軍備	軍備
聲譽	評判
汽水	ソーダ
被告人	被告人
被告人	被告
相思	アカシア
檢舉	レポート
檢舉	報告
視線	光景
木乃伊	ミイラ
木乃伊	ミイラ
訪客	ビジター
訪客	ビジター
外流	流出
傳真	ファックス
傳真	ファクシミリ
傳真	ファクス
傳真	fax
傳真	fax
情人節	バレンタイン
彈道	弾道
私營	非公開
私營	プライベート
推遲	延期
推遲	ディレイ
推遲	遅延
推遲	延期
推遲	延期
湧入	流入
浪子	zorro
突擊隊	コマンドー
並行	パラレル
並行	並列
驕傲	プライド
驕傲	傲慢
驕傲	誇り
驕傲	誇らしい
驕傲	自慢
驕傲	誇り
光圈	絞り
環流	循環
暈	気絶
暈	目眩
暈	フラフラ
暈	halo
薄荷	ミント
薄荷	ペパーミント
扶桑	扶桑
熱線	ホットライン
弦樂	ストリング
樂手	ミュージシャン
難得	レア
閉幕	閉会
折衷	妥協
蒸發	蒸発
未婚妻	婚約
未婚妻	フィアンセ
未婚妻	フィアンセ
餐館	レストラン
餐館	レストラン
餐館	飲食店
驚喜	驚き
驚喜	サプライズ
聲望	プレステージ
聲望	評判
完整性	整合性
不尋常	珍しい
墮落	退廃
定量	定量
強壯	強い
強壯	濃い
焦耳	ジュール
創世紀	ジェネシス
偏見	バイアス
偏見	害する
偏見	偏見
偏見	先入観
騎馬	乗馬
騎馬	乗る
騎馬	配車
慣性	慣性
慣性	慣性
英明	英明
芭蕾	バレエ
裸體	ヌード
裸體	全裸
裸體	ヌード
介質	ミディアム
介質	メディア
捨棄	破棄
禮貌	礼儀
禮貌	マナー
仙子	フェアリー
仙子	妖精
大腿	太もも
大腿	太もも
齒輪	歯車
齒輪	ギア
齒輪	ギア
大汗	ハーン
大汗	カーン
命題	命題
命題	テーゼ
命題	論文
高尚	尊い
高尚	貴族
乾旱	旱魃
乾旱	干ばつ
乾旱	旱魃
不等式	不平等
不等式	不等式
窗戶	ウィンドウ
每星期	毎週
每星期	週間
每星期	週刊
每星期	ウィークリー
疏忽	過失
疏忽	怠慢
疏忽	過失
套用	応用
天賦	タレント
天賦	ギフト
天賦	贈り物
巢穴	隠れ家
負債	責任
負債	負債
地平線	地平線
地平線	ホライズン
地平線	水平線
橋梁	ブリッジ
刑期	宣告
刑期	センテンス
刑期	文章
欺負	いじめ
欺負	いじめ
王宮	宮殿
店鋪	ショップ
店鋪	店舗
店鋪	ショップ
蓬萊	蓬莱
肘	ひじ
膀胱	膀胱
農作物	農産物
農作物	作物
農作物	トリミング
農作物	切り取る
農作物	切り取り
隱形	不可視
半球	半球
序曲	序曲
蒙特婁	モントリオール
封包	パケット
硝基	ニトロ
跑步	走る
跑步	ランニング
跑步	run
跑步	ラン
跑步	走り
跑步	走る
跑步	ジョギング
跑步	ジョギング
立方體	立方体
立方體	キューブ
立方體	立方体
立方體	キューブ
模範	モデル
開局	開く
開局	オープニング
青春期	思春期
瓜地馬拉	グアテマラ
剪刀	ハサミ
剪刀	はさみ
風味	フレーバー
振動	振動
振動	振動
電晶體	トランジスタ
胡桃	くるみ
胡桃	クルミ
路邊	道端
混血兒	ハイブリッド
混血兒	ハイブリッド
閃亮	ピカピカ
閃亮	シャイニング
支架	ブレース
地理學	地理
不可避免	必然
不可避免	やむを得ない
不可避免	やむを得ない
拍手	拍手
微粒	粒子
微粒	パーティクル
微粒	粒子
面試	面接
面試	インタビュー
面試	インタビュー
回饋	フィードバック
節慶	フェスティバル
節慶	祭事
節慶	祭り
節慶	お祭り
作文	随筆
作文	エッセイ
作文	随筆
作文	エッセイ
作文	エセー
太空梭	シャトル
頭骨	頭蓋骨
頭骨	髑髏
頭骨	頭蓋骨
搖	振る
搖	シェイク
搖	shake
陌生人	よそ者
肢體	手足
肢體	四肢
拉麵	ラーメン
煙霧	スモッグ
煙霧	スモーク
最大值	最大
最大值	maximum
聯想	lenovo
名氣	名声
夕陽	夕焼け
夕陽	日没
子宮	子宮
子宮	子宮
簡短	短い
簡短	ショート
水底	水中
昨日	きのう
昨日	昨日
拇指	親指
拇指	親指
千禧年	ミレニアム
話語	談話
管線	パイプライン
振幅	振幅
感官	感覚
徑向	放射状
弱化	弱める
柚子	グレープフルーツ
呼應	反響
往下	ダウン
考古學家	考古学
走路	ウォーキング
走路	歩行
走路	歩く
走路	歩き
走路	ウォーク
走路	歩行
走路	歩く
走路	徒歩
幫派	ギャング
幫派	ギャング
臭氧	オゾン
納米比亞	ナミビア
慈悲	思いやり
慈悲	同情
慈悲	慈悲
慈悲	マーシー
薪金	給料
薪金	俸給
薪金	給与
薪金	給与
乳糖	ラクトース
探訪	面会
傷殘	障害
初等	小学校
互換	スワップ
後悔	後悔
後悔	後悔
古董	アンティーク
古董	ビンテージ
古董	アンティーク
繼母	継母
打架	ファイティング
打架	ファイト
奇跡	奇跡
奇跡	ミラクル
奇跡	奇跡
奇跡	驚異
水利工程	水道
精緻	絶妙
比值	比率
比值	マージン
比值	余白
浣熊	アライグマ
浣熊	アライグマ
報廢	廃車
香織	かおり
蕾絲	レース
麻將	麻雀
半夜	ミッドナイト
半夜	真夜中
男高音	テナー
滑坡	地すべり
滑坡	山崩れ
發燒	発熱
物價	価格
病床	ベッド
小麥	小麦
小麥	コムギ
橡	オーク
感性	感性
導覽	ツアー
明信片	はがき
明信片	ハガキ
明信片	はがき
經營者	オペレーター
咒語	呪文
咒語	スペル
天狼星	シリウス
提琴	ヴァイオリン
提琴	バイオリン
引文	引用
引文	引用
引文	引用
引文	サイテーション
葫蘆	hulu
恐怖主義	テロリズム
恐怖主義	テロ
恐怖主義	テロリスト
蛙泳	平泳ぎ
恐怖份子	テロリスト
謀殺案	殺人
著色	染める
著色	塗り絵
散播	広がる
散播	拡散
散播	スプレッド
陰莖	陰茎
陰莖	ペニス
上衣	ブラウス
日刊	ジャーナル
日刊	日記
防水	防水
舞會	プロム
照相機	カメラ
照相機	カメラ
青色	シアン
優雅	エレガント
優雅	エレガンス
優雅	洒落
陣風	一陣
肋骨	リブ
肋骨	肋骨
臀部	股関節
臀部	ヒップ
臀部	股関節
深層	ディープ
深層	深い
隱私	非公開
隱私	プライベート
隱私	プライバシー
小百合	さゆり
救世主	救世主
取樣	サンプリング
取樣	サンプル
取樣	サンプリング
簡潔	シンプル
簡潔	簡潔
床位	ベッド
海星	ヒトデ
魔法師	魔法使い
魔法師	ウィザード
腎臟	腎臓
淡化	薄める
磋商	相談
奴役	緊縛
職工	社員
職工	職員
工程學	工学
工程學	エンジニアリング
大豆	soy
大豆	醤油
大豆	大豆
大豆	大豆
嗆	チョーク
轉速	rpm
糾正	修正
糾正	補正
糾正	訂正
糾正	整流
補貼	補助金
補貼	補助金
氣質	気質
劍術	フェンシング
肥皂	石けん
肥皂	石鹸
肥皂	ソープ
肥皂	soap
衍射	回折
盧比	ルピー
盧比	ルピー
臉部	フェイス
英畝	エーカー
英畝	エーカー
奢侈	贅沢
劫機	ハイジャック
劫機	ハイジャック
火柴	マッチ
火柴	一致
才華	タレント
才華	才能
渥太華	オタワ
船隊	艦隊
船隊	フリート
船隊	船団
船隊	艦隊
海牛	マナティー
外套	ジャケット
外套	コート
外套	コーツ
分娩	分娩
分娩	出産
分娩	出産
閱兵	パレード
極光	オーロラ
輪廓	輪郭
輪廓	アウトライン
輪廓	アウトライン
輪廓	概略
輪廓	概説
卵巢	卵巣
卵巢	卵巣
因數	ファクター
因數	因子
因數	係数
戳	あいさつ
鉻	クロム
保佑	bless
保佑	ブレス
土匪	盗賊
土匪	バンディッツ
土匪	盗賊
撒旦	サタン
顛覆	subversion
密謀	プロット
退休金	年金
退休金	年金
益智	パズル
衝動	インパルス
技藝	スキル
作弊	カンニング
作弊	カンニング
作弊	浮気
預告片	teaser
預告片	トレーラー
預告片	予告編
蟾蜍	キノピオ
蟾蜍	ヒキガエル
轉錄	転写
轉錄	書写
儲蓄	貯蓄
儲蓄	貯金
儲蓄	節約
儲蓄	預金
儲蓄	保存
咖哩	カレー
教化	教化
口頭	口頭
論證	論証
論證	論証
論證	引数
沙龍	シャロン
沙龍	サロン
果汁	ジュース
慷慨	寛大
靜脈	静脈
靜脈	静脈
單詞	ワード
單詞	言葉
單詞	単語
單詞	word
金髮	金髪
金髮	ブロンド
總之	とにかく
操場	遊び場
聲樂	ボーカル
正午	正午
正午	正午
正午	昼間
專賣	独占
笨蛋	バカ
凱旋	トライアンフ
試鏡	オーディション
試鏡	オーディション
油漆	ペンキ
油漆	ペイント
油漆	塗料
油漆	塗料
油漆	絵の具
扭轉	リバース
狂想曲	ラプソディ
威望	プレステージ
奧斯陸	オスロ
發球	サーブ
觀光客	ツーリスト
犯規	ファウル
犯規	ファール
木瓜	パパイヤ
鄭州	鄭州市
茶葉	お茶
茶葉	紅茶
櫟	オーク
督導	監督
主旨	推力
雷電	サンダー
鎮長	町長
鎮長	市長
下一步	next
豌豆	エンドウ
豌豆	エンドウ
怒火	怒り
怒火	レイジ
浩劫	ハボック
氣味	香り
透視	遠近
透視	遠近法
透視	視点
玄武岩	玄武岩
釐米	センチメートル
釐米	センチメートル
釐米	センチメートル
政體	政体
餘額	残高
餘額	バランス
清真	ハラール
演戲	演技
螳螂	カマキリ
腦袋	脳みそ
英俊	ハンサム
英俊	イケメン
木制	木造
木制	木製
制約	制約
熏	かおる
粘土	クレイ
粘土	粘土
火線	crossfire
片假名	カタカナ
劣勢	欠点
劣勢	短所
劣勢	不利益
綠地	グリーン
綠地	緑色
中樞	ハブ
看中	ファンシー
看中	空想
交集	交差点
配對	ペア
配對	マッチング
鐮刀	大鎌
椰	ココナツ
椰	ココナッツ
保齡球	ボウリング
保齡球	ボーリング
螃蟹	カニ
螃蟹	カニ
懸崖	クリフ
拆毀	解体
師兄	兄弟
師兄	ブラザー
大砲	大砲
賓館	ホテル
賓館	ゲストハウス
地殼	クラスト
孕婦	妊娠
報刊	新聞紙
報刊	新聞
瞳孔	生徒
瞳孔	瞳孔
