और	and
बास्केटबॉल	basketball
प्रगतिशील	progressive
शूटिंग	shooting
महिलाएं	ladies
महिलाएं	females
महिलाएं	women
असंभव	impossible
बारी	bari
बारी	turn
रेसिंग	racing
ऑक्साइड	oxide
चंडीगढ़	chandigarh
विशेषताएँ	features
विशेषताएँ	specifications
विशेषताएँ	characteristics
विशेषताएँ	specialities
आधारभूत	basics
आधारभूत	fundamental
बारिश	rain
कृपा	grace
कोशिकाएं	cells
विफलता	failure
नियोजन	planning
आपदा	disaster
उत्साह	zeal
उत्साह	vivacity
ऊतकों	tissues
वोट	vote
वोट	votes
मालवा	malwa
पूर्वज	ancestor
उत्तरदायी	responsible
ऑस्ट्रिया	austria
अमिताभ	amitabh
आश्रय	shelter
अभयारण्य	sanctuary
समुच्चय	set
रग्बी	rugby
धान	paddy
मूर	moors
मूर	moore
कॉपीराइट	copyright
झूठ	lie
झूठ	lies
विवेक	conscience
विवेक	discernment
ब्रह्माण्ड	universe
ब्रह्माण्ड	cosmic
बेन	ben
मेमोरी	memory
फोर्ड	ford
एलिज़ाबेथ	elizabeth
एलिज़ाबेथ	elisabeth
उपन्यासकार	novelist
चीज	cheese
पीड़ा	pain
सीटें	seats
उज्जैन	ujjain
जनित	generated
संरचनाओं	structuralism
आपराधिक	criminal
श्रीनगर	srinagar
प्रचुर	enormous
प्रचुर	exuberant
प्रचुर	plethora
यांत्रिकी	mechanics
यांत्रिकी	mechanism
स्थानांतरण	transfer
आघात	trauma
आघात	jolt
भाइयों	brothers
मांसपेशियों	muscles
आज्ञा	nod
बाएं	left
उतार	ebb
प्रदाता	provider
गद्दी	gaddi
दानव	giant
दानव	monster
कोमल	gentle
समस्याएं	problems
चढ़ाई	climbing
चढ़ाई	climb
चढ़ाई	hiking
इंक	inc
दीपक	deepak
होल	hole
विक्रय	sales
प्रकारों	prada
आउटपुट	output
वास्तविकता	reality
घोष	ghosh
पुर्तगाल	portugal
सिंड्रोम	syndrome
उपज	produce
उपज	yield
क्षमा	forgiveness
सशक्त	empowering
औपनिवेशिक	colonial
गोविन्द	govind
गोविन्द	govinda
सांख्यिकी	statistics
मिस	miss
व्यस्त	busy
रोका	stopped
समझना	understanding
बिलबोर्ड	billboard
सेल्सियस	celsius
टैंक	tank
टैंक	tanks
खुशी	joy
खुशी	happiness
विरूद्ध	against
उपायों	measures
पिन	pins
पिन	pin
चट्टान	rock
चट्टान	fossil
चट्टान	cliff
सफर	travel
सफर	journey
अणुओं	molecules
उपभोग	consumption
वाष्प	vapor
अभिनीत	starring
बल्लेबाजी	batting
प्रजातियां	species
पाना	pana
पाना	wrench
मंजूरी	sanction
गुरुत्वाकर्षण	gravity
त्रिपाठी	tiwari
शैल	rock
ईमेल	email
ईमेल	emails
संगत	compatible
अवसाद	depression
स्तम्भ	column
स्तम्भ	columns
खनन	mining
कॉमिक्स	comics
हार्डवेयर	hardware
बुध	mercury
मरीज	patient
अरुण	arun
इंडियाना	indiana
मलिक	malik
कमीशन	commission
उजागर	exposed
इलेक्ट्रॉन	electron
सम्भावना	possibility
क्षैतिज	horizontal
क्षैतिज	horizon
महमूद	mahmoud
महमूद	mahmud
डबल	double
ड्रम	drum
ड्रम	drums
अस्पष्ट	ambiguous
अस्पष्ट	obscure
अस्पष्ट	vague
अस्पष्ट	fuzzy
दीक्षा	initiation
छठी	sixth
खा	kha
खा	eat
खा	devours
अवरोध	blocks
अवरोध	barrier
टावर	tower
दायर	filed
संबोधित	addressing
ड्रामा	drama
छेद	hole
छेद	holes
अहम	ahem
घन	cuba
घन	cube
घन	cubic
घन	cubes
अन्वेषण	exploration
गैसों	gases
संरचनात्मक	structuralism
संरचनात्मक	structural
उपनिवेश	settlement
उपनिवेश	colony
रसूल	rasul
विमानों	aviation
पत्तियों	reeds
कुमारी	kumari
हार्मोन	hormone
हार्मोन	hormones
आदित्य	aditya
सीटों	seats
अमृत	amrita
आरक्षित	reserved
आरक्षित	reserve
ग्रीस	grease
ग्रीस	greece
महेश	mahesh
कष्ट	suffering
कष्ट	misery
पढ़ा	read
शिमला	shimla
संचरण	transmission
संचरण	navigation
प्रपात	falls
पूल	pool
लाभदायक	beneficial
लाभदायक	advantageous
निरपेक्ष	absolute
प्रवास	migration
बंधन	bond
हंगरी	hungary
हंगरी	hungarian
आवेश	indignation
बॉब	bob
ब्राउन	brown
मराठा	maratha
दावे	claims
सुरंग	tunnel
लो	take
सीरिया	syria
क्रोध	anger
क्रोध	rage
क्रोध	indignation
भावनात्मक	emotional
लगाई	placed
गायब	disappear
दाल	lentils
दाल	dal
दाल	daal
वकालत	advocating
वकालत	advocacy
माहौल	ambience
माहौल	atmosphere
इंस्पेक्टर	inspector
आयन	ionization
आयन	ion
शिकारी	hunter
शिकारी	stalker
पंजीकरण	register
पंजीकरण	registrations
पंजीकरण	registration
अपशिष्ट	waste
अपशिष्ट	effluents
केस	case
केस	cases
क्लासिक	classics
क्लासिक	classic
पाली	pali
पचास	fifty
केन	ken
केन	kane
पुरस्कारों	rewards
टेक	tech
टेक	teck
हावड़ा	howrah
मोड	dodge
मोड	mode
लड़के	boys
लड़के	boy
जयंती	jubilee
शुक्रवार	friday
शुक्रवार	fridays
लेनदेन	transaction
लेनदेन	transactions
जर्सी	jersey
बैठ	sit
समानांतर	parallel
रमेश	ramesh
बटन	buttons
बटन	button
उपक्रम	activities
फ्रेम	frames
फ्रेम	frame
ग्लोब	globe
खुराक	dose
लंका	lanka
पंख	feather
पंख	wings
अगला	next
इंस्टीट्यूट	institute
उपलब्धता	availability
ताकत	strength
ताकत	strengths
विशेषताएं	features
चौड़ी	wide
श्रमिकों	workers
विक्रेता	vendor
विक्रेता	vendors
विक्रेता	seller
विक्रेता	salesman
विक्रेता	sellers
सर्व	sarva
मैनचेस्टर	manchester
टाइगर	tiger
विंडोज़	windows
गैलरी	galleries
गैलरी	gallery
सती	sati
रायपुर	raipur
स्वच्छ	translucent
चर्चित	trend
चर्चित	trending
गेहूँ	wheat
भोजपुरी	bhojpuri
ट्रिपल	triple
साधारणतया	ordinarily
कर्नल	colonel
स्तनधारी	mammal
सरोवर	sarovar
बीमार	ill
बीमार	sick
यूईएफए	uefa
तेलुगू	telugu
घंटों	hours
गिनी	guinea
लक्ष्यों	goals
