年	рік
鍋	по
鍋	горщиках
孵化	яєць
孵化	вилупилися
大連	далянь
文藝復興	відродження
忠誠	вірний
忠誠	вірність
忠誠	вірний
忠誠	вірним
祖國	вітчизна
祖國	вітчизну
祖國	вітчизни
祖國	батьківщина
祖國	вітчизна
祖國	батьківщина
休士頓	houston
供電	електрику
供電	електрика
供電	електрики
供電	електроенергії
四肢	ніжками
四肢	кінцівки
莎莉	саллі
視窗	вікон
視窗	windows
視窗	вікна
視窗	вікно
抗原	антиген
老化	старіння
老化	старіння
多哈	доха
守護者	опікун
守護者	вартові
經紀人	брокер
發育	developmental
槍口	дуло
仇恨	ненависть
仇恨	ненавиджу
仇恨	ненависть
仇恨	ненависті
矮人	карлик
矮人	гном
琵琶	піпа
不規則	неправильні
不規則	неправильне
穩定性	стабільність
混沌	хаос
鑰匙	ключ
鑰匙	клавіша
世襲	спадкове
櫻桃	сакури
櫻桃	вишенька
櫻桃	вишні
執事	диякон
哀悼	співчуття
哀悼	траур
摩托車	коляскою
摩托車	мотоцикл
摩托車	мотоцикл
摩托車	мото
摩托車	мотоциклі
地雷	мін
地雷	копальні
地雷	міни
大亨	олігарх
安慰	комфорт
安慰	затишок
空手道	карате
乾燥	сухий
乾燥	суха
乾燥	сухо
乾燥	сухе
乾燥	сухі
乾燥	сушіння
點數	подяки
點數	точки
點數	очки
點數	пункти
點數	очок
點數	балів
警示	приверне
警示	тривога
警示	попередження
警示	попередити
土佐	тоса
潛力	потенціал
開墾	реставрації
勞倫斯	лоуренс
班級	класи
班級	клас
奧斯汀	остін
吉野	йосіно
送出	надіслати
送出	відправити
送出	надсилати
送出	відіслати
送出	надсилання
管理者	керівник
管理者	менеджер
管理者	менеджерів
哈桑	хассан
委派	призначення
委派	присвоєння
卸	розвантаження
聚焦	фокусування
聚焦	фокус
聚焦	фокусування
聚焦	focus
全景	панорами
全景	панорама
全景	panorama
佐賀	saga
後宮	гарем
佛羅里達	флориді
工地	сайт
比丘	пікчу
特質	риса
腎	нирках
腎	ниркова
腎	нирки
波恩	бонн
回憶錄	мемуари
回憶錄	мемуари
鈎	застібка
鈎	гак
鈎	гук
鈎	гачок
觸發	гачок
觸發	задіяти
觸發	прицілом
觸發	спричинили
香水	пахощі
香水	парфуми
美式	американський
美式	американець
美式	американські
美式	американська
美式	американської
診所	поліклініка
診所	клініка
大膽	жирний
大膽	жирним
胚胎	ембріон
感知	сприйняття
違規	порушення
違規	штурму
鈣	кальцій
鈣	кальцію
民主化	демократизація
關節	спільна
關節	спільне
關節	суглоби
淡出	згасання
煤礦	вугілля
學期	семестр
學期	термін
占卜	пророцтва
官司	позов
侵蝕	ерозія
後勤	логістики
後勤	логістика
後勤	логістична
固體	суцільна
固體	твердий
固體	суцільний
固體	суцільне
固體	порошок
寄宿	міграційна
寄宿	житловий
寄宿	житлових
鼻子	ніс
芝麻	кунжут
瓷器	порцеляна
諜	шпигун
訂單	замовити
訂單	ордер
訂單	наказ
訂單	порядок
訂單	замовлення
特權	привілей
特權	привілеїв
特權	привілеї
漁民	рибалки
漁民	рибалок
漁民	рибалка
水解	гідроліз
痕跡	сліди
猩猩	горила
猩猩	мавпа
證人	свідки
證人	свідок
日內瓦	женеві
梅森	муляр
本體	онтологій
女巫	відьму
女巫	відьма
女巫	відьми
擁抱	обійми
擁抱	обійми
西邊	захід
西邊	вест
滑行	літає
出國	закордоном
出國	закордон
陣列	масивів
陣列	масиву
陣列	масив
陣列	масиві
耐心	терпіння
紡織	текстиль
紡織	виробів
潛水	дів
合法性	легітимність
竇	затока
竇	собака
竇	собачка
竇	пес
竇	dou
擾亂	безладдя
同源	гомологічні
事前	завчасно
吸引力	привабливість
吸引力	привабливості
吸引力	атракціон
吸引力	притягнення
吸引力	привабливою
吸引力	привабливий
吸引力	приваблива
吸引力	привабливим
甘蔗	кане
哭泣	cry
哭泣	плакати
哭泣	плачу
哭泣	плаче
哭泣	плач
哭泣	реве
賭博	азарт
賭博	gamble
功效	віддача
腫瘤	пухлина
腫瘤	пухлина
紀律	дисципліни
紀律	дисципліна
紀律	дисциплін
酷刑	тортури
酷刑	катування
口服	оральний
嚴謹	строга
嚴謹	суворий
三叉戟	trident
展品	виставку
展品	експонат
展品	експонатів
仰光	янгон
豁免	імунітет
史詩	епічний
推斷	виведення
推斷	висновок
推斷	inferred
暹羅	сіамська
鑄造	приведення
鑄造	кастинг
刪去	вилучення
刪去	видалити
刪去	вилучити
礦物	мінерали
礦物	мінеральна
麻醉	анестезія
加深	поглибити
加深	поглибили
加深	поглиблює
攝政	правителька
芳香	запашна
芳香	пахощі
芳香	ароматом
民謠	балада
民謠	народний
民謠	народного
民謠	фольклор
民謠	народні
民謠	фолк
民謠	народна
明文	відверті
明文	явні
服務業	послуги
服務業	служби
守衛	гвардійська
守衛	охорона
守衛	охоронці
守衛	охорони
守衛	охорона
守衛	гвардія
氣球	кулі
氣球	кульки
籃板	реб
籃板	rebounds
遣返	видача
倫理	етичних
倫理	етика
一幕	сцени
一幕	сцена
摸	дотик
推論	виведення
推論	висновок
投放	доставку
投放	доставка
神學院	семінарії
憲政	конституційний
憲政	конституційного
艾瑪	емма
類比	аналогічний
類比	аналог
類比	аналоговий
類比	аналогія
雅加達	джакарта
對照	контрастність
膨脹	розгортання
膨脹	розширення
營利	прибуток
良心	сумління
良心	совісті
良心	совість
位移	виселення
位移	переміщення
招標	тендер
招標	ніжна
招標	домагання
波羅的海	балтійське
雨傘	парасольку
雨傘	парасольки
花生	копійки
花生	горішки
閃光	флеш
閃光	flash
閃光	спалах
和弦	акорд
和弦	акорди
和弦	акордів
子爵	віконт
子爵	віконт
削減	вирізання
削減	різати
削減	вирізати
視察	інспекція
髮型	шерсть
髮型	волосся
髮型	зачіска
里根	рейган
叛變	заколот
殘酷	жорстокий
殘酷	жорстока
殘酷	жорстоко
殘酷	жорстокі
