και	in
ολυμπιάδα	olimpijada
ουκρανίας	ukrajina
ουκρανίας	ukrajino
ουκρανίας	ukrajinski
ηθική	etične
ηθική	etična
ηθική	etično
ηθική	etični
ηθική	etičnih
ηθική	etiko
ηθική	etična
ηθική	etika
ηθική	moralni
ηθική	nauk
ηθική	moralna
ηθική	moralno
ηθική	morale
ηθική	moralo
ηθική	morale
ηθική	moralo
ηθική	morala
ξύλο	les
ξύλο	wood
ξύλο	lesena
ξύλο	lesa
ξύλο	lesni
ξύλο	leseno
ανάγνωση	branje
ανάγνωση	preberite
ανάγνωση	preberi
ανάγνωση	branje
ναπολέοντα	napoleon
μαθηματικός	matematik
λίβερπουλ	liverpool
μιλάνο	milan
μιλάνο	milano
μιλάνο	milano
νεότερη	mlajši
νεότερη	mlajša
νεότερη	mlajše
νεότερη	novejše
νεότερη	novejši
θερμότητα	vročina
θερμότητα	toplota
θερμότητα	toplote
γερουσία	senat
αε	roi
εξελίχθηκε	razvil
εξελίχθηκε	razvila
προσωπικού	osebje
λάρισα	larisa
αργά	zamuja
αργά	pozno
αργά	pozen
αργά	pozni
αργά	pozna
αργά	počasno
αργά	počasen
αργά	počasi
αργά	počasi
εκδήλωση	dogodek
εκδήλωση	prireditev
εκδήλωση	dogodka
αύγουστος	avgusta
αύγουστος	august
αύγουστος	avgust
καθηγητές	profesorjev
καθηγητές	profesorji
καθηγητές	učiteljev
καθηγητές	učitelji
καθηγητές	učiteljice
καθηγητές	učitelje
καθηγητές	profesorji
τοπίο	pokrajina
τοπίο	pokrajine
τοπίο	pokrajino
επιτέθηκε	napaden
επιτέθηκε	napadeni
επιτέθηκε	napadel
επιτέθηκε	napadena
επιτέθηκε	napadli
κανόνας	pravilo
ιερός	sveta
ιερός	svete
ιερός	sveto
όγκο	volumen
όγκο	glasnost
όγκο	prostornina
όγκο	zvezek
όγκο	obseg
ξεχωριστά	ločeno
ξεχωριστά	ločena
ξεχωριστά	ločeni
ξεχωριστά	ločeno
μουσικούς	glasbenikov
μουσικούς	glasbeniki
μουσικούς	glasbenika
μουσικούς	glasbenike
άγνωστη	neznan
άγνωστη	neznani
άγνωστη	neznano
άγνωστη	neznana
κατάλληλη	ustrezno
κατάλληλη	primerno
κατάλληλη	ustrezna
κατάλληλη	primerna
κατάλληλη	ustrezen
κατάλληλη	primerna
κατάλληλη	primerno
κατάλληλη	primerni
κατάλληλη	ustrezna
κατάλληλη	primeren
εξώφυλλο	kritje
σχεδιασμός	načrtovanje
σχεδιασμός	zasnova
σχεδιασμός	oblikovanje
σχεδιασμός	dizajn
ναυτικών	mornarji
ναυτικών	mornarjev
ναυτικών	pomorščake
ανθρώπινο	človeško
ανθρώπινο	človeška
ανθρώπινο	človeški
τζόουνς	jones
τζόουνς	jonesa
αντόνιο	antonio
αδέλφια	brate
αδέλφια	bratje
αδέλφια	bratov
αδέλφια	brata
σουδάν	sudan
εύρος	razpon
εύρος	oddaljenost
θρησκευτικές	verske
θρησκευτικές	verski
θρησκευτικές	versko
θρησκευτικές	verska
θρησκευτικές	verskega
ευρεία	široka
ευρεία	široko
υποστηρικτές	podporniki
λατρεία	kult
λατρεία	čaščenje
λατρεία	občudovanje
λατρεία	čaščenje
λατρεία	častijo
σύμβαση	pogodba
σύμβαση	pogodbo
σύμβαση	naročilo
σύμβαση	konvencija
σύμβαση	konvencijo
σύμβαση	konvencije
κακή	hudo
κακή	slaba
κακή	slabo
κακή	bad
κακή	slab
ορισμός	opredelitev
ορισμός	definicija
ιταλικό	italijanske
ιταλικό	italijanski
ιταλικό	italijansko
ιταλικό	italijanska
ιταλικό	italijan
τυχαία	naključna
τυχαία	naključno
τυχαία	naključni
τυχαία	naključen
τυχαία	nenamerno
πετρελαίου	olje
πετρελαίου	olja
πετρελαίου	nafta
πετρελαίου	nafte
πετρελαίου	nafta
ντράμερ	bobnar
ακρωτήριο	ogrinjalo
ακρωτήριο	rt
ακρωτήριο	cape
μέτρησης	merjenje
σικελίας	sicilija
μπάλα	žogo
μπάλα	žoga
μπάλα	žogica
ξεκινώντας	zagon
διαστήματα	intervalih
συνεχείς	neprekinjen
συνεχείς	neprekinjeno
επισκέπτες	obiskovalce
επισκέπτες	obiskovalci
επισκέπτες	gostje
επισκέπτες	gosti
ορίζει	definira
ορίζει	opredeljuje
συσκευή	naprava
συσκευή	pripomoček
συσκευή	aparati
συσκευή	aparat
απαιτήσεις	zahteve
απαιτήσεις	trditve
απαιτήσεις	terjatve
κονγκό	kongo
υδρογόνο	vodika
υδρογόνο	vodik
πρόποδες	obronkih
εβραίοι	judovski
εβραίοι	židovski
εβραίοι	žid
εβραίοι	judje
εβραίοι	židje
εβραίοι	judje
κατάρρευση	razčlenitev
κατάρρευση	razdelitev
κατάρρευση	razpad
κατάρρευση	propada
κατάρρευση	propad
κινείται	selitev
κινείται	premikanje
εισήχθη	uvedeno
εισήχθη	uveden
εισήχθη	uvedeni
εισήχθη	uvedene
εισήχθη	uvedena
εισήχθη	sprejet
επιχείρημα	utemeljitev
επιχείρημα	argument
χρήσεις	uporabe
τομέας	sektor
μετατροπή	pretvorba
μετατροπή	preusmeritev
μετατροπή	pretvorbe
μετατροπή	pretvori
αστρονόμος	astronom
εισόδου	vstop
εισόδου	vnos
εισόδου	vhodna
εισόδου	vnos
εισόδου	vložek
γεωγραφικά	geografsko
γεωγραφικά	zemljepisno
γεωγραφικά	geografski
γεωγραφικά	zemljepisno
γεωγραφικά	geografska
γεωγραφικά	geografsko
αικατερίνη	catherine
αικατερίνη	katarina
επιχειρήματα	trditve
επιχειρήματα	utemeljitve
επιχειρήματα	argumenti
ανθολογία	antologije
φρουρά	stražar
φρουρά	straža
φρουρά	čuvaj
φρουρά	garda
άγνωστα	neznan
άγνωστα	neznani
άγνωστα	neznano
άγνωστα	neznana
προσωπικότητες	osebnosti
επιπρόσθετα	dodatno
εκπομπές	emisije
εκπομπές	emisije
εκπομπές	emisija
άραβες	arabci
όπλο	orožje
όπλο	pištola
όπλο	pištolo
νεαρός	mladi
νεαρός	mlad
νεαρός	mlada
νεαρός	young
νεαρός	mlado
γραμμένο	pisno
γραμμένο	napisano
γραμμένο	napisana
γραμμένο	pisna
γραμμένο	zapisano
πέτρα	stone
πέτρα	kamna
πέτρα	kamen
πέτρα	petra
πέτρα	skalo
πέτρα	rock
πέτρα	kamen
πέτρα	skala
δολοφονήθηκε	umorili
δολοφονήθηκε	umorjen
δολοφονήθηκε	umorjena
δολοφονήθηκε	umorjeni
διάδοση	širjenje
διάδοση	razširjanje
κύκλους	krogi
κύκλους	kroge
κύκλους	krogov
κύκλους	ciklov
κύκλους	cikli
φτάνοντας	doseganje
θείο	žveplo
θείο	žveplo
ανταλλαγή	trgovanje
ανταλλαγή	trgovina
ανταλλαγή	menjava
ανταλλαγή	izmenjava
ανταλλαγή	izmenjavo
ανταλλαγή	izmenjave
ανταλλαγή	menjava
λέων	levu
λέων	leva
λέων	lev
λέων	leon
λέων	lea
λέων	leo
αναγνωρίστηκε	priznana
αναγνωρίστηκε	priznan
αναγνωρίστηκε	ugotovljene
αναγνωρίστηκε	ugotovljena
αναγνωρίστηκε	priznan
αναγνωρίστηκε	prepoznal
αναγνωρίστηκε	priznana
αναγνωρίστηκε	priznano
νίκο	nico
νίκο	niko
καταστήματα	trgovine
καταστήματα	prodajalne
καταστήματα	trgovine
καταστήματα	prodajalne
παρατήρηση	pripomba
παρατήρηση	opazovanja
παρατήρηση	opazovanje
μόνιμη	trajni
μόνιμη	trajen
μόνιμη	trajna
μόνιμη	trajno
μόνιμη	stalna
κροατία	hrvaška
παντρευτεί	sre
πρωταθλητή	šampion
πρωταθλητή	prvak
πρωταθλητή	šampion
πρωταθλητή	prvak
δευτερόλεπτα	sekunde
δευτερόλεπτα	sekund
δευτερόλεπτα	sekundah
τζων	john
τζων	janez
τζων	janeza
δομές	konstrukcije
δομές	strukture
αρχιτέκτονα	arhitekta
αρχιτέκτονα	arhitekt
ουίλιαμ	william
ντελ	del
ντελ	dell
ντελ	della
αμυντικός	branilec
αμυντικός	obrambno
αμυντικός	obrambna
αμυντικός	obrambne
αμυντικός	obrambni
ηχώ	odmeva
ηχώ	odmev
ηχώ	echo
αγώνισμα	dogodek
αγώνισμα	prireditev
αγώνισμα	dogodka
απόσπασμα	citat
απόσπασμα	odlomek
απόσπασμα	izvleček
απόσπασμα	odred
απόσπασμα	vod
απόσπασμα	izvleček
απόσπασμα	ekstrakt
πέναλτι	kazen
πέναλτι	kazni
κατανόηση	razumevanje
ναζί	nacist
ναζί	nacistični
ναζί	nacisti
κορυφές	vrhov
κορυφές	vrhovi
αστέρια	zvezde
αστέρια	zvezdice
αστέρια	zvezd
δημοσιεύτηκε	objavljene
δημοσιεύτηκε	objavljena
δημοσιεύτηκε	objavljeno
δημοσιεύτηκε	objavljeni
δημοσιεύτηκε	objavljen
δημοσιεύτηκε	objavljeno
δημοσιεύτηκε	objavil
λευκή	bel
λευκή	bela
λευκή	belo
λευκή	beli
λευκή	bele
συγγενείς	sorodniki
λουί	louis
λουί	ludvik
διαταγή	naročila
διαταγή	naroči
διαταγή	red
διαταγή	naročilo
πολιτιστική	kulturno
πολιτιστική	kulturne
πολιτιστική	kulturni
πολιτιστική	kulturna
περιορισμένη	omejena
περιορισμένη	omejene
περιορισμένη	omejen
περιορισμένη	omejeno
περιορισμένη	omejeni
περιορισμένη	omejen
περιορισμένη	omejena
περιορισμένη	omejeno
περιορισμένη	omejeni
μετακίνηση	selitev
μετακίνηση	premikanje
μετακίνηση	premiki
μετακίνηση	gibanja
μετακίνηση	premikanje
μετακίνηση	gibanje
ουάσινγκτον	washington
πω	povej
κύματα	valovanje
κύματα	valovi
αναπτυχθεί	razvita
αναπτυχθεί	razvite
αναπτυχθεί	razvit
αναπτυχθεί	razvito
αναπτυχθεί	razviti
φύλλο	list
φύλλο	lista
φύλλο	list
ελληνιστική	helenističnega
εφαρμόζεται	uporabna
εφαρμόζεται	veljavno
μεταφράσεις	prevodi
μικρότερες	manjše
μικρότερες	manjša
μικρότερες	manjši
περιλαμβάνεται	vključeni
περιλαμβάνεται	vključena
περιλαμβάνεται	vključene
περιλαμβάνεται	vključen
περιλαμβάνεται	vključeno
οργανισμοί	organizacije
οργανισμοί	organizacijami
οργανισμοί	organizacij
οργανισμοί	organizmi
οργανισμοί	povzročitelji
οργανισμοί	organizme
οργανισμοί	organizacije
οργανισμοί	organizacij
διαπραγματεύσεις	pogajanje
διαπραγματεύσεις	pogajanja
διαπραγματεύσεις	pogajanje
διαπραγματεύσεις	pogajanja
διαπραγματεύσεις	pogajalski
διαπραγματεύσεις	pogajanja
νεκροί	mrtev
μεσογείου	sredozemski
μεσογείου	sredozemlju
μεσογείου	sredozemsko
μεσογείου	sredozemlje
ψηλά	visoko
ψηλά	visoka
επικράτεια	ozemlje
εξωτερικά	navzven
εξωτερικά	zunanji
εξωτερικά	zunanja
εξωτερικά	zunanje
αναμέτρηση	obračun
επίδοση	nastop
επίδοση	zmogljivost
επίδοση	uspešnost
επίδοση	uspešnosti
μύθο	mit
μύθο	pravljica
επώνυμο	priimek
συστατικά	komponente
συστατικά	sestavine
κορέας	koreja
κορέας	koreji
κορέας	korejo
πολιτιστικό	kulturno
πολιτιστικό	kulturne
πολιτιστικό	kulturni
πολιτιστικό	kulturna
ισλάμ	islam
ρωμαϊκό	rimljan
ρωμαϊκό	rimska
ρωμαϊκό	roman
ρωμαϊκό	romana
ρωμαϊκό	rimske
πεθαίνει	umre
πεθαίνει	umiranje
γαλαξία	galaksijo
γαλαξία	galaxy
γαλαξία	galaksija
στέμμα	krona
στέμμα	krono
ακριβής	natančno
ακριβής	natančen
ακριβής	natančna
ακριβής	točen
ακριβής	natančen
ακριβής	natančni
ακριβής	natančna
ακριβής	natančno
ακριβής	natančen
αίτημα	zahteva
αίτημα	prošnja
αίτημα	zahtevek
πόλεμοι	vojne
πόλεμοι	vojn
στρατιωτικά	vojaška
στρατιωτικά	vojaški
στρατιωτικά	vojska
στρατιωτικά	vojaško
πλήρωμα	posadka
πλήρωμα	posadke
πυροβόλα	ustreli
διανομή	razdelitev
διανομή	porazdelitev
διανομή	distribucija
διανομή	razdeljevanje
διανομή	razporeditev
χώροι	prostori
χώροι	prostori
σικάγο	chicago
επιστολές	pisma
επιστολές	črke
επιστολές	pisem
σταθερό	stabilni
σταθερό	hlev
σταθερό	stabilen
σταθερό	stabilno
σταθερό	popravljeno
σταθερό	fiksno
σταθερό	popravil
σταθερό	fiksna
αθλήματα	športni
αθλήματα	šport
αθλήματα	športne
αθλήματα	športna
πλαγιές	pobočjih
καταδικάστηκε	obsojena
καταδικάστηκε	obsojeni
καταδικάστηκε	obsojen
καταδικάστηκε	obsojeni
καταδικάστηκε	obsojen
καταδικάστηκε	obsojena
καταδικάστηκε	obsojeni
καταδικάστηκε	obsodil
καταδικάστηκε	obsojen
διαθέσιμο	razpoložljivi
διαθέσιμο	razpoložljiva
έθνος	narod
εμπρός	naprej
στενή	ozko
στενή	ozki
στενή	ozka
στενή	ozke
στενή	ozek
πολίτης	civilno
πολίτης	civilni
πολίτης	civilist
πολίτης	civilne
πολίτης	civilna
πολίτης	državljan
πολίτης	meščan
παρέμβαση	vmešavanje
παρέμβαση	motnja
παρέμβαση	vmešavanja
παρέμβαση	motnje
παρέμβαση	intervencija
παρέμβαση	intervencijo
παρέμβαση	posredovanje
παρέμβαση	intervencije
ένοπλες	oboroženi
ένοπλες	oborožena
ένοπλες	oborožen
ένοπλες	oborožene
λάδι	olje
λάδι	olja
λάδι	nafta
