ve	и
lech	лех
hatchback	хэтчбек
alkali	щелочных
rehine	заложники
rehine	заложник
rehine	заложников
rehine	заложники
pervane	пропеллер
pervane	ротор
palau	палау
smolensk	смоленск
yenilmez	непобедимый
destekleyici	поддерживающие
destekleyici	поддержка
aurelius	аврелий
koşul	термины
koşul	условия
koşul	условия
koşul	условие
koşul	состояние
sokakları	улицы
sokakları	улицах
değerlendirmeler	обзоры
değerlendirmeler	обзоров
değerlendirmeler	отзывы
atm	банкомат
dora	дора
seyirciler	зрителей
seyirciler	зрители
spinoza	спиноза
rostock	росток
konsantre	концентрация
konsantre	сосредоточение
konsantre	концентрации
konsantre	сконцентрироваться
konsantre	сосредоточиться
lannister	ланнистер
ganimet	трофей
ganimet	добычу
ganimet	трофеи
ganimet	добыча
ganimet	добычу
doğrulanmış	проверено
doğrulanmış	подтвержденные
dördüncüsü	четвертой
dördüncüsü	четвертый
dördüncüsü	четвертое
dördüncüsü	четвёртая
dördüncüsü	четвёртый
dördüncüsü	четвертая
gala	премьеру
gala	премьера
gala	гала
gala	gala
gala	премьеры
metalurji	металлургии
lester	лестер
bronx	бронксе
çerkesya	черкесии
marguerite	маргарита
bone	кость
livorno	ливорно
boyama	краски
boyama	рисовать
boyama	краска
boyama	окрашивание
boyama	картина
boyama	живопись
boyama	рисование
franck	франк
lea	лиа
lea	леа
başlatır	инициирует
odeon	odeon
elastik	эластичный
rahipler	священнослужителей
rahipler	священники
rahipler	священников
rahipler	монахов
rahipler	монахи
rahipler	духовенства
silahsız	безоружных
silahsız	разоружены
mesajlaşma	смс
amd	amd
aitken	эйткен
hakimler	судьи
hakimler	судей
hakimler	магистратов
teoride	теоретически
dinleyici	слушатель
dinleyici	слушателей
dinleyici	слушатели
watanabe	ватанабэ
flickr	flickr
selin	наводнение
selin	потоп
selin	наводнений
alphonse	альфонс
paneli	панели
paneli	панель
makarna	макароны
makarna	паста
makarna	пасту
makarna	спагетти
makarna	макароны
hüzün	меланхолия
hüzün	грусть
hüzün	печали
hüzün	грусти
hüzün	печаль
hüzün	печали
hüzün	горе
hüzün	скорбь
hüzün	печаль
hüzün	грустная
hüzün	печально
hüzün	грустный
hüzün	грустно
hüzün	грусть
ypg	ypg
reilly	райли
starr	старр
mendes	мендес
fiesta	fiesta
filippo	филиппо
mineiro	минейро
vostok	восток
gelincik	ласка
lenny	ленни
milk	молочный
milk	молоко
milk	молока
saskatchewan	саскачевана
niko	нико
çorak	пустошах
çorak	засушливых
cilalı	полированного
sigortası	страховка
sigortası	страхование
sigortası	страхования
mayalar	майи
mayalar	майя
gnome	gnome
gnome	гном
suk	сук
adriano	адриано
klorür	хлорид
çalmak	украсть
çalmak	воровство
çalmak	кража
surrey	суррей
dfb	бгу
ekspresi	экспресс
ekspresi	express
ekspresi	выразить
direksiyon	руководящего
tartışılır	спорно
moliere	мольер
romano	романо
tüberküloz	туберкулезом
tüberküloz	туберкулез
hee	хи
sven	свен
godfrey	годфри
zooloji	зоологии
armin	армин
ishal	понос
ishal	диареи
hemingway	хемингуэй
arter	артерию
arter	артерия
summers	саммерс
spot	место
sinyaller	сигналы
vcc	vcc
otelde	hotel
otelde	отель
otelde	гостиница
warcraft	warcraft
dera	дера
toby	тоби
yanar	бёрнс
yanar	ожоги
yanar	бернс
yanar	ожог
yanar	сжечь
yanar	гореть
poznań	познани
özledim	мисс
özledim	miss
özledim	пропустил
özledim	пропустила
özledim	промахнулся
rouen	руан
cumhuriyetleri	республик
uyarılar	оповещения
uyarılar	предупреждения
uyarılar	предупреждения
tsunami	цунами
enjekte	ввели
gogol	гоголя
katılanlar	участников
katılanlar	участники
verimsiz	стерильные
verimsiz	неэффективно
harlem	гарлеме
hewitt	хьюитт
yanmış	сжег
yanmış	сгорела
yanmış	сгорел
yanmış	сожгли
yanmış	сожгли
eroin	героин
eroin	героина
esa	ека
kolon	колон
kursları	курсы
keynes	кейнс
sığınak	укрытие
sığınak	жилье
sığınak	убежище
sığınak	приют
sığınak	бункер
sığınak	святилище
sığınak	убежище
sığınak	бункеры
vizyon	зрение
vizyon	видение
çörek	бан
çörek	булочки
çörek	пончик
gomes	гомиш
sirkeci	сиркеджи
muhalifler	диссидентов
muhalifler	инакомыслящих
mariah	mariah
boyz	boyz
eskrim	фехтование
otobiyografi	автобиография
duruşu	поза
hareketlilik	мобильность
hareketlilik	мобильности
hareketlilik	передвижение
hareketlilik	движение
shell	оболочка
shell	shell
bourbon	бурбон
kisi	человек
yanlışlık	неточность
yanlışlık	ошибка
boylam	долготы
sinematografi	кинематографии
füzeleri	ракеты
füzeleri	ракет
duma	думы
psp	psp
navbox	navbox
umberto	умберто
odin	один
breslau	бреслау
potsdam	потсдаме
constantine	константин
balinalar	китов
ubisoft	ubisoft
sonda	зонд
burgaz	бургас
çarmıha	распятие
düşünün	думайте
düşünün	думай
düşünün	подумайте
galerie	galerie
sosa	соса
şoför	шофер
şoför	драйвер
şoför	водителя
şoför	водитель
cezaları	санкции
cezaları	штрафы
cezaları	наказания
cezaları	наказания
wow	вау
wow	ого
yüzeyleri	поверхностей
yüzeyleri	поверхности
hammond	хаммонд
batan	тонет
veto	вето
francesca	франческа
filipin	филиппин
watts	уоттс
café	кафе
basitleştirilmiş	упрощение
basitleştirilmiş	упростить
dodge	додж
yaratıldı	созданные
yaratıldı	созданный
yaratıldı	создано
yaratıldı	создана
yaratıldı	создан
vip	vip
vip	вип
belirtin	указать
belirtin	укажите
belirtin	уточнить
libre	libre
canlılık	жизнеспособность
kriket	крокет
kriket	крикет
atılgan	предприятие
atılgan	предпринимательства
atılgan	энтерпрайз
atılgan	предпринимательство
hervé	эрве
slim	слим
epsilon	эпсилон
kuzgun	ворон
kuzgun	ворона
diablo	diablo
zam	зам
zam	поднять
zam	поднимаю
adige	адидже
nuevo	nuevo
dön	вращение
dön	spin
dön	очередь
dön	поворот
oynanabilir	играбельный
breda	бреда
blaze	пламени
bilgelik	мудрости
bilgelik	мудрость
ozon	озона
bee	пчела
cal	кэл
lombard	ломбард
beceri	навыков
beceri	навыки
beceri	умение
beceri	мастерство
beceri	навыки
cinayetler	убийства
cinayetler	убийства
mustaine	мастейн
oro	оро
sammy	сэмми
doğurur	породы
doğurur	порождает
doğurur	пород
klon	клонов
klon	клон
enstitüleri	институты
çizimleri	эскизы
çizimleri	наброски
çizimleri	рисунки
çizimleri	чертежи
borçlu	должник
borçlu	должника
borçlu	заемщика
figaro	фигаро
cern	церн
mecklenburg	мекленбург
nfl	нфл
banda	банда
viktoria	виктория
harcama	отходы
harcama	отходов
harcama	провести
harcama	тратить
harcama	потратить
marquis	маркиз
volley	волейбол
aktiviteler	мероприятия
aktiviteler	деятельность
aktiviteler	активность
aktiviteler	действия
aktiviteler	деятельность
durdurma	перехват
