மற்றும்	and
பிரபஞ்சத்தில்	universe
ஐவி	ivy
சோபா	sofa
ஒற்றைப்படை	odd
வாடா	delivery
அண்டார்க்டிக்	antarctic
மனமார்ந்த	congratulate
நுண்செயலி	microprocessor
ஓட்டல்	hotel
பாஸ்டர்	pastor
லூசி	lucy
கோஸ்டா	costa
வளங்களும்	achieved
சீசெல்சு	seychelles
விசேஷ	special
லஷ்கர்	lashkar
விரல்களை	fingers
கட்டாயக்	forced
எரேமியா	jeremiah
செலஸ்தீன்	celestine
பிர்	bir
வேண்டல்	archangels
மையவிலக்கு	centrifugal
உந்துகை	propulsion
டாண்டன்	tandon
விளக்கவும்	explain
உதிரி	spare
தேரே	tere
பைலோரி	pylori
மரவள்ளி	cassava
துவாலு	tuvalu
பெருவிரல்	thumb
மிர்	mir
நெட்வொர்க்குகள்	networks
ஓதி	recite
அலெக்	alec
முடிவற்ற	incomplete
கலே	calais
ஓய்வில்	resting
விரிசல்	cracking
ஓஹியோ	ohio
கடனாக	lend
முந்தையது	prev
முந்தையது	previous
காளான்கள்	mushrooms
பைத்தியம்	crazy
பைத்தியம்	mad
கடவுச்சீட்டு	passport
எதாவது	something
ஆயத்த	custom
தாக்கியதால்	hitting
யாரால்	who
அக்ரம்	akram
ஜெபர்சன்	jefferson
எவன்	whoever
கொக்கி	hook
டயமண்ட்	diamond
முல்லா	mulla
முல்லா	molla
கர்மம்	heck
கம்பீரமாக	sublime
ஒருங்கிணைப்பாளர்கள்	coordinators
சார்ஜ்	charge
சார்ஜ்	charging
திவாரி	tiwari
கொதிக்கும்	boiling
மாவீரர்கள்	knights
வேடிக்கையான	funny
சந்தேகங்கள்	doubts
சேற்றில்	mud
ஒடியா	odia
வற்றாத	perennial
ஔரங்கசீப்	aurangzeb
கிஸ்	kiss
மூடு	close
மனி	manny
கருத்தரங்கம்	seminar
கருத்தரங்கம்	convention
ஈதர்நெட்	ethernet
பாடலைக்	song
பெருமம்	maxima
பிரசாதம்	prasad
யூத்	youth
பெனசீர்	benazir
முளைத்தல்	germination
மதுபானம்	bartender
மதுபானம்	alcohol
தடுமாற்றம்	glitch
வாரந்தோறும்	weekly
பட்டதாரிகள்	graduates
வர்ணங்கள்	paints
லாயிட்	lloyd
மார்க்கோனி	marconi
நீருக்கடியில்	underwater
பிளாத்	plath
பிரீட்ரிக்	friedrich
சட்டைகள்	shirts
பன்னா	banna
வெஸ்லி	wesley
அஞ்சு	anju
லாவோ	lao
வழிகாட்டிகள்	guides
குளிக்க	shower
சாக்கடை	filth
சாக்கடை	sewage
நிலத்திலும்	amphibious
கிரில்ஸ்	grylls
உலாவிகள்	browsers
நாசரேத்து	nazareth
வானளாவி	skyscraper
டெலிகாம்	telecom
நண்பர்களே	guys
நண்பர்களே	friends
திருத்திக்	reform
ஈஷா	isha
மனப்பாடம்	memorized
மனப்பாடம்	memorize
ஓசுமியம்	osmium
யூனுஸ்	yunus
மரகதம்	emerald
எல்லையற்ற	infinite
ஃபக்ட்புக்	factbook
நீக்கக்	removable
டேனியல்ஸ்	daniels
அன்சாரி	ansari
ஆலோ	aloe
சேகரிப்புகள்	collections
சேகரிப்புகள்	collection
ரெஜினால்ட்	reginald
ஆயிஷா	aisha
ஆயிஷா	ayesha
சொன்னான்	said
வலைப்பூக்கள்	blogs
குடும்பத்தார்	family
குறியாக	keen
உரி	uri
ஹாப்கின்ஸ்	hopkins
மல்டி	multi
வோல்	woll
ஊனுண்ணித்	carnivorous
உருவவியல்	morphology
குரோமேட்டு	chromate
வளையல்கள்	bangles
ஆதிசேஷன்	shesha
இலந்தனம்	lanthanum
அனோ	anno
கருத்துக்களில்	comments
இரட்டிப்பு	double
வரைப்படம்	diagram
பங்கேற்பாளர்கள்	participants
பங்கேற்பாளர்கள்	contributors
சுவான்	chuan
சாத்தியக்கூறு	probability
குடுவை	flask
உடைப்பு	breaking
மனதைக்	mind
மூச்சை	breath
மயக்கும்	enchanting
பகுத்தறிதல்	reasoning
பேய்கள்	ghosts
பேய்கள்	demons
நாட்டுப்பற்று	patriotic
ஆலோசகர்கள்	consultants
ஆலோசகர்கள்	counselors
திருத்தப்பட்டது	edited
திருத்தப்பட்டது	modified
சோகை	anemia
ரென்	ren
ஹார்மோன்கள்	hormones
கடப்பு	transitive
பெய்ன்	payne
செண்ட்	scent
கணையம்	pancreas
புனரமைப்பு	reconstruction
லயனல்	lionel
சியால்கோட்	sialkot
மறுபிறப்பு	rebirth
மறுபிறப்பு	reincarnation
அயூப்	ayub
கவசங்கள்	hoods
கவசங்கள்	coats
ப்ரீ	bree
ரிப்பன்	ripon
ரிப்பன்	ribbon
வேடமிட்டு	disguised
விருந்தினர்கள்	guests
ரைடர்	ryder
பிரி	split
டைரக்ட்	direct
தொடரியல்	sequential
தொடரியல்	syntax
மல்டிமீடியா	multimedia
சிசு	fetal
விளையாடுபவர்கள்	players
சாபு	sabu
இயலாதது	speeds
கரண்டி	spoons
கரண்டி	spoon
வேட்	wade
சுத்தி	hammer
விசுவாசம்	loyalty
கொண்டாட்டத்தில்	partying
அலங்காரங்கள்	decorations
அலங்காரங்கள்	filters
பெரிங்	bering
அமைக்கிறது	sets
நடத்துகிறார்	hosting
நூலகர்	librarian
பெண்மை	feminine
கையெழுத்திட்ட	signed
ஆக்கபூர்வமான	constructive
லோடி	lodi
வல்லரசு	superpower
தருவதில்லை	uncontrollable
மனச்சோர்வு	depressed
மார்கஸ்	marcus
சபாஷ்	bravo
கைப்பந்து	volleyball
முண்டா	munda
புஸ்ஸிகேட்	pussycat
பரிகாரம்	remedy
திட்டப்பணி	project
டயல்	dial
மோனா	mona
வினைல்	vinyl
ஹோகன்	hogan
வாங்கவும்	buy
கைப்பிடி	handle
செதுக்கிய	cropped
தீப்பொருள்	malware
இடஒதுக்கீடு	reservations
இடஒதுக்கீடு	reservation
ஜியா	gia
ஜியா	zia
கசப்பான	bitter
மரணமும்	dying
மைல்கல்	milestone
மின்னஞ்சல்கள்	emails
கருத்துக்கணிப்பு	poll
கருத்துக்கணிப்பு	survey
ஜூரோங்	jurong
கானான்	canaan
ஊடு	zigzag
ஊடு	transparent
கொடுங்கள்	give
தடிமனான	thick
லென்ஸ்	lens
எக்ஸ்போ	expo
வாங்குபவர்	buyer
ஹூட்	hood
சாகசங்கள்	adventures
கரடு	rough
சுவடு	trace
அங்காரா	ankara
இன்னிங்ஸ்	innings
லட்சக்கணக்கான	millions
ஒலிபெருக்கி	loudspeaker
ஒலிபெருக்கி	speaker
வருந்திய	regretted
மார்ஷ்	marsh
ஆலைடு	halide
பெட்டகம்	container
செனட்டர்	senator
சூடாக	hot
அருகிவரும்	endangered
வெளியீட்டுக்	publishing
மன்னா	manna
கண்களும்	eyes
இவா	eva
செயல்படுத்தப்பட்டது	enabled
கைவினை	craft
ஓரினச்சேர்க்கை	homosexuality
ஓரினச்சேர்க்கை	gay
மடிக்கணினி	laptop
ஆபிரகாமிய	abrahamic
சீட்டுகள்	labels
புரோ	pro
ஹமீது	hamid
மேய	graze
பரிமாறும்	serving
குழப்ப	confuse
ஏர்டெல்	airtel
கொசோவோ	kosovo
மில்ஸ்	mills
வெளியிடப்படாத	unpublished
விற்கவும்	sell
பத்தாண்டுகளாக	decades
அவா	ava
இலிங்கம்	lingam
விநாடிகள்	seconds
இனவெறி	racist
வருந்துகிறேன்	sorry
மீன்களில்	fishes
